Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investments & Loans Income (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Operating (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,Extraordinary & Accounting Items,Income (Loss) incl. Minority Interest,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1999,84.205002,-3.67,0.0,0.0,0.0,-3.67,87.875002,0.0,,,,82.440002,5.435,0.0,84.205002,-64.168999,0.0,64.168999,20.035999,0.618,-0.618,20.653999,-8.436,12.218,0.0,,,12.217999,0.0,12.218,0.0,,12.218,12.218,,54.806999,0.22,0.22,0.22,54.983002,0.22,0.22,0.22,
06/30/1999,88.765997,-3.451,0.0,0.0,0.0,-3.451,92.216997,0.0,,,,86.476997,5.74,0.0,88.765997,-65.296997,0.0,65.296997,23.469,0.675,-0.675,24.144,-10.377,13.767,0.0,,,13.767,0.0,13.767,0.0,,13.767,13.767,,54.806999,0.25,0.25,0.25,54.983002,0.25,0.25,0.25,
09/30/1999,96.991002,-3.116,0.0,0.0,0.0,-3.116,100.107002,0.0,,,,95.788002,4.319,0.0,96.991002,-69.448997,0.0,69.448997,27.542,0.918,-0.918,28.46,-12.237,16.223,0.0,,,16.223,0.0,16.223,0.0,,16.223,16.223,,54.674999,0.3,0.3,0.3,54.851002,0.3,0.3,0.3,
12/31/1999,100.082002,-0.7,0.0,0.0,0.0,-0.7,100.782002,0.0,,,,96.996002,3.786,0.0,100.082002,-71.123001,0.0,71.123001,28.959,1.233,-1.233,30.192,-12.983,17.209,0.0,,,17.209,0.0,17.209,0.0,,17.209,17.209,,63.863998,0.27,0.27,0.27,64.184998,0.27,0.27,0.27,
03/31/2000,107.707003,-0.353,0.0,0.0,0.0,-0.353,108.060003,0.0,,,,101.870003,6.19,0.0,107.707003,-75.942001,0.0,75.942001,31.764999,1.05,-1.05,32.814999,-13.618,19.197001,0.0,,,19.196999,0.0,19.197001,0.0,0.0,19.197001,19.197001,,63.863998,0.3,0.3,0.3,64.343002,0.3,0.3,0.3,
06/30/2000,112.484999,-0.086,0.0,0.0,0.0,-0.086,112.570999,0.0,,,,107.431999,5.139,0.0,112.484999,-78.248001,0.0,78.248001,34.237,1.417,-1.417,35.654,-14.796,20.858,0.0,,,20.858,0.0,20.857,0.0,0.0,20.857,20.857,,63.866001,0.33,0.33,0.33,64.491997,0.32,0.32,0.32,
09/30/2000,127.485997,-0.215,0.0,0.0,0.0,-0.215,127.700997,0.0,,,,121.283997,6.417,0.0,127.485997,-90.775002,0.0,90.775002,36.710999,2.197,-2.197,38.907999,-16.146999,22.761,0.0,,,22.761,0.0,22.761,0.0,0.0,22.761,22.761,,63.883999,0.36,0.36,0.36,64.651001,0.35,0.35,0.35,
12/31/2000,128.339,-0.201,0.0,0.0,0.0,-0.201,128.54,0.0,,,,122.194,6.346,0.0,128.339,-88.870003,0.0,88.870003,39.469002,3.07,-3.07,42.539002,-17.995001,24.544001,0.0,,,24.544001,0.0,24.546,0.0,0.0,24.546,24.546,,63.93,0.38,0.38,0.38,64.727997,0.38,0.38,0.38,
03/31/2001,133.508003,-0.201,0.0,0.0,0.0,-0.201,133.709003,0.0,,,,125.301003,8.408,0.0,133.508003,-91.789001,0.0,91.789001,41.719002,1.862,-1.862,43.581002,-18.084999,25.496,0.0,,,25.496003,0.0,25.496,0.0,0.0,25.496,25.496,,64.158997,0.4,0.4,0.4,64.897003,0.39,0.39,0.39,
06/30/2001,135.061001,-0.201,0.0,0.0,0.0,-0.201,135.262001,0.0,,,,126.415001,8.847,0.0,135.061001,-92.554001,0.0,92.554001,42.507,2.632,-2.632,45.139,-18.909,26.23,0.0,,,26.23,0.0,26.23,0.0,0.0,26.23,26.23,,64.249001,0.41,0.41,0.41,64.876999,0.4,0.4,0.4,
09/30/2001,134.61,-0.172,0.0,0.0,0.0,-0.172,134.782,0.0,,,,124.181,10.601,0.0,134.61,-92.25,0.0,92.25,42.360001,2.89,-2.89,45.250001,-17.874001,27.375999,0.0,,,27.376,0.0,27.375999,0.0,0.0,27.375999,27.375999,,64.285004,0.43,0.43,0.43,64.947998,0.42,0.42,0.42,
12/31/2001,129.203996,-0.187,0.0,0.0,0.0,-0.187,129.390996,0.0,,,,119.589996,9.801,0.0,129.203996,-86.375,0.0,86.375,42.828999,4.192,-4.192,47.020999,-18.688999,28.332001,0.0,,,28.332,0.0,28.332001,0.0,0.0,28.332001,28.332001,,64.390999,0.44,0.44,0.44,65.051003,0.44,0.44,0.44,
03/31/2002,145.929994,-0.183,0.0,0.0,0.0,-0.183,146.112994,0.0,,,,131.774994,14.338,0.0,145.929994,-96.178001,0.0,96.178001,49.751999,3.02,-3.02,52.771999,-21.372999,31.399,0.0,,,31.399,0.0,31.399,0.0,0.0,31.399,31.399,,64.649002,0.49,0.49,0.49,65.220001,0.48,0.48,0.48,
06/30/2002,156.523997,-0.171,0.0,0.0,0.0,-0.171,156.694997,0.0,,,,143.490997,13.204,0.0,156.523997,-101.989998,0.0,101.989998,54.534,4.014,-4.014,58.548,-23.712,34.835999,0.0,,,34.836,0.0,34.835999,0.0,0.0,34.835999,34.835999,,64.726997,0.54,0.54,0.54,65.333,0.53,0.53,0.53,
