Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2003,1244.400024,177.0,177.0,0.0,254.699997,,,,294.0,57.799999,,236.199997,0.0,88.300003,,,,814.0,337.899994,728.299988,-390.399994,0.0,92.5,11.9,11.9,0.0,,80.6,430.399994,,69.800003,69.800003,,,,80.0,80.0,0.0,0.0,,,250.599991,,,250.599991,400.399994,0.0,0.0,0.0,0.0,,98.900002,,,,98.900002,98.900002,499.299995,0.0,105.400002,,,0.0,622.700012,17.0,745.100014,0.0,745.100014,1244.400009,
12/31/2003,5156.0,77.5,77.5,0.0,486.399994,,,,527.700012,90.800003,,384.299988,52.599998,247.100006,,,,1338.699951,525.200012,1073.800049,-548.599976,0.0,3292.100098,3052.300049,2291.800049,760.5,,239.800049,3817.30011,,127.599998,127.599998,,,,101.300003,100.000003,1.3,1.3,,,416.399986,,,416.399986,645.299988,1007.799988,1002.999988,4.8,4.8,,352.600006,,,,352.600006,1360.399994,2005.699982,0.0,2344.899902,,,0.0,659.700012,138.700012,3143.299927,7.0,3150.299927,5155.999908,
03/31/2004,5190.0,108.699997,108.699997,0.0,526.5,,,,503.799988,91.099998,,387.299988,25.4,222.5,,,,1361.5,547.0,1122.199951,-575.200012,0.0,3281.5,3010.800049,2252.199951,758.600098,,270.699951,3828.5,,125.300003,125.300003,,,,0.0,,,,,,440.699997,,,440.699997,566.0,959.700012,,,,,344.5,,,,344.5,1304.200012,1870.200012,0.0,2412.0,,,0.0,757.299988,143.5,3312.799988,7.0,3319.799988,5190.0,
06/30/2004,5307.299805,76.900002,76.900002,0.0,531.099976,,,,504.0,102.400002,0.0,388.5,13.1,216.100006,,,,1328.099976,561.0,1179.300049,-618.299988,0.0,3418.199951,3207.699951,2320.100098,887.599854,,210.5,3979.199951,,107.0,107.0,,,,0.0,,,,,,433.400024,,,433.400024,540.400024,868.900024,,,,,403.0,,,,403.0,1271.900024,1812.300049,0.0,2463.399902,,,0.0,873.599976,151.200073,3488.199951,6.8,3494.999951,5307.3,
09/30/2004,5326.700195,45.299999,45.299999,0.0,489.399994,,,,506.399994,112.0,0.0,387.799988,6.6,261.899994,,,,1303.0,584.099976,1223.5,-639.400024,0.0,3439.600098,3255.0,2398.699951,856.300049,,184.600098,4023.700073,,122.900002,122.900002,,,,12.5,,,,,,454.199974,,,454.199974,589.599976,667.900024,,,,,431.700012,,,,431.700012,1099.600037,1689.200012,0.0,2476.199951,,,0.0,1001.5,153.0,3630.699951,6.8,3637.499951,5326.699964,
12/31/2004,5695.5,154.6,154.6,0.0,524.8,524.8,,,536.0,112.2,0.0,420.5,3.3,345.5,,,,1560.9,628.5,1312.8,-684.3,0.0,3506.1,3323.7,2528.9,794.8,,182.4,4134.6,,131.6,131.6,,,,27.5,,,,,,541.9,,,541.9,701.0,624.0,,,,,420.9,,,,420.9,1044.9,1745.9,0.0,2487.7,,,0.0,1201.5,253.3,3942.5,7.1,3949.6,5695.5,
03/31/2005,5591.399902,57.0,57.0,0.0,570.599976,570.599976,,,551.900024,84.400002,49.599998,414.700012,3.2,299.0,,,,1478.5,643.099976,1337.699951,-694.599976,0.0,3469.800049,3284.100098,2494.5,789.600098,,185.699951,4112.900024,,122.900002,122.900002,,,,0.0,,,,,,485.099998,,,485.099998,608.0,426.299988,,,,,402.0,,,,402.0,828.299988,1436.299988,0.0,2561.399902,,,0.0,1375.099976,217.0,4153.499878,1.6,4155.099878,5591.399866,
06/30/2005,5551.5,78.8,78.8,0.0,573.4,573.4,,,568.0,87.1,51.1,428.8,1.0,272.0,,,,1492.2,676.6,1378.8,-702.2,0.0,3382.7,3213.3,2434.2,779.1,,169.4,4059.3,,141.8,141.8,,,,0.0,,,,,,472.1,,,472.1,613.9,268.1,,,,,363.1,,,,363.1,631.2,1245.1,0.0,2572.4,,,0.0,1565.8,166.4,4304.6,1.8,4306.4,5551.5,
09/30/2005,5621.6,91.8,91.8,0.0,541.1,541.1,,,586.6,83.8,44.3,457.9,0.6,281.0,,,,1500.5,703.7,1429.7,-726.0,0.0,3417.4,3236.7,2466.7,770.0,,180.7,4121.1,,109.2,109.2,,,,0.0,,,,,,546.3,,,546.3,655.5,85.8,,,,,371.9,,,,371.9,457.7,1113.2,0.0,2601.3,,,0.0,1734.4,170.7,4506.4,2.0,4508.4,5621.6,
12/31/2005,5721.9,233.2,233.2,0.0,524.2,524.2,,,583.7,99.6,40.1,444.0,0.0,234.5,,,,1575.6,708.8,1437.8,-729.0,0.0,3437.5,3185.4,2428.8,756.6,,252.1,4146.3,,123.6,123.6,,,,0.0,,,,,,483.3,,,483.3,606.9,81.6,,,,,348.3,,,,348.3,429.9,1036.8,0.0,2603.6,,,-4.1,1934.0,149.3,4682.8,2.3,4685.1,5721.9,
03/31/2006,5917.2,403.8,403.8,0.0,592.1,592.1,,,599.5,96.9,46.4,456.2,0.0,231.0,,,,1826.4,701.0,1468.3,-767.3,0.0,3389.8,3194.3,2447.0,747.3,,195.5,4090.8,,122.0,122.0,,,,0.0,,,,,,447.8,,,447.8,569.8,81.5,,,,,339.3,,,,339.3,420.8,990.6,0.0,2642.2,,,-11.2,2139.6,153.5,4924.1,2.5,4926.6,5917.2,
06/30/2006,5963.6,335.8,335.8,0.0,639.2,639.2,,,606.1,94.5,53.0,458.6,0.0,211.3,,,,1792.4,725.0,1526.6,-801.6,0.0,3446.2,3262.4,2523.1,739.3,,183.8,4171.2,,121.4,121.4,,,,0.0,,,,,,510.1,,,510.1,631.5,82.6,,,,,351.0,,,,351.0,433.6,1065.1,0.0,2673.7,,,-320.5,2340.5,202.1,4895.8,2.7,4898.5,5963.6,
09/30/2006,5908.5,275.6,275.6,0.0,589.4,589.4,,,630.9,99.2,56.0,475.7,0.0,210.4,,,,1706.3,751.1,1585.9,-834.8,0.0,3451.1,3263.7,2532.6,731.1,,187.4,4202.2,,126.4,126.4,,,,0.0,,,,,,552.4,,,552.4,678.8,100.9,,,,,322.2,,,,322.2,423.1,1101.9,0.0,2703.3,,,-635.0,2523.9,211.8,4804.0,2.6,4806.6,5908.5,
12/31/2006,5974.4,265.7,265.7,0.0,625.5,625.5,,,638.3,102.8,46.4,489.1,0.0,216.7,,,,1746.2,807.1,1675.1,-868.0,0.0,3421.1,3228.2,2515.6,712.6,,192.9,4228.2,,158.0,158.0,,,,0.0,,,,,,470.2,,,470.2,628.2,99.6,,,,,323.4,,,,323.4,423.0,1051.2,0.0,2745.7,,,-802.9,2768.5,209.2,4920.5,2.7,4923.2,5974.4,
03/31/2007,6097.9,326.0,326.0,0.0,692.5,692.5,,,658.8,105.6,53.9,499.3,0.0,209.3,,,,1886.6,820.6,1719.6,-899.0,0.0,3390.7,3175.1,2466.2,708.9,,215.6,4211.3,,128.6,128.6,,,,0.0,,,,,,470.3,,,470.3,598.9,100.0,,,,,280.0,,,,280.0,380.0,978.9,0.0,2872.5,,,-976.3,2997.1,223.3,5116.6,2.4,5119.0,6097.9,
06/30/2007,6320.8,358.7,358.7,0.0,689.7,689.7,,,682.9,104.4,54.6,523.9,0.0,218.0,,,,1949.3,865.9,1797.5,-931.6,0.0,3505.6,3256.2,2507.3,748.9,,249.4,4371.5,,141.3,141.3,,,,0.0,,,,,,501.6,,,501.6,642.9,95.2,,,,,296.8,,,,296.8,392.0,1034.9,0.0,2949.6,,,-1108.1,3228.6,213.2,5283.3,2.6,5285.9,6320.8,
09/30/2007,6367.2,313.0,313.0,0.0,652.1,652.1,,,732.2,116.8,48.2,567.2,0.0,202.6,,,,1899.9,914.0,1888.8,-974.8,0.0,3553.3,3298.7,2558.9,739.8,,254.6,4467.3,,129.0,129.0,,,,0.0,,,,,,578.3,,,578.3,707.3,103.2,,,,,301.0,,,,301.0,404.2,1111.5,0.0,2978.7,,,-1263.5,3273.1,264.9,5253.2,2.5,5255.7,6367.2,
12/31/2007,6633.7,463.9,463.9,0.0,674.3,674.3,,,727.8,113.3,50.3,564.2,0.0,216.7,,,,2082.7,971.9,1975.9,-1004.0,0.0,3579.1,3365.2,2621.4,743.8,,213.9,4551.0,,174.1,174.1,,,,0.0,,,,,,574.5,,,574.5,748.6,104.3,,,,,328.4,,,,328.4,432.7,1181.3,0.0,3001.6,,,-1379.2,3536.9,290.3,5449.6,2.8,5452.4,6633.7,
03/31/2008,6919.2,476.0,476.0,,759.3,759.3,,,756.6,106.3,59.4,590.9,0.0,230.7,,,,2222.6,1039.0,2108.6,-1069.6,,3657.6,3447.5,2712.7,734.8,,210.1,4696.6,,164.7,164.7,,,,,,,,,,624.5,,,624.5,789.2,116.9,,,,,303.6,,,,303.6,420.5,1209.7,,3041.4,,,-1523.5,3776.2,412.4,5706.5,3.0,5709.5,6919.2,
06/30/2008,6942.4,388.1,388.1,,782.5,782.5,,,800.7,111.4,61.3,628.0,0.0,236.8,,,,2208.1,1113.7,2201.4,-1087.7,,3620.6,3443.2,2721.3,721.9,,177.4,4734.3,,184.0,184.0,,,,,,,,,,623.9,,,623.9,807.9,329.3,,,,,296.9,,,,296.9,626.2,1434.1,,3097.9,,,-2019.4,4003.3,423.2,5505.0,3.3,5508.3,6942.4,
09/30/2008,7078.8,542.4,542.4,,691.6,691.6,,,843.0,128.0,62.9,652.1,0.0,256.3,,,,2333.3,1188.0,2310.3,-1122.3,,3557.5,3362.9,2649.2,713.7,,194.6,4745.5,,165.6,165.6,,,,,,,,,,672.9,,,672.9,838.5,331.1,,,,,284.4,,,,284.4,615.5,1454.0,,3116.7,,,-2068.1,4218.0,354.7,5621.3,3.5,5624.8,7078.8,
12/31/2008,7239.0,212.6,212.6,,732.8,732.8,,,928.3,144.5,52.6,731.2,0.0,304.9,,,,2178.6,1264.1,2461.8,-1197.7,,3796.3,3646.9,2774.8,872.1,,149.4,5060.4,,186.4,186.4,,,,,,,,,,584.7,,,584.7,771.1,460.1,,,,,353.9,,,,353.9,814.0,1585.1,,3141.0,,,-2116.2,4385.5,240.0,5650.3,3.6,5653.9,7239.0,
03/31/2009,7231.9,212.8,212.8,0.0,725.6,725.6,0.0,,947.0,159.8,55.3,731.9,0.0,310.3,24.8,204.2,48.3,2195.7,1257.2,2484.6,-1227.4,0.0,3779.0,3611.9,2754.1,857.8,,142.3,5036.2,,225.3,156.3,69.0,,,0.0,0.0,,,,,478.3,,9.5,460.2,703.6,660.4,660.4,,,,312.5,,,,303.0,972.9,1676.5,0.0,3156.6,2.5,3154.1,-2417.6,4587.7,228.7,5555.4,0.0,5555.4,7231.9,
06/30/2009,7462.1,277.5,277.5,0.0,768.7,768.7,0.0,,980.9,167.8,54.1,759.0,0.0,301.6,10.3,217.1,47.4,2328.7,1254.4,2537.3,-1282.9,0.0,3879.0,3689.2,2814.6,874.6,,179.5,5133.4,,160.4,144.0,16.4,,,0.0,0.0,,,,,508.8,,18.3,484.2,669.2,653.5,653.5,,,,333.8,,,,315.5,987.3,1656.5,0.0,3179.4,2.5,3176.9,-2454.0,4797.8,282.4,5805.6,,5805.6,7462.1,
09/30/2009,7648.1,439.7,439.7,0.0,743.2,743.2,0.0,,972.1,162.0,47.2,762.9,0.0,293.8,7.7,225.5,39.7,2448.8,1239.7,2572.7,-1333.0,0.0,3959.6,3757.1,2883.2,873.9,,194.8,5199.3,,136.6,121.0,15.6,,,0.0,0.0,,,,,540.1,,25.5,496.0,676.7,600.2,600.2,,,,392.5,,,,367.0,992.7,1669.4,0.0,3200.4,2.5,3197.9,-2520.6,4947.7,351.2,5978.7,,5978.7,7648.1,
12/31/2009,7785.5,758.1,691.7,66.4,751.4,751.4,0.0,,913.2,146.6,48.0,718.6,0.0,315.3,6.3,209.9,82.1,2738.0,1221.7,2600.5,-1378.8,0.0,3825.8,3641.5,2783.5,858.0,23.2,154.8,5047.5,,192.1,134.6,57.5,,,0.0,0.0,0.0,0.0,,,498.6,,14.5,463.2,690.7,1127.6,1127.6,0.0,0.0,,328.5,,26.7,,287.3,1456.1,2146.8,,3217.1,2.5,3214.6,-3039.5,5102.5,358.6,5638.7,,5638.7,7785.5,
03/31/2010,7822.0,821.2,821.2,,767.1,767.1,0.0,,896.5,130.7,57.1,708.7,0.0,389.0,13.6,220.8,136.3,2873.8,1190.5,2610.7,-1420.2,,3757.7,3546.3,2712.3,834.0,,197.8,4948.2,,203.9,136.0,67.9,,,0.0,0.0,,,,,451.3,,7.9,425.1,655.2,1127.0,1127.0,,,,325.9,,,,318.0,1452.9,2108.1,,3234.1,2.5,3231.6,-3133.0,5307.9,304.9,5713.9,,5713.9,7822.0,
06/30/2010,7827.3,986.7,953.7,33.0,765.1,765.1,0.0,,885.8,120.7,58.0,707.1,0.0,345.2,20.0,217.6,86.7,2982.8,1170.6,2619.9,-1449.3,,3673.9,3456.1,2637.6,818.5,,197.8,4844.5,,140.4,115.0,25.4,,,0.0,0.0,,,,,461.4,,7.0,441.7,601.8,1130.6,1130.6,,,,360.4,,,,353.4,1491.0,2092.8,,3255.4,2.5,3252.9,-3218.4,5473.4,224.1,5734.5,0.0,5734.5,7827.3,
09/30/2010,8003.7,981.6,918.6,63.0,757.8,757.8,0.0,,925.4,126.1,51.1,748.2,0.0,342.5,10.0,237.8,76.2,3007.3,1177.4,2699.8,-1522.4,,3819.0,3552.8,2738.7,814.1,,256.2,4996.4,,174.1,116.5,57.6,,,0.0,0.0,,,,,524.5,,17.6,487.8,698.6,1138.6,1138.6,,,,344.6,,,,327.0,1483.2,2181.8,,3276.2,2.5,3273.7,-3444.1,5664.5,325.3,5821.9,0.0,5821.9,8003.7,
12/31/2010,7999.9,934.0,668.9,265.1,775.9,775.9,,,936.4,132.1,47.0,757.3,0.0,363.4,15.4,235.7,95.1,3009.7,1213.8,2788.1,-1574.3,,3776.4,3407.9,2580.8,827.1,0.0,353.1,4990.2,,178.5,129.6,48.9,,,0.0,0.0,0.0,0.0,,,524.0,,14.4,486.4,702.5,1142.1,1142.1,0.0,0.0,,384.0,,32.0,,337.6,1526.1,2228.6,,3296.0,2.5,3293.5,-3545.1,5699.4,321.0,5771.3,0.0,5771.3,7999.9,
03/31/2011,8117.7,866.2,575.6,290.6,876.3,876.3,0.0,0.0,958.4,131.5,54.9,772.0,0.0,329.8,9.2,225.7,79.6,3030.7,1218.3,2859.9,-1641.6,0.0,3868.7,3507.3,2676.9,830.4,,352.2,5087.0,,151.3,127.3,24.0,,,0.0,0.0,,,,,562.1,,30.3,499.2,713.4,1140.2,1140.2,,,,399.8,,,,369.5,1540.0,2253.4,,3327.5,2.5,3325.0,-3781.2,5908.3,409.7,5864.3,,5864.3,8117.7,
06/30/2011,8249.2,945.5,624.1,321.4,888.4,888.4,0.0,,975.1,129.2,53.5,792.4,0.0,299.3,15.9,232.6,37.8,3108.3,1213.0,2915.7,-1702.7,0.0,3927.9,3505.5,2694.0,811.5,,406.5,5140.9,,155.1,124.0,31.1,,,0.0,0.0,,,,,523.9,,28.1,454.3,679.0,1147.3,1147.3,,,,407.1,,,,379.0,1554.4,2233.4,,3357.9,2.5,3355.4,-3900.9,6111.3,447.5,6015.8,,6015.8,8249.2,
09/30/2011,8198.8,977.9,553.0,424.9,827.9,827.9,,,968.4,130.2,47.2,791.0,0.0,299.1,41.0,230.6,40.1,3073.3,1210.3,2954.2,-1743.9,,3915.2,3429.0,2634.3,794.7,,445.2,5125.5,,148.2,108.6,39.6,,,0.0,,,,,,526.4,,17.6,471.6,674.6,1543.5,1543.5,,,,372.0,,,,354.4,1915.5,2590.1,,3377.8,2.5,3375.3,-4450.2,6302.8,370.1,5600.5,8.2,5608.7,8198.8,
12/31/2011,8515.3,1223.8,768.3,455.5,838.8,838.8,,,929.8,139.0,47.8,743.0,0.0,284.2,43.3,210.5,47.4,3276.6,1207.3,3013.1,-1805.8,,4031.4,3424.5,2626.0,798.5,0.0,563.6,5238.7,,151.9,143.3,8.6,,,143.3,143.3,0.0,0.0,,,571.9,,13.1,528.1,867.1,1576.0,1576.0,0.0,0.0,,557.4,,48.2,,496.1,2133.4,3000.5,,3401.7,2.5,3399.2,-4592.7,6426.8,271.4,5507.2,7.6,5514.8,8515.3,
03/31/2012,8603.7,1229.1,674.0,555.1,895.0,895.0,0.0,0.0,937.0,142.9,60.3,733.8,0.0,261.4,40.5,196.7,41.9,3322.5,1192.7,3051.2,-1858.5,,4088.5,3442.6,2658.3,784.3,,605.4,5281.2,,174.1,126.0,48.1,,,144.6,144.6,,,,,543.1,,6.2,517.0,861.8,1572.8,1572.8,,,,507.5,,,,501.3,2080.3,2942.1,,3424.1,2.6,3421.5,-4733.3,6636.3,327.6,5654.7,6.9,5661.6,8603.7,
06/30/2012,8616.5,1335.9,651.0,684.9,906.7,906.7,,,956.0,140.4,61.4,754.2,0.0,279.7,56.2,196.6,44.9,3478.3,1176.8,3084.9,-1908.1,,3961.4,3386.4,2609.5,776.9,,518.8,5138.2,,149.4,137.2,12.2,,,3.4,3.4,,,,,530.3,,8.1,507.4,683.1,1726.5,1726.5,,,,494.7,,,,486.6,2221.2,2904.3,,3450.9,2.6,3448.3,-4839.8,6819.4,275.5,5706.0,6.2,5712.2,8616.5,
09/30/2012,8784.1,1488.9,801.5,687.4,874.9,874.9,,,994.1,142.3,56.9,794.9,0.0,274.0,43.7,201.7,51.1,3631.9,1185.6,3157.4,-1971.8,,3966.6,3409.1,2648.6,760.5,,513.8,5152.2,,184.1,141.1,43.0,,,0.3,0.3,,,,,571.1,,13.0,540.0,755.5,1734.1,1734.1,,,,463.6,,,,450.6,2197.7,2953.2,,3484.9,2.6,3482.3,-4937.4,6966.3,311.2,5825.0,5.9,5830.9,8784.1,
12/31/2012,9012.4,1555.9,884.3,671.6,884.6,884.6,,,995.3,156.7,52.3,786.3,0.0,272.9,53.7,196.6,46.0,3708.7,1210.7,3194.3,-1983.6,,4093.0,3312.5,2571.8,740.7,0.0,726.8,5303.7,,256.9,184.1,22.8,,50.0,100.1,0.0,0.0,0.0,,100.1,509.0,,12.3,488.8,866.0,1720.8,1720.8,0.0,0.0,,559.3,,48.1,,498.9,2280.1,3146.1,,3503.2,2.6,3500.6,-5072.1,7085.9,343.9,5860.9,5.4,5866.3,9012.4,
03/31/2013,8744.6,1201.2,657.0,544.2,912.5,912.5,0.0,0.0,1039.1,148.2,63.7,827.2,0.0,311.2,61.4,210.4,47.7,3464.0,1219.5,3225.2,-2005.7,,4061.1,3257.5,2534.8,722.7,,742.2,5280.6,,215.7,174.3,41.4,,,0.0,0.0,,,,,547.6,,7.8,529.8,763.3,1702.8,1702.8,,,,566.1,,,,558.3,2268.9,3032.2,,3584.6,2.6,3582.0,-5464.1,7271.0,316.1,5707.6,4.8,5712.4,8744.6,
06/30/2013,9097.4,1235.8,709.9,525.9,942.5,942.5,,,1052.9,164.4,69.5,819.0,0.0,360.5,51.7,239.2,66.1,3591.7,1225.2,3269.3,-2044.1,,4280.5,3296.4,2577.4,719.0,,932.4,5505.7,,209.3,165.2,44.1,,,0.0,0.0,,,,,595.0,,5.5,585.4,804.3,1688.1,1688.1,,,,715.4,,,,709.9,2403.5,3207.8,,3731.3,2.6,3728.7,-5531.5,7389.2,296.9,5885.9,3.7,5889.6,9097.4,
09/30/2013,9357.4,1505.8,917.4,588.4,898.9,898.9,,,1081.9,176.6,71.7,833.6,0.0,350.6,41.7,252.6,51.4,3837.2,1234.1,3338.1,-2104.0,,4286.1,3315.0,2602.8,712.2,,929.4,5520.2,,188.3,146.6,41.7,,,0.0,0.0,,,,0.0,615.9,,14.5,599.7,804.2,1686.0,1686.0,,,,728.2,,,,713.7,2414.2,3218.4,,3846.8,2.6,3844.2,-5546.5,7510.6,324.8,6135.7,3.3,6139.0,9357.4,
12/31/2013,9580.6,1807.6,1080.6,727.0,936.6,936.6,,,1074.5,180.1,77.4,817.0,0.0,379.0,46.5,271.9,46.9,4197.7,1224.7,3316.2,-2091.5,0.0,4158.2,3318.9,2611.2,707.7,0.0,792.8,5382.9,,417.5,146.3,221.2,,50.0,0.5,0.0,0.0,0.0,,0.5,613.6,0.0,22.9,587.2,1031.6,1672.3,1672.3,0.0,0.0,,576.6,0.0,21.4,,532.3,2248.9,3280.5,0.0,4003.2,2.6,4000.6,-5785.7,7712.7,367.1,6297.3,2.8,6300.1,9580.6,
