Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBIT,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/2019,,,,,,,,,,,,,,,,
06/30/2019,,,,,,,,,,,,,,,,
09/30/2019,,,,,,,,,,,,,,,,
12/31/2019,,,,,,,,,,,,,,,,
03/31/2020,21653.97275,-1207.0,0.0,632.0,6704.0,27782.97275,2515.0,266.560636,0.241299,2.13995,2.565608,21655.0,27784.0,64.152138,,
06/30/2020,24624.897811,-1912.0,0.0,666.0,6670.0,30048.897811,3094.0,215.578539,0.221972,2.373343,3.908546,24682.926,30106.926,69.384261,,
09/12/2020,26045.3984237,-1912.0,0.0,666.0,6670.0,31469.3984237,3094.0,215.578539107951,0.211951938521225,2.48553814261907,4.09331405094953,26106.7737350464,31530.7737350464,69.384260704078,,
09/30/2020,,,,,,,,,,2.50259357180609,,,,,,
12/31/2020,,,,,,,,,,2.49065282340325,,,,,,
