Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2004,3522.5,1320.2,292.9,1027.3,309.4,309.4,,116.4,39.2,13.6,63.6,0.0,73.4,,,,1819.4,328.8,619.1,-290.3,0.0,1374.3,1248.3,1092.3,156.0,126.0,1703.1,,96.3,96.3,,,,0.0,0.0,0.0,0.0,427.9,,,427.9,524.2,0.0,0.0,0.0,0.0,201.1,,,,201.1,201.1,725.3,0,1150.6,,,-129.6,1672.1,104.1,2797.2,0,2797.2,3522.5,
04/01/2005,3393.399902,1182.600006,184.899994,997.700012,267.700012,267.700012,,155.199997,38.700001,15.1,101.400002,,114.599998,,,,1720.099976,316.799988,613.099976,-296.299988,,1356.5,1240.800049,1096.099976,144.700073,115.699951,1673.299988,,110.099998,110.099998,,,,0.0,0.0,0.0,0.0,430.699989,,,430.699989,540.799988,0.0,0.0,0.0,0.0,198.800003,,,,198.800003,198.800003,739.599991,0,1151.599976,,,-248.300003,1672.599976,77.899979,2653.799927,0,2653.799927,3393.399918,
07/01/2005,3415.0,1247.800018,276.600006,971.200012,261.899994,261.899994,,145.899994,30.799999,14.4,100.699997,,80.199997,,,,1735.800049,304.0,608.200012,-304.200012,,1375.199951,1254.199951,1117.400024,136.799927,121.0,1679.199951,,78.900002,78.900002,,,,0.0,0.0,0.0,0.0,450.300011,,,450.300011,529.200012,0.0,0.0,0.0,0.0,225.800003,,,,225.800003,225.800003,755.000015,0,1160.199951,,,-262.200012,1713.900024,48.100037,2660.0,0,2660.0,3415.000015,
09/30/2005,3431.0,1277.5,640.2,637.3,312.3,312.3,,113.4,31.3,10.5,71.6,,72.1,,,,1775.3,296.7,606.4,-309.7,,1359.0,1248.8,1119.8,129.0,110.2,1655.7,,80.7,80.7,,,,0.0,0.0,0.0,0.0,431.1,,,431.1,511.8,0.0,0.0,0.0,0.0,214.5,,,,214.5,214.5,726.3,0,1190.5,,,-287.1,1755.8,45.5,2704.7,0,2704.7,3431.0,
12/30/2005,3514.9,1370.5,880.8,489.7,319.4,319.4,,109.1,28.3,11.7,69.1,0.0,74.0,,,,1873.0,300.1,614.0,-313.9,0.0,1341.8,1229.1,1111.9,117.2,112.7,1641.9,,97.1,97.1,,,,180.8,180.8,0.0,0.0,247.3,,,247.3,525.2,0.0,0.0,0.0,0.0,175.0,,,,175.0,175.0,700.2,0,1243.5,,,-322.8,1847.9,46.1,2814.7,0,2814.7,3514.9,
03/31/2006,3558.9,1373.4,493.6,879.8,360.8,360.8,,124.0,32.1,11.2,80.7,,59.3,,,,1917.5,295.5,625.2,-329.7,,1345.9,1222.8,1112.3,110.5,123.1,1641.4,,94.2,94.2,,,,228.8,228.8,0.0,0.0,219.9,,,219.9,542.9,0.0,0.0,0.0,0.0,178.0,,,,178.0,178.0,720.9,0,1311.4,,,-441.2,1900.3,67.5,2838.0,0,2838.0,3558.9,
06/30/2006,3646.0,1423.7,295.2,1128.5,374.1,374.1,,140.3,34.4,12.1,93.8,,57.2,,,,1995.3,300.4,649.6,-349.2,,1350.3,1216.7,1113.5,103.2,133.6,1650.7,,103.8,103.8,,,,206.2,206.2,0.0,0.0,244.2,,,244.2,554.2,0.0,0.0,0.0,0.0,181.9,,,,181.9,181.9,736.1,0,1362.8,,,-479.6,1953.8,72.9,2909.9,0,2909.9,3646.0,
09/29/2006,3726.0,1473.7,124.6,1349.1,378.5,378.5,,155.5,38.3,11.3,105.9,,78.3,,,,2086.0,296.3,651.5,-355.2,,1343.7,1210.2,1113.5,96.7,133.5,1640.0,,84.9,84.9,,,,242.7,242.7,0.0,0.0,290.2,,,290.2,617.8,0.0,0.0,0.0,0.0,189.8,,,,189.8,189.8,807.6,0,1381.0,,,-558.4,2012.9,82.9,2918.4,0,2918.4,3726.0,
12/29/2006,3922.4,1588.7,153.6,1435.1,411.0,411.0,,167.0,34.5,19.7,112.8,0.0,65.9,,,,2232.6,307.9,637.5,-329.6,0.0,1381.9,1197.0,1107.4,89.6,184.9,1689.8,,119.5,119.5,,,,288.6,288.6,0.0,0.0,354.1,,,354.1,762.2,0.0,0.0,0.0,0.0,221.9,,,,221.9,221.9,984.1,0,1400.2,,,-598.7,2042.0,94.8,2938.3,0,2938.3,3922.4,
03/30/2007,3892.4,1571.3,149.4,1421.9,368.0,368.0,,210.4,37.3,21.4,151.7,0.0,68.2,,,,2217.9,301.5,644.9,-343.4,0.0,1373.0,1192.2,1108.3,83.9,180.8,1674.5,,99.6,99.6,,,,269.6,269.6,0.0,0.0,344.4,,,344.4,713.6,0.0,0.0,0.0,0.0,216.7,,,,216.7,216.7,930.3,0,1413.1,,,-624.2,2073.8,99.4,2962.1,0,2962.1,3892.4,
06/29/2007,3901.7,1613.1,262.7,1350.4,386.7,386.7,,175.1,38.7,17.5,118.9,0.0,72.1,,,,2247.0,299.6,656.5,-356.9,0.0,1355.1,1186.9,1108.6,78.3,168.2,1654.7,,87.5,87.5,,,,294.1,294.1,0.0,0.0,301.5,,,301.5,683.1,0.0,0.0,0.0,0.0,215.1,,,,215.1,215.1,898.2,0,1435.0,,,-634.5,2103.4,99.6,3003.5,0,3003.5,3901.7,
09/28/2007,3954.9,1721.7,244.0,1477.7,352.3,352.3,,166.7,37.2,17.4,112.1,0.0,71.3,,,,2312.0,297.7,661.0,-363.3,0.0,1345.2,1182.7,1110.0,72.7,162.5,1642.9,,84.0,84.0,,,,349.8,349.8,0.0,0.0,270.2,,,270.2,704.0,0.0,0.0,0.0,0.0,216.8,,,,216.8,216.8,920.8,0,1454.1,,,-649.7,2107.0,122.7,3034.1,0,3034.1,3954.9,
12/28/2007,3746.6,1509.5,213.0,1296.5,363.8,363.8,,171.2,35.3,11.7,124.2,0.0,67.2,,,,2111.7,302.4,670.1,-367.7,0.0,1332.5,1177.5,1110.5,67.0,155.0,1634.9,,91.3,91.3,,,,291.0,291.0,0.0,0.0,290.7,,,290.7,673.0,0.0,0.0,0.0,0.0,160.3,,,,160.3,160.3,833.3,0,1464.4,,,-796.7,2113.3,132.3,2913.3,0,2913.3,3746.6,
03/28/2008,3636.5,1408.1,172.1,1236.0,367.2,367.2,,165.8,39.6,10.6,115.6,0.0,68.6,,,,2009.7,297.7,683.6,-385.9,0.0,1329.1,1174.4,1113.0,61.4,154.7,1626.8,,81.0,81.0,,,,254.3,,,,297.7,,,297.7,633.0,0.0,,,,172.2,,,,172.2,172.2,805.2,0,1472.6,,,-938.8,2129.9,167.6,2831.3,0,2831.3,3636.5,
06/27/2008,3629.7,1445.6,208.6,1237.0,321.8,321.8,,181.6,34.8,11.0,135.8,0.0,69.3,,,,2018.3,288.2,681.4,-393.2,0.0,1323.2,1169.1,1113.3,55.8,154.1,1611.4,,84.0,84.0,,,,249.3,249.3,0.0,0.0,277.6,,,277.6,610.9,0.0,0.0,0.0,0.0,146.9,,,,146.9,146.9,757.8,0,1480.6,,,-940.0,2168.9,162.4,2871.9,0,2871.9,3629.7,
09/26/2008,2561.3,1418.6,606.9,811.7,325.8,325.8,,161.5,37.4,13.4,110.7,0.0,67.9,,,,1973.8,280.6,658.1,-377.5,0.0,306.9,173.3,122.6,50.7,133.6,587.5,,69.3,69.3,,,,251.5,251.5,0.0,0.0,260.0,,,260.0,580.8,0.0,0.0,0.0,0.0,132.2,,,,132.2,132.2,713.0,0,1485.9,,,-941.6,1170.4,133.6,1848.3,0,1848.3,2561.3,
01/02/2009,2511.2,1331.2,376.1,955.1,332.7,332.7,,176.9,34.2,13.9,128.8,0.0,95.0,,,,1935.8,278.3,642.7,-364.4,0.0,297.1,166.6,122.4,44.2,130.5,575.4,,84.1,84.1,,,,179.1,179.1,0.0,0.0,296.4,,,296.4,559.6,0.0,0.0,0.0,0.0,105.1,,,,105.1,105.1,664.7,0,1490.9,,,-952.4,1183.2,124.8,1846.5,0,1846.5,2511.2,
04/03/2009,2507.5,1376.1,226.2,1149.9,320.1,320.1,0.0,170.8,37.4,9.0,124.4,0.0,92.1,,38.7,51.0,1959.1,265.9,624.2,-358.3,0.0,282.5,160.4,122.2,38.2,122.1,548.4,,287.7,72.9,71.2,,143.6,191.8,191.8,,,61.8,,,15.3,541.3,0.0,0.0,,,118.3,,,59.8,58.5,118.3,659.6,0,1496.4,5.0,1491.4,-952.6,1189.7,114.4,1847.9,0,1847.9,2507.5,
07/03/2009,2549.4,1438.0,204.3,1233.7,311.4,311.4,0.0,147.8,27.6,4.0,116.2,0.0,112.3,,31.4,80.3,2009.5,262.4,626.3,-363.9,0.0,277.5,154.6,122.4,32.2,122.9,539.9,,292.5,67.5,66.9,,158.1,195.3,195.3,,,61.6,,,14.4,549.4,0.0,0.0,,,116.3,,,56.1,60.2,116.3,665.7,0,1502.1,5.0,1497.1,-953.4,1205.4,129.6,1883.7,0,1883.7,2549.4,
10/02/2009,2572.8,1494.1,322.7,1171.4,324.0,324.0,0.0,127.3,22.8,4.2,100.3,0.0,88.0,,35.4,52.3,2033.4,263.2,640.6,-377.4,0.0,276.2,148.9,122.6,26.3,127.3,539.4,,291.6,62.5,78.6,,150.5,239.4,239.4,,,63.1,,,12.7,594.1,0.0,0.0,,,103.0,,,46.7,56.3,103.0,697.1,0,1508.7,5.0,1503.7,-1015.9,1234.7,148.2,1875.7,0,1875.7,2572.8,
01/01/2010,2622.8,1357.6,154.0,1203.6,334.2,334.2,0.0,127.7,24.0,3.8,99.9,0.0,78.6,0.0,24.2,53.1,1898.1,270.6,636.7,-366.1,0.0,454.1,330.4,207.2,123.2,123.7,724.7,,313.6,71.5,80.8,0.0,161.3,252.8,252.8,0.0,0.0,43.0,0.0,0.0,9.8,609.4,0.0,0.0,0.0,0.0,98.5,0.0,0.6,41.9,56.0,98.5,707.9,0,1516.2,5.0,1511.2,-1037.9,1296.8,139.8,1914.9,0,1914.9,2622.8,
04/02/2010,2618.5,1419.5,229.3,1190.2,303.3,303.3,0.0,128.5,25.5,3.6,99.4,0.0,70.7,,23.2,47.4,1922.0,256.5,624.1,-367.6,0.0,440.0,322.8,207.0,115.8,117.2,696.5,,264.8,43.1,85.8,,135.9,272.7,272.7,,,62.7,,,15.6,600.2,0.0,0.0,,,83.7,,,28.3,55.4,83.7,683.9,0,1523.2,5.0,1518.2,-1040.2,1335.0,116.6,1934.6,0,1934.6,2618.5,
07/02/2010,2646.4,1417.5,350.9,1066.6,339.4,339.4,0.0,135.7,25.9,2.6,107.2,0.0,69.5,,25.5,43.9,1962.1,249.7,615.8,-366.1,0.0,434.6,315.0,206.6,108.4,119.6,684.3,,319.0,76.4,100.6,,142.0,223.1,223.1,,,76.0,,,13.0,618.1,0.0,0.0,0.0,0.0,82.9,,,29.3,53.6,82.9,701.0,0,1535.3,5.0,1530.3,-1059.2,1391.4,77.9,1945.4,0,1945.4,2646.4,
10/01/2010,2648.0,1401.3,286.2,1115.1,341.9,341.9,0.0,142.1,27.4,0.6,114.1,0.0,67.7,,24.2,43.4,1953.0,260.0,643.7,-383.7,0.0,435.0,307.3,205.0,102.3,127.7,695.0,,336.3,74.8,96.7,,164.8,231.4,231.4,,,61.7,,,9.7,629.4,0.0,0.0,,,80.8,,,27.3,53.5,80.8,710.2,0,1545.4,5.0,1540.4,-1170.5,1440.4,122.5,1937.8,0,1937.8,2648.0,
12/31/2010,2602.9,1348.1,208.8,1139.3,342.6,342.6,0.0,162.3,30.3,0.0,132.0,0.0,59.8,0.0,14.8,44.8,1912.8,269.3,647.8,-378.5,0.0,420.8,301.6,204.9,96.7,119.2,690.1,,397.8,123.4,88.4,0.0,186.0,213.6,213.6,0.0,0.0,51.7,0.0,0.0,7.7,663.1,0.0,0.0,0.0,0.0,78.3,0.0,0.2,28.1,50.0,78.3,741.4,0,1552.9,5.0,1547.9,-1222.1,1422.1,108.6,1861.5,0,1861.5,2602.9,
04/01/2011,2505.9,1237.1,190.7,1046.4,318.9,318.9,0.0,189.9,38.2,0.5,151.2,0.0,75.3,,30.4,44.8,1821.2,269.5,664.1,-394.6,0.0,415.2,296.7,205.2,91.5,118.5,684.7,,327.9,94.2,94.2,,139.5,179.9,179.9,,,59.7,,,6.2,567.5,0.0,0.0,,,77.2,,,24.5,52.7,77.2,644.7,0,1560.5,5.0,1555.5,-1224.1,1390.8,134.0,1861.2,0,1861.2,2505.9,
07/01/2011,2470.1,1225.5,213.6,1011.9,342.2,342.2,0.0,155.9,36.9,0.0,119.0,0.0,65.1,,19.8,45.1,1788.7,278.8,683.1,-404.3,0.0,402.6,291.7,205.3,86.4,110.9,681.4,,305.1,106.4,70.6,,128.1,167.5,167.5,,,69.9,,,3.8,542.5,0.0,0.0,,,75.3,,,21.7,53.6,75.3,617.8,0,1569.1,5.0,1564.1,-1226.9,1363.4,146.7,1852.3,0,1852.3,2470.1,
09/30/2011,2279.3,1193.8,194.2,999.6,297.3,297.3,0.0,155.8,42.2,0.0,113.6,0.0,74.0,,36.4,37.5,1720.9,272.1,670.4,-398.3,0.0,286.3,184.2,122.3,61.9,102.1,558.4,,311.7,105.9,79.4,0.0,126.4,163.7,163.7,,,51.7,,,15.6,527.1,0.0,0.0,,,73.7,,,22.3,51.4,73.7,600.8,0,1575.5,5.1,1570.4,-1227.1,1217.9,112.2,1678.5,0,1678.5,2279.3,
12/31/2011,2248.0,1167.5,132.7,1034.8,317.6,317.6,0.0,144.0,33.7,0.0,110.3,0.0,67.7,0.0,27.9,39.6,1696.8,273.5,664.3,-390.8,0.0,277.7,179.1,122.0,57.1,98.6,551.2,,285.3,97.1,63.5,0.0,124.7,190.9,190.9,0.0,0.0,53.8,0.0,0.0,12.8,530.0,0.0,0.0,0.0,0.0,73.3,0.0,2.2,21.2,49.9,73.3,603.3,0,1577.5,5.1,1572.4,-1227.2,1204.6,89.8,1644.7,0,1644.7,2248.0,
03/30/2012,2126.2,1157.3,112.8,1044.5,299.5,299.5,0.0,132.6,39.3,0.0,93.3,0.0,63.4,,23.7,39.3,1652.8,242.6,639.3,-396.7,0.0,230.8,129.7,122.1,7.6,101.1,473.4,,233.9,54.3,61.0,,118.6,223.3,223.3,,,79.5,,,29.6,536.7,0.0,0.0,,,75.6,,,21.1,54.5,75.6,612.3,0,1582.9,5.1,1577.8,-1229.0,1057.5,102.5,1513.9,0,1513.9,2126.2,
06/29/2012,2033.2,1119.0,166.5,952.5,277.4,277.4,0.0,123.6,39.5,0.0,84.1,0.0,60.8,,25.5,34.9,1580.8,229.6,613.0,-383.4,0.0,222.8,128.4,121.9,6.5,94.4,452.4,,253.7,73.0,60.5,,120.2,181.3,181.3,,,50.7,,,16.2,485.7,0.0,0.0,,,73.0,,,20.6,52.4,73.0,558.7,0,1587.8,5.1,1582.7,-1230.2,1045.5,71.4,1474.5,0,1474.5,2033.2,
09/28/2012,2023.7,1143.4,134.9,1008.5,284.8,284.8,0.0,101.4,33.4,0.0,68.0,0.0,50.7,,22.5,28.1,1580.3,226.3,606.1,-379.8,0.0,217.1,127.5,122.0,5.5,89.6,443.4,,228.0,57.4,50.3,0.0,120.3,201.6,201.6,,,38.3,,,14.4,467.9,0.0,0.0,,,70.5,,,21.7,48.8,70.5,538.4,0,1593.3,5.1,1588.2,-1230.9,1034.2,88.7,1485.3,0,1485.3,2023.7,
12/28/2012,1638.1,799.5,223.7,575.8,246.8,246.8,0.0,101.0,30.2,0.0,70.8,0.0,42.4,0.0,7.3,35.1,1189.7,230.4,620.0,-389.6,0.0,218.0,126.5,122.1,4.4,91.5,448.4,,235.1,57.4,61.5,0.0,116.2,195.1,195.1,0.0,0.0,39.4,0.0,0.0,19.0,469.6,0.0,0.0,0.0,0.0,67.2,0.0,2.7,21.9,42.6,67.2,536.8,0,1597.3,5.1,1592.2,-1231.0,636.0,99.0,1101.3,0,1101.3,1638.1,
03/29/2013,1545.2,781.2,370.3,410.9,199.6,199.6,0.0,112.6,36.0,0.0,76.6,0.0,36.8,,14.9,21.7,1130.2,210.2,595.9,-385.7,0.0,204.8,125.3,122.0,3.3,79.5,415.0,,200.4,60.7,45.7,,94.0,209.6,209.6,,,57.5,,,30.6,467.5,0.0,0.0,,,66.5,,,22.1,44.4,66.5,534.0,0,1600.5,5.1,1595.4,-1258.0,580.1,88.6,1011.2,0,1011.2,1545.2,
06/28/2013,1539.1,785.8,267.2,518.6,200.2,200.2,0.0,113.7,32.6,0.0,81.1,0.0,39.8,,14.5,24.6,1139.5,204.7,593.7,-389.0,0.0,194.9,124.4,122.1,2.3,70.5,399.6,,189.5,57.3,40.6,,91.6,244.1,244.1,,,42.2,,,16.5,475.8,0.0,0.0,,,64.1,,,21.8,42.3,64.1,539.9,0,1602.5,5.1,1597.4,-1262.8,572.3,87.2,999.2,0,999.2,1539.1,
09/27/2013,1518.6,785.1,316.5,468.6,187.1,187.1,0.0,116.3,30.1,0.0,86.2,0.0,33.4,,10.8,22.2,1121.9,201.5,591.9,-390.4,0.0,195.2,123.4,122.2,1.2,71.8,396.7,,194.0,54.8,42.7,,96.5,234.0,234.0,,,31.1,,,9.6,459.1,0.0,0.0,,,64.1,,,21.4,42.7,64.1,523.2,0,1604.2,5.1,1599.1,-1262.9,562.5,91.6,995.4,0,995.4,1518.6,
