Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Provision for Doubtful Accounts,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Property Additions,Property Improvements,Change in Investments,Change in Notes,Change in Mortgages,Change in Real Estate Interest,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Preferred Dividends Other Distributions,Proceeds from Repayments of Borrowings,Change in Unsecured Debt,Change in Secured Debt,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1994,2.533,1.697,1.255,0.0,-0.072,-0.347,,,,,,,,,,,,,,,,,,,,,
06/30/1994,4.538,1.326,1.916,0.0,0.629,0.667,,,,,,,,,,,,,,,,,,,,,
09/30/1994,8.037,1.607,2.666,0.0,0.613,3.151,,,,,,,,,,,,,,,,,,,,,
12/31/1994,4.023,2.314,3.376,0.0,0.664,-2.331,,,,,,,,,,,,,,,,,,,,,
03/31/1995,5.896,1.798,3.716,0.0,0.525,-0.143,,,,,,,,,,,,,,,,,,,,,
06/30/1995,6.848,2.199,3.747,0.0,0.65,0.252,,,,,,,,,,,,,,,,,,,,,
09/30/1995,16.129,2.722,4.74,0.0,0.753,7.914,,,,,,,,,,,,,,,,,,,,,
12/31/1995,6.081,3.091,5.088,0.0,0.569,-2.667,,,,,,,,,,,,,,,,,,,,,
03/31/1996,4.566,2.968,5.323,0.0,0.67,-4.395,,0.0,-14.309,-4.461,0.0,0.0,0.0,,0.0,-18.77,13.176,-6.826,,20.821999,,,0.08,-0.037,-0.863,-1.028,
06/30/1996,3.825,4.568,5.405,0.0,-0.939,-5.209,,16.768999,0.0,-6.429,0.0,0.0,0.0,,0.0,10.34,-13.728,-6.829,,-7.016,,,0.014,0.0,0.103,0.437,
09/30/1996,17.750999,2.848,5.536,0.0,0.666,8.701,,-0.02,-32.254002,-3.845,0.0,0.0,0.0,,0.0,-36.118999,18.856001,-6.827,,25.795999,,,,0.011,-0.196,0.488,
12/31/1996,11.876,3.876,5.979,0.0,0.631,1.39,,0.347,-19.695,-3.702,0.0,0.0,0.0,,-2.837,-25.886999,15.121,-7.82,,-24.621998,,,47.862,-0.01,-0.289,1.11,
03/31/1997,7.936,3.862,6.18,0.0,0.842,-2.948,,0.0,-34.202,-3.77,0.0,0.0,0.0,0.0,0.0,-37.972,29.177,-5.858,-2.495,-24.917,,,62.556,-0.008,-0.101,-0.859,
06/30/1997,15.531,4.553,6.726,0.0,0.908,3.344,,0.0,-36.216999,-5.039,0.0,0.0,0.0,0.0,0.0,-41.256001,27.745001,-7.119,-2.525,33.485001,,,4.02,0.0,-0.116,2.02,
09/30/1997,13.439,4.263,6.983,0.0,0.822,1.371,,0.0,-11.962,-5.398,0.0,0.0,0.0,0.0,0.0,-17.360001,4.489,-7.152,-2.536,14.055,,,0.142,0.0,-0.02,0.568,
03/31/1998,14.924,6.675,11.46,0.0,0.792,-4.003,,0.0,-30.402,-6.685,0.0,0.0,0.0,0.0,0.0,-37.087,19.773,-9.703,-3.74,33.919,,33.919,2.532,0.0,-3.235,-2.39,
06/30/1998,22.962999,6.094,11.909,0.0,0.943,4.017,,5.435,-27.775999,-3.605,0.0,0.0,0.0,0.0,0.0,-25.945999,3.274,-10.292,-3.992,-35.109001,,,54.410999,0.0,-1.744,0.291,
09/30/1998,23.556,7.154,12.104,0.0,0.966,3.332,,0.003,-73.703003,-9.043,0.0,0.0,0.0,0.0,0.0,-82.742996,58.013,-10.344,-5.167,73.994003,,,-0.381,0.0,-0.089,-1.174,
12/31/1998,18.962,6.834,12.895999,0.0,0.256,-1.024,,0.0,-39.828005,-13.002999,0.0,0.0,0.0,0.0,0.0,-52.830998,29.574002,-10.493001,-4.966,21.212997,,,25.849004,0.0,-2.029,-4.295,
03/31/1999,16.327,10.947,13.225,0.0,-3.456,-4.389,,64.588,-17.802,-7.013,0.0,0.0,0.0,-5.549,-15.744,18.48,-27.822,-10.865,-5.75,-11.969,,-11.969,1.007,0.0,-0.245,6.985,
06/30/1999,39.014,2.689,26.518,0.0,11.413,-1.606,,88.284,-36.647,-16.563,0.0,0.0,0.0,-6.027,-7.744,21.303,-54.003,-21.747,-11.51,-22.932,,-22.932,2.819,0.0,-0.633,6.314,
09/30/1999,-39.014,10.528,-26.518,0.0,-24.63,1.606,,88.284,-36.647,-16.563,0.0,0.0,0.0,6.027,7.744,48.845,-6.803,-21.747,-11.51,22.932,,22.932,2.889,0.0,0.633,3.028,
12/31/1999,-46.621003,9.407999,-26.802,0.0,-25.035002,-4.192,,,-50.093004,-21.546004,0.0,0.0,0.0,13.974,33.020007,-24.645001,57.592001,,,60.588,,,,-34.622002,-1.615996,-13.674,
03/31/2000,16.568001,7.316,14.173,0.0,-2.217,-2.704,,12.774,-1.046,-20.325001,0.0,0.0,0.0,-0.005,0.0,-8.602,-3.788,-10.21,-5.748,12.453,,,0.433,-0.288,-0.428,4.178,
06/30/2000,19.375,10.644,13.477,0.0,-4.871,0.125,,31.789,-13.905,-27.288,0.0,0.0,0.0,0.051,7.679,-1.674,-19.958,-10.255,-5.737,-1.017,,,1.274,-3.392,-0.831,-2.257,
09/30/2000,19.524,5.627,13.357,0.0,-0.753,1.293,,6.071,0.0,-8.378,0.0,0.0,0.0,0.141,-7.679,-9.752,-7.412,-10.091,-5.786,11.029,,,0.332,-2.404,-0.492,2.36,
12/31/2000,15.697,6.2,13.595,0.0,-0.639,-3.459,,7.794,0.0,-14.867,0.0,0.0,0.0,0.08,0.0,-6.934,-11.041,-10.137,-5.741,4.583,,,0.695,-0.006,-0.435,-2.278,
03/31/2001,18.978001,4.861,13.526,0.0,0.209,0.382,,0.6,0.0,-9.112,0.0,0.0,0.0,0.166,0.0,-8.346,-7.864,-10.248,-5.746,10.156,,,0.42,-2.418,-0.028,2.768,
06/30/2001,23.627001,4.602,13.73,0.0,0.639,4.656,,0.0,0.0,-12.956,0.0,0.0,0.0,0.087,0.0,-12.869,-18.868,-10.129,-5.819,-1.063,,,0.096,-0.46,-1.493,-8.11,
09/30/2001,28.4,13.09,13.446,0.0,-7.644,9.508,,11.655,0.0,-7.689,0.0,0.0,0.0,0.061,0.0,4.027,-32.534,-10.188,-5.747,-15.46,,,0.45,-0.671,-0.918,-0.107,
12/31/2001,48.035999,6.15,27.146999,0.0,-8.734,10.388,,11.981,-0.251,-13.794,0.0,0.0,0.0,0.036,0.0,-2.028,-44.569,-20.379999,-11.484,-11.707,,,0.95,-0.402,-1.546,1.439,
03/31/2002,15.346,4.3,14.166,0.0,0.17,-3.29,,0.0,0.0,0.0,-3.41,0.0,0.0,-0.034,0.0,-3.444,-11.573,-10.205,-5.733,3.943,,,0.565,0.0,-0.143,0.329,
06/30/2002,22.034,4.97,14.311,0.0,0.139,2.614,,0.0,0.0,-5.971,0.0,0.0,0.0,0.155,0.0,-5.816,-12.071,-10.237,-5.733,4.496,,,0.0,0.0,-0.597,4.147,
09/30/2002,20.261,3.797,14.942,0.0,0.37,1.152,,0.0,-33.932999,-6.631,0.0,0.0,0.0,0.02,0.0,-40.543999,18.358,-10.315,-5.726,34.597,,,0.386,0.0,-0.584,-1.925,
12/31/2002,23.434999,3.074,14.556,0.0,1.913,3.892,,36.890999,-3.3,-9.341,0.0,0.0,0.0,-8.628,0.0,15.622,-43.206001,-10.408,-5.547,-20.138001,,,21.209,-26.75,-1.572,-4.149,
03/31/2003,15.88,4.326,14.539,0.0,0.272,-3.257,,0.295,-19.02,-3.747,0.0,0.0,0.0,-2.363,0.0,-24.834999,4.12,-10.443,-5.526,22.072998,,,0.702,-0.01,-2.676,-4.835,
06/30/2003,29.568001,5.105,14.527,0.0,0.346,9.59,,20.007999,-21.607,-6.038,0.0,0.0,0.0,-1.992,0.0,-9.629,-7.931,-10.467,-5.525,7.231001,,7.231001,2.156,0.0,-1.326,12.008,
09/30/2003,17.726999,6.47,15.211,0.0,-3.087,-0.867,,4.929,-33.327,-6.318,0.0,0.0,0.0,-21.794001,0.0,-56.509998,26.591999,-10.002,-5.114,-1.273,,,191.757004,,-0.287,-12.191,
12/31/2003,13.283,4.305,15.847,0.0,-0.245,-6.624,,1.015,-42.881001,-6.729,0.0,0.0,0.0,0.076,0.0,-48.519001,38.898998,-11.957,-5.63,42.014008,,,15.317,-0.051,-0.794,3.663,
03/31/2004,20.875,5.055,17.695999,0.0,-1.887,0.011,,2.33,-31.254999,-7.024,0.0,0.0,0.0,-4.627,0.0,-40.576,17.849001,-11.537,-5.267,27.723,,,7.901,0.0,-0.971,-1.852,
06/30/2004,34.324001,4.992,17.504,0.0,-0.474,12.302,,2.028,-15.786,-9.849,0.0,0.0,0.0,0.089,0.0,-23.518,19.801001,-11.728,-5.261,38.164001,,38.164001,0.619,0.0,-1.993,30.607,
09/30/2004,16.358999,3.131,17.573999,0.0,-0.652,-3.694,,0.215,-28.694,-5.96,0.0,0.0,0.0,0.274,0.0,-34.165001,-11.695,-11.937,-5.262,-0.524,,,6.693,0.0,-0.665,-29.500999,
03/31/2005,19.814,4.326,18.509,0.0,-0.141,-2.88,,0.024,-47.314,-4.099,0.0,0.0,0.0,0.218,0.0,-51.171,28.233,-12.225,-5.247,30.988,,30.988,15.079,0.0,-0.362,-3.124,
06/30/2005,35.17,8.193,18.575,0.0,-4.3,12.702,,8.408,0.0,-6.422,0.0,0.0,0.0,14.537,0.0,16.523,-51.086,-12.5,-5.168,-39.159,,,5.872,0.0,-0.131,0.607,
09/30/2005,21.341,3.615,19.479,0.0,-1.079,-0.674,,1.358,-56.278,-7.974,0.0,0.0,0.0,0.04,0.0,-62.854,49.569,-12.608,-0.423,54.014,,,8.882,0.0,-0.296,8.056,
