Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Other Share Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
05/31/1992,268.886993,9.284,9.284,0.0,0.573,,,,3.724,,,,,2.433,,,,,,16.014,238.772995,,,14.1,,,,,,,,,252.872995,,6.734,6.734,,,,5.5,,,,,,25.669999,,,25.669999,37.903999,1.461,,,,,15.987,,,,,,15.987,17.448,55.352,0.0,35.714001,,,,-1.895,,179.715999,213.535,0.0,213.535,268.887,
08/31/1992,273.85199,12.294,12.294,0.0,0.241,,,,3.642,,,,,2.253,,,,,,18.43,240.544998,330.25,-89.705002,12.655,,,,2.222,,,,2.222,255.421998,,7.655,7.655,,,,0.463,,,,,,30.747002,,,30.747002,38.865002,1.384,,,,,16.351999,,,,,,16.351999,17.735999,56.601001,0.0,35.714001,,,,-4.252,,185.789003,217.251004,0.0,217.251004,273.852005,
11/30/1992,278.260986,13.216,13.216,0.0,0.277,,,,4.271,,,,,4.609,,,,,,22.372999,240.981003,,,14.907,,,,,,,,,255.888002,,7.068,7.068,,,,0.453,,,,,,31.632,,,31.632,39.153,1.279,,,,,16.389,,,,,,16.389,17.668,56.821,0.0,35.717999,,,,-4.255,,189.977,221.439999,0.0,221.439999,278.260998,
02/28/1993,277.29599,14.239,14.239,0.0,0.231,,,,3.534,,,,,2.987,,,,,,20.990999,241.337997,,,14.967,,,,,,,,,256.304997,,7.126,7.126,,,,0.0,,,,,,26.279998,,,26.279998,33.405998,0.0,,,,,16.423,,,,,,16.423,16.423,49.828999,0.0,35.835999,,,,-2.676,,194.306997,227.466995,0.0,227.466995,277.295994,
05/31/1993,286.243988,22.854,22.854,0.0,0.382,,,,3.493,,,,,2.878,,,,,,29.607,241.658997,,,14.978,,,,,,,,,256.636996,,7.208,7.208,,,,0.0,,,,,,29.084999,,,29.084999,36.292999,0.0,,,,,16.455,,,,,,16.455,16.455,52.747999,0.0,35.834999,,,,-2.676,,200.336996,233.495995,0.0,233.495995,286.243994,
08/31/1993,302.098999,34.305,34.305,0.0,0.602,,,,3.426,,,,,5.485,,,,,,43.818001,244.785995,348.187012,-103.401001,11.12,,,,2.375,,,,2.375,258.280995,,9.688,9.688,,,,0.0,,,,,,33.636001,,,33.636001,43.324001,0.0,,,,,19.827,,,,,,19.827,19.827,63.151001,0.0,35.806,,,,-3.072,,206.213998,238.947998,0.0,238.947998,302.098999,
11/30/1993,285.76001,16.523001,16.523001,0.0,0.348,,,,4.003,,,,,6.076,,,,,,26.950001,245.733994,,,13.076,,,,,,,,,258.809994,,8.124,8.124,,,,0.0,,,,,,32.457002,,,32.457002,40.581001,0.0,,,,,18.653999,,,,,,18.653999,18.653999,59.235001,0.0,35.762001,,,,-21.660999,,212.424,226.525002,0.0,226.525002,285.760002,
02/28/1994,277.131012,8.646,8.646,0.0,0.149,,,,3.246,,,,,3.956,,,,,,15.997,248.276001,,,12.858,,,,,,,,,261.134001,,11.476,11.476,,,,6.0,,,,,,22.986002,,,22.986002,40.462002,0.0,,,,,18.98,,,,,,18.98,18.98,59.442001,0.0,35.714001,,,,-34.561001,,216.536007,217.689007,0.0,217.689007,277.131008,
05/31/1994,278.506989,6.038,6.038,0.0,0.618,,,,3.476,,,,,3.407,,,,,,13.539,250.863007,,,14.105,,,,,,,,,264.968006,,8.372,8.372,,,,10.0,,,,,,25.639002,,,25.639002,44.011002,0.0,,,,,19.332001,,,,,,19.332001,19.332001,63.343002,0.0,35.714001,,,,-43.514999,,222.964996,215.163998,0.0,215.163998,278.507,
08/31/1994,289.667999,10.909,10.909,0.0,0.275,,,,3.851,,,,,3.099,,,,,,18.134001,257.832001,374.026001,-116.194,10.867,,,,2.835,,,,2.835,271.534001,,10.341,10.341,,,,17.0,,,,,,29.021,,,29.021,56.362,0.0,,,,,19.780001,,,,,,19.780001,19.780001,76.142001,0.0,35.714001,,,,-51.202,,229.013996,213.525997,0.0,213.525997,289.667998,
11/30/1994,290.375,8.206,8.206,0.0,0.31,,,,3.623,,,,,3.164,,,,,,15.303,261.010986,,,14.061,,,,,,,,,275.071986,,10.099,10.099,,,,30.0,,,,,,29.36,,,29.36,69.459,0.0,,,,,19.698,,,,,,19.698,19.698,89.157,0.0,35.714001,,,,-68.013,,233.516998,201.217999,0.0,201.217999,290.374998,
02/28/1995,293.234985,5.889,5.889,0.0,0.297,,,,3.816,,,,,3.648,,,,,,13.65,262.910004,,,16.674999,,,,,,,,,279.585003,,11.161,11.161,,,,49.0,,,,,,24.615001,,,24.615001,84.776001,0.0,,,,,19.812,,,,,,19.812,19.812,104.588001,0.0,35.714001,,,,-84.427002,,237.360001,188.646999,0.0,188.646999,293.235001,
05/31/1995,302.71701,11.264,11.264,0.0,0.332,,,,4.191,,,,,3.748,,,,,,19.535,268.753998,,,14.428,,,,,,,,,283.181998,,8.67,8.67,,,,61.0,,,,,,26.302999,,,26.302999,95.973,0.0,,,,,19.733999,,,,,,19.733999,19.733999,115.706999,0.0,35.714001,,,,-92.047997,,243.344002,187.010006,0.0,187.010006,302.717005,
08/31/1995,312.380005,12.392,12.392,0.0,0.311,,,,4.034,,,,,3.478,,,,,,20.215,279.157013,410.256012,-131.098999,13.008,,,,0.0,,,,0.0,292.165013,,10.969,10.969,,,,57.0,,,,,,31.561998,,,31.561998,99.530998,0.0,,,,,20.145,,,,,,20.145,20.145,119.675998,0.0,35.714001,,,,-91.983002,,248.973007,192.704006,0.0,192.704006,312.380004,
11/30/1995,317.696991,10.196,10.196,0.0,0.389,,,,4.398,,,,,3.907,,,,,,18.889999,283.815002,,,14.992,,,,0.0,,,,0.0,298.807002,,10.728,10.728,,,,60.0,,,,,,29.766004,,,29.766004,100.494003,0.0,,,,,19.832001,,,,,,19.832001,19.832001,120.326004,0.0,35.714001,,,,-91.486,,253.142998,197.370998,0.0,197.370998,317.697002,
02/29/1996,313.710999,1.502,1.502,0.0,0.439,,,,3.26,,,,,4.068,,,,,,9.269,291.437988,,,13.004,,,,0.0,,,,0.0,304.441988,,8.229,8.229,,,,0.0,,,,,,24.579998,,,24.579998,32.808998,53.0,,,,,20.360001,,,,,,20.360001,73.360001,106.168999,0.0,35.714001,,,,-85.242996,,257.070999,207.542004,0.0,207.542004,313.711002,
05/31/1996,325.032013,7.612,7.612,0.0,0.673,,,,3.681,,,,,2.115,,,,,,14.081,298.606995,,,12.344,,,,0.0,,,,0.0,310.950994,,8.952,8.952,,,,0.0,,,,,,30.702,,,30.702,39.653999,40.0,,,,,21.636,,,,,,21.636,61.636,101.289999,0.0,35.714001,,,,-74.192001,,262.220001,223.742001,0.0,223.742001,325.032,
08/31/1996,335.290009,2.687,2.687,0.0,0.541,,,,4.517,,,,,3.613,,,,,,11.358,311.588989,458.463013,-146.873993,8.04,,,,4.303,,,,4.303,323.931989,,14.568,14.568,,,,0.0,,,,,,31.885999,,,31.885999,46.453999,41.0,,,,,22.163,,,,,,22.163,63.163,109.616999,0.0,35.714001,,,,-5.496,,195.455,225.673001,0.0,225.673001,335.29,
11/30/1996,361.466003,3.977,3.977,0.0,0.565,,,,4.133,,,,,3.086,,,,,,11.761,327.704987,,,0.0,,,,22.0,,,,22.0,349.704987,,10.431,10.431,,,,0.0,,,,,,31.521999,,,31.521999,41.952999,84.0,,,,,22.257999,,,,,,22.257999,106.257999,148.210999,0.0,35.714001,,,,-93.091003,,270.632004,213.255001,0.0,213.255001,361.466,
02/28/1997,371.321014,6.332,6.332,0.0,0.631,,,,4.561,,,,,4.594,,,,,,16.118,331.753998,,,0.0,,,,23.448999,,,,23.448999,355.202997,,10.389,10.389,,,,0.0,,,,,,24.477001,,,24.477001,34.866001,95.0,,,,,22.51,,,,,,22.51,117.51,152.376001,0.0,35.714001,,,,-90.321999,,273.553001,218.945004,0.0,218.945004,371.321005,
05/31/1997,375.811005,6.766,6.766,0.0,0.538,,,,4.624,,,,,4.769,,,,,,16.697001,338.063995,496.778015,-158.714005,0.0,,,,21.049999,,,,21.049999,359.113995,,10.448,10.448,,,,0.0,,,,,,31.085001,,,31.085001,41.533001,90.0,,,,,23.079,,,,,,23.079,113.079,154.612001,0.0,35.714001,,,,-93.014,,278.499001,221.199001,0.0,221.199001,375.811003,
08/31/1997,368.778015,6.43,6.43,0.0,0.51,,,,4.507,4.507,0.0,0.0,,4.523,,,,,,15.97,334.016998,490.862,-156.845001,1.582,,,,17.209,,,,17.209,352.807998,,13.584,13.584,,,,0.0,,,,,,32.097,,,32.097,45.681,84.0,,,,,20.257,,,,,,20.257,104.257,149.938,0.0,35.714001,,,,-93.014,,276.140007,218.840008,0.0,218.840008,368.778008,
11/30/1997,367.131012,2.246,2.246,0.0,0.942,,,,4.818,,,,,5.034,,,,,,13.04,335.727997,497.200989,-161.473007,0.0,,,,18.363001,,,,18.363001,354.090998,,11.769,11.769,,,,0.0,,,,,,33.177999,,,33.177999,44.946999,81.0,,,,,20.749001,,,,,,20.749001,101.749001,146.695999,0.0,35.714001,,,,,,184.720993,220.434994,0.0,220.434994,367.130993,
02/28/1998,368.765015,3.73,3.73,0.0,0.683,,,,5.939,,,,,5.788,,,,,,16.139999,334.382996,497.200989,-161.473007,0.0,,,,18.242001,,,,18.242001,352.624996,,11.2,11.2,,,,0.0,,,,,,28.197,,,28.197,39.396999,86.0,,,,,20.646,,,,,,20.646,106.646,146.042999,0.0,35.714001,,,,-92.906998,,279.914993,222.721996,0.0,222.721996,368.764996,
05/31/1998,366.915985,2.312,2.312,0.0,0.684,,,,4.95,,,,,5.31,,,,,,13.256,336.459015,506.799988,-170.341003,0.0,,,,17.201,,,,17.201,353.660015,,10.853,10.853,,,,0.0,,,,,,32.500001,,,32.500001,43.353001,77.0,,,,,20.294001,,,,,,20.294001,97.294001,140.647001,0.0,35.768002,,,,-92.906998,,283.408005,226.269009,0.0,226.269009,366.91601,
08/31/1998,339.040985,3.76,3.76,0.0,0.704,,,,5.072,5.072,0.0,0.0,,5.576,,,,,,15.112,298.596985,455.510986,-156.914001,1.582,,,,23.75,0.0,,,23.75,323.928985,,12.482,12.482,,,,0.0,,,,,,34.954,,,34.954,47.436001,73.0,,,,,13.191,,,,,,13.191,86.191,133.627001,0.0,35.780998,,,,-92.906998,,262.539993,205.413994,0.0,205.413994,339.040995,
11/30/1998,339.071014,3.006,3.006,0.0,0.637,,,,5.294,5.294,0.0,0.0,0.0,5.302,,,,,,14.239,299.039001,479.785004,-180.746002,0.0,,,,25.792999,0.0,0.0,0.0,25.792999,324.832001,,11.593,11.593,,,,0.0,0.0,0.0,0.0,,,31.775999,,,31.775999,43.368999,84.0,84.0,0.0,0.0,,13.231,,,,,,13.231,97.231,140.599999,0.0,35.793999,,,,-100.987,,263.664001,198.471001,0.0,198.471001,339.071,
02/28/1999,341.393005,6.776,6.776,0.0,0.702,,,,4.956,4.956,0.0,0.0,0.0,5.507,,,,,,17.941,299.605011,,,0.0,,,,23.847,0.0,0.0,0.0,23.847,323.452011,,12.052,12.052,,,,0.0,0.0,0.0,0.0,,,28.105001,,,28.105001,40.157001,91.0,91.0,0.0,0.0,,13.835,,,,,,13.835,104.835,144.992002,0.0,35.793999,,,,-105.804001,,266.410995,196.400993,0.0,196.400993,341.392995,
05/31/1999,335.803986,0.696,0.696,0.0,0.774,,,,3.993,3.993,0.0,0.0,0.0,5.28,,,,,,10.743,303.165985,471.84201,-168.675995,0.0,,,,21.895,0.0,0.0,0.0,21.895,325.060986,,13.697,13.697,,,,0.0,0.0,0.0,0.0,,,32.821002,,,32.821002,46.518002,74.0,74.0,0.0,0.0,,14.569,,,,,,14.569,88.569,135.087002,0.0,35.818001,,,,-105.804001,,270.703003,200.717003,0.0,200.717003,335.804005,
08/31/1999,346.024994,0.286,0.286,0.0,0.584,,,,3.686,3.686,0.0,0.0,0.0,5.508,,,,,,10.064,314.417999,487.912994,-173.494995,3.739,,,,17.804001,0.0,0.0,0.0,17.804001,335.961,,19.686001,19.686001,,,,0.0,0.0,0.0,0.0,,,30.125999,,,30.125999,49.812,78.0,78.0,0.0,0.0,,15.009,,,,,,15.009,93.009,142.821,0.0,35.865002,,,,-105.825996,,273.165001,203.204006,0.0,203.204006,346.025006,
11/30/1999,355.751007,1.091,1.091,0.0,0.837,,,,3.981,3.981,0.0,0.0,0.0,5.028,,,,,,10.937,325.235992,503.833008,-178.597,0.0,,,,19.577999,0.0,,,19.577999,344.813992,,16.759001,16.759001,,,,0.0,0.0,0.0,0.0,,,32.979998,,,32.979998,49.738998,86.0,86.0,0.0,0.0,,15.097,,,,,,15.097,101.097,150.835999,0.0,35.889,,,,-105.825996,,274.851997,204.915001,0.0,204.915001,355.750999,
02/29/2000,366.475006,0.67,0.67,0.0,0.447,,,,3.74,3.74,0.0,0.0,0.0,5.493,,,,,,10.35,337.221008,,,0.0,,,,18.903999,0.0,,,18.903999,356.125008,,20.083,20.083,,,,0.0,0.0,0.0,0.0,,,24.007999,,,24.007999,44.091,101.0,101.0,0.0,0.0,,15.305,,,,,,15.305,116.305,160.396,0.0,35.921001,,,,-105.825996,,275.984001,206.079006,0.0,206.079006,366.475006,
05/31/2000,374.449005,1.607,1.607,0.0,0.467,,,,3.93,3.93,0.0,0.0,0.0,5.896,,,,,,11.9,344.679993,533.718994,-189.039001,0.0,,,,17.868999,0.0,,,17.868999,362.548992,,18.753,18.753,,,,0.0,0.0,0.0,0.0,,,23.005999,,,23.005999,41.758999,109.0,109.0,0.0,0.0,,16.236,,,,,,16.236,125.236,166.994999,0.0,35.944,,,,-105.825996,,277.335991,207.453995,0.0,207.453995,374.448994,
08/31/2000,367.093994,0.679,0.679,0.0,0.403,,,,3.853,3.853,0.0,0.0,0.0,6.021,,,,,,10.956,338.123993,530.775024,-192.651001,0.756,,,,17.257999,0.0,0.0,0.0,17.257999,356.137992,,19.843,19.843,,,,0.0,0.0,0.0,0.0,,,22.532999,,,22.532999,42.375999,116.0,116.0,0.0,0.0,,11.977,,,,,,11.977,127.977,170.353,0.0,35.971001,,,,-105.825996,,266.596001,196.741005,0.0,196.741005,367.094005,
11/30/2000,361.833008,1.674,1.674,0.0,0.421,,,,4.135,4.135,0.0,0.0,0.0,3.614,,,,,,9.844,337.471008,524.140015,-186.669006,0.0,,,,14.518,0.0,0.0,0.0,14.518,351.989008,,17.673,17.673,,,,0.0,0.0,0.0,0.0,,,22.926998,,,22.926998,40.599998,116.0,116.0,0.0,0.0,,10.581,,,,,,10.581,126.581,167.180999,0.0,35.997002,,,,-105.825996,,264.480995,194.652,0.0,194.652,361.832999,
02/28/2001,357.661987,3.336,3.336,0.0,0.448,,,,3.987,3.987,0.0,0.0,0.0,9.028,,,,,,16.799,327.269012,,,0.0,,,,13.594,0.0,0.0,0.0,13.594,340.863012,,19.860001,19.860001,,,,123.0,123.0,0.0,0.0,,,21.272995,,,21.272995,164.132996,0.986,0.986,0.0,0.0,,7.825,,,,,,7.825,8.811,172.943995,0.0,36.021,,,,-105.825996,,254.523003,184.718006,0.0,184.718006,357.662002,
05/31/2001,363.028015,13.526,7.591,5.935,0.458,,,,3.821,3.821,0.0,0.0,0.0,10.911,,,,,,28.716,324.186005,,,0.0,,,,10.126,0.0,0.0,0.0,10.126,334.312005,,16.808001,16.808001,,,,0.0,0.0,0.0,0.0,,,26.976,,,26.976,43.784,123.0,123.0,0.0,0.0,,12.131,,,,,,12.131,135.131,178.915,0.0,36.616001,,,,-105.825996,,253.32299,184.112995,0.0,184.112995,363.027995,
08/31/2001,353.864014,24.082999,4.099,19.983999,0.358,,,,2.701,2.701,0.0,0.0,0.0,12.565,,,,,,39.707001,305.179993,500.032013,-194.852005,0.0,,,,8.977,0.0,0.0,0.0,8.977,314.156993,,13.696,13.696,,,,0.0,0.0,0.0,0.0,,,28.193,,,28.193,41.889,127.401001,127.401001,0.0,0.0,,13.571,,,,,,13.571,140.972001,182.861001,0.0,42.651001,,,,-105.771004,,234.123009,171.003006,0.0,171.003006,353.864007,
11/21/2001,354.789001,26.014,3.046,22.968,0.287,,,,3.134,3.134,0.0,0.0,0.0,14.448,,,,,,43.882999,296.381012,,,0.0,,,,14.525,0.0,0.0,0.0,14.525,310.906012,,21.805,21.805,,,,0.0,0.0,0.0,0.0,,,33.482998,,,33.482998,55.287998,126.746002,126.746002,0.0,0.0,,6.571,,,,,,6.571,133.317002,188.605,0.0,43.015999,,,,-105.771004,,228.939003,166.183998,0.0,166.183998,354.788999,
02/13/2002,347.026001,19.225,1.572,17.653,0.213,,,,2.667,2.667,0.0,0.0,0.0,14.091,,,,,,36.195999,294.867004,,,0.0,,,,15.963,0.0,0.0,0.0,15.963,310.830005,,20.455,20.455,,,,0.0,0.0,0.0,0.0,,,28.906,,,28.906,49.361,126.567001,126.567001,0.0,0.0,,6.564,,,,,,6.564,133.131001,182.492002,0.0,46.064999,,,,-105.771004,,224.240005,164.534,0.0,164.534,347.026002,
05/08/2002,344.493011,26.052,5.485,20.566999,0.239,,,,2.411,2.411,0.0,0.0,0.0,7.649,,,,,,36.351002,292.246002,492.531006,-200.285004,0.0,,,,15.896,0.0,0.0,0.0,15.896,308.142002,,19.167,19.167,,,,0.0,0.0,0.0,0.0,,,27.553001,,,27.553001,46.720001,126.679001,126.679001,0.0,0.0,,6.141,,,,,,6.141,132.820001,179.540002,0.0,45.978001,,,,-105.556999,,224.531998,164.952999,0.0,164.952999,344.493001,
08/28/2002,342.479004,25.706,1.584,24.122,0.185,,,,2.197,2.197,0.0,0.0,0.0,11.638,,,,,,39.726002,289.96701,495.563995,-205.597,0.0,,,,12.786,,0.0,,12.786,302.753011,,19.077,19.077,,,,118.447998,118.447998,0.0,0.0,,,21.734997,,,21.734997,159.259995,5.883,5.883,0.0,0.0,,13.716,,,,,,13.716,19.599,178.858994,0.0,46.104,,,,-105.556999,225.061996,-1.988998,163.619999,0.0,163.619999,342.478993,
11/20/2002,335.634003,21.786,0.199,21.587,0.299,,,,2.963,2.963,0.0,0.0,0.0,11.504,,,,,,36.551998,288.497986,495.718994,-207.220993,0.0,,,,10.584,,0.0,,10.584,299.081985,,20.242001,20.242001,,,,113.507004,113.507004,0.0,0.0,,,21.384998,,,21.384998,155.134003,5.994,5.994,0.0,0.0,,13.632,,,,,,13.632,19.626,174.760003,0.0,45.827,,,,-105.226997,,220.273994,160.873997,0.0,160.873997,335.633999,
02/12/2003,322.148987,15.132,0.191,14.941,0.295,,,,2.304,2.304,0.0,0.0,0.0,11.701,,,,,,29.431999,282.972992,492.778015,-209.804993,0.0,,,,9.744,,0.0,,9.744,292.716992,,19.004,19.004,,,,108.627998,108.627998,0.0,0.0,,,17.812002,,,17.812002,145.444,6.105,6.105,0.0,0.0,,12.806,,,,,,12.806,18.911,164.355,0.0,45.685001,,,,-105.063004,,217.172005,157.794003,0.0,157.794003,322.149003,
05/07/2003,301.381989,14.277,3.53,10.747,0.301,,,,1.892,1.892,0.0,0.0,0.0,17.427,,,,,,33.896999,226.151001,397.145996,-170.994995,0.0,,,,41.334,,0.0,,41.334,267.485001,,19.194,19.194,,,,112.361,112.361,0.0,0.0,,,18.726006,,,18.726006,150.281006,0.0,0.0,0.0,0.0,,17.995001,,,,,,17.995001,17.995001,168.276007,0.0,45.685001,,,,-105.063004,,192.484001,133.105999,0.0,133.105999,301.382006,
08/27/2003,278.283997,21.368999,0.871,20.497999,0.283,,,,1.798,1.798,0.0,0.0,0.0,3.665,,,,,,27.115,217.675995,389.235992,-171.559998,0.0,,,,33.493,,0.0,,33.493,251.168995,,12.488,12.488,,,,98.531998,98.531998,0.0,0.0,,,28.256995,,,28.256995,139.276993,0.0,0.0,0.0,0.0,,7.095,,,,,,7.095,7.095,146.371993,0.0,45.685001,,,,-105.061996,191.968002,-0.679008,131.911999,0.0,131.911999,278.283991,
11/19/2003,273.433014,20.784999,0.482,20.302999,0.148,,,,2.501,2.501,0.0,0.0,0.0,4.829,,,,,,28.263,214.018005,386.634003,-172.615997,0.0,,,,31.152,,0.0,,31.152,245.170006,,13.532,13.532,,,,96.323997,96.323997,0.0,0.0,,,20.31101,,,20.31101,130.167007,0.0,0.0,0.0,0.0,,15.526,,,,,,15.526,15.526,145.693007,0.0,45.394001,,,,-104.771004,187.501999,-0.384995,127.740002,0.0,127.740002,273.433009,
02/11/2004,256.552,17.777,1.471,16.306,0.109,0.109,,,1.767,1.767,0.0,0.0,0.0,4.798,,,,,,24.451,204.732,379.063,-174.331,0.0,,,,27.369,,0.0,,27.369,232.101,,13.262,13.262,,,,88.134,88.134,0.0,0.0,,,32.165,,,32.165,133.561,0.0,0.0,0.0,0.0,,15.111,,,,,,15.111,15.111,148.672,0.0,45.394,,,,-104.771,182.46,-0.092,122.991,0.0,122.991,271.663,
05/05/2004,256.056,20.244,1.643,18.601,0.124,0.124,,,1.896,,,,,5.705,,,,,,27.969,202.301,376.038,-173.737,1.554,,,,24.232,,,,24.232,228.087,,13.667,13.667,,,,87.166,,,,,,16.696,,,16.696,117.529,,,,,,15.063,,,,,,15.063,15.063,132.592,,45.394,,,,-104.771,182.841,0.0,123.464,,123.464,256.056,
