Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1990,9.694,6.728,2.238,0.084,,,0.084,0.644,,,,0.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.694,,,
06/30/1990,6.783,7.778,2.35,0.152,,,0.152,-3.497,,,,-3.497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.783,,,
09/30/1990,9.517,9.152,2.774,0.074,,,0.074,-2.483,,,,-2.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.517,,,
12/31/1990,31.468,10.271,3.282,0.696,,,0.696,17.219,,,,17.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.468,,,
03/31/1991,5.93,15.555,3.276,-0.056,,,-0.056,-12.845,,,,-12.845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.93,,,
06/30/1991,30.011999,18.268999,3.397,0.093,,,0.093,8.253,,,,8.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.011999,,,
09/30/1991,32.915001,19.731001,3.425,0.29,,,0.29,9.469,,,,9.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.915001,,,
12/31/1991,58.033001,21.294001,4.241,0.751,,,0.751,31.747,,,,31.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.033001,,,
03/31/1992,2.276,24.98,6.16,0.143,,,0.143,-29.007,,,,-29.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.276,,,
06/30/1992,21.981001,27.6,6.507,0.07,,,0.07,-12.196,,,,-12.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.981001,,,
09/30/1992,78.165001,32.088,6.65,5.765,,,5.765,39.009998,,,,39.009998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.165001,,,
12/31/1992,127.217003,45.923,11.146,1.505005,,,1.505005,68.642998,,,,68.642998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.217003,,,
03/31/1993,53.745998,42.997002,10.339,1.417,,,1.417,-1.007,,,,-1.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.745998,,,
06/30/1993,29.507,54.668999,13.254,0.413,,,0.413,-38.828999,,,,-38.828999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.507,,,
09/30/1993,69.043999,54.825001,12.548,-13.86,,,-13.86,15.531,,,,15.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.043999,,,
12/31/1993,126.487,59.587,9.57,-5.066,,,-5.066,79.900002,,,,79.900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.487,,,
03/31/1994,103.289001,70.398003,15.903,2.497,,,2.497,14.491,,,,14.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.289001,,,
06/30/1994,-36.202999,1435.866943,18.018,-1374.270996,,,-1374.270996,-115.817001,,,,-115.817001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-36.202999,,,
09/30/1994,148.412994,80.842003,16.257999,1.31,,,1.31,50.002998,,,,50.002998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.412994,,,
12/31/1994,116.838997,84.242996,15.54,-10.31,,,-10.31,27.365999,,,,27.365999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.838997,,,
03/31/1995,105.934998,89.431999,19.665001,-0.253,,,-0.253,-2.909,,,,-2.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.934998,,,
06/30/1995,40.831001,89.878998,20.384001,-5.7,,,-5.7,-63.731998,,,,-63.731998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.831001,,,
09/30/1995,120.719002,93.669998,19.343,0.649,,,0.649,7.057,,,,7.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.719002,,,
12/31/1995,166.789993,12.983,35.066002,140.716995,,,140.716995,-21.976,,,,-21.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.789993,,,
03/31/1996,162.001007,118.945999,31.101,-2.974,,,-2.974,14.928,,,,14.928,,-22.014999,-22.014999,,,,-22.014999,,,,,,,,,,0.0,,,,,,,,,,,,139.986008,,,
06/30/1996,-107.704002,50.32,31.929001,42.667999,,,42.667999,-232.621002,,,,-232.621002,,-52.696999,-52.696999,,,,-52.696999,,,,,,,,,,0.0,,,,,,,,,,,,-160.401001,,,
09/30/1996,327.548004,91.227997,33.909,-15.645,,,-15.645,218.056,,,,218.056,,-36.139999,-36.139999,,,,-36.139999,,,,,,,,,,0.0,,,,,,,,,,,,291.408005,,,
