Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Acq of Fixed & Intang,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/1993,55.007011,86.797989,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1994,120.600998,88.758003,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,62.508999,99.486,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,130.751007,100.330002,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,139.360977,98.951996,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1995,90.028999,99.233002,,,,,,,,,,-5.179,,-5.179,,,,5.179,,,,,,,,,,,
06/30/1995,78.121002,109.870003,,,,,,,,,,-6.03,,-6.03,,,,6.03,,,,,,,,,,,
09/30/1995,141.865005,109.955002,,,,,,,,,,-9.198,,-9.198,,,,9.198,,,,,,,,,,,
12/31/1995,135.116974,110.702003,,,,,,,,,,-14.872999,,-14.872999,,,,14.872999,,,,,,,,,,,
03/31/1996,94.906998,106.795998,,,,,,,,,,-7.421,,-7.421,,,,7.421,,,,,,,,,,,
06/30/1996,85.569,119.077003,,,,,,,,,,-4.863,,-4.863,,,,4.863,,,,,,,,,,,
09/30/1996,145.102997,123.656998,,,,,,,,,,-13.512,,-13.512,,,,13.512,,,,,,,,,,,
12/31/1996,113.809006,114.468994,,,,,,,,,-18.917002,-18.917002,,-18.917002,,,,0.0,,,,,,,,94.892004,,,
03/31/1997,96.157997,101.206001,,,,,,,,,-12.806,-12.806,,-12.806,0.0,0.0,0.0,0.0,-120.93,-74.292999,-36.0,-10.637001,21.465,-32.102001,0.0,-37.577999,,,
06/30/1997,73.279999,116.889,,,,,,,,,16.495001,-9.237,,-9.237,0.0,0.0,0.0,25.732001,-83.990999,-74.404999,-9.0,-0.586,13.031,-13.617,0.0,5.784,,,
09/30/1997,128.270004,114.222,,,,,,,,,-14.003,-14.003,,-14.003,0.0,0.0,0.0,0.0,-125.584,-74.612,-59.0,8.028,8.028,0.0,0.0,-11.317,,,
12/31/1997,114.897987,106.820999,,,,,,,,,-19.704,-22.112999,,-22.112999,0.0,0.0,0.0,2.408999,-99.607992,-74.748993,-36.0,11.141001,11.141001,0.0,0.0,-4.414002,,,
03/31/1998,88.835,111.977,,,,,,,,,25.25,5.098,17.127,-12.029,0.0,0.0,0.0,20.152,-66.397,-75.14,-10.0,18.743,18.743,0.0,0.0,47.688,2.803,1.413,
06/30/1998,102.295,119.14,,,,,,,,,-11.525,-11.525,1.566,-13.091,0.0,0.0,0.0,0.0,-73.696,-75.227,0.0,1.531,1.531,0.0,0.0,17.074,107.592,0.866,
09/30/1998,136.021,117.753,,,,,,,,,-15.709,-15.709,0.52,-16.229,0.0,0.0,0.0,0.0,-70.869,-75.311,0.0,4.442,4.442,0.0,0.0,49.443,80.92,1.964,
12/31/1998,138.49,106.409,,,,,,,,,-13.381,-13.381,1.536,-14.917,0.0,0.0,0.0,0.0,-213.031,-75.467,0.0,-137.564,14.053,-151.617,0.0,-87.922,,,
03/31/1999,89.649,108.46,,,,,,,,,-8.89,-8.89,0.496,-9.386,0.0,0.0,0.0,0.0,-98.897,-74.904,153.7,-177.693,2.597,-180.29,0.0,-18.138,4.365,1.608,
06/30/1999,95.201,122.974,,,,,,,,,-10.412,-10.412,0.161,-10.573,0.0,0.0,0.0,0.0,-79.81,-73.522,54.6,-60.888,3.469,-64.357,0.0,4.979,129.071,3.745,
09/30/1999,157.317,119.817,,,,,,,,,-15.358,-15.358,0.887,-16.245,0.0,0.0,0.0,0.0,-149.045,-72.769,23.2,-99.476,3.75,-103.226,0.0,-7.086,84.068,-1.375,
12/31/1999,121.16,118.042,,,,,,,,,-22.264,-22.264,0.821,-23.085,0.0,0.0,0.0,0.0,-36.872,-70.771,150.465,-116.566,1.527,-118.093,0.0,62.024,-203.77,283.155,
03/31/2000,85.409,101.964,,,,,,,,,-12.552,-12.552,0.601,-13.153,0.0,0.0,0.0,0.0,-109.753,-72.266,58.035,-95.522,1.948,-97.47,0.0,-36.896,5.276,2.621,
06/30/2000,76.308,112.247,,,,,,,,,-2.166,-2.166,13.03,-15.196,0.0,0.0,0.0,0.0,-69.232,-71.387,0.0,2.155,2.155,0.0,0.0,4.91,126.164,8.705,
09/30/2000,213.952,112.498,,,,,,,,,-14.057,-14.057,0.594,-14.651,0.0,0.0,0.0,0.0,-64.796,-71.678,0.0,6.882,6.882,0.0,0.0,135.099,6.088,13.86,
12/31/2000,171.6,115.177,,,,,,,,,-6.691999,-6.692001,1.383,-8.075001,0.0,0.0,0.0,2e-06,-246.975997,-71.678,329.175003,1.282,1.282,0.0,-505.755,-82.068,-98.242,112.472,
03/31/2001,141.312,108.007,,,,,,,,,-5.418,-5.418,1.128,-6.546,0.0,0.0,0.0,0.0,-132.821,-75.101,-0.825,8.932,8.932,0.0,-65.827,3.073,3.918,18.367,
06/30/2001,117.172,121.668,,,,,,,,,-6.678,-6.678,0.234,-6.912,0.0,0.0,0.0,0.0,-95.074,-75.159,-0.825,2.48,2.48,0.0,-21.57,15.42,133.143,16.603,
09/30/2001,235.086,124.222,,,,,,,,,-9.28,-9.28,0.0,-9.28,0.0,0.0,0.0,0.0,-69.748,-76.056,-0.825,43.101,43.101,0.0,-35.968,156.058,4.728,20.042,
12/31/2001,72.518,137.705,,,,,,,,,-24.611,-24.611,,-24.611,0.0,0.0,0.0,0.0,-46.523,-76.961,-0.825,62.04,62.04,0.0,-30.777,1.384,143.033,13.177,
03/31/2002,110.935,103.793,,,,,,,,,-9.53,-9.53,0.773,-10.303,0.0,0.0,0.0,0.0,-68.235,-81.053,-0.825,36.672,36.672,0.0,-23.029,33.17,15.114,2.867,
06/30/2002,204.231,136.846,,,,,,,,,-10.268,-10.268,1.915,-12.183,0.0,0.0,0.0,0.0,-92.907,-81.232,-0.825,10.592,10.592,0.0,-21.442,101.056,47.614,25.724,
09/30/2002,267.309,130.54,,,,,,,,,-21.901,-21.901,0.323,-22.224,0.0,0.0,0.0,0.0,-348.454,-81.164,269.067,-11.835,3.433,-15.268,-524.522,-103.046,-19.205,37.132,
12/31/2002,214.149,-642.648,,,,,,,,,-12.368,-12.368,0.136,-12.504,0.0,0.0,0.0,0.0,-122.927,-80.784,0.0,-28.602,6.392,-34.994,-13.541,78.854,8.757,2.01,
03/31/2003,-1136.024,110.843,,,,,,,,,-6.916,-6.916,0.033,-6.949,0.0,0.0,0.0,0.0,1131.517,-83.788,0.0,-27.126,10.754,-37.88,1242.431,-11.423,4.344,33.143,
06/30/2003,151.995,128.986,,,,,,,,,-8.696,-8.696,0.129,-8.825,0.0,0.0,0.0,0.0,-109.447,-83.349,0.0,-26.098,12.839,-38.937,0.0,33.852,114.298,8.633,
09/30/2003,147.691,124.049,,,,,,,,,-15.464,-15.464,1.669,-17.133,0.0,0.0,0.0,0.0,-110.1,-83.009,0.0,-27.091,6.567,-33.658,0.0,22.127,55.603,33.074,
12/31/2003,131.410004,-45.089001,,,,,,,,,-15.595,-15.595001,0.442,-16.037001,0.0,0.0,0.0,0.0,-104.333996,-82.839996,0.0,-21.494,18.125999,-39.619999,0.0,11.481,-90.692001,180.192993,
03/31/2004,-76.821,121.689,10.471,19.91,15.784,4.126,-228.891,-21.381,-8.361,-199.149,-50.082,-5.082,0.777,-5.859,0.0,0.0,0.0,-45.0,-93.452,-86.199,0.0,-7.253,30.212,-37.465,0.0,-220.355,8.73,33.075,
06/30/2004,293.327,147.893,,,,,,,,,-8.377,-8.377,0.615,-8.992,0.0,0.0,0.0,0.0,-103.699,-85.974,0.0,-17.725,19.758,-37.483,0.0,181.251,13.411,8.7,
09/30/2004,196.198,133.052,,,,,,,,,-22.63,-22.63,0.174,-22.804,0.0,0.0,0.0,0.0,-95.494,-85.969,0.0,-9.525,27.959,-37.484,0.0,78.074,65.123,33.075,
12/31/2004,149.884,128.203,,,,,,,,,-24.335,-24.335,8.336,-32.671,0.0,0.0,0.0,0.0,-137.357,-85.986,0.0,-51.371,36.228,-87.599,0.0,-11.808,88.708,8.701,
03/31/2005,85.934998,121.832001,11.026,10.832,-3.133,13.965,-57.755001,-0.843,0.601,-57.513001,46.814999,-13.185,0.379,-13.564,,,,59.999999,-389.872997,-91.002998,-300.0,1.130001,51.130001,-50.0,,-257.122986,34.886002,33.075001,
06/30/2005,158.078995,136.524994,11.35,-11.923,-2.37,-9.553,22.127001,-6.185,24.739,3.573,-55.827999,-21.078001,2.737,-23.815001,0.0,0.0,0.0,-34.749999,-135.925,-90.527,0.0,-45.398,4.651,-50.049,0.0,-33.674,120.970001,8.7,
09/30/2005,161.957,132.234,10.578,16.712,-1.197,17.909,2.433,-1.16,6.38,-2.787,-30.427,-15.177,0.067,-15.244,,,,-15.25,-129.516,-90.117,0.0,-39.399,10.601,-50.0,,2.014,82.816,19.875,
12/31/2005,154.728,143.677,13.484,37.606,25.867,11.739,-40.039,-4.536,-47.967,12.464,22.435,-17.565,19.759,-37.324,0.0,0.0,0.0,40.0,-136.557,-89.561,0.0,-46.996,2.993,-49.989,0.0,40.606,76.063,8.701,
03/31/2006,124.777,115.913002,11.346,-2.327,-1.533,-0.794,-0.155,7.122,8.259,-15.536,10.616,1.194,5.957,-4.763,0.0,0.0,0.0,9.422,-137.345996,-92.198997,0.0,-45.146999,4.876,-50.022999,0.0,-1.953,3.948,19.875,
06/30/2006,158.542999,134.654999,11.551,-1.232,-3.138,1.906,13.569,-0.669,23.886,-9.647999,-6.314,-6.107,0.067,-6.174,0.0,0.0,0.0,-0.207,-122.407003,-91.814003,0.0,-30.593,19.358999,-49.952,0.0,29.822001,129.136002,8.7,
09/30/2006,147.557,118.085,10.825,-6.818,-4.842,-1.976,25.465,-2.089,13.449,14.105,-46.821,-14.107,0.133,-14.24,0.0,0.0,0.0,-32.714,-105.801,-91.858,0.0,-13.943,36.116,-50.059,0.0,-5.065,88.305,19.875,
12/31/2006,165.979,137.203,12.117,-6.332,-7.409,1.077,22.991,-2.679,-61.374,87.044,-12.544,-11.845,0.022,-11.867,0.0,0.0,0.0,-0.699,-123.871,-91.628,0.0,-32.243,17.726,-49.969,0.0,29.564,62.229,8.701,
03/31/2007,100.438004,107.513,11.321,-112.677002,-3.546,-109.131002,94.280998,1.066,8.394,84.820998,117.375999,125.536996,130.186996,-4.65,0.0,0.0,0.0,-8.160997,-119.885002,-96.315002,0.0,-23.57,26.459,-50.028999,0.0,97.929001,7.225,19.875,
06/30/2007,141.794,139.971,11.224,4.857,-3.076,7.933,-14.258,-7.282,25.483,-32.459,-29.83,-17.663,0.269,-17.932,0.0,0.0,0.0,-12.167,-159.699,-95.94,0.0,-63.759,6.282,-70.041,0.0,-47.735,21.35,134.991,
09/30/2007,201.31,133.6,10.817,-0.603,-5.402,4.799,57.496,-3.64,8.037,53.099,-154.13,-28.677,0.245,-28.922,0.0,0.0,0.0,-125.453,-226.11,-94.367,-7.095,-124.648,5.296,-129.944,0.0,-178.93,20.142,69.26,
12/31/2007,128.353,139.189,13.26,-3.099,-4.122,1.023,-20.997,7.703,-47.431,18.731,-26.996,-36.898,0.024,-36.922,0.0,0.0,0.0,9.902,-153.317,-91.703,276.536,-338.15,9.574,-347.724,0.0,-51.96,256.377,-166.216,
03/31/2008,72.783997,125.334,13.124,0.801,0.449,0.352,-66.474998,0.438,21.363001,-88.275999,-12.196,-12.183,0.463,-12.646,0.0,0.0,0.0,-0.013,-83.824991,-93.834,138.633011,-128.624002,3.316,-131.940002,0.0,-23.237,2.734,22.874001,
06/30/2008,130.741,139.66,13.658,3.256,0.626,2.63,-25.833,-14.897,27.41,-38.346,-13.64,-13.611,1.052,-14.663,0.0,0.0,0.0,-0.029,-120.029,-93.074,30.981,-57.936,8.853,-66.789,0.0,-2.928,29.652,105.171,
09/30/2008,159.923,125.322,12.76,-10.817,-4.593,-6.224,32.658,10.371,9.3,12.987,-18.76,-18.463,1.218,-19.681,0.0,0.0,0.0,-0.297,-159.194,-93.305,-100.28,34.391,34.391,0.0,0.0,-18.031,29.064,78.838,
