Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Acq of Fixed & Intang,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1990,49.513,52.645,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,47.48,56.862999,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,87.105003,59.044998,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,74.537003,54.721996,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1991,35.865002,59.330002,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,62.444,66.847,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,90.125,73.440002,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,83.530991,66.287994,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1992,62.945999,69.858002,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,79.038002,78.084999,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,106.691002,84.736,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,40.150009,79.879013,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1993,104.981003,83.709,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,87.210999,89.835999,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,120.428001,88.703003,,,,,,,,,,,,,,,,,,,,,,,,,,,
