Date,P/Book,Average,High,Low,P/Sales,P/Cash Flow,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
03/31/1983,,,,,,,,,,,,
06/30/1983,,,,,,,,,,,,
09/30/1983,,,,,,,,,,6.666667,,
12/31/1983,,,,,,,,,,6.148148,,
03/31/1984,,,,,,,,,,7.111111,,
06/30/1984,,,,,,,,,,9.814815,,
09/30/1984,,,,,,,,,,9.259259,,
12/31/1984,,,,,,,,,,9.777778,,
03/31/1985,,,,,,,,,,8.148148,,
06/30/1985,,,,,,,,,,11.777778,,
09/30/1985,,,,,,,,,,6.814815,,
12/31/1985,,,,,,,,,,6.037037,,
03/31/1986,,,,,,,,,,5.407407,,
06/30/1986,,,,,,,,,,5.481481,,
09/30/1986,,,,,,,,,,4.037037,,
12/31/1986,,,,,,,,,,3.444444,,
03/31/1987,,,,,,,,,,3.481481,,
06/30/1987,,,,,,,,,,4.259259,,
09/30/1987,,,,,,,,,,2.37037,,
12/31/1987,,,,,,,,,,1.666667,,
03/31/1988,,,,,,,,,,2.62963,,
06/30/1988,,,,,,,,,,1.62963,,
09/30/1988,,,,,,,,,,1.62963,,
12/31/1988,,,,,,,,,,1.722222,,
03/31/1989,,,,,,,,,,3.0,,
06/30/1989,,,,,,,,,,3.333333,,
09/30/1989,,,,,,,,,,3.740741,,
12/31/1989,,,,,,,,,,4.111111,,
03/31/1990,3.168353,308.503111,308.503111,308.503111,,,,,,3.518519,310.43876,
06/30/1990,4.650372,464.827111,663.827015,279.638737,,,,,,5.518519,586.469083,
09/30/1990,4.462229,625.95914,736.722008,487.280462,,,,,,5.740741,621.940231,
12/31/1990,5.905137,795.373576,1095.44597,421.838601,1.037342,6.53806,0.800561,8.213461,8.811094,8.703704,1064.776085,
03/31/1991,9.313552,1428.361176,2185.635664,819.783461,1.756911,13.426564,1.535667,12.843546,13.614083,15.555556,2164.62499,
06/30/1991,7.736851,1989.56579,2341.73756,1721.8438,1.528652,15.232425,1.331718,9.767855,10.29144,14.333333,1994.820143,
09/30/1991,5.986178,1857.586206,2306.656784,1257.562299,1.227681,10.376827,1.135353,7.540686,7.913579,12.333333,1814.733685,
12/31/1991,8.438559,2238.447947,3042.191895,1536.708302,1.705423,15.326774,1.660628,11.001749,11.541815,18.444444,2837.184622,
03/31/1992,8.299731,3379.876924,3912.873893,2800.652029,1.736597,12.103009,1.667503,10.938491,11.496778,20.111111,3053.117395,
06/30/1992,8.49226,3343.968974,3728.880926,3017.33124,1.839704,13.693123,1.797954,11.596375,12.216114,22.666667,3505.339154,
09/30/1992,10.502866,3978.715877,4717.677205,3513.891418,2.272089,18.539519,2.275908,14.771754,15.621664,29.75,4722.379826,
12/31/1992,9.500516,4830.655752,5280.079033,4346.62682,2.161694,17.576749,2.110349,13.293169,13.994274,29.75,4620.025419,
03/31/1993,8.948966,4946.140086,6048.174107,4068.923916,2.131741,18.524615,2.116191,12.943811,13.589984,30.833333,4881.588091,
06/30/1993,8.435892,4843.313475,5500.707821,4001.369413,2.086029,17.746468,2.044644,12.056185,12.627381,31.666667,4957.899342,
09/30/1993,8.177991,4882.341118,5442.301826,4285.118113,2.130781,15.493614,2.127587,11.552216,12.040751,33.833333,5400.636582,
12/31/1993,8.074104,5563.77929,6344.595303,4527.499606,2.333766,16.168448,1.938289,9.757791,10.179864,38.416667,5127.231127,
03/31/1994,8.141632,5692.866548,6207.827394,4940.225683,2.434445,14.880463,2.007084,9.524892,9.93405,41.0,5460.220917,
06/30/1994,7.60014,5399.947329,6418.11969,4568.747925,2.142056,13.997037,1.731453,7.806668,8.134829,37.0,4843.053955,
09/30/1994,8.83661,5439.515319,6321.018944,4643.328957,2.623013,16.590685,2.183104,9.562201,9.963152,46.5625,6282.38487,
12/31/1994,7.288446,6001.417809,6495.563646,5112.969883,2.241599,15.997094,1.838258,7.981075,8.318157,41.25,5467.890522,
03/31/1995,7.214722,5793.139218,6388.022743,5223.761906,2.306237,17.91291,1.885089,8.436487,8.803136,44.25,5829.410057,
06/30/1995,5.492175,4001.343948,5742.053043,3026.102638,1.518251,11.574055,1.118026,5.270207,5.512903,30.625,3613.691296,
09/30/1995,6.038657,3958.628089,4287.003769,3632.928795,1.645409,13.13324,1.250238,6.385839,6.70408,35.375,4257.158054,
12/31/1995,7.408701,5110.938511,5926.622887,4174.624825,2.074581,14.774542,1.673862,10.507841,11.171271,46.5,5888.320984,
03/31/1996,6.992008,5898.093935,6382.684883,5001.058815,1.910239,15.066915,1.540705,10.486044,11.203976,45.875,5755.852312,
06/30/1996,,6857.954416,7179.815825,6508.773476,2.152738,,,,,55.0,,
