Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1998,431.035004,,,-290.912994,,140.12201,,-94.542999,,,,,45.578999,-0.493,,0.082,,0.0,,0.411,45.085999,-18.034,27.052,0.0,,,27.051999,0.0,27.052,-18.011,,9.041,9.041,,81.295998,0.11,0.11,0.11,81.718002,0.11,0.11,0.11,
06/30/1998,670.005005,,,-442.945007,,227.059998,,-136.102005,,,,,90.958,-22.179,,20.642,,0.0,,1.537,68.779,-33.214001,35.564999,0.0,,,35.564999,0.0,35.564999,-18.011,,17.553999,17.553999,,167.224,0.105,0.105,0.105,167.492004,0.105,0.105,0.105,
09/30/1998,684.302002,,,-443.248993,,241.053009,,-142.75,,,,,98.303001,-133.384,,18.968,,0.0,,114.416,-35.080999,-19.021999,-54.103001,0.0,,,-54.102998,0.0,-54.103001,-17.999001,,-72.102002,-72.102002,,167.274002,-0.425,-0.425,0.145,167.274002,-0.425,-0.425,0.145,
12/31/1998,721.414001,,,-460.912994,,260.501007,,-148.826996,,,,,111.674004,8.488999,,14.019,,0.0,,-22.507999,120.163003,-55.669998,64.492996,0.0,,,64.493005,0.0,64.492996,-17.910999,,46.581997,46.581997,,166.753998,0.28,0.28,0.17,169.700016,0.275,0.275,0.165,
03/31/1999,700.387,,,-454.689,,245.698,,-140.865,,,,,104.833,-16.883,14.719,14.719,,0.0,,2.164,87.95,-41.336,46.614,0.0,,,46.614,0.0,46.614,-17.91,0.01,28.714,28.714,,166.728,0.17,0.17,0.17,166.992,0.17,0.17,0.17,
06/30/1999,718.342,,,-464.762,,253.58,,-144.3,,,,,109.28,-13.595,14.738,14.738,,0.0,,-1.143,95.685,-44.492,51.193,0.0,,,51.193,0.0,51.193,-17.879,0.029,33.343,33.343,,167.252,0.2,0.2,0.2,167.496,0.2,0.2,0.2,
09/30/1999,736.639,,,-479.435,,257.204,,-142.999,,,,,114.205,-13.809,14.631,14.631,,0.0,,-0.822,100.396,-46.684,53.712,0.0,,,53.712,0.0,53.712,-17.879,0.0,35.833,35.833,,167.296,0.215,0.215,0.215,167.568,0.215,0.215,0.215,
12/31/1999,776.485,,,-504.245,,272.24,,-148.366,,,,,123.874,-12.252,14.038,14.038,,0.0,,-1.786,111.622,-51.68,59.942,0.0,,,59.942,0.0,59.942,-17.754,1.529,43.717,43.717,,167.116,0.26,0.26,0.26,168.04,0.25,0.25,0.25,
03/31/2000,741.464,,,-483.475,,257.989,,-142.068,,,,,115.921,-15.034,13.088,13.088,,0.0,,1.946,100.887,-45.904,54.983,0.0,,,54.983,0.0,54.983,-17.097,2.779,40.665,40.665,,167.258,0.245,0.245,0.245,168.764,0.225,0.225,0.225,
06/30/2000,756.841,,,-502.868,,253.973,,-141.607,,,,,112.366,-13.594,13.923,13.923,,0.0,,-0.329,98.772,-44.941,53.831,0.0,,,53.831,0.0,53.831,-17.002,0.032,36.861,36.861,,167.348,0.22,0.22,0.22,167.662,0.22,0.22,0.22,
09/30/2000,773.255,,,-519.821,,253.434,,-143.228,,,,,110.206,-9.813,17.082,17.082,,0.0,,-7.269,100.393,-45.679,54.714,0.0,,,54.714,0.0,54.714,-15.991,8.914,47.637,47.637,,167.446,0.285,0.285,0.285,170.232,0.23,0.23,0.23,
12/31/2000,796.154,,,-526.246,,269.908,,-141.185,,,,,128.723,-15.346,20.42,20.42,,0.0,,-5.074,113.377,-51.586,61.792,0.0,,,61.791,0.0,61.791,-14.176,33.558,81.173,81.173,,167.326,0.485,0.485,0.48,170.352,0.28,0.28,0.275,
03/31/2001,758.272,,,-518.027,,240.245,0.0,-146.422,,132.162,,14.26,93.823,-30.177,,20.014,,0.0,,10.163,63.646,-29.086,34.56,0.0,,,34.56,0.0,34.56,-13.754,4.035,24.841,24.841,,167.298,0.15,0.15,0.15,167.464,0.125,0.125,0.125,
06/30/2001,761.599,,,-519.445,,242.154,0.0,-146.843,,126.682,,20.161,95.311,-20.278,,18.878,,0.0,,1.4,75.033,-35.769,39.264,0.0,,,39.264,0.0,39.264,-13.804,0.0,25.46,25.46,,167.32,0.15,0.15,0.2,167.32,0.15,0.15,0.2,
09/30/2001,766.221,,,-516.617,,249.604,0.0,-140.43,,126.341,,14.089,109.174,-25.669,,20.868,,0.0,,4.801,83.505,-39.095,44.41,0.0,,,44.41,0.0,44.41,-13.804,3.041,33.647,33.647,,167.424,0.2,0.2,0.23,167.81,0.185,0.185,0.215,
12/31/2001,781.39,,,-523.106,,258.284,,-142.453,,,,,115.831,-40.563,16.638,16.638,,0.0,,23.925,75.268,-36.805,38.463,0.0,,,38.463,0.0,38.463,-13.662,0.38,25.181,25.181,,167.494,0.15,0.15,0.245,167.588,0.15,0.15,0.245,
03/31/2002,746.087,,,-495.445,,250.642,,-127.79,,,,,122.852,-19.533,16.717,16.717,,0.0,,2.816,103.319,-42.774,60.545,0.0,,,60.545,0.0,60.545,-13.677,0.166,47.034,47.034,,167.682,0.28,0.28,0.28,167.814,0.28,0.28,0.28,
06/30/2002,786.282,,,-526.331,,259.951,,-131.303,,,,,128.648,-17.474,16.504,16.504,,0.0,,0.97,111.174,-45.169,66.005,0.0,,,66.005,0.0,66.005,-13.558,3.207,55.654,55.654,,167.846,0.33,0.33,0.33,216.012,0.305,0.305,0.305,
09/30/2002,825.816,,,-561.727,,264.089,,-136.71,,,,,127.379,-17.925,15.448,15.448,,0.0,,2.477,109.454,-43.256,66.198,0.0,,,66.198,0.0,66.198,-13.306,6.194,59.086,59.086,,167.878,0.35,0.35,0.36,215.11,0.31,0.31,0.32,
12/31/2002,846.071,,,-563.14,,282.931,,-146.772,,,,,136.159,-852.039,16.646,16.646,,0.0,,835.393,-715.88,214.063,-501.817,0.0,,,-501.817,0.0,-501.817,-13.304,0.724,-514.397,-514.397,,168.026,-3.06,-3.06,0.345,168.126,-3.065,-3.065,0.34,
03/31/2003,822.9,,,-563.4,,259.5,,-138.7,,,,,120.8,-22.9,22.4,22.4,,,,0.5,97.9,-36.2,61.7,0.0,,,61.7,0.0,61.7,-13.3,0.0,48.4,48.4,,168.426,0.285,0.285,0.285,186.426,0.26,0.26,0.26,
06/30/2003,865.6,,,-596.1,,269.5,,-142.1,,,,,127.4,-24.6,26.5,26.5,,,,-1.9,102.8,-37.0,65.8,0.0,,,65.8,0.0,65.8,-12.9,0.79,53.69,53.69,,169.02,0.315,0.315,0.315,187.84,0.28,0.28,0.28,
09/30/2003,908.7,,,-619.8,,288.9,,-145.6,,,,,143.3,-39.3,42.5,42.5,,,,-3.2,104.0,-37.9,66.1,0.0,,,66.1,0.0,66.1,-2.4,25.5,89.2,89.2,,169.74,0.225,0.225,0.37,187.84,0.205,0.205,0.335,
12/31/2003,934.8,,,-639.9,,294.9,,-147.2,,,,,147.7,-75.5,43.4,43.4,,,,32.1,72.2,-25.3,46.9,0.0,,,46.9,0.0,46.9,0.0,0.0,46.9,46.9,19.759,170.08,0.275,0.275,0.39,188.18,0.245,0.245,0.35,
03/31/2004,913.1,,,-627.0,,286.1,,-158.7,,,,,127.4,-33.4,38.7,38.7,,0.0,,-5.3,94.0,-33.8,60.2,0.0,,,60.2,0.0,60.2,0.0,0.0,60.2,60.2,,170.2,0.355,0.355,0.355,200.6,0.31,0.31,0.31,
06/30/2004,923.7,,,-640.9,,282.8,,-155.1,,,,,127.7,-36.9,37.3,37.3,,0.0,,-0.4,90.8,-29.4,61.4,0.0,,,61.4,0.0,61.4,0.0,0.0,61.4,61.4,,168.4,0.365,0.365,0.365,198.8,0.32,0.32,0.32,
09/30/2004,944.2,,,-658.8,,285.4,,-152.7,,152.7,,0.0,132.7,-35.7,37.0,39.0,-2.0,-0.6,,-0.7,97.0,-33.2,63.8,,,,63.8,,63.8,0.0,0.0,63.8,63.8,,167.56,0.38,0.38,0.38,185.62,0.345,0.345,0.345,
12/31/2004,1017.1,,,-709.3,,307.8,,-159.6,,,,,148.2,-107.1,,38.7,,0.0,,68.4,41.1,-10.8,30.3,0.0,,,30.3,0.0,30.3,0.0,0.0,30.3,30.3,,167.2,0.18,0.18,0.465,197.58,0.165,0.165,0.405,
03/31/2005,969.8,,,-692.3,,277.5,,-159.3,,159.3,,0.0,118.2,-34.6,34.4,36.8,-2.4,-1.7,,1.9,83.6,-27.8,55.8,0.0,,,55.8,0.0,55.8,0.0,0.0,55.8,55.8,,167.4,0.335,0.335,0.335,197.8,0.29,0.29,0.29,
06/30/2005,1020.0,,,-724.1,,295.9,,-169.5,,169.5,,0.0,126.4,-32.4,35.3,38.0,-2.7,-0.8,,-2.1,94.0,-31.3,62.7,0.0,,,62.7,0.0,62.7,0.0,0.0,62.7,62.7,,166.6,0.375,0.375,0.375,197.0,0.33,0.33,0.33,
09/30/2005,1019.7,,,-731.9,,287.8,,-156.4,,156.4,,0.0,131.4,-35.2,35.0,37.7,-2.7,2.2,,-2.0,96.2,-32.0,64.2,,,,64.2,,64.2,,0.0,64.2,64.2,,165.6,0.39,0.39,0.39,196.0,0.33,0.33,0.33,
12/31/2005,1075.6,,,-778.8,,296.8,,-160.7,,,,,136.1,-33.2,,37.2,-3.3,5.0,,-5.7,102.9,-29.7,73.1,0.0,,,73.2,0.0,73.1,0.0,0.0,73.1,73.1,,163.0,0.45,0.45,0.45,193.4,0.385,0.385,0.385,
