Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1990,,13.3,27.299999,2.7,15.5,58.799999,,,,,,,,,,,,,,,,,
06/30/1990,,6.4,26.9,0.9,10.2,44.400002,,,,,,,,,,,,,,,,,
09/30/1990,,8.2,29.200001,44.0,-28.299999,53.099998,,,,,,,,,,,,,,,,,
01/01/1991,,27.0,28.4,31.5,8.7,95.599998,,,,,,,,,,,,,,,95.599998,,
03/31/1991,,8.3,27.200001,-8.4,28.700001,55.799999,,,,,,,,,,,,,,,,,
06/30/1991,,4.5,28.200001,25.299999,-9.9,48.099998,,,,,,,,,,,,,,,,,
09/30/1991,,2.2,27.799999,20.799999,-7.4,43.400002,,,,,,,,,,,,,,,,,
12/31/1991,,5.9,33.099998,16.6,6.3,61.900002,,,,,,,,,,,,,,,61.900002,,
03/31/1992,,-25.9,27.4,32.799999,4.4,38.700001,,,,,,,,,,,,,,,,,
06/30/1992,,4.8,26.6,7.4,-8.2,30.6,,,,,,,,,,,,,,,,,
09/30/1992,,2.6,26.5,8.5,-6.1,31.5,,,,,,,,,,,,,,,,,
12/31/1992,,11.7,26.0,14.3,25.9,77.900002,,,,,,,,,,,,,,,77.900002,,
03/31/1993,,2.9,25.5,8.5,-12.5,24.4,,,,,,,,,,,,,,,,,
06/30/1993,,5.6,27.299999,3.2,2.0,38.099998,,,,,,,,,,,,,,,,,
09/30/1993,,-1.8,28.200001,2.9,18.1,47.400002,,,,,,,,,,,,,,,,,
12/31/1993,,2.9,48.799999,18.200001,-0.9,69.0,,,,,,,,,,,,,,,69.0,,
03/31/1994,,6.2,49.299999,-5.7,-9.9,39.900002,,,,,,,,,,,,,,,,,
06/30/1994,,0.6,43.299999,14.0,-9.8,48.099998,,,,,,,,,,,,,,,,,
09/30/1994,,-11.3,44.900002,12.7,16.299999,62.599998,,,,,,,,,,,,,,,,,
12/31/1994,,-222.399994,64.699997,218.600006,0.6,61.5,,,,,,,,,,,,,,,61.5,,
03/31/1995,,3.5,36.900002,6.9,-1.6,45.700001,,,-52.299999,,,,,,,,,,,,,,
06/30/1995,,6.4,39.0,9.8,-1.7,53.5,,,-49.299999,,,,,,,,,,,,,,
09/30/1995,,1.8,40.700001,20.0,1.2,63.700001,,,-32.099998,,,,,,,,,,,,,,
12/31/1995,,7.1,45.200001,19.799999,-14.5,57.599998,-57.299999,,-57.299999,,,,,,,,,,,,0.299999,,
03/31/1996,,20.6,43.5,20.5,-8.7,75.900002,,,-43.400002,,,,,,,,,,,,,,
06/30/1996,,17.200001,44.599998,20.200001,19.200001,101.199997,,,-56.299999,,,,,,,,,,,,,,
09/30/1996,,13.7,42.700001,31.700001,3.3,91.400002,,,-64.699997,,,,,,,,,,,,,,
12/31/1996,,28.700001,47.200001,36.700001,-62.700001,49.900002,,,-59.700001,,,,,,,,,,,,,,
03/31/1997,,21.200001,43.700001,29.5,58.0,152.399994,-67.199997,1.7,-67.199997,0.0,0.0,-1.7,-79.300003,-2.0,0.0,0.0,-77.800003,0.0,0.0,0.5,5.9,,
06/30/1997,,6.2,44.900002,23.799999,-29.700001,45.200001,-76.400002,4.4,-79.300003,0.0,0.0,-1.5,32.200001,-2.1,0.0,0.0,77.800003,-45.599998,0.0,2.1,1.0,,
