Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/2001,2,326,425,204,,,204,-953,,,,-953,,-194,-174,0.0,,,-174.0,,,0.0,0.0,0.0,,,,,-20,164,0,-355,,,,0,0.0,0.0,519,,-28,,,
06/30/2001,626,505,410,-379,,83.0,-462,90,-62.0,-187.0,-366.0,705,,-321,-274,0.0,,,-274.0,,,0.0,0.0,0.0,,,,,-47,-281,0,-8201,,,,8443,8443.0,0.0,-523,,24,,,
09/30/2001,784,503,389,-133,,230.0,-363,25,57.0,-319.0,-363.0,650,,-208,-243,0.0,,,-243.0,,,0.0,0.0,0.0,,,,,35,-588,0,2349,,,,0,,0.0,-2937,,-12,,,
12/31/2001,1916,548,418,279,,,279,671,,,,671,,-499,-410,0.0,,,-410.0,,,0.0,0.0,0.0,,,,,-89,-1430,-225,3959,,,,0,,0.0,-5164,,-13,,,
03/31/2002,216,693,172,-60,,-11.0,-49,-589,-83.0,-201.0,-337.0,32,,-171,-195,0.0,,,-195.0,,,0.0,0.0,0.0,,,,,24,-55,-225,571,,,,0,0.0,0.0,-401,,-10,,,
06/30/2002,929,901,172,125,,,125,-269,,,,-269,,-234,-248,0.0,,,-248.0,,,0.0,0.0,0.0,,,,,14,-707,-226,-786,,,,0,0.0,0.0,305,,-12,,,
09/30/2002,1081,869,178,32,,115.0,-83,2,61.0,-435.0,-326.0,702,,-363,-314,0.0,,,-314.0,,,0.0,0.0,0.0,,,,,-49,-731,-225,340,,,,-77,0.0,-77.0,-769,,-13,,,
12/31/2002,1494,931,194,286,,,286,83,,,,83,,-284,-427,0.0,,,-427.0,,,0.0,0.0,0.0,,,,,143,-1122,-260,-2295,,,,-93,0.0,-93.0,1526,,88,,,
03/31/2003,315,848,193,9,,8.0,1,-735,-167.0,-310.0,-301.0,43,,-222,-220,0.0,,,-220.0,,,0.0,0.0,0.0,,,,,-2,-141,-259,915,,,,-79,0.0,-79.0,-718,,-48,,,
06/30/2003,1264,949,195,7,,32.0,-25,113,-54.0,-103.0,-411.0,681,,-339,-277,0.0,,,-277.0,,,0.0,0.0,0.0,,,,,-62,414,-261,1456,,,,-7,0.0,-7.0,-774,,1339,,,
09/30/2003,1241,810,202,103,,102.0,1,126,106.0,-105.0,-303.0,428,,-238,-261,0.0,,,-261.0,,,0.0,0.0,0.0,,,,,23,-2013,-258,235,,,,-40,0.0,-40.0,-1950,,-1010,,,
12/31/2003,1299,869,223,217,,,217,-10,,,,-10,,-250,-327,0.0,,,-327.0,,,0.0,0.0,0.0,,,,,77,-1031,-311,-3983,,,,-246,0.0,-246.0,3509,,18,,,
03/31/2004,494,560,209,380,,4.0,376,-655,-47.0,-174.0,-188.0,-246,,-266,-148,0.0,,,-148.0,,,0.0,0.0,0.0,,,,,-118,-455,-309,195,,,,-152,0.0,-152.0,-189,,-227,,,
06/30/2004,838,698,215,-129,,59.0,-188,54,74.0,-101.0,-113.0,194,,-199,-205,0.0,,,-205.0,,,0.0,0.0,0.0,,,,,6,-762,-311,-173,,,,-162,0.0,-162.0,-116,,-123,,,
09/30/2004,1156,779,209,31,,85.0,-54,137,132.0,-181.0,-79.0,265,,-212,-221,0.0,,,-221.0,,,0.0,0.0,0.0,,,,,9,-906,-309,-320,,,,-167,0.0,-167.0,-110,,38,,,
12/31/2004,1520,628,246,159,,,159,487,0.0,391.0,,96,,-379,-432,0.0,,,-432.0,,,0.0,0.0,0.0,,,,,53,-1061,-351,-932,,,,-207,0.0,-207.0,429,,80,,,
03/31/2005,242,713,218,-151,,-24.0,-127,-538,-93.0,-269.0,-251.0,75,,55,-139,,,,-139.0,,,,,,,,,,194,-359,-350,73,,,,-167,,-167.0,85,,-62,,,
06/30/2005,1050,472,218,32,,-198.0,230,328,173.0,-27.0,,182,,1160,-302,0.0,,,-302.0,,,0.0,0.0,0.0,,,,,1462,-2034,-350,-1723,,,,-208,0.0,-208.0,247,,176,,,
09/30/2005,746,674,215,-214,,-58.0,-156,71,83.0,-113.0,,101,,-326,-343,0.0,,,-343.0,,,0.0,0.0,0.0,,,,,17,-581,-349,169,,,,-408,0.0,-408.0,7,,-161,,,
12/31/2005,1426,773,228,381,,-128.0,509,44,-98.0,367.0,,-225,,-364,-387,0.0,,,-387.0,,,0.0,0.0,0.0,,,,,23,-981,-388,-230,,,,-392,0.0,-392.0,29,,81,,,
03/31/2006,480,1006,216,101,,-26.0,127,-843,-15.0,-294.0,-243.0,-291,,-93,-185,0.0,,,-185.0,,,0.0,0.0,0.0,,,,,92,-436,-385,285,,,,-315,0.0,-315.0,-21,,-49,,,
06/30/2006,1126,682,217,193,,-30.0,223,34,-44.0,78.0,150.0,-150,,-203,-265,0.0,,,-265.0,,,0.0,0.0,0.0,,,,,62,-788,-384,6,,,,-318,0.0,-318.0,-92,,135,,,
09/30/2006,1190,748,221,-196,,27.0,-223,417,97.0,-310.0,,630,,365,-237,0.0,,,-237.0,,,0.0,0.0,0.0,,,,,602,-1302,-381,-616,,,,-310,0.0,-310.0,5,,253,,,
12/31/2006,924,624,237,227,,-139.0,366,-164,-238.0,377.0,,-303,,-185,-482,0.0,,,-482.0,,,0.0,0.0,0.0,,,,,297,-1155,-412,-587,,,,-311,0.0,-311.0,155,,-416,,,
03/31/2007,161,702,220,87,,-69.0,156,-848,-89.0,-355.0,-91.0,-313,,26,-180,0.0,,,-180.0,,,0.0,0.0,0.0,,,,,206,-175,-409,321,,,,-190,0.0,-190.0,103,,12,,,
06/30/2007,1699,707,222,424,,-31.0,455,346,99.0,-74.0,-32.0,353,,-319,-326,0.0,,,-326.0,,,0.0,0.0,0.0,,,,,7,-762,-411,1962,,,,-2017,0.0,-2017.0,-296,,618,,,
12/31/2007,1407,585,224,-170,,-222.0,52,768,-364.0,548.0,332.0,252,,-7776,-383,0.0,,,-383.0,,,0.0,0.0,0.0,,,,,-7393,6554,-424,7325,,,,-537,0.0,-537.0,190,,185,,,
03/31/2008,217,599,248,83,50.0,-19.0,52,-713,-96.0,-478.0,-66.0,-73,,-294,-271,0.0,,,-271.0,,,0.0,0.0,0.0,,,,,-23,115,-415,1207,,,,-650,0.0,-650.0,-27,,38,,,
06/30/2008,1132,745,259,257,,9.0,248,-129,160.0,-194.0,,-95,,-323,-319,0.0,,,-319.0,,,0.0,0.0,0.0,,,,,-4,-706,-411,-363,,,,0,0.0,0.0,68,,103,,,
09/30/2008,1180,1362,245,-761,,-67.0,-694,334,309.0,-142.0,,167,,-307,-311,0.0,,,-311.0,,,0.0,0.0,0.0,,,,,4,-844,-410,-266,,,,-127,0.0,-127.0,-41,,29,,,
12/31/2008,1612,178,234,384,,-131.0,515,816,-412.0,663.0,,565,,-396,-466,0.0,,,-466.0,,,0.0,0.0,0.0,,,,,70,-709,-427,-267,,,,0,0.0,0.0,-15,,507,,,
03/31/2009,423,660,215,153,40.0,7.0,106,-605,251.0,-232.0,-174.0,-450,,-174,-207,0.0,0.0,0.0,-207.0,-207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,-294,-426,136,145.0,0.0,-9.0,0,0.0,0.0,-4,-15.0,-60,,,
06/30/2009,1297,827,217,218,44.0,103.0,71,35,122.0,210.0,-129.0,-168,,-257,-267,0.0,0.0,0.0,-267.0,-267.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,4,-603,-429,-188,-186.0,1.0,-3.0,0,0.0,0.0,14,110.0,547,,,
09/30/2009,1549,824,227,26,39.0,17.0,-30,472,37.0,-5.0,-48.0,488,,-269,-275,0.0,0.0,0.0,-275.0,-275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,-64,-429,300,502.0,1.0,-203.0,0,0.0,0.0,65,49.0,1265,,,
12/31/2009,1815,710,272,104,41.0,-89.0,152,729,-427.0,326.0,477.0,353,0.0,-539,-581,0.0,,0.0,-581.0,-581.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,7,-2172,-428,-1659,-907.0,1.0,-753.0,0,0.0,0.0,-85,1.0,-895,,,
03/31/2010,-5,1883,313,0,40.0,116.0,-156,-605,-176.0,-163.0,24.0,-290,,-6130,-241,0.0,0.0,0.0,-241.0,-241.0,0.0,0.0,0.0,0.0,-5891.0,3700.0,-9591.0,0.0,2,7993,-653,8718,-708.0,9432.0,-6.0,0,0.0,0.0,-72,-81.0,1777,,,
06/30/2010,784,937,366,-161,41.0,-10.0,-192,-358,664.0,-262.0,-326.0,-434,,-649,-367,0.0,0.0,0.0,-367.0,-367.0,0.0,0.0,0.0,0.0,-256.0,-3.0,-253.0,0.0,-26,-1000,-503,-615,-602.0,0.0,-13.0,0,0.0,0.0,118,-159.0,-1024,,,
09/30/2010,445,754,340,442,51.0,21.0,370,-1091,-224.0,-445.0,121.0,-543,,-32,-412,0.0,0.0,0.0,-412.0,-412.0,0.0,0.0,0.0,0.0,343.0,342.0,1.0,0.0,37,-1105,-508,-462,25.0,16.0,-503.0,0,0.0,0.0,-135,126.0,-566,,,
12/31/2010,2524,540,421,559,42.0,124.0,393,1004,-429.0,511.0,264.0,658,0.0,-651,-641,0.0,0.0,0.0,-641.0,-641.0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,0.0,-5,-1700,-511,-1206,,,,0,0.0,0.0,17,20.0,193,,,
03/31/2011,-986,799,372,-100,44.0,-177.0,33,-2057,-464.0,-694.0,-122.0,-777,0.0,-244,-237,0.0,,,-237.0,-237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7,795,-507,1061,1054.0,10.0,-3.0,0,0.0,0.0,241,42.0,-393,,,
06/30/2011,1282,976,370,34,45.0,11.0,-22,-98,392.0,-253.0,-282.0,45,,-381,-418,0.0,0.0,0.0,-418.0,-418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,-755,-510,-566,-577.0,15.0,-4.0,562,562.0,0.0,-241,33.0,179,,,
09/30/2011,1369,922,375,-212,48.0,-263.0,3,284,-365.0,-241.0,343.0,547,,-619,-626,0.0,0.0,0.0,-626.0,-626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,-883,-518,-325,-332.0,10.0,-3.0,-40,,,0,-158.0,-291,,,
12/31/2011,2855,830,368,209,44.0,78.0,87,1448,322.0,632.0,361.0,133,,-484,-490,0.0,0.0,0.0,-490.0,-490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,-2332,-508,-1813,-710.0,1.0,-1104.0,-11,,,0,-41.0,-2,,,
