Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1989,344.847992,1.618,1.618,0.0,94.111,,,124.239998,,,,,9.828,,,,,229.796997,87.568001,,,0.0,27.483,,,,27.483,115.051001,,49.463001,49.463001,,,,35.041,,,,,31.960995,,,31.960995,116.464996,130.272003,,,,8.517,,,,,8.517,138.789003,255.254,0.0,33.73,,,0.0,,55.863998,89.593998,,89.593998,344.847998,
12/31/1989,364.962006,6.436,6.436,0.0,91.732002,,,128.477005,,,,,14.617,,,,,241.261993,94.740997,,,0.0,28.959,,,,28.959,123.699997,,54.883999,54.883999,,,,42.013,,,,,33.073994,,,33.073994,129.970993,131.167999,,,,8.194,,,,,8.194,139.362,269.332993,0.0,33.841999,,,0.0,,61.786999,95.628998,,95.628998,364.96199,
03/31/1990,385.800995,3.591,3.591,0.0,99.195,,,134.955002,,,,,13.614,,,,,251.354996,96.916,,,0.0,37.529999,,,,37.529999,134.445999,,53.762001,53.762001,,,,57.318001,,,,,34.444992,,,34.444992,145.524994,134.080994,,,,7.87,,,,,7.87,141.950994,287.475987,0.0,33.901001,,,0.0,,64.424004,98.325005,,98.325005,385.800992,
06/30/1990,393.014008,2.934,2.934,0.0,108.018997,,,134.5,,,,,10.921,,,,,256.373993,100.689003,144.382996,-43.694,0.0,35.951,,,,35.951,136.640003,,48.279999,48.279999,,,,68.931999,,,,,30.892006,,,30.892006,148.104004,133.475998,,,,9.431,,,,,9.431,142.906998,291.011002,0.0,33.922001,,,0.0,,68.081001,102.003002,,102.003002,393.014004,
09/30/1990,422.5,0.995,0.995,0.0,109.228996,,,154.679001,,,,,15.023,,,,,279.925995,102.859001,,,0.0,39.715,,,,39.715,142.574001,,55.743,55.743,,,,83.931,,,,,30.368999,,,30.368999,170.042999,136.725006,,,,9.107,,,,,9.107,145.832006,315.875006,0.0,33.973,,,0.0,,72.652,106.625,,106.625,422.500006,
12/31/1990,433.852997,3.227,3.227,0.0,118.649002,,,146.615997,,,,,17.427,,,,,285.919006,105.957001,,,0.0,41.977001,,,,41.977001,147.934002,,54.148998,54.148998,,,,91.583,,,,,30.695004,,,30.695004,176.427002,140.335007,,,,8.784,,,,,8.784,149.119007,325.546009,0.0,33.977001,,,0.0,,74.330002,108.307003,,108.307003,433.853012,
03/31/1991,387.455994,5.173,5.173,0.0,103.580002,,,123.859001,,,,,14.914,,,,,247.526001,102.771004,,,0.0,37.159,,,,37.159,139.930004,,40.120998,40.120998,,,,74.600998,,,,,34.280003,,,34.280003,149.001999,137.917007,,,,8.46,,,,,8.46,146.377007,295.379006,0.0,33.995998,,,0.0,,58.081001,92.077,,92.077,387.456006,
06/30/1991,359.402008,3.756,3.756,0.0,98.017998,,,103.496002,,,,,14.626,,,,,219.895996,103.939003,163.811996,-59.873001,0.0,35.567001,,,,35.567001,139.506004,,43.313,43.313,,,,60.07,,,,,35.863994,,,35.863994,139.246994,132.809006,,,,6.565,,,,,6.565,139.374006,278.621,0.0,34.053001,,,0.0,,46.728001,80.781002,,80.781002,359.402002,
09/30/1991,376.997986,3.604,3.604,0.0,102.127998,,,113.223,,,,,14.412,,,,,233.367004,104.772003,,,0.0,38.859001,,,,38.859001,143.631004,,47.997002,47.997002,,,,70.281998,,,,,36.967995,,,36.967995,155.246994,132.807999,,,,6.241,,,,,6.241,139.048999,294.295993,0.0,34.053001,,,0.0,,48.648998,82.702,,82.702,376.997993,
12/31/1991,395.832001,3.626,3.626,0.0,103.065002,,,121.127998,,,,,20.351,,,,,248.169998,106.917999,,,0.0,40.743999,,,,40.743999,147.661999,,54.104,54.104,,,,72.321999,,,,,41.210003,,,41.210003,167.636002,134.781006,,,,5.918,,,,,5.918,140.699006,308.335008,0.0,34.053001,,,0.0,,53.444,87.497002,,87.497002,395.832009,
03/31/1992,400.398987,2.455,2.455,0.0,105.467003,,,130.862,,,,,16.613001,,,,,255.397003,104.366997,,,0.0,40.634998,,,,40.634998,145.001995,,54.063999,54.063999,,,,84.178001,,,,,39.532993,,,39.532993,177.774994,132.007996,,,,5.283,,,,,5.283,137.290996,315.065989,0.0,34.105,,,0.0,,51.228001,85.333,,85.333,400.39899,
06/30/1992,415.908997,2.819,2.819,0.0,113.228996,,,134.371002,,,,,18.989,,,,,269.40799,106.152,192.647003,-86.495003,0.0,40.348999,,,,40.348999,146.500999,,53.786999,53.786999,,,,69.696999,,,,,43.549999,,,43.549999,167.033997,132.675003,,,,4.959,,,,,4.959,137.634003,304.668,0.0,53.041,,,0.0,,58.200001,111.241001,,111.241001,415.909001,
09/30/1992,440.095001,5.467,5.467,0.0,117.052002,,,147.686005,,,,,20.490999,,,,,290.696014,105.884003,,,0.0,43.514999,,,,43.514999,149.399002,,57.403999,57.403999,,,,44.223,,,,,43.487,,,43.487,145.113998,179.923996,,,,4.636,,,,,4.636,184.559996,329.673995,0.0,53.041,,,0.0,,57.380001,110.421001,,110.421001,440.094996,
12/31/1992,416.476013,2.544,2.544,0.0,115.688004,,,136.710007,,,,,21.745001,,,,,276.687012,100.544998,,,0.0,39.243999,,,,39.243999,139.788998,,51.335999,51.335999,,,,34.688999,,,,,45.434002,,,45.434002,131.459,178.309998,,,,4.312,,,,,4.312,182.621997,314.080997,0.0,53.355,,,0.0,,49.040001,102.395,,102.395,416.475997,
03/31/1993,435.748993,4.835,4.835,0.0,123.394997,,,143.203003,,,,,22.136999,,,,,293.570007,102.982002,,,0.0,39.196999,,,,39.196999,142.179001,,50.507999,50.507999,,,,47.27,,,,,47.072998,,,47.072998,144.850998,177.574997,,,,3.989,,,,,3.989,181.563997,326.414995,0.0,53.507999,,,0.0,,55.826,109.334,,109.334,435.748995,
06/30/1993,431.726013,2.179,2.179,0.0,127.648003,,,137.190994,,,,,21.802999,,,,,288.821014,103.057999,204.046005,-100.987999,0.0,39.847,,,,39.847,142.904999,,54.375,54.375,,,,37.762001,,,,,49.191994,,,49.191994,141.328995,175.582993,,,,3.665,,,,,3.665,179.247993,320.576988,0.0,53.562,,,0.0,,57.587002,111.149002,,111.149002,431.72599,
09/30/1993,527.109009,11.656,11.656,0.0,152.636002,,,174.798996,,,,,21.971001,,,,,361.062012,120.394997,,,4.063,41.589001,,,,41.589001,166.046998,,70.25,70.25,,,,109.845001,,,,,60.470001,,,60.470001,240.565002,152.427002,,,,13.129,,,,,13.129,165.556002,406.121004,0.0,53.944,,,0.0,,59.737999,113.681999,7.306,120.987999,527.109004,
12/31/1993,555.934998,18.028,18.028,0.0,157.037003,,,185.449997,,,,,23.608,,,,,384.122986,120.824997,,,3.812,47.174999,,,,47.174999,171.811996,,65.314003,65.314003,,,,43.083,,,,,71.940002,,,71.940002,180.337006,151.518997,,,,12.515,,,,,12.515,164.033998,344.371003,0.0,141.731003,,,0.0,,63.542,205.273003,6.291,211.564003,555.935006,
03/31/1994,640.367004,14.367,14.367,0.0,191.289993,,,226.464005,,,,,26.936001,,,,,459.057007,129.460999,,,3.958,47.890999,,,,47.890999,181.309997,,85.693001,85.693001,,,,62.07,,,,,98.763,,,98.763,246.526001,157.009995,,,,11.927,,,,,11.927,168.936995,415.462996,0.0,142.860001,,,0.0,,74.690002,217.550003,7.354,224.904003,640.366999,
06/30/1994,680.690979,9.724,9.724,0.0,206.800995,,,238.095001,,,,,35.202,,,,,489.821991,138.554993,269.394989,-130.839996,0.0,52.313999,,,,52.313999,190.868992,,91.515999,91.515999,,,,69.253998,,,,,113.174003,,,113.174003,273.944,156.576996,,,,10.886,,,,,10.886,167.462996,441.406996,0.0,143.294998,,,0.0,,88.725998,232.020996,7.263,239.283996,680.690992,
09/30/1994,701.445984,18.263,18.263,0.0,198.320999,,,246.779999,,,,,41.557999,,,,,504.921997,139.906006,,,0.0,56.618,,,,56.618,196.524006,,80.112,80.112,,,,108.949997,,,,,103.754013,,,103.754013,292.81601,153.720993,,,,10.645,,,,,10.645,164.365993,457.182003,0.0,143.507996,,,0.0,,93.374001,236.881996,7.382,244.263996,701.445999,
12/31/1994,698.570007,14.763,14.763,0.0,210.205994,,,224.100006,,,,,50.244999,,,,,499.313995,141.792999,,,0.0,57.463001,,,,57.463001,199.256001,,69.723,69.723,,,,25.186001,,,,,108.656994,,,108.656994,203.565994,229.658005,,,,12.362,,,,,12.362,242.020005,445.585999,0.0,143.886993,,,0.0,,103.436996,247.32399,5.66,252.98399,698.569989,
03/31/1995,888.447998,15.842,15.842,0.0,241.248993,,,248.893005,,,,,57.091,,,,,563.075012,185.011993,,,0.0,140.360992,,,,140.360992,325.372986,,90.862,90.862,,,,32.973,,,,,172.583,,,172.583,296.417999,293.506989,,,,13.1,,,,,13.1,306.606989,603.024988,0.0,159.488007,,,0.0,,121.874001,281.362007,4.061,285.423007,888.447995,
06/30/1995,886.872009,11.252,11.252,0.0,264.89801,,,236.531998,,,,,39.973,,,,,552.655029,189.822998,347.403015,-157.580002,0.0,144.393997,,,,144.393997,334.216995,,90.754997,90.754997,,,,40.214001,,,,,164.122005,,,164.122005,295.091003,266.020996,,,,32.280998,,,,,32.280998,298.301994,593.392997,0.0,156.408997,,,0.0,,133.080994,289.489991,3.989,293.478991,886.871988,
09/30/1995,936.390991,8.803,8.803,0.0,283.878998,,,260.946991,,,,,52.484001,,,,,606.112976,187.557007,,,0.0,142.720993,,,,142.720993,330.278,,94.804001,94.804001,,,,45.945999,,,,,150.303009,,,150.303009,291.053009,314.42099,,,,31.200001,,,,,31.200001,345.620991,636.674,0.0,185.283005,,,0.0,,110.43,295.713005,4.004,299.717005,936.391005,
12/31/1995,958.802002,12.356,12.356,0.0,277.122009,,,281.076996,,,,,47.431,,,,,617.986023,196.229996,,,0.0,144.585999,,,,144.585999,340.815994,,89.609001,89.609001,,,,36.625999,,,,,150.305984,,,150.305984,276.540985,338.09201,,,,30.738001,,,,,30.738001,368.830011,645.370996,0.0,185.666,,,0.0,,123.799004,309.465004,3.966,313.431004,958.802001,
03/31/1996,985.507019,9.876,9.876,0.0,269.86499,,,302.557007,,,,,51.389999,,,,,633.687988,198.050995,,,0.0,153.768005,,,,153.768005,351.819,,103.567001,103.567001,,,,34.763,,,,,150.99501,,,150.99501,289.325012,354.074005,,,,26.497,,,,,26.497,380.571005,669.896017,0.0,183.110001,,,0.0,,128.604996,311.714996,3.896,315.610996,985.507013,
06/30/1996,996.208984,0.303,0.303,0.0,298.109985,,,308.050995,,,,,45.506001,,,,,651.969971,200.957993,394.14801,-193.190002,0.0,143.281006,,,,143.281006,344.238999,,109.565002,109.565002,,,,32.790001,,,,,132.303994,,,132.303994,274.658997,254.610992,,,,29.603001,,,,,29.603001,284.213993,558.87299,0.0,294.178986,,,0.0,,142.298004,436.47699,0.859,437.33599,996.20898,
09/30/1996,1036.723999,1.575,1.575,0.0,309.820007,,,331.635986,,,,,49.075001,,,,,692.106018,202.272003,402.649994,-200.378006,0.0,142.345993,,,,142.345993,344.617996,,107.695,107.695,,,,49.120998,,,,,129.449993,,,129.449993,286.265991,276.471985,,,,29.528,,,,,29.528,305.999985,592.265976,0.0,294.628998,,,0.0,,149.037994,443.666992,0.791,444.457992,1036.723968,
12/31/1996,1058.730957,8.591,8.591,0.0,323.873993,,,329.362,,,,,47.151001,,,,,708.978027,205.819,414.032013,-208.212997,0.0,143.934006,,,,143.934006,349.753006,,100.342003,100.342003,,,,48.712002,,,,,135.986004,,,135.986004,285.040009,279.748993,,,,28.771,,,,,28.771,308.519993,593.560001,0.0,294.906006,,,0.0,,169.518005,464.424011,0.747,465.171011,1058.731013,
