Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1997,1022.177002,4.951,4.951,0.0,300.63501,,,330.231995,,,,,49.519001,,,,,685.336975,204.824005,,,0.0,132.016006,,,,132.016006,336.840012,,96.370003,96.370003,,,,34.571999,,,,,116.931992,,,116.931992,247.873993,294.529999,,,,26.955999,,,,,26.955999,321.485998,569.359991,0.0,284.092987,,,0.0,,167.994003,452.08699,0.73,452.81699,1022.176981,
06/30/1997,1014.254028,4.23,4.23,0.0,306.230011,,,320.10199,98.786003,26.753,194.563004,,48.737,,,,,679.299011,207.947006,425.865997,-217.919006,0.0,127.008003,109.606003,,,17.402,334.955009,,104.121002,104.121002,,,,39.757,,,,,107.369999,,,107.369999,251.248001,266.393005,,,,29.056999,,,,,29.056999,295.450004,546.698005,0.0,284.674988,,,0.0,,182.087006,466.761994,0.794,467.555994,1014.253999,
09/30/1997,1093.171997,8.483,8.483,0.0,299.868988,,,351.427002,,,,,57.971001,,,,,717.75,219.373993,448.735992,-229.362,0.0,156.048004,,,,156.048004,375.421997,,100.134003,100.134003,,,,21.718,,,,,103.970995,,,103.970995,225.822998,371.174011,,,,26.174999,,,,,26.174999,397.34901,623.172009,0.0,285.648987,,,0.0,,183.552994,469.201981,0.798,469.999981,1093.171989,
12/31/1997,1188.505981,24.059,24.059,0.0,310.069,,,356.752014,,,,,62.500999,,,,,753.380981,241.927994,482.421997,-240.494003,0.0,193.197006,,,,193.197006,435.125,,101.660004,101.660004,,,,58.929001,,,,,153.578995,,,153.578995,314.167999,358.691986,,,,30.459999,,,,,30.459999,389.151985,703.319984,0.0,287.822998,,,0.0,,196.574997,484.397995,0.788,485.185995,1188.505979,
03/31/1998,1186.911011,12.362,12.362,0.0,310.286011,,,324.075012,,,,,105.783997,,,,,752.507019,240.457001,491.93399,-251.477005,0.0,193.947006,,,,193.947006,434.404007,,103.540001,103.540001,,,,60.925999,,,,,134.071995,,,134.071995,298.537994,359.751007,,,,30.583,,,,,30.583,390.334007,688.872002,0.0,288.121002,,,0.0,,209.160995,497.281998,0.757,498.038998,1186.910999,
06/30/1998,1130.68396,16.204,16.204,0.0,299.881012,,,307.188995,120.904999,28.816,157.416,,71.929001,,,,,695.203003,248.367996,442.42099,-194.052994,0.0,187.113007,161.712006,,,25.401001,435.481003,,113.366997,113.366997,,,,74.030998,,,,,139.889999,,,139.889999,327.287994,259.609009,,,,31.253,,,,,31.253,290.862009,618.150003,0.0,288.522003,,,0.0,,223.376999,511.899002,0.635,512.534002,1130.684005,
09/30/1998,1185.182983,5.321,5.321,0.0,299.606995,299.606995,,344.636993,0.0,0.0,344.636993,0.0,82.815002,,,,,732.380005,259.213013,471.444,-212.231003,0.0,193.589996,169.660995,169.660995,0.0,23.929001,452.803009,,104.225998,104.225998,,,,76.883003,,,,,124.577003,,,124.577003,305.686005,337.540985,,,,33.203999,,,,,33.203999,370.744984,676.430988,0.0,288.903015,,,-20.693001,252.414001,-12.569008,508.055008,0.697,508.752008,1185.182996,
12/31/1998,1154.463989,7.746,7.746,0.0,302.709991,302.709991,,332.135986,0.0,0.0,332.135986,0.0,76.827003,,,,,719.419006,245.141998,471.912994,-226.770996,0.0,189.903,165.498993,165.498993,0.0,24.404007,435.044998,,92.546997,92.546997,,,,32.391998,,,,,124.479004,,,124.479004,249.417999,410.061005,,,,31.917,,,,,31.917,441.978004,691.396004,0.0,289.14801,,,-33.778,220.966995,-13.960999,462.376007,0.69,463.066007,1154.462011,
03/31/1999,1129.782959,5.352,5.352,0.0,299.549988,299.549988,,317.682007,0.0,0.0,317.682007,0.0,86.962997,,,,,709.546997,238.598007,476.269012,-237.671005,0.0,181.638,158.190002,158.190002,0.0,23.447998,420.236008,,92.984383,92.984383,,,,31.27,,,,,127.765621,,,127.765621,252.020004,384.773987,,,,30.063,,,,,30.063,414.836987,666.856991,0.0,289.345001,,,-33.977001,232.899002,-25.998997,462.268005,0.658,462.926005,1129.782996,
06/30/1999,1065.755005,2.963,2.963,0.0,303.371002,303.371002,,280.11499,137.565994,37.317001,105.232002,0.0,60.16,,,,,646.609009,241.063004,461.123993,-220.061005,0.0,178.082993,140.824005,140.824005,0.0,37.258987,419.145996,,120.115997,120.115997,,,,31.160999,,,,,135.544018,,,135.544018,286.821014,280.414001,,,,29.584999,,,,,29.584999,309.999001,596.820015,0.0,291.059998,,,0.0,252.988998,-75.862,468.186996,0.748,468.934996,1065.755011,
09/30/1999,1083.963013,11.729,11.729,0.0,303.613007,303.613007,,296.179993,119.191002,37.861,139.128006,0.0,58.459,,,,,669.981018,231.130997,465.735992,-234.604996,0.0,182.850998,143.076996,143.076996,0.0,39.774002,413.981995,,110.127998,110.127998,,,,23.282,,,,,129.549994,,,129.549994,262.959991,331.200989,,,,30.708,,,,,30.708,361.908989,624.86898,0.0,291.204987,,,,257.01001,-89.901016,458.31398,0.78,459.09398,1083.96296,
12/31/1999,1095.684,7.106,7.106,0.0,313.892,313.892,,287.156,114.426,36.287,136.443,0.0,57.669,,,,,665.823,236.976,477.316986,-240.339798,0.0,192.885,151.664,151.664,0.0,41.221,429.861,,127.377,127.377,,,,24.232,,,,,141.146,,,141.146,292.755,306.238,,,,30.21,,,,,30.21,336.448,629.203,0.0,291.436,,,-59.722,278.459,-44.558,465.615,0.866,466.481,1095.684,
03/31/2000,1123.520996,6.306,6.306,0.0,317.777008,317.777008,,303.604004,128.291,39.118,136.195007,0.0,47.644001,,,,,675.330994,244.501999,491.446014,-246.944,0.0,203.688004,162.936996,162.936996,0.0,40.751007,448.190002,,133.119995,133.119995,,,,19.107,,,,,161.372004,,,161.372004,313.598999,306.272003,,,,29.409,,,,,29.409,335.681004,649.280003,0.0,292.445007,,,-66.172997,299.916992,-52.777,473.412003,0.829,474.241003,1123.521005,
06/30/2000,1137.505005,4.365,4.365,0.0,306.596008,306.596008,,298.27301,123.419998,40.814999,134.037994,0.0,61.792,,,,,671.026001,251.737,486.171997,-234.434998,0.0,214.742004,166.647003,166.647003,0.0,48.095001,466.479004,,161.332993,161.332993,,,,22.506001,,,,,177.542019,,,177.542019,361.381012,254.817993,,,,33.917999,,,,,33.917999,288.735992,650.117004,0.0,293.084991,,,-70.003998,322.382996,-59.130997,486.332993,1.055,487.387993,1137.504997,
09/30/2000,1143.232056,4.741,4.741,0.0,309.858002,309.858002,,316.135986,130.804001,43.745998,141.585999,0.0,63.256001,,,,,693.991028,245.016006,481.915985,-236.899994,0.0,204.225006,157.835999,157.835999,0.0,46.389008,449.241013,,143.0,143.0,,,,20.759001,,,,,164.397005,,,164.397005,328.156006,358.605988,,,,32.956001,,,,,32.956001,391.561989,719.717995,0.0,294.341003,,,-122.809998,328.811005,-77.825012,422.516998,0.997,423.513998,1143.231993,
12/31/2000,1230.604,7.414,7.414,,322.938,322.938,,368.636,147.451,49.314,171.871,0.0,66.319,,,,,765.307,265.798,,,,199.499,160.42,160.42,0.0,39.079,465.297,,136.055,136.055,,,,21.878,,,,,173.545,,,173.545,331.478,416.499,,,,34.975,,,,,34.975,451.474,782.952,,295.304,,,-136.972,352.161,-63.903,446.59,1.062,447.652,1230.604,
03/31/2001,1169.239014,6.299,6.299,0.0,310.556,310.556,,349.855988,139.815002,41.292,168.748993,0.0,60.063,,,,,726.773987,250.587997,,,0.0,191.876999,151.147003,151.147003,0.0,40.729996,442.464996,,117.403999,117.403999,,,,12.992,,,,,182.100003,,,182.100003,312.496002,412.682007,,,,33.396999,,,,,33.396999,446.079006,758.575008,0.0,296.083008,,,-136.972,332.963013,-82.392014,409.682007,0.982,410.664007,1169.239015,
06/30/2001,1162.385,2.748,2.748,0.0,315.817,315.817,,317.5,133.579,38.572,145.349,0.0,72.806,,,,,708.871,264.136,489.834,-225.698,0.0,189.378,145.258,145.258,0.0,44.12,453.514,,151.478,151.478,,,,24.938,,,,,173.739,,,173.739,350.155,343.822,,,,44.537,,,,,44.537,388.359,738.514,0.0,297.892,,,-136.972,351.525,-89.503,422.942,0.929,423.871,1162.385,
09/30/2001,1211.69397,8.717,8.717,0.0,305.871002,305.871002,,342.019989,147.669998,42.528999,151.820999,0.0,72.692001,,,,,729.299988,281.041992,,,0.0,201.352005,148.552002,148.552002,0.0,52.800003,482.393997,,156.625,156.625,,,,91.882004,,,,,160.970993,,,160.970993,409.477997,309.425995,,,,48.004002,,,,,48.004002,357.429996,766.907993,0.0,298.709991,,,-138.546005,355.755005,-72.110001,443.80899,0.977,444.78599,1211.693984,
12/31/2001,1197.458984,5.301,5.301,0.0,310.71701,310.71701,,335.061005,147.218994,44.409,143.432999,0.0,68.593002,,,,,719.671997,274.622986,,,0.0,203.164001,144.468002,144.468002,0.0,58.695999,477.786987,,121.751999,121.751999,,,,238.720993,,,,,180.553009,,,180.553009,541.026001,162.166,,,,47.035,,,,,47.035,209.201,750.227001,0.0,301.410004,,,-140.639008,366.681,-81.164993,446.287003,0.945,447.232003,1197.459004,
03/31/2002,1300.655029,84.43,84.43,0.0,317.252991,317.252991,,326.907013,145.625,46.904999,134.376999,0.0,72.528999,,,,,801.119019,283.545013,,,0.0,215.990997,155.462006,155.462006,0.0,60.528992,499.536011,,134.690994,134.690994,,,,11.415,,,,,181.939019,,,181.939019,328.045013,459.39801,,,,46.780998,,,,,46.780998,506.179008,834.224022,0.0,303.233002,,,-140.639008,380.519989,-82.812988,460.300995,6.13,466.430995,1300.655017,
06/30/2002,1480.28,116.253,116.253,0.0,335.019,335.019,,329.935,142.118,54.132,133.685,0.0,95.556,,,,,876.763,325.812,600.899,-275.087,0.0,277.705,199.239,199.239,0.0,78.466,603.517,,193.11,193.11,,,,4.255,,,,,236.106,,,236.106,433.471,470.424,,,,47.523,,,,,47.523,517.947,951.418,0.0,310.549,,,-140.639,405.811,-49.092,526.629,2.233,528.862,1480.28,
09/30/2002,1466.206055,66.443001,66.443001,0.0,327.229004,327.229004,,354.815002,161.167999,54.250999,139.395996,0.0,88.939003,,,,,837.426025,332.390991,,,0.0,296.389008,199.201996,199.201996,0.0,97.187012,628.779999,,157.425995,157.425995,,,,2.742,,,,,238.816014,,,238.816014,398.984009,491.563995,,,,48.390999,,,,,48.390999,539.954994,938.939003,0.0,311.108002,,,-149.289001,414.800995,-51.576996,525.042999,2.224,527.266999,1466.206002,
12/31/2002,1566.362061,102.635002,102.635002,0.0,324.223999,324.223999,,381.269989,178.837006,53.757999,148.675003,0.0,90.920998,,,,,899.049988,356.584991,,,0.0,310.72699,211.240997,211.240997,0.0,99.485992,667.311981,,172.063995,172.063995,,,,4.858,,,,,275.855013,,,275.855013,452.777008,493.148987,,,,51.949001,,,,,51.949001,545.097988,997.874996,0.0,313.510986,,,-156.087006,441.600006,-32.766998,566.256989,2.23,568.486989,1566.361985,
03/31/2003,1579.923,77.268,77.268,0.0,336.921,336.921,,388.586,188.077,57.398,143.111,0.0,90.679,,,,,893.454,371.071,,,0.0,315.398,217.663,217.663,0.0,97.735,686.469,,142.791,142.791,,,,4.239,,,,,289.891,,,289.891,436.921,493.487,,,,51.522,,,,,51.522,545.009,981.93,0.0,313.904,,,-168.537,471.407,-21.096,595.678,2.315,597.993,1579.923,
06/30/2003,1703.657959,147.910995,147.910995,0.0,363.121002,363.121002,,349.626007,168.164001,54.733002,126.728996,0.0,106.966003,,,,,967.624023,393.920013,747.202026,-353.282013,0.0,342.114014,221.578995,221.578995,0.0,120.535019,736.034027,,176.845993,176.845993,,,,5.309,,,,,305.255011,,,305.255011,487.410004,497.759003,,,,62.703999,,,,,62.703999,560.463001,1047.873005,0.0,325.147003,,,-171.850998,508.007996,-5.518997,655.785004,0.0,655.785004,1703.658009,
09/30/2003,1735.563965,144.666,144.666,0.0,370.325989,370.325989,,338.342987,163.350006,51.948002,123.044998,0.0,96.607002,,,,,949.942017,409.920013,,,0.0,375.701996,237.595001,237.595001,0.0,138.106995,785.622009,,149.199005,149.199005,,,,6.269,,,,,334.180005,,,334.180005,489.64801,494.475006,,,,63.872002,,,,,63.872002,558.347008,1047.995018,0.0,330.300995,,,-171.850998,526.968994,2.150009,687.569,0.0,687.569,1735.564018,
12/31/2003,1844.519043,217.929001,217.929001,0.0,388.95401,388.95401,,307.622986,144.802994,48.367001,114.453003,0.0,108.558998,,,,,1023.065002,441.144989,,,0.0,380.30899,253.141998,253.141998,0.0,127.166992,821.453979,,143.143005,143.143005,,,,5.279,,,,,379.903984,,,379.903984,528.325989,472.571014,,,,74.389,,,,,74.389,546.960014,1075.286003,0.0,336.677002,,,-171.850998,567.617981,36.789017,769.233002,0.0,769.233002,1844.519005,
03/31/2004,1944.747,327.613,327.613,0.0,410.915,410.915,,294.869,135.266,47.737,111.866,0.0,105.861,,,,,1139.258,432.277,,,0.0,373.212,251.052,251.052,0.0,122.16,805.489,,170.951,170.951,,,,5.125,,,,,403.924,,,403.924,580.0,473.299,,,,76.698,,,,,76.698,549.997,1129.997,0.0,341.287,,,-171.851,610.459,34.855,814.75,0.0,814.75,1944.747,
06/30/2004,1988.810059,377.708008,377.708008,0.0,426.210999,426.210999,,291.709991,104.705002,44.737999,142.266998,0.0,108.405998,,,,,1204.035034,434.091003,840.205994,-406.11499,0.0,350.68399,251.722,251.722,0.0,98.96199,784.774994,,238.662994,238.662994,,,,7.309,,,,,416.38201,,,416.38201,662.354004,387.615997,,,,63.844002,,,,,63.844002,451.459999,1113.814003,0.0,356.265991,,,-171.850998,662.60199,27.978989,874.995972,0.0,874.995972,1988.809975,
