Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Deferred Income Taxes,Stock-Based Compensation,Other Non-Cash Adjustments,Net Ch in Operating Capital,Net Ch in Operating Loans,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/2010,167.315,68.3,0.681,16.17,-5.289,-0.617,17.445,0.0,-22.117,87.453,-0.188,87.641,0.0,-191.159,-4.857,0.0,-4.857,0.028,0.028,0.0,0.028,0.0,0.0,0.0,0.0,0.0,-189.432,-190.29,,0.858,0.0,0,0.0,0.0,3.102,48.98,0.0,-368.611,-368.611,0,0.0,0.0,0.0,0.0,0.0,478.164,-60.573,,25.136,0.775,52.005,
06/30/2010,3.056,60.547,-1.922,1.182,18.198,-0.09,31.47,0.0,-13.182,-74.949,-13.359,-61.59,,-519.353,-9.007,,-9.007,-0.979,0.038,0.0,0.038,0.0,-1.017,-1.017,0.0,0.0,-510.797,-525.078,,14.281,0.0,0,0.0,0.0,1.43,70.842,0.0,-2.708,0.0,0,0.0,-2.708,0.0,0.0,0.0,120.502,-46.952,,-445.455,,44.805,
09/30/2010,-28.994,66.395,-7.999,4.5,-34.631,-1.033,-8.141,8.1,-33.557,-57.259,-112.29,55.031,0.0,-1338.469,-6.478,0.0,-6.478,-536.516,103.306,0.056,103.25,0.0,-639.822,-431.416,-192.243,-16.163,-421.411,0.0,0.0,-421.411,0.0,0,0.0,0.0,-374.064,3392.823,0.0,462.021,0.0,0,600.0,-137.979,1861.162,1861.162,0.0,1070.838,-1.198,,2025.36,,50.629,
03/31/2011,60.266,88.772,-5.404,7.613,-31.771,-4.354,8.507,5.112,-41.036,1.056,11.287,-10.231,0.0,-423.113,-10.553,0.0,-10.553,-170.586,33.661,1.211,32.45,0.0,-204.247,-115.155,-64.935,-24.157,-241.974,-364.271,0.0,122.297,0.0,0,0.0,0.0,0.0,1104.749,0.0,297.579,0.0,0,300.0,-2.421,0.0,0.0,0.0,808.461,-1.291,,741.902,84.032,46.982,
06/30/2011,36.052,84.832,-0.425,13.026,-34.595,-0.449,0.038,9.401,-43.585,-26.786,-39.362,12.576,0.0,-1630.182,-10.766,0.0,-10.766,-816.194,19.875,-1.211,21.086,0.0,-836.069,-842.254,64.935,-58.75,-795.774,-960.626,0.0,164.852,0.0,0,0.0,0.0,-7.448,114.92,0.0,199.713,0.0,0,200.0,-0.287,0.0,0.0,0.0,-73.623,-11.17,,-1479.21,46.172,44.322,
09/30/2011,6.979,87.793,0.826,15.531,-76.361,-1.279,-29.356,0.138,-45.864,-20.81,7.355,-28.165,0.0,-1581.366,-10.109,2.468,-12.577,-333.476,111.295,3.121,108.174,0.0,-444.771,261.245,-652.882,-53.134,-1157.556,-1126.891,0.0,-30.665,0.0,0,0.0,0.0,-80.225,2847.865,0.0,1002.708,0.0,0,1500.0,-497.292,-2.662,7.338,-10.0,1842.471,5.348,,1273.478,61.752,46.069,
12/31/2011,-38.769,90.691,7.392,16.159,-84.973,-0.335,-38.962,4.316,-49.992,-68.038,-85.165,17.127,0.0,-2191.255,-12.311,0.0,-12.311,-599.923,27.101,1.365,20.083,5.653,-627.024,-424.59,-172.68,-29.754,-1484.021,-1454.124,0.0,-29.897,0.0,0,0.0,0.0,-95.0,796.559,0.0,100.0,0.0,0,100.0,0.0,2.186,2.186,0.0,700.259,-5.886,,-1433.465,74.905,36.64,
03/31/2012,23.715,91.758,11.668,14.852,-19.619,-3.809,21.493,0.421,-37.724,-74.944,82.861,-157.805,0.0,-1040.376,-11.645,0.385,-12.03,-124.686,60.906,1.039,59.867,0.0,-185.592,-114.382,-2.113,-69.097,-895.962,-1134.494,0.0,238.532,0.0,0,0.0,0.0,-8.083,1815.167,-2.451,850.0,0.0,0,950.0,-100.0,199.521,199.521,0.0,802.011,-33.914,,798.506,69.64,36.964,
06/30/2012,77.903,97.907,12.384,16.413,-66.236,-4.754,-19.992,4.063,-45.553,17.435,-11.949,29.384,0.0,-1852.948,-12.221,0.014,-12.235,-252.483,36.36,7.546,28.814,0.0,-288.843,-121.43,-126.598,-40.815,-1581.887,-1793.626,0.0,211.739,0.0,0,0.0,0.0,-6.357,1146.577,-4.091,100.0,0.0,0,100.0,0.0,151.287,151.287,0.0,966.894,-67.513,,-628.468,28.062,36.694,
09/30/2012,275.565,102.696,13.912,14.967,-75.161,-12.547,-24.02,2.01,-40.604,219.151,11.909,207.242,0.0,-1617.056,-10.687,1.64,-12.327,-151.848,20.11,8.421,11.689,0.0,-171.958,-135.783,-11.238,-24.937,-1357.503,-1671.641,0.0,314.138,0.0,0,0.0,0.0,-97.018,1418.431,-18.771,-63.77,0.0,0,0.0,-63.77,-81.916,8.295,-90.211,1493.801,89.087,,76.94,40.166,35.015,
