Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Deferred Income Taxes,Stock-Based Compensation,Other Non-Cash Adjustments,Net Ch in Operating Capital,Net Ch in Operating Loans,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/2012,61.009,109.589,12.857,17.204,-50.413,-17.721,-0.211,2.378,-34.859,-27.442,-132.161,104.719,0.0,-1911.547,-14.933,3.536,-18.469,-292.428,19.704,8.182,11.522,0.0,-312.132,-104.552,-167.508,-40.072,-1470.32,-1785.549,0.0,315.229,-126.313,0,-126.313,0.0,-7.553,1575.044,-32.857,75.0,-25.0,0,0.0,100.0,151.858,151.858,0.0,1385.814,-4.771,,-275.494,41.221,35.307,
03/31/2013,-103.228,122.553,16.385,6.478,-30.2,-25.99,21.442,5.182,-30.834,-218.444,3.1,-221.544,0.0,-741.623,-19.174,0.0,-19.174,-602.011,27.417,2.775,11.247,13.395,-629.428,-82.203,-440.789,-106.436,-151.239,-832.644,0.0,681.405,0.0,0,0.0,0.0,30.801,795.424,-7.776,1035.0,0.0,0,1035.0,0.0,2.659,2.659,0.0,-231.152,-3.307,,-49.427,56.593,24.029,
06/30/2013,416.305,112.47,16.622,12.653,-56.619,-8.779,-18.236,2.221,-31.825,331.179,168.908,162.271,0.0,-2375.613,-11.981,0.0,-11.981,-117.424,173.434,29.689,137.87,5.875,-290.858,-199.151,-7.991,-83.716,-2246.145,-2509.396,0.0,263.251,0.0,0,0.0,0.0,-0.063,1998.209,-25.586,460.0,295.0,0,165.0,0.0,189.313,189.313,0.0,1378.499,-4.017,,38.901,31.335,31.326,
09/30/2013,82.595,111.983,14.466,10.023,-36.975,-1.215,-7.24,-0.881,-27.639,-16.902,-7.399,-9.503,0.0,-2213.451,-15.851,0.0,-15.851,-146.095,87.447,23.454,42.608,21.385,-233.542,-195.074,-0.03,-38.438,-1992.295,-1957.601,0.0,-34.694,0.0,0,0.0,0.0,-59.21,3473.845,-26.323,430.0,-370.0,0,800.0,0.0,8.83,8.83,0.0,3063.465,-2.127,,1342.989,16.858,44.936,
12/31/2013,165.545,115.299,14.313,7.815,-17.812,-0.306,16.196,-37.782,4.08,45.93,8.301,37.629,0.0,-2268.402,-13.574,0.0,-13.574,-659.63,50.304,1.657,48.647,0.0,-709.934,-286.856,-365.405,-57.673,-1614.471,-1637.373,0.0,22.902,0.0,0,0.0,0.0,19.273,976.015,-28.8,0.0,0.0,0,0.0,0.0,212.759,212.759,0.0,795.923,-3.867,,-1126.842,17.343,41.16,
03/31/2014,17.393,114.704,14.651,7.095,8.135,-2.845,23.951,4.553,-17.524,-127.192,-10.048,-117.144,0.0,-1260.053,-8.118,0.0,-8.118,-212.993,136.985,4.38,132.605,0.0,-349.978,-87.51,-201.019,-61.449,-1010.153,-1266.626,0.0,256.473,0.0,0,0.0,0.0,-28.789,2196.997,-29.933,500.0,0.0,0,500.0,0.0,244.109,244.109,0.0,1484.21,-1.389,,954.337,37.583,38.754,
06/30/2014,107.764,120.832,15.043,21.8,-64.068,-14.85,-25.597,-4.752,-18.869,14.157,-30.424,44.581,0.0,-1856.515,-5.099,3.54,-8.639,-510.47,40.874,10.006,26.168,4.7,-551.344,-51.303,-362.439,-137.602,-1369.735,-2466.436,0.0,1096.701,0.0,0,0.0,0.0,28.789,1737.546,-33.264,296.983,0.0,0,399.456,-102.473,12.354,12.354,0.0,1466.09,-4.617,,-11.205,32.029,38.582,
09/30/2014,156.598,136.011,15.668,13.515,-680.17,-624.612,-21.215,3.569,-37.912,671.574,633.486,38.088,0.0,-809.64,-6.203,4.921,-11.124,-192.708,1441.104,16.245,1424.859,0.0,-1633.812,,,,-390.754,-1768.773,,1378.019,0.0,0,0.0,0.0,-219.975,274.753,-33.4,-275.726,0.0,0,0.0,-275.726,4.312,4.312,0.0,578.494,1.073,,-378.289,0.258,39.336,
12/31/2014,214.608,115.459,16.078,14.076,-243.502,-215.306,-18.502,3.786,-13.48,312.497,232.834,79.663,0.0,-2260.556,-14.189,0.0,-14.189,-969.289,734.321,15.857,705.539,12.925,-1703.61,-1263.351,-392.565,-47.694,-1277.078,-2090.569,0.0,813.491,0.0,0,0.0,0.0,0.0,1490.37,-33.434,-7.093,0.0,0,0.0,-7.093,3.601,3.601,0.0,1522.363,4.933,0.0,-555.578,34.003,41.659,
03/31/2015,67.731,115.912,16.674,11.887,20.721,-2.112,38.029,-3.074,-12.122,-97.463,10.978,-108.441,0.0,-1878.658,-7.805,0.0,-7.805,-842.797,653.709,68.749,580.26,4.7,-1496.506,-887.556,-569.682,-39.268,-1028.056,-1427.227,0.0,399.171,0.0,0,0.0,0.0,0.0,2638.311,-33.445,-350.0,0.0,0,0.0,-350.0,215.22,215.22,0.0,2809.775,-3.239,0.0,827.384,51.893,35.153,
06/30/2015,201.405,131.345,19.626,17.005,-41.718,-4.588,-26.939,1.521,-11.712,75.147,62.901,12.246,0.0,-2391.358,-13.433,0.016,-13.449,-231.656,563.206,510.559,,52.647,-794.862,-550.877,-209.3,-34.685,-2143.119,-2698.321,0.0,555.202,0.0,0,0.0,0.0,-3.15,1913.298,-35.933,-200.0,0.0,0,0.0,-200.0,104.133,104.133,0.0,1946.79,98.308,0.0,-276.655,10.155,39.171,
09/30/2015,235.943,134.842,15.364,14.502,-597.613,-570.322,-23.097,6.805,-10.999,668.848,562.624,106.224,0.0,-1852.087,-9.695,0.0,-9.695,-362.252,492.536,0.0,448.742,43.794,-854.788,-461.93,-347.245,-45.613,-1463.315,-1864.836,0.0,401.521,0.0,0,0.0,0.0,-16.825,2044.045,-36.988,-275.0,0.0,100,0.0,-375.0,4.428,4.428,0.0,2451.997,-100.392,0.0,427.901,6.3,34.269,
12/31/2015,85.98,140.046,18.665,12.045,-181.782,-149.076,-26.164,3.298,-9.84,97.006,169.923,-72.917,0.0,-4151.709,-18.824,2.941,-21.765,-2342.048,334.872,257.13,66.026,11.716,-2676.92,-1225.085,-1397.791,-54.044,-1575.697,-1703.381,0.0,127.684,-115.14,0,-115.14,0.0,-100.0,3401.059,-36.998,-356.396,0.0,0,0.0,-356.396,234.77,234.77,0.0,3554.36,5.323,0.0,-664.67,24.282,38.546,
03/31/2016,127.769,157.495,10.789,4.492,53.252,-4.671,48.15,9.773,0.0,-98.259,6.932,-105.191,0.0,-2249.783,-15.968,0.0,-15.968,-863.216,1524.449,1006.566,500.805,17.078,-2387.665,-1737.823,-613.0,-36.842,-1370.599,-1671.844,0.0,301.245,0.0,0,0.0,0.0,0.0,2937.051,-38.647,-200.0,0.0,0,0.0,-200.0,147.437,147.437,0.0,3041.855,-13.594,0.0,815.037,27.783,32.753,
06/30/2016,122.69,164.997,22.871,14.2,9.004,-0.635,-14.022,21.653,2.008,-88.382,-61.49,-26.892,0.0,-2946.845,-19.765,0.0,-19.765,-284.481,801.848,346.067,455.781,0.0,-1086.329,-947.24,0.0,-139.089,-2591.228,-3350.985,0.0,759.757,0.0,0,0.0,0.0,-51.371,2442.065,-41.184,2100.0,850.0,0,1250.0,0.0,195.374,195.374,0.0,224.484,-36.609,0.0,-382.09,18.355,39.982,
09/30/2016,303.233,171.818,19.677,18.0,-34.739,-1.122,-43.292,17.479,-7.804,128.477,-33.047,161.524,0.0,-3527.858,-21.107,0.0,-21.107,-1119.812,514.961,66.774,392.972,55.215,-1634.773,-1341.779,-251.818,-41.176,-2367.159,-2992.443,0.0,625.284,0.0,0,0.0,0.0,-19.78,2647.077,-41.835,-450.0,0.0,0,0.0,-450.0,2.006,2.006,0.0,3903.65,-766.744,0.0,-577.548,3.467,40.846,
12/31/2016,320.123,179.118,24.608,10.5,-20.415,0.545,-30.642,16.227,-6.545,126.312,74.057,52.255,0.0,-4606.135,-28.654,1.254,-29.908,-2311.198,694.096,287.233,406.863,0.0,-3005.294,-2407.024,-544.326,-53.944,-2234.479,-2572.76,0.0,338.281,-31.804,0,-31.804,0.0,0.0,5407.225,-41.874,1687.295,0.0,0,1991.748,-304.453,327.666,327.666,0.0,3539.713,-105.575,0.0,1121.213,39.675,34.812,
03/31/2017,258.433,176.774,21.681,9.088,65.079,-1.929,51.959,14.948,0.101,-14.189,4.269,-18.458,0.0,-2594.833,-44.809,0.0,-44.809,-703.091,376.923,171.794,205.129,0.0,-1080.014,-942.43,-105.353,-32.231,-1846.933,-2218.43,0.0,371.497,0.0,0,0.0,0.0,0.0,2985.063,-40.336,389.349,0.0,0,893.748,-504.399,36.641,236.166,-199.525,2606.081,-6.672,0.0,648.663,32.046,57.788,
06/30/2017,244.09,186.6,18.579,23.938,-9.907,-0.239,-25.552,15.985,-0.101,24.88,-4.867,29.747,0.0,-4953.924,-42.09,0.0,-42.09,-1017.785,261.463,49.252,212.211,0.0,-1279.248,-888.197,-231.0,-160.051,-3894.049,-4140.065,0.0,246.016,0.0,0,0.0,0.0,0.0,4248.574,-41.537,2145.608,0.0,0,2449.58,-303.972,-153.543,195.982,-349.525,2085.358,212.688,0.0,-461.26,20.67,58.692,
09/30/2017,290.155,200.009,23.804,10.113,-27.086,-3.167,-40.201,21.861,-5.579,83.315,21.539,61.776,0.0,-3023.284,-38.326,0.0,-38.326,-683.966,384.684,34.072,350.612,0.0,-1068.65,-837.922,-168.0,-62.728,-2281.362,-2941.297,0.0,659.935,0.0,0,0.0,0.0,-19.63,3119.603,-41.633,749.861,0.0,0,1000.0,-250.139,2.296,2.296,0.0,2144.612,264.467,0.0,386.474,21.686,78.015,
12/31/2017,219.46,194.277,27.89,17.042,43.477,-3.065,22.31,22.451,1.781,-63.226,2.886,-66.112,0.0,-3912.053,-41.481,0.0,-41.481,-1131.656,269.887,0.0,269.887,0.0,-1401.543,-1079.624,-245.0,-76.919,-2738.916,-3555.05,,816.134,0.0,0,0.0,0.0,0.0,3308.015,-42.083,0.0,0.0,0,400.0,-400.0,278.803,278.803,0.0,3480.082,-408.787,0.0,-384.578,20.761,88.324,
03/31/2018,268.717,199.083,26.077,13.0,-27.427,-9.886,-38.202,20.661,0.0,57.984,1.79,56.194,0.0,-969.211,-26.293,0.0,-26.293,2087.733,2466.802,2256.204,192.778,17.82,-379.069,-334.06,0.0,-45.009,-3030.651,-3019.3,0.0,-11.351,0.0,0,0.0,0.0,0.0,2243.404,-40.224,100.0,-100.0,0,850.0,-650.0,3.033,3.033,0.0,2336.002,-155.407,0.0,1542.91,0.347,99.359,
06/30/2018,77.265,209.781,28.013,19.37,11.201,-3.018,-6.17,20.389,0.0,-191.1,20.411,-211.511,0.0,-3403.179,-36.509,0.0,-36.509,42.089,344.842,77.176,212.249,55.417,-302.753,-143.752,0.0,-159.001,-3408.759,-3987.669,0.0,578.91,0.0,0,0.0,0.0,0.0,3479.209,-41.86,1750.0,600.0,0,1750.0,-600.0,143.009,293.009,-150.0,1516.534,111.526,0.0,153.295,63.578,112.535,
09/30/2018,800.062,213.546,29.408,18.633,-4.783,1.352,-31.676,25.541,0.0,543.258,37.141,506.117,0.0,-3373.303,-36.444,0.0,-36.444,222.188,430.558,114.514,293.701,22.343,-208.37,-146.116,0.0,-62.254,-3559.047,-3190.884,0.0,-368.163,0.0,0,0.0,0.0,0.0,1593.66,-46.973,-550.0,-500.0,0,700.0,-750.0,203.043,203.043,0.0,1988.314,-0.724,0.0,-979.581,3.302,138.347,
12/31/2018,-34.84,231.418,30.865,25.089,10.727,0.734,-16.55,26.543,0.0,-332.939,0.174,-333.113,0.0,-3316.326,-34.629,0.0,-34.629,122.221,450.773,,,,-328.552,-282.43,0.0,-46.122,-3441.747,-3606.963,,165.216,0.0,0,0.0,0.0,37.829,3148.68,-46.511,-900.0,0.0,0,0.0,-900.0,-195.418,4.582,-200.0,4297.607,-6.998,0.0,-202.486,30.625,166.543,
03/31/2019,240.242,226.591,29.705,14.2,49.611,-0.21,23.509,26.312,0.0,-79.865,-1.514,-78.351,0.0,-1217.874,-33.748,0.0,-33.748,220.695,496.194,76.411,364.973,54.81,-275.499,-207.388,0.0,-68.111,-1386.674,-1460.699,0.0,74.025,0.0,0,0.0,0.0,-18.147,1859.869,-43.502,-800.0,-100.0,0,400.0,-1100.0,174.825,174.825,0.0,2550.457,-21.911,0.0,882.237,49.8,163.396,
06/30/2019,388.044,222.564,31.949,21.2,8.785,1.078,-17.335,25.042,0.0,103.546,-198.606,302.152,0.0,-4993.324,-36.534,0.0,-36.534,-61.667,726.083,117.218,516.289,92.576,-787.75,-588.243,0.0,-199.507,-4895.123,-4968.93,0.0,73.807,0.0,0,0.0,0.0,0.0,3131.957,-45.222,1400.0,0.0,0,2200.0,-800.0,4.78,4.78,0.0,1819.378,-46.979,0.0,-1473.323,50.035,191.679,
09/30/2019,1173.918,234.844,36.208,16.711,-23.108,0.561,-49.769,25.47,0.63,909.263,-86.534,995.797,0.0,-5318.174,-50.734,0.0,-50.734,-947.204,1211.02,,,,-2158.224,-2095.483,0.0,-62.741,-4095.81,-4084.567,0.0,-11.243,0.0,0,0.0,0.0,-224.426,4105.783,-45.231,1875.0,775.0,0,2100.0,-1000.0,4.256,4.256,0.0,2289.351,-17.593,0.0,-38.473,20.505,243.527,
12/31/2019,-863.693,246.33,39.777,9.579,6.495,1.472,-26.235,27.552,3.706,-1165.874,-146.304,-1019.57,0.0,-5505.38,-46.925,0.0,-46.925,-1217.827,954.515,,,,-2172.342,-1602.524,-401.242,-168.576,-4489.319,-4445.084,0.0,-44.235,29.265,0,0.0,29.265,219.426,5887.03,-43.204,1325.0,25.0,0,2350.0,-1050.0,197.406,387.406,-190.0,4410.975,-3.147,0.0,-482.043,34.975,209.515,
03/31/2020,231.553,218.686,40.5,62.37,35.503,-4.553,1.864,36.41,1.782,-125.506,154.869,-280.375,0.0,-5527.879,-38.886,0.0,-38.886,-310.586,734.08,193.022,541.058,0.0,-1044.666,-879.204,0.0,-165.462,-5160.26,-5252.073,0.0,91.813,0.0,0,0.0,0.0,-18.147,7546.147,-46.295,3750.0,-800.0,0,6150.0,-1600.0,297.658,297.658,0.0,3553.953,-9.169,0.0,2249.821,43.226,214.86,
06/30/2020,112.59,256.768,43.132,31.117,27.925,-0.382,-12.353,34.675,5.985,-246.352,-153.588,-92.764,0.0,-4882.877,-29.413,0.0,-29.413,-137.818,812.038,,,,-949.856,-620.767,-288.989,-40.1,-4715.646,-4253.794,0.0,-461.852,0.0,0,0.0,0.0,0.0,3920.079,-49.892,-840.0,5.0,0,5.0,-850.0,5.972,5.972,0.0,4845.179,-41.18,0.0,-850.208,41.852,153.916,
