Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
04/02/1994,62.356998,,-46.570999,,15.785999,,-15.68,,,,0.106,-0.971,,0.971,,0.0,0.0,-0.865,0.345,-0.52,0.0,,,-0.52,0.0,-0.52,0.0,,-0.52,-0.52,,121.311996,-0.005,-0.005,,121.311996,-0.005,-0.005,-0.005,
07/02/1994,108.330002,,-79.536003,,28.793999,,-17.674999,,,,11.119,-0.174,,0.174,,0.0,0.0,10.945,-4.418,6.527,0.0,,,6.527,0.0,6.527,0.0,,6.527,6.527,,139.488007,0.04625,0.04625,,139.488007,0.04625,0.04625,0.04625,
10/01/1994,74.888,,-54.368999,,20.519001,,-16.261,,,,4.258,-0.311,,0.311,,0.0,0.0,3.947,-1.576,2.371,0.0,,,2.371,0.0,2.371,0.0,,2.371,2.371,,139.488007,0.01625,0.01625,,139.488007,0.01625,0.01625,0.01625,
12/31/1994,84.391998,,-61.304001,,23.087997,,-18.018999,,,,5.069,-0.342,,0.342,,0.0,0.0,4.727,-1.847,2.88,0.0,,,2.88,0.0,2.88,0.0,,2.88,2.88,,139.488007,0.02,0.02,,139.488007,0.02,0.02,0.02,
04/01/1995,71.5,,-53.694,,17.806,,-17.861,,,,-0.055,-0.355,,0.355,,0.0,0.0,-0.41,0.164,-0.246,0.0,,,-0.246,0.0,-0.246,0.0,,-0.246,-0.246,,139.488007,-0.0025,-0.0025,,139.488007,-0.0025,-0.0025,-0.0025,
07/01/1995,123.617996,,-92.086998,,31.530998,,-19.648001,,,,11.883,-0.25,,0.25,,0.0,0.0,11.633,-4.656,6.977,0.0,,,6.977,0.0,6.977,0.0,,6.977,6.977,,139.488007,0.049375,0.049375,,139.488007,0.049375,0.049375,0.049375,
09/30/1995,88.295998,,-65.414001,,22.881996,,-18.693001,,,,4.189,-0.465,,0.465,,0.0,0.0,3.724,-1.488,2.236,0.0,,,2.236,0.0,2.236,0.0,,2.236,2.236,,139.488007,0.015625,0.015625,,139.488007,0.015625,0.015625,0.015625,
12/31/1995,100.488998,,-74.052002,,26.436996,,-19.909,,,,6.528,-0.66,,0.66,,0.0,0.0,5.868,-2.313,3.555,0.0,,,3.555,0.0,3.555,0.0,,3.555,3.555,,139.488007,0.025,0.025,,139.488007,0.025,0.025,0.025,
03/30/1996,81.156998,,-60.595001,,20.561996,,-21.5,,,,-0.938,-0.669,,0.669,,0.0,0.0,-1.607,0.643,-0.964,0.0,,,-0.964,0.0,-0.964,0.0,,-0.964,-0.964,,139.488007,-0.0075,-0.0075,-0.0075,139.488007,-0.0075,-0.0075,-0.0075,
06/29/1996,146.716995,,-108.919998,,37.796997,,-24.099001,,,,13.698,-0.566,,0.566,,0.0,0.0,13.132,-5.264,7.868,0.0,,,7.868,0.0,7.868,0.0,,7.868,7.868,,139.488007,0.05625,0.05625,0.05625,139.488007,0.05625,0.05625,0.05625,
