Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Adjustments,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,EV/Cash Flow to Firm,EV/Free Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/1990,,,,,,,,,,,,,,,,192.479992,,,,
06/30/1990,155.839001,-22.159,0.0,0.0,6.915,,140.595001,30.358999,22.77743,0.049184,,,,,,250.006741,234.76274,1.451948,,
09/30/1990,218.001248,-19.298,0.0,0.0,3.214,,201.917247,27.016,11.896654,0.015917,,,,,,230.80251,214.718509,1.374859,,
12/31/1990,259.635509,-18.716999,0.0,0.0,3.487,,244.40551,35.617001,9.790269,0.014267,2.166581,,,,,291.173756,275.943757,1.573804,,
03/31/1991,518.205,-26.142999,0.0,0.0,4.016,,496.078001,44.15,9.096263,0.008096,3.708689,,,,,566.98575,544.858751,2.88686,,
06/30/1991,422.412731,-24.049999,0.0,0.0,2.408,,400.770732,49.435999,4.870944,0.006008,2.645212,,,,,507.10052,485.458521,2.534983,,
09/30/1991,674.877505,-13.122,0.0,0.0,2.892,,664.647505,52.039,5.557371,0.004351,3.789195,,,,,760.960759,750.730759,3.893202,,
12/31/1991,973.303988,-20.046,0.0,0.0,2.745,,956.002989,63.373002,4.331498,0.002871,4.83817,,,,,1105.691505,1088.390506,5.463624,,
04/01/1992,981.112543,-32.996999,0.0,0.0,3.245,,951.360544,78.597,4.128656,0.003411,4.339396,,,,,1091.02275,1061.270751,5.181702,,
07/04/1992,853.612518,-33.720001,0.0,0.0,2.049,,821.941517,89.204001,2.296982,0.002493,3.290741,,,,,1048.650026,1016.979025,4.513583,,
10/03/1992,243.610502,-28.868999,0.0,0.0,2.282,,217.023503,77.627,2.939699,0.010515,0.857658,,,,,268.264498,241.677498,1.169257,,
01/01/1993,323.675507,-27.805,0.0,0.0,1.91,,297.780507,70.842999,2.696103,0.006414,1.159739,,,,,387.75387,361.85887,1.56687,,
04/02/1993,304.469987,-53.337002,0.0,0.0,27.128,,278.260985,96.703002,28.052904,0.097491,1.080453,,,,,303.679513,277.470511,1.456559,,
07/02/1993,338.181002,-51.280998,0.0,0.0,26.994,,313.894004,91.050997,29.647122,0.085997,1.152539,,,,,421.808252,397.521254,1.479292,,
10/01/1993,519.86551,-55.173,0.0,0.0,26.781,,491.473509,97.368999,27.504647,0.054491,1.67119,,,,,642.81528,614.423279,2.274835,,
12/30/1993,561.778874,-47.203999,0.0,0.0,26.603,,541.177875,96.333995,27.615381,0.049158,1.717469,,,,,624.014983,603.413984,2.212646,,
03/31/1994,546.718781,-60.534,0.0,0.0,26.813,,512.997781,90.867001,29.507962,0.052267,1.562593,19.365715,,,,496.359375,462.638375,1.832658,,
06/30/1994,381.528262,-64.716003,0.0,0.0,26.58,,343.392259,94.427008,28.148726,0.077404,1.064479,8.233444,18.477845,,,386.36577,348.229767,1.209434,,
09/30/1994,535.808109,-60.363998,0.0,0.0,26.346999,,501.79111,104.886993,25.119415,0.052506,1.558445,7.215967,11.308988,,,544.561519,510.54452,1.748645,,
12/30/1994,637.909994,-87.046003,0.0,0.0,26.116999,,576.98099,119.229006,21.904904,0.045265,1.783839,6.09266,8.112097,15.109608,,645.137529,584.208525,1.978564,,
03/31/1995,1167.986023,-131.795004,0.0,0.0,25.524,,1061.715019,210.398,12.131294,0.02404,2.993926,19.217257,26.838773,26.776722,,1300.282,1194.010996,2.613414,,
06/30/1995,1114.546097,-113.724998,0.0,0.0,15.757,,1016.578099,154.606007,10.191713,0.0155,2.66556,19.605379,29.300421,23.220534,,1573.312111,1475.344113,3.292113,,
09/30/1995,1179.449959,-120.511002,0.0,0.0,15.81,,1074.748957,175.850001,8.990617,0.01471,2.616189,79.130393,963.900981,,,1574.940033,1470.239031,3.417109,,
12/31/1995,1240.759526,-122.209,0.0,0.0,15.818,,1134.368527,187.196982,8.449922,0.013944,2.591208,,,,,1234.737714,1128.346714,2.657049,,
03/31/1996,690.56352,-129.199003,0.0,0.0,15.068,,576.432517,195.385009,7.711953,0.02614,1.224236,,,,,697.528851,583.397848,1.34339,,
06/30/1996,683.787489,-139.096001,0.0,0.0,15.028,,559.719488,202.745987,7.412231,0.026849,1.190376,,,,,689.15,565.081999,1.278996,,
09/27/1996,602.337994,-140.277998,0.0,0.0,15.019,,477.078996,204.041011,7.360775,0.031481,1.013182,,,,,604.461002,479.202004,1.089062,,
12/27/1996,775.307124,-133.438004,0.0,0.0,15.247,,657.11612,220.570997,6.912513,0.023203,1.358082,,43.831116,,,800.308381,682.117377,1.496466,,
03/31/1997,789.834722,-160.082004,0.0,0.0,15.041,,644.793718,233.019989,6.454811,0.023327,1.365559,11.185791,18.489239,6.745995,9.428642,806.70675,661.665746,1.454151,,
06/30/1997,1085.701464,-187.272003,0.0,0.0,15.039,,913.468461,251.791014,5.97281,0.016464,1.834344,12.134762,17.229402,7.678982,9.864248,1138.3125,966.079497,2.050821,,
