Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,139.149994,-20.59,118.559994,-93.448997,25.111,-3.294,0.0,-0.299,21.518,-8.069,13.449,0,0,13.449,0,13.449,13.449,,0.085,0.085,157.296005,,,,,
06/30/1990,148.977005,-21.320999,127.656006,-101.168999,26.487,-3.349,0.0,0.418,23.556,-8.716,14.84,0,0,14.84,0,14.84,14.84,,0.095,0.095,159.912003,,,,,
09/30/1990,165.304993,-19.674,145.630993,-112.879997,32.750999,-3.586,0.0,1.105,30.27,-11.092,19.177999,0,0,19.177999,0,19.177999,19.177999,,0.12,0.12,161.587997,,,,,
12/31/1990,179.238007,-30.319,148.919007,-113.958,34.960999,-3.983,0.0,1.789,32.766999,-11.58,21.187,0,0,21.187,0,21.187,21.186999,0.13,0.13,0.13,162.976928,0.13,0.13,0.13,162.976928,
03/31/1991,176.787994,-18.524,158.263994,-130.421997,27.841999,-3.686,0.0,1.074,25.229999,-9.335,15.895,0,0,15.895,0,15.895,15.894999,,0.1,0.1,165.348007,,,,,
06/30/1991,210.104996,-27.636,182.468996,-146.453003,36.015999,-3.774,0.0,1.734,33.975999,-12.571,21.405001,0,0,21.405001,0,21.405001,21.404999,,0.13,0.13,165.850998,,,,,
09/30/1991,229.735001,-26.726999,203.008001,-158.598007,44.41,-3.43,0.0,1.759,42.739,-15.386,27.353001,0,0,27.353001,0,27.353001,27.353,,0.16,0.16,170.722,,,,,
12/31/1991,251.375,-49.138,202.237,-156.125,46.112,-3.289,0.0,1.609,44.432,-15.404,29.028,0,0,29.028,0,29.028,29.028,0.17,0.17,0.17,170.752945,0.17,0.17,0.17,170.752945,
03/31/1992,253.966003,-30.688999,223.277004,-180.044998,43.231998,-2.934,0.0,0.625,40.922998,-15.244,25.679001,0,0,25.679001,0,25.679001,25.678998,,0.15,0.15,175.740005,,,,,
06/30/1992,264.608002,-32.338001,232.27,-183.675995,48.594002,-2.918,0.0,1.731,47.407002,-17.438999,29.968,0,0,29.968,0,29.968,29.968003,,0.17,0.17,180.662994,,,,,
09/30/1992,283.75,-28.316999,255.433001,-195.235992,60.196999,-2.494,0.0,4.239,61.941998,-20.665001,41.277,0,0,41.277,0,41.277,41.276998,,0.22,0.22,189.451996,,,,,
12/31/1992,465.346985,-104.831001,360.515984,-317.850006,42.666,-9.447,0.0,47.729,80.948,-29.603001,51.345001,0,0,51.345001,0,51.345001,51.344999,0.23,0.23,0.23,206.690994,0.23,0.23,0.23,206.690994,
03/31/1993,433.39801,-86.014,347.38401,-270.455994,76.928001,-6.559,,0.003,70.372001,-25.686001,44.686001,0,0,44.686001,0,44.686001,44.686001,,0.22,0.22,196.003006,,,,,
06/30/1993,492.458008,-81.471001,410.987007,-329.257996,81.728996,-9.353,0.0,3.161,75.536997,-27.570999,47.966,0,0,47.966,0,47.966,47.965997,,0.22,0.22,207.332001,,,,,
09/30/1993,577.450012,-450.121002,127.32901,,127.329002,,,-57.630001,69.699001,,69.698997,0,0,69.698997,0,69.698997,,,0.32,0.32,220.376999,,,,,
12/31/1993,723.697021,-586.656006,137.041016,,137.041,,,-55.745998,81.295002,,81.294998,0,0,81.294998,0,81.294998,,,0.34,0.34,220.199997,,,,,
03/31/1994,696.531006,-133.386993,563.144012,-443.545013,119.598999,-11.619,0.0,7.247,115.226999,-42.633999,72.593002,0,0,72.593002,0,72.593002,72.593,,0.29,0.29,253.757996,,,,,
06/30/1994,676.26001,-127.366997,548.893013,-430.014008,118.878998,-28.318001,0.0,9.441,100.001997,-37.000999,63.000999,0,0,63.000999,0,63.000999,63.000998,,0.25,0.25,253.992996,,,,,
