Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/2006,1,-126,67,115,,,115,-55,,,,-55,,-34,-94,0.0,,,-94,,,0.0,0.0,0.0,,,,,60,136,0.0,131,,,,0.0,0.0,0.0,5,,103,0.0,0.0,
06/30/2006,86,-28,135,-11,,,-11,-10,,,,-10,,-124,-182,0.0,,,-182,,,0.0,0.0,0.0,,,,,58,147,0.0,147,,,,0.0,0.0,0.0,0,,109,0.0,0.0,
09/30/2006,-72,-356,71,174,,-14.0,188,39,,,,39,,671,-74,0.0,,,-74,,,0.0,0.0,0.0,,,,,745,-585,0.0,-597,,,,0.0,0.0,0.0,12,,-86,0.0,0.0,
12/31/2006,38,-229,72,127,,-27.0,154,68,-62.0,10.0,,120,,-633,-75,0.0,,,-75,,,0.0,0.0,0.0,,,,,-558,514,0.0,494,,,,0.0,0.0,0.0,20,,-81,0.0,0.0,
03/31/2007,-17,-92,70,5,,,5,0,,,,0,,274,-39,0.0,,,-39,,,0.0,0.0,0.0,,,,,313,274,0.0,265,,,,0.0,0.0,0.0,9,,531,,,
06/30/2007,-135,-133,69,28,,,28,-99,,,,-99,,-10,-55,0.0,,,-55,,,0.0,0.0,0.0,,,,,45,-89,0.0,-93,,,,0.0,0.0,0.0,4,,-234,0.0,0.0,
09/30/2007,-89,-69,70,-121,,,-121,31,,,,31,,163,-54,0.0,,,-54,,,0.0,0.0,0.0,,,,,217,-40,0.0,47,,,,0.0,0.0,0.0,-87,,34,0.0,0.0,
12/31/2007,189,-257,70,306,,-29.0,335,70,-23.0,-5.0,,98,,-79,-106,0.0,,,-106,,,0.0,0.0,0.0,,,,,27,126,0.0,-40,,,,0.0,0.0,0.0,166,,236,0.0,0.0,
03/31/2008,-1078,659,89,-1698,,189.0,-1887,-128,,,,-128,,56,-45,,,,-45,,,0.0,0.0,0.0,,,,,101,1005,0.0,365,,,,771.0,771.0,0.0,-131,,-17,,,
06/30/2008,105,-122,103,109,,-15.0,124,0,,,,0,,-59,-47,,,,-47,,,,,,,,,,-12,-113,-11.0,-84,,,,,,,-18,,-67,,,
