Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2000,16.681999,,,-2.081,,,14.600999,,-10.796,,,,3.805,0.877,,,,0.0,,-0.877,4.682,-1.41,3.272,0.0,,,3.272,0.0,3.272,0.0,0.0,3.272,3.272,,61.98,0.0525,0.0525,0.06,63.891998,0.0525,0.0525,0.06,
12/31/2000,24.152,,,-2.807,,,21.345,,-15.594,,,,5.751,0.81,,,,0.0,,-0.81,6.561,-2.102,4.459,0.0,,,4.459,0.0,4.459,0.0,0.0,4.459,4.459,,62.608,0.07,0.07,0.085,64.367996,0.0675,0.0675,0.0825,
03/31/2001,18.222,,,-2.663,,,15.559,,-12.745,,,,2.814,0.644,,0.0,,0.0,,-0.644,3.458,-1.087,2.371,0.0,,,2.371,0.0,2.371,0.0,0.0,2.371,2.371,,59.655998,0.04,0.04,0.055,61.972,0.0375,0.0375,0.0525,
06/30/2001,20.931,,,-2.946,,,17.985,,-13.28,,,,4.705,0.467,,0.0,,0.0,,-0.467,5.172,-1.603,3.569,0.0,,,3.569,0.0,3.569,0.0,0.0,3.569,3.569,,57.368,0.0625,0.0625,0.075,60.683998,0.06,0.06,0.0725,
09/30/2001,20.610001,,,-2.711,,,17.899001,,-14.532,,,,3.367,0.483,,0.0,,0.0,,-0.483,3.85,-1.196,2.654,0.0,,,2.654,0.0,2.654,0.0,0.0,2.654,2.654,,58.127998,0.045,0.045,0.08,62.307999,0.0425,0.0425,0.0775,
12/31/2001,25.073,,,-3.033,,,22.04,,-14.378,,,,7.662,-0.16,,,,0.0,,0.16,7.502,-2.404,5.098,0.0,,,5.098,0.0,5.098,0.0,0.0,5.098,5.098,,57.708,0.0875,0.0875,0.1025,62.771999,0.0825,0.0825,0.095,
03/31/2002,21.264999,,,-2.851,,,18.413999,,-12.909,,,,5.505,0.171,,,,0.0,,-0.171,5.676,-1.788,3.888,0.0,,,3.888,0.0,3.888,0.0,0.0,3.888,3.888,,58.352001,0.0675,0.0675,0.0725,63.372002,0.0625,0.0625,0.065,
06/30/2002,22.733999,,,-2.809,,,19.924999,,-13.457,,,,6.468,0.323,,,,0.0,,-0.323,6.791,-2.071,4.72,0.0,,,4.72,0.0,4.72,0.0,0.0,4.72,4.72,,58.68,0.08,0.08,0.085,63.316002,0.075,0.075,0.08,
09/30/2002,21.745001,,,-3.021,,,18.724001,,-12.924,,,,5.8,0.032,,,,0.0,,-0.032,5.832,-1.75,4.082,0.0,,,4.082,0.0,4.082,0.0,0.0,4.082,4.082,,58.312,0.07,0.07,0.075,61.900002,0.065,0.065,0.07,
12/31/2002,25.267,,,-3.079,,,22.188,,-12.887,,,,9.301,-0.215,,,,,,0.215,9.086,-2.817,6.269,,,,6.269,,6.269,,,6.269,6.269,,58.228,0.1075,0.1075,0.1075,61.496,0.1025,0.1025,0.1025,
03/31/2003,24.6,,,-4.073,,,20.527,,-14.56,,,,5.967,0.534,,,,0.0,,-0.534,6.501,-2.222,4.279,0.0,,,4.279,0.0,4.279,0.0,0.0,4.279,4.279,,58.507999,0.0725,0.0725,0.085,62.335999,0.0675,0.0675,0.0775,
06/30/2003,27.643,,,-5.157,,,22.486,,-16.483,,,,6.003,0.772,,,,0.0,,-0.772,6.775,-2.303,4.472,0.0,,,4.472,0.0,4.472,0.0,0.0,4.472,4.472,,59.436001,0.075,0.075,0.0975,63.616001,0.0725,0.0725,0.0925,
09/30/2003,28.038,,,-5.296,,,22.742,,-14.823,,,,7.919,-0.808,,,,0.0,,0.808,7.111,-1.75,5.361,0.0,,,5.361,0.0,5.361,0.0,0.0,5.361,5.361,,60.424,0.09,0.09,0.11,64.944,0.0825,0.0825,0.1025,
12/31/2003,33.254002,,,-5.548,,,27.706002,,-17.278,,,,10.428,-0.141,,,,0.0,,0.141,10.287,-3.086,7.201,0.0,,,7.201,0.0,7.201,0.0,0.0,7.201,7.201,,60.956001,0.1175,0.1175,0.135,65.592003,0.1125,0.1125,0.125,
03/31/2004,31.332001,,,-5.175,,,26.157001,,-16.187,,,,9.97,0.23,,,,0.0,,-0.23,10.2,-3.06,7.14,0.0,,,7.14,0.0,7.14,0.0,0.0,7.14,7.14,,61.26,0.1175,0.1175,0.1275,65.844,0.1075,0.1075,0.1175,
06/30/2004,32.001999,,,-4.978,,,27.023999,,-16.346001,,,,10.678,0.146,,,,0.0,,-0.146,10.824,-3.247,7.577,0.0,,,7.577,0.0,7.577,0.0,0.0,7.577,7.577,,61.6,0.1225,0.1225,0.1325,65.932,0.115,0.115,0.125,
09/30/2004,32.318001,,,-4.831,,,27.487001,,-16.131001,,,,11.356,-0.48,,,,0.0,,0.48,10.876,-3.277,7.599,0.0,,,7.599,0.0,7.599,0.0,0.0,7.599,7.599,,62.152,0.12,0.12,0.13,66.463997,0.115,0.115,0.125,
12/31/2004,38.887,,,-6.323,,,32.564,,-18.59,,,,13.974,2.027,,,,0.0,,-2.027,16.001,-3.75,12.251,0.0,,,12.251,0.0,12.251,0.0,0.0,12.251,12.251,,63.03,0.195,0.195,0.19,67.174,0.18,0.18,0.175,
03/31/2005,37.624001,,,-6.018,,,31.606,,-18.184999,,,,13.421,0.613,,,,0.0,,-0.613,14.034,-4.351,9.683,0.0,,,9.683,0.0,9.683,0.0,0.0,9.683,9.683,,62.984001,0.155,0.155,0.165,67.531998,0.145,0.145,0.155,
06/30/2005,37.655998,,,-5.837,,,31.818998,,-18.490999,,,,13.328,1.046,,,,0.0,,-1.046,14.374,-4.599,9.775,0.0,,,9.775,0.0,9.775,0.0,0.0,9.775,9.775,,63.334,0.155,0.155,0.165,67.564003,0.145,0.145,0.155,
09/30/2005,39.035,,,-6.033,,,33.002,,-18.673,,,,14.329,1.141,,,,0.0,,-1.141,15.47,-4.296,11.174,0.0,,,11.174,0.0,11.174,0.0,0.0,11.174,11.174,,63.702,0.175,0.175,0.185,67.844,0.165,0.165,0.175,
12/31/2005,43.721,,,-6.151,,,37.57,,-19.808,,,,17.762,1.471,,,,0.0,,-1.471,19.233,-5.962,13.271,0.0,,,13.271,0.0,13.271,0.0,0.0,13.271,13.271,,63.97,0.205,0.205,0.215,68.108,0.195,0.195,0.205,
03/31/2006,46.011,,,-6.868,,,39.143,,-21.324,,,,17.819,1.698,,,-1.5,0.0,,-0.198,19.517,-6.604,12.913,0.0,,,12.913,0.0,12.913,0.0,0.0,12.913,12.913,,64.244,0.2,0.2,0.21,68.33,0.19,0.19,0.2,
06/30/2006,62.264,,,-9.714,,,52.55,0.0,-38.957,22.02,,16.937,13.593,-29.282,0.9,2.2,-1.3,0.0,,28.382,-15.689,,-15.689,0.0,,,,0.0,-15.689,0.0,0.0,-15.689,-15.689,,72.612,-0.265,-0.265,0.2,72.612,-0.265,-0.265,0.2,
09/30/2006,70.117,,,-12.182,,,57.935,,-45.08,,,,12.855,-1.643,2.1,3.0,-0.9,0.0,,-0.457,11.212,-2.84,8.372,0.0,,,8.372,0.0,8.372,0.0,0.0,8.372,8.372,,76.804,0.11,0.11,0.235,80.58,0.105,0.105,0.225,
12/31/2006,85.248,,,-19.086,,,66.162,0.0,-46.173,28.709,,17.464,19.989,-1.968,1.551,2.6,-1.049,0.0,,0.417,18.021,-5.757,12.264,0.0,,,12.264,0.0,12.264,0.0,0.0,12.264,12.264,7.32,77.086,0.16,0.16,0.16,80.774,0.15,0.15,0.15,
03/31/2007,87.859,,,-18.88,,,68.979,,-42.158,,,,26.821,-1.037,0.9,1.8,-0.9,0.0,,0.137,25.784,-9.633,16.151,0.0,,,16.151,0.0,16.151,0.0,0.0,16.151,16.151,,77.366,0.21,0.21,0.28,80.734,0.2,0.2,0.265,
06/30/2007,92.211,,,-13.549,,,78.662,0.0,-42.884,27.095,,15.789,35.778,-1.335,0.853,1.966,-1.113,0.0,,0.482,34.443,-10.805,23.638,0.0,,,23.638,0.0,23.638,0.0,0.0,23.638,23.638,,77.611,0.24,0.24,0.3,80.886,0.23,0.23,0.29,
09/30/2007,94.034,,,-19.391,,,74.643,,-43.033,,,,31.61,-0.664,,1.6,-1.273,0.0,,0.337,30.946,-12.25,18.696,0.0,,,18.696,0.0,18.696,0.0,0.0,18.696,18.696,,77.981,0.24,0.24,0.3,81.196,0.23,0.23,0.29,
12/31/2007,111.236,,,-20.845,,,90.391,0.0,-52.449,34.526,,17.923,37.942,0.53,-0.395,1.273,-1.668,0.0,,-0.135,38.472,-9.183,29.289,0.0,,,29.289,0.0,29.289,0.0,0.0,29.289,29.289,,78.208,0.37,0.37,0.4,81.723,0.36,0.36,0.38,
03/31/2008,109.545,,,-20.907,,,88.638,,-46.837,,,,41.801,1.543,,0.985,-1.596,0.0,,-0.932,43.344,-17.49,25.854,0.0,,,25.854,0.0,25.854,0.0,0.0,25.854,25.854,,78.302,0.33,0.33,0.39,81.643,0.32,0.32,0.38,
06/30/2008,111.246,,,-20.53,,,90.716,,-46.862,,,,43.854,-0.408,,1.242,-1.212,0.0,,0.378,43.446,-15.317,28.129,0.0,,,28.129,0.0,28.129,0.0,0.0,28.129,28.129,,78.503,0.36,0.36,0.42,82.083,0.34,0.34,0.39,
09/30/2008,122.247,,,-24.587,,,97.66,,-59.364,,,,38.296,-1.723,,3.122,-1.672,0.0,,0.273,36.573,-10.798,25.775,0.0,,,25.775,0.0,25.775,0.0,0.0,25.775,25.775,,85.687,0.3,0.3,0.38,90.117,0.29,0.29,0.37,
12/31/2008,135.301,,,-25.39,,,109.911,,-64.131,,,,45.78,-2.452,2.898,3.993,-1.095,0.0,,-0.446,43.328,-11.415,31.913,0.0,,,31.913,0.0,31.913,0.0,0.0,31.913,31.913,,89.406,0.36,0.36,0.43,93.23,0.34,0.34,0.4,
03/31/2009,116.31,45.821,70.489,-23.628,14.632,,92.682,0.0,-57.853,33.825,20.03,3.998,34.829,-3.196,2.708,3.277,-0.569,,,0.488,31.633,-10.538,21.095,0.0,0.0,0.0,21.095,,21.095,0.0,0.0,21.095,24.41,3.315,88.866,0.24,0.24,0.274683,92.175,0.23,0.23,0.265964,
06/30/2009,122.026,48.89,73.136,-24.058,15.057,,97.968,0.0,-57.308,32.57,19.909,4.829,40.66,-3.398,2.581,2.941,-0.36,,,0.817,37.262,-10.125,27.137,0.0,0.0,0.0,27.137,0.0,27.137,0.0,0.0,27.137,27.977,0.84,87.726,0.31,0.31,0.318913,91.048,0.3,0.3,0.309226,
09/30/2009,128.187,51.792,76.395,-23.889,14.884,,104.298,0.0,-56.666,31.719,19.462,5.485,47.632,-1.834,1.888,2.313,-0.425,,,-0.054,45.798,-15.269,30.529,0.0,0.0,0.0,30.529,0.0,30.529,0.0,0.0,30.529,31.529,1.0,88.284,0.35,0.35,0.357132,91.64,0.33,0.33,0.340912,
12/31/2009,150.362,54.749,95.613,-25.661,16.652,,124.701,0.0,-64.345,39.15,20.455,4.74,60.356,-1.52,1.484,1.87,-0.386,,,0.036,58.836,-21.206,37.63,0.0,0.0,0.0,37.63,0.0,37.63,0.0,0.0,37.63,38.19,0.56,89.067,0.42,0.42,0.428778,92.277,0.41,0.41,0.416069,
03/31/2010,136.053,54.467,81.586,-24.653,16.439,,111.4,0.0,-61.777,35.228,22.587,3.962,49.623,-1.688,1.181,1.549,-0.368,,,0.507,47.935,-15.566,32.369,0.0,0.0,0.0,32.369,,32.369,0.0,0.0,32.369,32.369,0.0,89.964,0.36,0.36,0.36,92.774,0.35,0.35,0.35,
06/30/2010,137.767,56.023,81.744,-24.14,15.962,,113.627,0.0,-61.244,35.979,21.39,3.875,52.383,-0.684,0.823,1.245,-0.422,,,-0.139,51.699,-16.206,35.493,0.0,0.0,0.0,35.493,0.0,35.493,0.0,0.0,35.493,35.493,0.0,90.614,0.39,0.39,0.39,93.146,0.38,0.38,0.38,
09/30/2010,139.843,57.2,82.643,-25.279,17.099,,114.564,0.0,-62.687,36.954,21.696,4.037,51.877,-0.985,0.411,0.902,-0.491,,,0.574,50.892,-14.762,36.13,0.0,0.0,0.0,36.13,0.0,36.13,0.0,0.0,36.13,36.715,0.585,90.88,0.4,0.4,0.403994,93.212,0.39,0.39,0.396276,
12/31/2010,166.573,61.513,105.06,-26.807,18.622,,139.766,0.0,-74.381,46.935,23.317,4.129,65.385,0.483,0.162,0.792,-0.63,,,-0.645,65.868,-16.728,49.14,0.0,0.0,0.0,49.14,,49.14,0.0,0.0,49.14,47.04,-2.1,91.278,0.54,0.54,0.515349,93.706,0.52,0.52,0.497589,
03/31/2011,158.047,62.18,95.867,-26.582,19.084,,131.465,0.0,-69.191,40.476,24.698,4.017,62.274,-0.622,0.108,0.803,-0.695,,,0.514,61.652,-19.411,42.241,0.0,0.0,0.0,42.241,0.0,42.241,0.0,0.0,42.241,42.241,0.0,91.767,0.46,0.46,0.46,94.171,0.45,0.45,0.45,
06/30/2011,162.258,64.822,97.436,-28.063,20.561,,134.195,0.0,-69.382,40.13,25.182,4.07,64.813,-0.17,0.062,0.774,-0.712,,,0.108,64.643,-19.212,45.431,0.0,0.0,0.0,45.431,0.0,45.431,0.0,0.0,45.431,46.666,1.235,91.94,0.49,0.49,0.50757,94.188,0.48,0.48,0.493112,
09/30/2011,172.935,68.458,104.477,-31.027,22.034,,141.908,0.0,-76.579,43.18,28.899,4.5,65.329,0.114,-0.036,0.753,-0.789,,,-0.078,65.443,-19.897,45.546,0.0,0.0,0.0,45.546,0.0,45.546,0.0,0.0,45.546,45.6695,0.1235,92.277,0.49,0.49,0.494917,94.445,0.48,0.48,0.481308,
12/31/2011,198.209,70.108,128.101,-33.342,23.607,,164.867,0.0,-91.724,56.571,29.751,5.402,73.143,-0.023,0.198,1.002,-0.804,,,-0.175,73.12,-25.663,47.457,0.0,0.0,0.0,47.457,0.0,47.457,0.0,0.0,47.457,47.4635,0.0065,92.496,0.51,0.51,0.513141,94.72,0.5,0.5,0.500069,
03/31/2012,185.345,71.791,113.554,-34.342,24.128,,151.003,0.0,-83.175,45.249,31.501,6.425,67.828,-0.533,-0.083,0.818,-0.901,,,0.616,67.295,-21.756,45.539,0.0,0.0,0.0,45.539,0.0,45.539,0.0,0.0,45.539,45.539,0.0,92.817,0.49,0.49,0.49,95.19,0.48,0.48,0.48,
06/30/2012,195.016,71.664,123.352,-34.737,24.612,,160.279,0.0,-89.145,48.98,33.415,6.75,71.134,0.125,-0.164,0.723,-0.887,,,0.039,71.259,-20.997,50.262,0.0,0.0,0.0,50.262,0.0,50.262,0.0,0.0,50.262,50.6975,0.4355,92.626,0.54,0.54,0.547336,94.928,0.53,0.53,0.534588,
09/30/2012,196.909,73.882,123.027,-33.756,23.512,,163.153,0.0,-89.501,49.195,33.506,6.8,73.652,-0.213,-0.142,0.632,-0.774,,,0.355,73.439,-21.82,51.619,0.0,0.0,0.0,51.619,0.0,51.619,0.0,0.0,51.619,51.7425,0.1235,92.448,0.56,0.56,0.559693,94.755,0.54,0.54,0.541303,
12/31/2012,220.748,78.811,141.937,-36.681,26.375,,184.067,0.0,-102.428,61.754,34.206,6.468,81.639,-0.085,-0.31,0.488,-0.798,,,0.395,81.554,-25.491,56.063,0.0,0.0,0.0,56.063,,56.063,0.0,0.0,56.063,56.089,0.026,92.597,0.61,0.61,0.605732,94.945,0.59,0.59,0.590274,
03/31/2013,197.732,78.857,118.875,-36.234,26.36,,161.498,0.0,-91.949,50.013,36.007,5.929,69.549,0.04,-0.361,0.371,-0.732,,,0.321,69.589,-18.566,51.023,0.0,0.0,0.0,51.023,0.0,51.023,0.0,0.0,51.023,51.153,0.13,92.908,0.55,0.55,0.550577,95.166,0.54,0.54,0.541366,
06/30/2013,214.85,81.733,133.117,-36.68,26.696,,178.17,0.0,-99.745,55.262,38.67,5.813,78.425,0.2,-0.373,0.37,-0.743,,,0.173,78.625,-22.68,55.945,0.0,0.0,0.0,55.945,0.0,55.945,0.0,0.0,55.945,56.01,0.065,92.86,0.6,0.6,0.603166,95.04,0.59,0.59,0.590684,
09/30/2013,212.658,83.473,129.185,-35.169,25.954,5.625,177.489,0.0,-95.852,51.345,38.882,0.0,81.637,0.073,-0.43,0.226,-0.656,,,0.357,81.71,-19.28,62.43,0.0,0.0,0.0,62.43,0.0,62.43,0.0,0.0,62.43,62.56,0.13,92.541,0.67,0.67,0.676025,95.265,0.66,0.66,0.661365,
12/31/2013,236.02,88.253,147.767,-38.609,29.384,,197.411,0.0,-105.159,62.287,37.88,4.992,92.252,0.313,-0.508,0.202,-0.71,,,0.195,92.565,-16.636,75.929,0.0,0.0,0.0,75.929,0.0,75.929,0.0,0.0,75.929,76.124,0.195,92.454,0.82,0.82,0.823372,95.084,0.8,0.8,0.802051,
03/31/2014,215.271,88.842,126.429,-37.745,28.43,4.794,177.526,0.0,-98.464,53.55,40.12,0.0,79.062,0.395,-0.593,0.248,-0.841,,,0.198,79.457,-22.915,56.542,0.0,0.0,0.0,56.542,,56.542,0.0,0.0,56.542,56.737,0.195,92.483,0.61,0.61,0.613486,94.949,0.6,0.6,0.602054,
06/30/2014,232.375,91.886,140.489,-38.678,29.272,5.787,193.697,0.0,-110.165,62.28,42.098,0.0,83.532,0.35,-0.529,0.181,-0.71,,,0.179,83.882,-20.846,63.036,0.0,0.0,0.0,63.036,,63.036,0.0,0.0,63.036,63.426,0.39,92.314,0.68,0.68,0.687068,94.338,0.67,0.67,0.674134,
09/30/2014,234.0,94.035,139.965,-37.194,27.717,6.793,196.806,0.0,-105.998,58.172,41.033,0.0,90.808,0.111,-0.506,0.149,-0.655,,,0.395,90.919,-25.44,65.479,0.0,0.0,0.0,65.479,,65.479,0.0,0.0,65.479,66.4722,0.9932,91.875,0.71,0.71,0.723507,93.905,0.7,0.7,0.710577,
12/31/2014,254.375,96.756,157.619,-39.769,30.314,6.014,214.606,0.0,-120.558,72.374,42.17,0.0,94.048,-0.167,-0.595,0.201,-0.796,,,0.762,93.881,-24.248,69.633,0.0,0.0,0.0,69.633,0.0,69.633,0.0,0.0,69.633,70.5521,0.9191,91.595,0.76,0.76,0.770261,93.584,0.74,0.74,0.749821,
03/31/2015,217.781,92.812,124.969,-35.888,26.531,5.077,181.893,0.0,-101.835,56.749,40.009,0.0,80.058,1.269,-0.502,0.154,-0.656,,,-0.767,81.327,-25.195,56.132,0.0,0.0,0.0,56.132,0.0,56.132,0.0,0.0,56.132,56.810858,0.678858,90.059,0.62,0.62,0.630818,92.14,0.61,0.61,0.617368,
06/30/2015,235.485,94.996,140.489,-37.785,28.042,5.035,197.7,0.0,-111.205,63.524,42.646,0.0,86.495,0.764,-0.673,0.122,-0.795,,,-0.091,87.259,-24.924,62.335,0.0,0.0,0.0,62.335,,62.335,0.0,0.0,62.335,62.893674,0.558674,89.866,0.69,0.69,0.699861,91.726,0.68,0.68,0.686091,
09/30/2015,237.84,97.643,140.197,-36.581,26.763,4.925,201.259,0.0,-111.076,61.367,44.784,0.0,90.183,0.196,-0.579,0.095,-0.674,,,0.383,90.379,-24.346,66.033,0.0,0.0,0.0,66.033,0.0,66.033,0.0,0.0,66.033,66.601814,0.568814,89.694,0.74,0.74,0.742545,91.593,0.72,0.72,0.72621,
12/31/2015,251.647,102.197,149.45,-36.992,27.155,4.357,214.655,0.0,-117.712,71.963,41.392,0.0,96.943,0.857,-0.704,0.0,-0.704,,,-0.153,97.8,-29.779,68.021,0.0,0.0,0.0,68.021,0.0,68.021,0.0,0.0,68.021,68.288135,0.267135,88.626,0.77,0.77,0.77052,90.549,0.75,0.75,0.75295,
