Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,P/Free Cash Flow,Price/Share,Market Cap,Enterprise Value,EV/Total Revenues,EV/EBITDA,Source: Bloomberg
09/30/1995,,,,,,,,,6.9,,,,,
12/31/1995,,,,,,,,,7.75,,,,,
03/31/1996,,,,,,,,,8.025,,,,,
06/30/1996,,,,,,,,,7.0,,,,,
09/30/1996,,,,,,,,,7.4,,,,,
12/31/1996,,,,,,,,,8.875,,,,,
03/31/1997,,,,,,,,,10.85,,,,,
06/30/1997,,,,,,,,,11.65,,,,,
09/30/1997,,,,,,,,,13.5,,,,,
12/31/1997,,,,,,,,,17.25,,,,,
03/31/1998,,,,,,,,,21.4,,,,,
06/30/1998,,,,,,,,,19.65,,,,,
09/30/1998,,,,,,,,,11.6,,,,,
12/31/1998,,,,,,,,,15.4,,,,,
03/31/1999,,,,,,,,,20.475,,,,,
06/30/1999,,,,,,,,,18.6,,,,,
09/30/1999,,,,,,,,,16.375,,,,,
12/31/1999,,,,,,,,,22.6,,,,,
03/31/2000,,,,,,,,,28.4,,,,,
06/30/2000,,,,,,,,,31.35,,,,,
09/30/2000,,,,,,,,,44.35,,,,,
12/31/2000,,,,,,,,,43.5,,,,,
03/31/2001,,,,,,,,,29.0,,,,,
06/30/2001,,,,,,,,,34.63,,,,,
09/30/2001,,,,,,,,,21.46,,,,,
12/31/2001,,,,,,,,,29.02,,,,,
03/31/2002,,,,,,,,,27.74,,,,,
06/30/2002,,,,,,,,,16.45,,,,,
09/30/2002,,,,,,,,,9.68,,,,,
12/31/2002,,,,,,,,,12.6,,,,,
03/31/2003,,,,,,,,,9.14,,,,,
06/30/2003,,,,,,,,,13.98,,,,,
09/30/2003,,,,,,,,,15.19,,,,,
12/31/2003,,,,,,,,,14.74,,,,,
03/31/2004,,,,,,,,,15.13,,,,,
06/30/2004,,,,,,,,,13.9,,,,,
09/30/2004,,,,,,,,,10.97,,,,,
12/31/2004,,,,,,,,,12.56,,,,,
03/31/2005,,,,,,,,,12.68,,,,,
06/30/2005,,,,,,,,,12.01,,,,,
09/30/2005,,,,,,,,,13.03,,,,,
12/31/2005,,,,,,,,,15.39,,,,,
03/31/2006,,,,,,,,,18.86,,,,,
06/30/2006,,,,,,,,,18.49,,,,,
09/30/2006,,,,,,,,,21.92,,,,,
12/31/2006,,,,,,,,,24.65,,,,,
03/31/2007,,,,,,,,,22.1,,,,,
06/30/2007,,,,,,,,,25.85,,,,,
09/30/2007,,,,,,,,,27.3,,,,,
12/31/2007,,,,,2.022135,,,,31.38,13327.086,14808.886,,,
03/31/2008,,,,,1.58202,,,,24.36,10391.976,12345.076,,,
06/30/2008,,,,,1.53073,,,,23.98,10229.868,11892.168,,,
09/30/2008,13.1125,9.364957,9.364957,9.364957,1.268713,,2.17217,10.643046,20.98,8076.626311,9608.326311,2.55731,9.328472,
12/31/2008,11.107692,6.57869,9.426401,4.791084,0.95556,,1.715927,12.63166,14.44,5436.66,6917.36,2.123974,9.262667,
03/31/2009,12.259346,8.436308,12.014129,6.801622,0.972601,,1.829958,13.122996,13.86,5451.138,6726.338,2.288415,12.39421,
06/30/2009,18.227046,14.153735,24.207763,11.832835,1.141432,95.052057,2.708805,17.402312,17.82,7414.060451,8049.46045,3.109701,24.466445,
09/30/2009,25.597394,27.183855,34.091678,21.582592,1.45088,47.468327,3.753547,33.332626,22.76,9759.488,10278.988,4.171159,35.08187,
12/31/2009,23.785945,34.277868,36.558218,23.656263,1.465895,33.094664,3.744982,,23.49,10133.586,10825.186,4.12027,23.791618,
03/31/2010,21.659272,20.961827,23.788195,14.272364,1.30896,12.895364,3.361253,,21.91,9559.333,10405.933,3.719327,14.41265,
06/30/2010,17.584976,13.360677,15.318673,9.639003,0.931691,77.726204,2.502354,,16.83,7554.987,9106.287,3.07676,9.869174,
09/30/2010,19.790535,11.301545,14.032129,9.544437,1.153439,,2.994297,,21.23,9400.644,10826.844,3.376004,13.368124,
12/31/2010,19.867648,14.757918,15.973714,13.832936,1.339448,,3.185289,41.370668,24.06,11070.006,12741.506,3.653269,15.914946,
03/31/2011,18.8661,16.744789,19.295857,15.806345,1.417308,,3.154916,33.983094,25.56,11811.276,13751.676,3.622771,19.357652,
06/30/2011,15.029085,18.469592,19.90671,16.989062,1.288553,,2.698783,22.423797,23.4,10551.06,12307.66,3.017397,19.492651,
09/30/2011,9.903462,16.557573,20.272621,11.382981,0.879975,,1.754073,12.878923,15.51,6995.01,8431.01,2.044575,11.385564,
12/31/2011,12.463088,13.544279,14.704731,10.98112,1.103588,,2.272856,10.743626,20.09,8960.14,10320.84,2.522076,11.773717,
03/31/2012,16.140443,13.836583,15.441574,12.021956,1.437271,,2.987145,15.249365,26.67,11953.494,13036.194,3.180646,15.506357,
06/30/2012,14.311542,13.571696,15.494644,12.372071,1.232154,,2.570179,10.739441,22.6,10061.52,11637.72,2.901885,12.329399,
09/30/2012,15.746196,12.781047,13.94501,11.399761,1.334387,,2.817905,21.629846,24.99,11095.56,12382.86,3.075341,12.620118,
12/31/2012,17.819395,12.637778,15.021648,11.815649,1.384682,,2.895024,16.34198,26.09,11516.126,12598.826,3.090902,14.93991,
03/31/2013,19.07502,15.77477,16.514985,14.036613,1.570925,495.216,3.140881,33.563099,28.96,12875.616,14148.416,3.405482,14.142759,
06/30/2013,19.285573,15.454283,16.668705,13.675193,1.724667,91.25755,3.317606,19.758082,31.8,14081.04,15405.94,3.575874,15.520794,
09/30/2013,17.874102,15.582752,16.176884,13.656116,1.657298,38.883608,3.20448,14.439965,31.9,14138.08,14939.78,3.345076,13.66735,
12/31/2013,19.373687,14.443703,15.539832,13.476812,1.878421,60.26315,3.506294,23.591721,36.4,15764.84,16606.94,3.575537,13.19582,
03/31/2014,19.642997,12.756916,14.038555,11.847703,1.933633,76.749281,3.424658,17.49666,37.0,16009.9,17347.6,3.612653,14.025063,
06/30/2014,18.360582,13.705451,14.444188,12.954734,1.906111,43.890856,3.359698,17.028457,37.75,16296.675,17617.775,3.554622,12.927631,
09/30/2014,18.482843,13.427179,14.034929,12.859823,2.018967,37.64494,3.392169,15.662463,39.48,17007.984,18116.984,3.555487,12.883647,
12/31/2014,16.499294,12.8738,13.435903,11.704305,2.040553,33.986093,3.339904,16.092691,39.52,16989.648,18011.548,3.499358,13.158641,
03/31/2015,15.948278,13.000568,13.869787,12.055478,2.11644,44.879189,3.331167,14.058925,39.69,17094.483,18438.783,3.567048,12.204649,
06/30/2015,15.250972,12.290968,12.786382,11.551965,1.929801,30.985084,3.122584,16.657199,37.49,16071.963,17129.663,3.295814,11.577226,
09/30/2015,12.794199,11.097401,13.383524,9.645055,1.635844,28.420775,2.611783,22.328751,31.23,13238.397,19946.197,3.865617,13.283296,
12/31/2015,14.612354,13.747204,14.274309,13.045402,1.772653,39.30793,2.803636,15.394358,33.48,13977.9,20614.0,4.023893,13.943452,
03/31/2016,14.166549,12.643657,14.00439,10.224191,1.624535,51.279237,2.630657,13.864726,30.77,12840.321,13924.821,2.796149,10.236581,
06/30/2016,12.192397,9.899455,10.824672,7.901483,1.367422,,2.223799,16.18357,25.54,10468.846,11482.146,2.366818,8.604726,
09/30/2016,15.108689,9.826474,10.469686,8.504935,1.651065,148.187877,2.736453,13.36737,31.27,12773.795,13700.295,2.86653,10.284735,
12/31/2016,14.408079,10.187611,13.240099,9.181501,1.632678,,2.656821,233.752696,30.34,12251.292,17820.492,3.764044,13.134207,
03/31/2017,13.996578,13.418382,14.146417,9.817119,1.625968,131.715476,2.640208,59.753765,30.63,12460.284,13534.484,2.832489,9.817557,
06/30/2017,15.934989,10.395934,11.226553,9.640079,1.796025,46.7935,2.976755,61.575915,35.19,14318.811,15277.311,3.154319,10.984549,
09/30/2017,15.29986,10.722849,13.515876,9.960382,1.715755,79.513846,2.878734,61.804289,35.04,14264.784,19491.784,3.914484,13.520938,
12/31/2017,15.681804,13.829247,14.263075,13.184781,1.710587,27.209501,2.899251,14.678791,36.54,14875.434,20247.334,3.923674,13.185292,
03/31/2018,13.452129,12.587731,13.677856,8.690724,1.478276,17.971447,2.467158,15.474987,32.01,13149.708,13940.308,2.618636,8.690423,
06/30/2018,10.746049,7.922553,11.317077,7.281289,1.237436,,2.0119,10.435243,26.56,10910.848,18016.648,3.318166,11.317701,
09/30/2018,9.280215,10.91326,11.524987,10.358156,1.047117,,1.73516,10.220327,22.88,9410.544,16169.044,2.975642,10.364772,
12/31/2018,6.850632,9.631363,10.452967,8.474735,0.77487,,1.298263,9.523808,16.74,6647.454,13888.154,2.613454,10.088736,
03/31/2019,8.081483,10.787218,12.215328,10.16922,0.892742,,1.529847,12.203295,19.31,7739.448,15490.748,2.994596,12.200321,
06/30/2019,8.879626,13.164495,16.20049,12.362212,0.689797,,1.614845,12.960541,20.46,9612.108,16823.309,3.203403,16.068108,
09/30/2019,7.11759,14.859946,16.432632,13.707801,0.566489,,1.289153,10.634604,16.94,7689.066,15579.167,2.766924,15.074668,
12/31/2019,7.384108,15.160173,15.728969,13.814499,0.587941,,1.292116,8.234796,17.98,8150.334,16446.535,2.688484,13.805536,
03/31/2020,4.149715,12.751113,14.161216,9.860332,0.308669,,0.630581,3.905957,9.08,4166.812,12960.513,1.993404,10.277149,
06/30/2020,5.245912,10.226424,11.175914,9.411071,0.363255,,0.760504,5.437164,10.76,4940.992,13533.893,2.088145,10.814137,
09/06/2020,5.55306115208355,,,,0.384523492293582,,0.805032020570922,5.75551062341573,11.39,5229.89993131,13822.80093131,2.13272043128848,11.0449867609349,
09/30/2020,6.8162776780371,,,,0.382728494623656,,0.872086043021511,,,,,2.3049526315341,8.44862556678548,
12/31/2020,6.87386843693422,,,,0.379350541215654,,0.870465151850806,,,,,2.30066856186088,8.35872191185599,
