Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
11/30/2007,308.776,,-116.513,,192.263,,-133.518,,,58.745,3.157,,1.268,-4.739,0.0,0.314,61.902,-21.023,,40.879,0.0,,,40.879,-2.566,38.313,0.0,0.0,38.313,38.313,,158.054,0.24,0.24,0.24,161.012,0.24,0.24,0.24,
02/29/2008,310.641,,-117.661,,192.98,,-133.069,,,59.911,2.569,-2.569,2.198,-4.767,0.0,0.0,62.48,-19.265,,43.215,0.0,,,43.215,-3.16,40.055,0.0,0.0,40.055,40.055,,158.438,0.255,0.255,0.225,161.3,0.25,0.25,0.22,
05/31/2008,343.832,,-125.129,,218.703,,-151.918,,,66.785,0.74,-0.74,2.827,-3.567,0.0,0.0,67.525,-26.517,,41.008,0.0,,,41.008,-0.197,40.811,0.0,0.0,40.811,40.811,1.319,158.632,0.255,0.255,0.265,161.692,0.25,0.25,0.26,
08/31/2008,405.757,405.757,-144.177,144.177,261.58,0.0,-168.483,168.483,0.0,93.097,0.967,,,,,-0.967,94.064,-28.216,,65.848,0.0,0.0,0.0,65.848,-8.321,57.527,0.0,0.0,57.527,57.527,0.0,158.924,0.36,0.36,0.36,162.212,0.355,0.355,0.355,
11/30/2008,365.884,365.884,-131.144,131.144,234.74,0.0,-156.858,156.858,0.0,77.882,0.137,,,,,-0.137,78.019,-20.813,,57.206,-3.04,-3.04,0.0,60.246,-11.339,48.907,0.0,0.0,48.907,45.867,0.0,160.456,0.305,0.285,0.285,162.314,0.3,0.285,0.285,
02/28/2009,359.528,359.528,-124.001,124.001,235.527,0.0,-173.144,173.144,0.0,62.383,-1.152,,,,,1.152,61.231,-18.531,,42.7,141.418,141.418,0.0,-98.718,-8.058,-106.776,0.0,0.0,-106.776,179.53892,144.89692,160.666,-0.665,0.215,1.117467,161.896,-0.665,0.215,1.11,
05/31/2009,367.934,367.934,-130.224,130.224,237.71,0.0,-174.048,174.048,0.0,63.662,-0.274,,,,,0.274,63.388,-19.223,,44.165,-2.637,-2.637,0.0,46.802,-9.243,37.559,0.0,0.0,37.559,34.922,0.0,160.798,0.235,0.215,0.215,161.84,0.23,0.215,0.215,
08/31/2009,409.932,409.932,-141.204,141.204,268.728,0.0,-179.485,179.485,0.0,89.243,-3.451,,,,,3.451,85.792,-25.536,,60.256,-2.188,-2.188,0.0,62.444,-4.613,57.831,0.0,0.0,57.831,55.643,0.0,161.108,0.36,0.345,0.345,162.596,0.355,0.34,0.34,
11/30/2009,408.951,408.951,-144.881,144.881,264.07,0.0,-175.368,175.368,0.0,88.702,-3.733,,,,,3.733,84.969,-23.655,,61.314,-4.868,-4.868,0.0,66.182,-3.347,62.835,0.0,0.0,62.835,57.967,0.0,162.472,0.385,0.355,0.355,164.376,0.38,0.355,0.355,
02/28/2010,398.535,398.535,-146.202,146.202,252.333,0.0,-178.484,178.484,0.0,73.849,-2.822,,,,,2.822,71.027,-20.298,,50.729,-0.722,-0.722,0.0,51.451,-2.99,48.461,0.0,0.0,48.461,47.739,0.0,163.078,0.3,0.295,0.295,165.272,0.295,0.29,0.29,
05/31/2010,425.05,425.05,-152.322,152.322,272.728,0.0,-201.243,201.243,0.0,71.485,-2.884,,,,,2.884,68.601,-17.89,,50.711,11.679,11.679,0.0,39.032,-4.842,34.19,0.0,0.0,34.19,47.506,1.637,162.406,0.21,0.28,0.292514,164.284,0.21,0.28,0.289965,
08/31/2010,440.138,440.138,-151.041,151.041,289.097,0.0,-206.99,206.99,0.0,82.107,-3.304,,,,,3.304,78.803,-24.981,,53.822,0.028,0.028,0.0,53.794,-4.426,49.368,0.0,0.0,49.368,51.424,2.028,159.194,0.31,0.31,0.323027,160.678,0.305,0.305,0.317622,
11/30/2010,443.526,443.526,-154.205,154.205,289.321,0.0,-206.178,206.178,0.0,83.143,-0.227,,,,,0.227,82.916,-24.546,,58.37,0.487,0.487,0.0,57.883,-4.378,53.505,0.0,0.0,53.505,56.539,2.547,159.402,0.335,0.34,0.354695,160.688,0.335,0.335,0.350851,
02/28/2011,456.382,456.382,-168.332,168.332,288.05,0.0,-209.851,209.851,0.0,78.199,-2.684,,,,,2.684,75.515,-20.962,,54.553,0.43,0.43,0.0,54.123,-6.334,47.789,0.0,0.0,47.789,51.021,2.802,159.794,0.3,0.3,0.319292,161.466,0.295,0.3,0.317354,
05/31/2011,519.754,519.754,-191.44,191.44,328.314,0.0,-240.171,240.171,0.0,88.143,-1.172,,,,,1.172,86.971,-24.587,,62.384,0.029,0.029,0.0,62.355,-3.779,58.576,0.0,0.0,58.576,61.551,2.946,160.444,0.365,0.365268,0.383629,162.09,0.365,0.365179,0.383354,
08/31/2011,542.771,542.771,-191.536,191.536,351.235,0.0,-242.625,242.625,0.0,108.61,-1.586,,,,,1.586,107.024,-34.943,,72.081,0.0,0.0,0.0,72.081,-8.107,63.974,0.0,0.0,63.974,63.974,0.0,160.152,0.4,0.4,0.4,161.662,0.395,0.395,0.395,
11/30/2011,530.505,530.505,-185.931,185.931,344.574,0.0,-247.994,247.994,0.0,96.58,-2.619,,,,,2.619,93.961,-25.812,,68.149,0.0,0.0,0.0,68.149,-6.968,61.181,0.0,0.0,61.181,61.181,0.0,156.696,0.39,0.39,0.39,157.752,0.39,0.39,0.39,
02/29/2012,533.539,533.539,-194.218,194.218,339.321,0.0,-246.973,246.973,0.0,92.348,-1.33,,,,,1.33,91.018,-25.328,,65.69,0.0,0.0,0.0,65.69,-7.77,57.92,0.0,0.0,57.92,57.92,0.0,156.842,0.37,0.37,0.37,158.13,0.365,0.365,0.365,
05/31/2012,597.032,597.032,-213.071,213.071,383.961,0.0,-374.15,289.712,84.438,9.811,-1.367,,,,,1.367,8.444,3.202,,11.646,0.0,0.0,0.0,11.646,-6.56,5.086,0.0,0.0,5.086,69.146,64.06,157.078,0.03,0.03,0.440202,158.384,0.03,0.03,0.43446,
08/31/2012,590.287,590.287,-204.391,204.391,385.896,0.0,-305.408,281.419,23.989,80.488,-1.562,,,,,1.562,78.926,-24.764,,54.162,0.0,0.0,0.0,54.162,-7.487,46.675,0.0,0.0,46.675,62.455,15.78,157.208,0.295,0.295,0.397276,158.086,0.295,0.295,0.394819,
11/30/2012,588.538,588.538,-210.268,210.268,378.27,0.0,-261.688,276.177,-14.489,116.582,-12.422,,,,,12.422,104.16,-28.789,,75.371,0.0,0.0,0.0,75.371,-5.188,70.183,0.0,0.0,70.183,60.694,-9.489,157.502,0.445,0.445,0.385354,158.288,0.445,0.445,0.385053,
02/28/2013,578.746,578.746,-217.465,217.465,361.281,0.0,-270.507,271.696,-1.189,90.774,-4.527,,,,,4.527,86.247,-23.433,,62.814,0.0,0.0,0.0,62.814,-4.352,58.462,0.0,0.0,58.462,57.505,-0.957,155.512,0.375,0.375,0.369779,156.648,0.375,0.375,0.368891,
05/31/2013,618.352,618.352,-229.951,229.951,388.401,0.0,-319.032,290.568,28.464,69.369,-4.418,,,,,4.418,64.951,-18.585,,46.366,0.0,0.0,0.0,46.366,-5.561,40.805,0.0,0.0,40.805,70.23915,29.43415,152.068,0.27,0.27,0.461893,153.302,0.265,0.265,0.457001,
08/31/2013,629.685,629.685,-230.745,230.745,398.94,0.0,-291.556,291.556,0.0,107.384,-4.541,,,,,4.541,102.843,-31.135,,71.708,0.0,0.0,0.0,71.708,-7.065,64.643,0.0,0.0,64.643,65.929,1.286,147.53,0.44,0.44,0.446885,148.578,0.435,0.435,0.443655,
11/30/2013,634.122,634.122,-235.17,235.17,398.952,0.0,-287.045,294.045,-7.0,111.907,-2.737,,,,,2.737,109.17,-29.313,,79.857,0.0,0.0,0.0,79.857,-5.96,73.897,0.0,0.0,73.897,70.08625,-3.81075,144.348,0.51,0.51,0.485536,145.412,0.51,0.51,0.483793,
02/28/2014,616.452,616.452,-232.937,232.937,383.515,0.0,-286.224,286.224,0.0,97.291,-13.513,,,,,13.513,83.778,-23.657,,60.121,0.0,0.0,0.0,60.121,-5.0,55.121,0.0,0.0,55.121,58.241,3.12,143.67,0.385,0.385,0.40538,144.868,0.38,0.38,0.401537,
05/31/2014,673.977,673.977,-253.373,253.373,420.604,0.0,-331.687,331.687,0.0,88.917,-7.358,,,,,7.358,81.559,-23.293,,58.266,0.0,0.0,0.0,58.266,-6.641,51.625,0.0,0.0,51.625,51.625,0.0,141.414,0.365,0.365,0.365,142.644,0.36,0.36,0.36,
08/31/2014,704.895,704.895,-259.839,259.839,445.056,0.0,-320.658,320.658,0.0,124.398,-9.818,,,,,9.818,114.58,-30.146,,84.434,0.0,0.0,0.0,84.434,-9.068,75.366,0.0,0.0,75.366,73.013,-2.353,136.292,0.555,0.555,0.53571,137.234,0.55,0.55,0.532854,
11/30/2014,697.291,697.291,-257.796,257.796,439.495,0.0,-315.511,315.511,0.0,123.984,-9.068,,,,,9.068,114.916,-29.66,,85.256,0.0,0.0,0.0,85.256,-10.475,74.781,0.0,0.0,74.781,74.781,0.0,134.754,0.55,0.55,0.55,135.474,0.55,0.55,0.55,
02/28/2015,664.983,664.983,-250.255,250.255,414.728,0.0,-310.113,310.113,0.0,104.615,-12.269,,,,,12.269,92.346,-23.031,,69.315,0.0,0.0,0.0,69.315,-6.747,62.568,0.0,0.0,62.568,65.285,2.717,133.78,0.47,0.47,0.488003,134.612,0.46,0.46,0.480184,
05/31/2015,706.549,706.549,-254.217,254.217,452.332,0.0,-348.732,348.732,0.0,103.6,-8.332,,8.8,,,-0.468,95.268,-25.158,,70.11,0.0,0.0,0.0,70.11,-4.785,65.325,0.0,0.0,65.325,72.13106,6.80606,131.488,0.5,0.5,0.548575,132.392,0.49,0.49,0.541408,
08/31/2015,748.796,748.796,-272.666,272.666,476.13,0.0,-338.358,338.358,0.0,137.772,-12.101,,13.4,,,-1.299,125.671,-32.623,,93.048,0.0,0.0,0.0,93.048,-6.402,86.646,0.0,0.0,86.646,85.007,-1.639,130.328,0.665,0.665,0.652254,131.146,0.66,0.66,0.647502,
11/30/2015,722.35,722.35,-270.565,270.565,451.785,0.0,-328.62,328.62,0.0,123.165,-12.834,,13.4,,,-0.566,110.331,-27.253,,83.078,0.0,0.0,0.0,83.078,-4.307,78.771,0.0,0.0,78.771,81.157,2.386,129.505,0.61,0.61,0.626671,130.353,0.6,0.6,0.618304,
02/29/2016,679.94,679.94,-258.728,258.728,421.212,0.0,-313.407,313.407,0.0,107.805,-12.208,,13.5,,,-1.292,95.597,-22.685,,72.912,0.0,0.0,0.0,72.912,-3.851,69.061,0.0,0.0,69.061,73.30615,4.24515,129.287,0.53,0.53,0.567003,130.16,0.53,0.53,0.562615,
05/31/2016,747.064,747.064,-345.68,345.68,401.384,0.0,-345.182,345.182,0.0,56.202,-26.889,,68.3,,,-41.411,29.313,11.866,,41.179,0.0,0.0,0.0,41.179,-3.991,37.188,0.0,0.0,37.188,159.708398,122.520398,205.18,0.181246,0.181246,0.778382,206.582,0.180016,0.180016,0.773099,
03/31/2017,919.762,919.762,-455.936,455.936,463.826,0.0,-358.856,358.856,0.0,104.97,-39.69,41.1,41.1,0.0,,-1.41,65.28,-12.321,,52.959,0.0,0.0,0.0,52.959,-4.146,48.813,0.0,0.0,48.813,48.813,0.0,152.304,0.32,0.32,0.32,153.255,0.32,0.32,0.32,
06/30/2017,962.24,962.24,-469.149,469.149,493.091,0.0,-361.239,361.239,0.0,131.852,-46.529,47.4,47.4,0.0,,-0.871,85.323,-12.88,,72.443,0.0,0.0,0.0,72.443,-5.534,66.909,0.0,0.0,66.909,85.544,18.635,152.525,0.44,0.44,0.560852,153.555,0.44,0.44,0.560852,
09/30/2017,1038.907,1038.907,-493.883,493.883,545.024,0.0,-372.553,372.553,0.0,172.471,-38.417,41.0,41.0,0.0,,-2.583,134.054,-15.692,,118.362,0.0,0.0,0.0,118.362,-7.622,110.74,0.0,0.0,110.74,126.015,15.275,154.56,0.72,0.72,0.815314,155.402,0.71,0.71,0.808293,
12/31/2017,1054.253,1054.253,-509.069,509.069,545.184,0.0,-395.609,395.609,0.0,149.575,-41.55,44.0,44.0,0.0,,-2.45,108.025,142.28,,250.305,0.0,0.0,0.0,250.305,-8.343,241.962,0.0,0.0,241.962,112.4899,-129.4721,159.143,1.52,1.52,0.706848,159.827,1.51,1.51,0.699923,
03/31/2018,794.977,794.977,-252.386,252.386,542.591,0.0,-386.421,386.421,0.0,156.17,-33.911,45.5,45.5,0.0,,-11.589,122.259,-24.673,,97.586,0.0,0.0,0.0,97.586,-6.187,91.399,0.0,0.0,91.399,117.785,26.386,159.321,0.57,0.57,0.739294,160.035,0.57,0.57,0.734876,
06/30/2018,833.164,833.164,-264.544,264.544,568.62,0.0,-377.883,377.883,0.0,190.737,-45.152,48.1,48.1,0.0,,-2.948,145.585,-27.856,,117.729,0.0,0.0,0.0,117.729,-8.66,109.069,0.0,0.0,109.069,119.497,10.428,159.003,0.69,0.69,0.751539,159.677,0.68,0.68,0.745307,
09/30/2018,857.67,857.67,-265.013,265.013,592.657,0.0,-369.495,369.495,0.0,223.162,-43.222,,46.0,,,-2.778,179.94,6.089,,186.029,0.0,0.0,0.0,186.029,-9.659,176.37,0.0,0.0,176.37,144.87,-31.5,158.168,1.12,1.12,0.915925,158.706,1.11,1.11,0.91152,
12/31/2018,880.555,880.555,-313.071,313.071,567.484,0.0,-400.498,400.498,0.0,166.986,-52.616,55.5,55.5,0.0,,-2.884,114.37,-31.047,,83.323,0.0,0.0,0.0,83.323,-8.109,75.214,0.0,0.0,75.214,92.295,17.081,158.213,0.48,0.48,0.583359,158.711,0.47,0.47,0.577623,
03/31/2019,883.039,883.039,-305.23,305.23,577.809,0.0,-378.317,378.317,0.0,199.492,-56.147,,55.4,,,0.747,143.345,-24.14,0.0,119.205,0.0,0.0,0.0,119.205,-6.864,112.341,0.0,0.0,112.341,120.87988,8.53888,157.519,0.71,0.71,0.767399,157.519,0.71,0.71,0.764209,
06/30/2019,935.152,935.152,-302.276,302.276,632.876,0.0,-411.15,411.15,0.0,221.726,-59.44,,65.5,,,-6.06,162.286,-32.247,,130.039,0.0,0.0,0.0,130.039,-9.581,120.458,0.0,0.0,120.458,138.094675,17.636675,156.768,0.77,0.77,0.880886,157.262,0.77,0.77,0.880886,
09/30/2019,1105.941,1105.941,-427.72,427.72,678.221,0.0,-504.184,504.184,0.0,174.037,-84.929,,96.0,,,-11.071,89.108,16.623,,105.731,0.0,0.0,0.0,105.731,-10.687,95.044,0.0,0.0,95.044,180.36579,85.32179,177.039,0.54,0.54,1.018791,177.543,0.54,0.54,1.018791,
12/31/2019,1987.76,1987.76,-1041.136,1041.136,946.624,0.0,-750.462,750.462,0.0,196.162,-72.979,,84.7,,,-11.721,123.183,-22.423,13.541,114.301,0.0,0.0,0.0,114.301,-11.531,102.77,0.0,0.0,102.77,207.39,104.62,300.528,0.34,0.34,0.690085,302.342,0.34,0.34,0.686032,
03/31/2020,1903.598,1903.598,-933.871,933.871,969.727,0.0,-725.748,725.748,0.0,243.979,-90.138,,81.1,,,9.038,153.841,-15.502,12.269,150.608,0.0,0.0,0.0,150.608,-7.033,143.575,0.0,0.0,143.575,238.351884,94.776884,299.388,0.48,0.48,0.79613,300.838,0.48,0.48,0.795043,
06/30/2020,1671.952,1671.952,-893.74,893.74,778.212,0.0,-670.638,670.638,0.0,107.574,-80.068,81.1,81.1,0.0,,-1.032,27.506,-0.836,12.774,39.444,0.0,0.0,0.0,39.444,-2.113,37.331,0.0,0.0,37.331,121.845164,84.514164,299.14,0.12,0.12,0.407318,300.246,0.12,0.12,0.401483,
09/30/2020,1723.667,,,,1116.0743825,,,,,702.625,,,,,,,621.0,,,279.6,,,,,,279.6,,,279.6,496.0,,,0.779,0.779,1.658,,0.779,0.779,1.658,
12/31/2020,1803.905,,,,1182.00875125,,,,,756.8,,,,,,,678.286,,,317.1,,,,,,317.1,,,317.1,541.737,,,0.913,0.913,1.827,,0.913,0.913,1.827,
