Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2013,61.348,61.348,-19.22,19.22,42.128,0.0,-33.385,13.871,10.135,3.736,19.514,0.0,8.743,-1.85,,1.751,,,0.099,6.893,-0.282,6.611,0.0,0.0,0.0,6.611,,6.611,,-3.484,3.127,3.127,0.0,26.284899,0.12,0.12,0.12,28.044389,0.12,0.12,0.12,
06/30/2013,83.485,83.485,-29.584,29.584,53.901,0.0,-37.637,16.551,13.045,3.506,21.086,0.0,16.264,-1.773,,1.772,,,0.001,14.491,-4.24,10.251,0.0,0.0,0.0,10.251,,10.251,,0.0,10.251,10.251,0.0,,,,,,,,,
09/30/2013,101.625,101.625,-36.589,36.589,65.036,0.0,-46.4,19.765,14.523,5.242,26.635,0.0,18.636,-1.82,,1.797,,,0.023,16.816,-4.96,11.856,0.0,0.0,0.0,11.856,,11.856,,0.0,11.856,11.856,0.0,,,,,,,,,
12/31/2013,114.766,114.766,-37.293,37.293,77.473,0.0,-54.968,23.616,17.412,6.204,31.352,0.0,22.505,-2.43,,1.799,,,0.631,20.075,-6.333,13.742,0.0,0.0,0.0,13.742,0.0,13.742,0.0,-6.772,6.97,6.97,0.0,28.487,0.24,0.24,0.24,32.47,0.23,0.23,0.23,
03/31/2014,117.207,117.207,-35.893,35.893,81.314,0.0,-59.332,25.886,18.655,7.231,33.446,0.0,21.982,-2.535,,1.771,,,0.764,19.447,-7.118,12.329,0.0,0.0,0.0,12.329,0.0,12.329,,-5.967,6.362,6.362,0.0,29.12431,0.22,0.22,0.22,33.815705,0.2,0.2,0.2,
06/30/2014,137.947,137.947,-44.567,44.567,93.38,0.0,-62.725,27.837,20.711,7.126,34.888,0.0,30.655,1.037,,1.435,,,-2.472,31.692,-10.074,21.618,0.0,0.0,0.0,21.618,0.0,21.618,,-7.406,14.212,11.612,-2.6,38.491,0.37,0.37,0.301681,44.057,0.34,0.34,0.280986,
09/30/2014,155.463,155.463,-54.506,54.506,100.957,0.0,-67.083,30.852,20.956,9.896,36.231,0.0,33.874,-1.588,,0.764,,,0.824,32.286,-10.42,21.866,0.0,0.0,0.0,21.866,0.0,21.866,,-0.681,21.185,21.185,0.0,62.402,0.34,0.34,0.34,69.737,0.3,0.3,0.3,
12/31/2014,173.489,173.489,-57.049,57.049,116.44,0.0,-77.438,33.094,25.016,8.078,44.344,0.0,39.002,-0.919,,0.768,,,0.151,38.083,-7.046,31.037,0.0,0.0,0.0,31.037,0.0,31.037,,-0.786,30.251,30.251,0.0,63.186,0.48,0.48,0.48,70.219,0.43,0.43,0.43,
03/31/2015,179.045,179.045,-61.291,61.291,117.754,0.0,-81.999,38.659,24.587,14.072,43.34,0.0,35.755,-1.289,,0.821,,,0.468,34.466,-9.974,24.492,0.0,0.0,0.0,24.492,0.0,24.492,0.0,-0.46,24.032,28.3675,4.3355,64.635,0.37,0.37,0.438888,70.722,0.34,0.34,0.401303,
06/30/2015,195.552,195.552,-67.662,67.662,127.89,0.0,-95.031,45.084,26.681,18.403,49.947,0.0,32.859,-0.415,,0.832,,,-0.417,32.444,-8.448,23.996,0.0,0.0,0.0,23.996,0.0,23.996,0.0,-0.389,23.607,30.04785,6.44085,65.524,0.36,0.36,0.458578,71.215,0.33,0.33,0.420442,
09/30/2015,217.548,217.548,-75.8,75.8,141.748,0.0,-110.451,51.703,26.508,25.195,58.748,0.0,31.297,-0.74,,0.753,,,-0.013,30.557,-1.867,28.69,0.0,0.0,0.0,28.69,0.0,28.69,0.0,-0.389,28.301,38.62885,10.32785,66.629,0.42,0.42,0.57976,71.887,0.39,0.39,0.533668,
12/31/2015,245.446,245.446,-89.278,89.278,156.168,0.0,-106.771,49.358,31.308,18.05,57.413,0.0,49.397,-0.855,,0.746,,,0.109,48.542,-4.618,43.924,0.0,0.0,0.0,43.924,0.0,43.924,0.0,-0.493,43.431,48.2844,4.8534,67.111,0.65,0.65,0.719471,72.062,0.6,0.6,0.66735,
03/31/2016,242.196,242.196,-87.106,87.106,155.09,0.0,-105.355,42.84,27.606,15.234,62.515,0.0,49.735,-0.414,,0.751,,,-0.337,49.321,-14.076,35.245,0.0,0.0,0.0,35.245,0.0,35.245,0.0,-0.324,34.921,39.681923,4.760923,67.737,0.52,0.52,0.585823,72.214,0.48,0.48,0.545928,
06/30/2016,268.741,268.741,-97.29,97.29,171.451,0.0,-118.293,49.273,31.744,17.529,69.02,0.0,53.158,-0.316,,0.732,,,-0.416,52.842,-13.938,38.904,0.0,0.0,0.0,38.904,0.0,38.904,0.0,-0.287,38.617,43.5531,4.9361,68.275,0.57,0.57,0.637907,72.817,0.53,0.53,0.597788,
09/30/2016,290.261,290.261,-103.841,103.841,186.42,0.0,-123.399,52.751,33.216,19.535,70.648,0.0,63.021,-0.096,,0.735,,,-0.639,62.925,-11.668,51.257,0.0,0.0,0.0,51.257,0.0,51.257,0.0,-0.295,50.962,50.73165,-0.23035,69.076,0.74,0.74,0.734432,73.453,0.69,0.69,0.686864,
12/31/2016,327.969,327.969,-117.814,117.814,210.155,0.0,-132.66,61.262,38.321,22.941,71.398,0.0,77.495,-0.358,0.918,0.918,0.0,0.0,-0.56,77.137,-18.354,58.783,0.0,0.0,0.0,58.783,0.0,58.783,0.0,-0.256,58.527,66.527269,8.000269,69.98,0.84,0.84,0.950661,74.384,0.79,0.79,0.897554,
03/31/2017,335.475,335.475,-121.265,121.265,214.21,0.0,-140.792,59.182,37.027,22.155,81.61,0.0,73.418,0.31,0.715,0.715,0.0,,-1.025,73.728,9.233,82.961,0.0,0.0,0.0,82.961,0.0,82.961,0.0,-0.267,82.694,61.150523,-21.543477,71.114,1.16,1.16,0.859894,77.516,1.07,1.07,0.792077,
06/30/2017,405.211,405.211,-145.434,145.434,259.777,0.0,-143.143,61.949,38.63,23.319,81.194,0.0,116.634,0.496,0.623,0.623,0.0,,-1.119,117.13,-14.445,102.685,0.0,0.0,0.0,102.685,0.0,102.685,0.0,-0.231,102.454,91.986778,-10.467222,71.992,1.42,1.42,1.277736,78.756,1.3,1.3,1.167093,
09/30/2017,437.633,437.633,-157.016,157.016,280.617,0.0,-139.785,60.175,40.64,19.535,79.61,0.0,140.832,1.435,0.701,0.701,0.0,,-2.136,142.267,-8.545,133.722,0.0,0.0,0.0,133.722,0.0,133.722,0.0,-0.182,133.54,138.64705,5.10705,72.588,1.84,1.84,1.910055,79.322,1.68,1.68,1.744384,
12/31/2017,467.867,467.867,-160.702,160.702,307.165,0.0,-167.777,60.597,38.808,21.789,107.18,0.0,139.388,2.247,0.741,0.741,0.0,,-2.988,141.635,-37.802,103.833,0.0,0.0,0.0,103.833,0.0,103.833,0.0,-0.007,103.826,161.778229,57.952229,73.31,1.42,1.42,2.206769,80.243,1.29,1.29,2.012209,
03/31/2018,472.489,472.489,-169.57,169.57,302.919,0.0,-164.181,61.819,42.14,19.679,102.362,0.0,138.738,4.156,0.687,0.687,0.0,,-4.843,142.894,1.644,144.538,0.0,0.0,0.0,144.538,0.0,144.538,0.0,-0.007,144.531,122.990393,-21.540607,73.994,1.95,1.95,1.662167,80.721,1.79,1.79,1.523147,
