Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1993,313.975006,14.659,14.659,0.0,54.762001,,,21.240999,,,,,5.198,,,,95.860001,193.664001,419.322998,-225.658997,0.0,24.451,,,,,24.451,218.115002,,54.634998,54.634998,,,,30.253,,,,,12.502001,,,12.502001,97.389999,16.787001,,,,63.583,,,,63.583,80.370001,177.76,0.575,112.040001,,,0.0,,12.693,125.308001,10.907,136.215,313.975001,
12/31/1993,265.497986,24.261999,24.261999,0.0,45.791,,,16.056,,,,,8.132,,,,94.240997,146.449997,371.677002,-225.227005,0.0,24.806999,,,,,24.806999,171.256996,,22.08,22.08,,,,28.101,,,,,50.899002,,,50.899002,101.080002,15.933,,,,105.976997,,,,105.976997,121.909997,222.989999,0.575,112.040001,,,0.0,,-80.824997,31.790004,10.718,42.508004,265.498003,
03/31/1994,255.748993,15.486,15.486,0.0,36.741001,,,22.709999,,,,,6.528,,,,81.464996,143.287994,371.389008,-228.100998,0.0,30.996,,,,,30.996,174.283995,,55.780998,55.780998,,,,26.695999,,,,,13.541,,,13.541,96.017998,14.925,,,,108.112,,,,108.112,123.037,219.054997,0.575,112.040001,,,0.0,,-86.834,25.781001,10.913,36.694001,255.748999,
06/30/1994,259.227997,16.59,16.59,0.0,32.271999,,,12.473,,,,,46.148998,,,,107.484001,101.372002,325.309998,-223.938004,0.0,50.372002,,,,,50.372002,151.744003,,45.539001,45.539001,,,,50.34,,,,,12.068996,,,12.068996,107.947998,14.095,,,,102.789001,,,,102.789001,116.884002,224.832,0.575,112.042999,,,0.0,,-88.543999,24.074001,10.322,34.396,259.228,
09/30/1994,253.576004,16.341,16.341,0.0,23.826,,,8.85,,,,,48.120998,,,,97.138,100.066002,323.760986,-223.695007,0.0,56.372002,,,,,56.372002,156.438004,,38.603001,38.603001,,,,47.886002,,,,,11.532001,,,11.532001,98.021004,13.239,,,,108.410004,,,,108.410004,121.649004,219.670008,0.575,112.042999,,,0.0,,-89.248001,23.369998,10.536,33.905998,253.576006,
12/31/1994,229.738998,15.453,15.453,0.0,18.016001,,,8.604,,,,,8.265,,,,50.338001,89.727997,308.575012,-218.847,0.0,89.672997,,,,,89.672997,179.400994,,9.796,9.796,,,,3.561,,,,,38.462,,,38.462,51.819,12.37,,,,104.525002,,,,104.525002,116.895002,168.714002,0.575,112.042999,,,0.0,,-61.894001,50.723998,10.301,61.024998,229.739,
03/31/1995,221.306,23.643,23.643,0.0,8.788,,,9.553,,,,,5.555,,,,47.539001,84.379997,284.161011,-199.781006,0.0,89.387001,,,,,89.387001,173.766998,,24.971001,24.971001,,,,2.526,,,,,19.215001,,,19.215001,46.712002,11.884,,,,101.244003,,,,101.244003,113.128003,159.840005,0.575,112.042999,,,0.0,,-61.638,50.979999,10.486,61.465999,221.306004,
06/30/1995,204.529007,14.704,14.704,0.0,9.677,,,6.311,,,,,11.441,,,,42.132999,78.929001,283.737,-204.807999,0.0,83.467003,,,,,83.467003,162.396004,,19.208,19.208,,,,11.074,,,,,18.852998,,,18.852998,49.134998,2.725,,,,102.698997,,,,102.698997,105.423997,154.558996,0.575,112.042999,,,0.0,,-73.303001,39.314998,10.655,49.969998,204.528993,
09/30/1995,171.817001,30.021,30.021,0.0,3.133,,,1.557,,,,,3.209,,,,37.919998,56.324001,278.60199,-222.278,0.0,77.572998,,,,,77.572998,133.896999,,18.309999,18.309999,,,,1.802,,,,,20.089001,,,20.089001,40.201,2.338,,,,162.031006,,,,162.031006,164.369006,204.570006,0.575,112.042999,,,0.0,,-156.289993,-43.671994,10.919,-32.752994,171.817012,
12/31/1995,167.106995,11.711,11.711,0.0,5.413,,,0.94,,,,,0.921,,,,18.985001,59.868,285.178009,-225.309998,0.0,88.253998,,,,,88.253998,148.121998,,3.647,3.647,,,,1.462,,,,,30.334001,,,30.334001,35.443001,3.131,,,,156.070007,,,,156.070007,159.201007,194.644008,0.575,112.042999,,,0.0,,-150.723999,-38.106,10.569,-27.537,167.107008,
03/31/1996,164.479004,6.321,6.321,0.0,2.524,,,0.784,,,,,4.98,,,,14.609,59.445,252.384995,-192.940002,0.0,90.425003,,,,,90.425003,149.870003,,12.166,12.166,,,,1.107,,,,,16.189999,,,16.189999,29.462999,2.699,,,,159.526993,,,,159.526993,162.225993,191.688992,0.575,112.042999,,,0.0,,-150.268005,-37.650006,10.44,-27.210007,164.478985,
06/30/1996,170.972,13.67,13.67,0.0,6.237,,,0.208,,,,,0.769,,,,20.884001,59.101002,228.574005,-169.473007,0.0,90.987,,,,,90.987,150.088001,,10.966,10.966,,,,1.215,,,,,16.121,,,16.121,28.302,2.332,,,,156.313995,,,,156.313995,158.645995,186.947995,0.575,17.402,,,0.0,,-44.562,-26.585,10.609,-15.976,170.971996,
09/30/1996,151.341995,5.389,5.389,0.0,4.454,,,0.328,,,,,7.693,,,,17.864,42.801998,198.134995,-155.332993,0.0,90.676003,,,,,90.676003,133.478001,,12.764,12.764,,,,0.911,,,,,16.450999,,,16.450999,30.125999,2.349,,,,137.977005,,,,137.977005,140.326005,170.452004,0.575,112.042999,,,0.0,,-137.042007,-24.424008,5.314,-19.110008,151.341996,
12/31/1996,153.970993,8.791,8.791,0.0,4.667,,,0.688,,,,,2.944,,,,17.09,42.700001,148.901001,-106.200996,0.0,94.181,,,,,94.181,136.881001,,0.847,0.847,,,,0.443,,,,,5.615,,,5.615,6.905,0.881,,,,140.794998,,,,140.794998,141.675998,148.580998,0.575,112.042999,,,0.0,,-112.380997,0.237003,5.153,5.390002,153.971001,
03/31/1997,160.289001,18.341,18.341,0.0,5.064,,,0.698,,,,,1.834,,,,25.937,40.441002,128.496002,-88.055,0.0,93.911003,,,,,93.911003,134.352005,,3.251,3.251,,,,0.453,,,,,6.983,,,6.983,10.687,0.807,,,,141.714005,,,,141.714005,142.521004,153.208005,0.575,112.042999,,,0.0,,-111.022003,1.595996,5.485,7.080996,160.289001,
06/30/1997,157.263,20.177999,20.177999,0.0,3.939,,,0.078,,,,,1.813,,,,26.007999,37.543999,117.246002,-79.702003,0.0,93.710999,,,,,93.710999,131.254997,,1.162,1.162,,,,0.46,,,,,7.041,,,7.041,8.663,0.836,,,,141.009995,,,,141.009995,141.845995,150.508995,0.575,112.042999,,,0.0,,-111.575996,1.042003,5.712,6.754003,157.262997,
12/31/1997,181.996994,30.664,30.664,0.0,4.483,,,0.0,,,,,14.468,,,,49.615002,35.687,105.948997,-70.262001,0.0,96.695,,,,,96.695,132.382,,2.894,2.894,,,,0.051,,,,,8.158,,,8.158,11.103,0.407,,,,135.848999,,,,135.848999,136.255999,147.358999,0.575,112.042999,,,0.0,,-84.224998,28.393001,6.245,34.638001,181.996999,
12/31/1998,215.606003,84.072998,84.072998,0.0,2.566,,,0.0,,,,,3.921,,,,90.559998,36.950001,105.978996,-69.028999,0.0,88.096001,,,,,88.096001,125.046001,,4.213,4.213,,,,0.2,,,,,71.092997,,,71.092997,75.505997,1.562,,,,109.672997,,,,109.672997,111.234997,186.740993,0.575,112.042999,,,0.0,,-90.773003,21.844997,7.02,28.864997,215.60599,
03/31/1999,178.460999,56.858002,56.858002,0.0,0.853,0.853,,0.0,0.0,0.0,0.0,,3.015,,,,60.726002,37.863998,107.259003,-69.394997,0.0,79.871002,0.0,0.0,0.0,,79.871002,117.735001,,7.702,7.702,,,,0.216,,,,,16.110999,,,16.110999,24.028999,1.313,,,,111.128998,,,,111.128998,112.441998,136.470997,0.575,112.431999,,,0.0,-78.263,0.0,34.743999,7.246,41.989999,178.460996,
06/30/1999,155.095001,32.640999,32.640999,0.0,2.39,2.39,,0.0,0.0,0.0,0.0,0.0,3.892,,,,38.923,37.862,107.637001,-69.775002,0.0,78.309998,0.0,0.0,0.0,,78.309998,116.171997,,7.927,7.927,,,,0.217,,,,,15.697999,,,15.697999,23.841999,1.323,,,,111.999001,,,,111.999001,113.322001,137.164,0.312,92.695,,,0.0,-82.471001,0.0,10.535999,7.395,17.930999,155.094999,
09/30/1999,152.345993,31.931,31.931,0.0,3.794,3.794,,0.0,0.0,0.0,0.0,0.0,3.039,,,,38.764,36.953999,76.696999,-39.743,0.0,76.627998,0.0,0.0,0.0,,76.627998,113.581997,,8.169,8.169,,,,0.218,,,,,16.867999,,,16.867999,25.254999,1.333,,,,110.665001,,,,110.665001,111.998001,137.253,0.312,92.695,,,0.0,-85.606003,0.0,7.400997,7.692,15.092997,152.345997,
12/31/1999,142.296997,20.122,20.122,0.0,2.156,,,0.0,0.0,0.0,0.0,0.0,8.698,,,,30.976,36.557999,76.803001,-40.244999,0.0,74.763,0.0,0.0,0.0,,74.763,111.320999,,2.01,2.01,,,,0.22,,,,,18.732,,,18.732,20.962,1.343,,,,110.060997,,,,110.060997,111.403997,132.365997,0.209,84.984001,,,0.0,,-82.136002,3.057,6.874,9.931,142.296997,
03/31/2000,138.056,17.67,17.67,,3.168,3.168,,,,,,,1.642,,,,22.48,35.791,76.463,-40.672,,79.785,,,,50.428,29.357,115.576,,6.231,6.231,,,,0.0,,,,,15.984,,,15.984,22.215,0.0,,,,108.182,,,,108.182,108.182,130.397,0.209,84.984,,,0.0,-84.627,0.0,0.566,7.093,7.659,138.056,
06/30/2000,134.087997,11.128,11.128,0.0,3.479,3.479,,1.628,0.0,0.0,0.0,0.0,0.0,,,,16.235001,35.526001,76.653999,-41.127998,0.0,82.327003,0.0,0.0,0.0,,82.327003,117.853004,,5.863,5.863,,,,0.0,,,,,15.693,,,15.693,21.556,0.0,,,,108.332001,,,,108.332001,108.332001,129.888,0.209,84.991997,,,0.0,-86.706001,0.0,-1.505005,5.705,4.199995,134.087996,
09/30/2000,132.979004,9.069,9.069,0.0,2.667,2.667,,0.0,0.0,0.0,0.0,0.0,1.745,,,,13.481,34.998001,76.706001,-41.708,0.0,84.5,0.0,0.0,0.0,,84.5,119.498001,,5.466,5.466,,,,0.0,,,,,15.451999,,,15.451999,20.917999,0.0,,,,108.760002,,,,108.760002,108.760002,129.678001,0.209,84.991997,,,0.0,-87.740997,0.0,-2.540001,5.841,3.301,132.979001,
12/31/2000,139.095993,14.193,14.193,0.0,3.105,,,0.0,0.0,0.0,0.0,0.0,1.651,,,,18.948999,34.693001,76.273003,-41.580002,0.0,85.454002,0.0,0.0,0.0,,85.454002,120.147003,,1.987,1.987,,,,0.0,,,,,18.519001,,,18.519001,20.506001,0.0,,,,109.925003,,,,109.925003,109.925003,130.431004,0.209,84.991997,,,0.0,,-81.828003,3.372994,5.292,8.664994,139.095997,
03/31/2001,139.182007,36.856998,36.856998,0.0,3.707,3.707,,0.0,0.0,0.0,0.0,0.0,2.425,,,,42.988998,34.208,76.308998,-42.101002,0.0,61.985001,0.0,0.0,0.0,,61.985001,96.193001,,2.007,2.007,,,,0.0,,,,,19.120001,,,19.120001,21.127001,0.0,,,,111.119003,,,,111.119003,111.119003,132.246004,0.209,85.244003,,,0.0,-84.035004,0.0,1.418,5.518,6.936,139.182004,
06/30/2001,464.028015,18.577,18.577,0.0,28.434999,28.434999,,14.472,0.0,0.0,14.472,0.0,17.316,,,,78.800003,196.931,241.813004,-44.882,0.0,188.296997,0.0,0.0,0.0,,188.296997,385.227997,,27.417999,27.417999,,,,21.052999,,,,,27.703005,,,27.703005,76.174004,115.209,,,,268.5,,,,268.5,383.709,459.883003,0.209,85.968002,,,0.0,-84.962997,-2.320999,-1.106994,5.252,4.145006,464.028009,
09/30/2001,461.841003,19.566999,19.566999,0.0,29.077,29.077,,14.011,0.0,0.0,14.011,0.0,27.981001,,,,90.636002,197.393997,245.643997,-48.25,0.0,173.811005,0.0,0.0,0.0,,173.811005,371.205002,,26.156,26.156,,,,17.302999,,,,,41.878998,,,41.878998,85.337997,105.088997,,,,260.893005,,,,260.893005,365.982002,451.32,0.209,87.015999,,,0.0,-78.753998,-3.434006,5.036995,5.484,10.520996,461.840995,
12/31/2001,466.532013,5.233,5.233,0.0,34.381001,,,13.748,0.0,0.0,13.748,0.0,39.245998,,,,92.608002,197.270996,248.093002,-50.821999,0.0,176.653,0.0,0.0,0.0,,176.653,373.923996,,24.167999,24.167999,,,,13.753,,,,,43.341002,,,43.341002,81.262001,109.156998,,,,260.725006,,,,260.725006,369.882004,451.144005,0.209,88.510002,,,0.0,,-78.304001,10.415001,4.973,15.388001,466.532006,
03/31/2002,463.622986,7.537,7.537,0.0,33.453999,33.453999,,13.67,0.0,0.0,13.67,0.0,37.555,,,,92.216003,195.875,249.604996,-53.73,0.0,175.531998,0.0,0.0,0.0,,175.531998,371.406998,,23.232,23.232,,,,10.628,,,,,41.657997,,,41.657997,75.517998,109.207001,,,,260.757996,,,,260.757996,369.964996,445.482994,0.209,88.873001,,,0.0,-74.269997,-1.427002,13.385003,4.755,18.140003,463.622997,
06/30/2002,455.029999,14.531,14.531,0.0,20.914,20.914,,13.384,0.0,0.0,13.384,0.0,29.945999,,,,78.775002,194.348007,250.921005,-56.573002,0.0,181.906998,0.0,0.0,0.0,,181.906998,376.255005,,25.233999,25.233999,,,,8.653,,,,,38.893,,,38.893,72.779999,99.757004,,,,261.542999,,,,261.542999,361.300003,434.080002,0.209,89.552002,,,0.0,-71.964996,-1.645004,16.151001,4.799,20.950001,455.030003,
09/30/2002,452.575012,11.515,11.515,0.0,21.346001,21.346001,,14.581,0.0,0.0,14.581,0.0,27.141001,,,,74.583,193.457993,253.022003,-59.563999,0.0,184.533997,0.0,0.0,0.0,,184.533997,377.991989,,26.872999,26.872999,,,,8.852,,,,,41.123,,,41.123,76.848,92.254997,,,,260.557007,,,,260.557007,352.812004,429.660004,0.207,89.668999,,,0.0,-69.830002,-1.936996,18.109,4.806,22.915001,452.575004,
12/31/2002,451.063995,9.845,9.845,0.0,20.962,20.962,,14.018,0.0,0.0,14.018,0.0,32.313999,,,,77.139,189.531998,251.072998,-61.541,0.0,184.393005,0.0,0.0,0.0,,184.393005,373.925003,,27.07,27.07,,,,8.852,,,,,42.842999,,,42.842999,78.764999,91.305,,,,257.893005,,,,257.893005,349.198006,427.963005,0.207,90.185997,,,0.0,-66.723999,-5.100998,18.568,4.533,23.101,451.064005,
03/31/2003,432.541992,9.993,9.993,0.0,27.830999,27.830999,,14.694,0.0,0.0,14.694,0.0,37.034,,,,89.552002,144.893005,203.207993,-58.314999,0.0,198.097,0.0,0.0,0.0,,198.097,342.990005,,26.514999,26.514999,,,,9.644,,,,,42.463002,,,42.463002,78.622002,87.413002,,,,241.679993,,,,241.679993,329.092995,407.714996,0.205,90.304001,,,0.0,-65.356003,-4.969994,20.183004,4.644,24.827005,432.542001,
06/30/2003,438.813995,5.6,5.6,0.0,22.73,22.73,,15.495,0.0,0.0,15.495,0.0,35.812,,,,79.637001,143.022003,204.186005,-61.164001,0.0,216.154999,0.0,0.0,0.0,,216.154999,359.177002,,25.941,25.941,,,,11.269,,,,,39.124999,,,39.124999,76.334999,86.310997,,,,249.772995,,,,249.772995,336.083992,412.418991,0.205,90.777,,,0.0,0.0,-69.010002,21.971998,4.423,26.394998,438.813989,
09/30/2003,455.561005,13.941,13.941,0.0,33.928001,27.327,,14.665,0.0,0.0,14.665,0.0,32.002998,,,,94.537003,145.772003,209.949005,-64.177002,0.0,215.251999,0.0,0.0,0.0,,215.251999,361.024002,,30.136,30.136,,,,12.603,,,,,50.938003,,,50.938003,93.677002,84.18,,,,248.807007,,,,248.807007,332.987007,426.664009,0.205,91.470001,,,0.0,-63.547001,-3.783001,24.344999,4.552,28.896999,455.561009,
12/31/2003,457.837006,9.267,9.267,0.0,24.414,,,14.289,0.0,0.0,14.289,0.0,40.164001,,,,88.134003,151.348999,218.656006,-67.306999,0.0,218.354004,0.0,0.0,0.0,,218.354004,369.703003,,26.559,26.559,,,,11.595,,,,,44.425002,,,44.425002,82.579002,81.874001,,,,255.817993,,,,255.817993,337.691994,420.270996,0.205,92.718002,,,0.0,0.0,-59.653,33.270002,4.296,37.566002,457.836999,
03/31/2004,482.187988,24.271999,24.271999,0.0,27.323999,27.323999,,14.125,0.0,0.0,14.125,0.0,41.570999,,,,107.292,149.673996,220.574997,-70.901001,0.0,225.222,0.0,0.0,0.0,,225.222,374.895996,,26.160999,26.160999,,,,11.595,,,,,44.676999,,,44.676999,82.432999,99.042999,,,,259.729004,,,,259.729004,358.772003,441.205002,0.205,93.478996,,,0.0,0.0,-57.278999,36.404997,4.578,40.982997,482.187999,
06/30/2004,493.110992,15.179,15.179,0.0,38.467999,38.467999,,13.836,0.0,0.0,13.836,0.0,42.470001,,,,109.953003,149.761993,224.115005,-74.352997,0.0,233.395996,0.0,0.0,0.0,,233.395996,383.15799,,23.559,23.559,,,,11.645,,,,,44.601,,,44.601,79.805,103.674004,,,,262.406006,,,,262.406006,366.080009,445.88501,0.205,94.758003,,,0.0,0.0,-52.317001,42.646002,4.58,47.226002,493.111012,
09/30/2004,491.960999,11.392,11.392,0.0,31.236,,,14.511,0.0,0.0,14.511,0.0,40.744999,,,,97.884003,151.845001,230.013,-78.167999,0.0,242.231995,0.0,0.0,0.0,,242.231995,394.076996,,27.497,27.497,,,,13.819,13.819,0.0,0.0,,43.463999,,,43.463999,84.779999,93.672997,93.672997,0.0,0.0,264.575989,,,,264.575989,358.248985,443.028984,0.205,95.396004,,,0.0,-46.653999,-4.542,44.405005,4.527,48.932005,491.960989,
12/31/2004,513.989014,11.125,11.125,0.0,24.891001,24.891001,,14.952,0.0,0.0,14.952,0.0,45.933998,,,,96.902,168.628006,250.904007,-82.276001,0.0,248.459,0.0,0.0,0.0,,248.459,417.087006,,24.768999,24.768999,,,,11.819,,,,,41.396002,,,41.396002,77.984001,105.440002,,,,286.403015,,,,286.403015,391.843018,469.827019,0.205,95.787003,,,0.0,-50.983002,-5.116997,39.892004,4.27,44.162004,513.989023,
03/31/2005,517.5,8.995,8.995,,30.622,30.622,,15.514,,,,,42.887,,,,98.018,168.857,255.604,-86.747,,250.625,,,,49.05,201.575,419.482,,24.615,24.615,,,,12.069,,,,,43.799,,,43.799,80.483,102.437,,,,287.83,,,,287.83,390.267,470.75,0.205,96.73,,,,-45.98,-5.001,45.954,4.562,50.516,521.266,
06/30/2005,535.778992,9.142,9.142,0.0,37.250999,37.250999,,17.681,0.0,0.0,17.681,0.0,45.714001,,,,109.788002,171.121002,262.05899,-90.938004,0.0,254.869995,0.0,0.0,0.0,,254.869995,425.990997,,33.497002,33.497002,,,,11.93,,,,,44.976997,,,44.976997,90.403999,110.111,,,,287.634003,,,,287.634003,397.745003,488.149002,0.205,97.498001,,,0.0,-49.659,-4.923,43.121,4.509,47.63,535.779002,
09/30/2005,532.148987,8.308,8.308,0.0,29.469,29.469,,17.028,0.0,0.0,17.028,0.0,48.952,,,,103.757004,169.703003,265.131989,-95.429001,0.0,258.688995,0.0,0.0,0.0,,258.688995,428.391998,,31.541,31.541,,,,12.183,,,,,52.073997,,,52.073997,95.797997,103.973999,,,,287.32901,,,,287.32901,391.303009,487.101006,0.205,98.211998,,,0.0,-52.851002,-4.862,40.703997,4.344,45.047997,532.149002,
12/31/2005,495.871002,11.216,11.216,0.0,29.138,29.138,,17.576,0.0,,,0.0,26.236,,,,84.166,211.156998,327.214996,-116.057999,0.0,200.548004,0.0,0.0,0.0,,200.548004,411.705002,,33.306999,33.306999,,,,12.437,,,,,58.560001,,,58.560001,104.304001,99.806,,,,297.812988,,,,297.812988,397.618988,501.922989,0.205,96.376999,,,0.0,-95.364998,-11.409004,-10.192003,4.14,-6.052003,495.870986,
