Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
08/31/2012,2605.641,869.452,571.576,297.876,215.433,215.433,0.0,0.0,0.0,0.0,0.0,0.0,159.784,85.642,,,2.019,1244.669,113.092,286.016,-172.924,490.168,490.168,757.712,718.139,595.43,122.709,39.573,1360.972,,139.06,,,,139.06,0.0,0.0,,,,705.536,239.827,,0.876,844.596,0.0,0.0,,,,277.362,,,,,37.535,277.362,1121.958,0.0,1761.547,0.023,1761.524,-728.894,464.142,-13.112,1483.683,0.0,1483.683,2605.641,
11/30/2012,2661.899,886.344,605.911,280.433,254.787,254.787,0.0,0.0,0.0,0.0,0.0,0.0,149.161,83.809,,,1.959,1290.292,128.743,308.885,-180.142,463.553,463.553,779.311,738.174,608.149,130.025,41.137,1371.607,,155.768,,,,155.768,0.0,0.0,,,,736.662,252.152,,1.004,892.43,0.0,0.0,,,,288.247,,,,,36.095,288.247,1180.677,0.0,1770.548,0.023,1770.525,-780.912,498.907,-7.321,1481.222,0.0,1481.222,2661.899,
02/28/2013,2813.66,879.465,487.084,392.381,302.942,302.942,0.0,0.0,0.0,0.0,0.0,0.0,186.342,94.421,0.0,,2.876,1368.749,141.586,331.571,-189.985,438.908,438.908,864.417,833.154,690.911,142.243,31.263,1444.911,,154.202,27.096,0.0,0.0,127.106,0.0,0.0,0.0,0.0,,831.51,259.466,0.0,0.805,985.712,0.0,0.0,0.0,0.0,,307.787,0.0,0.0,0.0,0.0,48.321,307.787,1293.499,0.0,1802.922,0.023,1802.899,-816.674,541.88,-7.967,1520.161,0.0,1520.161,2813.66,
05/31/2013,2654.933,853.636,597.998,255.638,227.747,227.747,0.0,0.0,0.0,0.0,0.0,0.0,181.15,90.141,,,2.409,1262.533,158.876,355.988,-197.112,374.652,374.652,858.872,827.843,690.53,137.313,31.029,1392.4,,141.593,,,,141.593,0.0,0.0,,,,801.832,259.103,,0.913,943.425,0.0,0.0,,,,318.201,,,,,59.098,318.201,1261.626,0.0,1819.274,0.023,1819.251,-996.01,582.271,-12.228,1393.307,0.0,1393.307,2654.933,
08/31/2013,2739.581,863.635,596.794,266.841,232.884,232.884,0.0,0.0,0.0,0.0,0.0,0.0,185.141,93.987,,,2.777,1281.66,167.343,374.077,-206.734,427.036,427.036,863.542,832.589,690.342,142.247,30.953,1457.921,,178.904,,,,178.904,0.0,0.0,,,,797.037,263.553,,0.879,975.941,0.0,0.0,,,,322.036,,,,,58.483,322.036,1297.977,0.0,1846.848,0.023,1846.825,-1016.401,623.079,-11.922,1441.604,0.0,1441.604,2739.581,
11/30/2013,2851.368,966.535,642.111,324.424,309.753,309.753,0.0,0.0,0.0,0.0,0.0,0.0,192.312,96.142,,,2.401,1468.6,168.604,387.169,-218.565,360.114,360.114,854.05,823.563,687.49,136.073,30.487,1382.768,,190.868,,,,190.868,0.0,0.0,,,,834.678,289.622,,0.729,1025.546,0.0,0.0,,,,354.619,,,,,64.997,354.619,1380.165,0.0,1857.761,0.023,1857.738,-1056.419,675.104,-5.243,1471.203,0.0,1471.203,2851.368,
02/28/2014,3106.619,982.129,646.742,335.387,360.594,360.594,0.0,0.0,0.0,0.0,0.0,0.0,228.459,118.387,0.0,,1.674,1571.182,173.917,383.212,-209.295,505.3,505.3,856.22,820.829,687.43,133.399,35.391,1535.437,,179.468,18.326,0.0,0.0,161.142,0.0,0.0,0.0,0.0,,968.618,322.365,0.0,1.771,1148.086,0.0,0.0,0.0,0.0,,407.368,0.0,0.0,0.0,0.0,85.003,407.368,1555.454,0.0,1891.871,0.023,1891.848,-1056.419,720.172,-4.459,1551.165,0.0,1551.165,3106.619,
05/31/2014,3070.01,803.187,564.148,239.039,265.663,265.663,0.0,0.0,0.0,0.0,0.0,0.0,240.051,124.523,,,1.236,1308.901,172.792,393.708,-220.916,596.895,596.895,991.422,958.605,817.279,141.326,32.817,1761.109,,185.91,,,,185.91,0.0,0.0,,,,949.204,325.216,,1.768,1135.114,0.0,0.0,,,,410.093,,,,,84.877,410.093,1545.207,0.0,1908.957,0.023,1908.934,-1136.713,757.917,-5.358,1524.803,0.0,1524.803,3070.01,
08/31/2014,3067.304,803.04,585.381,217.659,283.952,283.952,0.0,0.0,0.0,0.0,0.0,0.0,238.572,125.256,,,1.778,1325.564,175.844,397.766,-221.922,513.903,513.903,1051.993,1016.967,870.063,146.904,35.026,1741.74,,211.552,,,,211.552,0.0,0.0,0.0,0.0,,922.457,331.192,,1.709,1134.009,0.0,0.0,0.0,0.0,,418.639,,,,,87.447,418.639,1552.648,0.0,1942.682,0.023,1942.659,-1216.741,804.74,-16.025,1514.656,0.0,1514.656,3067.304,
11/30/2014,3547.871,1115.409,883.989,231.42,354.87,354.87,0.0,0.0,0.0,0.0,0.0,0.0,234.738,126.827,,,1.622,1705.017,173.599,396.756,-223.157,531.112,531.112,1138.143,1083.75,939.574,144.176,54.393,1842.854,,229.272,,,,229.272,0.0,0.0,,,,943.349,358.684,,1.497,1172.621,710.844,710.844,,,,430.599,,,,,71.915,1141.443,2314.064,0.0,1928.202,0.023,1928.179,-1515.288,852.673,-31.78,1233.807,0.0,1233.807,3547.871,
02/28/2015,3784.569,1262.727,1047.473,215.254,468.021,468.021,0.0,0.0,0.0,0.0,0.0,0.0,152.695,150.715,0.0,98.892,1.906,1883.443,172.151,362.265,-190.114,546.016,546.016,1182.959,1061.336,927.06,134.276,22.731,1901.126,,237.733,31.017,,,206.716,0.0,0.0,0.0,0.0,,1096.3,387.213,0.0,0.447,1334.033,702.939,702.939,0.0,0.0,,459.259,0.0,0.0,0.0,0.0,72.046,1162.198,2496.231,0.0,1963.874,0.023,1963.851,-1515.288,900.373,-60.621,1288.338,0.0,1288.338,3784.569,
05/31/2015,3760.28,1183.74,990.922,192.818,284.582,284.582,0.0,0.0,0.0,0.0,0.0,0.0,232.592,149.163,,,1.561,1700.914,168.391,348.269,-179.878,784.734,784.734,1106.241,1055.457,924.735,130.722,50.784,2059.366,,176.965,,,,176.965,0.0,0.0,,,,1068.021,369.865,0.293,1.767,1244.986,720.001,720.001,,,,445.87,,,,,75.712,1165.871,2410.857,0.0,2058.069,0.023,2058.046,-1590.501,948.459,-66.604,1349.423,0.0,1349.423,3760.28,
08/31/2015,3801.471,1172.413,991.607,180.806,302.098,302.098,0.0,0.0,0.0,0.0,0.0,0.0,231.45,130.413,,,1.59,1705.961,164.718,355.298,-190.58,823.417,823.417,1107.375,1056.066,928.178,127.888,51.309,2095.51,,212.828,,,,212.828,0.0,0.0,,,,1049.571,365.708,,1.772,1262.399,724.621,724.621,,,,446.401,,,,,80.693,1171.022,2433.421,0.0,2094.225,0.023,2094.202,-1660.58,999.854,-65.449,1368.05,0.0,1368.05,3801.471,
11/30/2015,3899.205,1136.03,942.037,193.993,396.545,396.545,,0.0,0.0,0.0,0.0,0.0,241.366,135.402,,,1.037,1773.941,161.015,357.285,-196.27,735.426,735.426,1228.823,1177.336,1013.202,164.134,51.487,2125.264,,229.059,,,,229.059,0.0,0.0,,,,1082.475,406.562,,1.479,1311.534,729.285,729.285,,,,513.593,,,,,107.031,1242.878,2554.412,0.0,2119.449,0.023,2119.426,-1738.752,1046.702,-82.606,1344.793,0.0,1344.793,3899.205,
02/29/2016,4155.099,1208.92,927.778,281.142,509.715,509.715,0.0,0.0,0.0,0.0,0.0,0.0,153.798,150.877,0.0,111.456,2.355,1872.433,166.886,361.705,-194.819,786.47,786.47,1329.31,1173.348,1027.277,146.071,44.506,2282.666,,284.802,63.268,0.0,0.0,221.534,0.0,0.0,0.0,0.0,,1274.375,449.636,0.0,1.015,1559.177,723.942,723.942,0.0,0.0,,537.548,0.0,0.0,0.0,0.0,87.912,1261.49,2820.667,0.0,2162.287,0.023,2162.264,-1853.144,1099.738,-74.449,1334.432,0.0,1334.432,4155.099,
05/31/2016,4112.281,1396.415,1031.565,364.85,326.334,326.334,0.0,0.0,0.0,0.0,0.0,0.0,161.204,159.829,,116.393,1.329,1883.953,168.015,376.466,-208.451,723.461,723.461,1336.852,1170.34,1029.636,140.704,50.119,2228.328,,251.401,,,,251.401,0.0,0.0,,,,1253.076,441.06,,1.543,1504.477,729.307,729.307,,,,529.162,,,,,88.102,1258.469,2762.946,0.0,2176.232,0.024,2176.208,-1919.622,1160.472,-67.747,1349.335,0.0,1349.335,4112.281,
08/31/2016,4100.756,1335.697,970.569,365.128,359.893,359.893,0.0,0.0,0.0,0.0,0.0,0.0,152.63,149.226,,122.131,3.353,1848.22,172.312,393.676,-221.364,706.948,706.948,1373.276,1196.666,1053.872,142.794,54.479,2252.536,,273.568,,,,273.568,0.0,0.0,,,,1235.712,446.89,,1.861,1509.28,734.7,734.7,,,,538.38,,,,,91.49,1273.08,2782.36,0.0,2215.88,0.024,2215.856,-2047.008,1219.246,-69.722,1318.396,0.0,1318.396,4100.756,
11/30/2016,4085.093,1294.867,916.678,378.189,427.436,427.436,0.0,0.0,0.0,0.0,0.0,0.0,158.269,156.603,,108.955,1.534,1880.572,174.45,402.992,-228.542,676.503,676.503,1353.568,1184.821,1042.396,142.425,59.792,2204.521,,270.763,,,,270.763,0.0,0.0,,,,1227.175,482.557,,0.852,1497.938,740.153,740.153,,,,575.2,,,,,92.643,1315.353,2813.291,0.0,2246.058,0.024,2246.034,-2172.326,1287.188,-89.118,1271.802,0.0,1271.802,4085.093,
02/28/2017,4535.185,1460.791,1090.808,369.983,634.821,634.821,0.0,0.0,0.0,0.0,0.0,0.0,220.09,200.609,0.0,104.833,19.346,2315.702,189.629,421.162,-231.533,672.44,672.44,1357.414,1178.476,1040.709,137.767,74.105,2219.483,,376.957,76.197,,,300.76,0.0,0.0,0.0,0.0,,1514.116,557.194,0.0,1.194,1891.073,745.633,745.633,0.0,0.0,,651.159,0.0,0.0,0.0,0.0,93.965,1396.792,3287.865,0.0,2294.486,0.024,2294.462,-2311.805,1352.991,-88.352,1247.32,0.0,1247.32,4535.185,
05/31/2017,4512.436,1638.483,1230.457,408.026,429.908,429.908,0.0,0.0,0.0,0.0,0.0,0.0,233.258,192.551,,92.829,40.429,2301.649,195.281,442.67,-247.389,671.098,671.098,1344.408,1180.403,1047.038,133.365,71.176,2210.787,,303.668,,,,303.668,0.0,0.0,,,,1487.712,567.755,,1.166,1791.38,751.173,751.173,,,,664.339,,,,,96.584,1415.512,3206.892,0.0,2295.147,0.024,2295.123,-2350.044,1426.181,-65.74,1305.544,0.0,1305.544,4512.436,
08/31/2017,4639.384,1659.289,1210.308,448.981,418.449,418.449,0.0,0.0,0.0,0.0,0.0,0.0,254.625,213.273,,101.778,41.149,2332.363,206.195,467.899,-261.704,655.127,655.127,1445.699,1278.261,1121.602,156.659,65.66,2307.021,,323.245,,,,323.245,0.0,0.0,,,,1472.581,581.077,,1.09,1795.826,756.743,756.743,,,,686.468,,,,,105.391,1443.211,3239.037,0.0,2335.542,0.024,2335.518,-2425.059,1523.04,-33.176,1400.347,0.0,1400.347,4639.384,
11/30/2017,4759.484,1715.889,1331.172,384.717,531.509,531.509,0.0,0.0,0.0,0.0,0.0,0.0,257.312,216.036,,108.235,41.12,2504.71,201.807,479.218,-277.411,605.284,605.284,1447.683,1272.407,1120.957,151.45,67.041,2254.774,,341.596,,,,341.596,0.0,0.0,,,,1483.45,623.15,,0.848,1825.046,762.367,762.367,,,,738.931,,,,,115.781,1501.298,3326.344,0.0,2350.764,0.024,2350.74,-2506.075,1624.346,-35.895,1433.14,0.0,1433.14,4759.484,
02/28/2018,5474.493,2042.49,1724.132,318.358,806.744,806.744,0.0,0.0,0.0,0.0,0.0,0.0,292.863,267.197,0.0,92.606,25.368,3142.097,206.105,475.534,-269.429,430.442,430.442,1695.849,1513.783,1288.83,224.953,89.46,2332.396,,427.139,56.419,,,370.72,23.806,23.806,0.0,0.0,,1854.562,741.453,0.0,0.531,2305.507,744.194,744.194,0.0,0.0,,946.668,0.0,0.0,0.0,0.0,205.215,1690.862,3996.369,0.0,2416.104,0.024,2416.08,-2525.072,1619.688,-32.596,1478.124,0.0,1478.124,5474.493,
05/31/2018,5191.561,2098.352,1768.48,329.872,498.964,498.964,0.0,0.0,0.0,0.0,0.0,0.0,308.298,247.175,,82.826,61.012,2905.614,196.653,478.176,-281.523,428.777,428.777,1660.517,1498.884,1278.708,220.176,78.807,2285.947,,359.706,,,,359.706,194.544,194.544,,,,1721.985,723.207,,0.685,2276.235,554.503,554.503,,,,928.879,,,,,205.672,1483.382,3759.617,0.0,2399.949,0.024,2399.925,-2657.774,1733.27,-43.501,1431.944,0.0,1431.944,5191.561,
08/31/2018,4806.868,1768.46,1503.515,264.945,516.008,516.008,0.0,0.0,0.0,0.0,0.0,0.0,293.285,247.197,,83.761,45.941,2577.753,195.23,489.482,-294.252,389.402,389.402,1644.483,1491.738,1278.478,213.26,68.984,2229.115,,405.97,,,,405.97,4.435,4.435,,,,1684.047,709.746,,0.461,2094.452,512.095,512.095,,,,910.517,,,,,200.771,1422.612,3517.064,0.0,2576.584,0.024,2576.56,-3055.268,1820.124,-51.636,1289.804,0.0,1289.804,4806.868,
11/30/2018,5103.014,1927.157,1539.272,387.885,732.833,732.833,0.0,0.0,0.0,0.0,0.0,0.0,310.501,241.145,,80.958,69.202,2970.491,195.249,504.946,-309.697,295.87,295.87,1641.404,1489.116,1285.503,203.613,71.33,2132.523,,432.662,,,,432.662,191.972,191.972,,,,1738.951,790.577,,0.252,2363.585,324.153,324.153,,,,991.645,,,,,201.068,1315.798,3679.383,0.0,2614.792,0.024,2614.768,-3058.598,1914.574,-47.137,1423.631,0.0,1423.631,5103.014,
02/28/2019,5588.289,2176.457,1883.096,293.361,980.188,980.188,0.0,0.0,0.0,0.0,0.0,0.0,307.011,282.507,0.0,112.568,24.48,3463.656,198.969,515.401,-316.432,248.512,248.512,1677.152,1482.936,1276.853,206.083,81.648,2124.633,,491.259,74.53,,,416.729,69.827,69.827,0.0,0.0,,2161.488,821.218,0.0,0.037,2722.574,231.54,231.54,0.0,0.0,,1020.243,0.0,0.0,0.0,0.0,199.025,1251.783,3974.357,0.0,2791.919,0.024,2791.895,-3189.434,2054.069,-42.622,1613.932,0.0,1613.932,5588.289,
05/31/2019,5573.939,2473.021,2295.396,177.625,529.115,529.115,0.0,0.0,0.0,0.0,0.0,0.0,287.314,250.571,,119.128,36.51,3289.45,424.386,756.028,-331.642,188.172,188.172,1671.931,1472.408,1273.494,198.914,80.395,2284.489,,411.823,,,,411.823,235.186,188.297,46.889,0.256,46.633,2016.744,781.043,,0.083,2663.753,188.469,0.0,188.469,0.336,188.133,963.781,,,,,182.738,1152.25,3816.003,0.0,2853.13,0.025,2853.105,-3242.725,2195.189,-47.658,1757.936,0.0,1757.936,5573.939,
