Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
05/31/1999,22.162001,15.006,13.982,1.024,3.321,,,1.074,,,1.074,,0.451,,,,,19.851999,1.798,2.208,-0.41,0.0,,0.512,0.0,,,0.512,2.31,,3.265,3.265,,,,0.109,-0.257,0.366,0.366,,3.261,,,3.261,6.635,0.385,0.195,0.19,0.19,,0.0,,,,,0.0,0.385,7.02,15.339,5.948,,,0.0,,-6.145,15.142,0.0,15.142,22.162,
08/31/1999,109.897003,7.769,7.352,0.417,1.715,,,0.887,0.0,0.0,0.887,,0.716,,,,,11.087,2.369,2.98,-0.611,95.653,,0.787,0.0,,,0.787,98.809,,3.409,3.409,,,,0.09,0.0,0.09,0.09,,4.06,,,4.06,7.559,0.381,0.0,0.381,0.381,,0.0,,,,,0.0,0.381,7.94,0.0,115.391998,,,0.0,,-13.435,101.956998,0.0,101.956998,109.896998,
11/30/1999,110.299004,19.628,11.997,7.631,4.536,,,1.854,0.0,0.0,0.0,,0.737,,,,,26.754999,5.096,6.174,-1.078,76.633003,,1.815,0.0,,,1.815,83.544003,,4.589,4.589,,,,0.458,0.001,0.457,0.457,,6.513,,,6.513,11.56,0.203,0.0,0.203,0.203,,0.0,,,,,0.0,0.203,11.763,0.0,115.155998,,,0.0,,-16.622,98.533998,0.0,98.533998,110.296999,
02/29/2000,434.860992,277.142998,249.682999,27.459999,11.078,,,0.489,,,0.489,,2.119,,,,,290.82901,8.533,14.43,-5.897,72.353996,,63.145,,58.266998,,63.145,144.031996,,13.251,13.251,,,,0.366,,,,,19.847001,,,19.847001,33.464001,0.231,,,,,0.0,,,,,0.0,0.231,33.695001,7.9,480.712006,,,0.0,,-87.445,401.167006,0.0,401.167006,434.862007,
05/31/2000,448.872986,154.364002,106.050003,48.313999,10.25,,,1.344,0.0,0.0,1.344,0.0,2.175,,,,,168.132996,8.895,14.795,-5.9,176.261002,,95.584,87.871002,,,7.712997,280.740002,,5.91,5.91,,,,0.366,0.0,0.366,0.366,,25.151,,,25.151,31.427,0.19,0.0,0.19,0.19,,0.0,,,,,0.0,0.19,31.617,0.0,514.119995,,,0.0,,-96.863998,417.255997,0.0,417.255997,448.872997,
08/31/2000,472.123993,174.262001,108.203003,66.058998,13.559,,,0.134,,,0.134,,2.177,,,,,190.132004,12.654,19.646999,-6.993,145.906998,,123.431,115.889999,,,7.541001,281.991998,,4.052,4.052,,,,0.356,,,,,25.929,,,25.929,30.337,0.149,,,,,0.0,,,,,0.0,0.149,30.486,0.0,550.34198,,,0.0,,-108.704002,441.637978,0.0,441.637978,472.123978,
11/30/2000,486.739014,152.569,78.819,73.75,17.341,,,0.819,0.0,0.0,0.819,0.0,2.158,,,,,172.886993,13.173,,,160.643997,,140.035995,131.272995,,,8.763,313.852993,,5.219,5.219,,,,0.356,0.0,0.356,0.356,,28.159001,,,28.159001,33.734001,0.164,0.001,0.163,0.163,,0.0,,,,,0.0,0.164,33.898001,0.0,595.112,,,0.0,,-142.270996,452.841003,0.0,452.841003,486.739005,
02/28/2001,505.251007,148.123997,85.212997,62.910999,25.267,,,4.118,0.0,0.0,0.74,3.378,2.172,,,,,179.681,14.591,23.943001,-9.352,155.136002,,155.843002,147.397003,147.397003,0.0,8.445999,325.570004,,9.681,9.681,,,,0.194,0.0,0.194,0.194,,30.817002,,,30.817002,40.692001,0.277,0.0,0.277,0.277,,0.0,,,,,0.0,0.277,40.969001,0.0,643.729004,,,0.0,,-179.447006,464.281998,0.0,464.281998,505.250999,
05/31/2001,471.118988,119.535999,72.459,47.077,20.799999,,,1.358,0.0,0.0,1.358,0.0,2.361,,,,,144.054993,15.776,,,175.052002,,136.235992,130.871002,130.871002,0.0,5.36499,327.063994,,3.909,3.909,,,,0.265,0.0,0.265,0.265,,25.943001,,,25.943001,30.117001,0.227,0.0,0.227,0.227,,0.038,,,,,0.038,0.265,30.382001,0.0,627.432007,,,0.0,,-186.695007,440.737,0.0,440.737,471.119,
08/31/2001,428.247009,127.405996,106.533997,20.872,19.207001,,,0.774,0.0,0.0,0.774,0.0,4.375,,,,,151.761993,16.740999,,,172.507004,,87.237,82.369003,82.369003,0.0,4.867996,276.485003,,8.316,8.316,,,,10.537,10.0,0.537,0.537,,19.316998,,,19.316998,38.169998,0.616,0.0,0.616,0.616,,0.0,,,,,0.0,0.616,38.785998,0.0,627.237,,,0.0,,-237.776001,389.460999,0.0,389.460999,428.246997,
11/30/2001,407.381989,68.065999,54.750999,13.315,15.127,,,6.215,0.0,0.0,1.06,5.155,3.158,,,,,92.566002,16.296,,,223.567993,,74.952003,70.099998,70.099998,0.0,4.852005,314.815996,,8.038,8.038,,,,10.591,10.001,0.59,0.59,,18.191999,,,18.191999,36.820999,0.609,0.0,0.609,0.609,,0.0,,,,,0.0,0.609,37.429999,0.0,627.961975,,,-6.672,,-251.33801,369.951965,0.0,369.951965,407.381965,
02/28/2002,369.86499,96.396,55.467999,40.928001,12.919,,,6.612,,,0.885,5.727,2.642,,,,,118.569,20.399,35.346001,-14.947,190.705994,,40.191002,35.459,34.720001,0.738998,4.732002,251.295996,,6.267,6.267,,,,11.049,10.0,1.049,1.049,,19.658998,,,19.658998,36.974998,1.563,0.0,1.563,1.563,,3.778,,,,,3.778,5.341,42.315999,0.0,626.650024,,,-6.672,,-292.502988,327.475037,0.074,327.549037,369.865035,
05/31/2002,373.610992,102.509998,40.431,62.078999,15.336,,,7.192,0.0,0.0,1.201,5.991,3.296,,,,,128.334,20.250999,,,184.046997,,40.979,36.242001,35.459,0.783001,4.737,245.276997,,6.63,6.63,,,,15.825,15.003,0.822,0.822,,19.679998,,,19.679998,42.134998,1.675,-4.223,5.898,5.898,,4.223,,,,,4.223,5.898,48.032998,0.0,627.666992,,,-6.672,-290.403992,-5.012998,325.578003,0.0,325.578003,373.611001,
08/31/2002,375.580994,88.124998,26.337999,61.786999,14.119,,,6.461,0.0,0.0,0.944,5.517,4.678,,,,,113.383003,14.691,,,200.419998,,47.087002,42.467999,35.226002,7.241997,4.619003,262.198,,5.979,5.979,,,,16.159,15.008,1.151,1.151,,18.939999,,,18.939999,41.077999,1.588,-4.768,6.356,6.356,,4.768,,,,,4.768,6.356,47.433999,0.0,627.58197,,,-6.672,,-292.762998,328.146973,0.0,328.146973,375.580972,
11/30/2002,377.440002,80.280001,27.42,52.860001,12.252,,,7.294,,,1.117,6.177,4.823,,,,,104.649002,15.597,,,206.328995,,50.865002,46.275002,39.438,6.837002,4.59,272.790997,,6.116,6.116,,,,16.448,15.004,1.444,1.444,,18.045001,,,18.045001,40.609001,1.058,-5.163,6.221,6.221,,5.163,,,,,5.163,6.221,46.830001,0.0,629.833008,,,-7.436,,-291.786992,330.610016,0.0,330.610016,377.440017,
02/28/2003,390.338989,90.466,45.25,45.216,17.429001,,,7.777,0.0,0.0,0.799,6.978,4.659,,,,,120.331001,22.972,42.797001,-19.825001,201.873993,,45.161999,40.827999,40.097,0.730999,4.334,270.007992,,5.502,5.502,,,,16.247999,15.007999,1.24,1.24,,25.393003,,,25.393003,47.143002,1.393,0.0,1.393,1.393,,5.382,,,,,5.382,6.775,53.918002,0.0,630.815002,,,-7.436,,-287.073003,336.306,0.115,336.421,390.339001,
05/31/2003,400.473999,79.942001,44.987,34.955002,18.105,,,0.818,0.0,0.0,0.0,0.0,12.404,,,,,111.268997,23.975,,,220.063995,,45.166,40.918999,0.0,40.918999,4.247002,289.204996,,3.493,3.493,,,,16.249001,15.009001,1.24,1.24,,31.259998,,,31.259998,51.001999,1.106,-4.476,5.582,5.582,,5.476,,,,,5.476,6.582,57.583999,0.0,632.830017,,,-7.436,-288.89801,6.394008,342.890015,0.0,342.890015,400.474013,
08/31/2003,411.981995,97.702999,43.368,54.334999,21.479,,,8.028,0.0,0.0,0.864,7.164,5.475,,,,,132.684998,24.848,,,209.029999,,45.418999,40.926998,,,4.492001,279.296998,,5.693,5.693,,,,1.189,0.0,1.189,1.189,,53.011002,,,53.011002,59.893002,0.849,0.0,0.849,0.849,,5.439,,,,,5.439,6.288,66.181002,0.0,636.020996,,,-7.436,-285.548004,2.520015,345.557007,0.244,345.801007,411.982009,
11/30/2003,439.842987,97.584,61.314999,36.269001,30.292,,,5.978,0.0,0.0,0.614,5.364,4.599,,,,,138.453003,24.745001,,,231.225006,,45.419998,41.048,41.048,0.0,4.371998,301.390005,,4.628,4.628,,,,16.118999,15.002999,1.116,1.116,,50.828997,,,50.828997,71.575996,0.584,0.0,0.584,0.584,,5.399,,,,,5.399,5.983,77.558996,0.0,647.31897,,,-7.436,-281.403015,3.512019,361.991974,0.292,362.283974,439.84297,
02/29/2004,1111.652954,608.600979,544.888977,63.712002,38.346001,,,7.12,0.0,0.0,0.0,7.12,5.971,,,,,660.038025,29.448,57.488998,-28.041,347.885986,,74.280998,69.712997,65.872002,3.840996,4.568001,451.614985,,7.154,7.154,,,,0.898,0.0,0.898,0.898,,78.369997,,,78.369997,86.421997,600.538025,600.000025,0.538,0.538,,16.304001,,,,,16.304001,616.842026,703.264023,0.0,695.73999,,,-7.436,-276.406006,-3.867986,408.029999,0.359,408.388999,1111.653022,
05/31/2004,1133.479004,230.162003,191.356003,38.806,34.639,,,8.123,0.0,0.0,0.0,8.123,6.257,,,,,279.181,30.764,,,748.762024,,74.772003,69.769997,,,5.002007,854.298027,,6.417,6.417,,,,0.896,0.0,0.896,0.896,,85.370998,,,85.370998,92.683998,600.263,594.681001,5.582,5.582,,20.900999,,,,,20.900999,621.164,713.847998,0.0,707.021973,,,-7.436,-265.85199,-14.435002,419.298981,0.332,419.630981,1133.478978,
08/31/2004,1166.829956,291.287995,249.451996,41.835999,32.997002,,,9.133,0.0,0.0,0.0,9.133,6.121,,,,,339.539001,30.701,,,721.437012,,75.156998,69.662003,,,5.494995,827.29501,,7.339,7.339,,,,0.683,0.0,0.683,0.683,,97.881,,,97.881,105.903,600.211975,594.724975,5.487,5.487,,22.704,,,,,22.704,622.915975,728.818975,0.0,708.721985,,,-7.436,-254.483002,-9.19199,437.610993,0.404,438.014993,1166.833968,
11/30/2004,1156.613,304.187,234.436,69.751,43.616,43.616,,5.703,0.0,3.618,0.0,2.085,8.581,,,,,362.087,30.954,,,674.835,,88.737,69.81,66.268,3.542,18.927,794.526,,6.445,6.445,,,,0.459,0.0,0.459,0.459,,116.606,,,116.606,123.51,600.154,600.0,0.154,0.154,,29.38,,,,,29.38,629.534,753.044,0.0,710.573,,,-52.628,-243.638,-11.275,403.032,0.537,403.569,1156.613,
02/28/2005,1134.036,321.197,140.169,181.028,48.402,,,3.557,,,,3.557,12.097,,,,,385.253,32.726,70.185,-37.459,607.566,,108.491,73.591,73.591,0.0,34.9,748.783,,8.426,8.426,,,,0.282,0.0,0.282,0.282,,130.491,,,130.491,139.199,600.097,600.097,0.0,0.0,,33.069,,,,,33.069,633.166,772.365,0.0,714.623,,,-107.409,-231.798,-14.302,361.114,0.557,361.671,1134.036,
05/31/2005,1157.775,434.502,244.368,190.134,47.672,,,2.761,0.0,0.0,0.0,2.761,13.412,,,,,498.347,33.137,,,517.036,,109.255,91.542,75.76,15.782,17.713,659.428,,4.219,4.219,,,,0.0,0.0,0.0,0.0,,150.595,,,150.595,154.814,590.0,590.0,0.0,0.0,,37.591,,,,,37.591,627.591,782.405,0.0,719.349,,,-112.537,-219.364,-12.506,374.942,0.428,375.37,1157.775,
08/31/2005,1179.776,517.42,148.056,369.364,57.797,57.797,,1.788,0.0,1.788,0.0,0.0,13.154,,,,,590.159,34.037,,,448.198,,107.382,76.953,75.996,0.957,30.429,589.617,,4.892,4.892,,,,0.0,0.0,0.0,0.0,,173.756,,,173.756,178.648,570.0,570.0,0.0,0.0,,44.364,,,,,44.364,614.364,793.012,0.0,724.886,,,-124.097,-202.632,-11.93,386.227,0.537,386.764,1179.776,
11/30/2005,1230.033,668.34,181.946,486.394,54.244,54.244,,1.412,0.0,1.412,0.0,0.0,14.342,,,,,738.338,34.989,,,331.779,,124.927,76.888,75.931,0.957,48.039,491.695,,5.161,5.161,,,,0.0,0.0,0.0,0.0,,184.788,,,184.788,189.949,570.0,570.0,0.0,0.0,,52.156,,,,,52.156,622.156,812.105,0.0,733.29,,,-124.098,-179.429,-12.466,417.297,0.631,417.928,1230.033,
02/28/2006,1314.241,804.871,267.547,537.324,58.294,58.294,,1.498,0.0,1.498,0.0,0.0,16.576,,,,,881.239,35.822,71.265,-35.443,272.669,,124.511,89.409,75.942,13.467,35.102,433.002,,5.627,5.627,,,,0.0,,,,,195.295,,,195.295,200.922,570.0,570.0,0.0,0.0,,65.548,,,,,65.548,635.548,836.47,0.0,763.925,,,-124.125,-152.113,-10.9,476.787,0.771,477.558,1314.028,
05/31/2006,1379.975,932.3,596.917,335.383,65.361,65.361,,0.0,0.0,0.0,0.0,0.0,18.315,,,,,1015.976,36.714,75.678,-38.964,205.308,205.308,121.977,86.142,73.757,12.385,35.835,363.999,,6.661,6.661,,,,0.0,0.0,0.0,0.0,,214.77,,,214.77,221.431,570.077,570.077,0.0,0.0,,76.224,,,,,76.224,646.301,867.732,0.0,781.871,,,-124.298,-138.246,-7.572,511.755,0.488,512.243,1379.975,
08/31/2006,1640.571,837.956,568.181,269.775,70.346,70.346,,0.0,0.0,0.0,0.0,0.0,27.859,,,,,936.161,40.055,83.076,-43.021,196.002,196.002,468.353,434.08,343.122,90.958,34.273,704.41,,7.642,7.642,,,,0.0,0.0,0.0,0.0,,244.751,,,244.751,252.393,570.0,570.0,0.0,0.0,,78.216,,,,,78.216,648.216,900.609,0.0,997.727,,,-125.656,-127.199,-4.91,739.962,0.0,739.962,1640.571,
11/30/2006,1712.906,976.865,795.992,180.873,81.251,81.251,,,0.0,0.0,0.0,0.0,34.123,,,,,1092.239,42.278,89.058,-46.78,120.313,120.313,458.076,424.838,327.264,97.574,33.238,620.667,,10.742,10.742,,,,0.0,0.0,0.0,0.0,,268.515,,,268.515,279.257,570.0,570.0,0.0,0.0,,89.238,,,,,89.238,659.238,938.495,0.0,1015.396,,,-125.723,-112.579,-2.683,774.411,0.0,774.411,1712.906,
02/28/2007,1785.854,878.066,527.239,350.827,87.973,87.973,,0.0,0.0,0.0,0.0,0.0,41.026,,,,,1007.065,45.258,96.001,-50.743,278.028,278.028,455.503,423.151,328.837,94.314,32.352,778.789,,12.062,12.062,,,,0.0,0.0,0.0,0.0,,288.301,,,288.301,300.363,570.0,570.0,0.0,0.0,,94.255,,,,,94.255,664.255,964.618,0.0,1040.912,,,-125.789,-92.092,-1.795,821.236,0.0,821.236,1785.854,
05/31/2007,1857.608,837.458,437.384,400.074,92.412,92.412,,0.0,0.0,0.0,0.0,0.0,53.279,,,,,983.149,47.713,102.878,-55.165,353.626,353.626,473.12,440.296,344.819,95.477,32.824,874.459,,7.958,7.958,,,,0.0,0.0,0.0,0.0,,303.371,,,303.371,311.329,570.0,570.0,0.0,0.0,,127.349,,,,,127.349,697.349,1008.678,0.0,1066.111,,,-125.789,-88.648,-2.744,848.93,0.0,848.93,1857.608,
08/31/2007,1921.775,878.383,524.619,353.764,89.125,89.125,,0.0,0.0,0.0,0.0,0.0,57.862,,,,,1025.37,51.363,110.872,-59.509,375.263,375.263,469.779,436.834,339.357,97.477,32.945,896.405,,10.085,10.085,,,,0.0,0.0,0.0,0.0,,316.007,,,316.007,326.092,570.0,570.0,0.0,0.0,,127.145,,,,,127.145,697.145,1023.237,0.0,1096.414,,,-125.924,-70.491,-1.461,898.538,0.0,898.538,1921.775,
11/30/2007,2037.74,1041.32,586.959,454.361,108.329,108.329,,0.0,0.0,0.0,0.0,0.0,74.126,,,,,1223.775,58.138,123.944,-65.806,288.381,288.381,467.446,435.517,339.739,95.778,31.929,813.965,,10.439,10.439,,,,0.0,0.0,0.0,0.0,,349.938,,,349.938,360.377,570.0,570.0,0.0,0.0,,149.536,,,,,149.536,719.536,1079.913,0.0,1135.023,,,-126.406,-50.208,-0.582,957.827,0.0,957.827,2037.74,
02/29/2008,2079.982,990.162,677.72,312.442,127.002,127.002,,0.0,0.0,0.0,0.0,0.0,75.192,,,,,1192.356,68.557,140.689,-72.132,341.781,341.781,477.288,434.137,340.314,93.823,43.151,887.626,,17.341,17.341,,,,570.0,570.0,0.0,0.0,,382.407,,,382.407,969.748,,0.0,0.0,0.0,,159.043,,,,,159.043,159.043,1128.791,0.0,1170.349,,,-192.946,-28.202,1.99,951.191,0.0,951.191,2079.982,
05/31/2008,2137.346,896.075,610.54,285.535,114.975,114.975,0.0,0.0,0.0,0.0,0.0,0.0,85.708,,,,85.708,1096.758,73.341,151.41,-78.069,453.073,453.073,514.174,471.167,358.335,112.832,43.007,1040.588,,58.925,11.932,,,46.993,570.0,570.0,,,,352.243,140.582,,1.001,981.168,0.0,0.0,,,,164.785,,,,,24.203,164.785,1145.953,0.0,1208.606,0.021,1208.585,-202.093,-10.912,-4.208,991.393,0.0,991.393,2137.346,
08/31/2008,2215.386,1061.725,787.457,274.268,110.898,110.898,0.0,0.0,0.0,0.0,0.0,0.0,69.201,,,,69.201,1241.824,70.803,154.08,-83.277,368.235,368.235,534.524,470.551,359.989,110.562,63.973,973.562,,60.971,9.313,,,51.658,570.0,570.0,,,,347.834,149.959,,0.934,978.805,0.0,0.0,,,,174.012,,,,,24.053,174.012,1152.817,0.0,1243.279,0.021,1243.258,-202.312,10.226,11.376,1062.569,0.0,1062.569,2215.386,
11/30/2008,1964.479,758.631,519.837,238.794,113.162,113.162,0.0,0.0,0.0,0.0,0.0,0.0,78.142,,,,78.142,949.935,68.249,154.42,-86.171,317.821,317.821,628.474,563.973,437.713,126.26,64.501,1014.544,,69.124,10.779,,,58.345,285.5,285.5,,,,353.599,152.416,,0.898,708.223,0.0,0.0,,,,176.375,,,,,23.959,176.375,884.598,,1267.453,0.021,1267.432,-232.311,34.531,10.208,1079.881,0.0,1079.881,1964.479,
02/28/2009,1753.636,662.726,515.548,147.178,128.669,128.669,0.0,0.0,0.0,0.0,0.0,0.0,99.437,,0.0,,99.407,890.832,67.913,159.053,-91.14,183.363,183.363,611.528,560.286,438.109,122.177,51.242,862.804,,63.699,9.576,0.0,0.0,54.123,0.0,0.0,0.0,0.0,,382.95,161.032,0.064,0.9,446.649,0.0,0.0,0.0,0.0,,200.934,0.0,0.0,0.0,0.0,39.838,200.934,647.583,0.0,1281.49,0.021,1281.469,-236.283,50.519,10.327,1106.053,0.0,1106.053,1753.636,
05/31/2009,1765.823,717.507,510.616,206.891,106.639,106.639,0.0,0.0,0.0,0.0,0.0,0.0,95.387,,,,95.387,919.533,69.619,166.542,-96.923,167.028,167.028,609.643,558.539,438.901,119.638,51.104,846.29,,65.193,13.089,,,52.104,0.0,0.0,,,,403.642,164.576,,0.878,468.835,0.0,0.0,,,,203.468,,,,,38.892,203.468,672.303,0.0,1295.326,0.021,1295.305,-283.054,69.033,12.215,1093.52,0.0,1093.52,1765.823,
08/31/2009,1793.072,721.436,493.052,228.384,112.837,112.837,0.0,0.0,0.0,0.0,0.0,0.0,106.55,,,,106.55,940.823,70.276,173.549,-103.273,190.37,190.37,591.603,554.646,439.035,115.611,36.957,852.249,,74.971,17.938,,,57.033,0.0,0.0,,,,420.383,161.43,,0.878,495.354,0.0,0.0,,,,200.194,,,,,38.764,200.194,695.548,0.0,1320.026,0.021,1320.005,-330.24,97.97,9.768,1097.524,,1097.524,1793.072,
11/30/2009,1855.829,737.896,389.709,348.187,137.237,137.237,0.0,0.0,0.0,0.0,0.0,0.0,96.585,,,,96.585,971.718,73.22,184.254,-111.034,221.191,221.191,589.7,551.543,439.497,112.046,38.157,884.111,,90.37,17.496,,,72.874,0.0,0.0,,,,447.563,172.051,,0.878,537.933,0.0,0.0,,,,210.696,,,,,38.645,210.696,748.629,0.0,1370.816,0.021,1370.795,-382.528,114.384,4.528,1107.2,0.0,1107.2,1855.829,
02/28/2010,1870.872,760.774,388.118,372.656,139.436,139.436,0.0,0.0,0.0,0.0,0.0,0.0,102.909,,0.0,,102.832,1003.119,71.708,188.679,-116.971,209.411,209.411,586.634,546.962,438.749,108.213,39.672,867.753,,84.817,16.483,0.0,0.0,68.334,0.0,0.0,0.0,0.0,,481.45,165.288,0.0,0.874,566.267,0.0,0.0,0.0,0.0,,193.553,0.0,0.0,0.0,0.0,28.265,193.553,759.82,0.0,1444.87,0.022,1444.848,-472.646,137.772,1.056,1111.052,0.0,1111.052,1870.872,
05/31/2010,1831.868,823.798,478.37,345.428,117.426,117.426,0.0,0.0,0.0,0.0,0.0,0.0,94.227,43.187,,,0.868,1035.451,69.952,192.527,-122.575,143.967,143.967,582.498,542.532,438.143,104.389,39.966,796.417,,76.597,11.028,,,65.569,0.0,0.0,,,,469.671,156.473,,0.389,546.268,0.0,0.0,,,,184.308,,,,,27.835,184.308,730.576,0.0,1488.677,0.022,1488.655,-547.008,161.843,-2.22,1101.292,0.0,1101.292,1831.868,
08/31/2010,1943.595,975.218,669.227,305.991,125.993,125.993,0.0,0.0,0.0,0.0,0.0,0.0,118.623,48.076,,,1.864,1219.834,71.544,197.461,-125.917,74.933,74.933,577.284,539.788,438.376,101.412,37.496,723.761,,83.635,13.368,,,70.267,0.0,0.0,,,,484.007,166.158,,0.453,567.642,0.0,0.0,,,,193.961,,,,,27.803,193.961,761.603,0.0,1552.852,0.022,1552.83,-552.002,185.499,-4.357,1181.992,0.0,1181.992,1943.595,
11/30/2010,2028.713,845.442,594.914,250.528,151.612,151.612,0.0,0.0,0.0,0.0,0.0,0.0,91.332,53.374,,,0.932,1088.386,74.86,205.925,-131.065,251.538,251.538,613.929,576.532,463.552,112.98,37.397,940.327,,105.06,19.101,,,85.959,0.0,0.0,,,,509.83,176.043,,0.444,614.89,0.0,0.0,,,,203.867,,,,,27.824,203.867,818.757,0.0,1554.236,0.022,1554.214,-552.001,211.516,-3.795,1209.956,0.0,1209.956,2028.713,
02/28/2011,2199.322,860.6,642.63,217.97,184.741,184.741,0.0,0.0,0.0,0.0,0.0,0.0,139.217,62.364,0.0,,0.699,1184.558,75.558,215.311,-139.753,331.791,331.791,607.415,573.605,463.673,109.932,33.81,1014.764,,106.514,16.285,0.0,0.0,90.229,0.0,0.0,0.0,0.0,,573.287,199.617,0.0,0.554,679.801,0.0,0.0,0.0,0.0,,228.822,0.0,0.0,0.0,0.0,29.205,228.822,908.623,0.0,1610.26,0.022,1610.238,-562.792,245.05,-1.819,1290.699,0.0,1290.699,2199.322,
05/31/2011,2247.841,910.481,710.223,200.258,154.939,154.939,0.0,0.0,0.0,0.0,0.0,0.0,142.815,66.607,,,0.883,1208.235,77.754,226.266,-148.512,356.26,356.26,605.592,572.024,465.563,106.461,33.568,1039.606,,101.409,16.357,,,85.052,0.0,0.0,,,,584.688,201.693,,0.086,686.097,0.0,0.0,,,,231.241,,,,,29.548,231.241,917.338,0.0,1633.105,0.022,1633.083,-581.738,277.5,1.636,1330.503,0.0,1330.503,2247.841,
08/31/2011,2308.53,937.239,737.458,199.781,175.703,175.703,0.0,0.0,0.0,0.0,0.0,0.0,147.847,66.557,,,1.433,1260.789,81.478,235.451,-153.973,363.862,363.862,602.401,567.921,465.558,102.363,34.48,1047.741,,104.878,16.142,,,88.736,0.0,0.0,,,,602.084,211.527,,0.339,706.962,0.0,0.0,,,,240.397,,,,,28.87,240.397,947.359,0.0,1664.455,0.022,1664.433,-619.744,317.467,-1.007,1361.171,0.0,1361.171,2308.53,
11/30/2011,2380.274,808.312,526.665,281.647,206.449,206.449,0.0,0.0,0.0,0.0,0.0,0.0,139.057,67.422,,,2.136,1153.818,83.925,243.213,-159.288,408.455,408.455,734.076,695.627,591.061,104.566,38.449,1226.456,,123.512,22.405,,,101.107,0.0,0.0,,,,610.378,209.869,,0.475,733.89,0.0,0.0,,,,238.987,,,,,29.118,238.987,972.877,0.0,1679.978,0.023,1679.955,-619.744,355.707,-8.544,1407.397,0.0,1407.397,2380.274,
02/29/2012,2491.099,813.515,549.217,264.298,255.18,255.18,0.0,0.0,0.0,0.0,0.0,0.0,152.66,81.266,0.0,,1.482,1221.355,92.065,255.957,-163.892,446.838,446.838,730.841,692.201,591.563,100.638,38.64,1269.744,,114.078,6.881,0.0,0.0,107.197,0.0,0.0,0.0,0.0,,712.227,235.328,0.0,0.346,826.305,0.0,0.0,0.0,0.0,,265.977,0.0,0.0,0.0,0.0,30.649,265.977,1092.282,0.0,1709.105,0.023,1709.082,-696.012,391.676,-5.952,1398.817,0.0,1398.817,2491.099,
05/31/2012,2484.618,818.958,508.616,310.342,195.831,195.831,0.0,0.0,0.0,0.0,0.0,0.0,159.172,86.156,,,1.149,1173.961,101.538,265.704,-164.166,481.142,481.142,727.977,688.091,590.517,97.574,39.886,1310.657,,123.678,,,,123.678,0.0,0.0,,,,683.39,230.869,,0.67,807.068,0.0,0.0,,,,261.829,,,,,30.96,261.829,1068.897,0.0,1728.198,0.023,1728.175,-726.023,429.137,-15.591,1415.721,0.0,1415.721,2484.618,
