Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Discontinued Operations,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,355.632996,91.424996,78.978996,12.446,122.305,,,,8.1,,,,,19.823,,,241.653,61.966999,,,0.0,52.013,,,,,52.013,113.98,,20.388,20.388,,5.757,,,,,,64.367001,,,,64.367001,90.512001,6.072,,,,,24.796,,,,,24.796,30.868,121.380001,3.137,227.384995,,,0.0,,3.731,234.252995,0.0,234.252995,355.632995,
12/31/1992,369.875,92.287002,81.344002,10.943,135.054993,,,,7.329,,,,,13.923,,,248.593994,67.605003,164.436005,-96.831001,0.0,53.675999,,,,,53.675999,121.281002,,18.507,18.507,,5.578,,,,,,71.299003,,,,71.299003,95.384003,6.012,,,,,19.386999,,,,,19.386999,25.398999,120.783002,0.0,228.414001,,,0.0,,20.677999,249.092001,0.0,249.092001,369.875003,
03/31/1993,358.658997,107.207999,92.765999,14.442,99.155998,,,,9.481,,,,,20.402,,,236.246994,68.806,,,0.0,53.605999,,,,,53.605999,122.411999,,17.709,17.709,,6.927,,,,,,71.336,,,,71.336,95.972,5.74,,,,,22.988001,,,,,22.988001,28.728001,124.700001,0.0,229.707001,,,0.0,,4.252,233.959001,0.0,233.959001,358.659001,
06/30/1993,351.707001,90.123001,56.393002,33.73,97.727997,,,,9.347,,,,,23.896999,,,221.095001,73.028999,,,0.0,57.583,,,,,57.583,130.612,,16.757,16.757,,4.854,,,,,,74.940002,,,,74.940002,96.551003,6.276,,,,,26.67,,,,,26.67,32.946,129.497003,0.0,244.182999,,,-0.027,,-21.946,222.209999,0.0,222.209999,351.707002,
09/30/1993,355.457001,97.376003,53.219002,44.157001,95.064003,,,,8.574,,,,,27.593,,,228.606995,69.244003,,,0.0,57.605999,,,,,57.605999,126.850002,,13.792,13.792,,4.572,,,,,,80.325003,,,,80.325003,98.689003,16.855,,,,,14.823,,,,,14.823,31.677999,130.367002,0.0,247.436005,,,-31.91,,9.563999,225.090004,0.0,225.090004,355.457006,
12/31/1993,339.300995,92.805,61.382,31.423,101.889999,,,,5.744,,,,,18.035999,,,218.475006,61.477001,144.860992,-83.384003,0.0,59.348999,,,,,59.348999,120.826,,13.513,13.513,,3.962,,,,,,96.003997,,,,96.003997,113.478996,14.723,,,,,4.977,,,,,4.977,19.7,133.178996,0.0,250.960999,,,-52.178001,,7.339001,206.121998,0.0,206.121998,339.300994,
03/31/1994,363.347992,105.808998,62.258999,43.549999,88.580002,,,,5.187,,,,,15.865,,,215.440994,94.600998,,,0.0,53.306,,,,,53.306,147.906998,,12.234,12.234,,27.540001,,,,,,105.569001,,,,105.569001,145.343002,11.487,,,,,4.989,,,,,4.989,16.476,161.819003,0.0,251.639008,,,-53.886002,,3.776001,201.529007,0.0,201.529007,363.34801,
06/30/1994,336.665009,96.799002,68.387001,28.412001,74.155998,,,,5.204,,,,,15.185,,,191.343994,93.420998,,,0.0,51.900002,,,,,51.900002,145.320999,,13.598,13.598,,2.792,,,,,,110.596,,,,110.596,126.986,12.111,,,,,49.029999,,,,,49.029999,61.140999,188.126999,0.0,210.063995,,,-76.75,,15.223999,148.537994,0.0,148.537994,336.664993,
09/30/1994,309.602997,76.314999,57.050999,19.264,70.260002,,,,5.36,,,,,14.452,,,166.386993,93.171997,,,0.0,50.043999,,,,,50.043999,143.215996,,46.349998,46.349998,,14.857,,,,,,57.762003,,,,57.762003,118.969002,12.172,,,,,4.863,,,,,4.863,17.035,136.004002,0.0,258.992004,,,-109.418999,,24.026001,173.599007,0.0,173.599007,309.603008,
12/31/1994,361.048004,96.876001,75.011002,21.865,78.628998,,,,5.137,,,,,11.293,,,191.934998,122.064003,220.751007,-98.686996,0.0,47.049,,,,,47.049,169.113003,,12.522,12.522,,26.412001,,,,,,125.508,,,,125.508,164.442001,2.098,,,,,18.445,,,,,18.445,20.543,184.985001,0.0,265.173004,,,-133.727997,,44.617996,176.063004,0.0,176.063004,361.048005,
04/01/1995,367.434998,111.194998,97.919998,13.275,63.429001,,,,5.867,,,,,12.491,,,192.981995,124.406998,,,0.0,50.046001,,,,,50.046001,174.452999,,13.328,13.328,,26.176001,,,,,,135.081998,,,,135.081998,174.585999,10.29,,,,,11.264,,,,,11.264,21.554,196.139998,0.0,272.394989,,,-151.179993,,50.079994,171.294991,0.0,171.294991,367.434989,
07/01/1995,330.339996,76.471002,63.004002,13.467,59.076,,,,6.501,,,,,14.866,,,156.914001,121.891998,,,0.0,51.534,,,,,51.534,173.425999,,11.794,11.794,,25.754,,,,,,142.306005,,,,142.306005,179.854004,1.781,,,,,19.427999,,,,,19.427999,21.209,201.063003,0.0,281.700012,,,-221.046005,,68.623001,129.277008,0.0,129.277008,330.340011,
09/30/1995,380.251007,125.207,109.569,15.638,65.676003,,,,7.596,,,,,14.983,,,213.462006,119.586998,,,0.0,47.202,,,,,47.202,166.788998,,13.181,13.181,,25.034,,,,,,154.977993,,,,154.977993,193.192993,7.814,,,,,16.094,,,,,16.094,23.908,217.100993,0.0,290.26001,,,-234.453995,,95.362,151.168015,11.982,163.150015,380.251008,
12/30/1995,374.035004,96.640997,84.866997,11.774,88.502998,,,,8.203,,,,,13.576,,,206.923004,124.102997,229.554001,-105.450996,0.0,43.008999,,,,,43.008999,167.111996,,17.591999,17.591999,,1.497,,,,,,181.338003,,,,181.338003,200.427002,1.619,,,,,25.740999,,,,,25.740999,27.359999,227.787001,0.0,299.544006,,,-290.884003,,125.421005,134.081009,12.167,146.248009,374.03501,
03/30/1996,378.859985,83.157997,73.435997,9.722,90.907997,,,,6.62,,,,,17.698,,,198.384003,133.003998,,,0.0,47.472,,,,,47.472,180.475998,,17.527,17.527,,1.42,,,,,,192.534002,,,,192.534002,211.481003,1.651,,,,,23.101,,,,,23.101,24.752,236.233003,0.0,318.122009,,,-338.533997,,149.963989,129.552002,13.075,142.627002,378.860004,
06/29/1996,412.528015,99.079003,88.646004,10.433,93.955002,,,,6.726,,,,,21.747,,,221.507004,139.117004,,,0.0,51.903999,,,,,51.903999,191.021004,,95.300003,95.300003,,3.025,,,,,,121.398004,,,,121.398004,219.723007,19.898001,,,,,20.302999,,,,,20.302999,40.201,259.924007,0.0,332.166992,,,-369.412994,,175.737,138.490997,14.113,152.603997,412.528005,
09/28/1996,419.015015,85.233999,83.210999,2.023,99.029999,,,,7.83,,,,,25.761,,,217.854996,149.684998,,,0.0,51.474998,,,,,51.474998,201.159996,,94.973999,94.973999,,3.422,,,,,,108.031995,,,,108.031995,206.427994,19.878,,,,,17.056,,,,,17.056,36.934,243.361994,0.0,351.035004,,,-399.263,,208.634995,160.406998,15.246,175.652998,419.014992,
12/28/1996,717.000977,285.526993,284.511993,1.015,148.449005,,,,8.133,,,,,49.026001,,,491.13501,160.927002,288.230988,-127.304001,0.0,64.939003,,,,,64.939003,225.866005,,116.174004,116.174004,,3.349,,,,,,112.054999,,,,112.054999,231.578003,20.292,,,,,22.378,,,,,22.378,42.67,274.248003,0.0,603.429993,,,-325.636993,,149.75499,427.547989,15.205,442.752989,717.000992,
03/29/1997,740.178,327.928,314.885,13.043,111.362,111.362,,,0.0,,,,,50.538,,,489.828,168.303,,,0.0,82.047,29.642,,,,52.405,250.35,,101.637,101.637,,20.506,,,,,,106.194,,,,106.194,228.337,2.398,,,,,24.295,,,,,24.295,26.693,255.03,0.0,634.274,,,-332.292,188.718,-5.552,485.148,1.701,486.849,741.879,
06/28/1997,833.248,361.325,316.758,44.567,128.366,128.366,,,0.0,,,,,58.705,,,548.396,188.683,,,0.0,96.169,26.16,,,,70.009,284.852,,127.221,127.221,,1.421,,,,,,112.429,,,,112.429,241.071,2.165,,,,,26.946,,,,,26.946,29.111,270.182,0.0,651.902,,,-309.281,225.037,-4.592,563.066,0.968,564.034,834.216,
09/27/1997,934.979004,381.660007,332.557007,49.103001,154.289993,,,,0.0,,,,,74.865997,,,610.815979,193.485992,322.388,-128.901993,0.0,130.677002,,,,,130.677002,324.162994,,127.929001,127.929001,,0.889,,,,,,110.038002,,,,110.038002,238.856003,1.829,,,,,28.601999,,,,,28.601999,30.430999,269.287002,0.0,706.13501,,,-316.791992,,276.136993,665.480011,0.212,665.692011,934.979013,
01/03/1998,1023.849976,304.204002,207.024002,97.18,205.005997,,,,0.0,,,,,99.848999,,,609.059021,197.421005,334.645996,-137.225006,0.0,217.369995,,,,,217.369995,414.791,,21.948,21.948,,0.794,,,,,,246.053013,,,,246.053013,268.795013,1.599,,,,,26.238001,,,,,26.238001,27.837001,296.632014,0.0,502.60199,,,-97.285004,,321.779999,727.096985,0.121,727.217985,1023.849999,
04/04/1998,1059.120972,292.473,179.214996,113.258003,203.222,,,,0.0,0.0,0.0,0.0,,75.714996,,,571.409973,218.070007,371.14801,-153.078003,0.0,269.640991,70.512001,,,,199.12899,487.710999,,126.898003,126.898003,,0.695,,,,,,119.906997,,,,119.906997,247.5,0.759,,,,,35.271999,,,,,35.271999,36.030999,283.530999,0.0,561.090027,,,-105.996002,,320.214996,775.309021,0.281,775.590021,1059.12102,
07/04/1998,1113.634033,260.739998,134.914001,125.825996,230.565002,,,,0.0,0.0,0.0,0.0,,79.853996,,,571.158997,230.421005,396.216003,-165.794998,0.0,312.053986,73.045998,,,,239.007988,542.474991,,148.367004,148.367004,,0.802,,,,,,112.966005,,,,112.966005,262.13501,1.048,,,,,37.133999,,,,,37.133999,38.181999,300.317009,0.0,596.638,,,-167.904999,,384.388,813.121002,0.196,813.317002,1113.634011,
10/03/1998,1382.332031,245.958004,207.727005,38.230999,236.865997,,,,0.0,0.0,0.0,0.0,,86.582001,,,569.406006,248.018997,427.079987,-179.061005,0.0,564.906982,308.772003,,,,256.134979,812.92598,,161.830994,161.830994,,1.105,,,,,,397.900981,,,,397.900981,560.836975,1.461,,,,,91.347,,,,,91.347,92.808,653.644975,0.0,626.60199,,,-205.781006,,307.541008,728.361992,0.325,728.686992,1382.331967,
01/02/1999,1481.916016,249.477005,209.074005,40.403,305.143005,,,,9.903,8.798,1.105,0.0,0.0,101.628998,,,666.151978,274.208008,487.554993,-213.347,0.0,541.55603,299.132996,,,,242.423035,815.764038,,30.742001,30.742001,,1.273,,,,,,339.809005,,,,339.809005,371.824005,136.380005,,,,,25.504999,,,,,25.504999,161.885004,533.709009,0.0,817.978027,,,-219.417007,,349.269012,947.830032,0.377,948.207032,1481.916042,
04/03/1999,1418.349976,216.907992,203.776993,13.131,252.113007,,,,0.0,0.0,0.0,0.0,,98.902,,,567.922974,278.453003,314.149994,-35.696999,0.0,571.973999,301.834991,,,,270.139008,850.427002,,158.794006,158.794006,,1.23,,,,,,110.035991,,,,110.035991,270.059998,86.083,,,,,93.403,,,,,93.403,179.486,449.545998,0.0,764.848022,,,-200.684998,,404.401001,968.564026,0.24,968.804026,1418.350023,
07/03/1999,1500.281982,225.988007,192.960007,33.028,254.091003,,,,9.741,0.22,9.521,0.0,,117.407997,,,607.228027,309.648987,546.875977,-237.227005,0.0,583.405029,289.082001,,,,294.323029,893.054016,,222.065994,222.065994,,1.615,,,,,,138.017004,,,,138.017004,361.697998,1.253,,,,,91.268997,,,,,91.268997,92.521997,454.219995,0.0,871.099976,,,-223.574997,,398.496002,1046.020981,0.041,1046.061981,1500.281976,
10/02/1999,1497.499023,120.463002,113.358002,7.105,259.363007,,,,12.749,0.0,0.0,0.0,,122.158997,,,514.734009,328.947998,582.513977,-253.565994,0.0,653.817017,388.183014,,,,265.634003,982.765015,,221.304001,221.304001,,2.41,,,,,,150.400989,,,,150.400989,374.11499,38.782001,,,,,100.634003,,,,,100.634003,139.416004,513.530994,0.0,849.937012,,,-223.212006,,357.202011,983.927017,0.041,983.968017,1497.499012,
01/01/2000,1459.659058,118.758001,111.401001,7.357,248.033997,,,,19.872,19.033001,0.839,0.0,0.0,93.248001,,,479.911987,330.408997,602.955017,-272.54599,0.0,649.338013,412.846008,,,,236.492004,979.747009,,38.442001,38.442001,,3.924,-0.274,4.198,4.198,,,379.192013,,,,379.192013,421.558014,25.024,19.655,5.369,5.369,,26.886999,,,,,26.886999,51.910999,473.469013,0.0,857.960022,,,-240.748001,,368.936005,986.148026,0.041,986.189026,1459.658039,
04/01/2000,1405.574951,118.233997,110.963997,7.27,213.376999,,,,15.57,13.188,2.382,0.0,0.0,96.163002,,,443.343994,339.722992,621.458984,-281.735992,0.0,622.507996,405.256012,,,,217.251984,962.230988,,225.806,225.806,,3.695,,,,,,166.458992,,,,166.458992,395.959991,4.494,,,,,32.91,,,,,32.91,37.404,433.363991,0.0,831.406982,,,-209.429001,,350.233002,972.210983,0.0,972.210983,1405.574975,
07/01/2000,1395.733032,119.443001,113.165001,6.278,231.839005,,,,15.219,12.615,2.604,0.0,0.0,117.774002,,,484.274994,337.755005,629.497986,-291.743011,0.0,573.703003,377.709015,,,,195.993988,911.458008,,256.988007,256.988007,,3.447,,,,,,192.468009,,,,192.468009,452.903015,4.198,,,,,31.174999,,,,,31.174999,35.372999,488.276014,0.0,820.224976,,,-246.251007,,333.483009,907.456978,0.0,907.456978,1395.732992,
09/30/2000,1415.989014,127.978003,122.190002,5.788,256.302002,,,,17.285,15.46,1.825,0.0,0.0,87.012001,,,488.576996,348.287994,654.723022,-306.434998,0.0,579.124023,359.894012,,,,219.230011,927.412018,,250.056,250.056,,2.651,,,,,,194.596009,,,,194.596009,447.303009,3.817,,,,,47.452999,,,,,47.452999,51.269999,498.573008,0.0,789.366028,,,-221.593002,,349.643005,917.416031,0.0,917.416031,1415.989039,
12/30/2000,1477.321045,136.969002,85.220001,51.749001,289.467987,,,,20.149,17.896999,2.252,0.0,0.0,110.262001,,,556.848022,368.878998,689.619019,-320.73999,0.0,551.593994,337.256012,326.518005,10.738007,,214.337982,920.472992,,35.324001,35.324001,,2.212,0.0,2.212,2.212,,,454.038004,,,,454.038004,491.574005,3.298,0.0,3.298,3.298,,61.372002,,,,,61.372002,64.670002,556.244007,0.0,847.098999,,,-256.26001,,318.626011,909.465,11.612,921.077001,1477.321007,
03/31/2001,1494.727051,111.547004,100.619003,10.928,254.214005,,,,23.914,19.934,3.98,0.0,0.0,113.875,,,503.549988,371.347992,,,0.0,619.828979,412.363007,,,,207.465973,991.176971,,217.089996,217.089996,,1.914,,,,,,221.476015,,,,221.476015,440.480011,2.793,0.0,2.793,2.793,,58.796001,,,,,58.796001,61.589001,502.069012,0.0,809.552979,,,-145.192001,,317.540009,981.900986,10.757,992.657986,1494.726998,
06/30/2001,1480.072,141.063,130.037,11.026,249.077,249.077,,,22.138,17.691,4.447,0.0,0.0,126.133,,,538.411,381.859,,,0.0,559.802,366.846,,,,192.956,941.661,,243.826,243.826,,1.807,,,,,,233.068,,,,233.068,478.701,2.207,0.0,2.207,2.207,,66.922,,,,,66.922,69.129,547.83,0.0,798.745,,,-164.151,369.157,-71.509,932.242,6.878,939.12,1486.95,
09/29/2001,1509.062,175.893,155.864,20.029,262.202,262.202,,,14.076,12.151,1.925,0.0,0.0,60.413,,,512.584,406.725,,,39.122002,589.753,345.61,,,,244.143,1035.600002,,227.495,227.495,,1.636,,,,,,250.93,,,,250.93,480.061,1.7,0.0,1.7,1.7,,62.716,,,,,62.716,64.416,544.477,0.0,766.43,,,-250.557,496.583,-47.871,964.585,0.0,964.585,1509.062,
12/29/2001,1730.03,274.794,206.311,68.483,258.402,258.402,,,18.151,18.151,0.0,0.0,0.0,83.575,,,634.922,417.189,795.719,-378.53,0.0,677.919,413.641,178.76,234.881,,264.278,1095.108,,21.253,21.253,,1.397,0.0,1.397,1.397,,,449.741,,,,449.741,472.391,1.476,0.0,1.476,1.476,,134.816,,,,,134.816,136.292,608.683,0.0,628.697,,,,535.511,-42.861,1121.347,0.0,1121.347,1730.03,
03/30/2002,1721.082031,225.265007,179.225006,46.040001,243.319,,,,16.254,15.957,0.297,0.0,0.0,98.119003,,,582.95697,427.248993,,,0.0,710.875977,439.908997,,,,270.96698,1138.124969,,193.705002,193.705002,,1.293,0.0,1.293,1.293,,,220.007003,,,,220.007003,415.005005,1.254,0.0,1.254,1.254,,153.292999,,,,,153.292999,154.546999,569.552004,0.0,637.888,,,,,513.642029,1151.530029,0.0,1151.530029,1721.082033,
06/29/2002,2109.561,279.055,239.186,39.869,288.374,288.374,,,7.214,7.214,,,,103.777,,,678.42,438.587,,,,992.554,717.939,,,,274.615,1431.141,,261.613,261.613,,1.232,0.0,1.232,1.232,,,232.368,,,,232.368,495.213,1.135,0.0,1.135,1.135,,179.98,,,,,179.98,181.115,676.328,,984.994,,,,510.535,-62.296,1433.233,,1433.233,2109.561,
09/28/2002,2207.772,185.107,164.135,20.972,298.3,298.3,,,7.575,7.491,0.084,0.0,0.0,90.826,,,581.808,440.245,,,,1185.719,887.277,,,,298.442,1625.964,,245.918,245.918,,1.685,0.0,1.685,1.685,,,193.449,,,,193.449,441.052,95.867,,,,,168.349,,,,,168.349,264.216,705.268,,1040.707,,,,518.766,-56.969,1502.504,,1502.504,2207.772,
12/28/2002,2426.623,395.613,371.327,24.286,313.968,313.968,,,9.614,9.614,0.0,0.0,0.0,39.448,,,758.643,431.846,868.362,-436.516,113.185,1122.949,883.229,664.026,219.203,,239.72,1667.98,,27.398,27.398,,1.609,0.0,1.609,1.609,,,475.313,,,,475.313,504.32,52.659,52.0,0.659,0.659,,225.614,,,,,225.614,278.273,782.593,0.0,1103.167,,,0.0,583.92,-43.057,1644.03,0.0,1644.03,2426.623,
03/29/2003,2292.784912,261.248005,239.395004,21.853001,297.570007,,,,8.76,8.389,0.371,0.0,0.0,41.360001,,,608.937988,425.983002,,,105.333,1152.531006,921.018982,,,,231.512024,1683.847008,,237.302002,237.302002,,1.451,0.0,1.451,1.451,,,208.728993,,,,208.728993,447.481995,10.223,9.974,0.249,0.249,,230.873993,,,,,230.873993,241.096992,688.578987,0.0,1061.56897,,,,,542.637024,1604.205994,0.0,1604.205994,2292.784981,
06/28/2003,2439.669,241.418,207.213,34.205,327.977,327.977,,,11.277,,,,,46.103,,,626.775,421.728,,,,1391.166,1058.115,,,,333.051,1812.894,,268.02,268.02,,0.933,0.0,0.933,0.933,,,218.06,,,,218.06,487.013,35.125,0.0,35.125,35.125,,285.757,,,,,285.757,320.882,807.895,,1091.518,,,,580.491,-40.235,1631.774,,1631.774,2439.669,
09/27/2003,2671.324951,424.349003,394.203003,30.146,288.65799,,,,15.141,,,,15.141,60.674,,,788.822021,394.889008,,,126.433998,1361.180054,1126.110962,864.827026,261.283936,,235.069092,1882.503059,,311.904999,311.904999,,0.801,0.0,0.801,0.801,,,219.859004,,,,219.859004,532.565002,420.079987,419.999987,0.08,0.08,,267.118011,,,,,267.118011,687.197998,1219.763,0.0,917.231018,,,,565.495972,-31.164978,1451.562012,0.0,1451.562012,2671.325012,
01/03/2004,2817.902,418.423,384.525,33.898,348.68,348.68,,,16.926,16.926,0.0,0.0,0.0,58.212,,,842.241,403.847,,,121.627,1450.187,1160.305,922.797,237.508,,289.882,1975.661,,243.062,243.062,,0.388,0.0,0.388,0.388,,,238.478,,,,238.478,481.928,420.061,420.0,0.061,0.061,,343.632,,,,,343.632,763.693,1245.621,0.0,1034.19,,,0.0,566.354,-28.263,1572.281,0.0,1572.281,2817.902,
04/03/2004,2845.502,494.133,466.9,27.233,354.878,354.878,,,26.04,,,,,64.356,,,939.407,403.478,,,80.77,1421.847,1141.208,928.623,212.585,,280.639,1906.095,,251.598,251.598,,0.0,,,,,,240.908,,,,240.908,492.506,420.0,,,,,312.631,,,,,312.631,732.631,1225.137,0.0,1087.386,,,0.0,557.599,-24.62,1620.365,0.0,1620.365,2845.502,
07/03/2004,2795.853,411.71,389.721,21.989,347.631,347.631,,,24.144,,,,,71.227,,,854.712,398.535,,,,1542.606,1229.193,984.69,244.503,,313.413,1941.141,,261.516,261.516,,0.0,0.0,0.0,0.0,,,242.58,,,,242.58,504.096,420.0,,,,,304.638,,,,,304.638,724.638,1228.734,,1047.415,,,,561.402,-41.698,1567.119,,1567.119,2795.853,
10/02/2004,2819.962891,452.500008,423.557007,28.943001,355.691986,,,,20.292999,,,,,67.724998,,,896.210022,394.722992,,,85.986,1443.043945,1207.790039,988.919006,218.871033,,235.253906,1923.752937,,244.820007,244.820007,,0.0,,,,,,250.55899,,,,250.55899,495.378998,420.0,,,,,310.509003,,,,,310.509003,730.509003,1225.888,0.0,1042.969971,,,,581.03302,-29.929016,1594.073975,0.0,1594.073975,2819.961975,
01/01/2005,2989.839,593.008,448.517,144.491,384.114,384.114,,,20.481,20.481,0.0,0.0,0.0,72.312,,,1069.915,390.367,888.791,-498.424,96.038,1433.519,1190.72,995.065,195.655,,242.799,1919.924,,28.449,28.449,,0.0,0.0,0.0,0.0,,,520.509,,,,520.509,548.958,420.0,420.0,0.0,0.0,,320.911,,,,,320.911,740.911,1289.869,0.0,1091.216,,,,640.828,-32.074,1699.97,0.0,1699.97,2989.839,
04/02/2005,2978.2,683.327,656.82,26.507,289.076,289.076,,,19.774,,,,,79.9,,,1072.077,386.583,897.752,-511.169,99.556,1419.984,1187.042,1015.065,171.977,,232.942,1906.123,,231.674,231.674,,0.0,,,,,,253.837,,,,253.837,485.511,420.0,,,,,327.46,,,,,327.46,747.46,1232.971,0.0,1137.141,,,,641.851,-33.763,1745.229,0.0,1745.229,2978.2,
