Date,Revenue,Net Premiums Earned,Net Premiums Earned (L),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (L),Underwriting Cost (L),Amort Def Acq Cost (L),Other Cost (L),Other Operating Expense,Operating Income (Loss),Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1994,1391.982056,1179.120972,,,192.753997,20.107,,,-962.135986,0.0,962.135986,0.0,-278.343994,,,,,,122.252998,-0.288,0.0,121.964998,-52.007999,69.957001,0.0,,,69.956999,0.0,69.957001,0.0,,69.957001,69.957001,,1258.956024,0.055,0.055,,1258.956024,0.055,0.055,0.055,
06/30/1994,1481.203003,1254.911011,,,202.397996,23.893999,,,-1027.402954,0.0,1027.402954,0.0,-295.406006,,,,,,123.954002,-3.417,0.0,120.537002,-51.159,69.377998,0.0,,,69.378002,0.0,69.377998,0.0,,69.377998,69.377998,,1233.527985,0.055833,0.055833,,1233.527985,0.055833,0.055833,0.055833,
09/30/1994,1601.510986,1362.30896,,,217.050004,22.152,,,-1119.696045,0.0,1119.696045,0.0,-314.785004,,,,,,133.306,-3.794,0.0,129.512,-53.452999,76.058998,0.0,,,76.059001,0.0,76.058998,0.0,,76.058998,76.058998,,1226.18399,0.061667,0.061667,,1226.18399,0.061667,0.061667,0.061667,
12/31/1994,1636.062012,1384.390991,,,226.565,25.106001,,,-1147.30603,0.0,1147.30603,0.0,-315.945007,,,,,,135.899994,-3.578,0.0,132.321994,-54.925999,77.396004,0.0,,,77.395995,0.0,77.396004,0.0,,77.396004,77.396004,,1222.488012,0.063333,0.063333,0.063333,1222.488012,0.063333,0.063333,0.063333,
03/31/1995,1713.676025,1451.771973,,,239.617005,22.287001,,,-1204.946045,0.0,1204.946045,0.0,-327.533997,,,,,,149.531998,-3.591,0.0,145.940998,-61.068001,84.873001,0.0,,,84.872997,0.0,84.873001,0.0,,84.873001,84.873001,,1222.620026,0.07,0.07,,1222.620026,0.07,0.07,0.07,
06/30/1995,1932.770996,1634.093994,,,273.57501,25.101999,,,-1355.114014,0.0,1355.114014,0.0,-374.520996,,,,,,164.343994,-4.419,0.0,159.924994,-67.009003,92.916,0.0,,,92.915991,0.0,92.916,0.0,,92.916,92.916,,1213.679993,0.076667,0.076667,,1213.679993,0.076667,0.076667,0.076667,
09/30/1995,1811.718018,1531.395996,,,259.061,21.261,,,-1270.332031,0.0,1270.332031,0.0,-353.43399,,,,,,155.817001,-4.086,0.0,151.731001,-63.771,87.959999,0.0,,,87.960001,0.0,87.959999,0.0,,87.959999,87.959999,,1181.231964,0.075,0.075,,1181.231964,0.075,0.075,0.075,
12/31/1995,1732.454956,1453.567993,,,252.437007,26.450001,,,-1203.874023,0.0,1203.874023,0.0,-340.440002,,,,,,146.912994,-3.515,0.0,143.397994,-60.09,83.307999,0.0,,,83.307994,0.0,83.307999,0.0,,83.307999,83.307999,,1168.067964,0.071667,0.071667,0.071667,1168.067964,0.071667,0.071667,0.071667,
03/31/1996,1729.920044,1456.363037,,,250.756002,22.801001,,,-1209.009033,0.0,1209.009033,0.0,-335.136993,,,,,,152.268997,-5.086,0.0,147.182997,-60.66,86.523003,0.0,,,86.522997,0.0,86.523003,0.0,,86.523003,86.523003,,1134.728027,0.07625,0.07625,0.0775,1170.927979,0.07375,0.07375,0.07375,
06/30/1996,1741.656982,1461.484009,,,253.098995,27.073999,,,-1208.051025,0.0,1208.051025,0.0,-341.901001,,,,,,148.195007,-3.953,0.0,144.242007,-58.494999,85.747002,0.0,,,85.747008,0.0,85.747002,0.0,,85.747002,85.747002,,1124.552002,0.07625,0.07625,0.07625,1159.031982,0.07375,0.07375,0.07375,
09/30/1996,1775.578979,1487.234009,,,262.059015,26.285999,,,-1234.583984,0.0,1234.583984,0.0,-342.540009,,,,,,156.598007,-3.637,0.0,152.961007,-64.615997,88.345001,0.0,,,88.34501,0.0,88.345001,0.0,,88.345001,88.345001,,1121.839968,0.07875,0.07875,0.07875,1147.864016,0.0775,0.0775,0.0775,
12/31/1996,1792.782959,1504.954956,,,258.021006,29.806999,,,-1243.878052,0.0,1243.878052,0.0,-358.243988,,,,,,148.860992,-3.51,60.264,205.614992,-71.866997,133.748001,0.0,,,133.747995,0.0,133.748001,0.0,,133.748001,133.748001,,1106.599976,0.12125,0.12125,0.0775,1145.536008,0.11625,0.11625,0.075,
03/31/1997,1707.542969,1436.087036,,,251.185998,20.27,,,-1187.06897,0.0,1187.06897,0.0,-336.015015,,,,,,152.453003,-3.334,0.0,149.119003,-58.962002,90.156998,0.0,,,90.157001,0.0,90.156998,0.0,,90.156998,90.156998,,1097.015991,0.0825,0.0825,0.0825,1134.527954,0.08,0.08,0.08,
06/30/1997,1741.464,1467.256,,,266.309,7.899,,,-1204.68,0.0,1204.68,0.0,-364.863,,,,,,151.851,-4.113,267.223,414.961,-112.168,302.793,0.0,,,302.793,0.0,302.793,,,302.793,302.793,,1091.144,0.2775,0.2775,0.2775,1131.912,0.2675,0.2675,0.2675,
09/30/1997,1789.62,1508.697,,,275.748,5.175,,,-1241.09,0.0,1241.09,0.0,-365.098,,,,,,158.911,-3.101,0.0,155.81,-59.731,96.079,0.0,,,96.079,0.0,96.079,0.0,0.0,96.079,96.079,,1098.04,0.0875,0.0875,0.0875,1130.088,0.085,0.085,0.085,
12/31/1997,1744.851929,1461.620972,,,279.032012,4.199,,,-1200.238037,0.0,1200.238037,0.0,-366.946014,,,,,,148.090927,-3.161,0.0,144.929927,-48.936001,95.993935,0.0,,,95.993926,0.0,95.993935,0.0,,95.993935,95.993935,,1073.671997,0.09,0.09,0.0875,1109.952026,0.08625,0.08625,0.085,
03/31/1998,1757.026001,1472.399048,,,278.745988,5.881,,,-1213.92395,0.0,1213.92395,0.0,-468.368988,,,,,,56.797001,-3.273,0.0,53.524001,106.877998,160.401993,0.0,,,160.401999,0.0,160.401993,0.0,,160.401993,160.401993,,1067.319946,0.15,0.15,0.0975,1105.176025,0.145,0.145,0.095,
06/30/1998,1703.500977,1423.973999,,,275.121998,4.405,,,-1170.613037,0.0,1170.613037,0.0,-354.546997,,,,,,163.580002,-3.391,0.0,160.189002,-57.508999,102.68,0.0,,,102.680003,0.0,102.68,0.0,,102.68,102.68,,1068.552,0.095,0.095,0.095,1106.29602,0.0925,0.0925,0.0925,
09/30/1998,1699.541992,1421.280029,1421.28,2.9e-05,272.91001,5.352,,,-1159.637939,0.0,1159.637939,0.0,-357.313995,,,,,,164.279999,-2.814,0.0,161.465999,-53.901001,107.565002,0.0,,,107.564998,0.0,107.565002,0.0,,107.565002,107.565002,,1063.712036,0.1,0.1,0.1025,1101.147948,0.0975,0.0975,0.0975,
12/31/1998,1943.93103,1625.346924,1625.346924,0.0,309.222004,9.362,,,-1332.825074,0.0,1332.825074,0.0,-408.77002,,,,,,179.342998,-3.522,5e-06,175.821003,-59.467998,116.353005,0.0,,,116.353005,0.0,116.353005,0.0,0.0,116.353005,116.353005,,1594.955992,0.072951,0.072951,0.072951,1653.92002,0.07035,0.07035,0.07035,
03/31/1999,2048.0,1728.0,,,315.0,5.0,,,-1400.0,0.0,1400.0,0.0,-425.0,,,,,,207.0,-4.0,0.0,203.0,-7.0,196.0,0.0,,,196.0,0.0,196.0,0.0,,196.0,196.0,,1064.46,0.185,0.185,0.125,1107.076,0.1775,0.1775,0.12,
06/30/1999,2032.0,1706.0,,,320.0,6.0,,,-1380.0,0.0,1380.0,0.0,-435.0,,,,,,202.0,-5.0,0.0,197.0,-67.0,130.0,0.0,,,130.0,0.0,130.0,0.0,,130.0,130.0,,1063.272,0.1225,0.1225,0.1225,1103.876,0.1175,0.1175,0.1175,
09/30/1999,2196.0,1847.0,,,344.0,5.0,,,-1498.0,0.0,1498.0,0.0,-457.0,,,,,,225.0,-5.0,0.0,220.0,-76.0,144.0,0.0,,,144.0,0.0,144.0,0.0,,144.0,144.0,,1062.16,0.135,0.135,0.135,1097.988,0.13,0.13,0.13,
12/31/1999,2365.0,1983.0,,,377.0,5.0,,,-1607.0,0.0,1607.0,0.0,-576.0,,,,,,163.0,-4.0,0.0,159.0,-57.0,102.0,0.0,,,102.0,0.0,102.0,0.0,0.0,102.0,102.0,,1063.932,0.095,0.095,0.135,1097.844,0.0925,0.0925,0.1325,
03/31/2000,2398.0,2020.0,,,376.0,4.0,,,-1620.0,0.0,1620.0,0.0,-513.0,,,,,,248.0,-5.0,0.0,243.0,-87.0,156.0,0.0,,,156.0,0.0,156.0,0.0,0.0,156.0,156.0,,1062.4,0.1475,0.1475,0.15,1089.044,0.1425,0.1425,0.145,
06/30/2000,2358.0,2054.0,,,385.0,10.0,,,-1650.0,0.0,1650.0,0.0,-528.0,,,,,,163.0,-5.0,0.0,158.0,-57.0,202.0,0.0,,,101.0,0.0,202.0,0.0,0.0,202.0,202.0,,1062.28,0.19,0.19,0.15,1089.724,0.185,0.185,0.15,
09/30/2000,2472.0,2078.0,,,392.0,8.0,,,-1673.0,0.0,1673.0,0.0,-525.0,,,,,,257.0,-5.0,0.0,252.0,-89.0,163.0,0.0,,,163.0,0.0,163.0,0.0,0.0,163.0,163.0,,1060.36,0.1525,0.1525,0.16,1088.784,0.15,0.15,0.155,
12/31/2000,2475.0,2070.0,,,295.0,11.0,,,-1658.0,0.0,1658.0,0.0,-534.0,,,,,,363.0,-4.0,0.0,359.0,-92.0,166.0,0.0,,,267.0,0.0,166.0,0.0,0.0,166.0,166.0,,1059.836,0.1575,0.1575,0.1585,1091.716,0.1525,0.1525,0.155,
03/31/2001,2401.0,2009.0,,,381.0,11.0,,,-1586.0,0.0,1586.0,0.0,-514.0,,,,,,279.0,-5.0,0.0,274.0,-96.0,178.0,0.0,,,178.0,0.0,178.0,0.0,0.0,178.0,178.0,,1056.36,0.17,0.17,0.165,1083.534,0.165,0.165,0.165,
06/30/2001,2348.0,1980.0,,,382.0,0.0,,,-1550.0,0.0,1550.0,0.0,-524.0,,,,,,254.0,-5.0,0.0,249.0,-96.0,153.0,0.0,,,153.0,0.0,153.0,0.0,0.0,153.0,153.0,,1051.572,0.145,0.145,0.17,1078.302,0.14,0.14,0.165,
09/30/2001,2446.0,2034.0,,,392.0,47.0,,,-1584.0,0.0,1584.0,0.0,-542.0,,,,,,299.0,-5.0,0.0,294.0,-101.0,193.0,0.0,,,193.0,0.0,193.0,0.0,0.0,193.0,193.0,,1048.532,0.185,0.185,0.175,1072.086,0.18,0.18,0.17,
12/31/2001,2404.0,2038.0,,,395.0,0.0,,,-1583.0,0.0,1583.0,0.0,-547.0,,,,,,268.0,-4.0,0.0,264.0,-101.0,163.0,0.0,,,163.0,0.0,163.0,0.0,0.0,163.0,163.0,,1044.466,0.155,0.155,0.17,1065.286,0.155,0.155,0.17,
03/31/2002,2371.0,1998.0,,,373.0,0.0,,,-1534.0,0.0,1534.0,0.0,-528.0,,,,,,289.0,-4.0,0.0,285.0,-102.0,183.0,0.0,,,183.0,0.0,183.0,0.0,0.0,183.0,183.0,,1038.946,0.175,0.175,0.185,1059.254,0.17,0.17,0.18,
06/30/2002,2513.0,2097.0,,,397.0,22.0,,,-1610.0,0.0,1610.0,0.0,-548.0,,,,,,327.0,-5.0,0.0,322.0,-110.0,212.0,0.0,,,212.0,0.0,212.0,0.0,0.0,212.0,212.0,,1036.154,0.205,0.205,0.195,1059.212,0.2,0.2,0.19,
09/30/2002,2707.0,2253.0,,,418.0,39.0,,,-1735.0,0.0,1735.0,0.0,-591.0,,,,,,362.0,-5.0,0.0,357.0,-117.0,240.0,0.0,,,240.0,0.0,240.0,0.0,0.0,240.0,240.0,,1033.968,0.23,0.23,0.205,1055.816,0.225,0.225,0.2,
12/31/2002,2666.0,2247.0,,,418.0,1.0,,,-1710.0,0.0,1710.0,0.0,-597.0,,,,,,341.0,-6.0,-40.0,295.0,-109.0,186.0,0.0,,,186.0,0.0,186.0,0.0,0.0,186.0,186.0,,1031.356,0.18,0.18,0.215,1052.426,0.175,0.175,0.21,
03/31/2003,2807.0,2372.0,,,423.0,12.0,,,-1800.0,0.0,1800.0,0.0,-613.0,,,,,,375.0,-5.0,0.0,370.0,-133.0,237.0,0.0,,,237.0,0.0,237.0,0.0,0.0,237.0,237.0,,1029.13,0.23,0.23,0.235,1048.936,0.225,0.225,0.23,
06/30/2003,2861.0,2407.0,,,436.0,24.0,,,-1827.0,0.0,1827.0,0.0,-630.0,,,,,,382.0,-5.0,0.0,377.0,-129.0,248.0,0.0,,,248.0,0.0,248.0,0.0,0.0,248.0,248.0,,1027.456,0.24,0.24,0.23,1045.426,0.24,0.24,0.23,
09/30/2003,2931.0,2478.0,,,448.0,9.0,,,-1872.0,0.0,1872.0,0.0,-664.0,,,,,,377.0,-6.0,0.0,371.0,-134.0,237.0,0.0,,,237.0,0.0,237.0,0.0,0.0,237.0,237.0,,1026.77,0.23,0.23,0.24,1042.424,0.225,0.225,0.235,
12/31/2003,2853.0,2664.0,,,473.0,0.0,,,-2029.0,0.0,2029.0,0.0,-684.0,,,,,,126.0,-6.0,-14.0,106.0,-33.0,73.0,0.0,,,73.0,0.0,73.0,0.0,0.0,73.0,73.0,,1022.478,0.07,0.07,0.255,1040.384,0.07,0.07,0.25,
03/31/2004,3280.0,2773.0,2773.0,0.0,480.0,27.0,,,-2078.0,0.0,2078.0,0.0,-708.0,,,,,,472.0,-6.0,0.0,466.0,-162.0,304.0,0.0,,,304.0,0.0,304.0,0.0,0.0,304.0,304.0,,1019.848,0.3,0.3,0.28,1038.71,0.295,0.295,0.275,
06/30/2004,3233.0,2768.0,2768.0,0.0,479.0,-14.0,,,-2068.0,0.0,2068.0,0.0,-724.0,,,,,,419.0,-6.0,0.0,413.0,-155.0,258.0,0.0,,,258.0,0.0,258.0,0.0,0.0,258.0,258.0,,1016.706,0.255,0.255,0.28,1035.72,0.25,0.25,0.275,
09/30/2004,3321.0,2822.0,2822.0,0.0,483.0,16.0,,,-2124.0,0.0,2124.0,0.0,-716.0,,,,,,457.0,-6.0,0.0,451.0,-158.0,293.0,0.0,,,293.0,0.0,293.0,0.0,0.0,293.0,293.0,,1013.198,0.29,0.29,0.29,1031.152,0.285,0.285,0.285,
12/31/2004,3448.0,2939.0,,,505.0,5.0,,,-2212.0,0.0,2212.0,0.0,-751.0,,,,,,448.0,-6.0,0.0,442.0,-32.0,410.0,0.0,,,410.0,0.0,410.0,0.0,0.0,410.0,410.0,,1008.99,0.405,0.405,0.395,1025.868,0.4,0.4,0.285,
03/31/2005,3559.0,3041.0,3041.0,0.0,517.0,1.0,,,-2266.0,0.0,2266.0,0.0,-757.0,,,,,,512.0,-6.0,0.0,506.0,-178.0,328.0,0.0,,,328.0,0.0,328.0,0.0,0.0,328.0,328.0,,1005.412,0.325,0.325,0.335,1018.898,0.32,0.32,0.33,
06/30/2005,3567.0,3020.0,3020.0,0.0,529.0,18.0,,,-2229.0,0.0,2229.0,0.0,-792.0,,,,,,522.0,-6.0,0.0,516.0,-180.0,336.0,0.0,,,336.0,0.0,336.0,0.0,0.0,336.0,336.0,,1002.852,0.335,0.335,0.325,1016.004,0.33,0.33,0.32,
09/30/2005,3669.0,2997.0,2997.0,0.0,662.0,10.0,,,-2237.0,0.0,2237.0,0.0,-759.0,,,,,,651.0,-6.0,0.0,645.0,-190.0,455.0,0.0,,,455.0,0.0,455.0,0.0,0.0,455.0,455.0,,1001.114,0.455,0.455,0.335,1014.646,0.45,0.45,0.33,
12/31/2005,3567.0,2931.0,,,625.0,11.0,,,-2157.0,0.0,2157.0,0.0,-817.0,,,,,,564.0,-5.0,0.0,559.0,-195.0,364.0,0.0,,,364.0,0.0,364.0,0.0,0.0,364.0,364.0,,998.224,0.365,0.365,0.3,1012.168,0.36,0.36,0.295,
03/31/2006,3559.0,3005.0,3005.0,0.0,538.0,16.0,,,-2181.0,0.0,2181.0,0.0,-772.0,,,,,,580.0,-5.0,0.0,575.0,-200.0,375.0,0.0,,,375.0,0.0,375.0,0.0,0.0,375.0,375.0,,996.074,0.375,0.375,0.365,1009.148,0.37,0.37,0.36,
06/30/2006,3697.0,3093.0,3093.0,0.0,592.0,12.0,,,-2243.0,0.0,2243.0,0.0,-802.0,,,,,,629.0,-5.0,0.0,624.0,-216.0,408.0,0.0,,,408.0,0.0,408.0,0.0,0.0,408.0,408.0,,993.902,0.41,0.41,0.38,1006.572,0.405,0.405,0.375,
09/30/2006,3672.0,3102.0,3102.0,0.0,559.0,11.0,,,-2291.0,0.0,2291.0,0.0,-796.0,,,,,,561.0,-4.0,0.0,557.0,-190.0,367.0,0.0,,,367.0,0.0,367.0,0.0,0.0,367.0,367.0,,989.846,0.37,0.37,0.365,1001.904,0.365,0.365,0.36,
12/31/2006,3687.0,3113.0,,,561.0,13.0,,,-2300.0,,2300.0,,-845.0,,,,,,512.0,-5.0,,507.0,-175.0,332.0,,,,332.0,,332.0,,,332.0,332.0,,985.228,0.335,0.335,0.335,997.128,0.335,0.335,0.335,
03/31/2007,3751.0,3156.0,3156.0,0.0,579.0,16.0,,,-2258.0,0.0,2258.0,0.0,-820.0,,,,,,644.0,-8.0,0.0,636.0,-220.0,416.0,0.0,,,416.0,0.0,416.0,0.0,0.0,416.0,416.0,-9.0,981.108,0.425,0.425,0.415,993.316,0.42,0.42,0.41,
06/30/2007,3764.0,3162.0,3162.0,0.0,587.0,15.0,,,-2266.0,0.0,2266.0,0.0,-832.0,,,,,,641.0,-6.0,0.0,635.0,-220.0,415.0,0.0,,,415.0,0.0,415.0,0.0,0.0,415.0,415.0,-8.0,975.8,0.425,0.425,0.415,988.454,0.42,0.42,0.41,
09/30/2007,3861.0,3260.0,3260.0,0.0,593.0,8.0,,,-2331.0,0.0,2331.0,0.0,-854.0,,,,,,648.0,-6.0,0.0,642.0,-222.0,420.0,0.0,,,420.0,0.0,420.0,0.0,0.0,420.0,420.0,-2.0,974.13,0.43,0.43,0.43,985.638,0.425,0.425,0.425,
12/31/2007,4018.0,3395.0,3395.0,0.0,603.0,20.0,,,-2431.0,,2431.0,,-957.0,,,,,,592.0,-7.0,,585.0,-203.0,382.0,,,,382.0,,382.0,,,382.0,382.0,,972.034,0.395,0.395,0.395,984.48,0.39,0.39,0.39,
03/31/2008,4267.0,3635.0,3635.0,0.0,620.0,12.0,,,-2538.0,0.0,2538.0,0.0,-963.0,,,,,,733.0,-7.0,0.0,726.0,-252.0,474.0,0.0,,,474.0,0.0,474.0,0.0,0.0,474.0,474.0,,956.276,0.495,0.495,0.495,968.834,0.49,0.49,0.49,
06/30/2008,4336.0,3684.0,3684.0,0.0,636.0,16.0,,,-2575.0,0.0,2575.0,0.0,-978.0,,,,,,747.0,-7.0,0.0,740.0,-257.0,483.0,0.0,,,483.0,0.0,483.0,0.0,0.0,483.0,483.0,,948.766,0.51,0.51,0.515,961.656,0.5,0.5,0.505,
09/30/2008,3691.0,3647.0,3647.0,0.0,40.0,4.0,,,-2551.0,0.0,2551.0,0.0,-955.0,,,,,,155.0,-7.0,0.0,148.0,-48.0,100.0,0.0,,,100.0,0.0,100.0,0.0,0.0,100.0,100.0,,950.714,0.105,0.105,0.52,961.49,0.105,0.105,0.51,
12/31/2008,4260.0,3981.0,3981.0,0.0,275.0,4.0,,,-2835.0,0.0,2835.0,0.0,-1081.0,,,,,,308.0,-8.0,0.0,300.0,-104.0,197.0,0.0,,,196.0,0.0,197.0,0.0,0.0,197.0,197.0,,930.9,0.21,0.21,0.49,937.956,0.21,0.21,0.49,
03/31/2009,4818.0,4115.0,4115.0,0.0,679.0,24.0,0.0,24.0,-2811.0,,2811.0,,-1096.0,1096.0,457.0,250.0,389.0,-32.0,879.0,-8.0,0.0,871.0,-302.0,569.0,0.0,0.0,0.0,569.0,0.0,569.0,0.0,0.0,569.0,568.0,-1.0,932.194,0.61,0.61,0.609315,934.264,0.61,0.61,0.60893,
06/30/2009,4313.0,3995.0,3995.0,0.0,285.0,33.0,0.0,33.0,-2723.0,,2723.0,,-1068.0,1068.0,462.0,225.0,381.0,-35.0,487.0,-14.0,0.0,473.0,-159.0,314.0,0.0,0.0,0.0,314.0,0.0,314.0,0.0,0.0,314.0,561.35,247.35,932.802,0.335,0.335,0.601789,936.57,0.335,0.335,0.599102,
09/30/2009,4526.0,4165.0,4165.0,0.0,345.0,16.0,0.0,16.0,-2817.0,,2817.0,,-1091.0,1091.0,487.0,216.0,388.0,-44.0,574.0,-25.0,0.0,549.0,-186.0,363.0,0.0,0.0,0.0,363.0,0.0,363.0,0.0,0.0,363.0,589.0,226.0,933.172,0.39,0.39,0.631181,939.428,0.385,0.385,0.631181,
