Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
04/01/1990,8.908,7.273,3.985,0.0,,,0.0,-2.35,,,-2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1990,17.642,7.632,4.704,0.0,,,0.0,5.306,,,5.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,9.667,5.716,4.113,0.0,,,0.0,-0.162,,,-0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/1990,10.351,7.946,4.352,1.369,,,1.369,-3.316,,,-3.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1991,3.294,7.49,4.658,0.0,,,0.0,-8.854,,,-8.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,12.756,7.926,4.725,0.0,,,0.0,0.105,,,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/29/1991,8.769,5.91,4.416,0.0,,,0.0,-1.557,,,-1.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/1991,7.013,8.481,4.605,1.398,,,1.398,-7.471,,,-7.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/29/1992,7.595,7.958,5.361,0.0,,,0.0,-5.724,,,-5.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/28/1992,17.115999,8.581,5.663,0.0,,,0.0,2.872,,,2.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/27/1992,16.326,7.0,5.664,-0.832,,,-0.832,4.494,,,4.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/27/1992,2.6318,9.333,4.8681,9.652,,,9.652,-21.221399,,,-21.221399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/28/1993,12.076,8.563,6.392,0.0,,,0.0,-2.879,,,-2.879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/27/1993,21.443001,9.263,7.339,0.0,,,0.0,4.841,,,4.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/26/1993,6.732,5.904,7.288,0.0,,,0.0,-6.46,,,-6.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/26/1993,6.112,9.956,7.052,1.151,,,1.151,-12.047,,,-12.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/27/1994,1.01,9.965,7.936,0.0,,,0.0,-16.891001,,,-16.891001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/26/1994,24.576,11.176,8.29,0.0,,,0.0,5.11,,,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/25/1994,18.579,7.397,7.902,0.0,,,0.0,3.28,,,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,13.541,12.658,8.891,2.05,,,2.05,-10.058,,,-10.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/26/1995,4.87,12.333,8.733,0.0,,,0.0,-16.195999,,,-16.195999,,,-7.187,,,,-7.187,,,,,,,,,,7.187,,,,,,,,,,,,,
06/25/1995,31.614,13.304,9.214,0.0,,,0.0,9.096,,,9.096,,,-7.015,,,,-7.015,,,,,,,,,,7.015,,,,,,,,,,,,,
09/24/1995,16.179001,8.252,9.102,0.0,,,0.0,-1.175,,,-1.175,,,-6.446,,,,-6.446,,,,,,,,,,6.446,,,,,,,,,,,,,
12/31/1995,18.152,14.981,10.691,1.061,,,1.061,-8.581,,,-8.581,,,-10.06,,,,-10.06,,,,,,,,,,10.06,,,,,,,,,,,,,
03/31/1996,10.14,14.852,9.067,-2.055,,,-2.055,-11.724,,,-11.724,,,-7.23,,,,-7.23,,,,,,,,,,7.23,,,,,,,,,,,,,
06/30/1996,29.419001,15.137,9.181,0.0,,,0.0,5.101,,,5.101,,,-8.88,,,,-8.88,,,,,,,,,,8.88,,,,,,,,,,,,,
09/29/1996,15.465,10.049,10.652,0.0,,,0.0,-5.236,,,-5.236,,,-8.024,,,,-8.024,,,,,,,,,,8.024,,,,,,,,,,,,,
12/31/1996,16.583,17.124001,9.851,-0.711,,,-0.711,-9.681,,,-9.681,,,-16.365999,,,,-16.365999,,,,,,,,,,16.365999,,,,,,,,,,,,,
