Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/1997,509.0,240,255.0,-39.0,-38.0,-1.0,53.0,184.0,,,-131.0,,-41.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,,,-41.0,214.0,-63.0,212.0,,,,-261.0,15.0,-276.0,326.0,,682.0,287.0,41.0,
03/31/1998,-81.0,495,78.0,-752.0,-159.0,-593.0,98.0,-167.0,,,265.0,,537.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,,,537.0,-759.0,-60.0,-426.0,,,,-96.0,12.0,-108.0,-177.0,,-303.0,204.0,27.0,
06/30/1998,234.0,308,30.0,-155.0,5.0,-160.0,51.0,-30.0,,,81.0,,205.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,,,205.0,-739.0,-62.0,-35.0,,,,-253.0,5.0,-258.0,-389.0,,-300.0,274.0,39.0,
09/30/1998,308.0,251,65.0,-140.0,16.0,-156.0,132.0,-10.0,,,142.0,,-795.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,,,-795.0,-286.0,-62.0,-10.0,,,,-385.0,3.0,-388.0,171.0,,-773.0,148.0,15.0,
12/31/1998,425.0,238,45.0,184.0,-29.0,213.0,-42.0,-131.0,,,89.0,,924.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,,,924.0,181.0,-59.0,15.0,,,,-73.0,6.0,-79.0,298.0,,1530.0,217.0,47.0,
03/31/1999,436.0,188,55.0,-10.0,19.0,-29.0,203.0,-118.0,,,321.0,,-419.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,,,-419.0,1679.0,-59.0,-6.0,,,,-182.0,22.0,-204.0,1926.0,,1696.0,100.0,24.0,
06/30/1999,274.0,232,43.0,-63.0,-47.0,-16.0,62.0,-31.0,,,93.0,,-33.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,,,-33.0,-447.0,-61.0,-26.0,,,,-416.0,13.0,-429.0,56.0,,-206.0,181.0,37.0,
09/30/1999,315.0,1062,74.0,-948.0,-90.0,-858.0,127.0,-199.0,,,326.0,,1557.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,,,1557.0,-1283.0,-60.0,-240.0,,,,-959.0,4.0,-963.0,-24.0,,589.0,65.0,21.0,
12/31/1999,792.0,292,53.0,253.0,165.0,88.0,194.0,-72.0,,,266.0,,1390.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,,,1390.0,-1939.0,-58.0,-12.0,,,,-1429.0,3.0,-1432.0,-440.0,,243.0,165.0,34.0,
03/31/2000,448.0,271,56.0,-204.0,-43.0,-161.0,325.0,-155.0,,,480.0,,379.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,,,379.0,1261.0,-51.0,-53.0,,,,-511.0,3.0,-514.0,1876.0,,2088.0,5.0,23.0,
06/30/2000,469.0,161,59.0,-69.0,-21.0,-48.0,318.0,-53.0,,,371.0,,-777.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,,,-777.0,17.0,-52.0,-2.0,,,,-465.0,13.0,-478.0,536.0,,-291.0,144.0,32.0,
09/30/2000,309.0,278,51.0,-102.0,-4.0,-98.0,82.0,-97.0,,,179.0,,-268.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,,,-268.0,-243.0,-49.0,0.0,,,,-427.0,26.0,-453.0,233.0,,-202.0,164.0,18.0,
12/31/2000,459.0,277,67.0,44.0,-5.0,49.0,71.0,-26.0,,,97.0,,-241.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,,,-241.0,-29.0,-48.0,-47.0,,,,-221.0,30.0,-251.0,287.0,,189.0,144.0,32.0,
03/31/2001,158.0,276,59.0,-52.0,49.0,-101.0,-125.0,2.0,,,-127.0,,-251.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,,,-251.0,-61.0,-47.0,231.0,,,,-352.0,19.0,-371.0,107.0,,-154.0,10.0,20.0,
06/30/2001,182.0,252,56.0,-71.0,-20.0,-51.0,-55.0,-21.0,,,-34.0,,-936.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,,,-936.0,376.0,-49.0,-6.0,,,,-167.0,4.0,-171.0,598.0,,-378.0,81.0,31.0,
09/30/2001,369.0,270,64.0,-41.0,101.0,-142.0,76.0,-47.0,,,123.0,,-472.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,,,-472.0,14.0,-47.0,-20.0,,,,-293.0,10.0,-303.0,374.0,,-89.0,-38.0,28.0,
12/31/2001,354.0,191,56.0,82.0,75.0,7.0,25.0,44.0,,,-19.0,,-352.0,-366.0,0.0,,,-366.0,,,0.0,0.0,0.0,,,,,14.0,358.0,-47.0,157.0,,,,-289.0,5.0,-294.0,537.0,,360.0,68.0,30.0,
03/31/2002,356.0,218,60.0,31.0,-45.0,76.0,47.0,-365.0,,,412.0,,-124.0,-34.0,0.0,,,-34.0,,,0.0,0.0,0.0,,,,,-90.0,-534.0,-46.0,-16.0,,,,-109.0,25.0,-134.0,-363.0,,-302.0,56.0,28.0,
06/30/2002,-228.0,214,-294.0,-40.0,0.0,-40.0,-108.0,32.0,,,-140.0,,-17.0,-93.0,0.0,,,-93.0,,,0.0,0.0,0.0,,,,,76.0,-90.0,-46.0,-29.0,,,,-130.0,34.0,-164.0,115.0,,-335.0,278.0,33.0,
09/30/2002,566.0,-877,52.0,30.0,-47.0,77.0,1361.0,175.0,,,1186.0,,180.0,-69.0,0.0,,,-69.0,,,0.0,0.0,0.0,,,,,249.0,442.0,-46.0,-4.0,,,,-54.0,3.0,-57.0,546.0,,1188.0,8.0,27.0,
12/31/2002,684.0,47,62.0,16.0,51.0,-35.0,559.0,-103.0,,,662.0,,-1525.0,-107.0,0.0,,,-107.0,,,0.0,0.0,0.0,,,,,-1418.0,-53.0,-47.0,4.0,,,,6.0,6.0,0.0,-16.0,,-894.0,-124.0,32.0,
03/31/2003,552.0,236,63.0,52.0,165.0,-113.0,201.0,-16.0,,,217.0,,414.0,-26.0,0.0,,,-26.0,,,0.0,0.0,0.0,,,,,440.0,-480.0,-46.0,-120.0,,,,0.0,0.0,0.0,-314.0,,486.0,-300.0,28.0,
06/30/2003,88.0,-53,54.0,-106.0,-87.0,-19.0,193.0,85.0,,,108.0,,-313.0,-20.0,0.0,,,-20.0,,,,,,,,,,-293.0,3500.0,-46.0,-10.0,,,,0.0,0.0,0.0,3556.0,,3275.0,-27.0,31.0,
09/30/2003,201.0,195,70.0,34.0,-7.0,41.0,-98.0,6.0,,,-104.0,,57.0,-21.0,0.0,,,-21.0,,,,,,,,,,78.0,-3633.0,-47.0,0.0,,,,0.0,0.0,0.0,-3586.0,,-3375.0,1.0,24.0,
12/31/2003,1467.0,290,59.0,943.0,116.0,827.0,175.0,-13.0,,,188.0,,-954.0,-40.0,0.0,,,-40.0,,,0.0,0.0,0.0,,,,,-914.0,-1082.0,-46.0,0.0,,,,6.0,6.0,0.0,-1042.0,,-569.0,81.0,31.0,
03/31/2004,1123.0,68,62.0,865.0,-37.0,902.0,128.0,294.0,,,-166.0,,-515.0,-18.0,0.0,,,-18.0,,,0.0,0.0,0.0,,,,,-497.0,1599.0,-47.0,-50.0,,,,19.0,19.0,0.0,1677.0,,2207.0,-32.0,24.0,
06/30/2004,145.0,504,51.0,-443.0,-194.0,-249.0,33.0,47.0,,,-14.0,,1799.0,-14.0,0.0,,,-14.0,,,0.0,0.0,0.0,,,,,1813.0,-402.0,-3.0,-31.0,,,,-267.0,5.0,-272.0,-101.0,,1542.0,89.0,83.0,
09/30/2004,-64.0,308,61.0,47.0,129.0,-82.0,-480.0,-32.0,,,-448.0,,373.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,,,373.0,-417.0,-4.0,-18.0,,,,-254.0,0.0,-254.0,-141.0,,-108.0,486.0,,
12/31/2004,246.0,558,56.0,-135.0,30.0,-165.0,-233.0,49.0,,,-282.0,,-439.0,-6.0,0.0,,,-6.0,,,0.0,0.0,0.0,,,,,-433.0,-213.0,-46.0,9.0,,,,-110.0,40.0,-150.0,-66.0,,-406.0,144.0,2.0,
03/31/2005,271.0,436,62.0,-159.0,170.0,-329.0,-68.0,146.0,,,-214.0,,-54.0,-23.0,0.0,,,-23.0,,,0.0,0.0,0.0,,,,,-31.0,-168.0,-3.0,-193.0,,,,-148.0,94.0,-242.0,176.0,,49.0,91.0,22.0,
06/30/2005,148.0,720,50.0,-494.0,-102.0,-392.0,-128.0,-78.0,,,-50.0,,-454.0,-28.0,0.0,,,-28.0,,,0.0,0.0,0.0,,,,,-426.0,-215.0,-3.0,-26.0,,,,-248.0,86.0,-334.0,62.0,,-521.0,118.0,30.0,
09/30/2005,-166.0,259,58.0,126.0,182.0,-56.0,-609.0,91.0,,,-700.0,,231.0,19.0,19.0,,,,,,0.0,0.0,0.0,,,,,212.0,-693.0,-4.0,0.0,,,,-337.0,121.0,-458.0,-352.0,,-628.0,9.0,23.0,
12/31/2005,465.0,210,51.0,388.0,144.0,244.0,-184.0,20.0,,,-204.0,,535.0,-29.0,0.0,,,-29.0,,,0.0,0.0,0.0,,,,,564.0,-542.0,-3.0,3.0,,,,-539.0,45.0,-584.0,-3.0,,458.0,-83.0,29.0,
03/31/2006,-87.0,352,54.0,-496.0,-78.0,-418.0,3.0,68.0,,,-65.0,,657.0,-30.0,0.0,,,-30.0,,,0.0,0.0,0.0,,,,,687.0,-375.0,-3.0,-96.0,,,,-238.0,162.0,-400.0,-38.0,,195.0,8.0,22.0,
06/30/2006,168.0,273,53.0,96.0,70.0,26.0,-254.0,91.0,,,-345.0,,168.0,-37.0,0.0,,,-37.0,,,,,,,,,,205.0,-534.0,-3.0,-8.0,,,,-855.0,18.0,-873.0,332.0,,-198.0,156.0,30.0,
09/30/2006,291.0,298,48.0,-135.0,-14.0,-121.0,80.0,-61.0,,,141.0,,487.0,-26.0,0.0,,,-26.0,,,0.0,0.0,0.0,,,,,513.0,-966.0,-3.0,16.0,,,,-891.0,17.0,-908.0,-88.0,,-188.0,68.0,20.0,
12/31/2006,270.0,232,53.0,-34.0,-1.0,-33.0,19.0,-29.0,,,48.0,,507.0,-136.0,0.0,,,-136.0,,,0.0,0.0,0.0,,,,,643.0,-314.0,-3.0,225.0,,,,-530.0,54.0,-584.0,-6.0,,463.0,85.0,105.0,
03/31/2007,378.0,289,54.0,-82.0,4.0,-86.0,117.0,17.0,,,100.0,,-151.0,-19.0,0.0,,,-19.0,,,0.0,0.0,0.0,,,,,-132.0,-30.0,-2.0,423.0,,,,-450.0,133.0,-583.0,-1.0,,197.0,8.0,20.0,
06/30/2007,40.0,198,44.0,-132.0,-52.0,-80.0,-70.0,-90.0,,,20.0,,47.0,-16.0,70.0,,,-86.0,,,0.0,0.0,0.0,,,,,63.0,-572.0,-3.0,-296.0,,,,-272.0,85.0,-357.0,-1.0,,-485.0,166.0,40.0,
09/30/2007,348.0,365,49.0,-26.0,14.0,-40.0,-40.0,-47.0,,,7.0,,197.0,-74.0,4.0,,,-78.0,,,0.0,0.0,0.0,,,,,271.0,-228.0,-3.0,29.0,,,,-232.0,13.0,-245.0,-22.0,,317.0,153.0,23.0,
12/31/2007,576.0,263,47.0,37.0,34.0,3.0,229.0,167.0,,,62.0,,176.0,-71.0,8.0,,,-79.0,,,0.0,0.0,0.0,,,,,247.0,-203.0,-3.0,-56.0,,,,17.0,17.0,0.0,-161.0,,549.0,128.0,39.0,
03/31/2008,352.0,58,53.0,-447.0,-59.0,-388.0,688.0,-72.0,,,760.0,,-163.0,-68.0,0.0,,,-68.0,,,,,,,,,,-95.0,691.0,-3.0,610.0,,,,33.0,33.0,0.0,51.0,,880.0,3.0,22.0,
06/30/2008,207.0,272,64.0,106.0,8.0,98.0,-235.0,100.0,,,-335.0,,-2184.0,-60.0,0.0,,,-60.0,,,0.0,0.0,0.0,,,,,-2124.0,-68.0,-11.0,105.0,,,,-215.0,2.0,-217.0,53.0,,-2045.0,202.0,37.0,
09/30/2008,491.0,171,64.0,-177.0,-3.0,-174.0,433.0,-12.0,,,445.0,,43.0,-51.0,0.0,,,-51.0,,,0.0,0.0,0.0,,,,,94.0,-261.0,0.0,-109.0,,,,-121.0,2.0,-123.0,-31.0,,273.0,62.0,37.0,
12/31/2008,607.0,-209,63.0,-448.0,-167.0,-281.0,1201.0,203.0,,,998.0,,-268.0,-78.0,0.0,,,-78.0,,,0.0,0.0,0.0,,,,,-190.0,-74.0,0.0,-28.0,,,,-38.0,0.0,-38.0,-8.0,,265.0,99.0,44.0,
03/31/2009,72.0,208,69.0,240.0,150.0,90.0,-444.0,-124.0,0.0,,-320.0,0.0,-166.0,-60.0,0.0,,0.0,-60.0,-60.0,0.0,,,,0.0,0.0,0.0,0.0,-106.0,137.0,0.0,86.0,,,,0.0,0.0,0.0,51.0,-10.0,33.0,9.0,35.0,
06/30/2009,40.0,435,76.0,310.0,40.0,270.0,-781.0,34.0,,,-815.0,,-482.0,-76.0,0.0,,,-76.0,-76.0,0.0,,,,0.0,0.0,0.0,0.0,-406.0,74.0,-11.0,48.0,,,,0.0,0.0,0.0,37.0,15.0,-353.0,24.0,40.0,
09/30/2009,157.0,329,62.0,100.0,89.0,11.0,-334.0,18.0,,,-352.0,,-426.0,-82.0,0.0,,,-82.0,-82.0,0.0,,,,0.0,0.0,0.0,0.0,-344.0,79.0,0.0,93.0,,,,9.0,9.0,0.0,-23.0,4.0,-186.0,138.0,32.0,
12/31/2009,476.0,330,61.0,179.0,40.0,139.0,-94.0,121.0,,,-215.0,,-411.0,-89.0,0.0,,,-89.0,-89.0,0.0,,,,0.0,0.0,0.0,0.0,-322.0,17.0,0.0,-28.0,,,,21.0,21.0,0.0,24.0,6.0,88.0,49.0,51.0,
03/31/2010,394.0,283,61.0,49.0,51.0,-2.0,1.0,-148.0,0.0,,149.0,0.0,-123.0,-52.0,0.0,,0.0,-52.0,-52.0,0.0,,,,0.0,0.0,0.0,0.0,-71.0,107.0,0.0,38.0,,,,24.0,24.0,0.0,45.0,-3.0,375.0,6.0,32.0,
06/30/2010,379.0,294,67.0,-117.0,76.0,-193.0,135.0,48.0,,,87.0,,-413.0,-68.0,0.0,,,-68.0,-68.0,0.0,,,,0.0,0.0,0.0,0.0,-345.0,194.0,-11.0,287.0,,,,-109.0,4.0,-113.0,27.0,-10.0,150.0,128.0,52.0,
09/30/2010,510.0,307,76.0,-39.0,55.0,-94.0,166.0,45.0,,,121.0,,-522.0,-89.0,0.0,,,-89.0,-89.0,0.0,,,,-332.0,0.0,-332.0,0.0,-101.0,-51.0,0.0,7.0,,,,-85.0,3.0,-88.0,27.0,18.0,-45.0,81.0,32.0,
12/31/2010,460.0,461,88.0,215.0,8.0,207.0,-304.0,117.0,,,-421.0,0.0,-284.0,-91.0,0.0,,,-91.0,-91.0,0.0,,,,-12.0,0.0,-12.0,0.0,-181.0,24.0,0.0,0.0,,,,33.0,33.0,0.0,-9.0,1.0,201.0,111.0,64.0,
03/31/2011,51.0,413,83.0,110.0,143.0,-33.0,-555.0,-129.0,0.0,,-426.0,0.0,-316.0,-73.0,0.0,,0.0,-73.0,-73.0,0.0,0.0,,,-12.0,0.0,-12.0,0.0,-231.0,305.0,0.0,373.0,,,,-86.0,66.0,-152.0,18.0,11.0,51.0,106.0,27.0,
06/30/2011,528.0,391,83.0,-7.0,63.0,-70.0,61.0,25.0,,,36.0,0.0,-388.0,-114.0,0.0,,,-114.0,-114.0,0.0,0.0,,,13.0,0.0,13.0,0.0,-287.0,-32.0,-11.0,-40.0,,,,-43.0,30.0,-73.0,62.0,10.0,118.0,190.0,61.0,
09/30/2011,664.0,183,86.0,-339.0,-24.0,-315.0,734.0,-29.0,,,763.0,0.0,-522.0,-104.0,0.0,,,-104.0,-104.0,0.0,0.0,,,0.0,0.0,0.0,0.0,-418.0,4.0,0.0,-27.0,,,,4.0,4.0,0.0,27.0,-18.0,128.0,170.0,36.0,
12/31/2011,248.0,273,93.0,30.0,35.0,-5.0,-148.0,83.0,,,-231.0,0.0,-44.0,-131.0,0.0,,,-131.0,-131.0,0.0,,,,-103.0,0.0,-103.0,0.0,190.0,2590.0,0.0,1918.0,,,,634.0,634.0,0.0,38.0,-6.0,2788.0,167.0,61.0,
03/31/2012,941.0,371,126.0,160.0,46.0,114.0,284.0,-215.0,0.0,,499.0,0.0,-3419.0,-81.0,0.0,0.0,0.0,-81.0,-81.0,0.0,0.0,0.0,0.0,-3199.0,0.0,-3199.0,0.0,-139.0,-106.0,0.0,-181.0,,,,45.0,45.0,0.0,30.0,5.0,-2579.0,22.0,54.0,
06/30/2012,936.0,380,144.0,-176.0,-3.0,-173.0,588.0,119.0,,,469.0,0.0,-4.0,-127.0,0.0,,,-127.0,-127.0,0.0,0.0,,,2.0,0.0,2.0,0.0,121.0,14.0,-11.0,-14.0,,,,7.0,7.0,0.0,32.0,-12.0,934.0,189.0,62.0,
09/30/2012,-320.0,466,136.0,204.0,24.0,180.0,-1126.0,76.0,,,-1202.0,0.0,-441.0,-121.0,0.0,,,-121.0,-121.0,0.0,,,,-271.0,0.0,-271.0,0.0,-49.0,-58.0,0.0,11.0,,,,-79.0,6.0,-85.0,10.0,10.0,-809.0,203.0,70.0,
12/31/2012,793.0,406,154.0,5.0,67.0,-62.0,228.0,-51.0,,,279.0,0.0,7.0,-79.0,0.0,,,-79.0,-79.0,0.0,0.0,,,-113.0,0.0,-113.0,0.0,199.0,-78.0,0.0,-19.0,,,,-60.0,63.0,-123.0,1.0,20.0,742.0,241.0,62.0,
03/31/2013,-805.0,57,150.0,-1570.0,116.0,-1686.0,558.0,,,,558.0,0.0,962.0,-84.0,0.0,0.0,0.0,-84.0,-84.0,0.0,0.0,0.0,0.0,-40.0,0.0,-40.0,0.0,1086.0,185.0,0.0,195.0,,,,-41.0,36.0,-77.0,31.0,-14.0,328.0,12.0,70.0,
06/30/2013,82.0,505,149.0,-369.0,80.0,-449.0,-203.0,,,,-203.0,,185.0,-125.0,0.0,0.0,0.0,-125.0,-125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,-339.0,-11.0,-214.0,,,,-145.0,55.0,-200.0,31.0,-25.0,-97.0,142.0,60.0,
09/30/2013,830.0,553,146.0,200.0,41.0,159.0,-69.0,,,,-69.0,0.0,-407.0,-205.0,0.0,0.0,0.0,-205.0,-205.0,0.0,0.0,0.0,0.0,-44.0,0.0,-44.0,0.0,-158.0,-617.0,0.0,-79.0,,,,-518.0,41.0,-559.0,-20.0,40.0,-154.0,159.0,49.0,
12/31/2013,612.0,361,152.0,-66.0,-40.0,-26.0,165.0,,,,165.0,0.0,-725.0,-113.0,0.0,0.0,0.0,-113.0,-113.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,-620.0,-159.0,0.0,-2.0,,,,-149.0,18.0,-167.0,-8.0,12.0,-260.0,230.0,62.0,
03/31/2014,490.0,528,150.0,-137.0,14.0,-151.0,-51.0,-431.0,,,380.0,0.0,-506.0,-97.0,0.0,0.0,0.0,-97.0,-97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-409.0,-499.0,,-6.0,,,,-572.0,43.0,-615.0,79.0,-4.0,-519.0,43.0,70.0,
06/30/2014,512.0,573,139.0,-95.0,0.0,-95.0,-105.0,-229.0,,,124.0,0.0,-326.0,-151.0,0.0,0.0,0.0,-151.0,-151.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,-187.0,-510.0,-11.0,-94.0,,,,-377.0,37.0,-414.0,-28.0,13.0,-311.0,471.0,62.0,
09/30/2014,470.0,534,146.0,-150.0,-2.0,-148.0,-60.0,86.0,,,-146.0,0.0,-573.0,-114.0,0.0,,,-114.0,-114.0,0.0,0.0,,,-36.0,0.0,-36.0,0.0,-423.0,-217.0,0.0,-3.0,,,,-214.0,13.0,-227.0,0.0,-26.0,-346.0,332.0,71.0,
12/31/2014,686.0,467,153.0,14.0,-34.0,48.0,52.0,-206.0,,,258.0,0.0,-461.0,-123.0,0.0,,,-123.0,-123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-338.0,-411.0,-11.0,-28.0,,,,-339.0,17.0,-356.0,-33.0,-15.0,-201.0,239.0,56.0,
03/31/2015,737.0,533,151.0,-144.0,15.0,-159.0,197.0,-549.0,0.0,,746.0,0.0,-49.0,-115.0,0.0,0.0,0.0,-115.0,-115.0,0.0,0.0,0.0,0.0,-107.0,0.0,-107.0,0.0,173.0,530.0,,889.0,-5.0,894.0,0.0,-314.0,99.0,-413.0,-45.0,-18.0,1200.0,49.0,69.0,
06/30/2015,372.0,588,151.0,74.0,-23.0,97.0,-441.0,-458.0,0.0,0.0,17.0,0.0,-47.0,-131.0,0.0,0.0,0.0,-131.0,-131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,-976.0,0.0,-943.0,-5.0,0.0,-938.0,-94.0,29.0,-123.0,61.0,0.0,-651.0,470.0,53.0,
