Date,Assets,Total Investments,Fixed Income-Trading/AFS & ST Inv,Loans & Mortgages,Fixed Income Securities-HTM,Equity Securities,Real Estate Investments,Other Investments,Cash & Near Cash Items,Net Receivables,Net Fixed Assets,Deferred Policy Acquisition Costs,Other Assets,Total Assets,Liabilities & Shareholders' Equity,Reserve for Outstanding Claim & Loss,Premium Reserve (Unearned),Life Policy Benefits,Other Insurance Reserves,Total Insurance Reserves,Short-Term Borrowings,Other Short-Term Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Policyholders' Equity,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,,20506.185547,,,,,,,98.431999,5428.134766,587.322021,785.627014,7157.375,34563.078125,,17528.640625,,,5343.223145,22871.863281,1399.401978,2300.991943,1840.418945,419.427002,28832.103149,0.0,845.642029,0.0,213.567001,4671.76416,5730.97319,34563.07634,
06/30/1990,,20428.525391,,,,,,,72.07,5448.650879,581.439026,816.338013,7387.498047,34734.523438,,18105.935547,,,5525.375,23631.310547,985.593018,1934.811035,1842.025024,423.252014,28816.991638,0.0,858.901001,0.0,213.567001,4845.062012,5917.530014,34734.521652,
09/30/1990,,20611.449219,,,,,,,108.591003,5709.480957,599.671997,825.625,7796.049805,35650.867188,,18618.880859,,,5933.209961,24552.089844,1200.949951,1818.515991,1834.692017,417.044006,29823.291809,0.0,851.190002,0.0,214.634003,4761.751953,5827.575958,35650.867767,
12/31/1990,,19930.939453,3525.785889,402.856995,15089.191406,879.961975,,33.143002,83.038002,5442.361816,606.526001,825.676025,7847.325195,34735.867188,,13971.661133,2405.690918,2018.678955,6562.808105,24958.839844,948.840027,855.718994,1623.459961,253.703003,28640.561829,0.0,887.219971,167.153,200.218002,4840.713867,6095.30484,34735.866669,
03/31/1991,,22552.576172,,,,,,,97.307999,6331.062012,598.820007,838.890015,7965.314941,38383.972656,,19594.830078,,,6513.053223,26107.882812,1249.970947,2433.387939,1986.525024,446.942993,32224.709717,0.0,911.286987,0.0,238.098007,5009.876953,6159.261948,38383.971664,
06/30/1991,,23757.449219,,,,,,,96.723999,5601.624023,597.187012,863.01001,8420.003906,39335.996094,,20096.109375,,,6935.841797,27031.951172,813.666992,2742.983887,1947.56604,469.933014,33006.101105,0.0,930.906982,0.0,238.378006,5160.611816,6329.896805,39335.99791,
09/30/1991,,22296.890625,,,,,,,176.632996,5400.339844,594.010986,871.523987,8354.806641,37694.203125,,20472.494141,,,6881.366211,27353.861328,691.062012,853.411987,1938.587036,460.934998,31297.857361,0.0,948.434998,0.0,238.378006,5209.535156,6396.34816,37694.205521,
12/31/1991,,23919.046875,22739.585938,372.752014,0.0,652.66803,,154.042007,101.815002,5141.744141,593.822998,852.939026,8585.999023,39195.367188,,15419.84375,2351.787109,2239.120117,7527.63623,27538.386719,1614.178955,1191.911011,1730.765991,280.058014,32355.30069,0.0,991.124023,181.869995,229.720001,5437.352051,6840.06607,39195.36676,
03/31/1992,,23156.181641,,,,,,,103.054001,5029.196777,1012.242004,861.560974,8615.09082,38777.324219,,21041.40625,,,7004.230957,28045.636719,778.340027,947.825012,1742.151001,462.205994,31976.158752,0.0,1006.309021,0.0,236.373993,5558.483887,6801.166901,38777.325653,
06/30/1992,,22654.775391,,,,,,,118.975998,5737.672852,1010.132996,885.643005,8529.042969,38936.242188,,21429.646484,,,6864.00293,28293.648438,105.658997,1364.875977,1748.152954,480.166992,31992.503358,0.0,1030.912964,0.0,236.373993,5676.453125,6943.740082,38936.24344,
09/30/1992,,23605.566406,,,,,,,144.335007,5377.936035,985.317993,894.630981,8672.130859,39679.917969,,21945.443359,,,6885.803223,28831.246094,2.492,1542.432007,1753.55896,504.312988,32634.042049,0.0,1033.06604,0.0,237.126999,5775.682129,7045.875168,39679.917217,
12/31/1992,,24376.234375,23986.570312,330.139008,0.0,0.0,0.0,59.523998,105.307999,8089.384766,1002.250977,887.004028,9095.332031,43555.515625,,20733.4375,2422.148926,2486.279053,7373.714844,33015.582031,835.987,918.205994,1534.594971,612.825989,36917.195985,0.0,933.760986,177.567993,228.175003,5298.814941,6638.318923,43555.514908,
03/31/1993,,24476.908203,,,,,,,128.207001,8130.676758,1050.926025,918.408997,9491.254883,44196.382812,,26347.064453,,,7206.240234,33553.304688,107.440002,1359.334961,1564.255005,782.335999,37366.670654,0.0,986.111023,0.0,228.175003,5615.425781,6829.711807,44196.382462,
06/30/1993,,25235.839844,23953.037109,309.205994,0.0,915.890991,,57.703999,91.946999,8541.241211,1041.89502,960.495972,9084.072266,44955.488281,,26719.242188,,,6720.692871,33439.9375,0.0,2036.004028,1706.046997,778.002014,37959.990539,0.0,998.504028,0.0,287.117004,5709.879883,6995.500915,44955.491454,
12/31/1993,,27290.443359,25683.056641,295.045013,0.0,1240.255981,0.0,72.084999,155.703003,7474.75293,1038.178955,979.166016,8911.507812,45849.753906,,21670.201172,2556.014893,2735.690918,7017.651855,33979.558594,621.791016,1105.032959,2187.128906,635.666992,38529.178467,0.0,1033.274048,160.100006,271.813995,5855.383789,7320.571838,45849.750305,
03/31/1994,,32752.820312,31283.699219,291.696991,0.0,1079.050049,0.0,98.374001,96.075996,7973.90918,1044.917969,1003.219971,8791.449219,51662.390625,,27952.955078,,,6114.024902,34066.980469,4146.706055,3803.949951,2168.840088,804.223999,44990.700562,0.0,965.252014,0.0,273.98999,5432.450195,6671.6922,51662.392761,
06/30/1994,,31688.628906,30005.794922,293.537994,0.0,1289.814941,0.0,99.480003,133.835007,8130.325195,1063.055054,1029.692993,8657.341797,50702.878906,,28257.876953,,,5843.255859,34101.132812,3735.462891,3520.052002,2138.248047,799.099976,44293.995728,0.0,918.911011,0.0,271.459991,5218.51123,6408.882233,50702.87796,
09/30/1994,,32641.888672,30833.441406,290.084991,0.0,1411.737061,0.0,106.625999,144.326996,7756.14502,1091.140991,1028.332031,8610.292969,51272.128906,,28764.052734,,,5956.817871,34720.871094,3391.35498,3799.398926,2146.858887,825.763977,44884.247864,0.0,864.68103,0.0,289.914001,5233.28418,6387.879211,51272.127075,
12/31/1994,,31076.28125,29289.695312,244.235001,0.0,1438.140015,0.0,104.209999,160.557007,8068.016113,1089.868042,1024.561035,8916.693359,50335.976562,,22564.751953,2690.678955,3046.053955,6712.544922,35014.027344,4575.907227,1642.829956,2140.003906,713.130981,44085.899414,0.0,844.760986,0.0,278.10199,5127.211914,6250.07489,50335.974304,
03/31/1995,,30310.390625,28352.132812,242.330994,0.0,1601.739014,0.0,114.188004,133.610001,8761.880859,1083.713989,1053.078003,8635.381836,49978.054688,,29120.662109,,,6004.404785,35125.066406,2824.967041,2126.724121,2142.0271,771.052979,42989.837646,0.0,945.208984,0.0,278.10199,5764.907227,6988.218201,49978.055847,
06/30/1995,,38524.433594,36284.160156,322.169006,0.0,1547.819946,0.0,370.286011,209.796005,15735.469727,1327.714966,1435.66394,9647.576172,66880.65625,,40864.269531,,,5906.981934,46771.253906,2781.929932,3712.336914,4225.26709,1349.149048,58839.93689,0.0,1077.329956,0.0,285.196991,6678.191895,8040.718842,66880.655731,
