Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,EBITDA Margin,Operating Margin,Incremental Operating Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/2007,,,,,,,54.439075,29.847725,,21.065621,15.611684,13.209325,,0.0,244.604989,,
06/30/2007,,,,,,,53.469812,31.650946,,78.706818,70.650116,66.540821,,0.0,45.391211,,
09/30/2007,,,,,,,55.137904,27.651495,,46.006204,44.210221,41.8186,,0.0,79.476381,,
12/31/2007,,,,,,,51.132814,27.04175,,30.187643,59.293714,56.88412,,0.0,171.331356,,
03/31/2008,,12.851861,4.520723,5.694148,2.794402,,53.846764,30.236393,35.572991,38.295389,24.326009,22.086738,,0.0,135.4107,-4.550934,
06/30/2008,,11.067287,3.952865,5.044707,3.254189,,59.982609,40.49231,75.817461,41.35949,36.798551,34.910344,,0.0,70.147683,3.303842,
09/30/2008,,9.305701,3.411461,4.477759,3.228825,,52.152374,23.20933,-278.810021,21.270808,17.324225,14.892151,,0.0,210.191899,-10.254128,
12/31/2008,,,,,,,,,,,-120.164619,-120.164619,,,,,
03/31/2009,,-8.722921,-2.892607,-3.037575,,,-56.781647,-82.544257,-1440.697941,-86.592746,-72.450572,-75.026772,,,,,
06/30/2009,,-10.90903,-3.602974,-3.791119,,,48.076354,22.280107,-85.049484,11.09563,14.386291,11.551302,,0.0,882.053803,85.314483,
09/30/2009,,-9.332995,-3.211143,-3.393385,,,51.636094,20.829996,-64.135305,8.087024,43.720331,40.887691,,0.0,,,
12/31/2009,,,,,,,46.974641,15.330031,,-8.166998,-8.215223,-4.737986,,,,,
03/31/2010,,2.554294,1.088754,1.446648,1.717179,,45.131417,14.382504,,-0.947498,-0.097995,-2.885976,,,,,
06/30/2010,,0.959699,0.531952,0.74202,1.698921,,85.841403,15.65988,1.723014,-17.199036,-7.657452,-10.563734,,,,,
09/30/2010,,-1.734111,-0.553433,-0.538903,1.696934,,69.591539,15.632026,4.995536,-15.342892,-3.798105,-6.584024,,,,,
12/31/2010,,-41.728518,-16.685181,-17.530272,-12.339112,,-247.077126,-293.829136,,-591.27096,-491.176558,-493.850726,,,,,
03/31/2011,,-43.623232,-17.110439,-17.911236,-12.504223,,54.267468,12.523329,8.742758,-22.599155,-17.50882,-20.279553,,,,,
06/30/2011,,-16.337637,-7.476446,-7.982188,-5.763966,,28.735292,-14.635788,,-50.227477,-44.818829,-47.200167,,,,,
09/30/2011,,-15.91838,-7.16047,-7.631088,-5.514645,,60.893087,16.911691,18.127996,9.070911,14.035346,11.816591,,,399.438658,47.665782,
12/31/2011,,-2.327034,-0.874233,-0.960948,0.113068,,55.961443,10.869856,337.215829,-19.730197,-7.702446,-9.952121,,,,,
03/31/2012,,0.75181,0.550099,0.559773,0.625334,,59.370085,17.756711,22.577065,39.490019,44.423378,42.219302,,6.018337,71.974586,0.210698,
06/30/2012,,1.532624,0.853413,0.905755,1.042705,,58.829644,20.272915,82.416833,-2.29039,0.384891,-1.620173,,,,,
09/30/2012,,0.779477,0.502089,0.541484,0.942975,,55.612239,15.066211,,-1.900845,-7.252003,-9.315223,,,,,
12/31/2012,,-0.633241,-0.144351,-0.118567,0.189697,,6.059181,-32.116268,,-53.270448,-43.154426,-45.190552,,,,,
03/31/2013,,-0.069195,0.121371,0.216847,0.239284,,57.703903,20.21768,2201.109057,60.275517,59.34296,57.195956,,15.202347,48.99006,-0.035297,
06/30/2013,,-0.016792,0.123916,0.177164,-0.27285,,53.527331,14.247625,-47.619574,-5.013964,0.559786,-0.369376,,,,,
09/30/2013,,0.276884,0.237309,0.27701,-1.426299,,56.447816,18.290873,,-11.504333,-1.276184,-1.780843,,,,,
12/31/2013,,2.487013,1.321915,1.448353,-0.531372,,55.626837,16.365589,,2.171653,14.010312,13.52149,,70.063755,51694.871795,-1283.171108,
03/31/2014,,0.422636,0.266335,0.298454,-0.74008,,54.53918,16.440984,-56.46625,2.761329,1.564592,1.073428,,36.434889,3572.417488,-14.675674,
06/30/2014,,0.94807,0.596955,0.990359,0.582759,,57.20002,20.707733,74.418981,33.130546,17.644412,15.804551,,,229.167297,-1.224596,
09/30/2014,,2.018756,1.175106,1.639224,2.575611,,56.69118,18.815323,,35.439394,33.220443,32.818179,,,120.933876,-0.422604,
12/31/2014,,4.523958,2.527178,3.099188,3.330367,,48.650483,16.624932,24.657826,94.867422,90.999967,90.627793,,,41.178975,2.661039,
03/31/2015,,6.875056,3.895996,4.51312,3.550037,,54.688266,18.122835,44.079531,75.902404,74.943988,74.583178,,0.535386,54.725294,3.112661,
