Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,EBIT,EBIT Surprise %,EBITDA,Gross Margin %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Net Income Surprise %,Source: Bloomberg
06/30/1989,,,3.054,,3.054,3.054,,,,,,,,,,,
09/30/1989,,,3.429,,3.429,3.429,,,,,,,,,,,
12/31/1989,,,3.7,,3.7,3.7,,,,,,,,,,,
03/31/1990,,,1.662,,1.662,1.662,,,,,,,,,,,
06/30/1990,,,3.18,,3.089,3.089,,,,,,,,,,,
09/30/1990,,,3.475,,3.652,3.652,,,,,,,,,,,
12/31/1990,,,2.502,,2.621,2.621,,,,,,,,,,,
03/31/1991,,,4.162,,4.162,4.162,,,,,,,,,,,
06/30/1991,,,4.13,,4.13,4.13,,,,,,,,,,,
09/30/1991,,,4.592,,4.592,4.592,,,,,,,,,,,
12/31/1991,,,5.776,,5.776,5.776,,,,,,,,,,,
03/31/1992,,,6.619,,6.619,6.619,,,,,,,,,,,
06/30/1992,,,7.604,,7.604,7.604,,,,,,,,,,,
09/30/1992,,,6.844,,6.844,6.844,,,,,,,,,,,
12/31/1992,,,7.045,,7.045,7.045,,,,,,,,,,,
03/31/1993,,,8.71,,8.71,8.71,,,,,,,,,,,
06/30/1993,,,8.1,,8.1,8.1,,,,,,,,,,,
09/30/1993,,,11.36,,11.36,11.36,,,,,,,,,,,
12/31/1993,,,9.889,,9.889,9.889,,,,,,,,,,,
03/31/1994,,,0.0,,6.667,6.667,,,,,,,,,,,
06/30/1994,,,5.007,,5.007,5.007,,,,,,,,,,,
09/30/1994,,,3.104,,3.104,3.104,,,,,,,,,,,
12/31/1994,,,4.132,,4.132,4.132,,,,,,,,,,,
03/31/1995,,,0.0,,4.024,4.024,,,,,,,,,,,
06/30/1995,,,7.826,,7.826,7.826,,,,,,,,,,,
09/30/1995,,,9.231,,9.231,9.231,,,,,,,,,,,
12/31/1995,,,8.317,,8.317,8.317,,,,,,,,,,,
03/31/1996,,,0.0,,12.493,12.493,,,,,,,,,,,
06/30/1996,,,13.042,,13.042,13.042,,,,,,,,,,,
09/30/1996,,,14.037,,14.037,14.037,,,,,,,,,,,
12/31/1996,,,15.442,,15.442,15.442,,,,,,,,,,,
03/31/1997,,,0.0,,14.671,14.671,,,,,,,,,,,
06/30/1997,,,16.259001,,16.259,16.259,,,,,,,,,,,
09/30/1997,,,19.305,,19.305,19.305,,,,,,,,,,,
12/31/1997,,,17.035999,,17.036,17.036,,,,,,,,,,,
03/31/1998,,,0.0,,23.521,23.521,,,,,,,,,,,
06/30/1998,,,24.364,,24.364,24.364,,,,,,,,,,,
09/30/1998,,,21.844,,21.844,21.844,,,,,,,,,,,
12/31/1998,,,18.334999,,18.335,18.335,,,,,,,,,,,
03/31/1999,,,24.791,,20.446,20.446,,,,,,,,,,,
06/30/1999,,,32.818001,,34.67,34.67,,,,,,,,,,,
09/30/1999,,,28.323999,,30.305,30.305,,,,,,,,,,,
12/31/1999,,,33.341999,,35.334,35.334,,,,,,,,,,,
03/31/2000,,,48.041,,50.104,50.104,,,,,,,,,,,
06/30/2000,,,42.383999,,40.384,40.384,,,,,,,,,,,
09/30/2000,,,37.206001,,37.206,37.206,,-8.33325,,,,,,,,,
12/31/2000,,,41.320999,,41.321,41.321,,1.16094527363183,,,,,,,,,
03/31/2001,,,37.319,,37.319,37.319,,-8.33325,,,,,,,,,
06/30/2001,,,35.361,,35.361,35.361,,-8.28915343915344,,,,,,,,,
09/30/2001,,,30.389999,,30.39,30.39,,-17.8082191780822,,,,,,,,,
12/31/2001,,,41.088001,,41.088,41.088,,12.0448179271709,,,,,,,,,
03/31/2002,,,46.097,,46.097,46.097,,1.97876712328767,,,,,,,,,
06/30/2002,,,49.018002,,49.018,49.018,,8.56261467889908,,,,,,,,,
09/30/2002,,,45.370998,,45.371,45.371,,-2.00445434298441,,,,,,,,,
12/31/2002,,,47.854,,47.854,47.854,,2.11531728665207,,,,,,,,,
03/31/2003,,,48.666,,48.666,48.666,,3.34781659388646,,,,,,,,,
06/30/2003,,,58.366001,,58.366,58.366,,8.49666666666666,,,,,,,,,
09/30/2003,,,68.710999,,66.64,66.64,,8.65874363327675,,,,,,,,,
12/31/2003,,,80.833,,80.833,80.833,,6.94647676161918,,,,,,,,,
