Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1991,44.424999,,,-26.281,,,18.143999,,-8.609,,,,9.535,-0.326,,0.0,,2.308,,-1.982,9.209,-3.869,5.34,0.0,,,5.34,0.0,5.34,0.0,,5.34,5.34,,245.580002,0.0175,0.0175,,245.580002,0.0175,0.0175,0.0175,
06/30/1991,28.246,,,-21.184,,,7.062,,-8.515,,,,-1.453,-2.28,,2.264,,0.0,,0.016,-3.733,1.845,-1.888,0.0,,,-1.888,0.0,-1.888,0.0,,-1.888,-1.888,,245.580002,-0.0075,-0.0075,,245.580002,-0.0075,-0.0075,-0.0075,
09/30/1991,25.048,,,-17.747,,,7.301001,,-7.957,,,,-0.656,-2.34,,2.349,,0.0,,-0.009,-2.996,1.166,-1.83,0.0,,,-1.83,0.0,-1.83,0.0,,-1.83,-1.83,,245.580002,-0.0075,-0.0075,,245.580002,-0.0075,-0.0075,-0.0075,
01/01/1992,42.764999,,,-23.879,,,18.885999,,-12.557,,,,6.329,-2.696,,4.781,,-2.308,,0.223,3.633,-3.954,-0.321,0.0,,,-0.321,0.0,-0.321,0.0,,-0.321,-0.321,,245.58,-0.001667,-0.001667,-0.001667,245.58,-0.001667,-0.001667,-0.001667,
03/31/1992,38.361,,,-24.038,,,14.323,,-8.526,,,,5.797,-2.351,,2.418,,0.0,,-0.067,3.446,-1.031,2.415,0.0,,,2.415,0.0,2.415,0.0,,2.415,2.415,,245.580002,0.01,0.01,,245.580002,0.01,0.01,0.01,
06/30/1992,30.684999,,,-19.577999,,,11.107,,-8.698,,,,2.409,-2.362,,2.361,,0.0,,0.001,0.047,-2.862,-2.815,0.0,,,-2.815,0.0,-2.815,0.0,,-2.815,-2.815,,245.580002,-0.011667,-0.011667,,245.580002,-0.011667,-0.011667,-0.011667,
09/30/1992,32.740002,,,-21.900999,,,10.839003,,-9.124,,,,1.715,-2.323,,2.445,,0.0,,-0.122,-0.608,0.382,-0.226,0.0,,,-0.226,0.0,-0.226,0.0,,-0.226,-0.226,,245.580002,-0.000833,-0.000833,,245.580002,-0.000833,-0.000833,-0.000833,
12/31/1992,45.821999,,,-31.579,,,14.242999,,-6.78,,,,7.463,-2.122,,2.539,,0.0,,-0.417,5.341,-2.488,2.853,0.0,,,2.853,0.0,2.853,0.0,,2.853,2.853,,245.639988,0.011667,0.011667,0.011667,245.639988,0.011667,0.011667,0.011667,
03/31/1993,43.474998,,,-27.603001,,,15.871998,,-8.319,,,,7.553,-1.822,,2.559,,0.0,,-0.737,5.731,-1.836,3.895,0.0,,,3.895,0.0,3.895,0.0,,3.895,3.895,,245.580002,0.015833,0.015833,,245.580002,0.015833,0.015833,0.015833,
06/30/1993,38.379002,,,-25.500999,,,12.878002,,-8.716,,,,4.162,-2.499,,2.472,,0.0,,0.027,1.663,-0.536,1.127,0.0,,,1.127,0.0,1.127,-0.373,,0.754,0.754,,245.832001,0.003333,0.003333,,245.832001,0.003333,0.003333,0.003333,
09/30/1993,33.483002,,,-21.815001,,,11.668001,,-9.135,,,,2.533,-2.455,,2.467,,0.0,,-0.012,0.078,-2.895,-2.817,0.0,,,-2.817,0.0,-2.817,-0.554,,-3.371,-3.371,,246.263992,-0.013333,-0.013333,,246.263992,-0.013333,-0.013333,-0.013333,
12/31/1993,48.958,,,-33.862,,,15.096,,-10.636,,,,4.46,-2.253,,2.838,,0.0,,-0.585,2.207,-0.892,1.315,0.0,,,1.315,0.0,1.315,-0.505,,0.81,0.81,,246.66,0.003333,0.003333,0.003333,246.66,0.003333,0.003333,0.003333,
03/31/1994,65.839996,,,-45.741001,,,20.098995,,-8.532,,,,11.567,-2.864,,2.877,,0.0,,-0.013,8.703,-3.469,5.234,0.0,,,5.234,0.0,5.234,-0.552,,4.682,4.682,,247.007996,0.019167,0.019167,,247.007996,0.019167,0.019167,0.019167,
06/30/1994,56.452999,,,-44.712002,,,11.740997,,-10.23,,,,1.511,-3.796,,3.798,,0.0,,-0.002,-2.285,0.901,-1.384,0.0,,,-1.384,0.0,-1.384,-1.096,,-2.48,-2.48,,263.904007,-0.009167,-0.009167,,263.904007,-0.009167,-0.009167,-0.009167,
09/30/1994,55.757999,,,-45.332001,,,10.425999,,-10.881,,,,-0.455,-4.6,,4.632,,0.0,,-0.032,-5.055,2.024,-3.031,0.0,,,-3.031,0.0,-3.031,-1.41,,-4.441,-4.441,,272.711998,-0.016667,-0.016667,,272.711998,-0.016667,-0.016667,-0.016667,
12/31/1994,59.015999,,,-45.359001,,,13.656998,,-11.346,,,,2.311,-5.312,,5.344,,0.0,,-0.032,-3.001,1.187,-1.814,0.0,,,-1.814,0.0,-1.814,-1.391,,-3.205,-3.205,,272.868,-0.011667,-0.011667,-0.011667,272.868,-0.011667,-0.011667,-0.011667,
