Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 3 Total Gains,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
03/31/2008,2337.491,32047.597,1373.258,35751.202,,86.252,37.139,116.247,,25.251241,346.200951,14.83491,386.209928,4.265411,58.479869,2.505896,65.23814,
06/30/2008,2435.245,30141.018,1732.22,34242.639,,65.536,79.093,78.785,,27.765432,343.652651,19.749897,390.41726,4.675973,57.874501,3.326078,65.750123,
09/30/2008,2198.056,30455.779,1078.739,33726.146,,84.624,32.722,110.918,,25.375438,351.596476,12.453493,389.3512,4.328529,59.975137,2.12431,66.415318,
12/31/2008,1358.853,27961.997,1352.885,30262.419,,79.637,88.088,102.493,,22.214984,457.132084,22.117417,494.740152,2.976754,61.254597,2.963681,66.293987,
03/31/2009,1502.559,30595.529,562.734,32442.413,,61.316,84.94,96.937,,24.466552,498.194822,9.163142,528.268106,3.417094,69.579829,1.27976,73.779981,
06/30/2009,2434.37,28135.24,953.929,31289.29,,42.146,84.663,44.862,,32.574584,376.480871,12.764633,418.685576,5.360606,61.955222,2.1006,68.9006,
09/30/2009,2191.195,30995.974,590.18,33517.744,,49.454,87.794,80.036,,23.886095,337.885393,6.433519,365.375068,4.640274,65.639897,1.249819,70.980227,
12/31/2009,1502.559,30595.529,562.734,32442.413,,61.316,84.94,96.937,,15.929735,324.365738,5.965958,343.945915,3.290475,67.001577,1.232339,71.046094,
03/31/2010,1466.486,30091.95,1127.086,32452.362,,54.722,84.737,86.677,,14.604161,299.673965,11.224209,323.180385,3.203566,65.736433,2.462141,70.892798,
06/30/2010,1987.582,29763.143,1114.666,32560.138,,47.001,90.01,80.035,,18.916324,283.263404,10.60856,309.883117,4.385428,65.669802,2.459414,71.84113,
09/30/2010,2026.355,28287.25,1119.966,31041.263,,114.161,91.888,148.98,,18.519884,258.531501,10.235936,283.70182,4.376951,61.100797,2.41914,67.049498,
12/31/2010,1429.903,27863.54,965.196,30235.644,0.256,34.861,47.077,82.194,159.056,13.473065,262.540388,9.094427,284.891213,3.176437,61.897047,2.14412,67.166522,
03/31/2011,2040.579,27461.229,980.678,30459.745,,125.631,44.768,167.422,40.221,19.871261,267.41883,9.549892,296.61853,4.447436,59.851673,2.137385,66.38693,
06/30/2011,1275.722,28553.807,887.164,30679.751,,65.951,50.054,111.994,11.336,12.00371,268.672655,8.347633,288.676398,2.736338,61.245991,1.902907,65.805997,
09/30/2011,1763.686,28344.461,824.583,30876.651,,45.921,52.093,95.964,-49.281,16.118518,259.043112,7.535954,282.185071,3.782689,60.792167,1.768536,66.223116,
12/31/2011,1925.276,27814.332,837.221,30498.941,,37.715,42.644,79.55,27.18,17.899337,258.590515,7.783664,283.54939,4.310455,62.272847,1.874434,68.283354,
03/31/2012,1463.304,28494.83,843.866,30724.037,,47.823,40.63,87.941,35.764,13.237193,257.767048,7.633695,277.932675,3.244648,63.182828,1.871141,68.125746,
06/30/2012,2023.996,27635.943,872.887,30408.152,,38.776,35.947,74.723,19.403,18.049151,246.445791,7.784041,271.167192,4.503758,61.494987,1.942332,67.663655,
09/30/2012,2268.51,28405.3,916.131,31631.481,,112.953,35.062,148.015,39.65,19.294286,241.59469,7.79194,269.034224,4.933653,61.777071,1.992441,68.793509,
12/31/2012,1850.333,28983.212,922.702,31754.92,0.0,56.614,36.247,91.534,,15.606193,244.452002,7.78231,267.829313,4.0768,63.858107,2.03297,69.964954,
03/31/2013,1716.936,28432.228,939.167,31087.651,0.165,58.949,32.55,90.984,28.045,14.511142,240.302553,7.93762,262.745568,3.77164,62.457853,2.063094,68.291093,
06/30/2013,1821.392,27391.989,917.616,30129.17,0.375,33.715,29.374,61.637,21.19,16.20878,243.764513,8.165972,268.123007,4.038103,60.7292,2.034394,66.797647,
09/30/2013,1611.416,28314.261,892.804,30815.881,3.995,191.063,33.389,225.847,-1.876,14.320498,251.62609,7.934263,273.857744,3.531764,62.056773,1.956771,67.53961,
12/31/2013,1374.845,28688.83,892.205,30954.538,0.0,105.236,29.11,133.004,64.284,12.113921,252.780657,7.861323,272.744076,3.011518,62.841217,1.954323,67.804119,
03/31/2014,1820.017,28587.23,865.165,31272.412,,59.767,32.496,92.263,7.088,15.684428,246.357239,7.455765,269.497433,3.892345,61.137533,1.850269,66.880146,
06/30/2014,2396.735,31857.321,894.241,35147.057,,67.573,31.363,99.55,26.213,21.008185,279.240093,7.838322,308.075731,5.008964,66.578983,1.868885,73.45424,
09/30/2014,1580.976,31114.869,926.199,33614.465,6.884,228.427,29.797,257.529,7.556,14.089723,277.296994,8.254324,299.573496,3.44366,67.77398,2.017434,73.218566,
12/31/2014,1606.621,30644.553,899.796,33150.274,4.737,484.257,23.427,511.725,48.048,14.049089,267.971144,7.868262,289.882409,3.566558,68.028229,1.997468,73.59071,
03/31/2015,2333.628,30741.027,709.925,33783.993,1.572,759.87,22.586,783.441,5.271,20.037294,263.95252,6.095648,290.080422,5.064236,66.711493,1.540617,73.315072,
06/30/2015,1364.573,36952.212,814.572,39128.118,1.581,442.309,23.145,463.796,3.589,9.606216,260.133325,5.734361,275.4511,2.20981,59.840955,1.31913,63.364649,
09/30/2015,1420.558,36489.847,755.043,38661.548,1.588,494.022,24.568,516.278,4.294,10.219468,262.507291,5.431766,278.130468,2.351274,60.397132,1.249729,63.99168,
12/31/2015,966.84,35860.721,455.228,37279.702,0.347,480.219,29.191,506.67,,7.080762,262.630035,3.333914,273.022103,1.647566,61.10928,0.775742,63.527327,
03/31/2016,828.634,36670.723,439.067,37900.554,2.18,740.161,30.338,734.809,7.191,6.062709,268.301724,3.212438,277.299795,1.366353,60.467152,0.723987,62.495047,
06/30/2016,769.751,36633.197,377.324,37777.598,0.0,922.668,29.436,949.43,-4.132,5.633452,268.101429,2.76146,276.476771,1.257799,59.859886,0.61656,61.729877,
09/30/2016,964.117,36491.641,427.885,37859.77,0.0,1170.474,18.64,1165.241,15.939,7.092809,268.461437,3.147861,278.526479,1.586448,60.04675,0.704082,62.297997,
12/31/2016,1472.062,34351.554,271.435,36077.104,0.0,982.586,19.839,984.478,-2.964,11.357908,265.044401,2.094296,278.358132,2.519183,58.786826,0.464515,61.739811,
03/31/2017,1244.356,34820.373,270.829,36326.993,0.0,1007.332,18.397,1017.164,0.983,9.571508,267.836126,2.0832,279.424952,2.039105,57.05955,0.443803,59.528422,
06/30/2017,1611.406,34718.435,266.104,36595.945,0.0,1083.507,18.001,1099.048,15.748,12.298549,264.977534,2.030955,279.307039,2.583116,55.654349,0.42657,58.664035,
09/30/2017,1088.405,36033.162,274.197,37392.083,0.0,1097.588,17.47,1111.377,10.294,9.440986,312.556974,2.378425,324.344456,1.706226,56.48698,0.429842,58.617277,
12/31/2017,836.734,35822.325,264.849,36920.329,0.0,1157.56,18.305,1172.286,,7.300503,312.549732,2.310807,322.129816,1.319016,56.469815,0.417504,58.200693,
03/31/2018,997.728,35464.641,283.379,36738.509,0.0,1114.659,17.841,1125.261,,8.880359,315.655899,2.522238,326.994064,1.527026,54.278767,0.433713,56.228427,
06/30/2018,873.059,34294.614,249.115,35416.788,0.0,919.642,17.822,937.464,,7.755695,304.65129,2.212977,314.619962,1.373039,53.934316,0.391777,55.699132,
