Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1996,551.664978,21.867999,20.011999,1.856,124.928001,,,3.073,,,,,40.188,,,,,,190.057007,256.759003,497.5,-240.740997,0.0,104.848999,,,,104.848999,361.608002,,36.994999,36.994999,,,,3.89,,,,,,98.506999,,,98.506999,139.391998,5.542,,,,,70.424004,,,,70.424004,75.966004,215.358002,0.0,,,,,,313.377991,313.377991,22.929001,336.306992,551.664994,
03/31/1997,606.770996,30.130001,28.957001,1.173,138.229996,,,2.534,,,,,37.327,,,,,,208.220993,289.27301,540.85199,-251.578995,0.0,109.277,,,,109.277,398.550011,,33.098,33.098,,,,9.206,,,,,,98.281007,,,98.281007,140.585007,45.254002,,,,,75.688004,,,,75.688004,120.942005,261.527012,0.0,,,,,,323.381989,323.381989,21.862,345.243988,606.771,
06/30/1997,627.200989,27.681,25.969,1.712,145.473999,,,2.681,,,,,36.786999,,,,,,212.623001,315.296997,575.942993,-260.645996,0.0,99.280998,,,,99.280998,414.577995,,35.297001,35.297001,,,,3.467,,,,,,107.668998,,,107.668998,146.432999,46.491001,,,,,69.200996,,,,69.200996,115.691997,262.124996,0.0,,,,,,341.60199,341.60199,23.474001,365.075991,627.200987,
09/30/1997,655.315979,35.077001,33.415001,1.662,156.112,,,2.963,,,,,32.540001,,,,,,226.692001,333.798004,609.169006,-275.371002,0.0,94.825996,,,,94.825996,428.624001,,33.119999,33.119999,,,,12.251,,,,,,117.918002,,,117.918002,163.289001,38.521,,,,,71.626999,,,,71.626999,110.147999,273.437,0.0,,,,,,359.071991,359.071991,22.806999,381.87899,655.31599,
12/31/1997,692.330017,39.921,37.694,2.227,160.912003,,,3.469,,,,,42.821999,,,,,,247.123993,346.671997,623.129028,-276.457001,0.0,98.533997,,,,98.533997,445.205994,,36.337002,36.337002,,,,16.649,,,,,,125.362005,,,125.362005,178.348007,38.681999,,,,,70.017998,,,,70.017998,108.699997,287.048004,0.0,,,,,,380.480011,380.480011,24.802,405.282011,692.330015,
06/30/1998,2242.645,72.376,70.29,2.086,594.773,594.773,,42.19,,,,,90.982,,,,,,800.321,798.953,,,,643.371,344.469,,,298.902,1442.324,,271.549,271.549,,,,97.205,,,,,,374.07,,,374.07,742.824,328.984,,,,,462.161,,,,462.161,791.145,1533.969,1.134,467.631,,,,378.796,-138.885,708.676,,708.676,2242.645,
12/31/1998,2331.136963,85.660997,83.893997,1.767,567.427979,,,42.77,,,,,124.783997,,,,,,820.643005,849.882996,1423.133057,-573.25,0.0,660.611023,345.600006,,,315.011017,1510.494019,,284.341003,284.341003,,,,124.792,,,,,,388.29998,,,388.29998,797.432983,323.308014,,,,,474.368011,,,,474.368011,797.676025,1595.109009,1.134,474.119995,,,0.0,,260.773987,736.027982,0.0,736.027982,2331.136991,
03/31/1999,2326.404053,80.637998,78.795998,1.842,588.427002,588.427002,,45.097,,,,,102.838997,,,,,,817.000977,856.38501,,,,653.018005,61.735001,,,591.283005,1509.403015,,276.527008,276.527008,,,,153.304993,,,,,,376.254974,,,376.254974,806.086975,318.631989,,,,,480.220001,,,,480.220001,798.85199,1604.938965,0.296,409.252014,,,,428.352997,-116.436005,721.465006,,721.465006,2326.403971,
06/30/1999,2335.519,80.221,79.005,1.216,575.716,575.716,,51.388,,,,,92.551,,,,,,799.876,869.868,,,,665.775,61.925,,,603.85,1535.643,,278.307,278.307,,,,129.884,,,,,,366.711,,,366.711,774.902,334.441,,,,,486.669,,,,486.669,821.11,1596.012,0.296,419.166,,,0.0,441.916,-121.871,739.507,,739.507,2335.519,
09/30/1999,2394.991943,78.885002,78.885002,,626.710022,626.710022,,44.352001,,,,,94.622002,,,,,,844.56897,890.479004,,,,659.94397,62.745998,,,597.197971,1550.422974,,285.574005,285.574005,,,,133.962006,,,,,,370.731995,,,370.731995,790.268005,351.416992,,,,,488.983002,,,,488.983002,840.399994,1630.667999,0.296,409.997986,,,,463.674011,-109.644012,764.323985,,764.323985,2394.991984,
12/31/1999,2459.700928,131.158997,131.158997,0.0,638.593018,,,,,,,,132.151001,,,,,,901.903015,833.184998,1327.418945,-494.234009,0.0,724.612976,238.641006,238.641006,0.0,485.97197,1557.797974,,301.194,301.194,,,,121.989998,112.401998,9.588,9.588,,,409.876976,,,409.876976,833.060974,392.520996,23.380981,369.140015,369.140015,,484.477997,,,,484.477997,876.998993,1710.059967,0.296,412.78299,,,0.0,,336.562012,749.641001,0.0,749.641001,2459.700968,
03/31/2000,2416.985,92.543,92.543,0.0,621.629,621.629,,43.025,,,,,104.339,,,,,,861.536,929.767,1587.542,-657.775,0.0,625.682,293.137,293.137,0.0,332.545,1555.449,,281.644,281.644,,,,125.161,,,,,,384.581,,,384.581,791.386,372.984,,,,,495.243,,,,495.243,868.227,1659.613,0.296,402.265,,,0.0,452.335,-97.524,757.372,,757.372,2416.985,
06/30/2000,2413.241,91.027,90.841,0.186,614.601,614.601,,40.276,,,,,110.511,,,,,,856.415,930.248,1615.785,-685.537,0.0,626.578,297.745,297.745,0.0,328.833,1556.826,,270.362,270.362,,,,436.78,,,,,,369.257,,,369.257,1076.399,93.877,,,,,489.812,,,,489.812,583.689,1660.088,0.296,396.801,,,0.0,449.557,-93.501,753.153,,753.153,2413.241,
09/30/2000,2427.109,100.305,100.305,0.0,629.944,629.944,,35.791,,,,,106.199,,,,,,872.239,928.894,1629.317,-700.423,0.0,625.976,290.499,290.499,0.0,335.477,1554.87,,286.265,286.265,,,,238.909,,,,,,385.645,,,385.645,910.819,271.94,,,,,495.472,,,,495.472,767.412,1678.231,0.214,394.874,,,0.0,457.55,-103.76,748.878,,748.878,2427.109,
12/31/2000,2478.709,97.751,97.751,0.0,560.118,,,,,,,,155.757,,,,,,813.626,831.557,1394.63,-563.073,0.0,833.526,232.969,232.969,0.0,600.557,1665.083,,315.956,315.956,,,,85.381,76.981,8.4,8.4,,,496.97,,,496.97,898.307,311.418,292.618,18.8,18.8,,764.561,,,,764.561,1075.979,1974.286,0.214,400.53,,,0.0,,75.079,475.823,28.6,504.423,2478.709,
03/31/2001,2432.588,97.936,97.936,0.0,519.816,519.816,,,,,,,158.225,,,,,,775.977,819.0,1396.87,-577.87,0.0,837.611,234.962,234.962,0.0,602.649,1656.611,,277.597,277.597,,,,108.792,,,,,,457.126,,,457.126,843.515,315.361,,,,,791.128,,,,791.128,1106.489,1950.004,0.214,399.85,,,0.0,189.746,-107.226,482.584,,482.584,2432.588,
06/30/2001,2408.302979,94.255997,94.255997,0.0,506.828003,506.828003,,,,,,,156.054001,,,,,,757.138,814.03302,1425.796021,-611.763,0.0,837.132019,229.927002,229.927002,0.0,607.205017,1651.165039,,250.576996,250.576996,,,,95.000999,,,,,,468.729012,,,468.729012,814.307007,315.226013,,,,,785.280029,,,,785.280029,1100.506042,1914.813049,0.214,399.90799,,,0.0,192.076996,-98.709,493.489986,,493.489986,2408.303035,
09/30/2001,2445.493,111.176,111.176,0.0,509.026,509.026,,,,,,,157.854,,,,,,778.056,824.69,1476.923,-652.233,0.0,842.747,230.911,230.911,0.0,611.836,1667.437,,261.45,261.45,,,,78.374,,,,,,499.826,,,499.826,839.65,311.733,,,,,795.09,,,,795.09,1106.823,1946.473,0.214,443.346,,,0.0,199.779,-144.319,499.02,,499.02,2445.493,
12/31/2001,2423.2,86.7,86.7,0.0,493.3,,,,,,,,180.5,,,,,,760.5,818.1,1500.0,-681.9,0.0,844.6,224.8,224.8,0.0,619.8,1662.7,,256.6,256.6,,,,45.0,38.8,6.2,6.2,,,519.4,,,519.4,821.0,252.9,234.4,18.5,18.5,,837.7,,,,837.7,1090.6,1911.6,0.2,454.4,,,0.0,,21.5,476.1,35.5,511.6,2423.2,
03/31/2002,2441.199219,91.199951,91.199951,0.0,515.599609,,,,,,,,206.799927,,,,,,813.599609,808.899902,,,0.0,818.699707,221.099976,221.099976,0.0,597.599731,1627.599609,,259.5,259.5,,,,52.699982,,,,,,551.899628,,,551.899628,864.099609,275.699951,,,,,816.699707,,,,816.699707,1092.399658,1956.499268,0.2,460.799805,,,0.0,,23.699997,484.699802,,484.699802,2441.199069,
06/30/2002,2489.199951,94.800003,94.800003,0.0,543.400024,,,,,,,,209.100006,,,,,,847.299988,830.299988,,,0.0,811.599976,225.699997,225.699997,0.0,585.899979,1641.899963,,273.5,273.5,,,,69.599998,,,,,,546.699989,,,546.699989,889.799988,268.899994,,,,,809.5,,,,809.5,1078.399994,1968.199982,0.2,458.299988,,,0.0,,62.5,520.999988,,520.999988,2489.199969,
09/30/2002,2532.600098,122.900002,122.900002,0.0,528.299988,,,,,,,,191.699997,,,,,,842.900024,828.900024,,,0.0,860.799988,224.300003,224.300003,0.0,636.499985,1689.700012,,264.5,264.5,,,,51.200001,,,,,,550.399975,,,550.399975,866.099976,313.899994,,,,,826.799988,,,,826.799988,1140.699982,2006.799957,0.0,444.600006,,,0.0,,81.199997,525.800003,,525.800003,2532.59996,
12/31/2002,2459.899902,102.300003,102.300003,0.0,540.0,540.0,,,,,,,139.699997,,,,,,782.0,871.200012,1714.099976,-842.900024,0.0,806.700012,227.899994,227.899994,0.0,578.800018,1677.900024,,261.899994,261.899994,,,,55.099998,48.199998,6.9,6.9,,,476.299995,,,476.299995,793.299988,304.200012,283.700012,20.5,20.5,,945.200012,,,,945.200012,1249.400024,2042.700012,0.0,437.299988,,,0.0,213.100006,-269.200005,381.199989,36.0,417.199989,2459.900002,
03/31/2003,2474.699951,117.099998,117.099998,0.0,526.299988,,,,,,,,142.699997,,,,,,786.099976,877.299988,,,0.0,811.299988,230.300003,230.300003,0.0,580.999985,1688.599976,,271.200012,271.200012,,,,83.400002,,,,,,435.199974,,,435.199974,789.799988,296.600006,,,,,998.200012,,,,998.200012,1294.800018,2084.600006,0.0,429.399994,,,0.0,210.0,-249.299999,390.099995,,390.099995,2474.700001,
06/30/2003,2556.399902,138.0,138.0,0.0,522.599976,,,,,,,,163.600006,,,,,,824.200012,893.599976,,,0.0,838.599976,235.0,235.0,0.0,603.599976,1732.199952,,260.399994,260.399994,,,,107.900002,,,,,,450.400016,,,450.400016,818.700012,299.5,,,,,1017.400024,,,,1017.400024,1316.900024,2135.600036,0.0,431.5,,,0.0,214.699997,-225.399997,420.8,,420.8,2556.400036,
09/30/2003,2604.199951,155.399994,155.399994,0.0,552.700012,,,,,,,,174.100006,,,,,,882.200012,861.200012,,,0.0,860.799988,238.5,238.5,0.0,622.299988,1722.0,,276.899994,276.899994,,,,67.900002,,,,,,514.400017,,,514.400017,859.200012,286.600006,,,,,984.200012,,,,984.200012,1270.800018,2130.000031,0.0,433.899994,,,0.0,263.399994,-223.099995,474.199993,,474.199993,2604.200024,
12/31/2003,2548.600098,128.699997,128.699997,0.0,580.299988,580.299988,,,,,,,151.5,,,,,,860.5,873.200012,1774.099976,-900.900024,0.0,814.900024,244.100006,244.100006,0.0,570.800018,1688.100036,,286.899994,286.899994,,,,53.0,43.1,9.9,9.9,,,504.199982,,,504.199982,844.099976,221.5,195.1,26.4,26.4,,951.299988,,,,951.299988,1172.799988,2016.899964,0.0,437.299988,,,0.0,237.199997,-178.899998,495.599987,36.099998,531.699985,2548.599949,
03/31/2004,2458.399902,141.199997,141.199997,0.0,579.299988,579.299988,,,,,,,156.600006,,,,,,877.100037,862.700012,,,0.0,718.599976,243.199997,243.199997,0.0,475.399979,1581.299988,,299.899994,299.899994,,,,90.900002,,,,,,483.699943,,,483.699943,874.499939,176.100006,,,,,886.400024,,,,886.400024,1062.50003,1936.999969,0.0,505.5,,,0.0,261.600006,-245.700006,521.4,,521.4,2458.399969,
06/30/2004,2476.600098,145.399994,145.399994,0.0,621.500122,621.500122,,,,,,,143.699997,,,,,,910.599976,861.400024,,,0.0,704.599976,247.899994,247.899994,0.0,456.699982,1566.0,,299.700012,299.700012,,,,74.099998,,,,,,539.19999,,,539.19999,913.0,163.199997,,,,,853.799988,,,,853.799988,1016.999985,1929.999985,0.0,516.5,,,0.0,278.899994,-248.799994,546.6,,546.6,2476.599985,
09/30/2004,2524.300049,150.100006,150.100006,0.0,661.400024,661.400024,,,,,,,151.899994,,,,,,963.400024,867.0,,,0.0,693.900024,250.100006,250.100006,0.0,443.800018,1560.900024,,308.399994,308.399994,,,,57.599998,,,,,,522.400032,,,522.400032,888.400024,182.5,,,,,855.400024,,,,855.400024,1037.900024,1926.300049,0.0,506.899994,,,0.0,315.5,-224.400002,597.999992,,597.999992,2524.300041,
12/31/2004,2678.2,169.0,169.0,0.0,749.5,749.5,,0.0,,,,,174.1,,,,,,1092.6,914.0,1911.8,-997.8,0.0,671.6,259.6,259.6,0.0,412.0,1585.6,,357.0,357.0,,,,62.6,,,,,,612.5,,,612.5,1032.1,181.6,,,,,750.5,,,,750.5,932.1,1964.2,0.0,514.1,,,0.0,352.9,-193.0,674.0,40.0,714.0,2678.2,
09/30/2005,2864.399902,185.100006,185.100006,0.0,784.0,784.0,,,,,,,159.899994,,,,,,1129.0,976.799988,,,0.0,758.599976,269.299988,269.299988,0.0,489.299988,1735.399963,,368.0,368.0,,,,86.5,86.5,0.0,0.0,,,575.800049,,,575.800049,1030.300049,184.0,184.0,0.0,0.0,,884.099976,,,,884.099976,1068.099976,2098.400024,0.0,589.0,,,0.0,442.0,-265.0,766.0,0.0,766.0,2864.400024,
12/31/2005,3036.9,96.2,96.2,0.0,419.1,419.1,,,,,,,1186.5,,,,,,1701.8,867.4,1662.2,-794.8,0.0,467.7,120.4,103.8,16.6,347.3,1335.1,,118.8,118.8,,,,61.0,,,,,,946.0,,,946.0,1125.8,251.9,,,,,821.7,,,,821.7,1073.6,2199.4,0.0,589.3,,,0.0,488.0,-239.8,837.5,0.0,837.5,3036.9,
03/31/2006,2759.2,813.5,237.2,576.3,422.4,422.4,,,,,,,128.2,,,,,,1364.1,886.2,,,0.0,508.9,106.6,106.6,0.0,402.3,1395.1,,117.3,117.3,,,,26.0,,,,,,473.4,,,473.4,616.7,129.7,,,,,744.4,,,,744.4,874.1,1490.8,0.0,589.8,,,0.0,889.5,-210.9,1268.4,0.0,1268.4,2759.2,
06/30/2006,2268.6,223.8,147.9,75.9,442.6,442.6,,,,,,,134.9,,,,,,801.3,916.4,,,0.0,550.9,115.9,115.9,0.0,435.0,1467.3,,140.3,140.3,,,,33.6,,,,,,456.5,,,456.5,630.4,144.9,,,,,746.4,,,,746.4,891.3,1521.7,0.0,485.6,,,0.0,456.4,-195.1,746.9,0.0,746.9,2268.6,
09/30/2006,2260.100098,155.1,138.5,16.6,459.899994,459.899994,,,,,,,146.800003,,,,,,761.799988,941.900024,,,0.0,556.400024,113.800003,113.800003,0.0,442.600021,1498.300049,,138.399994,138.399994,,,,37.900002,,,,,,457.499992,,,457.499992,633.799988,144.699997,,,,,758.700012,,,,758.700012,903.400009,1537.199997,0.0,460.0,,,0.0,431.700012,-168.800018,722.899994,0.0,722.899994,2260.099991,
12/31/2006,2188.0,137.2,137.2,0.0,469.4,469.4,,,,,,,144.2,,,,,,750.8,981.9,1790.5,-808.6,0.0,455.3,147.9,124.0,23.9,307.4,1437.2,,142.8,142.8,,,,43.9,35.8,8.1,8.1,,,420.0,,,420.0,606.7,126.3,112.5,13.8,13.8,,649.4,,,,649.4,775.7,1382.4,0.0,463.2,,,0.0,552.0,-261.4,753.8,51.8,805.6,2188.0,
03/31/2007,2212.1,139.6,139.6,,458.0,458.0,,,,,,,170.8,,,,,,768.4,1003.2,,,,440.5,126.3,126.3,0.0,314.2,1443.7,,139.8,139.8,,,,35.5,,,,,,409.3,,,409.3,584.6,108.9,,,,,710.1,,,,710.1,819.0,1403.6,,477.2,,,,584.5,-253.2,808.5,,808.5,2212.1,
06/30/2007,2272.399902,143.899994,143.899994,0.0,469.299988,469.299988,,,,,,,183.399994,,,,,,796.599976,1030.800049,,,0.0,445.0,130.399994,130.399994,0.0,314.600006,1475.800049,,146.600006,146.600006,,,,19.5,,,,,,425.800018,,,425.800018,591.900024,120.400002,,,,,708.900024,,,,708.900024,829.300026,1421.20005,0.0,482.299988,,,0.0,608.099976,-239.199982,851.199982,0.0,851.199982,2272.400032,
09/30/2007,2349.3,175.4,175.4,0.0,496.2,496.2,,,,,,,164.2,,,,,,835.8,1070.9,,,0.0,442.6,137.5,137.5,0.0,305.1,1513.5,,153.4,153.4,,,,19.4,,,,,,459.7,,,459.7,632.5,115.9,,,,,696.9,,,,696.9,812.8,1445.3,0.0,490.4,,,0.0,629.3,-215.7,904.0,0.0,904.0,2349.3,
12/31/2007,2394.3,196.4,196.4,0.0,491.9,491.9,,,,,,,157.4,,,,,,845.7,1118.4,2157.7,-1039.3,0.0,430.2,166.8,141.3,25.5,263.4,1548.6,,171.9,171.9,,,,23.4,,,,,,444.6,,,444.6,639.9,89.2,,,,,550.7,,,,550.7,639.9,1279.8,0.0,501.0,,,0.0,675.8,-130.5,1046.3,68.2,1114.5,2394.3,
03/31/2008,2501.4,207.2,207.2,,527.0,527.0,,,,,,,172.7,,,,,,906.9,1158.7,,,,435.8,151.2,151.2,0.0,284.6,1594.5,,170.7,170.7,,,,28.2,,,,,,452.5,,,452.5,651.4,151.4,,,,,540.1,,,,540.1,691.5,1342.9,0.0,505.6,,,0.0,681.8,-103.2,1084.2,74.3,1158.5,2501.4,
06/30/2008,2588.6,246.3,246.3,,526.0,526.0,,,,,,,181.9,,,,,,954.2,1185.7,,,,448.7,155.7,155.7,0.0,293.0,1634.4,,170.8,170.8,,,,20.9,,,,,,495.0,,,495.0,686.7,158.5,,,,,543.3,,,,543.3,701.8,1388.5,0.0,511.4,,,0.0,708.8,-100.0,1120.2,79.9,1200.1,2588.6,
09/30/2008,2560.4,257.7,257.7,0.0,513.1,513.1,,,,,,,174.7,,,,,,945.5,1181.4,,,0.0,433.5,140.4,140.4,0.0,293.1,1614.9,,153.8,153.8,,,,17.8,,,,,,496.0,,,496.0,667.6,144.5,,,,,529.3,,,,529.3,673.8,1341.4,0.0,532.0,,,0.0,749.0,-146.6,1134.4,84.6,1219.0,2560.4,
12/31/2008,1815.8,250.9,250.9,0.0,450.7,450.7,,,,,,,130.8,,,,,,832.4,534.0,1255.9,-721.9,0.0,449.4,160.7,139.6,21.1,288.7,983.4,,137.8,137.8,,,,15.6,,,,,,381.7,,,381.7,535.1,173.0,,,,,802.4,,,,802.4,975.4,1510.5,0.0,532.0,,,0.0,310.0,-628.0,214.0,91.3,305.3,1815.8,
03/31/2009,1827.0,223.4,223.4,0.0,434.2,434.2,0.0,0.0,0.0,0.0,0.0,0.0,151.3,,,195.2,,122.5,808.9,530.5,,,0.0,487.6,168.0,168.0,0.0,124.4,1018.1,,488.5,120.4,8.0,,360.1,20.6,10.8,,,,9.8,0.0,,,0.0,509.1,211.0,211.0,,,,791.4,,618.2,18.8,154.4,1002.4,1511.5,0.0,532.0,45.5,486.5,0.0,324.9,-641.4,215.5,100.0,315.5,1827.0,
06/30/2009,1882.7,178.2,178.2,0.0,459.4,459.4,0.0,0.0,0.0,0.0,0.0,0.0,154.1,,,197.1,,124.6,791.7,568.7,,,0.0,522.3,181.5,181.5,0.0,143.7,1091.0,,523.4,122.1,2.9,,398.4,27.3,7.1,,,,20.2,0.0,,,0.0,550.7,165.1,165.1,,,,792.2,,614.6,19.6,158.0,957.3,1508.0,0.0,534.5,45.6,488.9,0.0,340.6,-596.5,278.6,96.1,374.7,1882.7,
09/30/2009,2044.6,234.5,234.5,0.0,479.1,479.1,0.0,0.0,0.0,0.0,0.0,0.0,170.5,,,174.1,,142.3,884.1,591.5,,,0.0,569.0,226.8,226.8,0.0,168.1,1160.5,,569.3,109.7,11.0,,448.6,28.4,7.6,,,,20.8,0.0,,,0.0,597.7,240.7,240.7,,,,620.1,,417.4,27.7,175.0,860.8,1458.5,0.0,596.8,47.9,548.9,0.0,396.4,-512.8,480.4,105.7,586.1,2044.6,
12/31/2009,1879.8,143.0,143.0,0.0,427.6,427.6,0.0,0.0,0.0,0.0,0.0,0.0,119.5,,0.0,254.1,,81.0,690.1,549.5,1334.3,-784.8,0.0,640.2,283.1,213.7,69.4,103.0,1189.7,,497.0,127.2,5.5,0.0,364.3,23.3,7.2,,,,16.1,0.0,0.0,0.0,0.0,520.3,172.3,172.3,,,,591.4,0.0,390.4,30.5,170.5,763.7,1284.0,0.0,598.1,47.9,550.2,0.0,514.8,-578.0,534.9,60.9,595.8,1879.8,
03/31/2010,1875.7,131.9,131.9,0.0,429.0,429.0,0.0,0.0,0.0,0.0,0.0,0.0,151.1,,,243.3,,114.3,712.0,538.3,,,0.0,625.4,216.7,216.7,0.0,165.4,1163.7,,478.4,103.2,,,375.2,20.0,9.0,,,,11.0,0.0,,,0.0,498.4,201.6,201.6,,,,604.8,,402.5,29.0,173.3,806.4,1304.8,0.0,600.3,47.9,552.4,0.0,501.7,-596.1,505.9,65.0,570.9,1875.7,
