Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1991,361.720001,65.241997,65.241997,,74.917,,,27.66,,,,,4.978,,,,172.796997,28.166,45.370998,-17.205,20.962999,,139.794006,,,,139.794006,188.923006,,7.929,7.929,,,,14.543,,,,23.042999,,,23.042999,45.514999,8.526,,,,2.014,,,,,,2.014,10.54,56.054999,,135.184998,,,-11.512,,181.991996,305.664993,,305.664993,361.719993,
03/31/1992,431.079987,133.477005,133.477005,,72.740997,,,30.764,,,,,6.892,,,,243.873993,28.013,45.374001,-17.361,20.959999,,138.233002,,,,138.233002,187.206001,,8.822,8.822,,,,23.069,,,,24.052001,,,24.052001,55.943001,,,,,2.068,,,,,,2.068,2.068,58.011001,,201.505005,,,-22.171,,193.734995,373.069,,373.069,431.080001,
06/30/1992,469.071014,150.977997,150.977997,,76.712997,,,32.307999,,,,,20.337,,,,280.335999,28.306,46.816002,-18.51,22.955,,137.473999,,,,137.473999,188.734999,,7.197,7.197,,,,23.069,,,,27.373,,,27.373,57.639,0.0,,,,2.053,,,,,,2.053,2.053,59.692,0.0,221.300995,,,-22.171,,210.249002,409.378998,0.0,409.378998,469.070998,
09/30/1992,493.88501,157.057999,157.057999,,92.352997,,,36.098999,,,,,11.843,,,,297.352997,28.603001,47.769001,-19.166,21.202999,,146.725998,,,,146.725998,196.531998,,12.865,12.865,,,,23.069,,,,30.713003,,,30.713003,66.647003,0.0,,,,2.137,,,,,,2.137,2.137,68.784003,,221.404007,,,-22.171,,225.868006,425.101013,,425.101013,493.885016,
12/31/1992,513.226013,153.830002,153.830002,,98.507004,,,37.612999,,,,,22.431999,,,,312.381989,28.635,47.636002,-19.000999,20.554001,,151.654999,,,,151.654999,200.844,,8.588,8.588,,,,8.526,,,,33.449999,,,33.449999,50.563999,0.0,,,,2.232,,,,,,2.232,2.232,52.795999,0.0,255.811996,,,-33.387001,,238.004997,460.429993,0.0,460.429993,513.225992,
03/31/1993,520.512024,172.285995,172.285995,,90.964996,,,38.221001,,,,,13.164,,,,314.635986,29.811001,49.131001,-19.32,20.058001,,156.007004,,,,156.007004,205.876006,,7.958,7.958,,,,0.0,,,,33.187,,,33.187,41.145,0.0,,,,0.191,,,,,,0.191,0.191,41.336,0.0,257.808014,,,-33.387001,,254.754997,479.17601,0.0,479.17601,520.51201,
06/30/1993,550.963013,207.804993,207.804993,0.0,84.289001,,,41.071999,,,,,12.578,,,,345.743988,30.351999,50.199001,-19.847,19.603001,,155.264008,,,,155.264008,205.219007,,12.63,12.63,,,,0.0,,,,40.23,,,40.23,52.860001,0.0,,,,0.207,,,,,,0.207,0.207,53.067001,0.0,260.184998,,,-33.387001,,271.098,497.895996,0.0,497.895996,550.962997,
09/30/1993,558.896973,205.296997,205.296997,0.0,100.474998,,,42.081001,,,,,11.733,,,,359.585999,32.606998,52.549999,-19.943001,13.056,,153.647995,,,,153.647995,199.310993,,8.285,8.285,,,,0.0,,,,32.243,,,32.243,40.528,0.0,,,,0.208,,,,,,0.208,0.208,40.736,0.0,260.768005,,,-33.387001,,290.780006,518.161011,0.0,518.161011,558.897011,
12/31/1993,593.960022,215.705994,215.705994,0.0,114.981003,,,38.889,,,,,12.771,,,,382.346985,33.601002,54.231998,-20.631001,12.617,,165.395004,,,,165.395004,211.613006,,14.416,14.416,,,,0.0,,,,32.498001,,,32.498001,46.914001,0.0,,,,0.205,,,,,,0.205,0.205,47.119001,0.0,273.507996,,,-37.775002,,311.108009,546.841003,0.0,546.841003,593.960005,
03/31/1994,619.210999,181.093994,181.093994,,111.669998,,,37.18,,,,,17.596001,,,,347.540009,53.021,73.714996,-20.694,47.952999,,170.697006,,,,170.697006,271.671005,,10.507,10.507,,,,0.0,,,,41.716,,,41.716,52.223,0.0,,,,0.206,,,,,,0.206,0.206,52.429,0.0,270.860992,,,-37.873001,,333.793991,566.781982,0.0,566.781982,619.210982,
06/30/1994,654.807007,132.944,132.944,,128.320007,,,39.808998,,,,,17.715,,,,318.787994,58.856998,80.903999,-22.047001,107.532997,,169.628998,,,,169.628998,336.018993,,12.837,12.837,,,,0.0,,,,49.188002,,,49.188002,62.025002,0.0,,,,0.217,,,,,,0.217,0.217,62.242002,0.0,272.665009,,,-37.957001,,357.856995,592.565002,0.0,592.565002,654.807004,
09/30/1994,680.182007,132.888,132.888,,129.158005,,,39.347,,,,,15.088,,,,316.480988,66.378998,89.235001,-22.856001,108.584999,,188.737,,,,188.737,363.700996,,12.654,12.654,,,,0.0,,,,40.774001,,,40.774001,53.428001,0.0,,,,0.218,,,,,,0.218,0.218,53.646001,0.0,283.796997,,,-40.494999,,383.234013,626.536011,0.0,626.536011,680.182012,
12/31/1994,730.690979,158.059006,158.059006,,143.016998,,,39.057999,,,,,22.471001,,,,362.605011,73.982002,97.106003,-23.124001,109.860001,,184.244003,,,,184.244003,368.086006,,15.699,15.699,,,,0.0,,,,49.992002,,,49.992002,65.691002,0.0,,,,0.216,,,,,,0.216,0.216,65.907002,0.0,296.714996,,,-40.537998,,408.606998,664.783997,0.0,664.783997,730.690998,
03/31/1995,757.205017,142.181,107.611,34.57,149.654999,,,38.963001,,,,,18.17,,,,348.968994,73.028,96.778999,-23.750999,136.673996,,198.533997,,,,198.533997,408.235993,,14.234,14.234,,,,0.0,,,,43.414998,,,43.414998,57.648998,0.0,,,,0.222,,,,,,0.222,0.222,57.870998,0.0,301.707001,,,-40.591,,438.218014,699.334015,0.0,699.334015,757.205013,
06/30/1995,806.02301,281.256004,174.059006,107.196999,142.606003,,,40.495998,,,,,18.247999,,,,482.605988,74.779999,99.43,-24.65,52.325001,,196.311996,,,,196.311996,323.416996,,15.664,15.664,,,,0.0,,,,62.129,,,62.129,77.792999,0.0,,,,0.221,,,,,,0.221,0.221,78.013999,0.0,303.889008,,,-40.660999,,464.780994,728.009003,0.0,728.009003,806.023002,
09/30/1995,823.382019,124.342999,103.988998,20.354,162.332993,,,45.396,,,,,27.191,,,,359.263,76.731003,102.308998,-25.577999,148.404007,,238.983994,,,,238.983994,464.119003,,13.357,13.357,,,,0.0,,,,52.549997,,,52.549997,65.906998,0.0,,,,0.294,,,,,,0.294,0.294,66.200998,0.0,304.412994,,,-40.660999,,493.429005,757.181,0.0,757.181,823.381997,
12/31/1995,864.978027,134.639997,104.171997,30.468,197.466995,,,52.598999,,,,,18.632999,,,,403.338989,78.088997,103.997002,-25.908001,71.167,,312.382996,,,,312.382996,461.638992,,20.226999,20.226999,,,,0.0,,,,60.693998,,,60.693998,80.920998,0.0,,,,0.293,,,,,,0.293,0.293,81.213998,0.0,307.308014,,,-40.748001,,517.203995,783.764008,0.0,783.764008,864.978005,
03/31/1996,899.361023,123.707,83.542999,40.164001,254.707993,,,58.949001,,,,,33.248001,,,,470.612,79.357002,106.164001,-26.806999,22.17,,327.221985,,,,327.221985,428.748987,,13.994,13.994,,,,0.0,,,,75.576999,,,75.576999,89.570999,0.0,,,,0.273,,,,,,0.273,0.273,89.843999,0.0,311.447998,,,-40.951,,539.02,809.516998,0.0,809.516998,899.360997,
06/30/1996,877.346008,257.739004,236.380005,21.358999,140.542007,,,81.123001,,,,,33.248001,,,,512.651978,80.828003,109.553001,-28.725,35.48,,248.386002,,,,248.386002,364.694004,,27.881001,27.881001,,,,0.0,,,,64.929996,,,64.929996,92.810997,0.0,,,,0.277,,,,,,0.277,0.277,93.087997,0.0,313.531006,,,-90.892998,,561.619987,784.257996,0.0,784.257996,877.345993,
09/30/1996,800.166016,172.357993,156.595993,15.762,153.026001,,,94.200996,,,,,30.171,,,,449.756012,81.856003,111.893997,-30.038,22.042,,246.511993,,,,246.511993,350.409996,,23.26,23.26,,,,0.0,,,,44.428003,,,44.428003,67.688004,0.0,,,,0.279,,,,,,0.279,0.279,67.967004,0.0,314.579987,,,-150.843994,,568.462982,732.198975,0.0,732.198975,800.165978,
12/31/1996,720.004028,146.499005,133.615005,12.884,91.199997,,,93.931999,,,,,58.611,,,,390.242004,84.030998,115.709999,-31.679001,4.238,,241.492996,,,,241.492996,329.761994,,22.365999,22.365999,,,,0.0,,,,50.802,,,50.802,73.167999,0.0,,,,0.3,,,,,,0.3,0.3,73.467999,0.0,317.246002,,,-209.923004,,539.213013,646.536011,0.0,646.536011,720.00401,
03/31/1997,700.281006,172.242995,162.841995,9.401,21.896,,,92.539001,,,,,72.952003,,,,359.630005,83.323997,115.580002,-32.256001,17.417,,239.910004,,,,239.910004,340.651001,,22.311001,22.311001,,,,0.0,,,,51.232998,,,51.232998,73.543999,0.0,,,,0.338,,,,,,0.338,0.338,73.881999,0.0,319.154999,,,-210.587006,,517.830994,626.398987,0.0,626.398987,700.280986,
06/30/1997,686.122986,175.093996,165.132996,9.961,34.439999,,,84.621002,,,,,53.330002,,,,347.484985,82.155998,114.246002,-32.09,17.714001,,238.768005,,,,238.768005,338.638004,,17.299999,17.299999,,,,0.0,,,,48.451,,,48.451,65.750999,0.0,,,,0.338,,,,,,0.338,0.338,66.088999,0.0,320.838989,,,-218.927002,,518.122009,620.033997,0.0,620.033997,686.122996,
09/30/1997,687.848999,179.618003,165.509003,14.109,37.224998,,,82.945,,,,,51.533001,,,,351.321014,81.892998,113.862999,-31.969999,15.161,,239.473999,,,,239.473999,336.527997,,22.153999,22.153999,,,,0.0,,,,59.279999,,,59.279999,81.433998,0.0,,,,0.397,,,,,,0.397,0.397,81.830998,0.0,325.893005,,,-251.684998,,531.809998,606.018005,0.0,606.018005,687.849003,
12/31/1997,687.018005,171.329,159.472,11.857,42.813,,,82.755997,,,,,51.890999,,,,348.789001,81.884003,115.414001,-33.529999,22.832001,,233.513,,,,233.513,338.229004,,27.063,27.063,,,,0.0,,,,59.682003,,,59.682003,86.745003,0.0,,,,0.331,,,,,,0.331,0.331,87.076003,0.0,329.906006,,,-280.957001,,550.993011,599.942017,0.0,599.942017,687.018019,
03/31/1998,744.322998,181.852001,149.653,32.199001,41.464001,,,82.718002,,,,,65.612999,,,,371.647003,81.449997,116.264999,-34.814999,47.748001,,243.477997,,,,243.477997,372.675995,,30.409,30.409,,,,0.0,,,,99.480007,,,99.480007,129.889008,0.0,,,,0.273,,,,,,0.273,0.273,130.162008,0.0,344.585999,,,-281.056,,550.631012,614.161011,0.0,614.161011,744.323018,
06/30/1998,731.802,150.173,115.117,35.056,38.904,38.904,,100.611,,,,,64.627,,,,354.315,88.627,124.219,-35.592,46.657,46.657,242.203,210.674,16.686,193.988,31.529,377.487,,37.15,37.15,,,,0.0,,,,69.505,,,69.505,106.655,0.0,,,,0.274,,,,,,0.274,0.274,106.929,0.0,348.801,,,-281.268,561.584,-4.244,624.873,0.0,624.873,731.802,
09/30/1998,750.056,172.843,142.288,30.555,44.89,44.89,,88.747,27.788,3.841,57.118,,68.696,,,,375.176,90.95,128.312,-37.362,30.709,30.709,253.221,219.755,16.53,203.225,33.466,374.88,,43.119,43.119,,,,0.0,,,,65.879,,,65.879,108.998,0.0,,,,0.283,,,,,,0.283,0.283,109.281,0.0,351.033,,,-281.366,571.892,-0.784,640.775,0.0,640.775,750.056,
12/31/1998,786.216,189.447,165.642,23.805,46.137,46.137,,121.78,57.23,3.04,61.51,,65.216,,,,422.58,93.386,132.332,-38.946,21.237,21.237,249.013,216.208,16.373,199.835,32.805,363.636,,38.326,38.326,,,,0.0,,,,71.433,,,71.433,109.759,0.0,,,,0.277,,,,,,0.277,0.277,110.036,0.0,366.771,,,-282.229,593.41,-1.772,676.18,0.0,676.18,786.216,
03/31/1999,875.097,241.748,200.968,40.78,57.294,,,132.675,78.02,2.913,51.742,,70.644,,,,502.361,91.196,129.811,-38.615,37.215,,244.325,211.42,29.412,182.008,32.905,372.736,,66.673,66.673,,,,0.0,,,,63.287,,,63.287,129.96,0.0,,,,1.625,,,,,,1.625,1.625,131.585,0.0,400.835,,,-282.482,,625.159,743.512,0.0,743.512,875.097,
06/30/1999,940.538,233.272,198.673,34.599,43.833,43.833,,138.712,46.54,5.252,86.92,0.0,70.73,,,,486.547,92.972,133.169,-40.197,35.997,35.997,325.022,292.337,16.06,276.277,32.685,453.991,,60.471,60.471,,,,0.0,,,,112.175,,,112.175,172.646,0.0,,,,1.58,,,,,,1.58,1.58,174.226,0.0,402.126,,,-282.508,657.387,-10.693,766.312,0.0,766.312,940.538,
09/30/1999,929.581,209.613,176.996,32.617,56.016,56.016,,141.423,35.6,5.318,100.505,0.0,59.331,,,,466.383,100.555,142.891,-42.336,28.948,28.948,333.695,283.95,15.904,268.046,49.745,463.198,,45.086,45.086,,,,0.0,,,,83.411,,,83.411,128.497,0.0,,,,1.552,,,,,,1.552,1.552,130.049,0.0,404.162,,,-282.527,685.337,-7.44,799.532,0.0,799.532,929.581,
12/31/1999,986.355,250.464,225.746,24.718,57.366,57.366,,156.805,32.35,5.819,118.636,0.0,60.432,,,,525.067,103.879,147.213,-43.334,26.742,26.742,330.667,297.245,15.747,281.498,33.422,461.288,,38.329,38.329,,,,0.0,,,,98.329,,,98.329,136.658,0.0,,,,1.506,,,,,,1.506,1.506,138.164,0.0,426.644,,,-283.334,717.093,-12.212,848.191,0.0,848.191,986.355,
03/31/2000,1097.642,337.619,302.6,35.019,60.57,,,177.798,35.976,12.766,129.056,0.0,69.246,,,,645.233,117.016,162.536,-45.52,17.619,,317.774,278.267,29.412,248.855,39.507,452.409,,71.976,71.976,,,,0.0,,,,139.114,,,139.114,211.09,0.0,,,,1.862,,,,,,1.862,1.862,212.952,0.0,437.554,,,-283.574,,730.71,884.69,0.0,884.69,1097.642,
06/30/2000,1162.215,339.224,301.749,37.475,79.547,79.547,,174.286,48.665,4.53,121.091,0.0,131.289,,,,724.346,119.607,167.464,-47.857,13.175,13.175,305.087,270.501,15.438,255.063,34.586,437.869,,54.191,54.191,,,,0.0,0.0,0.0,0.0,103.053,,,103.053,157.244,0.0,0.0,0.0,0.0,1.367,,,,,,1.367,1.367,158.611,0.0,529.526,,,-283.757,773.28,-15.445,1003.604,0.0,1003.604,1162.215,
09/30/2000,1212.474976,361.428012,313.821014,47.606998,70.615997,,,197.751007,73.098,5.697,118.956001,0.0,120.024002,,,,749.81897,124.580002,174.75,-50.169998,14.165,,323.911011,284.554993,,,39.356018,462.656013,,43.749001,43.749001,,,,0.0,,,,108.092002,,,108.092002,151.841003,0.0,,,,1.32,,,,,,1.32,1.32,153.161003,0.0,538.650024,,,-284.233002,,804.897003,1059.314025,0.0,1059.314025,1212.475028,
12/31/2000,1354.874,458.912,419.048,39.864,72.996,72.996,,250.162,112.796,5.036,132.33,0.0,96.597,,,,878.667,129.112,181.982,-52.87,30.743,30.743,316.352,262.894,15.122,247.772,53.458,476.207,,63.51,63.51,,,,0.0,0.0,0.0,0.0,147.741,,,147.741,211.251,0.0,0.0,0.0,0.0,1.287,,,,,,1.287,1.287,212.538,0.0,553.846,,,-286.04,890.931,-16.401,1142.336,0.0,1142.336,1354.874,
03/31/2001,1446.93,405.273,379.549,25.724,115.591,104.468,,263.957,135.844,11.709,116.404,0.0,99.328,,,,884.149,136.909,192.453,-55.544,100.451,100.451,325.421,289.552,14.965,274.587,35.869,562.781,,41.921,41.921,,,,0.0,0.0,0.0,0.0,181.697,,,181.697,223.618,0.0,0.0,0.0,0.0,1.198,,,,,,1.198,1.198,224.816,0.0,567.854,,,-286.285,960.118,-19.573,1222.114,0.0,1222.114,1446.93,
06/30/2001,1564.076,505.132,464.446,40.686,113.941,113.941,,275.103,146.523,7.978,120.602,0.0,98.382,,,,992.558,142.321,200.957,-58.636,110.423,110.423,318.774,283.397,14.965,268.432,35.377,571.518,,65.721,65.721,,,,0.0,0.0,0.0,0.0,194.235,,,194.235,259.956,0.0,0.0,0.0,0.0,1.158,,,,,,1.158,1.158,261.114,0.0,577.701,,,-286.522,1034.164,-22.381,1302.962,0.0,1302.962,1564.076,
09/30/2001,1682.076,455.616,413.076,42.54,114.763,114.763,,290.141,161.858,6.264,122.019,0.0,98.269,,,,958.789,146.084,208.517,-62.433,269.705,269.705,307.498,273.05,14.965,258.085,34.448,723.287,,60.168,60.168,,,,0.0,0.0,0.0,0.0,213.459,,,213.459,273.627,0.0,0.0,0.0,0.0,1.833,,,,,,1.833,1.833,275.46,0.0,594.405,,,-286.941,1114.124,-14.972,1406.616,0.0,1406.616,1682.076,
12/31/2001,1809.507,551.879,449.625,102.254,117.926,117.926,,323.629,173.256,6.477,143.896,0.0,97.465,,,,1090.899,148.723,212.354,-63.631,262.88,262.88,307.005,272.956,14.965,257.991,34.049,718.608,,59.933,59.933,,,,0.0,0.0,0.0,0.0,242.098,,,242.098,302.031,0.0,0.0,0.0,0.0,1.83,,,,,,1.83,1.83,303.861,0.0,611.304,,,-288.556,1201.519,-18.621,1505.646,0.0,1505.646,1809.507,
03/31/2002,1951.873,611.521,459.861,151.66,116.29,,,348.215,186.646,14.48,147.089,0.0,119.086,,,,1195.112,159.039,226.053,-67.014,281.347,,316.375,280.279,14.965,265.314,36.096,756.761,,79.396,79.396,,,,0.0,0.0,0.0,0.0,245.572,,,245.572,324.968,0.0,0.0,0.0,0.0,1.816,,,,,,1.816,1.816,326.784,0.0,640.149,,,-289.842,,1274.782,1625.089,0.0,1625.089,1951.873,
06/30/2002,2168.172,614.09,430.504,183.586,122.285,122.285,,357.849,121.288,6.242,230.319,0.0,141.177,,,,1235.401,170.332,241.684,-71.352,410.639,410.639,351.8,316.2,14.965,301.235,35.6,932.771,,87.546,87.546,,,,0.0,0.0,0.0,0.0,306.753,,,306.753,394.299,0.0,0.0,0.0,0.0,1.728,,,,,,1.728,1.728,396.027,0.0,649.764,,,-290.019,1421.9,-9.5,1772.145,0.0,1772.145,2168.172,
09/30/2002,2351.187,1000.877,803.847,197.03,155.448,155.448,,394.396,110.524,8.24,275.632,0.0,152.753,,,,1703.474,184.722,261.011,-76.289,119.69,119.69,343.301,305.463,14.965,290.498,37.838,647.713,,73.181,73.181,,,,0.0,0.0,0.0,0.0,350.357,,,350.357,423.538,0.0,0.0,0.0,0.0,1.73,,,,,,1.73,1.73,425.268,0.0,663.859,,,-290.914,1564.742,-11.768,1925.919,0.0,1925.919,2351.187,
12/31/2002,2607.245,1326.251,1246.933,79.318,154.636,154.636,,415.79,85.713,21.259,308.818,0.0,123.458,,,,2020.135,205.087,288.386,-83.299,45.086,45.086,336.937,299.805,14.965,284.84,37.132,587.11,,102.201,102.201,,,,0.0,0.0,0.0,0.0,352.506,,,352.506,454.707,0.0,0.0,0.0,0.0,1.935,,,,,,1.935,1.935,456.642,0.0,709.343,,,-291.67,1739.323,-6.393,2150.603,0.0,2150.603,2607.245,
03/31/2003,2918.107,1441.846,1265.508,176.338,192.067,,,452.886,101.607,38.19,313.089,0.0,168.534,,,,2255.333,217.998,304.818,-86.82,114.639,,330.137,294.136,14.965,279.171,36.001,662.774,,151.719,151.719,,,,0.0,0.0,0.0,0.0,412.678,,,412.678,564.397,0.0,0.0,0.0,0.0,1.892,,,,,,1.892,1.892,566.289,0.0,727.806,,,-292.619,1920.06,-3.429,2351.818,0.0,2351.818,2918.107,
06/30/2003,3065.702,1372.595,1307.605,64.99,225.243,225.243,,473.387,118.055,22.604,332.728,0.0,177.469,,,,2248.694,231.214,323.804,-92.59,256.971,256.971,328.823,296.114,14.965,281.149,32.709,817.008,,75.465,75.465,,,,0.0,0.0,0.0,0.0,425.075,,,425.075,500.54,0.0,0.0,0.0,0.0,1.601,,,,,,1.601,1.601,502.141,0.0,755.871,,,-293.321,2099.877,1.134,2563.561,0.0,2563.561,3065.702,
09/30/2003,3227.015,1511.727,1454.58,57.147,227.537,227.537,,492.779,161.264,23.962,307.553,0.0,168.128,,,,2400.171,243.796,340.513,-96.717,272.307,272.307,310.741,275.182,14.965,260.217,35.559,826.844,,77.808,77.808,,,,0.0,0.0,0.0,0.0,383.98,,,383.98,461.788,0.0,0.0,0.0,0.0,1.453,,,,,,1.453,1.453,463.241,0.0,771.232,,,-294.873,2284.334,3.081,2763.774,0.0,2763.774,3227.015,
12/31/2003,3498.473,1626.874,1547.057,79.817,284.896,284.896,,507.867,237.77,32.491,237.606,0.0,160.015,,,,2579.652,273.476,376.205,-102.729,322.543,322.543,322.802,289.197,14.965,274.232,33.605,918.821,,61.78,61.78,,,,0.0,0.0,0.0,0.0,399.771,,,399.771,461.551,0.0,0.0,0.0,0.0,1.669,,,,,,1.669,1.669,463.22,0.0,808.525,,,-295.372,2510.452,11.648,3035.253,0.0,3035.253,3498.473,
03/31/2004,3862.736,1792.622,1726.558,66.064,287.618,,,610.182,359.075,40.982,210.125,0.0,225.812,,,,2916.234,297.957,404.082,-106.125,337.89,,310.655,289.8,14.965,274.835,20.855,946.502,,159.798,159.798,,,,0.0,0.0,0.0,0.0,444.956,,,444.956,604.754,0.0,0.0,0.0,0.0,2.118,,,,,,2.118,2.118,606.872,0.0,886.811,,,-297.205,2655.934,10.324,3255.864,0.0,3255.864,3862.736,
06/30/2004,4045.323,1814.157,1733.229,80.928,263.139,263.139,,581.232,359.749,22.352,199.131,0.0,199.952,,,,2858.48,314.934,426.6,-111.666,571.618,571.618,300.291,282.873,14.965,267.908,17.418,1186.843,,157.028,157.028,,,,0.0,0.0,0.0,0.0,393.535,,,393.535,550.563,0.0,0.0,0.0,0.0,1.765,,,,,,1.765,1.765,552.328,0.0,903.066,,,-298.176,2885.853,2.252,3492.995,0.0,3492.995,4045.323,
