Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,1420.300049,,-1031.900024,,388.400024,,-231.199997,,,157.199997,-52.5,,52.5,,0.0,,0.0,104.699997,-44.900002,59.799999,0.0,,,59.799995,0.0,59.799999,-12.4,,47.4,47.4,,220.800003,0.215,0.215,,220.800003,0.215,0.215,0.215,
06/30/1990,1585.0,,-1130.5,,454.5,,-232.300003,,,222.199997,-53.0,,53.0,,0.0,,0.0,169.199997,-69.400002,99.800003,0.0,,,99.799995,0.0,99.800003,-12.5,,87.300003,87.300003,,221.600006,0.395,0.395,,221.600006,0.395,0.395,0.395,
09/30/1990,1547.0,,-1104.099976,,442.900024,,-232.800003,,,210.100006,-51.5,,51.5,,0.0,,0.0,158.600006,-65.900002,92.699997,0.0,,,92.700005,0.0,92.699997,-12.6,,80.099997,80.099997,,221.729996,0.36,0.36,,221.729996,0.36,0.36,0.36,
12/31/1990,1669.900024,,-1159.900024,,510.0,,-256.700012,,,253.300003,-57.200001,,57.200001,,0.0,,0.0,196.100002,-87.0,109.099998,0.0,,,109.100002,0.0,109.099998,-12.5,,96.599998,96.599998,,219.367004,0.435,0.435,0.435,219.367004,0.435,0.435,0.435,
03/31/1991,1496.800049,,-1095.800049,,401.0,,-242.5,,,158.5,-45.799999,,45.799999,,0.0,,0.0,112.700001,-48.0,64.699997,0.0,,,64.700001,0.0,64.699997,-12.6,,52.099997,52.099997,,223.0,0.235,0.235,,223.0,0.235,0.235,0.235,
06/30/1991,1602.300049,,-1137.699951,,464.600098,,-240.0,,,224.600006,-40.799999,,40.799999,,0.0,,0.0,183.800007,-74.699997,109.099998,0.0,,,109.10001,0.0,109.099998,-12.6,,96.499998,96.499998,,223.800003,0.43,0.43,,223.800003,0.43,0.43,0.43,
09/30/1991,1508.099976,,-1074.0,,434.099976,,-227.100006,,,207.0,-38.700001,,38.700001,,0.0,,0.0,168.299999,-69.5,98.800003,0.0,,,98.799999,0.0,98.800003,-12.8,,86.000003,86.000003,,224.399994,0.38,0.38,,224.399994,0.38,0.38,0.38,
12/31/1991,1555.400024,,-1079.900024,,475.5,,-235.800003,,,239.699997,-35.900002,,35.900002,,0.0,,0.0,203.799995,-83.199997,120.599998,0.0,,,120.599998,0.0,120.599998,-12.9,,107.699998,107.699998,,224.343002,0.475,0.475,0.475,224.343002,0.475,0.475,0.475,
03/31/1992,1507.900024,,-1045.699951,,462.200073,,-314.200012,,,148.0,-33.299999,,33.299999,,0.0,,0.0,114.700001,-48.700001,66.0,590.0,,,-524.0,0.0,-524.0,-13.2,,-537.2,-537.2,,227.199997,-2.365,0.23,,227.199997,-2.365,0.23,0.23,
06/30/1992,1529.599976,,-1020.700012,,508.899963,,-297.899994,,,211.0,-27.5,,27.5,,0.0,,0.0,183.5,-74.400002,109.099998,0.0,,,109.099998,0.0,109.099998,-13.2,,95.899999,95.899999,,228.0,0.42,0.42,,228.0,0.42,0.42,0.42,
09/30/1992,1460.300049,,-976.799988,,483.500061,,-304.5,,,179.0,-60.000002,,27.6,,0.0,,32.400002,118.999998,-29.1,89.900002,0.0,,,89.899998,0.0,89.900002,-13.2,,76.700002,76.700002,,227.800003,0.335,0.335,,227.800003,0.335,0.335,0.335,
12/31/1992,1636.099976,,-1096.400024,,539.699952,,-349.600006,,,190.100006,-27.200001,,27.200001,,0.0,,0.0,162.900005,-66.599998,96.300003,0.0,,,96.300007,0.0,96.300003,-13.2,,83.100003,83.100003,,227.871978,0.365,0.365,0.365,227.871978,0.365,0.365,0.365,
03/31/1993,1150.300049,,-828.599976,,321.700073,,-203.800003,,,117.900002,-21.799999,,21.799999,,0.0,,0.0,96.100002,-39.299999,56.799999,-6.3,,,63.100003,0.0,63.099998,-13.3,,49.799998,49.799998,,227.975998,0.22,0.19,,227.975998,0.22,0.19,0.19,
06/30/1993,1234.199951,,-868.0,,366.199951,,-203.899994,,,162.300003,-21.200001,,21.200001,,0.0,,0.0,141.100002,-57.400002,83.699997,-19.200001,,,102.900002,0.0,102.900002,-13.2,,89.700002,89.700002,,228.020004,0.39,0.31,,228.020004,0.39,0.31,0.31,
09/30/1993,1232.699951,,-874.799988,,357.899963,,-197.699997,,,160.199997,-21.0,,21.0,,0.0,,0.0,139.199997,-55.900002,83.300003,-15.6,,,98.899996,0.0,98.900002,-13.3,,85.600001,85.600001,,228.550003,0.375,0.305,,228.550003,0.375,0.305,0.305,
