Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Revenue from Gas,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Purchased Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2005,2899.0,2756.0,,,14.0,0.0,129.0,-1127.0,1126.0,933.0,193.0,1.0,,,,1772.0,-1588.0,,330.0,197.0,1061.0,184.0,-131.0,,,4.0,,173.0,229.0,-56.0,0.0,-38.0,53.0,41.0,,94.0,241.0,,,-147.0,-1.0,-148.0,-1.0,0.0,-149.0,-149.0,,389.0,-0.38,0.23,0.3,389.0,-0.39,0.22,0.29,
03/31/2006,3108.0,2982.0,,,0.0,0.0,126.0,-1127.0,1127.0,961.0,166.0,0.0,,,,1981.0,-1360.0,,348.0,191.0,821.0,621.0,-53.0,,,6.0,,168.0,168.0,0.0,0.0,-109.0,568.0,-189.0,,379.0,-3.0,,,382.0,0.0,382.0,-1.0,0.0,381.0,381.0,,393.653162,0.97,0.96,0.96,395.580106,0.96,0.95,0.95,
06/30/2006,2936.0,2799.0,,,0.0,0.0,137.0,-1125.0,1125.0,888.0,237.0,0.0,,,,1811.0,-1440.0,,354.0,190.0,896.0,371.0,-126.0,,,7.0,,176.0,176.0,0.0,0.0,-43.0,245.0,-72.0,,173.0,-3.0,,,176.0,-1.0,175.0,0.0,0.0,175.0,175.0,,393.722353,0.44,0.44,0.44,395.500506,0.44,0.43,0.43,
09/30/2006,3594.0,3478.0,,,,0.0,116.0,-1384.0,1384.0,1113.0,271.0,,,,,2210.0,-1466.0,,382.0,186.0,898.0,744.0,-344.0,,,12.0,,174.0,174.0,0.0,0.0,182.0,400.0,-133.0,,267.0,0.0,,,267.0,-1.0,266.0,-1.0,0.0,265.0,265.0,,393.913463,0.67,0.67,0.99,396.26625,0.67,0.67,0.99,
12/31/2006,2984.0,2807.0,,,-85.0,0.0,262.0,-1037.0,1037.0,855.0,182.0,0.0,,,,1947.0,-1577.0,,383.0,170.0,1024.0,370.0,713.0,,,5.0,,214.0,378.6,-164.6,0.0,-922.0,1083.0,-91.0,,179.0,-4.0,,,996.0,-1.0,182.0,-1.0,0.0,181.0,181.0,,395.589114,0.457545,0.447434,0.447434,398.586994,0.454104,0.454104,0.454104,
03/31/2007,3169.0,2886.0,,,0.0,0.0,283.0,-1132.0,1132.0,886.0,246.0,0.0,,,,2037.0,-1515.0,,391.0,186.0,938.0,522.0,-119.0,,,8.0,,186.0,186.0,0.0,0.0,-59.0,403.0,-130.0,,273.0,0.0,,,273.0,-1.0,272.0,-1.0,0.0,271.0,271.0,,397.314642,0.68,0.68,0.68,398.552113,0.68,0.68,0.68,
06/30/2007,3146.0,2818.0,,,0.0,0.0,328.0,-1159.0,1159.0,868.0,291.0,0.0,,,,1987.0,-1441.0,,372.0,188.0,881.0,546.0,-180.0,,,6.0,,213.0,213.0,0.0,0.0,-27.0,366.0,-108.0,,258.0,77.0,,,181.0,-1.0,180.0,0.0,0.0,180.0,180.0,,398.679242,0.45,0.64,0.63,399.8689,0.45,0.64,0.63,
09/30/2007,3789.0,3423.0,,,0.0,0.0,366.0,-1457.0,1457.0,1099.0,358.0,0.0,,,,2332.0,-1536.0,,381.0,191.0,964.0,796.0,-182.0,,,9.0,,216.0,216.0,0.0,0.0,-25.0,614.0,-205.0,,409.0,0.0,,,409.0,-1.0,408.0,-1.0,0.0,407.0,407.0,,399.222569,1.02,1.02,1.16,400.215911,1.02,1.02,1.16,
12/31/2007,3276.0,2974.0,,,0.0,0.0,302.0,-1219.0,1219.0,976.0,243.0,0.0,,,,2057.0,-1643.0,,369.0,190.0,1084.0,414.0,-131.0,,,10.0,,226.0,226.0,0.0,0.0,-85.0,283.0,-73.0,,210.0,-22.0,,,232.0,0.0,232.0,-1.0,0.0,231.0,231.0,,398.276,0.58,0.52,0.52,398.276,0.58,0.52,0.52,
03/31/2008,3467.0,3010.0,,,0.0,0.0,457.0,-1243.0,1243.0,980.0,263.0,0.0,,,,2224.0,-1439.0,,363.0,198.0,878.0,785.0,83.0,,,10.0,,220.0,220.0,0.0,0.0,-293.0,868.0,-293.0,,575.0,0.0,,,575.0,-1.0,574.0,-1.0,0.0,573.0,573.0,-164.98,400.797993,1.43,1.43,1.02,402.072098,1.43,1.43,1.02,
06/30/2008,3546.0,3200.0,,,,0.0,346.0,-1419.0,1419.0,1053.0,366.0,,,,,2127.0,-1546.0,,373.0,191.0,982.0,581.0,-177.0,,,11.0,,234.0,234.0,,,-46.0,404.0,-123.0,,281.0,-1.0,,,282.0,-1.0,281.0,-1.0,0.0,280.0,280.0,,401.513958,0.7,0.7,0.7,402.785942,0.7,0.7,0.7,
09/30/2008,4191.0,4108.0,,,,0.0,83.0,-1874.0,1874.0,1480.0,394.0,,,,,2317.0,-1586.0,,387.0,189.0,1010.0,731.0,-163.0,,,11.0,14.0,216.0,216.0,,,-28.0,568.0,-192.0,,376.0,,,,376.0,-1.0,375.0,-1.0,0.0,374.0,374.0,,402.286779,0.93,0.93,0.92,403.910309,0.93,0.93,0.92,
12/31/2008,3236.0,3008.0,,,,0.0,228.0,-1219.0,1219.0,961.0,258.0,,,,,2017.0,-1598.0,,360.0,183.0,1055.0,419.0,-242.0,,,13.0,,288.0,288.0,,,-33.0,177.0,-34.0,,143.0,-11.0,,,154.0,-1.0,153.0,-1.0,0.0,152.0,152.0,,404.0,0.38,0.35,0.59,404.0,0.38,0.35,0.59,
03/31/2009,3458.0,3267.0,,,,0.0,191.0,-1224.0,1224.0,929.0,295.0,,,,0.0,2234.0,-1484.0,,382.0,197.0,905.0,750.0,-208.0,208.0,-30.0,16.0,14.0,238.0,238.0,,,0.0,542.0,-179.0,,363.0,0.0,0.0,0.0,363.0,-2.0,361.0,-1.0,0.0,360.0,354.15,-5.85,406.826606,0.89,0.89,0.870518,407.381954,0.89,0.89,0.870518,
06/30/2009,3202.0,3035.0,,,,,167.0,-1022.0,1022.0,764.0,258.0,,,,,2180.0,-1498.0,,397.0,192.0,909.0,682.0,-212.0,213.0,-27.0,20.0,7.0,240.0,240.0,,,-1.0,470.0,-148.0,,322.0,5.0,0.0,5.0,317.0,-1.0,316.0,-1.0,0.0,315.0,324.7,4.7,472.220041,0.67,0.68,0.687603,472.222817,0.67,0.68,0.687603,
09/30/2009,3547.0,3364.0,,,,,183.0,-1178.0,1178.0,931.0,247.0,,,,,2369.0,-1511.0,,421.0,193.0,897.0,858.0,-204.0,220.0,-28.0,23.0,5.0,248.0,248.0,,,-16.0,654.0,-208.0,,446.0,0.0,0.0,0.0,446.0,-2.0,444.0,-1.0,0.0,443.0,441.7,-1.3,476.948143,0.93,0.93,0.926096,477.111144,0.93,0.93,0.926096,
12/31/2009,3282.0,3067.0,,,,,215.0,-1107.0,1107.0,854.0,253.0,,,,,2175.0,-1694.0,,397.0,183.0,-91.0,481.0,-202.0,171.0,-76.0,23.0,53.0,247.0,314.0,,,31.0,279.0,-40.0,,239.0,0.0,0.0,0.0,239.0,0.0,239.0,-1.0,0.0,238.0,244.0,6.0,477.944779,0.497965,0.497965,0.510519,478.442686,0.497447,0.497447,0.509988,
03/31/2010,3569.0,3406.0,,,,0.0,163.0,-1252.0,1252.0,1014.0,238.0,,,,0.0,2317.0,-1559.0,271.0,408.0,207.0,673.0,758.0,-205.0,209.0,-41.0,24.0,17.0,250.0,250.0,,,-4.0,553.0,-207.0,,346.0,0.0,0.0,0.0,346.0,-1.0,345.0,-1.0,0.0,344.0,344.0,0.0,478.429535,0.72,0.72,0.72,478.844632,0.72,0.72,0.72,
06/30/2010,3360.0,3186.0,,,,,174.0,-1122.0,1122.0,895.0,227.0,,,,,2238.0,-1844.0,243.0,405.0,202.0,994.0,394.0,-192.0,193.0,-56.0,19.0,37.0,249.0,249.0,,,-1.0,202.0,-65.0,,137.0,0.0,0.0,0.0,137.0,-1.0,136.0,-1.0,0.0,135.0,344.0,209.0,479.050774,0.28,0.28,0.718087,479.176543,0.28,0.28,0.716165,
09/30/2010,4064.0,3876.0,,,,,188.0,-1436.0,1436.0,1189.0,247.0,,,,,2628.0,-1603.0,262.0,424.0,210.0,707.0,1025.0,-210.0,213.0,-38.0,17.0,21.0,251.0,251.0,,,-3.0,815.0,-258.0,,557.0,0.0,0.0,0.0,557.0,-1.0,556.0,-2.0,0.0,554.0,554.0,0.0,479.578139,1.16,1.16,1.16,479.750447,1.16,1.16,1.16,
12/31/2010,3434.0,3247.0,,,,,187.0,-1219.0,1219.0,931.0,288.0,0.0,0.0,0.0,,2215.0,-1729.0,,404.0,201.0,1124.0,486.0,-195.0,199.0,-50.0,17.0,33.0,249.0,249.0,,,-4.0,291.0,-113.0,,178.0,0.0,0.0,0.0,178.0,-1.0,177.0,-1.0,0.0,176.0,166.9,-9.1,479.373306,0.37,0.37,0.348163,479.601442,0.37,0.37,0.348163,
03/31/2011,3730.0,3497.0,,,,,233.0,-1331.0,1331.0,1056.0,275.0,,,,,2399.0,-1567.0,265.0,403.0,213.0,686.0,832.0,-199.0,205.0,-37.0,20.0,17.0,242.0,242.0,,,-6.0,633.0,-278.0,,355.0,0.0,0.0,0.0,355.0,-1.0,354.0,-1.0,0.0,353.0,367.85,14.85,481.14427,0.73,0.73,0.764532,481.365806,0.73,0.73,0.76085,
06/30/2011,3609.0,3360.0,,,,,249.0,-1267.0,1267.0,980.0,287.0,,,,,2342.0,-1625.0,316.0,410.0,202.0,697.0,717.0,-190.0,196.0,-43.0,23.0,20.0,239.0,239.0,,,-6.0,527.0,-174.0,,353.0,0.0,0.0,0.0,353.0,-1.0,352.0,0.0,0.0,352.0,352.0,0.0,481.928494,0.73,0.73,0.73,482.203255,0.73,0.73,0.73,
09/30/2011,4333.0,4044.0,,,,,289.0,-1665.0,1665.0,1371.0,294.0,,,,,2668.0,-1778.0,283.0,445.0,213.0,837.0,890.0,101.0,-94.0,-336.0,26.0,310.0,242.0,242.0,,,-7.0,991.0,-334.0,,657.0,-273.0,0.0,-273.0,930.0,-1.0,929.0,-1.0,0.0,928.0,1143.0,488.0,482.498734,1.92,1.35,2.368918,482.796945,1.92,1.35,2.360777,
12/31/2011,3444.0,3216.0,,,,0.0,228.0,-1349.0,1349.0,1014.0,335.0,,,,,2095.0,-1752.0,,397.0,196.0,1159.0,343.0,-100.0,108.0,-102.0,29.0,73.0,210.0,210.0,,,-8.0,243.0,-32.0,,211.0,-100.0,0.0,-100.0,311.0,,311.0,-3.0,0.0,308.0,189.15,-18.85,482.169,0.64,0.431384,0.39229,482.46,0.64,0.431384,0.39229,
03/31/2012,3625.0,3363.0,,,,0.0,262.0,-1313.0,1313.0,1053.0,260.0,,,,0.0,2312.0,-1558.0,262.0,423.0,217.0,656.0,754.0,-175.0,184.0,-45.0,23.0,22.0,229.0,229.0,,,-9.0,579.0,-189.0,,390.0,0.0,0.0,0.0,390.0,-1.0,389.0,0.0,0.0,389.0,387.7,-1.3,483.828101,0.8,0.8,0.801318,484.248868,0.8,0.8,0.797315,
06/30/2012,3551.0,3235.0,,,,0.0,316.0,-1172.0,1172.0,904.0,268.0,,,,0.0,2379.0,-1638.0,252.0,460.0,207.0,719.0,741.0,-188.0,198.0,-37.0,24.0,13.0,235.0,235.0,,,-10.0,553.0,-190.0,,363.0,0.0,0.0,0.0,363.0,-1.0,362.0,0.0,0.0,362.0,370.65,8.65,484.500029,0.75,0.75,0.765015,484.86069,0.75,0.75,0.765015,
09/30/2012,4156.0,3814.0,,,,,342.0,-1507.0,1507.0,1180.0,327.0,,,,0.0,2649.0,-1737.0,255.0,470.0,224.0,788.0,912.0,-183.0,197.0,-36.0,23.0,13.0,233.0,233.0,,,-14.0,729.0,-241.0,,488.0,0.0,0.0,0.0,488.0,-1.0,487.0,0.0,0.0,487.0,494.05,7.05,484.979543,1.0,1.0,1.018703,485.362858,1.0,1.0,1.014525,
12/31/2012,3613.0,3305.0,,,,0.0,308.0,-1288.0,1288.0,974.0,314.0,0.0,0.0,0.0,,2325.0,-2076.0,,429.0,202.0,1445.0,249.0,-244.0,255.0,-36.0,23.0,13.0,291.0,291.0,,,-11.0,5.0,16.0,,21.0,0.0,0.0,0.0,21.0,0.0,21.0,0.0,0.0,21.0,227.65,206.65,485.0,0.05,0.05,0.469381,485.0,0.05,0.05,0.469381,
03/31/2013,3826.0,3489.0,,,,,337.0,-1402.0,1402.0,1031.0,371.0,0.0,0.0,0.0,0.0,2424.0,-1669.0,293.0,420.0,218.0,738.0,755.0,-196.0,210.0,-22.0,15.0,7.0,232.0,232.0,,,-14.0,559.0,-195.0,,364.0,0.0,0.0,0.0,364.0,-1.0,363.0,0.0,0.0,363.0,368.0,5.0,485.823668,0.75,0.75,0.757476,486.344036,0.75,0.75,0.757476,
06/30/2013,3582.0,3253.0,,,,0.0,329.0,-1267.0,1267.0,908.0,359.0,0.0,0.0,0.0,0.0,2315.0,-1768.0,285.0,443.0,222.0,818.0,547.0,-140.0,154.0,-74.0,17.0,57.0,228.0,228.0,,,-14.0,407.0,-68.0,,339.0,0.0,0.0,0.0,339.0,-1.0,338.0,0.0,0.0,338.0,357.0,19.0,486.293026,0.69,0.69,0.734125,486.763615,0.69,0.69,0.729033,
09/30/2013,4176.0,3797.0,,,,0.0,379.0,-1541.0,1541.0,1168.0,373.0,0.0,0.0,0.0,0.0,2635.0,-1760.0,261.0,447.0,231.0,821.0,875.0,-184.0,195.0,-30.0,19.0,11.0,225.0,225.0,,,-11.0,691.0,-257.0,,434.0,0.0,0.0,0.0,434.0,-1.0,433.0,0.0,0.0,433.0,533.0,100.0,486.932747,0.89,0.89,1.094607,487.258905,0.89,0.89,1.094607,
12/31/2013,3773.0,3641.0,,,,0.0,132.0,-1349.0,1349.0,961.0,388.0,0.0,0.0,0.0,,2424.0,-1746.0,,433.0,220.0,1093.0,678.0,-167.0,186.0,-35.0,22.0,13.0,221.0,221.0,,,-19.0,511.0,-164.0,,347.0,0.0,0.0,0.0,347.0,-1.0,346.0,0.0,0.0,346.0,346.0,-54.0,487.0,0.71,0.71,0.599589,487.0,0.71,0.71,0.599117,
03/31/2014,4648.0,3864.1,,,0.0,0.0,783.9,-1806.0,1806.0,1168.0,638.0,0.0,0.0,0.0,0.0,2842.0,-1801.0,292.0,491.0,238.0,780.0,1041.0,-173.0,191.0,-29.0,22.0,7.0,220.0,220.0,,,-18.0,868.0,-307.0,,561.0,0.0,0.0,0.0,561.0,-1.0,560.0,0.0,0.0,560.0,560.0,0.0,487.867089,1.15,1.15,1.15,488.271167,1.15,1.15,1.15,
06/30/2014,4044.0,3873.0,,,,0.0,171.0,-1516.0,1516.0,1043.0,473.0,0.0,0.0,0.0,0.0,2528.0,-1761.0,340.0,443.0,218.0,760.0,767.0,-161.0,193.0,-28.0,25.0,3.0,221.0,221.0,,,-32.0,606.0,-215.0,,391.0,0.0,0.0,0.0,391.0,-1.0,390.0,0.0,0.0,390.0,390.0,0.0,488.291576,0.8,0.8,0.8,488.538227,0.8,0.8,0.8,
09/30/2014,4161.0,4133.0,,,,0.0,28.0,-1529.0,1529.0,1080.0,449.0,,,,0.0,2632.0,-1727.0,313.0,499.0,230.0,685.0,905.0,-182.0,189.0,-28.0,27.0,1.0,217.0,217.0,,,-7.0,723.0,-264.0,24.0,483.0,-11.0,-11.0,0.0,494.0,-1.0,493.0,0.0,0.0,493.0,482.0,0.0,488.912892,1.01,0.99,0.99,488.970647,1.01,0.99,0.99,
12/31/2014,3820.0,4266.5,3430.0,836.5,0.0,0.0,-446.5,-1507.0,1507.0,981.0,526.0,0.0,0.0,0.0,,2313.0,-1882.0,,479.0,222.0,1181.0,431.0,-151.0,176.0,-42.0,29.0,13.0,218.0,218.0,,,-25.0,280.0,-120.0,,160.0,-32.0,-32.0,0.0,192.0,-1.0,191.0,0.0,0.0,191.0,200.0,41.0,489.0,0.390593,0.325153,0.408998,489.0,0.390593,0.325153,0.408998,
03/31/2015,4580.4,4552.9,3693.7,859.2,0.0,0.0,27.5,-1789.6,1789.6,1071.2,718.4,0.0,0.0,0.0,0.0,2790.8,-1688.0,285.6,495.4,245.7,661.3,1102.8,-155.4,187.6,-31.1,29.7,1.4,218.7,218.7,,,-32.2,947.4,-327.2,,620.2,-10.5,-10.5,0.0,630.7,-1.5,629.2,0.0,0.0,629.2,614.3,-4.4,489.597986,1.29,1.27,1.254703,489.936726,1.29,1.27,1.254703,
06/30/2015,3826.7,3794.2,3166.6,627.6,0.0,0.0,32.5,-1356.1,1356.1,755.3,600.8,0.0,0.0,0.0,0.0,2470.6,-1666.5,326.0,497.7,239.4,603.4,804.1,-173.8,182.0,-37.2,34.1,3.1,219.2,219.2,,,-8.2,630.3,-224.3,25.4,431.4,0.1,0.0,0.1,431.3,-1.3,430.0,0.0,0.0,430.0,429.1,-1.0,490.207482,0.88,0.88,0.875344,490.48445,0.88,0.88,0.875344,
09/30/2015,4431.4,4401.2,3599.4,801.8,0.0,0.0,30.2,-1686.7,1686.7,955.9,730.8,0.0,0.0,0.0,0.0,2744.7,-1784.5,311.5,534.9,248.2,689.9,960.2,-184.2,186.0,-34.2,32.6,1.6,220.2,220.2,,,-1.8,776.0,-275.6,11.4,511.8,-7.8,0.0,-7.8,519.6,-1.3,518.3,0.0,0.0,518.3,513.4,2.9,490.648929,1.06,1.04,1.046369,490.800335,1.06,1.04,1.045909,
12/31/2015,3614.7,3740.6,3134.6,606.0,0.0,0.0,-125.9,-1275.1,1275.1,565.0,710.1,0.0,0.0,0.0,0.0,2339.6,-1872.5,,481.7,239.3,1151.5,467.1,-169.4,173.4,-42.4,35.5,6.9,215.8,215.8,,,-4.0,297.7,-92.5,,205.2,-265.5,-265.5,0.0,470.7,-1.1,469.6,0.0,0.0,469.6,-32.8,-236.9,491.0,0.96,0.415682,-0.066802,491.0,0.96,0.415682,-0.066802,
03/31/2016,4044.9,4009.3,3295.4,713.9,0.0,0.0,35.6,-1407.0,1407.0,675.6,731.4,0.0,0.0,0.0,0.0,2637.9,-1745.0,278.7,497.1,254.1,715.1,892.9,-154.3,183.2,-33.8,31.7,2.1,217.0,217.0,,,-28.9,738.6,-235.5,,503.1,0.0,0.0,0.0,503.1,-1.9,501.2,0.0,0.0,501.2,501.2,0.0,491.108392,1.02,1.02,1.02,491.332305,1.02,1.02,1.02,
06/30/2016,3892.9,3839.7,3184.4,655.3,,0.0,53.2,-1309.6,1309.6,680.4,629.2,0.0,0.0,0.0,0.0,2583.3,-1717.1,289.4,513.8,249.4,664.5,866.2,-187.4,193.7,-31.2,28.8,2.4,224.9,224.9,,,-6.3,678.8,-165.0,-7.4,506.4,2.5,0.0,2.5,503.9,-1.8,502.1,0.0,0.0,502.1,464.755,-39.845,491.459541,1.02,1.03,0.945663,491.6414,1.02,1.03,0.945663,
09/30/2016,4652.2,4607.0,3783.7,823.3,,0.0,45.2,-1654.1,1654.1,880.1,774.0,0.0,0.0,0.0,0.0,2998.1,-4126.0,286.3,539.3,264.4,3036.0,-1127.9,-196.0,197.7,-27.6,25.6,2.0,225.3,225.3,,,-1.7,-1323.9,534.5,25.2,-764.2,0.0,0.0,0.0,-764.2,-1.6,-765.8,0.0,0.0,-765.8,639.31,1405.11,491.697809,-1.56,-1.56,1.300209,491.813858,-1.56,-1.56,1.296996,
12/31/2016,3790.1,3942.9,3248.1,694.8,0.0,0.0,-152.8,-1359.6,1359.6,672.8,686.8,0.0,0.0,0.0,0.0,2430.5,-1854.6,,412.1,250.1,1192.4,575.9,-168.8,168.8,-41.2,27.1,14.1,210.0,210.0,,,0.0,407.1,-60.3,28.4,375.2,0.0,0.0,0.0,375.2,-1.8,373.4,0.0,0.0,373.4,329.88,-43.52,492.0,0.76,0.76,0.670488,492.0,0.76,0.76,0.670488,
03/31/2017,3933.3,3895.0,3336.2,558.8,0.0,0.0,38.3,-1405.2,1405.2,635.6,769.6,0.0,0.0,0.0,0.0,2528.1,-1442.4,303.5,481.9,259.8,397.2,1085.7,-175.3,192.6,-29.2,21.2,8.0,221.8,221.8,,,-17.3,910.4,-343.2,27.0,594.2,0.0,0.0,0.0,594.2,-2.0,592.2,0.0,0.0,592.2,474.3,-117.9,491.712042,1.2,1.2,0.964589,492.031975,1.2,1.2,0.960381,
06/30/2017,3576.5,3508.8,3122.3,386.5,,0.0,67.7,-1191.5,1191.5,522.3,669.2,,,,0.0,2385.0,-1651.7,290.1,485.5,259.6,616.5,733.3,-182.5,199.6,-23.3,21.0,2.3,222.9,222.9,,,-17.1,550.8,-190.6,16.0,376.2,0.0,0.0,0.0,376.2,-1.2,375.0,0.0,0.0,375.0,370.4,-4.6,491.790752,0.76,0.76,0.753166,492.6421,0.76,0.76,0.750663,
09/30/2017,4104.7,4045.0,3603.5,441.5,,0.0,59.7,-1425.5,1425.5,707.4,718.1,,,,0.0,2679.2,-1704.1,269.0,518.5,272.6,644.0,975.1,-174.5,200.9,-22.4,20.0,2.4,223.3,223.3,,,-26.4,800.6,-264.0,20.1,556.7,0.0,0.0,0.0,556.7,-12.0,544.7,0.0,0.0,544.7,535.04,-9.66,491.840722,1.11,1.11,1.087832,492.986307,1.1,1.1,1.080405,
12/31/2017,3810.4,3997.4,3589.8,407.6,0.0,0.0,-187.0,-1289.6,1289.6,481.2,808.4,0.0,0.0,0.0,0.0,2520.8,-1778.6,281.9,511.3,267.4,718.0,742.2,-187.8,187.8,-39.2,31.5,7.7,227.0,227.0,,,0.0,554.4,-171.9,19.3,401.8,0.0,0.0,0.0,401.8,-1.1,400.7,0.0,0.0,400.7,420.1,19.4,492.0,0.81,0.81,0.853862,492.0,0.81,0.81,0.849431,
03/31/2018,4048.3,4000.2,3522.7,477.5,0.0,0.0,48.1,-1492.1,1492.1,501.8,990.3,0.0,0.0,0.0,0.0,2556.2,-1850.2,298.5,539.7,285.6,726.4,706.0,-165.8,201.2,-32.8,30.7,2.1,234.0,234.0,,,-35.4,540.2,-102.0,18.5,456.7,0.0,0.0,0.0,456.7,-2.3,454.4,0.0,0.0,454.4,473.2,18.8,492.267402,0.92,0.92,0.961266,493.1273,0.92,0.92,0.958124,
06/30/2018,4013.2,3903.9,3468.6,435.3,,0.0,109.3,-1343.6,1343.6,566.9,776.7,,,,0.0,2669.6,-1912.6,295.9,553.2,283.2,780.3,757.0,-173.4,204.8,-37.5,30.8,6.7,242.3,242.3,,,-31.4,583.6,-72.2,18.7,530.1,0.0,0.0,0.0,530.1,-1.7,528.4,0.0,0.0,528.4,498.3,-30.1,492.688342,1.07,1.07,1.01139,493.505085,1.07,1.07,1.009008,
09/30/2018,4333.1,4277.6,3791.1,486.5,,0.0,55.5,-1625.1,1625.1,840.4,784.7,,,,0.0,2708.0,-2039.4,316.6,602.6,294.2,826.0,668.6,-187.7,219.6,-37.2,30.9,6.3,256.8,256.8,,,-31.9,480.9,80.7,18.1,579.7,0.0,0.0,0.0,579.7,-2.1,577.6,0.0,0.0,577.6,619.1,41.5,492.984741,1.17,1.17,1.25582,493.940543,1.17,1.17,1.254018,
12/31/2018,3801.1,4045.8,3592.9,452.9,0.0,0.0,-244.7,-1325.7,1325.7,450.3,875.4,0.0,0.0,0.0,0.0,2475.4,-1924.3,336.4,591.1,279.7,717.1,551.1,-182.3,210.9,-40.4,40.1,0.3,251.3,251.3,,,-28.6,368.8,-21.8,17.8,364.8,0.0,0.0,0.0,364.8,-1.4,363.4,0.0,0.0,363.4,354.4,-9.0,493.0,0.74,0.74,0.718864,493.0,0.74,0.74,0.718864,
03/31/2019,4056.8,3991.8,3552.1,439.7,,0.0,65.0,-1412.2,1412.2,550.4,861.8,,,,0.0,2644.6,-1856.2,274.5,605.8,309.9,666.0,788.4,-188.3,226.9,-28.9,28.9,,255.8,255.8,,,-38.6,600.1,-44.5,18.5,574.1,0.0,0.0,0.0,574.1,-1.3,572.8,0.0,0.0,572.8,584.8,12.0,493.309076,1.16,1.16,1.185464,494.484144,1.16,1.16,1.184268,
06/30/2019,3573.6,3500.9,3118.0,382.9,,0.0,72.7,-1141.6,1141.6,480.9,660.7,,,,0.0,2432.0,-1881.0,348.7,622.6,302.3,607.4,551.0,-163.7,193.7,-57.0,50.4,6.6,250.7,250.7,,,-30.0,387.3,54.4,17.4,459.1,0.0,0.0,0.0,459.1,2.2,461.3,0.0,0.0,461.3,493.6,32.3,493.584347,0.93,0.93,1.000032,495.382966,0.93,0.93,0.995202,
09/30/2019,4315.0,4247.4,3746.2,501.2,,0.0,67.6,-1415.1,1415.1,631.2,783.9,,,,0.0,2899.9,-1941.7,267.7,645.2,320.5,708.3,958.2,-198.9,228.9,-46.2,43.0,3.2,275.1,275.1,,,-30.0,759.3,-40.6,15.2,733.9,0.0,0.0,0.0,733.9,-0.4,733.5,0.0,0.0,733.5,722.3,-11.2,493.839034,1.49,1.49,1.462622,495.461509,1.48,1.48,1.457395,
12/31/2019,3616.0,3917.0,3487.6,429.4,,0.0,-301.0,-1137.2,1137.2,278.4,858.8,,,,0.0,2478.8,-2184.1,323.0,640.9,301.8,918.4,294.7,-206.6,236.7,-54.2,46.1,8.1,290.9,290.9,,,-30.1,88.1,43.6,21.0,152.7,0.0,0.0,0.0,152.7,0.8,153.5,0.0,0.0,153.5,179.1,25.6,494.0,0.31,0.31,0.362551,494.0,0.31,0.31,0.361822,
03/31/2020,3747.5,3676.6,3268.2,408.4,,0.0,70.9,-1151.0,1151.0,355.3,795.7,,,,0.0,2596.5,-1844.9,249.5,672.2,321.1,602.1,751.6,-235.4,260.7,-31.4,31.4,,292.1,292.1,,,-25.3,516.2,-46.5,29.6,499.3,0.0,0.0,0.0,499.3,-4.1,495.2,0.0,0.0,495.2,501.5,6.3,494.596869,1.0,1.0,1.013957,496.608918,1.0,1.0,1.012686,
06/30/2020,3494.0,3421.9,3071.7,350.2,,0.0,72.1,-964.9,964.9,360.3,604.6,,,,0.0,2529.1,-1806.4,243.4,679.5,317.5,566.0,722.7,-214.8,244.6,-49.4,35.1,14.3,294.0,294.0,,,-29.8,507.9,-12.6,19.2,514.5,0.0,0.0,0.0,514.5,6.3,520.8,0.0,0.0,520.8,521.0,0.2,495.655053,1.05,1.05,1.051134,497.33798,1.05,1.05,1.050402,
09/30/2020,4405.0,,,,,,,,,,,,,,,,,,,,,1103.333,,,,,,,,,,,868.0,,,704.4,,,,,,704.4,,,704.4,722.143,,,1.432,1.432,1.468,,1.432,1.432,1.468,
12/31/2020,4087.833,,,,,,,,,,,,,,,,,,,,,680.333,,,,,,,,,,,441.333,,,412.6,,,,,,412.6,,,412.6,392.0,,,0.802,0.802,0.765,,0.802,0.802,0.765,
