Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1999,209.738998,30.594,30.594,0.0,9.916,,,0.0,0.0,0.0,0.0,0.0,156.878998,,,,197.389008,10.01,,,0.0,,,2.34,0.0,0.0,0.0,2.34,12.35,,13.052,13.052,,,,0.0,,,,,9.048,,,9.048,22.1,1.009,,,,,0.0,,,,,,0.0,1.009,23.109,0.0,329.083008,,,0.0,,-142.453003,186.630005,0.0,186.630005,209.739005,
06/30/1999,204.794998,152.109994,142.802994,9.307,22.684,,,0.0,0.0,0.0,0.0,0.0,8.723,,,,183.516998,15.311,,,0.0,,,5.967,0.0,0.0,0.0,5.967,21.278,,26.934,26.934,,,,0.0,,,,,6.539999,,,6.539999,33.473999,0.012,,,,,0.0,,,,,,0.0,0.012,33.485999,0.0,328.019012,,,0.0,,-156.710007,171.309006,0.0,171.309006,204.795005,
09/30/1999,267.06601,192.916,115.470001,77.445999,27.486,,,0.0,0.0,0.0,0.0,0.0,13.834,,,,234.235992,20.611,,,0.0,,,12.218,0.0,0.0,0.0,12.218,32.829,,32.873001,32.873001,,,,0.0,,,,,10.828999,,,10.828999,43.702,0.005,,,,,0.0,,,,,,0.0,0.005,43.707,0.0,482.283997,,,0.0,,-258.925995,223.358002,0.0,223.358002,267.065001,
12/31/1999,441.885986,163.154003,124.383003,38.771,21.289,,,0.0,0.0,0.0,0.0,0.0,27.296,,,,211.738998,28.006001,35.415001,-7.409,8.838,,,193.302994,0.0,0.0,0.0,193.302994,230.146995,,24.302,24.302,,,,0.0,,,,,14.948,,,14.948,39.25,0.0,,,,,0.0,,,,,,0.0,0.0,39.25,0.0,1583.019043,,,0.0,,-1180.383057,402.635986,0.0,402.635986,441.885986,
03/31/2000,482.717,149.48,125.855,23.625,52.751,52.751,,0.0,0.0,0.0,0.0,0.0,15.89,,,,218.121,37.13,47.380001,-10.25,0.0,,,227.466,0.0,0.0,0.0,227.466,264.596,,59.411,59.411,,,,0.0,0.0,0.0,0.0,,18.046,,,18.046,77.457,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,77.457,0.0,1593.241,,,0.0,-1193.95,5.969,405.26,0.0,405.26,482.717,
06/30/2000,492.838,138.707,95.434,43.273,38.993,38.993,,0.0,0.0,0.0,0.0,0.0,30.953,,,,208.653,41.592,55.258999,-13.667,15.789,,,242.593,0.0,0.0,0.0,242.593,299.974,,73.292,73.292,,,,0.0,0.0,0.0,0.0,,27.643,,,27.643,100.935,359.58,359.58,0.0,0.0,,0.0,,,,,,0.0,359.58,460.515,359.579987,1595.341,,,-359.58,-1205.662,2.224,391.902987,0.0,391.902987,852.417987,
09/30/2000,285.573,130.623,104.501,26.122,24.199,24.199,,,,,,,26.287,,,,181.109,46.257,,,,,,58.207,0.0,0.0,0.0,58.207,104.464,,59.447,59.447,,,,,0.0,0.0,0.0,,35.445,,,35.445,94.892,359.58,359.58,0.0,0.0,,,,,,,,,359.58,454.472,,1596.618,,,0.0,-1404.775,-360.742,-168.899,,-168.899,285.573,
12/31/2000,195.078003,87.976002,77.024002,10.952,13.889,,,0.0,0.0,0.0,0.0,0.0,29.358,,,,131.223007,37.083,52.169998,-15.087,3.503,,,23.268999,0.0,0.0,0.0,23.268999,63.854999,,40.691002,40.691002,,,,0.0,0.0,0.0,0.0,,38.605995,,,38.605995,79.296997,0.0,0.0,0.0,0.0,,5.108,,,,,,5.108,5.108,84.404997,359.579987,1620.410034,,,-326.632996,,-1542.684021,110.673004,0.0,110.673004,195.078001,
03/31/2001,240.562,125.092,98.698,26.394,20.706,20.706,,0.0,0.0,0.0,0.0,0.0,32.701,,,,178.499,35.861,,,3.25,,,26.202,0.0,0.0,0.0,26.202,65.313,,51.377,51.377,,,,0.0,0.0,0.0,0.0,,31.608,,,31.608,82.985,80.0,80.0,0.0,0.0,,4.747,,,,,,4.747,84.747,167.732,80.0,1950.183,,,-326.633,-1542.249,-8.471,152.83,0.0,152.83,320.562,
06/30/2001,268.661,154.717,124.284,30.433,25.839,25.839,,0.0,0.0,0.0,0.0,0.0,30.423,,,,210.979,34.87,,,3.25,,,22.812,0.0,0.0,0.0,22.812,60.932,,69.531,69.531,,,,0.0,0.0,0.0,0.0,,37.371,,,37.371,106.902,55.032,55.032,0.0,0.0,,3.789,,,,,,3.789,58.821,165.723,55.032001,1973.308,,,-326.633,-1539.433,-4.304,157.970001,0.0,157.970001,323.693001,
