Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Change in Insurance Reserves,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
06/30/2002,702,185,595,-605,527.0,-1459.0,0.0,-59.0,-4608.0,3205.0,3.0,725.0,-64.0,0.0,0.0,0.0,34.0,0.0,747.0,8.0,-32.0,
09/30/2002,972,265,594,-442,555.0,-3546.0,0.0,-38.0,-7624.0,4116.0,0.0,2668.0,-64.0,0.0,617.0,0.0,335.0,0.0,1780.0,0.0,94.0,
12/31/2002,516,258,588,-771,441.0,-820.0,0.0,-61.0,-5346.0,4590.0,-3.0,268.0,-65.0,0.0,0.0,-300.0,8.0,0.0,623.0,2.0,-36.0,
03/31/2003,667,-1395,636,-723,2149.0,-1607.0,0.0,-43.0,-5859.0,4295.0,0.0,1218.0,-69.0,0.0,0.0,0.0,6.0,0.0,1279.0,2.0,278.0,
06/30/2003,669,507,496,-667,333.0,-3773.0,0.0,-29.0,-10337.0,6593.0,0.0,2878.0,-69.0,0.0,918.0,-180.0,1173.0,0.0,1034.0,2.0,-226.0,
09/30/2003,1542,343,821,-609,987.0,-1493.0,0.0,-2.0,-8363.0,6839.0,33.0,18.0,-77.0,0.0,317.0,-320.0,17.0,0.0,86.0,-5.0,67.0,
12/31/2003,1018,454,677,-1338,1225.0,-1514.0,0.0,-15.0,-4359.0,3324.0,-464.0,462.0,-76.0,535.0,0.0,0.0,25.0,-1.0,10.0,-31.0,-34.0,
03/31/2004,99,568,712,989,-2170.0,386.0,0.0,-18.0,-4674.0,5078.0,0.0,-309.0,-79.0,-477.0,197.0,-250.0,466.0,0.0,-164.0,-2.0,176.0,
06/30/2004,532,433,866,-2732,1965.0,-191.0,0.0,-59.0,-6824.0,6750.0,-58.0,-284.0,-81.0,0.0,0.0,-200.0,60.0,0.0,-63.0,0.0,57.0,
09/30/2004,974,494,686,3416,-3622.0,-1633.0,0.0,-49.0,-7299.0,5712.0,3.0,783.0,-83.0,0.0,0.0,0.0,40.0,0.0,824.0,2.0,124.0,
12/31/2004,1073,620,838,453,-2454.0,-1007.0,0.0,-54.0,-9153.0,8247.0,-47.0,263.0,-82.0,0.0,0.0,0.0,6.0,-2.0,365.0,-24.0,329.0,
03/31/2005,666,666,801,-892,91.0,-947.0,0.0,-15.0,-10587.0,9655.0,0.0,572.0,-86.0,0.0,0.0,0.0,105.0,0.0,548.0,5.0,291.0,
06/30/2005,763,602,945,4480,-5264.0,-952.0,0.0,-101.0,-9196.0,8345.0,0.0,-223.0,-86.0,0.0,0.0,-250.0,108.0,-1.0,36.0,-30.0,-412.0,
09/30/2005,1518,539,972,3135,-3128.0,-1776.0,0.0,-53.0,-8423.0,6708.0,-8.0,712.0,-86.0,0.0,0.0,0.0,69.0,0.0,717.0,11.0,454.0,
12/31/2005,785,474,1012,2849,-3550.0,-1185.0,0.0,-42.0,-6778.0,5619.0,16.0,192.0,-87.0,100.0,0.0,0.0,108.0,-1.0,86.0,-13.0,-208.0,
03/31/2006,1368,728,861,1316,-1537.0,-1246.0,0.0,-21.0,-9860.0,8440.0,195.0,-1.0,-91.0,0.0,0.0,0.0,36.0,0.0,43.0,11.0,121.0,
06/30/2006,1156,476,1103,-794,371.0,-2143.0,0.0,-44.0,-9860.0,8123.0,-362.0,674.0,-121.0,515.0,0.0,-515.0,66.0,0.0,688.0,41.0,-313.0,
09/30/2006,1262,758,908,657,-1061.0,-1441.0,0.0,-51.0,-12373.0,10854.0,129.0,453.0,-123.0,-490.0,41.0,-200.0,719.0,0.0,543.0,-37.0,274.0,
12/31/2006,1852,783,1292,777,-1000.0,-2580.0,0.0,-79.0,-12018.0,9075.0,442.0,797.0,-125.0,-198.0,1207.0,-700.0,356.0,0.0,269.0,-12.0,69.0,
03/31/2007,1305,876,984,-95,-460.0,-1196.0,0.0,-61.0,-11815.0,9603.0,1077.0,257.0,-162.0,-131.0,672.0,0.0,74.0,-800.0,631.0,-27.0,366.0,
06/30/2007,1642,627,1007,1636,-1628.0,-1962.0,0.0,-29.0,-12996.0,10766.0,297.0,154.0,-161.0,-69.0,153.0,0.0,84.0,0.0,203.0,-56.0,-166.0,
09/30/2007,1620,851,678,-83,174.0,-1746.0,0.0,-161.0,-10271.0,8393.0,293.0,454.0,-158.0,275.0,135.0,-300.0,37.0,-372.0,577.0,260.0,328.0,
12/31/2007,1424,595,1114,-395,110.0,-1272.0,0.0,-24.0,-8634.0,7458.0,-72.0,-93.0,-155.0,0.0,86.0,0.0,36.0,-21.0,-121.0,82.0,59.0,
03/31/2008,567,145,658,-2776,2540.0,-1820.0,0.0,-67.0,-9647.0,8214.0,-320.0,1490.0,-169.0,0.0,658.0,-26.0,19.0,0.0,885.0,123.0,237.0,
06/30/2008,1694,543,1092,1069,-1010.0,-2497.0,0.0,-118.0,-6477.0,4846.0,-748.0,639.0,-167.0,0.0,1133.0,-11.0,17.0,-811.0,491.0,-13.0,-164.0,
09/30/2008,677,-2631,1714,4884,-3290.0,268.0,0.0,-10.0,-5772.0,5939.0,111.0,-1066.0,-165.0,0.0,141.0,-454.0,15.0,-189.0,-316.0,-98.0,-121.0,
12/31/2008,1254,-806,1168,-2226,3118.0,-4778.0,0.0,-87.0,-13820.0,8538.0,591.0,3372.0,-159.0,0.0,1183.0,-545.0,735.0,0.0,1515.0,643.0,-152.0,
03/31/2009,1010,-1209,2396,-1299,1122.0,-1011.0,0.0,-49.0,-22963.0,23307.0,-1306.0,41.0,-107.0,-21.0,0.0,-32.0,7.0,-11.0,293.0,-88.0,40.0,
06/30/2009,976,-15,796,-307,502.0,-2546.0,0.0,-9.0,-12653.0,10973.0,-857.0,2277.0,-16.0,-354.0,0.0,-3.0,3411.0,0.0,-840.0,79.0,707.0,
09/30/2009,759,-220,788,4094,-3903.0,-264.0,58.0,,-8676.0,8952.0,-598.0,-636.0,-37.0,0.0,0.0,-6.0,11.0,0.0,-1405.0,801.0,-141.0,
12/31/2009,229,557,757,-1520,435.0,698.0,58.0,-58.0,-11429.0,12309.0,-182.0,-1202.0,-62.0,0.0,0.0,-244.0,869.0,0.0,-947.0,-818.0,-275.0,
03/31/2010,488,319,795,-811,185.0,99.0,0.0,0.0,-12333.0,12513.0,-81.0,-650.0,-84.0,0.0,1090.0,-370.0,2164.0,-3400.0,-22.0,-28.0,-63.0,
06/30/2010,712,76,1109,-2390,1917.0,1501.0,0.0,0.0,-11775.0,13067.0,209.0,-1294.0,-20.0,0.0,0.0,-657.0,0.0,-550.0,-631.0,564.0,919.0,
09/30/2010,1045,666,572,1979,-2172.0,-1886.0,0.0,0.0,-16017.0,14280.0,-149.0,-450.0,-33.0,0.0,0.0,-68.0,559.0,,-317.0,-591.0,-1291.0,
12/31/2010,1064,619,-171,439,177.0,-148.0,,,-11559.0,11723.0,-312.0,-561.0,-33.0,0.0,0.0,-2.0,8.0,0.0,-495.0,-39.0,355.0,
03/31/2011,474,501,578,-1091,486.0,254.0,0.0,0.0,-8525.0,9012.0,-233.0,-473.0,-30.0,0.0,0.0,0.0,,0.0,-418.0,-25.0,255.0,
06/30/2011,490,33,848,-393,2.0,-1061.0,0.0,0.0,-10706.0,9521.0,124.0,152.0,-55.0,0.0,0.0,-24.0,2.0,0.0,206.0,23.0,-419.0,
09/30/2011,660,60,1153,-2351,1798.0,-89.0,0.0,0.0,-10243.0,8283.0,1871.0,120.0,-54.0,0.0,0.0,-39.0,4.0,,169.0,40.0,691.0,
12/31/2011,650,118,533,-672,671.0,-286.0,0.0,0.0,-11671.0,12306.0,-921.0,-372.0,-56.0,0.0,0.0,-410.0,4.0,-46.0,395.0,-259.0,-8.0,
03/31/2012,1140,96,419,655,-30.0,-1367.0,0.0,0.0,-14045.0,14699.0,-2021.0,-295.0,-55.0,0.0,0.0,-4.0,0.0,-48.0,-122.0,-66.0,-522.0,
06/30/2012,96,-101,706,-1710,1201.0,-184.0,0.0,0.0,-12389.0,11028.0,1177.0,367.0,-55.0,0.0,2123.0,-2189.0,1.0,-106.0,-696.0,1289.0,279.0,
09/30/2012,976,13,682,1039,-758.0,1274.0,0.0,0.0,-10572.0,12646.0,-800.0,-1883.0,-54.0,0.0,0.0,-64.0,,-1.0,-242.0,-1522.0,367.0,
12/31/2012,469,-46,648,-940,807.0,-2280.0,0.0,0.0,-8284.0,7048.0,-1044.0,1527.0,-53.0,0.0,0.0,-29.0,14.0,,-336.0,1931.0,-284.0,
03/31/2013,186,-241,1388,-1161,200.0,307.0,0.0,0.0,-7930.0,8133.0,104.0,-929.0,-55.0,0.0,0.0,-1047.0,0.0,-35.0,-179.0,387.0,-436.0,
06/30/2013,222,-190,396,-2625,2641.0,1212.0,0.0,0.0,-7615.0,9717.0,-890.0,-1679.0,-53.0,-847.0,295.0,-22.0,0.0,-110.0,-312.0,-630.0,-245.0,
09/30/2013,495,293,677,-1136,661.0,169.0,0.0,0.0,-8274.0,8861.0,-418.0,-982.0,-47.0,847.0,0.0,-347.0,0.0,-230.0,-260.0,-945.0,-318.0,
12/31/2013,334,314,429,-4788,4379.0,2057.0,0.0,-64.0,-13065.0,15305.0,-119.0,-2385.0,-68.0,-1988.0,239.0,,20.0,-225.0,-1363.0,1000.0,6.0,
03/31/2014,349,495,456,-2819,2217.0,196.0,0.0,-33.0,-8115.0,8407.0,-63.0,-688.0,-67.0,0.0,0.0,-206.0,0.0,-300.0,-289.0,174.0,-143.0,
06/30/2014,161,-467,372,-1440,1696.0,1533.0,19.0,0.0,-6681.0,7214.0,981.0,-1467.0,-67.0,99.0,0.0,0.0,0.0,-351.0,-860.0,-288.0,227.0,
09/30/2014,385,388,672,10,-685.0,190.0,0.0,-43.0,-5579.0,5665.0,147.0,-1647.0,-79.0,-99.0,0.0,-7.0,0.0,-845.0,-617.0,0.0,-1072.0,
12/31/2014,991,382,505,-111,215.0,-223.0,,-64.0,-4149.0,4100.0,-110.0,-809.0,-69.0,0.0,0.0,0.0,30.0,-300.0,-449.0,-21.0,-41.0,
03/31/2015,447,467,488,-337,-171.0,295.0,0.0,-58.0,-8284.0,7266.0,1371.0,-641.0,-78.0,0.0,0.0,-291.0,0.0,-250.0,-298.0,276.0,101.0,
06/30/2015,662,413,463,-335,121.0,173.0,0.0,-44.0,-7559.0,9277.0,-1501.0,-842.0,-75.0,311.0,0.0,-307.0,0.0,-250.0,-248.0,-273.0,-7.0,
09/30/2015,891,381,506,-282,286.0,135.0,0.0,-92.0,-4826.0,4860.0,193.0,-854.0,-76.0,2.0,0.0,-18.0,0.0,-300.0,-468.0,6.0,172.0,
12/31/2015,756,421,418,-112,29.0,-118.0,,-113.0,-8828.0,9058.0,-235.0,-855.0,-87.0,194.0,0.0,-190.0,42.0,-450.0,-307.0,-57.0,-217.0,
03/31/2016,398,323,469,-118,-276.0,194.0,0.0,-84.0,-6163.0,6242.0,199.0,-561.0,-85.0,64.0,0.0,-5.0,0.0,-350.0,-199.0,14.0,31.0,
06/30/2016,418,216,457,-374,119.0,147.0,,-53.0,-5253.0,5330.0,123.0,-583.0,-85.0,72.0,0.0,-1.0,0.0,-350.0,-203.0,-16.0,-18.0,
09/30/2016,589,438,515,-322,-42.0,604.0,0.0,-46.0,-6086.0,7141.0,-405.0,-844.0,-83.0,-174.0,0.0,-8.0,0.0,-350.0,-220.0,-9.0,349.0,
12/31/2016,661,-81,480,-130,392.0,4.0,,-41.0,-6256.0,6769.0,-468.0,-593.0,-81.0,226.0,0.0,-269.0,0.0,-280.0,-160.0,-29.0,72.0,
03/31/2017,225,378,459,-221,-391.0,-1208.0,0.0,-41.0,-9687.0,8594.0,-74.0,438.0,-87.0,1115.0,500.0,-423.0,0.0,-325.0,-318.0,-24.0,-545.0,
06/30/2017,669,-40,463,509,-263.0,-268.0,,-51.0,-8786.0,8330.0,239.0,-376.0,-86.0,231.0,0.0,-4.0,0.0,-325.0,-256.0,64.0,25.0,
09/30/2017,630,234,466,-304,234.0,-9.0,,-37.0,-5864.0,5934.0,-42.0,-650.0,-85.0,88.0,0.0,-1.0,0.0,-325.0,-341.0,14.0,-29.0,
12/31/2017,662,-3703,428,2934,1003.0,43.0,,-121.0,-8818.0,10610.0,-1628.0,-321.0,-83.0,-114.0,0.0,-11.0,0.0,-53.0,-76.0,16.0,384.0,
03/31/2018,712,597,499,-85,-299.0,-242.0,0.0,-39.0,-7042.0,7059.0,-220.0,-682.0,-90.0,-368.0,490.0,-324.0,0.0,0.0,-386.0,-4.0,-212.0,
06/30/2018,558,582,482,-501,-5.0,35.0,0.0,-20.0,-10298.0,9256.0,1097.0,-951.0,-90.0,-303.0,0.0,-504.0,0.0,0.0,-57.0,3.0,-358.0,
09/30/2018,572,432,470,-328,-2.0,-555.0,,-11.0,-3498.0,2948.0,6.0,-62.0,-90.0,25.0,0.0,0.0,,0.0,-4.0,7.0,-45.0,
12/31/2018,1001,196,458,-113,460.0,-1200.0,,-52.0,-8759.0,7606.0,5.0,218.0,-109.0,25.0,0.0,-16.0,,0.0,0.0,318.0,19.0,
03/31/2019,279,630,463,-499,-315.0,129.0,,-20.0,-5739.0,5861.0,27.0,-425.0,-115.0,102.0,,-413.0,0.0,-28.0,-24.0,53.0,-17.0,
06/30/2019,725,372,505,-479,327.0,-99.0,,-24.0,-4596.0,6405.0,-1884.0,-447.0,-112.0,-280.0,0.0,0.0,0.0,-27.0,53.0,-81.0,179.0,
09/30/2019,1442,535,549,-411,769.0,-1350.0,,-31.0,-6837.0,5508.0,10.0,-85.0,-116.0,-113.0,1376.0,-1170.0,0.0,-63.0,-23.0,24.0,7.0,
12/31/2019,1043,548,556,-475,414.0,-828.0,,-30.0,-5603.0,4814.0,-9.0,-243.0,-111.0,-32.0,0.0,-6.0,0.0,-82.0,-7.0,-5.0,-28.0,
03/31/2020,298,273,571,-137,-409.0,777.0,,-23.0,-4273.0,4917.0,156.0,-1036.0,-113.0,-237.0,0.0,-500.0,0.0,-182.0,5.0,-9.0,39.0,
06/30/2020,969,468,564,-502,439.0,-562.0,,-28.0,-6592.0,6047.0,11.0,-336.0,-121.0,-181.0,0.0,0.0,32.0,,-2.0,-64.0,71.0,
