Date,Assets,Net Plant in Service,Gross Utility Plant in Service,Accum Depreciation for Plant Asset,Plant Construction in Progress,Net Nuclear Fuel,Total Utility Plant,Cash & Near Cash Items,Marketable Securities,Restricted Bond Proceeds,Net Accounts Receivable,Supplies And Fuel,Prepaid Expenses,Other Current Assets,Total Current Assets,Decommissioning Funds,Long-Term Investments,Investments in Associated Co.,Other Property & Equipment,Deferred Charges & Others,Total Long Term Assets,Total Assets,Liabilities & Shareholders' Equity,ST Portion of LT Debts,Short Term Debt,Accounts Payable,Other Accounts Payable and Accruals,Other Current Liabilities,Total Current Liabilities,Accum Deferred Income Taxes,Accumulated Deferred ITC,Long-Term Borrowings,Other Liabilities,Total Long-Term Liabilities,Common Stock,Additional Paid in Capital,Retained Earnings & Other Equity,Total Preferred Equity,Minority Interest,Total Equity,Total Capitalization & Liabilities,Source: Bloomberg
09/30/2002,,6726.5,10347.9,-3621.4,,,6726.5,89.7,164.8,0.0,1174.5,160.8,71.6,0.0,1661.4,0.0,1039.6,0.0,0.0,3220.9,4260.5,12648.4,,15.7,1615.0,620.2,243.9,437.4,2932.2,1270.4,70.3,4845.7,539.0,6725.4,1.6,2098.2,780.3,110.7,0.0,2990.8,12648.4,
12/31/2002,,6798.0,10625.0,-3827.0,,,6798.0,98.8,175.3,0.0,1118.5,254.9,54.4,0.0,1701.9,0.0,0.0,0.0,0.0,4361.8,4361.8,12861.7,,15.8,1377.4,638.8,63.4,501.2,2596.6,1535.2,69.0,5197.8,432.0,7234.0,1.7,2212.0,782.1,35.3,0.0,3031.1,12861.7,
03/31/2003,,6761.0,10650.2,-3889.2,,,6761.0,94.4,167.8,14.3,1269.3,224.5,137.0,0.0,1907.3,0.0,0.0,1096.2,0.0,3270.9,4367.1,13035.4,,15.8,1385.4,673.9,76.0,557.2,2708.3,1534.3,67.6,5245.6,426.8,7274.3,1.7,2220.3,720.1,110.7,0.0,3052.8,13035.4,
06/30/2003,,6805.200195,10764.5,-3959.300049,,,6805.200195,99.300003,173.5,34.200001,1071.699951,245.100006,97.900002,0.0,1721.699951,0.0,1114.900024,0.0,0.0,3327.399902,4442.299927,12969.200195,,15.8,1129.599976,541.799988,142.899994,543.700012,2373.800049,1605.099976,66.300003,5398.299805,472.799988,7542.499756,1.7,2229.600098,710.900024,110.699997,0.0,3052.90007,12969.200195,
09/30/2003,,6780.8,10812.6,-4031.8,,,6780.8,199.1,176.9,31.7,1154.7,240.0,84.1,,1886.5,,1134.3,,,3309.6,4443.9,13111.2,,15.8,1096.2,615.1,206.7,461.9,2395.7,1629.2,65.0,5468.0,463.4,7625.6,1.7,2238.9,814.0,35.3,,3089.9,13111.2,
12/31/2003,,6964.9,10747.2,-3782.3,,,6964.9,100.3,28.7,8.8,1136.3,281.2,73.6,0.0,1628.9,0.0,1146.0,0.0,0.0,3694.6,4840.6,13434.4,,15.8,924.1,699.6,96.8,354.1,2090.4,1777.0,63.7,5372.8,1064.0,8277.5,1.7,2246.6,755.0,63.2,0.0,3066.5,13434.4,
03/31/2004,,6944.7,10696.0,-3751.3,,,6944.7,302.9,26.3,11.6,1155.0,252.4,59.9,0.0,1808.1,0.0,1164.2,0.0,0.0,3632.8,4797.0,13549.8,,15.8,1116.9,602.4,79.5,361.6,2176.2,1831.9,62.3,5344.9,1043.9,8283.0,1.7,2254.0,771.7,63.2,0.0,3090.6,13549.8,
06/30/2004,,6987.6,10815.4,-3827.8,,,6987.6,79.7,4.2,26.5,1222.6,264.0,101.0,0.0,1698.0,0.0,1181.9,0.0,0.0,3563.1,4745.0,13430.6,,15.8,927.0,666.3,83.0,326.8,2018.9,1866.9,61.0,5359.1,993.1,8280.1,1.7,2261.7,805.0,63.2,0.0,3131.6,13430.6,
09/30/2004,,7023.5,10930.5,-3907.0,,,7023.5,62.7,6.3,66.3,1301.6,276.8,87.9,0.0,1801.6,0.0,1202.1,0.0,0.0,3501.5,4703.6,13528.7,,4.6,1114.6,634.4999,71.0,349.4,2174.1,1920.1,59.7,4900.5,986.7001,7867.0,1.9,2557.2,869.4,59.1,0.0,3487.6,13528.7001,
12/31/2004,,6680.8,10638.0,-3957.2,409.8,0.0,7090.6,29.5,0.0,42.0,1122.8,268.4,119.5,90.3,1672.5,0.0,1218.7,0.0,0.0,3369.0,4587.7,13350.8,,521.2,319.7,664.8,146.8,287.8,1940.3,1953.3,55.7,5072.8,934.8,8016.6,1.9,2552.7,784.4,54.9,0.0,3393.9,13350.8,
03/31/2005,,7210.399902,11084.700195,-3874.300049,,,7210.399902,43.400002,0.0,35.299999,1140.5,244.300003,134.100006,118.699997,1716.300049,0.0,1237.300049,0.0,,3351.399902,4588.699951,13515.400391,,4.9,1173.900024,640.599976,176.899994,296.600006,2292.899902,2004.0,54.400002,4678.0,1026.199951,7762.600098,1.9,2576.300049,826.799988,54.900002,0.0,3459.89994,13515.400391,
06/30/2005,,7248.8,11198.1,-3949.3,,0.0,7248.8,177.1,0.0,32.6,1168.2,277.0,142.0,76.7,1873.6,0.0,1257.8,0.0,0.0,3377.5,4635.3,13757.7,,5.1,991.1,712.5,172.5,266.7,2147.9,2033.0,53.1,5024.4,1019.5,8130.0,1.9,2585.0,838.0,54.9,0.0,3479.8,13757.7,
