Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,1081.447021,69.122002,69.122002,0.0,208.766006,,,445.552002,,,,,42.991001,,,,,766.43103,296.683014,484.583008,-187.899994,0.0,18.333,,,,,18.333,315.016014,,142.048996,142.048996,,,,26.649,,,,,,78.800005,,,78.800005,247.498001,2.72,,,,,70.165001,,,,70.165001,72.885001,320.383002,0.0,82.276001,,,0.0,,678.788025,761.064026,0.0,761.064026,1081.447028,
06/30/1990,1078.146973,62.280998,62.280998,0.0,237.904007,,,422.531006,,,,,39.994999,,,,,762.710999,297.108002,493.493011,-196.384995,0.0,18.327999,,,,,18.327999,315.436001,,118.612999,118.612999,,,,26.347,,,,,,69.849999,,,69.849999,214.809998,2.636,,,,,71.167,,,,71.167,73.803,288.612998,0.0,86.602997,,,0.0,,702.93103,789.534027,0.0,789.534027,1078.147025,
09/30/1990,1101.129028,108.542,108.542,0.0,232.384995,,,403.299988,,,,,41.181,,,,,785.40802,299.225006,504.074005,-204.848999,0.0,16.496,,,,,16.496,315.721006,,131.123993,131.123993,,,,21.452,,,,,,78.787014,,,78.787014,231.363007,7.566,,,,,67.325996,,,,67.325996,74.891996,306.255003,0.0,92.278999,,,0.0,,702.594971,794.87397,0.0,794.87397,1101.128973,
12/31/1990,1162.437012,147.472,147.472,0.0,220.468002,,,416.651001,,,,,43.990002,,,,,828.580994,311.575989,520.765015,-209.188995,0.0,22.280001,,,,,22.280001,333.85599,,138.143005,138.143005,,,,22.628,,,,,,107.762992,,,107.762992,268.533997,14.471,,,,,64.079002,,,,64.079002,78.550002,347.083999,0.0,98.115997,,,0.0,,717.237,815.352997,0.0,815.352997,1162.436996,
03/31/1991,1149.322021,131.664993,131.664993,0.0,223.080002,,,418.855011,,,,,44.304001,,,,,817.903992,309.513,527.671021,-218.158005,0.0,21.905001,,,,,21.905001,331.418001,,142.681,142.681,,,,22.622,,,,,,87.463999,,,87.463999,252.766998,12.884,,,,,61.924,,,,61.924,74.808,327.574998,0.0,98.385002,,,0.0,,723.362,821.747002,0.0,821.747002,1149.322,
06/30/1991,1173.182983,93.614998,93.614998,0.0,265.683014,,,410.674011,,,,,42.026001,,,,,811.997986,310.752014,537.054016,-226.302002,0.0,50.432999,,,,,50.432999,361.185013,,147.104996,147.104996,,,,22.375,,,,,,83.570999,,,83.570999,253.050995,12.1,,,,,64.210999,,,,64.210999,76.310999,329.361994,0.0,99.844002,,,0.0,,743.97699,843.820992,0.0,843.820992,1173.182985,
09/30/1991,1207.649048,147.649994,147.649994,0.0,247.216003,,,406.649994,,,,,46.515999,,,,,848.031982,310.734009,544.536011,-233.802002,0.0,48.882999,,,,,48.882999,359.617008,,148.524994,148.524994,,,,22.33,,,,,,100.00902,,,100.00902,270.864014,11.985,,,,,64.093002,,,,64.093002,76.078002,346.942016,0.0,99.931,,,0.0,,760.776001,860.707001,0.0,860.707001,1207.649016,
12/31/1991,1216.553955,140.966995,140.966995,0.0,227.102997,,,443.334015,,,,,42.886002,,,,,854.289978,311.589996,552.989014,-241.399002,0.0,50.674,,,,,50.674,362.263996,,152.626007,152.626007,,,,19.417,,,,,,108.200981,,,108.200981,280.243988,11.327,,,,,64.545998,,,,64.545998,75.872998,356.116986,0.0,100.394997,,,0.0,,760.041992,860.436989,0.0,860.436989,1216.553975,
03/31/1992,1204.89502,109.43,109.43,0.0,242.384995,,,442.062012,,,,,46.056999,,,,,839.934021,312.141998,561.47998,-249.337997,0.0,52.819,,,,,52.819,364.960999,,144.431,144.431,,,,22.334,,,,,,88.860001,,,88.860001,255.625,11.163,,,,,64.440002,,,,64.440002,75.603003,331.228003,0.0,101.667999,,,0.0,,771.999023,873.667023,0.0,873.667023,1204.895025,
06/30/1992,1308.358032,12.296,12.296,0.0,287.269989,,,455.015991,,,,,44.966999,,,,,799.549011,338.369995,595.948975,-257.57901,0.0,170.438995,,,,,170.438995,508.80899,,156.018997,156.018997,,,,78.674004,,,,,,97.792992,,,97.792992,332.485992,11.053,,,,,63.631001,,,,63.631001,74.684001,407.169993,0.0,101.844002,,,0.0,,799.343994,901.187996,0.0,901.187996,1308.357989,
