Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
09/30/1998,94,38,202,-81,,-81,-65.0,,,-65.0,,-139.0,-254.0,0.0,,,-254.0,,,0.0,0.0,0.0,,,,,115.0,29.0,-94.0,305.0,,,,-183.0,10.0,-193.0,1.0,,-16.0,,,
12/31/1998,246,-38,182,-22,,-22,124.0,,,124.0,,-217.0,-234.0,0.0,,,-234.0,,,0.0,0.0,0.0,,,,,17.0,-51.0,-91.0,-465.0,,,,7.0,7.0,0.0,498.0,,-22.0,,,
03/31/1999,75,-70,197,10,23.0,-13,-62.0,,,-62.0,,1299.0,-130.0,2.0,,,-132.0,,,0.0,0.0,0.0,,,,,1429.0,-899.0,-91.0,-1323.0,,,,514.0,514.0,0.0,1.0,,475.0,25.0,90.0,
06/30/1999,117,9,203,47,51.0,-4,-142.0,,,-142.0,,-193.0,-116.0,15.0,,,-131.0,,,0.0,0.0,0.0,,,,,-77.0,-228.0,-90.0,-143.0,,,,6.0,6.0,0.0,-1.0,,-304.0,26.0,129.0,
09/30/1999,330,126,198,-80,-21.0,-59,86.0,,,86.0,,-116.0,-115.0,22.0,,,-137.0,,,0.0,0.0,0.0,,,,,-1.0,-330.0,-91.0,-244.0,,,,5.0,5.0,0.0,0.0,,-116.0,14.0,117.0,
12/31/1999,567,383,207,-278,130.0,-408,255.0,,,255.0,,588.0,-205.0,13.0,,,-218.0,,,0.0,0.0,0.0,,,,,793.0,-1060.0,-91.0,-952.0,,,,-17.0,4.0,-21.0,0.0,,95.0,40.0,132.0,
03/31/2000,348,271,185,8,67.0,-59,-116.0,,,-116.0,,-487.0,-99.0,23.0,,,-122.0,,,0.0,0.0,0.0,,,,,-388.0,53.0,-92.0,164.0,,,,10.0,16.0,-6.0,-29.0,,-86.0,109.0,96.0,
06/30/2000,574,564,234,-232,177.0,-409,8.0,,,8.0,,-2658.0,-211.0,0.0,,,-211.0,,,0.0,0.0,0.0,,,,,-2447.0,2053.0,-92.0,2173.0,,,,0.0,3.0,-3.0,-28.0,,-31.0,234.0,145.0,
09/30/2000,776,402,268,34,127.0,-93,72.0,,,72.0,,141.0,-275.0,0.0,,,-275.0,,,0.0,0.0,0.0,,,,,416.0,-746.0,-92.0,-631.0,,,,6.0,9.0,-3.0,-29.0,,171.0,187.0,144.0,
12/31/2000,703,333,214,12,42.0,-30,144.0,,,144.0,,-93.0,-344.0,0.0,,,-344.0,,,0.0,0.0,0.0,,,,,251.0,-781.0,-93.0,-673.0,,,,13.0,13.0,0.0,-28.0,,-171.0,156.0,131.0,
03/31/2001,821,484,245,128,40.0,88,-36.0,,,-36.0,,-299.0,-238.0,0.0,,,-238.0,,,0.0,0.0,0.0,,,,,-61.0,-320.0,-92.0,-207.0,,,,4.0,6.0,-2.0,-25.0,,202.0,26.0,125.0,
06/30/2001,488,473,237,-4,26.0,-30,-218.0,,,-218.0,,-351.0,-299.0,10.0,,,-309.0,,,0.0,0.0,0.0,,,,,-52.0,-273.0,-94.0,-212.0,,,,67.0,70.0,-3.0,-34.0,,-136.0,336.0,98.0,
09/30/2001,955,444,244,-65,-163.0,98,332.0,,,332.0,,411.0,419.0,837.0,,,-418.0,,,0.0,0.0,0.0,,,,,-8.0,-960.0,-92.0,-842.0,,,,4.0,6.0,-2.0,-30.0,,406.0,20.0,89.0,
12/31/2001,388,-247,245,420,,420,-30.0,,,-30.0,,-497.0,-431.0,5.0,,,-436.0,,,0.0,0.0,0.0,,,,,-66.0,-261.0,-94.0,-138.0,,,,4.0,8.0,-4.0,-33.0,,-370.0,90.0,77.0,
03/31/2002,208,25,261,155,28.0,127,-233.0,,,-233.0,,-200.0,-274.0,0.0,,,-274.0,,,0.0,0.0,0.0,,,,,74.0,-112.0,-94.0,-3.0,,,,4.0,6.0,-2.0,-19.0,,-104.0,3.0,68.0,
06/30/2002,741,240,254,92,58.0,34,155.0,,,155.0,,-307.0,-325.0,1.0,,,-326.0,,,0.0,0.0,0.0,,,,,18.0,-99.0,-93.0,0.0,,,,39.0,41.0,-2.0,-45.0,,335.0,-3.0,52.0,
09/30/2002,581,402,244,-117,-493.0,376,52.0,,,52.0,,-391.0,-229.0,11.0,,,-240.0,,,0.0,0.0,0.0,,,,,-162.0,-321.0,-94.0,-26.0,,,,11.0,14.0,-3.0,-212.0,,-131.0,12.0,92.0,
12/31/2002,570,322,253,-5,124.0,-129,0.0,,,0.0,,-798.0,-367.0,29.0,,,-396.0,,,0.0,0.0,0.0,,,,,-431.0,76.0,-94.0,78.0,,,,91.0,93.0,-2.0,1.0,,-152.0,93.0,38.0,
03/31/2003,674,325,285,82,32.0,50,-18.0,,,-18.0,,-426.0,-297.0,1.0,,,-298.0,,,0.0,0.0,0.0,,,,,-129.0,-248.0,-94.0,-184.0,,,,30.0,31.0,-1.0,0.0,,0.0,13.0,155.0,
06/30/2003,792,374,286,78,-14.0,92,54.0,,,54.0,,-700.0,-468.0,25.0,,,-493.0,,,0.0,0.0,0.0,,,,,-232.0,-123.0,-99.0,-105.0,,,,82.0,82.0,0.0,-1.0,,-31.0,139.0,25.0,
09/30/2003,846,446,295,104,44.0,60,1.0,,,1.0,,-328.0,-319.0,41.0,,,-360.0,,,0.0,0.0,0.0,,,,,-9.0,-54.0,-99.0,-9.0,,,,54.0,54.0,0.0,0.0,,464.0,171.0,96.0,
12/31/2003,812,382,311,241,-51.0,292,-122.0,,,-122.0,,-567.0,-447.0,3.0,,,-450.0,,,0.0,0.0,0.0,,,,,-120.0,-91.0,-100.0,-35.0,,,,41.0,43.0,-2.0,3.0,,154.0,262.0,34.0,
03/31/2004,965,487,325,89,23.0,66,64.0,,,64.0,,-711.0,-341.0,2.0,,,-343.0,,,0.0,0.0,0.0,,,,,-370.0,-467.0,-101.0,0.0,,,,-365.0,101.0,-466.0,-1.0,,-213.0,64.0,83.0,
06/30/2004,492,581,325,114,54.0,60,-528.0,,,-528.0,,-481.0,-459.0,2.0,,,-461.0,,,,,,,,,,-22.0,-98.0,-107.0,,,,,12.0,12.0,0.0,-3.0,,-87.0,340.0,21.0,
09/30/2004,1254,758,319,17,10.0,7,160.0,,,160.0,,-554.0,-463.0,3.0,,,-466.0,,,0.0,0.0,0.0,,,,,-91.0,-188.0,-108.0,-166.0,,,,83.0,83.0,0.0,3.0,,512.0,178.0,83.0,
12/31/2004,1167,742,331,323,170.0,153,-229.0,-1081.0,-94.0,946.0,,-645.0,-570.0,2.0,,,-572.0,,,0.0,0.0,0.0,,,,,-75.0,-71.0,-108.0,-13.0,,,,49.0,49.0,0.0,1.0,,451.0,349.0,18.0,
03/31/2005,1234,846,344,73,30.0,43,-29.0,,,-29.0,,-846.0,-536.0,0.0,,,-536.0,,,0.0,0.0,0.0,,,,,-310.0,-495.0,-109.0,-413.0,,,,28.0,28.0,0.0,-1.0,,-107.0,108.0,98.0,
06/30/2005,1119,1536,329,-647,-72.0,-575,-99.0,,,-99.0,,-1510.0,-409.0,53.0,,,-462.0,,,0.0,0.0,0.0,,,,,-1101.0,-73.0,-123.0,-17.0,,,,39.0,39.0,0.0,28.0,,-464.0,607.0,27.0,
09/30/2005,1410,1747,362,-787,-9.0,-778,88.0,,,88.0,,219.0,-638.0,0.0,,,-638.0,,,0.0,0.0,0.0,,,,,857.0,-492.0,-125.0,-471.0,,,,102.0,102.0,0.0,2.0,,1137.0,485.0,103.0,
12/31/2005,1574,1152,387,89,-23.0,112,-54.0,,-121.0,67.0,,-1024.0,-688.0,0.0,,,-688.0,,,0.0,0.0,0.0,,,,,-336.0,-127.0,-126.0,3.0,,,,-2.0,6.0,-8.0,-2.0,,295.0,559.0,25.0,
03/31/2006,2021,1231,463,179,40.0,139,148.0,,,148.0,,-2130.0,-591.0,5.0,,,-596.0,,,0.0,0.0,0.0,,,,,-1539.0,-276.0,-147.0,25.0,,,,-155.0,21.0,-176.0,1.0,,-385.0,266.0,58.0,
06/30/2006,1079,860,467,338,-108.0,446,-586.0,,,-586.0,,-31.0,35.0,669.0,,,-634.0,,,0.0,0.0,0.0,,,,,-66.0,-1495.0,-156.0,-643.0,,,,-696.0,98.0,-794.0,0.0,,-447.0,1034.0,68.0,
09/30/2006,1708,1170,516,79,52.0,27,-57.0,,,-57.0,,-1438.0,-446.0,301.0,,,-747.0,,,0.0,0.0,0.0,,,,,-992.0,-413.0,-155.0,7.0,,,,-264.0,54.0,-318.0,-1.0,,-143.0,481.0,51.0,
12/31/2006,1545,930,562,337,114.0,223,-284.0,-85.0,-64.0,-135.0,,-784.0,-1010.0,0.0,,,-1010.0,,,0.0,0.0,0.0,,,,,226.0,-635.0,-188.0,-282.0,,,,-165.0,20.0,-185.0,0.0,,126.0,349.0,34.0,
06/30/2007,1326,1412,550,-353,-53.0,-300,-283.0,,,-283.0,,-473.0,-784.0,62.0,,,-846.0,,,0.0,0.0,0.0,,,,,311.0,-640.0,-184.0,-255.0,,,,-201.0,30.0,-231.0,0.0,,213.0,716.0,10.0,
09/30/2007,1376,1324,602,-52,32.0,-84,-498.0,,,-498.0,,-944.0,-483.0,397.0,,,-880.0,,,0.0,0.0,0.0,,,,,-461.0,-482.0,-186.0,24.0,,,,-320.0,38.0,-358.0,0.0,,-50.0,870.0,28.0,
12/31/2007,2474,1452,639,189,60.0,129,194.0,-2219.0,,2413.0,,-1351.0,-938.0,49.0,,,-987.0,,,0.0,0.0,0.0,,,,,-413.0,-614.0,-208.0,-116.0,,,,-290.0,4.0,-294.0,0.0,,509.0,460.0,-2.0,
03/31/2008,2687,1846,653,188,66.0,122,,,,,,-2510.0,-833.0,0.0,,,-833.0,,,,,,,,,,-1677.0,-646.0,-207.0,13.0,,,,-416.0,20.0,-436.0,-36.0,,-469.0,65.0,30.0,
06/30/2008,2344,2297,621,-574,82.0,-656,0.0,,,0.0,,-1700.0,-1030.0,8.0,,,-1038.0,,,0.0,0.0,0.0,,,,,-670.0,-633.0,-206.0,-29.0,,,,-372.0,52.0,-424.0,-26.0,,11.0,901.0,22.0,
09/30/2008,3105,2271,683,151,249.0,-98,0.0,,,0.0,,-2249.0,-1185.0,14.0,,,-1199.0,,,0.0,0.0,0.0,,,,,-1064.0,-910.0,-264.0,-4.0,,,,-593.0,34.0,-627.0,-49.0,,-54.0,734.0,41.0,
12/31/2008,2516,443,753,1424,-129.0,1553,-104.0,,,-104.0,,-2870.0,-1589.0,5.0,,,-1594.0,,,0.0,0.0,0.0,,,,,-1281.0,679.0,-263.0,967.0,,,,-8.0,16.0,-24.0,-17.0,,325.0,2800.0,-9.0,
03/31/2009,780,368,786,-371,49.0,-420,,,,,,-1167.0,-1071.0,0.0,,0.0,-1071.0,-1071.0,0.0,0.0,,,0.0,0.0,0.0,0.0,-96.0,-264.0,-260.0,-7.0,,,-7.0,3.0,12.0,-9.0,0.0,0.0,-651.0,-54.0,8.0,
06/30/2009,1421,682,742,11,79.0,-68,,,,,,-1275.0,-786.0,45.0,45.0,0.0,-831.0,-831.0,0.0,0.0,0.0,0.0,-534.0,0.0,-534.0,0.0,45.0,483.0,-260.0,739.0,0.0,740.0,-1.0,6.0,6.0,0.0,-2.0,0.0,629.0,-121.0,73.0,
09/30/2009,1642,927,769,-47,119.0,-166,,,,,,-806.0,-745.0,2.0,2.0,0.0,-747.0,-747.0,0.0,0.0,0.0,0.0,-48.0,0.0,-48.0,0.0,-13.0,-983.0,-274.0,-691.0,,0.0,-691.0,-5.0,15.0,-20.0,-13.0,0.0,-147.0,7.0,35.0,
12/31/2009,2103,938,390,425,412.0,13,,,,,-7.0,-2218.0,-592.0,4.0,4.0,0.0,-596.0,-596.0,0.0,0.0,0.0,0.0,582.0,0.0,582.0,0.0,-1872.0,-269.0,-269.0,7.0,,,,-26.0,,,26.0,0.0,-384.0,1568.0,48.0,
03/31/2010,2227,1064,763,359,94.0,265,,,,,,-1068.0,-761.0,7.0,7.0,0.0,-768.0,-768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-227.0,-491.0,-269.0,-227.0,,,-227.0,5.0,5.0,0.0,0.0,0.0,668.0,454.0,29.0,
06/30/2010,2111,1063,687,242,85.0,157,,,,,,-1354.0,-695.0,17.0,17.0,0.0,-712.0,-712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-424.0,-345.0,-269.0,-72.0,,,-72.0,-4.0,7.0,-11.0,0.0,0.0,412.0,804.0,54.0,
09/30/2010,2467,1191,603,437,144.0,293,,,,,,-2358.0,-863.0,1.0,1.0,0.0,-864.0,-864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1180.0,-318.0,-310.0,-12.0,,,-12.0,-5.0,,,9.0,0.0,-209.0,500.0,25.0,
12/31/2010,2822,1212,800,748,133.0,615,,,,,,-4588.0,-1358.0,2.0,2.0,0.0,-1360.0,-1360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3130.0,2237.0,-311.0,2584.0,,,,-53.0,3.0,-56.0,17.0,0.0,471.0,500.0,53.0,
03/31/2011,2222,1549,890,-76,276.0,-352,,,,,,-1741.0,-1281.0,44.0,44.0,0.0,-1325.0,-1325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3030.0,-959.0,-310.0,-523.0,1000.0,,-1523.0,-5.0,8.0,-13.0,-121.0,0.0,-478.0,584.0,213.0,
06/30/2011,3342,1817,839,695,241.0,454,,,,,,-2550.0,-1632.0,1.0,1.0,0.0,-1633.0,-1633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-918.0,-898.0,-375.0,-500.0,-500.0,,0.0,-23.0,7.0,-30.0,0.0,0.0,-106.0,1016.0,23.0,
09/30/2011,3074,1771,924,383,482.0,-99,,,,,,-2197.0,-2011.0,0.0,0.0,0.0,-2011.0,-2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-186.0,1168.0,-375.0,1611.0,-500.0,2111.0,0.0,-84.0,32.0,-116.0,16.0,0.0,2045.0,600.0,56.0,
12/31/2011,3643,1634,938,733,437.0,296,340.0,,,340.0,,-3415.0,-2544.0,5.0,5.0,0.0,-2549.0,-2549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-871.0,-486.0,-376.0,0.0,0.0,0.0,0.0,-112.0,3.0,-115.0,2.0,0.0,-258.0,700.0,23.0,
03/31/2012,2765,1559,1085,128,350.0,-222,,,,,,-2415.0,-2412.0,0.0,,0.0,-2412.0,-2412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-371.0,-374.0,0.0,0.0,0.0,0.0,0.0,15.0,-15.0,3.0,0.0,-21.0,501.0,72.0,
06/30/2012,3193,1328,1087,783,444.0,339,,,,,,-3747.0,-2710.0,3.0,3.0,0.0,-2713.0,-2713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1037.0,1204.0,-439.0,1736.0,0.0,1736.0,0.0,-94.0,43.0,-137.0,1.0,0.0,650.0,799.0,23.0,
09/30/2012,2541,1375,1148,27,461.0,-434,,,,,,-2709.0,-2596.0,0.0,0.0,0.0,-2596.0,-2596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-113.0,-482.0,-439.0,0.0,0.0,0.0,0.0,-49.0,3.0,-52.0,6.0,0.0,-650.0,500.0,72.0,
12/31/2012,2813,336,265,2941,-127.0,3068,-751.0,,,-751.0,,-3784.0,-2506.0,0.0,0.0,0.0,-2506.0,-2506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1278.0,-1197.0,-876.0,0.0,0.0,0.0,0.0,-355.0,24.0,-379.0,34.0,0.0,-2168.0,600.0,23.0,
03/31/2013,2712,1355,1259,103,274.0,-171,,,,,,-2195.0,-2070.0,0.0,,0.0,-2070.0,-2070.0,0.0,0.0,0.0,0.0,-94.0,0.0,-94.0,0.0,-31.0,31.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,-6.0,27.0,0.0,548.0,491.0,99.0,
06/30/2013,3513,1322,1303,892,361.0,531,,,,,,-2104.0,-1940.0,270.0,270.0,0.0,-2210.0,-2210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-164.0,-480.0,-517.0,0.0,0.0,0.0,0.0,-8.0,14.0,-22.0,45.0,0.0,929.0,309.0,23.0,
09/30/2013,3561,1583,1334,668,381.0,287,,,,,,-2321.0,-2271.0,0.0,0.0,0.0,-2271.0,-2271.0,0.0,0.0,0.0,0.0,-342.0,0.0,-342.0,0.0,292.0,-538.0,-517.0,-66.0,,,-66.0,-33.0,3.0,-36.0,78.0,0.0,702.0,500.0,93.0,
12/31/2013,2992,1643,307,-569,-102.0,-467,,,,,0.0,-1424.0,-63.0,1349.0,1349.0,0.0,-1412.0,-1412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,-1946.0,-519.0,-624.0,0.0,0.0,-624.0,-876.0,3.0,-879.0,73.0,0.0,-378.0,500.0,23.0,
03/31/2014,2697,1390,977,-70,125.0,-195,,,,,,-2373.0,-1794.0,0.0,0.0,0.0,-1794.0,-1794.0,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,0.0,-96.0,-1385.0,-514.0,-61.0,0.0,0.0,-61.0,-933.0,13.0,-946.0,123.0,0.0,-1061.0,761.0,91.0,
06/30/2014,2867,1431,1024,92,-182.0,274,,,,,,-1715.0,-1062.0,1371.0,1371.0,0.0,-2433.0,-2433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,-1093.0,-570.0,-46.0,0.0,0.0,-46.0,-627.0,3.0,-630.0,150.0,0.0,59.0,939.0,19.0,
09/30/2014,2638,1208,1056,23,277.0,-254,,,,,,-2742.0,-1712.0,16.0,16.0,0.0,-1728.0,-1728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-411.0,610.0,-565.0,1599.0,1599.0,0.0,0.0,-503.0,4.0,-507.0,79.0,0.0,506.0,900.0,90.0,
12/31/2014,2866,-3413,318,4507,-1601.0,6108,,,,,124.0,-1640.0,1385.0,2790.0,2790.0,0.0,-1405.0,-1405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-799.0,-334.0,-561.0,-1599.0,-1599.0,,0.0,-404.0,13.0,-417.0,2106.0,0.0,892.0,300.0,20.0,
03/31/2015,561,-218,1029,307,-63.0,370,-555.0,,,-555.0,0.0,-2206.0,-1655.0,20.0,20.0,0.0,-1675.0,-1675.0,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,0.0,-545.0,9.0,-557.0,0.0,0.0,0.0,0.0,-188.0,19.0,-207.0,754.0,0.0,-1636.0,259.0,89.0,
06/30/2015,805,176,1116,-481,202.0,-683,,,,,,-1683.0,-1450.0,38.0,38.0,0.0,-1488.0,-1488.0,0.0,0.0,0.0,0.0,-37.0,0.0,-37.0,0.0,-196.0,598.0,-556.0,1478.0,0.0,1478.0,0.0,-329.0,0.0,-329.0,5.0,0.0,-280.0,600.0,108.0,
09/30/2015,1020,-2609,1123,2509,-556.0,3065,,,,,,-1229.0,-1034.0,93.0,93.0,0.0,-1127.0,-1127.0,0.0,0.0,0.0,0.0,-9.0,0.0,-9.0,0.0,-186.0,0.0,-577.0,0.0,0.0,0.0,0.0,-39.0,11.0,-50.0,616.0,0.0,-209.0,248.0,90.0,
12/31/2015,965,-5178,1276,5022,-955.0,5977,58.0,,,58.0,0.0,-305.0,-412.0,668.0,668.0,0.0,-1080.0,-1080.0,0.0,0.0,0.0,0.0,-57.0,0.0,-57.0,0.0,164.0,-6.0,-574.0,0.0,0.0,0.0,0.0,-4.0,3.0,-7.0,572.0,0.0,654.0,152.0,48.0,
03/31/2016,689,78,1102,-287,77.0,-364,-316.0,,,-316.0,,-637.0,-361.0,285.0,285.0,0.0,-646.0,-646.0,0.0,0.0,0.0,0.0,-24.0,0.0,-24.0,0.0,-252.0,-77.0,-574.0,-700.0,0.0,0.0,-700.0,4.0,11.0,-7.0,1193.0,0.0,-25.0,102.0,89.0,
06/30/2016,803,-139,1070,67,-1.0,68,-195.0,,,-195.0,326.0,-697.0,-682.0,0.0,,0.0,-682.0,-682.0,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,0.0,-5.0,469.0,-575.0,708.0,0.0,2718.0,-2010.0,-8.0,0.0,-8.0,18.0,0.0,575.0,288.0,375.0,
09/30/2016,650,-241,1046,-203,-238.0,35,51.0,,,51.0,,-642.0,-501.0,63.0,63.0,0.0,-564.0,-564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-141.0,-579.0,-575.0,0.0,,0.0,0.0,-4.0,3.0,-7.0,0.0,0.0,-571.0,154.0,70.0,
