Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/26/1992,1449.199951,83.400002,83.400002,0,322.100006,,,295.100006,,,,,20.799999,,,,,721.400024,530.599976,981.200012,-450.600006,25.1,,172.100006,,,,,172.100006,727.799982,,91.800003,91.800003,,17.700001,,,,,,143.699993,,,143.699993,253.199997,404.5,,,,,115.599998,,,,115.599998,520.099998,773.299995,0,172.199997,,,-158.300003,,662.000015,675.900009,0.0,675.900009,1449.200005,
01/02/1993,1607.599976,81.099998,81.099998,0,354.899994,,,302.0,,,,,40.700001,,,,,778.700012,566.599976,1088.800049,-522.200012,13.0,,249.300003,,,,,249.300003,828.899979,,114.0,114.0,,28.6,,,,,,187.299994,,,187.299994,329.899994,438.0,,,,,143.399994,,,,143.399994,581.399994,911.299988,0,191.199997,,,-28.299999,,533.400005,696.300003,0.0,696.300003,1607.599991,
03/31/1993,1634.900024,77.900002,77.900002,0,388.799988,,,321.700012,,,,,35.700001,,,,,824.099976,561.5,1100.800049,-539.299988,12.8,,236.5,,,,,236.5,810.8,,99.699997,99.699997,,118.400002,,,,,,221.500008,,,221.500008,439.600006,369.0,,,,,144.800003,,,,144.800003,513.800003,953.400009,0,190.600006,,,-53.5,,544.399994,681.5,0.0,681.5,1634.900009,
07/03/1993,1571.099976,18.5,18.5,0,388.700012,,,329.399994,,,,,32.700001,,,,,769.299988,555.400024,1104.400024,-549.0,12.7,,233.699997,,,,,233.699997,801.800021,,93.599998,93.599998,,92.300003,,,,,,186.899986,,,186.899986,372.799988,364.799988,,,,,142.399994,,,,142.399994,507.199982,879.999969,0,189.5,,,-51.200001,,552.800007,691.100006,0.0,691.100006,1571.099976,
10/02/1993,1585.699951,39.0,39.0,0,388.5,,,317.899994,,,,,29.5,,,,,774.900024,561.400024,1122.0,-560.599976,12.5,,236.899994,,,,,236.899994,810.800018,,89.0,89.0,,97.300003,,,,,,190.199997,,,190.199997,376.5,385.700012,,,,,141.600006,,,,141.600006,527.300018,903.800018,0,189.0,,,-61.700001,,554.599995,681.899994,0.0,681.899994,1585.700012,
12/31/1993,1576.900024,43.700001,43.700001,0,371.200012,,,308.100006,,,,,35.599998,,,,,758.599976,566.5,1119.0,-552.5,,,251.800003,,,,,251.800003,818.300003,,103.300003,103.300003,,52.099998,,,,,,201.700005,,,201.700005,357.100006,377.200012,,,,,161.699997,,,,161.699997,538.900009,896.000015,0,188.5,,,-60.5,,552.899994,680.899994,0.0,680.899994,1576.900009,
04/02/1994,1596.699951,36.5,36.5,0,389.600006,,,327.5,,,,,35.5,,,,,789.099976,561.0,1128.400024,-567.400024,,,246.600006,,,,,246.600006,807.600006,,94.199997,94.199997,,89.099998,,,,,,177.999992,,,177.999992,361.299988,380.100006,,,,,161.0,,,,161.0,541.100006,902.399994,0,187.399994,,,-57.599998,,564.499992,694.299988,0.0,694.299988,1596.699982,
06/30/1994,1643.599976,33.799999,33.799999,0,416.399994,,,352.600006,,,,,32.400002,,,,,835.200012,557.799988,1115.400024,-557.599976,,,250.600006,,,,,250.600006,808.399994,,101.199997,101.199997,,86.300003,,,,,,194.200012,,,194.200012,381.700012,385.600006,,,,,158.0,,,,158.0,543.600006,925.300018,0,187.0,,,-57.5,,588.799988,718.299988,0.0,718.299988,1643.600006,
09/30/1994,1698.400024,38.799999,38.799999,0,439.0,,,370.700012,,,,,33.900002,,,,,882.400024,561.799988,1132.900024,-571.099976,,,254.199997,,,,,254.199997,815.999985,,102.0,102.0,,103.400002,,,,,,217.700005,,,217.700005,423.100006,386.399994,,,,,146.600006,,,,146.600006,533.0,956.100006,0,186.0,,,-56.700001,,612.999989,742.299988,0.0,742.299988,1698.399994,
12/31/1994,1701.099976,69.300003,69.300003,0,410.299988,,,369.200012,,,,,39.700001,,,,,888.5,559.799988,1128.599976,-568.799988,,,252.800003,,,,,252.800003,812.599991,,125.300003,125.300003,,93.699997,,,,,,202.5,,,202.5,421.5,387.100006,,,,,148.300003,,,,148.300003,535.400009,956.900009,0,185.5,,,-69.099998,,627.800011,744.200012,0.0,744.200012,1701.100021,
03/31/1995,1728.400024,40.5,40.5,0,428.700012,,,406.600006,,,,,38.200001,,,,,914.0,559.900024,1148.400024,-588.5,,,254.5,,,,,254.5,814.400024,,106.199997,106.199997,,124.400002,,,,,,194.100014,,,194.100014,424.700012,406.200012,,,,,147.600006,,,,147.600006,553.800018,978.500031,0,184.899994,,,-71.699997,,636.699997,749.899994,0.0,749.899994,1728.400024,
06/30/1995,1737.099976,44.799999,44.799999,0,436.600006,,,415.600006,,,,,35.400002,,,,,932.400024,557.0,1160.300049,-603.299988,,,247.699997,,,,,247.699997,804.699997,,98.5,98.5,,137.899994,,,,,,184.800018,,,184.800018,421.200012,396.299988,,,,,152.699997,,,,152.699997,548.999985,970.199997,0,185.600006,,,-75.800003,,657.099991,766.899994,0.0,766.899994,1737.099991,
09/30/1995,1701.199951,48.5,48.5,0,453.399994,,,391.100006,,,,,35.599998,,,,,928.599976,543.0,1157.699951,-614.700012,,,229.600006,,,,,229.600006,772.600006,,98.900002,98.900002,,112.599998,,,,,,202.899994,,,202.899994,414.399994,396.299988,,,,,140.800003,,,,140.800003,537.099991,951.499985,0,184.600006,,,-74.699997,,639.799973,749.699982,0.0,749.699982,1701.199966,
12/31/1995,1670.0,75.400002,75.400002,0,438.700012,,,349.100006,,,,,51.900002,,,,,915.099976,532.099976,1140.699951,-608.599976,,,222.800003,,,,,222.800003,754.899979,,112.699997,112.699997,,91.300003,,,,,,183.700012,,,183.700012,387.700012,391.100006,,,,,156.600006,,,,156.600006,547.700012,935.400024,0,183.800003,,,-71.900002,,622.699989,734.599991,0.0,734.599991,1670.000015,
03/31/1996,1628.400024,39.299999,39.299999,0,454.899994,,,335.200012,,,,,45.799999,,,,,875.200012,526.700012,1147.0,-620.299988,,,226.5,,,,,226.5,753.200012,,84.199997,84.199997,,66.199997,,,,,,198.0,,,198.0,348.399994,384.0,,,,,152.699997,,,,152.699997,536.699997,885.099991,0,230.800003,,,-82.199997,,594.699997,743.300003,0.0,743.300003,1628.399994,
06/30/1996,1668.599976,79.5,79.5,0,454.200012,,,344.399994,,,,,42.299999,,,,,920.400024,523.900024,1147.099976,-623.200012,,,224.300003,,,,,224.300003,748.200027,,119.599998,119.599998,,47.200001,,,,,,204.599995,,,204.599995,371.399994,373.299988,,,,,158.199997,,,,158.199997,531.499985,902.899979,0,230.899994,,,-82.099998,,616.899986,765.699982,0.0,765.699982,1668.59996,
09/28/1996,1689.599976,85.0,85.0,0,473.799988,,,342.399994,,,,,39.799999,,,,,941.0,526.099976,1158.300049,-632.200012,,,222.5,,,,,222.5,748.599976,,128.600006,128.600006,,29.9,,,,,,238.799982,,,238.799982,397.299988,350.600006,,,,,154.0,,,,154.0,504.600006,901.899994,0,230.899994,,,-85.400002,,642.199989,787.699982,0.0,787.699982,1689.599976,
12/31/1996,1659.599976,84.0,84.0,0,446.299988,,,338.100006,,,,,42.5,,,,,910.900024,570.400024,1224.400024,-654.0,,,178.300003,,,,,178.300003,748.700027,,130.800003,130.800003,,20.0,,,,,,230.800003,,,230.800003,381.600006,342.600006,,,,,155.300003,,,,155.300003,497.900009,879.500015,0,230.899994,,,-89.5,,638.700012,780.100006,0.0,780.100006,1659.600021,
03/29/1997,1633.5,76.400002,76.400002,0,453.299988,,,329.200012,,,,,40.299999,,,,,899.200012,561.599976,1206.300049,-644.700012,,,172.699997,,,,,172.699997,734.299973,,111.199997,111.199997,,53.700001,,,,,,222.100002,,,222.100002,387.0,298.899994,,,,,155.699997,,,,155.699997,454.599991,841.599991,0,230.899994,,,-94.0,,655.0,791.899994,0.0,791.899994,1633.499985,
06/28/1997,1666.800049,107.599998,107.599998,0,457.100006,,,323.399994,,,,,52.799999,,,,,940.900024,508.299988,1160.300049,-652.0,,,217.600006,,,,,217.600006,725.899994,,114.599998,114.599998,,76.400002,,,,,,299.200012,,,299.200012,490.200012,295.799988,,,,,164.100006,,,,164.100006,459.899994,950.100006,0,230.899994,,,-85.5,,571.299988,716.699982,0.0,716.699982,1666.799988,
09/27/1997,1736.599976,146.699997,146.699997,0,483.200012,,,307.700012,,,,,80.599998,,,,,1018.200012,503.200012,1159.900024,-656.700012,,,215.199997,,,,,215.199997,718.400009,,124.699997,124.699997,,98.599998,,,,,,352.400017,,,352.400017,575.700012,288.899994,,,,,231.899994,,,,231.899994,520.799988,1096.5,0,230.899994,,,-97.199997,,506.400009,640.100006,0.0,640.100006,1736.600006,
12/31/1997,1758.699951,152.199997,152.199997,0,472.5,,,301.200012,,,,,79.400002,,,,,1005.299988,513.200012,1166.099976,-652.900024,,,240.199997,,,,,240.199997,753.400009,,155.5,155.5,,130.800003,,,,,,336.400009,,,336.400009,622.700012,283.700012,,,,,244.5,,,,244.5,528.200012,1150.900024,0,230.899994,,,-120.599998,,497.499992,607.799988,0.0,607.799988,1758.700012,
04/04/1998,1744.099976,93.199997,93.199997,0,491.100006,,,331.200012,,,,,88.300003,,,,,1003.799988,501.600006,1167.900024,-666.299988,,,238.699997,,,,,238.699997,740.300003,,159.100006,159.100006,,124.0,,,,,,319.49997,,,319.49997,602.599976,275.299988,,,,,239.100006,,,,239.100006,514.399994,1116.99997,0,230.899994,,,-124.099998,,520.30001,627.100006,0.0,627.100006,1744.099976,
07/04/1998,1766.0,77.400002,77.400002,0,502.899994,,,372.0,51.5,63.0,257.5,0.0,87.400002,,,,,1039.699951,487.600006,1161.599976,-674.0,,,238.699997,104.099998,,,,134.599999,726.300003,,172.699997,172.699997,,132.800003,,,,,,302.0,,,302.0,607.5,272.0,,,,,240.600006,,,,240.600006,512.600006,1120.100006,0,230.899994,,,-126.699997,,541.699997,645.899994,0.0,645.899994,1766.0,
10/03/1998,1941.699951,65.199997,65.199997,0,546.700012,,,388.899994,53.799999,59.898998,275.200012,0.0,83.900002,,,,,1084.699951,509.399994,1190.0,-680.599976,,,347.600006,202.899994,,,,144.700012,857.0,,160.699997,160.699997,,211.300003,,,,,,310.299988,,,310.299988,682.299988,343.700012,,,,,257.899994,,,,257.899994,601.600006,1283.899994,0,230.899994,,,-131.800003,,558.699997,657.799988,0.0,657.799988,1941.699982,
12/31/1998,1932.900024,110.099998,110.099998,0,517.0,,,380.899994,55.099998,52.5,273.299988,0.0,78.400002,,,,,1086.400024,511.399994,1198.5,-687.099976,,,335.100006,196.899994,,,,138.200012,846.5,,172.100006,172.100006,,222.0,,,,,,307.999969,,,307.999969,702.099976,344.799988,,,,,216.600006,,,,216.600006,561.399994,1263.499969,0,230.899994,,,-130.899994,,569.399994,669.399994,0.0,669.399994,1932.899963,
04/03/1999,1901.4,80.5,80.5,0,552.9,552.9,,367.6,50.4,50.8,266.4,0.0,84.5,,,,,1085.5,487.2,1184.9,-697.7,,,328.7,191.2,191.2,0.0,,137.5,815.9,,166.6,166.6,,260.5,,,,,,284.7,,,284.7,711.8,306.7,,,,,209.2,,,,209.2,515.9,1227.7,0,230.9,,,-126.7,877.1,-307.6,673.7,0.0,673.7,1901.4,
07/03/1999,1888.0,84.8,84.8,0,534.8,,,370.8,54.7,48.5,267.6,0.0,77.6,,,,,1068.0,490.6,1184.1,-693.5,,,329.4,187.1,187.1,0.0,,142.3,820.0,,173.6,173.6,,251.7,,,,,,274.9,,,274.9,700.2,298.7,,,,,208.2,,,,208.2,506.9,1207.1,0,230.9,,,-126.9,881.9,-305.0,680.9,0.0,680.9,1888.0,
10/02/1999,1961.9,131.5,131.5,0,576.0,576.0,,367.1,52.7,51.3,263.1,0.0,74.8,,,,,1149.4,495.9,1186.9,-691.0,,,316.6,187.6,187.6,0.0,,129.0,812.5,,203.7,203.7,,222.9,,,,,,309.0,,,309.0,735.6,299.2,,,,,213.5,,,,213.5,512.7,1248.3,0,230.9,,,-107.1,892.4,-302.6,713.6,0.0,713.6,1961.9,
01/01/2000,1890.6,88.0,88.0,0,546.1,,,381.2,63.9,48.3,269.0,0.0,75.7,,,,,1091.0,520.6,1208.0,-687.4,,,279.0,185.2,168.2,17.0,,93.8,799.6,,225.0,225.0,,157.0,,,,,,311.0,,,311.0,693.0,290.0,,,,,172.2,,,,172.2,462.2,1155.2,0,230.9,,,-121.0,,625.5,735.4,0.0,735.4,1890.6,
04/01/2000,1967.7,128.9,128.9,0,584.4,584.4,,390.8,61.5,51.5,277.8,0.0,75.5,,,,,1179.6,522.2,1227.2,-705.0,,,265.9,181.6,181.6,0.0,,84.3,788.1,,223.2,223.2,,290.3,,,,,,295.4,,,295.4,808.9,277.4,,,,,167.1,,,,167.1,444.5,1253.4,0,230.9,,,-150.8,938.2,-304.0,714.3,0.0,714.3,1967.7,
07/01/2000,1910.5,83.0,83.0,0,564.1,,,399.9,58.8,56.1,285.0,0.0,71.7,,,,,1118.7,511.8,1228.7,-716.9,,,280.0,178.8,178.8,0.0,,101.2,791.8,,220.4,220.4,,289.3,,,,,,267.6,,,267.6,777.3,252.9,,,,,175.9,,,,175.9,428.8,1206.1,0,230.9,,,-184.3,973.0,-315.2,704.4,0.0,704.4,1910.5,
09/30/2000,1923.5,93.3,93.3,0,576.7,,,388.6,58.4,51.4,278.8,0.0,72.9,,,,,1131.5,505.3,1226.4,-721.1,,,286.7,174.9,174.9,0.0,,111.8,792.0,,222.4,222.4,,293.5,,,,,,288.4,,,288.4,804.3,243.3,,,,,175.1,,,,175.1,418.4,1222.7,0,230.9,,,-192.8,984.8,-322.1,700.8,0.0,700.8,1923.5,
12/30/2000,1884.8,93.6,93.6,0,531.9,,,398.1,62.9,53.8,281.4,0.0,70.7,,,,,1094.3,503.7,1232.2,-728.5,,,286.8,175.9,160.4,15.5,,110.9,790.5,,239.8,239.8,,213.7,,,,,,253.8,,,253.8,707.3,248.7,,,,,192.3,,,,192.3,441.0,1148.3,0,230.9,,,-214.7,,720.3,736.5,0.0,736.5,1884.8,
03/31/2001,1953.4,111.4,111.4,0,530.0,,,417.6,64.9,60.1,292.6,0.0,78.1,,,,,1137.1,496.8,1236.0,-739.2,,,319.5,170.6,170.6,0.0,,148.9,816.3,,232.5,232.5,,285.7,,,,,,248.2,,,248.2,766.4,240.4,,,,,187.5,,,,187.5,427.9,1194.3,0,230.9,,,-211.1,1069.5,-330.2,759.1,0.0,759.1,1953.4,
06/30/2001,2106.6,162.2,162.2,0,538.0,,,439.2,66.5,60.0,312.7,0.0,79.8,,,,,1219.2,500.4,1240.0,-739.6,,,387.0,234.8,234.8,0.0,,152.2,887.4,,237.0,237.0,,401.6,,,,,,247.6,,,247.6,886.2,234.3,,,,,188.7,,,,188.7,423.0,1309.2,0,230.9,,,-231.8,1130.8,-332.5,797.4,0.0,797.4,2106.6,
09/29/2001,2138.8,152.2,152.2,0,559.9,,,432.2,57.9,57.2,317.1,0.0,96.5,,,,,1240.8,506.7,1263.6,-756.9,,,391.3,234.3,234.3,0.0,,157.0,898.0,,237.8,237.8,,380.4,,,,,,271.9,,,271.9,890.1,231.5,,,,,187.1,,,,187.1,418.6,1308.7,0,230.9,,,-218.4,1147.5,-329.9,830.1,0.0,830.1,2138.8,
12/29/2001,2055.7,115.2,115.2,0,551.3,,,410.1,53.0,49.1,308.0,0.0,67.9,,,,,1144.5,491.2,1223.0,-731.8,0.0,,420.0,236.1,216.2,19.9,,183.9,911.2,,247.7,247.7,,297.4,,,,,,280.4,,,280.4,825.5,196.8,,,,,201.1,,,,201.1,397.9,1223.4,0,230.9,,,-256.9,,858.3,832.3,0.0,832.3,2055.7,
03/30/2002,2063.9,109.9,109.9,0,566.8,,,394.6,42.6,51.7,300.3,0.0,71.8,,,,,1143.1,490.9,1232.9,-742.0,,,429.9,235.4,215.2,20.2,,194.5,920.8,,249.9,249.9,,301.4,,,,,,258.6,,,258.6,809.9,194.8,,,,,182.4,,,,182.4,377.2,1187.1,0,230.9,,,-247.2,1217.9,-324.8,876.8,0.0,876.8,2063.9,
06/29/2002,2165.5,139.6,139.6,0,560.0,,,401.8,41.4,51.3,309.1,0.0,170.0,,,,,1271.4,492.5,1248.7,-756.2,,,401.6,239.9,239.9,0.0,,161.7,894.1,,261.9,261.9,,270.6,,,,,,293.6,,,293.6,826.1,208.1,,,,,189.6,,,,189.6,397.7,1223.8,0,230.9,,,-229.1,1249.5,-309.6,941.7,0.0,941.7,2165.5,
09/28/2002,2100.9,132.6,132.6,0,578.5,,,404.6,45.7,48.9,310.0,0.0,75.2,,,,,1190.9,488.4,1249.2,-760.8,,,421.6,265.5,233.2,32.3,,156.1,910.0,,259.8,259.8,,225.7,,,,,,265.1,,,265.1,750.6,204.5,,,,,171.3,,,,171.3,375.8,1126.4,0,230.9,,,-179.4,1238.7,-315.7,974.5,0.0,974.5,2100.9,
12/28/2002,2418.2,121.7,121.7,0,536.1,,,408.6,41.8,43.1,323.7,0.0,144.8,,,,,1211.2,474.1,1281.1,-807.0,0.0,,732.9,544.9,203.2,341.7,,188.0,1207.0,,238.9,238.9,,148.7,,,,,,294.4,,,294.4,682.0,563.2,,,,,189.2,,,,189.2,752.4,1434.4,0,230.9,,,-187.5,1244.6,-304.2,983.8,0.0,983.8,2418.2,
03/29/2003,2439.2,156.0,156.0,0,521.6,,,438.1,49.0,46.2,342.9,0.0,110.5,,,,,1226.2,481.0,1325.3,-844.3,0.0,,732.0,558.6,358.2,200.4,,173.4,1213.0,,250.0,250.0,,198.7,,,,,,273.9,,,273.9,722.6,546.6,,,,,185.1,,,,185.1,731.7,1454.3,0,230.9,,,-133.7,1192.4,-304.7,984.9,0.0,984.9,2439.2,
06/28/2003,2470.5,127.7,127.7,0,516.1,,,448.0,50.3,51.6,346.1,0.0,108.1,,,,,1199.9,465.5,1322.3,-856.8,,,805.1,621.6,420.6,201.0,,183.5,1270.6,,248.2,248.2,,268.6,,,,,,276.9,,,276.9,793.7,635.0,,,,,264.6,,,,264.6,899.6,1693.3,0,230.9,,,-331.6,1167.3,-289.4,777.2,0.0,777.2,2470.5,
09/27/2003,2470.1,169.6,169.6,0,552.0,,,427.7,51.7,46.6,329.4,0.0,105.9,,,,,1255.2,447.2,1313.5,-866.3,,,767.7,638.9,429.6,209.3,,128.8,1214.9,,258.7,258.7,,203.7,,,,,,314.8,,,314.8,777.2,622.7,,,,,262.2,,,,262.2,884.9,1662.1,0,1422.9,,,-330.3,1192.0,-1476.6,808.0,0.0,808.0,2470.1,
01/03/2004,2423.8,204.4,204.4,0,462.8,,,361.6,41.3,27.8,292.5,0.0,207.3,,,,,1236.1,413.3,1231.2,-817.9,,,809.8,643.3,432.8,210.5,,166.5,1223.1,,240.2,240.2,,157.7,,,,,,355.6,,,355.6,753.5,534.5,,,,,277.2,,,,277.2,811.7,1565.2,0,237.6,,,-323.1,1202.1,-258.0,858.6,0.0,858.6,2423.8,
04/03/2004,2808.8,192.5,192.5,0,572.9,572.9,,397.7,57.2,35.7,304.8,0.0,112.1,,,,,1275.2,421.5,1276.5,-855.0,,,1112.1,906.8,583.1,323.7,,205.3,1533.6,,281.3,281.3,,240.1,,,,,,418.8,,,418.8,940.2,547.3,,,,,317.2,,,,317.2,864.5,1804.7,0,237.6,,,-313.3,1334.9,-255.1,1004.1,0.0,1004.1,2808.8,
07/03/2004,2793.9,235.7,235.7,0,571.7,571.7,,394.7,59.7,38.9,296.1,0.0,89.4,,,,,1291.5,413.7,1257.4,-843.7,,,1088.7,891.6,600.6,291.0,,197.1,1502.4,,285.0,285.0,,271.2,,,,,,375.7,,,375.7,931.9,516.6,,,,,304.3,,,,304.3,820.9,1752.8,0,1614.5,,,-306.5,1376.8,-1643.7,1041.1,0.0,1041.1,2793.9,
10/02/2004,2848.2,256.3,256.3,0,618.6,643.4,,415.9,73.1,33.7,309.1,0.0,87.9,,,,,1378.7,413.3,1263.2,-849.9,,,1056.2,887.2,606.0,281.2,,169.0,1469.5,,290.0,290.0,,252.3,,,,,,390.6,,,390.6,932.9,489.8,,,,,330.3,,,,330.3,820.1,1753.0,0,237.7,,,-301.8,1417.7,-258.4,1095.2,0.0,1095.2,2848.2,
01/01/2005,2850.6,250.0,250.0,0,582.0,582.0,,413.4,63.7,29.3,320.4,0.0,126.5,,,,,1371.9,398.9,1220.7,-821.8,,,1079.8,928.2,639.5,288.7,,151.6,1478.7,,300.4,300.4,,102.5,,,,,,415.9,,,415.9,818.8,481.8,,,,,328.7,,,,328.7,810.5,1629.3,0,237.7,,,-290.6,1496.3,-222.1,1221.3,0.0,1221.3,2850.6,
04/02/2005,2952.8,310.5,310.5,0,619.6,,,432.3,72.2,31.2,328.9,0.0,72.2,,,,,1434.6,396.9,1224.3,-827.4,,,1121.3,819.2,666.3,152.9,,302.1,1518.2,,289.1,289.1,,212.7,,,,,,384.9,,,384.9,886.7,474.5,,,,,324.1,,,,324.1,798.6,1685.3,0,237.7,,,-281.2,1542.7,-231.7,1267.5,0.0,1267.5,2952.8,
