Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2013,2709.9,936.9,420.4,516.5,302.5,302.5,0.0,308.9,57.8,82.2,168.9,0.0,177.5,46.8,0.0,79.0,83.5,1725.8,421.6,764.7,-343.1,29.2,21.9,,7.3,533.3,418.9,385.4,33.5,,35.4,984.1,,332.4,48.4,0.0,0.0,284.0,0.0,0.0,0.0,0.0,,13.2,0.0,4.0,0.0,345.6,593.1,593.1,0.0,0.0,,226.8,0.0,42.7,180.1,819.9,1165.5,0.0,797.2,126.0,671.2,-1256.0,2030.8,-27.6,1544.4,0.0,1544.4,2709.9,
03/31/2014,2651.7,831.6,295.7,535.9,305.1,305.1,0.0,308.0,56.1,79.2,172.7,0.0,158.6,46.0,1.9,76.4,70.7,1603.3,418.7,,,101.1,95.2,,5.9,528.6,417.0,385.4,31.6,,33.3,1048.4,,345.9,,,,345.9,0.0,0.0,,,,10.3,,,0.0,356.2,725.4,725.4,,,,229.3,,,229.3,954.7,1310.9,0.0,838.1,126.4,711.7,-1556.0,2091.1,-32.4,1340.8,0.0,1340.8,2651.7,
06/30/2014,3326.6,1484.1,498.6,985.5,327.5,327.5,0.0,317.1,60.4,79.1,177.6,0.0,149.4,46.3,0.7,69.9,57.1,2278.1,422.5,,,106.6,99.0,,7.6,519.4,413.8,384.3,29.5,,35.0,1048.5,,533.4,,,,533.4,0.0,0.0,,,,7.1,,,0.0,540.5,598.0,598.0,,,,273.2,,,273.2,871.2,1411.7,0.0,874.5,127.1,747.4,-1556.6,2638.1,-41.1,1914.9,0.0,1914.9,3326.6,
09/30/2014,3350.0,1515.1,404.1,1111.0,322.9,322.9,0.0,303.6,62.4,77.7,163.5,0.0,167.6,48.5,,68.7,57.6,2309.2,429.3,,,100.1,92.0,,8.1,511.4,404.8,379.0,25.8,,37.9,1040.8,,425.6,,,,425.6,0.0,0.0,,,,2.2,,1.1,0.0,427.8,596.4,596.4,,,,282.4,,,281.3,878.8,1306.6,0.0,938.0,128.0,810.0,-1556.7,2732.7,-70.6,2043.4,0.0,2043.4,3350.0,
12/31/2014,3523.0,1438.8,653.8,785.0,288.0,288.0,0.0,296.8,67.4,59.3,170.1,0.0,207.5,48.8,0.4,153.7,108.4,2231.1,442.9,808.3,-365.4,246.7,240.9,,5.8,602.3,399.4,376.0,23.4,,48.8,1291.9,,423.5,58.2,9.1,,356.2,0.0,0.0,0.0,0.0,,2.6,0.0,,0.0,426.1,598.1,598.1,0.0,0.0,,307.4,0.0,49.3,258.1,905.5,1331.6,0.0,1007.3,128.9,878.4,-1556.9,2841.9,-100.9,2191.4,0.0,2191.4,3523.0,
03/31/2015,3488.4,1370.8,457.0,913.8,345.3,345.3,0.0,298.5,67.4,71.5,159.6,0.0,240.2,44.8,4.9,84.9,132.3,2254.8,445.1,,,261.3,255.6,,5.7,527.2,388.9,368.4,20.5,,48.5,1233.6,,400.7,68.6,12.4,,319.7,0.0,0.0,,,,4.6,,,0.0,405.3,602.7,602.7,,,,266.5,,,266.5,869.2,1274.5,0.0,1054.4,129.4,925.0,-1657.9,2965.3,-147.9,2213.9,0.0,2213.9,3488.4,
06/30/2015,3608.3,1409.0,597.6,811.4,351.0,351.0,0.0,313.3,69.3,78.5,165.5,0.0,223.7,46.1,2.3,82.0,67.9,2297.0,450.6,,,331.2,324.6,,6.6,529.5,389.8,370.9,18.9,,55.4,1311.3,,440.1,66.2,8.1,,365.8,0.0,0.0,,,,5.1,,,0.0,445.2,600.3,600.3,,,,274.2,,,274.2,874.5,1319.7,0.0,1094.0,129.9,964.1,-1736.8,3078.0,-146.6,2288.6,0.0,2288.6,3608.3,
09/30/2015,3876.6,1250.5,646.1,604.4,338.4,338.4,0.0,333.5,70.2,68.0,195.3,0.0,223.1,47.5,6.8,21.4,72.1,2145.5,454.8,,,371.5,366.0,,5.5,904.8,828.5,621.2,207.3,,48.1,1731.1,,520.8,71.5,9.7,,439.6,0.0,0.0,,,,11.7,,,0.0,532.5,604.9,604.9,,,,317.8,,,317.8,922.7,1455.2,0.0,1131.5,130.2,1001.3,-1737.0,3196.1,-169.2,2421.4,0.0,2421.4,3876.6,
12/31/2015,4056.3,1224.7,718.4,506.3,315.4,315.4,0.0,339.9,63.8,64.1,212.0,0.0,167.9,45.1,1.6,180.5,101.1,2047.9,482.5,854.3,-371.8,379.9,379.9,,,1146.0,833.7,628.3,205.4,,130.2,2008.4,,472.0,63.9,14.5,,393.6,0.0,0.0,0.0,0.0,,4.2,0.0,,0.0,476.2,596.9,596.9,0.0,0.0,,480.1,0.0,43.0,437.1,1077.0,1553.2,0.0,1185.9,239.1,946.8,-1837.0,3336.8,-182.6,2503.1,0.0,2503.1,4056.3,
03/31/2016,3853.8,951.8,501.4,450.4,388.5,388.5,0.0,356.6,61.3,80.7,214.6,0.0,122.4,48.8,11.0,196.5,69.7,1819.3,497.3,,,375.0,369.2,,5.8,1162.2,834.6,630.9,203.7,,120.1,2034.5,,425.0,78.6,7.5,,338.9,0.0,0.0,,,,33.3,,,0.0,458.3,602.2,602.2,,,,494.0,,,494.0,1096.2,1554.5,0.0,1173.2,239.8,933.4,-2181.1,3479.8,-172.6,2299.3,0.0,2299.3,3853.8,
06/30/2016,4051.4,1060.2,369.9,690.3,425.8,425.8,0.0,367.6,60.5,86.5,220.6,0.0,131.5,50.0,6.4,188.6,73.3,1985.1,516.2,,,397.0,391.7,,5.3,1153.1,838.1,629.4,208.7,,120.0,2066.3,,454.1,83.4,8.7,,362.0,0.0,0.0,,,,24.1,,,0.0,478.2,602.5,602.5,,,,499.5,,,499.5,1102.0,1580.2,0.0,1261.2,241.0,1020.2,-2217.7,3606.4,-178.7,2471.2,0.0,2471.2,4051.4,
09/30/2016,4339.0,1200.3,645.0,555.3,454.2,454.2,0.0,401.0,60.6,93.7,246.7,0.0,115.9,49.8,4.1,189.3,61.4,2171.4,543.7,,,472.8,467.5,,5.3,1151.1,837.0,630.0,207.0,,120.7,2167.6,,513.4,87.0,6.7,,419.7,0.0,0.0,,,,19.4,,,0.0,532.8,600.6,600.6,,,,513.8,,,513.8,1114.4,1647.2,0.0,1333.1,242.0,1091.1,-2217.9,3747.8,-171.2,2691.8,0.0,2691.8,4339.0,
12/31/2016,4510.0,1271.1,930.1,341.0,365.5,365.5,0.0,396.6,60.6,102.4,233.6,0.0,206.8,45.9,0.4,203.8,126.1,2240.0,580.0,961.4,-381.4,532.1,532.1,,,1157.9,830.9,626.1,204.8,,122.8,2270.0,,529.2,97.1,5.9,,426.2,0.0,0.0,0.0,0.0,,3.3,0.0,0.0,0.0,532.5,822.3,822.3,0.0,0.0,,536.2,0.0,50.1,486.1,1358.5,1891.0,0.0,1410.4,242.6,1167.8,-2499.3,3906.3,-198.4,2619.0,0.0,2619.0,4510.0,
03/31/2017,4780.4,918.2,819.3,98.9,510.2,510.2,0.0,431.4,65.6,114.9,250.9,0.0,158.6,53.0,0.5,179.1,87.6,2018.4,588.8,,,519.0,519.0,,,1654.2,1347.3,945.2,402.1,,127.3,2762.0,,581.2,93.0,132.9,,355.3,0.0,0.0,,,,3.6,,,0.0,584.8,847.9,847.9,,,,605.0,,,605.0,1452.9,2037.7,0.0,1450.8,243.2,1207.6,-2672.4,4145.8,-181.5,2742.7,0.0,2742.7,4780.4,
06/30/2017,5138.5,1131.8,508.2,623.6,510.7,510.7,0.0,491.6,79.2,122.4,290.0,0.0,149.3,54.1,0.6,185.2,86.1,2283.4,627.9,,,551.5,551.5,,,1675.7,1373.7,965.1,408.6,,116.2,2855.1,,547.1,104.6,65.4,,377.1,0.0,0.0,,,,15.4,,,0.0,562.5,1016.8,1016.8,,,,619.6,,,619.6,1636.4,2198.9,0.0,1511.7,244.7,1267.0,-2746.2,4331.9,-157.8,2939.6,0.0,2939.6,5138.5,
09/30/2017,5488.4,1402.8,630.3,772.5,475.0,475.0,0.0,538.4,83.2,136.6,318.6,0.0,150.2,52.8,0.5,197.1,90.7,2566.4,649.6,,,567.5,567.5,,,1704.9,1395.4,980.5,414.9,,111.9,2922.0,,667.9,113.4,73.7,,480.8,0.0,0.0,,,,67.3,,,41.5,735.2,1034.0,1034.0,,,,556.7,,,556.7,1590.7,2325.9,0.0,1341.1,211.6,1129.5,-0.8,1964.9,-142.7,3162.5,0.0,3162.5,5488.4,
12/31/2017,5666.4,1337.5,818.3,519.2,438.7,438.7,0.0,554.9,101.4,121.1,332.4,0.0,218.1,60.6,,167.1,152.6,2549.2,679.7,1091.9,-412.2,567.0,567.0,,,1870.5,1594.5,1126.5,468.0,,108.9,3117.2,,745.5,116.6,97.8,,531.1,598.0,598.0,0.0,0.0,,76.5,0.0,0.0,51.7,1420.0,438.4,438.4,0.0,0.0,,851.8,0.0,43.7,808.1,1290.2,2710.2,0.0,1378.9,212.0,1166.9,-252.1,1962.1,-132.7,2956.2,0.0,2956.2,5666.4,
03/31/2018,5825.1,1499.3,1227.0,272.3,406.6,406.6,0.0,573.9,108.0,131.7,334.2,0.0,237.1,78.0,,181.4,155.4,2716.9,711.6,,,532.1,532.1,,,1864.5,1625.3,1144.8,480.5,,57.8,3108.2,,648.2,121.2,125.1,,401.9,598.6,598.6,,,,67.7,,,41.8,1314.5,456.0,456.0,,,,808.9,,,808.9,1264.9,2579.4,0.0,1442.1,213.0,1229.1,-254.2,2179.1,-121.3,3245.7,0.0,3245.7,5825.1,
06/30/2018,5686.1,1400.8,1226.4,174.4,431.4,431.4,0.0,568.1,119.2,128.3,320.6,0.0,295.7,69.9,,130.1,206.4,2696.0,770.2,,,470.4,470.4,,,1749.5,1584.6,1118.6,466.0,,34.8,2990.1,,578.7,124.6,16.6,,437.5,599.2,599.2,,,,5.3,,10.0,0.0,1183.2,593.9,593.9,,,,744.8,-10.0,,744.8,1338.7,2521.9,0.0,1423.5,214.0,1209.5,-570.3,2461.8,-150.8,3164.2,0.0,3164.2,5686.1,
09/30/2018,5958.2,1595.7,1261.3,334.4,423.8,423.8,0.0,583.8,117.3,141.6,324.9,0.0,309.3,52.6,,115.1,228.5,2912.6,826.1,,,479.0,479.0,,,1740.5,1590.2,1122.3,467.9,,35.2,3045.6,,657.9,134.0,11.7,,512.2,599.9,599.9,,,,3.3,,10.5,0.0,1261.1,593.6,593.6,,,,742.2,-10.5,,742.2,1335.8,2596.9,0.0,1556.0,214.8,1341.2,-743.4,2687.7,-139.0,3361.3,0.0,3361.3,5958.2,
12/31/2018,5323.7,956.5,714.1,242.4,456.9,456.9,0.0,607.0,111.5,144.8,350.7,0.0,266.5,54.3,0.0,174.0,182.3,2286.9,867.5,1322.8,-455.3,506.3,506.3,,,1663.0,1455.4,1112.2,343.2,,33.6,3036.8,,872.2,134.0,31.3,,706.9,0.0,0.0,0.0,0.0,,4.4,0.0,0.0,0.0,876.6,593.8,593.8,0.0,0.0,,712.9,0.0,37.0,675.9,1306.7,2183.3,0.0,1599.6,215.2,1384.4,-1015.4,2694.7,-138.5,3140.4,0.0,3140.4,5323.7,
03/31/2019,5469.3,963.0,709.2,253.8,578.0,578.0,0.0,630.9,112.3,161.2,357.4,0.0,196.9,55.4,,164.5,105.2,2368.8,962.1,,,453.7,453.7,,,1684.7,1444.7,1103.4,341.3,,75.5,3100.5,,619.9,147.2,79.1,,393.6,22.6,0.0,22.6,,22.6,4.0,,,0.0,646.5,643.6,593.9,49.7,,49.7,731.7,,,731.7,1375.3,2021.8,0.0,1665.4,216.0,1449.4,-1021.1,2944.4,-141.2,3447.5,0.0,3447.5,5469.3,
06/30/2019,5573.5,934.3,726.8,207.5,609.6,609.6,0.0,624.9,120.7,164.4,339.8,0.0,185.9,55.7,,163.8,112.2,2354.7,1002.3,,,412.9,412.9,,,1803.6,1559.5,1173.9,385.6,,80.3,3218.8,,668.6,151.0,53.8,,463.8,23.8,0.0,23.8,,23.8,4.6,,,0.0,697.0,644.5,594.1,50.4,,50.4,731.7,,,731.7,1376.2,2073.2,0.0,1729.2,216.9,1512.3,-1277.4,3186.7,-138.2,3500.3,0.0,3500.3,5573.5,
09/30/2019,5966.3,1356.9,1186.6,170.3,570.0,570.0,0.0,611.1,125.8,148.6,336.7,0.0,201.7,57.3,,155.8,97.5,2739.7,1046.9,,,386.0,386.0,,,1793.7,1537.7,1156.6,381.1,,100.2,3226.6,,726.2,135.9,18.9,,571.4,24.1,0.0,24.1,,24.1,25.5,,,0.0,775.8,646.6,594.2,52.4,,52.4,729.1,,,729.1,1375.7,2151.5,0.0,1787.9,217.5,1570.4,-1278.7,3461.4,-155.8,3814.8,0.0,3814.8,5966.3,
12/31/2019,6488.1,1516.9,1179.1,337.8,543.6,543.6,0.0,640.9,118.0,121.7,401.2,0.0,282.6,59.1,0.0,172.2,192.8,2984.0,1140.4,1652.7,-512.3,585.5,585.5,,,1778.2,1504.2,1167.7,336.5,,101.8,3504.1,,870.5,180.4,52.9,,637.2,25.5,0.0,25.5,0.0,25.5,6.4,0.0,0.0,0.0,902.4,653.3,594.4,58.9,0.0,58.9,784.1,0.0,42.0,742.1,1437.4,2339.8,0.0,1841.4,218.1,1623.3,-1278.7,3741.6,-156.0,4148.3,0.0,4148.3,6488.1,
03/31/2020,6076.1,1031.1,662.9,368.2,585.1,585.1,0.0,662.2,120.2,133.2,408.8,0.0,229.5,65.8,,158.0,93.0,2507.9,1176.1,,,587.8,587.8,,,1804.3,1501.0,1166.2,334.8,,145.3,3568.2,,715.4,151.5,67.8,,496.1,24.9,0.0,24.9,,24.9,6.6,,,0.0,746.9,650.3,594.6,55.7,,55.7,777.8,,,777.8,1428.1,2175.0,0.0,1894.4,218.5,1675.9,-1893.5,4052.2,-152.0,3901.1,0.0,3901.1,6076.1,
06/30/2020,6424.1,1163.8,903.5,260.3,567.9,567.9,0.0,735.1,126.2,144.3,464.6,0.0,223.5,57.3,,204.1,114.2,2690.3,1280.3,,,594.4,594.4,,,1859.1,1501.2,1167.7,333.5,,153.8,3733.8,,843.0,153.4,67.6,,622.0,23.8,0.0,23.8,,23.8,6.4,,,0.0,873.2,660.7,594.7,66.0,,66.0,1051.1,,,1051.1,1711.8,2585.0,0.0,1957.4,633.5,1323.9,-1902.5,3930.3,-146.1,3839.1,0.0,3839.1,6424.1,
