Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,Gross Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/24/1990,,,,,,,29.252484,15.282278,,13.973392,8.911411,8.911411,8.911411,,36.225856,30.563746,,
06/16/1990,,,,,,,30.227635,16.092863,,14.401927,9.026602,9.026602,9.026602,,37.323649,28.561901,,
09/08/1990,,,,,,,29.140408,15.87807,,14.147913,8.840341,8.840342,8.840342,,37.514872,28.446064,,
12/29/1990,,,,,,,30.925801,17.197108,,16.123675,10.280919,10.280919,10.280919,,36.237121,18.990517,,
03/23/1991,,15.626845,8.008743,11.757928,11.3646,,28.40302,13.234765,3.914176,11.993863,7.464995,7.464995,7.464995,,37.75988,39.716684,9.420381,
06/15/1991,,15.575845,7.843317,11.416808,11.050595,,29.285945,14.429965,6.016068,13.048861,8.176038,8.176038,8.176038,,37.3429,34.921612,10.136509,
09/07/1991,,15.324756,7.608749,11.115117,10.789565,,29.031933,15.035311,10.109095,13.308544,8.276984,8.276983,8.276983,,37.806994,34.385379,10.055281,
12/28/1991,,11.53971,6.355016,9.338055,8.445296,,26.73098,12.216594,,10.291133,6.224624,6.224624,6.224624,,39.514684,32.866725,7.746985,
03/21/1992,,11.539049,6.110077,9.018458,8.830577,,27.24403,12.963166,10.957395,11.160235,6.953588,7.126062,7.126062,,37.693178,40.529142,6.862372,
06/13/1992,,11.614809,6.087715,8.984429,8.816432,,28.308142,14.207573,12.789064,12.518808,7.853926,7.853926,7.853926,,37.262985,33.750606,7.69474,
09/05/1992,,9.825869,5.03483,7.55124,7.400352,,22.714834,8.175502,,6.833409,3.343317,3.343317,3.343317,,51.073945,79.295232,2.034423,
01/02/1993,,9.550327,4.778068,7.032928,6.390247,,22.840232,8.630746,,7.629424,5.006611,5.00661,5.00661,,34.3776,38.692345,5.855081,
03/27/1993,,8.593891,4.322582,6.324926,6.2113,,23.678072,8.875359,,7.734108,4.749254,4.749255,4.749255,,38.593375,60.115814,3.427603,
06/19/1993,,7.643031,3.83043,5.631857,5.530139,,25.209436,10.295065,,9.102866,5.539474,5.539474,5.539474,,39.145824,0.0,7.643031,
09/11/1993,,7.473203,3.701797,5.494138,5.400163,,23.835049,8.620301,,7.220663,3.190934,3.190934,3.190934,,55.808292,89.361337,0.795049,
01/01/1994,,-23.713351,-10.125366,,,,22.913478,7.979235,-25.183456,-87.917256,-52.109736,-52.109736,-52.109736,,,,,
03/26/1994,,-23.242839,-9.931036,,,,25.733548,10.968712,,9.36588,5.48888,5.488881,5.488881,,41.39493,53.508504,-10.805944,
06/18/1994,,-22.716587,-9.823106,,,,26.661724,12.553045,,10.845233,6.25525,6.25525,6.25525,,42.322587,45.291243,-12.427962,
09/10/1994,,-20.950712,-9.117701,,,,26.705607,13.181516,8153.521877,11.246836,6.704401,6.704401,6.704401,,40.388559,42.581066,-12.029675,
12/31/1994,,13.2,4.981097,8.865855,8.398815,,27.607118,13.216747,204.274978,11.204874,6.711196,6.711196,6.711196,,40.104672,31.120954,9.092034,
03/25/1995,,13.566125,5.097368,9.104353,9.032656,,26.800095,12.629588,29.176755,10.427685,6.204288,6.204288,6.204288,,40.501774,0.0,13.566125,
06/17/1995,,13.437702,5.164969,9.310549,9.229073,,26.677236,12.246053,9.411821,9.973325,5.970215,5.970215,5.970215,,40.138169,42.865386,7.677579,
09/09/1995,,12.881928,5.02671,9.200099,9.115393,,26.472066,11.746629,,9.468482,5.63259,5.632591,5.632591,,40.51222,46.737375,6.861253,
12/31/1995,,12.847641,5.2644,9.296447,8.839971,,27.330279,13.56399,19.327958,12.581685,6.80946,6.80946,6.80946,,45.877997,57.969403,5.39994,
03/23/1996,,12.844048,5.26315,9.203533,8.891519,,27.711271,12.974227,22.333892,10.949669,6.482652,6.482652,6.482652,,40.795904,0.0,12.844048,
06/15/1996,,12.886965,5.326214,9.220312,8.908565,,26.763976,12.523007,19.416907,10.538668,6.436564,6.436564,6.436564,,38.924306,38.297559,7.951572,
09/07/1996,,13.276674,5.549944,9.493992,9.18,,27.134935,12.842917,26.751884,10.881378,6.571624,6.571624,6.571624,,39.606693,37.389318,8.312616,
12/28/1996,,13.375797,5.950611,9.858389,9.62619,,27.231524,13.29584,11.149512,11.48274,6.877925,6.877925,6.877925,,40.10206,51.361146,6.505834,
03/22/1997,,13.019024,5.801073,9.607411,9.491191,,25.494255,10.702901,,8.825773,5.375289,5.37529,5.37529,,39.095541,44.416289,7.236457,
06/14/1997,,12.713434,5.728831,9.581168,9.46029,,25.321403,11.086514,,9.350753,5.802251,5.802251,5.802251,,37.948841,39.562255,7.683713,
09/06/1997,,12.675731,5.803976,9.647458,9.516286,,25.503665,11.907101,0.118234,10.425452,6.572643,6.572643,6.572643,,36.955798,34.832648,8.260438,
01/03/1998,,12.511921,6.075414,9.933752,10.087693,,26.206855,13.418017,14.596679,10.85738,6.979199,6.979199,6.979199,,35.719306,23.062127,9.626406,
