Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
08/31/1992,2675.231934,264.368996,109.695,154.673996,26.158001,,33.140999,,,,,34.874001,,,358.541992,1940.072021,2279.987061,-339.915009,,376.618011,,,,,376.618011,2316.690033,,99.439003,99.439003,,,107.394997,,,,,,312.108017,,,312.108017,518.942017,785.799988,,,,,9.566,,,,,,9.566,795.365988,1314.308004,0.0,534.117004,,,0.0,,826.807007,1360.924011,,1360.924011,2675.232016,
11/30/1992,2645.606934,226.061997,115.014,111.047997,21.624001,,31.618,,,,,32.119999,,,311.424011,1961.401978,2318.797119,-357.394989,,372.781006,,,,,372.781006,2334.182984,,71.473,71.473,,,97.931,,,,,,305.377006,,,305.377006,474.781006,776.599976,,,,,9.381,,,,,,9.381,785.980976,1260.761982,0.0,534.651978,,,0.0,,850.192993,1384.844971,,1384.844971,2645.606953,
02/28/1993,2803.095947,191.988998,64.623001,127.365997,20.635,,33.687,,,,,44.752998,,,291.063995,2142.084961,2520.048096,-377.963013,,369.946991,,,,,369.946991,2512.031952,,78.658997,78.658997,,,122.429001,,,,,,346.601028,,,346.601028,547.689026,829.864014,,,,,8.635,,,,,,8.635,838.499014,1386.18804,0.0,535.791016,,,0.0,,881.117004,1416.90802,,1416.90802,2803.09606,
05/31/1993,2881.695068,254.132,25.771999,228.360001,26.363001,,34.264999,,,,,60.645,,,375.404999,2137.887939,2538.191895,-400.303986,,368.402008,,,,,368.402008,2506.289948,,87.179001,87.179001,,,118.050003,,,,,,421.734009,,,421.734009,626.963013,782.995972,,,,,8.901,,,,,,8.901,791.896972,1418.859984,0.0,536.338013,,,0.0,,926.497009,1462.835022,,1462.835022,2881.695006,
08/31/1993,2802.205078,185.306995,47.754002,137.552994,25.07,,34.330002,,,,,43.334,,,288.040985,2148.572998,,,,365.591003,,,,,365.591003,2514.164001,,85.397003,85.397003,,,91.513,,,,,,358.251007,,,358.251007,535.161011,660.497986,,,,,10.182,,,,,,10.182,670.679986,1205.840997,0.0,543.901001,,,0.0,,1052.463013,1596.364014,,1596.364014,2802.20501,
11/30/1993,3218.919922,148.920002,60.243,88.677002,19.309999,,37.244999,,,,,48.323002,,,253.798004,2588.009033,3023.415039,-435.406006,,377.113007,,,,,377.113007,2965.12204,,81.374001,81.374001,,,91.621002,,,,,,376.999016,,,376.999016,549.994019,1031.220947,,,,,10.499,,,,,,10.499,1041.719947,1591.713965,0.0,544.018005,,,0.0,,1083.187988,1627.205994,,1627.205994,3218.919959,
02/28/1994,3262.133057,126.327999,40.410999,85.917,24.437,,38.686001,,,,,53.210999,,,242.662003,2648.63501,3109.205078,-460.570007,,370.835999,,,,,370.835999,3019.471008,,89.276001,89.276001,,,91.524002,,,,,,395.11998,,,395.11998,575.919983,991.414001,,,,,21.021,,,,,,21.021,1012.435001,1588.354984,0.0,544.963989,,,0.0,,1128.813965,1673.777954,,1673.777954,3262.132938,
05/31/1994,3319.103027,167.510002,93.607002,73.903,32.146999,,40.493999,,,,,67.641998,,,307.792999,2638.25293,3114.564941,-476.312012,0.0,373.057007,,,,,373.057007,3011.309937,,97.167999,97.167999,,,91.100998,,,,,,487.192001,,,487.192001,675.460999,896.223999,,,,,15.146,,,,,,15.146,911.369999,1586.830997,0.0,545.458008,,,0.0,,1186.813965,1732.271973,0.0,1732.271973,3319.10297,
08/31/1994,3553.397949,167.779999,95.352997,72.427002,27.385,,42.721001,,,,,47.097,,,284.983002,2916.008057,3418.851074,-502.842987,,352.407013,,,,,352.407013,3268.41507,,99.983002,99.983002,,,91.021004,,,,,,409.030968,,,409.030968,600.034973,1054.30896,,,,,16.264999,,,,,,16.264999,1070.573959,1670.608932,0.0,546.598999,,,0.0,,1336.189941,1882.78894,,1882.78894,3553.397873,
11/30/1994,3669.822998,124.219997,54.105,70.114998,20.789,,45.122002,,,,,50.318001,,,240.449005,3071.430908,3602.096924,-530.666016,76.875999,281.066986,,,,,281.066986,3429.373894,,86.75,86.75,,,84.643997,,,,,,393.562973,,,393.562973,564.95697,1161.904053,,,,,14.028,,,,,,14.028,1175.932053,1740.889023,0.0,547.77301,,,0.0,,1381.161011,1928.934021,,1928.934021,3669.823044,
02/28/1995,3704.024902,113.629997,49.709999,63.919998,28.440001,,45.771,,,,,61.98,,,249.820999,3095.674072,,,77.223,281.307007,,,,,281.307007,3454.204079,,85.172997,85.172997,,,87.185997,,,,,,411.518997,,,411.518997,583.877991,1128.36499,,,,,14.023,,,,,,14.023,1142.38799,1726.265981,0.0,549.291016,,,0.0,,1428.468018,1977.759033,0.0,1977.759033,3704.025014,
05/31/1995,3798.637939,205.762001,141.511002,64.250999,32.077999,,48.91,,,,,80.404999,,,367.154999,3088.9729,,,77.709,264.800995,,,,,264.800995,3431.482895,,88.013,88.013,,,78.573997,,,,,,526.256996,,,526.256996,692.843994,996.940979,,,,,14.674,,,,,,14.674,1011.614979,1704.458973,0.0,596.351013,,,0.0,,1497.828003,2094.179016,0.0,2094.179016,3798.637989,
08/31/1995,4034.89502,148.260002,88.107002,60.153,32.601002,,49.783001,,,,,57.916,,,288.559998,3394.516113,4012.595947,-618.080017,,351.819,,,,,351.819,3746.335114,,105.492996,105.492996,,,72.184998,,,,,,485.389999,,,485.389999,663.067993,1072.407959,,,,,15.499,,,,,,15.499,1087.906959,1750.974952,0.0,597.299988,,,0.0,,1686.619995,2283.919983,,2283.919983,4034.894935,
11/30/1995,4105.486816,103.760002,53.365002,50.395,33.080002,,48.82,,,,,70.718002,,,256.377991,3414.822998,4064.478027,-649.655029,78.906998,355.378998,,,,,355.378998,3849.108994,,90.237,90.237,,,72.751999,,,,,,431.721024,,,431.721024,594.710022,1150.031006,,,,,15.873,,,,,,15.873,1165.904006,1760.614028,0.0,597.658997,,,0.0,,1747.213989,2344.872986,0.0,2344.872986,4105.487014,
02/28/1996,4542.96582,318.297001,291.694,26.603001,30.280001,,49.542,,,,,72.905998,,,471.024994,3637.2229,4318.881836,-681.658997,67.935997,366.782013,,,,,366.782013,4071.94091,,90.040001,90.040001,,,72.766998,,,,,,487.361031,,,487.361031,650.16803,1479.392944,,,,,17.094999,,,,,,17.094999,1496.487944,2146.655973,0.0,600.046997,,,0.0,,1796.262939,2396.309937,0.0,2396.309937,4542.96591,
05/31/1996,4776.562988,115.232,89.167,26.065001,35.384998,,52.071999,,,,,77.092003,,,279.781006,3806.702881,4520.032227,-713.328979,92.177002,597.901978,,,,,597.901978,4496.78186,,105.681999,105.681999,,,72.681999,,,,,,603.049026,,,603.049026,781.413025,1353.748047,,,,,17.093,,,,,,17.093,1370.841047,2152.254072,0.0,744.486023,,,0.0,,1879.822998,2624.309021,0.0,2624.309021,4776.563093,
08/31/1996,4703.096191,104.673,85.750999,18.922001,41.007999,,51.266998,,,,,66.747002,,,263.695007,3783.549072,4529.435059,-745.885986,28.294001,627.557983,,,,,627.557983,4439.401056,,136.304993,136.304993,,,72.525002,,,,,,480.737999,,,480.737999,689.567993,1059.519043,,,,,16.790001,,,,,,16.790001,1076.309044,1765.877037,0.0,815.750977,,,0.0,,2121.468018,2937.218994,0.0,2937.218994,4703.096031,
11/30/1996,5101.888184,124.114998,111.628998,12.486,38.109001,,53.280998,,,,,75.428001,,,290.933014,4099.038086,4807.823242,-708.784973,0.0,711.916992,,,,,711.916992,4810.955078,,84.748001,84.748001,,,66.369003,,,,,,511.625,,,511.625,662.742004,1316.631958,,,,,91.629997,,,,,,91.629997,1408.261955,2071.00396,0.0,822.557007,,,0.0,,2208.326904,3030.883911,0.0,3030.883911,5101.887871,
02/28/1997,5087.025,101.371,88.928,12.443,42.86,42.86,53.667,,,,,84.853,,,282.751,4122.496,4866.758,-744.262,,681.778,217.843,217.843,0.0,405.123,58.812,4804.274,,110.021,110.021,,,66.368,,,,,,553.706,,,553.706,730.095,1116.235,,,,,91.385,,,,,,91.385,1207.62,1937.715,,865.064,,,,2260.467,23.779,3149.31,,3149.31,5087.025,
05/31/1997,5070.282,106.006,93.626,12.38,49.28,49.28,54.902,,,,,91.801,,,301.989,4104.135,4878.119,-773.984,,664.158,216.098,216.098,0.0,385.023,63.037,4768.293,,108.135,108.135,,,62.09,,,,,,643.001,,,643.001,813.226,937.105,,,,,89.621,,,,,,89.621,1026.726,1839.952,,865.653,,,,2355.235,9.442,3230.33,,3230.33,5070.282,
08/31/1997,5241.765,225.751,215.438,10.313,49.753,49.753,54.394,,,,,75.134,,,405.032,4131.672,4952.547,-820.875,,705.061,214.352,214.352,0.0,427.718,62.991,4836.733,,112.021,112.021,,,62.089,,,,,,570.494,,,570.494,744.604,926.487,,,,,75.434,,,,,,75.434,1001.921,1746.525,,868.104,,,,2620.44,6.696,3495.24,,3495.24,5241.765,
11/30/1997,5426.774902,149.726998,139.988998,9.738,57.09,,54.970001,54.970001,0.0,0.0,,74.237999,,,336.024994,4327.413086,5181.844238,-854.43103,0.0,763.336975,212.606995,,,,550.72998,5090.750061,,106.782997,106.782997,,,59.619999,,,,,,619.739033,,,619.739033,786.142029,1015.294006,,,,,20.240999,,,,,,20.240999,1035.535005,1821.677034,0.0,869.06897,,,0.0,,2736.029053,3605.098023,0.0,3605.098023,5426.775057,
02/28/1998,5719.687988,123.789999,114.071999,9.718,61.348999,61.349,56.026001,56.026001,0.0,0.0,,85.799004,,,326.963989,4647.967773,5536.251953,-888.283997,0.0,744.755981,210.860992,210.861,-8e-06,457.584,76.310989,5392.723754,,99.474998,99.474998,,,50.900002,,,,,,679.84198,,,679.84198,830.21698,1189.779053,,,,,22.481001,,,,,,22.481001,1212.260054,2042.477034,0.0,875.911987,,,0.0,2796.519,4.780072,3677.211059,0.0,3677.211059,5719.688093,
05/31/1998,6711.835938,130.013998,120.599998,9.414,66.502998,,76.225998,76.225998,0.0,0.0,,102.753998,,,375.497009,5469.813965,6429.920898,-960.106995,0.0,866.525024,403.076996,,,,463.448028,6336.338989,,187.897003,187.897003,,,58.457001,,,,,,969.557007,,,969.557007,1215.911011,1557.015991,,,,,23.907,,,,,,23.907,1580.922991,2796.834002,0.0,877.625,,,0.0,,2914.298096,3791.923096,123.079002,3915.002098,6711.8361,
08/31/1998,6792.349,146.538,125.127,21.411,73.268,73.268,74.15,,,,,88.956,,,382.912,5481.6,6493.759,-1012.159,,927.837,439.721,439.721,0.0,452.904,35.212,6409.437,,160.988,160.988,,,72.423,,,,,,895.197,,,895.197,1128.608,1374.896,,,,,52.679,,,,,,52.679,1427.575,2556.183,,886.09,,,,3212.595,5.698,4104.383,131.783,4236.166,6792.349,
11/30/1998,7179.323,143.229,137.273,5.956,60.837,60.837,75.449,,0.0,0.0,0.0,90.764,,,370.279,5768.114,6820.413,-1052.299,0.0,1040.93,437.464,437.464,0.0,,603.466,6809.044,,168.546,168.546,,,67.626,,,,,,898.941,,,898.941,1135.113,1563.014,,,,,63.036,,,,,,63.036,1626.05,2761.163,0.0,886.443,,,0.0,3379.628,19.405,4285.476,132.684,4418.16,7179.323,
02/28/1999,7830.484863,791.247024,574.254028,216.992996,72.946999,,77.625999,77.625999,0.0,0.0,0.0,94.968002,,,1036.787964,5764.498047,6869.570801,-1105.072998,0.0,1029.198975,434.17099,,,,595.027985,6793.697022,,156.612,156.612,,,66.702003,,,,,,915.00399,,,915.00399,1138.317993,1355.56897,,,,,88.910004,,,,,,88.910004,1444.478974,2582.796967,0.0,1623.911011,,,0.0,,3489.990967,5113.901978,133.785995,5247.687973,7830.48494,
05/31/1999,7999.308105,997.439026,382.640015,614.799011,103.213997,,81.035004,81.035004,0.0,0.0,0.0,100.210999,,,1281.899048,5770.920898,6928.777832,-1157.857056,0.0,946.487976,406.708008,,,,539.779968,6717.408874,,180.115005,180.115005,,,33.667,,,,,,1080.526955,,,1080.526955,1294.30896,1240.996948,,,,,82.791,,,,,,82.791,1323.787948,2618.096908,0.0,1626.980957,,,0.0,,3615.518066,5242.499023,138.712006,5381.211029,7999.307937,
08/31/1999,8227.601,940.058,484.235,455.823,115.6,115.6,79.151,,,,,87.883,,,1222.692,6083.4,7300.817,-1217.417,,921.509,402.443,402.443,0.0,491.898,27.168,7004.909,,189.562,189.562,,,33.667,,,,,,1002.273,,,1002.273,1225.502,1184.478,,,,,75.42,,,,,,75.42,1259.898,2485.4,,1635.751,,,,3990.235,-31.679,5594.307,147.894,5742.201,8227.601,
11/30/1999,8286.355,544.571,521.771,22.8,62.887,62.887,84.019,84.019,0.0,0.0,0.0,100.159,,,791.636,6410.527,7680.41,-1269.883,0.0,1084.192,462.34,462.34,0.0,586.922,34.93,7494.719,,195.879,195.879,,,206.267,,,,,,1002.767,,,1002.767,1404.913,867.515,,,,,82.68,,,,,,82.68,950.195,2355.108,0.0,1763.578,,,0.0,4176.498,-8.829,5931.247,0.0,5931.247,8286.355,
02/29/2000,8332.673,558.317,552.764,5.553,82.288,82.288,86.76,,,,,124.815,,,852.18,6439.471,7768.503,-1329.032,,1041.022,458.846,458.846,0.0,543.849,38.327,7480.493,,197.521,197.521,,,207.817,,,,,,946.637,,,946.637,1351.975,865.666,,,,,89.409,,,,,,89.409,955.075,2307.05,,1774.757,,,,4283.203,-32.337,6025.623,,6025.623,8332.673,
05/31/2000,8342.173828,300.150986,295.566986,4.584,96.718002,96.718,94.691002,94.691002,,,,130.876999,,,622.437012,6674.115234,8045.515137,-1371.400024,,1045.621948,455.313995,455.314,-5e-06,541.646,48.661953,7719.737182,,194.623001,194.623001,,,208.863998,,,,,,1160.809022,,,1160.809022,1564.296021,871.047974,,,,,91.235001,,,,,,91.235001,962.282975,2526.578996,,1776.213989,,,-335.143005,4423.788,-49.263891,5815.595093,,5815.595093,8342.174089,
08/31/2000,8592.17,145.596,141.141,4.455,109.066,109.066,92.353,,,,,122.148,,,469.163,7102.225,8538.436,-1436.211,,1020.782,452.679,452.679,0.0,516.341,51.762,8123.007,,228.623,228.623,,,6.696,,,,,,1020.228,,,1020.228,1255.547,1475.831,,,,,91.606,,,,,,91.606,1567.437,2822.984,,1778.939,,,-705.137,4758.448,-63.064,5769.186,,5769.186,8592.17,
11/30/2000,9831.320312,189.281998,189.281998,,95.361,,100.450996,100.450996,,,,164.388,,,549.481995,8001.317871,9485.663086,-1484.344971,,1280.52002,701.38501,701.38501,0.0,,579.13501,9281.837891,,332.694,332.694,,,248.218994,,,,,,1134.380951,,,1134.380951,1715.293945,2099.076904,,,,,146.332001,,,,,,146.332001,2245.408905,3960.70285,,1779.072998,,,-705.137024,,4796.680969,5870.616943,,5870.616943,9831.319793,
02/28/2001,10285.311,133.111,133.111,,109.03,109.03,101.316,,,,,241.716,,,585.173,8076.334,9640.149,-1563.815,,1623.804,706.7,706.7,0.0,423.59,493.514,9700.138,,302.802,302.802,,,505.891,,,,,,1166.467,,,1166.467,1975.16,1854.719,,,,,512.87,,,,,,512.87,2367.589,4342.749,,1784.438,,,-705.137,4950.578,-87.317,5942.562,,5942.562,10285.311,
05/31/2001,11304.889648,666.590027,666.590027,0.0,113.742996,,100.627998,100.627998,0.0,0.0,0.0,263.415985,,,1144.376953,8381.308594,10016.120117,-1634.811035,0.0,1779.208984,684.890991,684.890991,0.0,,1094.317993,10160.517578,,314.865997,314.865997,,,417.817993,,,,,,1361.597992,,,1361.597992,2094.281982,2416.693115,,,,,740.130005,,,,,,740.130005,3156.82312,5251.105102,0.0,1807.746948,,,-727.637024,,4973.679993,6053.789917,0.0,6053.789917,11304.895019,
08/31/2001,11275.80957,1155.235962,1155.235962,0.0,113.455002,,96.336998,96.336998,0.0,0.0,0.0,260.705994,,,1625.734009,8427.845703,10074.080078,-1646.239014,0.0,1222.225952,662.338989,662.338989,0.0,,559.886963,9650.071655,,299.533997,299.533997,,,301.855011,,,,,,1119.880035,,,1119.880035,1721.269043,2862.136963,,,,,145.983994,,,,,,145.983994,3008.120957,4729.39,0.0,1811.25,,,-727.637024,,5462.80304,6546.416016,0.0,6546.416016,11275.806016,
11/30/2001,11563.552,1458.084,1421.3,36.784,90.763,90.763,91.996,,,,,318.145,,,1958.988,8390.23,10098.675,-1708.445,,1214.334,651.814,651.814,0.0,,562.52,9604.564,,269.467,269.467,,,21.764,,,,,,1189.009,,,1189.009,1480.24,2954.854,,,,,537.681,,,,,,537.681,3492.535,4972.775,,1811.448,,,-727.637,5556.296,-49.33,6590.777,,6590.777,11563.552,
02/28/2002,11714.421,1200.896,1161.646,39.25,109.121,109.121,90.369,,,,,304.63,,,1705.016,8775.886,10563.212,-1787.326,,1233.519,644.803,644.803,0.0,,588.716,10009.405,,271.284,271.284,,,21.255,,,,,,1185.697,,,1185.697,1478.236,2960.019,,,,,615.667,,,,,,615.667,3575.686,5053.922,,1815.901,,,-727.637,5624.366,-52.131,6660.499,,6660.499,11714.421,
05/31/2002,12056.409,1500.482,1297.102,203.38,112.011,112.011,89.163,,,,,286.342,,,1987.998,8879.609,10767.713,-1888.104,,1188.802,665.71,665.71,0.0,,523.092,10068.411,,276.948,276.948,,,24.936,,,,,,1361.921,,,1361.921,1663.805,3090.338,,,,,467.674,,,,,,467.674,3558.012,5221.817,,1091.674,,,-727.637,5756.972,713.583,6834.592,,6834.592,12056.409,
08/31/2002,12196.722,1347.411,1300.442,46.969,129.291,129.291,91.042,,,,,233.846,,,1801.59,9251.822,11133.658,-1881.836,,1143.31,678.38,678.38,0.0,,464.93,10395.132,,317.313,317.313,,,25.7,,,,,,1165.454,,,1165.454,1508.467,3044.488,,,,,352.064,,,,,,352.064,3396.552,4905.019,,1094.68,,,-727.637,6196.125,728.535,7291.703,,7291.703,12196.722,
11/30/2002,12334.848,705.705,666.7,39.005,108.327,108.327,91.31,,,,,226.81,,,1132.152,10115.404,12102.163,-1986.759,,1087.292,681.056,681.056,0.0,,406.236,11202.696,,268.687,268.687,,,148.642,,,,,,1202.477,,,1202.477,1619.806,3011.969,,,,,285.17,,,,,,285.17,3297.139,4916.945,,1094.993,,,,6325.85,-2.94,7417.903,,7417.903,12334.848,
02/28/2003,12493.118,770.494,732.919,37.575,110.132,110.132,95.41,,,,,246.701,,,1222.737,10238.832,12334.729,-2095.897,,1031.549,706.49,706.49,0.0,,325.059,11270.381,,304.938,304.938,,,226.744,,,,,,1131.567,,,1131.567,1663.249,3083.621,,,,,209.216,,,,,,209.216,3292.837,4956.086,,1099.1,,,,6391.097,46.835,7537.032,,7537.032,12493.118,
05/31/2003,23363.465,1449.032,1381.033,67.999,347.054,347.054,157.779,,,,,593.221,,,2547.086,16708.612,18966.143,-2257.531,,4107.767,3649.236,3649.236,0.0,,458.531,20816.379,,615.782,615.782,,,346.302,,,,,,2292.94,,,2292.94,3255.024,6707.841,,,,,407.024,,,,,,407.024,7114.865,10369.889,,7470.794,,,-1058.65,6434.958,146.474,12993.576,,12993.576,23363.465,
08/31/2003,23397.015,1048.982,988.008,60.974,347.188,347.188,159.644,159.644,0.0,0.0,0.0,354.574,,,1910.388,17508.139,19883.556,-2375.417,0.0,3978.488,3615.858,3615.858,0.0,,362.63,21486.627,,639.088,639.088,,,365.059,,,,,,1884.75,,,1884.75,2888.897,6636.16,,,,,303.214,,,,,,303.214,6939.374,9828.271,0.0,7459.994,,,-1058.65,7085.427,81.973,13568.744,0.0,13568.744,23397.015,
11/30/2003,24491.0,1071.0,1070.0,1.0,403.0,,171.0,171.0,0.0,0.0,0.0,487.0,,,2132.0,17522.0,20073.0,-2551.0,0.0,4837.0,4355.0,3031.0,1324.0,,482.0,22359.0,,645.0,645.0,,,486.0,,,,,,2184.0,,,2184.0,3315.0,6918.0,,,,,465.0,,,,,,465.0,7383.0,10698.0,0.0,7518.0,,,-1058.0,7191.0,142.0,13793.0,0.0,13793.0,24491.0,
02/29/2004,25506.0,563.0,563.0,,445.0,445.0,200.0,200.0,,,,384.0,,,1592.0,18928.0,,,,4986.0,4480.0,3123.0,1357.0,,506.0,23914.0,,689.0,689.0,,,580.0,,,,,,2260.0,,,2260.0,3529.0,7247.0,,,,,548.0,,,,,,548.0,7795.0,11324.0,,7612.0,,,-1058.0,7294.0,334.0,14182.0,,14182.0,25506.0,
05/31/2004,26403.0,443.0,443.0,0.0,425.0,425.0,211.0,211.0,,,,371.0,,,1450.0,19948.0,,,,5005.0,4561.0,3212.0,1349.0,,444.0,24953.0,,711.0,711.0,,,1357.0,,,,,,2722.0,,,2722.0,4790.0,6623.0,,,,,593.0,,,,,,593.0,7216.0,12006.0,,7621.0,,,-1058.0,7526.0,308.0,14397.0,,14397.0,26403.0,
08/31/2004,26436.0,594.0,594.0,,434.0,434.0,223.0,223.0,,,,331.0,,,1582.0,19899.0,,,,4955.0,4538.0,3259.0,1279.0,,417.0,24854.0,,728.0,728.0,,,1287.0,,,,,,2365.0,,,2365.0,4380.0,6224.0,,,,,530.0,,,,,,530.0,6754.0,11134.0,,7637.0,,,-1058.0,8450.0,273.0,15302.0,,15302.0,26436.0,
