Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Depreciation & Amortization,Prov For Doubtful Accts,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2010,1475.302,1436.976,38.326,-936.106,936.106,539.196,0.0,-431.986,277.889,277.889,0.0,146.666,,7.431,107.21,-292.244,273.097,273.097,0.0,,26.622,-7.475,-185.034,45.845,-139.189,0.0,0.0,0.0,-139.189,0.0,-139.189,0.0,0.0,-139.189,-97.5155,41.6735,477.63,-0.29,-0.29,-0.204165,477.63,-0.29,-0.29,-0.204165,
03/31/2011,1512.851,1461.124,51.727,-947.954,947.954,564.897,0.0,-395.192,269.562,269.562,,152.397,,-26.767,169.705,-314.159,,269.914,,,40.29,3.955,-144.454,54.583,-89.871,0.0,0.0,0.0,-89.871,0.0,-89.871,0.0,0.0,-89.871,-74.271,15.6,488.539,-0.18,-0.18,-0.152027,488.539,-0.18,-0.18,-0.152027,
06/30/2011,1805.985,1750.632,55.353,-1130.608,1130.608,675.377,0.0,3008.383,301.582,301.582,,177.467,,-3487.432,3683.76,-311.243,,270.224,,,,41.019,3372.517,78.174,3450.691,0.0,0.0,0.0,3450.691,-8.706,3441.985,0.0,0.0,3441.985,-37.3807,-3479.3657,488.609,7.04,7.04,-0.076504,554.89,6.22,6.22,-0.076504,
09/30/2011,2233.587,2204.475,29.112,-1442.623,1442.623,790.964,0.0,-678.39,304.049,304.049,,249.52,,124.821,112.574,-298.829,,272.542,,,24.692,1.595,-186.255,79.68,-106.575,0.0,0.0,0.0,-106.575,-17.211,-123.786,0.0,0.0,-123.786,-70.03604,53.74996,488.636,-0.25,-0.25,-0.14333,488.636,-0.25,-0.25,-0.14333,
12/31/2011,2296.889,2279.636,17.253,-1505.176,1505.176,791.713,0.0,-700.606,307.312,307.312,0.0,237.762,,155.532,91.107,-301.284,,274.152,,,26.029,1.103,-210.177,190.876,-19.301,0.0,0.0,0.0,-19.301,-94.39,-113.691,0.0,0.0,-113.691,-108.80277,4.88823,488.823,-0.23,-0.23,-0.222581,488.823,-0.23,-0.23,-0.222581,
03/31/2012,2287.59,2268.631,18.959,-1498.4,1498.4,789.19,0.0,-596.584,303.289,303.289,,236.809,,56.486,192.606,-368.784,,284.342,,,,84.442,-176.178,-27.129,-203.307,0.0,0.0,0.0,-203.307,-13.946,-217.253,0.0,0.0,-217.253,-75.48331,141.76969,488.861,-0.44,-0.44,-0.154406,488.861,-0.44,-0.44,-0.154406,
06/30/2012,2323.765,2282.848,40.917,-1476.248,1476.248,847.517,0.0,-672.142,309.478,309.478,,235.643,,127.021,175.375,-297.113,,276.323,,,,20.79,-121.738,51.304,-70.434,0.0,0.0,0.0,-70.434,-75.018,-145.452,0.0,0.0,-145.452,-28.10856,117.34344,488.931,-0.3,-0.3,-0.05749,488.931,-0.3,-0.3,-0.06,
09/30/2012,2254.978,2223.004,31.974,-1462.554,1462.554,792.424,0.0,-655.023,319.106,319.106,,228.414,,107.503,137.401,-294.66,,275.771,,,,18.889,-157.259,2.585,-154.674,0.0,0.0,0.0,-154.674,-26.485,-181.159,0.0,0.0,-181.159,-126.8778,54.2812,488.945,-0.37,-0.37,-0.259493,488.945,-0.37,-0.37,-0.259493,
12/31/2012,2294.511,2287.042,7.469,-1484.08,1484.08,810.431,0.0,-1235.287,307.901,307.901,0.0,226.831,,700.555,-424.856,-854.182,,279.922,,,21.417,552.843,-1279.038,90.541,-1188.497,0.0,0.0,0.0,-1188.497,-35.33,-1223.827,0.0,0.0,-1223.827,-117.1252,1106.7018,489.211,-2.5,-2.5,-0.239417,489.211,-2.5,-2.5,-0.239417,
03/31/2013,2352.148,2321.113,31.035,-1493.595,1493.595,858.553,0.0,-556.736,303.901,303.901,,211.918,,40.917,301.817,-248.808,,225.447,,,22.079,1.282,53.009,-30.431,22.578,0.0,0.0,0.0,22.578,-16.032,6.546,0.0,0.0,6.546,7.9409,1.3949,489.291,0.01,0.01,0.016229,492.305,0.01,0.01,0.012833,
06/30/2013,2481.265,2448.863,32.402,-1487.05,1487.05,994.215,0.0,-762.613,314.324,314.324,,218.151,,230.138,231.602,-258.315,,214.5,,,38.864,4.951,-26.713,-3.865,-30.578,0.0,0.0,0.0,-30.578,-62.38,-92.958,0.0,0.0,-92.958,19.60738,112.56538,489.484,-0.19,-0.19,0.040057,489.484,-0.19,-0.19,0.039967,
09/30/2013,2463.037,2438.298,24.739,-1580.077,1580.077,882.96,0.0,-620.163,342.847,342.847,,211.682,,65.634,262.797,-244.054,,208.939,,,34.439,0.676,18.743,14.428,33.171,0.0,0.0,0.0,33.171,-55.484,-22.313,0.0,0.0,-22.313,-6.30155,16.01145,489.672,-0.05,-0.05,-0.012869,489.672,-0.05,-0.05,-0.017302,
12/31/2013,2513.213,2500.906,12.307,-1605.175,1605.175,908.038,0.0,-577.904,317.378,317.378,0.0,207.474,,53.052,330.134,-303.844,,208.461,,,93.23,2.153,26.29,-3.883,22.407,0.0,0.0,0.0,22.407,-79.212,-56.805,0.0,0.0,-56.805,38.5291,95.3341,490.185,-0.12,-0.12,0.078601,490.185,-0.12,-0.12,0.074486,
03/31/2014,2630.398,2597.603,32.795,-1650.095,1650.095,980.303,0.0,-563.831,319.246,319.246,,207.655,,36.93,416.472,-233.036,,209.387,,,22.215,1.434,183.436,2.664,186.1,0.0,0.0,0.0,186.1,-83.448,102.652,0.0,0.0,102.652,106.3154,3.6634,490.542,0.21,0.21,0.21673,513.144,0.2,0.2,0.207139,
06/30/2014,2581.033,2540.585,40.448,-1618.992,1618.992,962.041,0.0,-607.577,327.484,327.484,,203.07,,77.023,354.464,-228.241,,203.936,,,23.996,0.309,126.223,51.945,178.168,0.0,0.0,0.0,178.168,-68.16,110.008,0.0,0.0,110.008,135.0642,25.0562,490.786,0.22,0.22,0.2752,513.371,0.22,0.22,0.268807,
09/30/2014,2485.007,2447.048,37.959,-1593.058,1593.058,891.949,0.0,-605.46,347.487,347.487,,202.386,,55.587,286.489,-225.899,,202.835,,,22.81,0.254,60.59,-10.208,50.382,0.0,0.0,0.0,50.382,-70.652,-20.27,0.0,0.0,-20.27,-13.61855,6.65145,490.914,-0.04,-0.04,-0.027741,490.914,-0.04,-0.04,-0.027741,
12/31/2014,2385.546,2371.955,13.591,-1506.553,1506.553,878.993,0.0,-612.88,324.532,324.532,0.0,202.654,,85.694,266.113,-225.476,,200.903,,,18.773,5.8,40.637,-328.109,-287.472,0.0,0.0,0.0,-287.472,-54.791,-342.263,0.0,0.0,-342.263,-333.40415,8.85885,491.308,-0.7,-0.7,-0.678605,491.308,-0.7,-0.7,-0.681969,
03/31/2015,2332.244,2293.033,39.211,-1452.12,1452.12,880.124,0.0,-485.02,328.173,328.173,,206.412,,-49.565,395.104,-238.763,,216.262,,,19.011,3.49,156.341,56.305,212.646,0.0,0.0,0.0,212.646,-42.796,169.85,0.0,0.0,169.85,180.16615,10.31615,491.422,0.35,0.35,0.366622,575.312,0.33,0.33,0.347931,
06/30/2015,2385.135,2340.111,45.024,-1455.797,1455.797,929.338,0.0,-580.817,333.708,333.708,,208.565,,38.544,348.521,-225.826,,203.245,,,17.766,4.815,122.695,3.772,126.467,0.0,0.0,0.0,126.467,-29.008,97.459,0.0,0.0,97.459,109.08685,11.62785,551.358,0.18,0.18,0.197851,570.114,0.17,0.17,0.190396,
09/30/2015,2280.816,2239.314,41.502,-1397.9,1397.9,882.916,0.0,-642.889,340.495,340.495,,204.742,,97.652,240.027,-161.785,,191.781,,,-34.382,4.386,78.242,16.493,94.735,0.0,0.0,0.0,94.735,-28.31,66.425,0.0,0.0,66.425,77.1565,10.7315,563.287,0.12,0.12,0.136975,569.32,0.12,0.12,0.136975,
12/31/2015,2191.873,2163.613,28.26,-1319.559,1319.559,872.314,0.0,-1851.917,306.728,306.728,,200.164,,1345.025,-979.603,-423.918,,186.291,,,234.348,3.279,-1403.521,-69.976,-1473.497,0.0,0.0,0.0,-1473.497,692.043,-781.454,0.0,0.0,-781.454,745.30712,1526.76112,564.635,-1.383999,-1.383999,1.31998,564.635,-1.383999,-1.383999,1.31998,
03/31/2016,2209.686,2164.746,44.94,-1301.713,1301.713,907.973,0.0,-592.019,308.543,308.543,,199.839,,83.637,315.954,-203.446,,184.669,,,18.212,0.565,112.508,-21.31,91.198,0.0,0.0,0.0,91.198,-24.399,66.799,0.0,0.0,66.799,81.50265,14.70365,565.056,0.12,0.12,0.144238,569.455,0.12,0.12,0.144238,
06/30/2016,2269.502,2213.359,56.143,-1312.969,1312.969,956.533,0.0,-187.478,321.407,321.407,,206.899,,-340.828,769.055,-246.077,,180.352,,,15.885,49.84,522.978,-8.48,514.498,0.0,0.0,0.0,514.498,-40.145,474.353,0.0,0.0,474.353,197.30326,-277.04974,565.459,0.84,0.84,0.348926,570.762,0.83,0.83,0.344597,
09/30/2016,2515.115,2479.699,35.416,-1425.519,1425.519,1089.596,0.0,-376.841,371.95,371.95,,209.737,,-204.846,712.755,-196.49,,168.048,,,11.132,17.31,516.265,44.995,561.26,0.0,0.0,0.0,561.26,-25.641,535.619,0.0,0.0,535.619,377.4948,-158.1242,568.125,0.94,0.94,0.664457,573.812,0.93,0.93,0.654432,
12/31/2016,2460.82,2460.21,0.61,-1455.463,1455.463,1005.357,0.0,-755.362,376.717,376.717,0.0,233.052,,145.593,249.995,-142.569,,161.704,,,-24.118,4.983,107.426,-37.504,69.922,0.0,0.0,0.0,69.922,-45.253,24.669,0.0,0.0,24.669,65.00917,40.34017,573.833,0.04,0.04,0.113289,579.176,0.04,0.04,0.109651,
03/31/2017,2717.566,2617.351,100.215,-1532.37,1532.37,1185.196,0.0,-688.685,388.788,388.788,,249.769,,50.128,496.511,-181.797,,174.059,,,6.921,0.817,314.714,-62.14,252.574,0.0,0.0,0.0,252.574,-46.162,206.412,0.0,0.0,206.412,218.0153,11.6033,574.403,0.36,0.36,0.379551,580.165,0.36,0.36,0.379551,
06/30/2017,2652.133,2552.841,99.292,-1520.616,1520.616,1131.517,0.0,-631.619,354.349,354.349,,244.754,,32.516,499.898,-185.365,,174.058,,,10.556,0.751,314.533,-73.66,240.873,0.0,0.0,0.0,240.873,-31.009,209.864,0.0,0.0,209.864,175.45934,-34.40466,574.931,0.36,0.36,0.305183,582.056,0.36,0.36,0.300891,
09/30/2017,2830.175,2727.794,102.381,-1598.072,1598.072,1232.103,0.0,-739.399,402.023,402.023,,249.6,,87.776,492.704,-202.25,,163.287,,,8.825,30.138,290.454,-114.71,175.744,0.0,0.0,0.0,175.744,-27.381,148.363,0.0,0.0,148.363,194.81708,46.45408,573.527,0.26,0.26,0.339682,580.676,0.26,0.26,0.339682,
12/31/2017,2597.605,2497.451,100.154,-1542.064,1542.064,1055.541,0.0,-832.127,414.415,414.415,,249.357,,168.355,223.414,-182.325,,157.341,,,8.449,16.535,41.089,1377.904,1418.993,0.0,0.0,0.0,1418.993,-31.58,1387.413,0.0,0.0,1387.413,44.655,-1342.758,566.289,2.450009,2.450009,0.078855,572.42,2.39167,2.39167,0.045914,
03/31/2018,2822.237,2718.957,103.28,-1635.21,1635.21,1187.027,0.0,-827.27,417.89,417.89,,268.822,,140.558,359.757,-178.835,,167.909,,,9.01,1.916,180.922,85.379,266.301,0.0,0.0,0.0,266.301,-42.857,223.444,0.0,0.0,223.444,175.2016,-48.2424,564.832,0.39,0.39,0.310184,571.97,0.38,0.38,0.295656,
06/30/2018,2858.695,2754.135,104.56,-1669.414,1669.414,1189.281,0.0,-826.206,438.453,438.453,,296.208,,91.545,363.075,-198.942,,181.493,,,11.068,6.381,164.133,-23.71,140.423,0.0,0.0,0.0,140.423,-16.646,123.777,0.0,0.0,123.777,152.25413,28.47713,548.433,0.21,0.21,0.277617,554.339,0.21,0.21,0.261371,
09/30/2018,3029.302,2922.622,106.68,-1787.426,1787.426,1241.876,0.0,-830.973,463.417,463.417,,300.472,,67.084,410.903,-220.447,,205.573,,,11.583,3.291,190.456,-19.046,171.41,0.0,0.0,0.0,171.41,-28.532,142.878,0.0,0.0,142.878,132.07008,-10.80792,535.13,0.26,0.26,0.2468,540.396,0.26,0.26,0.24,
12/31/2018,3052.862,2941.89,110.972,-1826.825,1826.825,1226.037,0.0,-890.286,444.878,444.878,0.0,312.542,,132.866,335.751,-237.256,214.538,214.538,0.0,0.0,16.166,6.552,98.495,-92.735,5.76,0.0,0.0,0.0,5.76,-29.087,-23.327,0.0,0.0,-23.327,100.40832,123.73532,528.922,-0.06,-0.06,0.189836,528.922,-0.06,-0.06,0.173939,
03/31/2019,3176.911,3065.156,111.755,-1862.375,1862.375,1314.536,0.0,-944.276,525.112,525.112,,316.414,,102.75,370.26,-232.592,,216.12,,,18.165,-1.693,137.668,-71.511,66.157,0.0,0.0,0.0,66.157,-34.86,31.297,0.0,0.0,31.297,40.82677,9.52977,534.219,0.05,0.05,0.076423,537.506,0.05,0.05,0.06773,
06/30/2019,3223.243,3112.105,111.138,-1904.82,1904.82,1318.423,0.0,-946.938,524.424,524.424,,334.788,,87.726,371.485,-283.582,,215.829,,,21.477,46.276,87.903,-11.734,76.169,0.0,0.0,0.0,76.169,-32.764,43.405,0.0,0.0,43.405,48.67351,5.26851,532.365,0.08,0.08,0.091429,535.417,0.08,0.08,0.08984,
09/30/2019,3314.382,3206.481,107.901,-1936.65,1936.65,1377.732,0.0,-1139.351,494.228,494.228,,322.009,,323.114,238.381,-239.553,,215.503,,,14.669,9.381,-1.172,7.276,6.104,0.0,0.0,0.0,6.104,-43.237,-37.133,0.0,0.0,-37.133,162.95346,200.08646,518.983,-0.08,-0.08,0.313986,518.983,-0.08,-0.08,0.305536,
12/31/2019,3185.136,3079.043,106.093,-1899.644,1899.644,1285.492,0.0,1674.597,557.453,557.453,0.0,331.438,,-2563.488,2960.089,-337.763,,200.48,,,7.985,129.298,2622.326,-556.376,2065.95,0.0,0.0,0.0,2065.95,-54.373,2011.577,0.0,0.0,2011.577,-93.40486,-2104.98186,511.541,3.94,3.94,-0.182595,515.096,3.91,3.91,-0.182595,
03/31/2020,2252.817,2154.631,98.186,-1438.164,1438.164,814.653,0.0,436.192,574.306,574.306,,318.29,,-1328.788,1250.845,-314.022,,157.137,,,32.621,124.264,936.823,-262.304,674.519,0.0,0.0,0.0,674.519,132.35,806.869,0.0,0.0,806.869,-228.11395,-1034.98295,495.415,1.64,1.64,-0.46045,496.984,1.64,1.64,-0.46045,
06/30/2020,289.809,273.612,16.197,-374.37,374.37,-84.561,0.0,-949.968,473.564,473.564,,299.206,,177.198,-1034.529,-172.196,,156.756,,,23.761,-8.321,-1206.725,270.238,-936.487,0.0,0.0,0.0,-936.487,79.23,-857.257,0.0,0.0,-857.257,-782.08929,75.16771,493.456,-1.737251,-1.737251,-1.584922,493.456,-1.737251,-1.737251,-1.584922,
09/30/2020,1229.357,,,,,71.61004525,,,,,,,,,-405.0,,,,,,,,-629.429,,-560.0,,,,,,-560.0,,,-560.0,-508.667,,,-1.039,-1.039,-1.084,,-1.039,-1.039,-1.084,
12/31/2020,1771.214,,,,,291.66580938,,,,,,,,,-165.34,,,,,,,,-406.857,,-374.0,,,,,,-374.0,,,-374.0,-349.833,,,-0.734,-0.734,-0.748,,-0.734,-0.734,-0.748,
