Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/26/1993,1202.66394,319.736004,50.076,269.660004,191.330994,,,383.761993,,,,,116.587997,,,,,1011.416992,158.050003,286.119995,-128.070007,0.0,,33.196999,,,,33.196999,191.247002,,56.349998,56.349998,,,,,,,,,122.687996,,,,122.687996,179.037994,1.385,,,,26.489,,,,,26.489,27.874,206.911995,0.0,128.264999,,,-220.729996,,1088.216995,995.751999,0.0,995.751999,1202.663994,
09/25/1993,1263.118042,210.816998,50.837002,159.979996,321.505005,,,406.479004,,,,,112.239998,,,,,1051.041016,179.960007,315.890991,-135.931,0.0,,32.117001,,,,32.117001,212.077007,,81.515999,81.515999,,,,,,,,,146.651009,,,,146.651009,228.167007,1.359,,,,25.774,,,,,25.774,27.133,255.300008,0.0,128.302002,,,-237.453995,,1116.969986,1007.817993,0.0,1007.817993,1263.118001,
12/25/1993,1236.338013,309.291,104.720001,204.570999,174.434998,,,436.592987,,,,,84.120003,,,,,1004.439026,202.067993,344.475006,-142.406998,0.0,,29.830999,,,,29.830999,231.898992,,141.126007,141.126007,,,,,,,,,113.311997,,,,113.311997,254.438004,1.334,,,,2.275,,,,,2.275,3.609,258.047004,0.0,144.917999,,,-288.760986,,1122.133972,978.290985,0.0,978.290985,1236.337989,
04/02/1994,1198.219971,238.971004,58.620998,180.350006,255.526001,,,374.272003,,,,,87.239998,,,,,956.008972,210.209,360.417999,-150.209,0.0,,32.001999,,,,32.001999,242.210999,,88.621002,88.621002,,,,,,,,,111.542999,,,,111.542999,200.164001,1.308,,,,1.627,,,,,1.627,2.935,203.099001,0.0,144.917999,,,-288.656006,,1138.859009,995.121002,0.0,995.121002,1198.220004,
07/02/1994,1193.484985,314.459,79.621002,234.837997,159.679001,,,383.468994,,,,,85.547997,,,,,943.155029,218.128998,375.936005,-157.807007,0.0,,32.201,,,,32.201,250.329998,,91.275002,91.275002,,,,,,,,,105.250999,,,,105.250999,196.526001,1.283,,,,19.58,,,,,19.58,20.863,217.389001,0.0,128.113007,,,-296.110992,,1144.093964,976.095978,0.0,976.095978,1193.484979,
10/01/1994,1250.332031,235.909,45.009998,190.899002,299.105011,,,365.575989,,,,,85.697998,,,,,986.288025,232.733002,398.835999,-166.102997,0.0,,31.311001,,,,31.311001,264.044003,,87.952003,87.952003,,,,,,,,,139.646996,,,,139.646996,227.598999,1.258,,,,14.235,,,,,14.235,15.493,243.091999,0.0,132.798996,,,-303.151001,,1177.59198,1007.239975,0.0,1007.239975,1250.331974,
12/31/1994,1289.661987,330.351006,71.418999,258.932007,159.766006,,,423.002991,,,,,109.411003,,,,,1022.531006,236.559998,409.053986,-172.494003,0.0,,30.570999,,,,30.570999,267.130997,,138.580994,138.580994,,,,,,,,,164.817993,,,,164.817993,303.398987,1.227,,,,2.052,,,,,2.052,3.279,306.677987,0.0,144.932999,,,-325.161987,,1163.213012,982.984024,0.0,982.984024,1289.662011,
03/31/1995,1215.614014,250.527996,59.758999,190.768997,239.940994,,,363.082001,,,,,98.269997,,,,,951.820984,234.854004,,,0.0,,28.938999,,,,28.938999,263.793003,,82.801003,82.801003,,,,,,,,,167.540001,,,,167.540001,250.341003,1.202,,,,18.775999,,,,,18.775999,19.977999,270.319003,0.0,129.608994,,,-359.32901,,1175.014984,945.294968,0.0,945.294968,1215.61397,
07/01/1995,1232.157959,297.612003,51.896,245.716003,168.582001,,,393.769989,,,,,105.367996,,,,,965.33197,237.404007,,,0.0,,29.422001,,,,29.422001,266.826008,,98.691002,98.691002,,,,,,,,,160.841988,,,,160.841988,259.53299,1.175,,,,18.388,,,,,18.388,19.563,279.09599,0.0,129.608002,,,-353.782013,,1177.235992,953.061981,0.0,953.061981,1232.157971,
09/30/1995,1290.456055,310.404003,45.507,264.897003,246.214005,,,364.553009,,,,,100.556,,,,,1021.72699,234.537003,,,0.0,,34.192001,,,,34.192001,268.729004,,103.777,103.777,,,,,,,,,171.600014,,,,171.600014,275.377014,1.148,,,,26.605,,,,,26.605,27.753,303.130014,0.0,123.267998,,,-362.654999,,1226.712982,987.325981,0.0,987.325981,1290.455995,
12/30/1995,1329.243042,437.849991,54.722,383.127991,126.053001,,,393.363007,,,,,107.945,,,,,1065.21106,239.466995,442.312012,-202.845001,0.0,,24.565001,,,,24.565001,264.031996,,138.800003,138.800003,,,,,,,,,168.097,,,,168.097,306.897003,1.115,,,,33.005001,,,,,33.005001,34.120001,341.017004,0.0,123.293999,,,-389.136993,,1254.069,988.226006,0.0,988.226006,1329.24301,
03/30/1996,1280.71106,304.765011,16.423,288.34201,272.391998,,,341.286987,,,,,103.568001,,,,,1022.012024,236.714005,,,0.0,,21.985001,,,,21.985001,258.699005,,93.307999,93.307999,,,,,,,,,155.718002,,,,155.718002,249.026001,1.086,,,,44.021,,,,,44.021,45.107,294.133001,0.0,114.197998,,,-415.069,,1287.449005,986.578003,0.0,986.578003,1280.711004,
06/29/1996,1303.483032,395.672007,19.296,376.376007,181.126007,,,361.690002,,,,,112.615997,,,,,1051.104004,232.434006,,,0.0,,19.945,,,,19.945,252.379005,,117.632004,117.632004,,,,,,,,,157.813004,,,,157.813004,275.445007,1.058,,,,37.301998,,,,,37.301998,38.359998,313.805005,0.0,120.833,,,-417.812012,,1286.656982,989.677971,0.0,989.677971,1303.482976,
09/28/1996,1316.052979,312.51001,93.438004,219.072006,312.05899,,,337.843994,,,,,107.153,,,,,1069.56604,226.852005,,,0.0,,19.635,,,,19.635,246.487005,,104.564003,104.564003,,,,,,,,,175.554008,,,,175.554008,280.118011,1.03,,,,48.353001,,,,,48.353001,49.383001,329.501012,0.0,110.551003,,,-467.528992,,1343.529968,986.551979,0.0,986.551979,1316.052991,
12/28/1996,1382.75,528.736008,322.881012,205.854996,158.167999,,,349.427002,,,,,105.766998,,,,,1142.098022,223.283997,444.722992,-221.438995,0.0,,17.368,,,,17.368,240.651997,,163.666,163.666,,,,,,,,,162.007004,,,,162.007004,325.673004,0.996,,,,35.589001,,,,,35.589001,36.585001,362.258005,0.0,126.795998,,,-484.23999,,1377.935974,1020.491982,0.0,1020.491982,1382.749987,
04/05/1997,1375.564941,408.803017,46.650002,362.153015,307.238007,,,302.015015,,,,,105.542,,,,,1123.598022,219.182007,,,0.0,,32.785,,,,32.785,251.967007,,120.592003,120.592003,,,,0.0,,,,,181.120003,,,,181.120003,301.712006,0.0,,,,47.387001,,,,,47.387001,47.387001,349.099007,0.0,118.036003,,,-498.122009,,1406.552002,1026.465996,0.0,1026.465996,1375.565002,
07/05/1997,1349.472046,461.374008,137.729996,323.644012,204.535995,,,327.807007,,,,,107.394997,,,,,1101.112061,216.242004,455.954987,-239.712997,0.0,,32.118,,,,32.118,248.360004,,114.119003,114.119003,,,,0.0,,,,,153.205002,,,,153.205002,267.324005,0.0,,,,49.339001,,,,,49.339001,49.339001,316.663006,0.0,117.299004,,,-515.411987,,1430.921997,1032.809013,0.0,1032.809013,1349.472019,
10/04/1997,1388.578979,321.907997,72.808998,249.098999,363.907013,,,343.394012,,,,,114.845001,,,,,1144.053955,213.001007,461.127991,-248.126999,0.0,,31.524,,,,31.524,244.525007,,132.718002,132.718002,,,,0.0,,,,,204.912003,,,,204.912003,337.630005,0.0,,,,42.459999,,,,,42.459999,42.459999,380.090004,0.0,126.932999,,,-618.90802,,1500.46405,1008.489029,0.0,1008.489029,1388.579033,
01/03/1998,1305.285034,359.528,138.184998,221.343002,181.302994,,,396.248993,27.924,16.02,353.304993,,120.339996,,,,,1057.420044,214.623993,470.177002,-255.552994,0.0,,33.241001,,,,33.241001,247.864994,,173.811996,173.811996,,,,0.0,,,,,153.845016,,,,153.845016,327.657013,0.0,,,,56.000999,,,,,56.000999,56.000999,383.658012,0.0,118.949997,,,-736.544006,,1539.221008,921.626999,0.0,921.626999,1305.285011,
04/04/1998,1243.801025,128.393,22.157,106.236,383.173004,,,341.130005,24.402,9.821,306.907013,,106.009003,,,,,958.705017,217.891006,482.589996,-264.699005,0.0,,67.205002,0.0,,,67.205002,285.096008,,86.153,86.153,,,,0.0,,,,,169.9095,,,,169.9095,256.0625,0.0,,,,54.034,,,,,54.034,54.034,310.0965,0.0,124.32,,,-743.591003,,1552.971008,933.700005,0.0,933.700005,1243.796505,
07/04/1998,1240.079956,209.610996,44.534,165.076996,250.796005,,,377.027008,44.026001,13.034,319.96701,,105.709999,,,,,943.143982,230.401001,505.200012,-274.799011,0.0,,66.535004,0.0,,,66.535004,296.936005,,84.850998,84.850998,,,,0.0,,,,,159.932007,,,,159.932007,244.783005,0.0,,,,31.855,,,,,31.855,31.855,276.638004,0.0,145.272995,,,-756.736023,,1574.905029,963.442001,0.0,963.442001,1240.080006,
10/03/1998,1329.319946,84.932999,62.862,22.070999,426.548004,,,407.979004,14.47,14.17,379.338989,,100.644997,,,,,1020.10498,244.005997,528.22998,-284.223999,0.0,,65.209,,,,65.209,309.214996,,142.276993,142.276993,,,,0.0,,,,,165.052017,,,,165.052017,307.32901,0.0,,,,45.263,,,,,45.263,45.263,352.59201,0.0,134.259003,,,-795.343994,,1637.812988,976.727997,0.0,976.727997,1329.320007,
01/02/1999,1392.791016,230.283997,164.658997,65.625,252.044998,,,475.076996,18.909,8.841,447.326996,,117.887001,,,,,1075.292969,257.362,540.419006,-283.057007,0.0,,60.136002,0.0,,,60.136002,317.498001,,223.399994,223.399994,,,,0.0,,,,,139.951019,,,,139.951019,363.351013,0.0,,,,48.330002,,,,,48.330002,48.330002,411.681015,0.0,138.647003,,,-817.051025,,1659.514038,981.110016,0.0,981.110016,1392.791031,
04/03/1999,1382.647949,24.738001,24.738001,0.0,474.606995,,,406.615997,14.733,6.101,385.782013,0.0,119.084,,,,,1025.045044,263.127014,549.575012,-286.447998,0.0,,94.475998,0.0,,,94.475998,357.603012,,150.559006,150.559006,,,,0.0,,,,,172.914993,,,,172.914993,323.473999,0.0,,,,37.908001,,,,,37.908001,37.908001,361.382,0.0,147.625,,,-823.690979,,1697.33197,1021.265991,0.0,1021.265991,1382.647991,
07/03/1999,1358.754028,80.706001,80.706001,0.0,299.290009,,,403.376007,19.226999,7.739,376.410004,,119.156998,,,,,902.528992,271.428986,560.302979,-288.873993,0.0,,184.796005,124.989998,124.989998,0.0,59.806007,456.224991,,131.179993,131.179993,,,,0.0,,,,,158.753021,,,,158.753021,289.933014,0.0,,,,39.736,,,,,39.736,39.736,329.669014,0.0,161.320007,,,-847.172974,,1714.937988,1029.085022,0.0,1029.085022,1358.754036,
10/02/1999,1526.485962,11.242,11.242,0.0,508.886993,,,408.726013,13.021,10.345,385.359985,0.0,111.125,,,,,1039.97998,275.531006,574.955017,-299.424011,0.0,,210.975006,123.737,123.737,0.0,87.238007,486.506012,,217.020996,217.020996,,,,86.199997,,,,,197.202011,,,,197.202011,500.423004,0.0,,,,34.681,,,,,34.681,34.681,535.104004,0.0,167.936996,,,-958.664978,,1782.109985,991.382004,0.0,991.382004,1526.486008,
01/01/2000,1411.801025,37.939999,37.939999,0.0,298.924011,,,418.347992,24.028,7.516,386.803986,0.0,103.397003,,,,,858.609009,284.17099,587.971008,-303.799988,0.0,,269.020996,227.662994,,,41.358002,553.191986,,184.556,184.556,,,,0.0,,,,,167.755005,,,,167.755005,352.311005,116.084999,,,,38.111,,,,,38.111,154.195999,506.507004,0.0,168.475998,,,-1090.764038,,1824.457031,902.168991,3.125,905.293991,1411.800995,
04/01/2000,1600.927002,27.990001,20.561001,7.429,520.97699,,,388.45401,27.714001,5.482,355.257996,0.0,108.083,,,,,1045.504028,290.970001,607.732971,-316.763,0.0,,264.453003,227.350006,,,37.102997,555.423004,,186.794998,186.794998,,,,0.0,,,,,183.235001,,,,183.235001,370.029999,307.720001,,,,38.32,,,,,38.32,346.040001,716.07,0.0,170.345001,,,-1149.26001,,1860.192993,881.277985,3.579,884.856985,1600.926984,
07/01/2000,1436.519,37.592,28.549,9.043,327.943,327.943,,407.226,31.39,6.77,369.066,0.0,100.382,,,,,873.143,290.749,619.86,-329.111,0.0,,272.627,235.445,,,37.182,563.376,,189.711,189.711,,,,0.0,,,,,137.886,,,,137.886,327.597,219.561,,,,39.307,,,,,39.307,258.868,586.465,0.0,171.59,,,-1218.537,1894.909,-2.004,845.958,4.096,850.054,1436.519,
09/30/2000,1741.572998,21.934,21.934,0.0,542.541992,,,457.42099,23.25,10.311,423.859985,0.0,110.003998,,,,,1131.901001,302.851013,644.677002,-341.825989,0.0,,306.821014,270.862,,,35.959015,609.672028,,217.884995,217.884995,,,,0.0,,,,,183.089005,,,,183.089005,400.973999,437.300995,,,,46.959,,,,,46.959,484.259995,885.233994,0.0,171.850998,,,-1272.911011,,1952.856018,851.796005,4.543,856.339005,1741.572999,
12/30/2000,1512.159058,54.630001,54.630001,0.0,267.772003,,,479.845001,21.181,6.233,452.431,0.0,108.329002,,,,,910.575989,297.424011,640.96698,-343.542999,0.0,,304.158997,276.213013,,,27.945984,601.583008,,199.253998,199.253998,,,,0.0,,,,,158.649994,,,,158.649994,357.903992,269.218994,,,,46.019001,,,,,46.019001,315.237995,673.141987,0.0,172.026993,,,-1315.177002,,1977.434998,834.284989,4.732,839.016989,1512.158976,
03/31/2001,1731.994019,21.841,21.841,0.0,552.713013,,,440.890015,23.92,4.281,412.688995,0.0,105.106003,,,,,1120.550049,296.257996,652.802979,-356.545013,0.0,,315.186005,272.987,,,42.199005,611.444,,177.117004,177.117004,,,,0.0,,,,,184.475006,,,,184.475006,361.59201,397.876007,,,,50.891998,,,,,50.891998,448.768005,810.360016,0.0,175.714005,,,-1269.411011,,2009.867004,916.169998,5.464,921.633998,1731.994014,
06/30/2001,1942.759033,64.093002,64.093002,0.0,417.766998,,,529.687988,36.622002,5.689,487.377014,0.0,128.720993,,,,,1140.269043,340.100006,706.729004,-366.628998,0.0,,462.390015,432.865997,,,29.524017,802.490021,,229.916,229.916,,,,286.113007,,,,,175.802963,,,,175.802963,691.83197,233.498001,,,,61.266998,,,,,61.266998,294.764999,986.59697,0.0,176.266998,,,-1265.583984,,2038.971008,949.654022,6.508,956.162022,1942.758992,
09/29/2001,2134.029053,35.110001,35.110001,0.0,629.406006,,,546.104004,20.664,3.536,521.903992,0.0,109.695,,,,,1320.314941,349.790009,729.40802,-379.618011,0.0,,463.924011,431.531006,,,32.393005,813.71402,,229.524002,229.524002,,,,0.0,,,,,205.589005,,,,205.589005,435.113007,631.778015,,,,50.063,,,,,50.063,681.841015,1116.954021,0.0,176.587006,,,-1263.813965,,2096.941956,1009.714996,7.36,1017.074996,2134.029018,
12/29/2001,1951.255,160.628,127.635,32.993,362.189,362.189,,487.923,29.649,7.061,451.213,0.0,95.286,,,,,1106.026,352.001,744.233,-392.232,0.0,,493.228,455.113,,,38.115,845.229,,236.906,236.906,,,,0.0,,,,,210.408,,,,210.408,447.314,387.345,,,,52.314,,,,,52.314,439.659,886.973,0.0,265.703,,,-1265.229,2061.033,-5.346,1056.161,8.121,1064.282,1951.255,
03/30/2002,2040.753052,109.902,73.082001,36.82,565.340027,,,415.763,22.698,4.764,388.300995,0.0,97.383003,,,,,1188.387939,355.81601,758.156006,-402.339996,0.0,,496.549011,464.101013,,,32.447998,852.365021,,240.459,240.459,,,,0.0,,,,,219.768997,,,,219.768997,460.227997,401.618988,,,,44.006001,,,,,44.006001,445.624989,905.852985,0.0,268.382996,,,-1247.005005,,2105.21698,1126.594971,8.305,1134.899971,2040.752956,
06/29/2002,1981.322998,263.291004,214.953003,48.338001,330.628998,,,436.101013,30.073,9.121,396.907013,0.0,95.461998,,,,,1125.482056,365.010986,785.278992,-420.268005,0.0,,490.829987,462.115997,,,28.713989,855.840973,,200.089996,200.089996,,,,4.953,,,,,219.100009,,,,219.100009,424.143005,346.402008,,,,45.07,,,,,45.07,391.472008,815.615013,0.0,273.95401,,,-1241.168945,,2123.211975,1155.99704,9.712,1165.70904,1981.324053,
09/28/2002,2259.615967,256.528996,218.910995,37.618,548.900024,,,476.360992,25.860001,7.14,443.360992,0.0,97.249001,,,,,1379.03894,372.200012,803.896973,-431.696991,0.0,,508.377014,349.954987,349.954987,0.0,158.422028,880.577026,,220.113007,220.113007,,,,0.242,,,,,295.28098,,,,295.28098,515.635986,454.134003,,,,49.757999,,,,,49.757999,503.892002,1019.527988,0.0,274.356995,,,-1239.984009,,2195.036011,1229.408997,10.679,1240.087996,2259.615985,
12/28/2002,2268.356934,248.371002,211.563004,36.807999,370.467987,,,461.153992,26.069,5.824,429.260986,0.0,95.217003,,,,,1175.209961,378.303009,812.145996,-433.842987,0.0,,714.843994,705.445984,478.868988,226.576996,9.39801,1093.147003,,225.031998,225.031998,,,,21.989,,,,,309.698973,,,,309.698973,556.719971,377.725006,,,,40.120998,,,,,40.120998,417.846004,974.565975,0.0,272.144989,,,-1230.973999,2283.691895,-38.501892,1286.360992,7.43,1293.790992,2268.356967,
04/05/2003,2328.10498,110.751003,72.063004,38.688,555.200012,,,452.285004,24.256001,5.275,422.753998,0.0,117.113998,,,,,1235.349976,383.735992,822.156006,-438.420013,0.0,,709.020996,700.370972,478.565002,221.805969,8.650024,1092.756989,,219.194,219.194,,,,23.083,,,,,224.238991,,,,224.238991,466.515991,452.665985,,,,47.374001,,,,,47.374001,500.039986,966.555977,0.0,275.561005,,,-1219.91394,2335.858887,-37.687988,1353.817963,7.731,1361.548963,2328.104939,
07/05/2003,2361.1521,145.278999,110.221001,35.057999,423.639008,,,531.705994,28.931,13.046,489.729004,0.0,127.806999,,,,,1228.43103,392.382996,853.322021,-460.938995,0.0,,740.338013,732.400024,513.583008,218.817017,7.937988,1132.721008,,232.272995,232.272995,,,,26.174,,,,,227.048,,,,227.048,485.494995,407.690002,,,,46.365002,,,,,46.365002,454.055004,939.549999,0.0,284.066986,,,-1199.18103,2380.409912,-52.25293,1413.042938,8.559,1421.601938,2361.151937,
10/04/2003,2554.447021,168.174,120.570999,47.603001,596.120972,,,529.442993,25.431,9.748,494.264008,0.0,116.829002,,,,,1410.567017,400.700989,880.0,-479.299011,0.0,,743.179016,736.302002,492.062012,244.23999,6.877014,1143.880005,,251.104004,251.104004,,,,18.313,,,,,272.046986,,,,272.046986,541.463989,434.238007,,,,54.352001,,,,,54.352001,488.590008,1030.053997,0.0,285.431,,,-1197.267944,2466.116943,-39.055054,1515.224945,9.168,1524.392945,2554.446942,
01/03/2004,2606.999023,343.916992,293.502991,50.414001,390.802002,,,485.182007,25.922001,6.085,453.174988,0.0,128.5,,,,,1348.401001,410.740997,896.518982,-485.778015,0.0,,847.856995,840.604004,596.435974,244.16803,7.252991,1258.597992,,227.125,227.125,,,,18.915001,,,,,280.602028,,,,280.602028,526.642029,440.303009,,,,52.235001,,,,,52.235001,492.53801,1019.180038,0.0,301.26001,,,-1191.230957,2539.741943,-71.799927,1577.971069,9.848,1587.819069,2606.999107,
04/03/2004,2740.820068,240.070995,181.343994,58.727001,596.789978,596.789978,,501.981995,21.466999,12.384,468.131012,0.0,138.705002,,,,,1477.547974,414.31601,919.130981,-504.815002,0.0,,848.955994,842.65802,567.919983,274.738037,6.297974,1263.272003,,254.306,254.306,,,,29.913,29.913,0.0,0.0,,265.067011,,,,265.067011,549.286011,425.743011,425.743011,0.0,0.0,70.68,,,,,70.68,496.423012,1045.709023,0.0,326.321991,,,-1167.780029,2602.370117,-76.33313,1684.578949,10.532,1695.110949,2740.819971,
