Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Equity Float,Source: Bloomberg
12/31/2012,41.96,,27.0,42.16,27.0,6099.702248,140.043793,49.5342,
03/31/2013,48.84,16.396568,42.42,50.33,40.36,7099.891948,145.370407,54.336,
06/30/2013,48.04,-1.638002,48.87,55.28,42.23,7003.610747,145.738739,119.834,
09/30/2013,43.02,-10.449625,48.31,51.8,40.61,6282.327442,146.023697,145.0617,
12/31/2013,49.47,14.993026,42.96,50.33,39.581375,7228.820421,146.009766,145.1568,
03/31/2014,43.45,-12.168991,49.75,51.35,43.05,6350.706617,146.137634,145.2438,
06/30/2014,37.71,-13.210587,43.5,45.04,34.77,5511.696541,146.121933,145.2442,
09/30/2014,37.2,-1.352426,37.94,41.86,35.99,5440.958378,146.139297,145.2869,
12/31/2014,44.49,19.596774,36.95,46.94,32.91,6512.576244,146.235413,145.4792,
03/31/2015,45.48,2.225219,44.59,49.32,42.23,6664.09103,146.517303,145.6771,
06/30/2015,46.72,2.726473,45.49,49.69,44.8,6848.735024,146.529907,145.666,
09/30/2015,37.63,-19.456336,46.95,49.75,36.97,5521.2076,146.529907,145.6629,
12/31/2015,36.67,-2.551156,37.6,43.508,35.96,5390.49,146.529907,145.6887,
03/31/2016,36.11,-1.527134,36.19,36.46,27.98,5271.797264,147.002472,146.1476,
06/30/2016,29.02,-19.63445,35.99,37.33,27.43,4207.62489,147.002472,145.9875,
09/30/2016,25.86,-10.889042,29.04,31.48,25.39,3688.233237,147.002472,145.9681,
12/31/2016,25.73,-0.502707,25.86,27.3,21.43,3608.058515,147.002472,145.9627,
03/31/2017,29.79,15.779246,26.08,30.29,25.14,4132.875314,140.076111,138.8288,
06/30/2017,32.45,8.929171,29.94,32.62,27.785,4438.48358,140.076116,138.792358,
09/30/2017,32.95,1.540832,32.58,35.18,31.82,4454.190621,136.3283,135.080704,
12/31/2017,26.5,-19.575114,32.98,34.5,25.46,3488.377055,136.328,135.004849,
03/31/2018,27.28,2.943396,26.68,28.0,23.86,3512.437027,130.806316,129.399673,
06/30/2018,22.8,-16.422287,27.14,28.07,22.54,2841.95942,127.514633,125.916161,
09/30/2018,20.64,-9.473684,22.8,24.87,19.572,2475.399906,127.514633,125.892799,
12/31/2018,14.68,-28.875969,20.63,20.94,14.405,1682.628925,118.155158,116.520386,
03/31/2019,11.4,-22.343324,14.45,18.67,10.92,1301.944729,114.197373,112.252983,
06/30/2019,7.24,-36.491228,11.49,13.43,6.52,827.559411,114.213121,112.032121,
09/30/2019,6.68,-7.734807,7.35,7.48,4.3338,763.760913,114.213121,112.678268,
12/31/2019,9.68,44.91018,6.68,11.09,6.18,1106.961424,114.340545,112.845545,
03/31/2020,3.01,-68.904959,9.78,13.88,2.09,347.009439,115.251598,113.264908,
06/30/2020,7.41,146.179402,2.8,8.5498,2.25,855.292085,115.251598,113.12368,
09/12/2020,11.18,,11.32,11.36,11.08,1288.51286564,115.2516,113.1204,
