Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2004,14793.799805,2450.71405,1573.670044,877.044006,950.216003,,,547.028015,40.780998,372.332001,133.914993,0.0,411.915009,,,,4359.870117,1564.310059,2998.199951,-1433.890015,4584.009766,,4285.560059,3778.959961,3261.370117,517.589844,506.600098,10433.879884,,448.427002,448.427002,,,,0.062,0.062,0.0,0.0,2302.861096,,,2302.861096,2751.350098,128.832001,128.832001,0.0,0.0,721.601013,,,,721.601013,850.433014,3601.783112,0.0,6202.859863,,,0.0,5116.799805,-127.689942,11191.969726,0.0,11191.969726,14793.752838,
12/31/2004,15422.906,2713.529,1476.803,1236.726,1162.387,0.0,,514.065,46.823,349.788,117.454,0.0,440.945,,,,4830.926,1571.81,3066.193,-1494.383,4727.237,,4292.933,3783.892,3284.414,499.478,509.041,10591.98,,522.587,522.587,,,,0.183,0.183,0.0,0.0,2425.93,,,2425.93,2948.7,128.456,128.456,0.0,0.0,822.463,,,,822.463,950.919,3899.619,0.0,6245.149,,,0.0,5437.346,-159.208,11523.287,0.0,11523.287,15422.906,
03/31/2005,15804.865,3062.932,1684.959,1377.973,1085.26,0.0,,594.26,31.385,347.179,215.696,0.0,468.487,,,,5210.939,1583.976,3116.218,-1532.242,4433.79,,4576.16,4042.832,3526.083,516.749,533.328,10593.926,,525.344,525.344,,,,0.351,0.351,0.0,0.0,2534.27,,,2534.27,3059.965,128.081,128.081,0.0,0.0,893.133,,,,893.133,1021.214,4081.179,0.0,6217.452,,,0.0,5707.18,-200.946,11723.686,0.0,11723.686,15804.865,
06/30/2005,16173.702,3573.035,1852.443,1720.592,1163.935,0.0,,696.738,34.208,414.545,247.985,0.0,475.036,,,,5908.744,1619.452,3233.897,-1614.445,4101.231,,4544.275,4023.859,3532.663,491.196,520.416,10264.958,,479.751,479.751,,,,0.249,0.249,0.0,0.0,2656.05,,,2656.05,3136.05,127.707,127.707,0.0,0.0,881.941,,,,881.941,1009.648,4145.698,0.0,6284.526,,,0.0,6000.544,-257.066,12028.004,0.0,12028.004,16173.702,
09/30/2005,16345.507,4464.753,1468.261,2996.492,1166.175,0.0,,756.245,38.556,464.035,253.654,0.0,470.687,,,,6857.86,1679.572,3384.529,-1704.957,3155.644,,4652.431,4092.104,3607.111,484.993,560.327,9487.647,,517.523,517.523,,,,0.198,0.198,0.0,0.0,2572.676,,,2572.676,3090.397,127.335,127.335,0.0,0.0,979.72,,,,979.72,1107.055,4197.452,0.0,6000.63,,,0.0,6422.216,-274.791,12148.055,0.0,12148.055,16345.507,
12/31/2005,16790.383,3937.865,2322.37,1615.495,1405.564,1405.564,,724.751,56.803,491.474,176.474,0.0,505.796,,,,6573.976,1754.035,3540.538,-1786.503,3417.589,,5044.783,4446.531,3883.507,563.024,598.252,10216.407,,583.756,583.756,,,,0.0,0.0,0.0,0.0,3090.102,,,3090.102,3673.858,126.963,126.963,0.0,0.0,924.132,,,,924.132,1051.095,4724.953,0.0,5890.917,,,0.0,6570.511,-395.998,12065.43,0.0,12065.43,16790.383,
03/31/2006,16662.056,3605.159,1562.785,2042.374,1201.812,1201.812,,693.466,65.386,416.081,211.999,0.0,501.111,,,,6001.548,1800.92,3678.254,-1877.334,3826.252,,5033.336,4420.324,3882.176,538.148,613.012,10660.508,,639.964,639.964,,,,126.593,126.593,0.0,0.0,2869.914,,,2869.914,3636.471,0.0,0.0,0.0,0.0,909.994,,,,909.994,909.994,4546.465,0.0,5349.522,,,0.0,6842.967,-76.898,12115.591,0.0,12115.591,16662.056,
06/30/2006,16057.864,2797.998,1560.384,1237.614,1264.519,1264.519,,763.771,72.556,396.717,294.498,0.0,588.085,,,,5414.373,1836.399,3802.678,-1966.279,3487.049,,5320.043,4670.654,4114.928,555.726,649.389,10643.491,,616.686,616.686,,,,0.0,0.0,0.0,0.0,2935.655,,,2935.655,3552.341,0.0,0.0,0.0,0.0,929.848,,,,929.848,929.848,4482.189,0.0,4529.118,,,0.0,7122.06,-75.503,11575.675,0.0,11575.675,16057.864,
09/30/2006,18065.951,2669.497,1458.32,1211.177,1449.757,1449.757,,895.091,81.719,427.057,386.315,0.0,624.705,,,,5639.05,1970.318,4033.358,-2063.04,2809.592,,7646.991,6969.032,5949.818,1019.214,677.959,12426.901,,745.678,745.678,,,,2200.0,2200.0,0.0,0.0,3077.749,,,3077.749,6023.427,0.0,0.0,0.0,0.0,1081.844,,,,1081.844,1081.844,7105.271,0.0,3584.523,,,0.0,7405.724,-29.567,10960.68,0.0,10960.68,18065.951,
12/31/2006,18566.247,3350.031,1828.106,1521.925,1692.214,1692.214,,834.8,75.206,451.045,308.549,0.0,643.542,,,,6520.587,2035.559,4287.119,-2251.56,2246.29,,7763.811,7020.71,6017.161,1003.549,743.101,12045.66,,680.263,680.263,,,,0.0,0.0,0.0,0.0,3200.841,,,3200.841,3881.104,3450.0,3450.0,0.0,0.0,909.436,,,,909.436,4359.436,8240.54,0.0,2585.777,,,0.0,7794.493,-54.563,10325.707,0.0,10325.707,18566.247,
03/31/2007,18622.308,4284.19,2347.374,1936.816,1542.351,1542.351,,824.841,68.77,435.431,320.64,0.0,668.281,,,,7319.663,2075.989,4438.077,-2362.088,1535.779,,7690.877,6952.049,5995.892,956.157,738.828,11302.645,,726.755,726.755,,,,0.0,0.0,0.0,0.0,3038.886,,,3038.886,3765.641,3450.0,3450.0,0.0,0.0,1066.889,,,,1066.889,4516.889,8282.53,0.0,2270.994,,,0.0,8113.609,-44.825,10339.778,0.0,10339.778,18622.308,
06/30/2007,19084.833,4590.958,3154.095,1436.863,1669.203,1669.203,,823.281,61.963,447.594,313.724,0.0,699.92,,,,7783.362,2081.447,4529.691,-2448.244,1343.998,,7876.026,7087.269,6137.848,949.421,788.757,11301.471,,690.016,690.016,,,,0.0,0.0,0.0,0.0,3105.44,,,3105.44,3795.456,3450.0,3450.0,0.0,0.0,1201.073,,,,1201.073,4651.073,8446.529,0.0,2247.917,,,0.0,8451.635,-61.248,10638.304,0.0,10638.304,19084.833,
09/30/2007,21221.975,5827.94,4546.01,1281.93,1920.172,1920.172,,886.729,75.392,463.455,347.882,0.0,745.795,,,,9380.636,2106.207,4677.448,-2571.241,1699.368,,8035.764,7351.503,6408.993,942.51,684.261,11841.339,,805.592,805.592,,,,0.0,0.0,0.0,0.0,3280.091,,,3280.091,4085.683,3450.0,3450.0,0.0,0.0,1624.233,,,,1624.233,5074.233,9159.916,0.0,2978.159,,,0.0,8944.555,-34.002,11888.712,173.347,12062.059,21221.975,
12/31/2007,22284.654,6126.914,4482.211,1644.703,2307.512,2307.512,,877.243,70.981,484.929,321.333,0.0,741.433,,,,10053.102,2159.396,4806.751,-2647.355,1825.572,,8246.584,7471.583,6531.506,940.077,775.001,12231.552,,840.886,840.886,,,,0.0,0.0,0.0,0.0,3567.322,,,3567.322,4408.208,3450.0,3450.0,0.0,0.0,1716.141,,,,1716.141,5166.141,9574.349,0.0,3059.477,,,0.0,9470.289,-8.449,12521.317,188.988,12710.305,22284.654,
03/31/2008,22216.042,5613.502,4978.446,635.056,1897.712,1897.712,0.0,953.085,78.901,505.529,368.655,0.0,845.795,,,,9310.094,2141.922,4859.175,-2717.253,2246.942,,8517.084,7713.894,6774.69,939.204,803.19,12905.948,,881.481,881.481,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,4322.597,3450.0,3450.0,0.0,0.0,1859.08,,,,1859.08,5309.08,9631.677,0.0,2638.243,,,0.0,9739.127,-2.964,12374.406,209.959,12584.365,22216.042,
06/30/2008,22876.752,5861.945,5219.347,642.598,2190.188,2190.188,,972.032,89.54,500.137,382.355,0.0,784.602,,,,9808.767,2168.76,4951.904,-2783.144,2267.398,,8631.827,7840.655,6918.935,921.72,791.172,13067.985,,825.531,825.531,,,,,0.0,0.0,0.0,0.0,,,0.0,4377.83,3450.0,3450.0,0.0,0.0,1844.302,,,,1844.302,5294.302,9672.132,0.0,2849.916,,,0.0,10116.595,-25.457,12941.054,263.566,13204.62,22876.752,
09/30/2008,23119.029,5866.48,5473.7,392.78,2064.551,2064.551,,980.939,106.799,494.329,379.811,0.0,814.994,,,,9726.964,2190.343,5127.466,-2937.123,2494.779,,8706.943,7875.75,7002.241,873.509,831.193,13392.065,,893.392,893.392,,,,0.0,0.0,0.0,0.0,3565.283,,,3565.283,4458.675,3450.0,3450.0,0.0,0.0,1857.425,,,,1857.425,5307.425,9766.1,0.0,2580.456,,,0.0,10527.872,-50.688,13057.64,295.289,13352.929,23119.029,
12/31/2008,23874.575,6806.977,5843.685,963.292,2252.64,2252.64,,842.803,62.866,488.286,291.651,0.0,762.609,,,,10665.029,2223.007,5103.906,-2880.899,2370.493,,8616.046,7842.415,7046.799,795.616,773.631,13209.546,,757.405,757.405,,,,412.321,,,,4048.71,,,4048.71,5218.436,2991.943,,,,2008.246,,,,2008.246,5000.189,10218.625,0.0,2837.183,,,0.0,10671.212,-179.952,13328.443,327.507,13655.95,23874.575,
03/31/2009,23902.099,7251.729,6323.452,928.277,1700.096,1700.096,0.0,820.504,43.924,463.79,312.79,0.0,823.832,,,273.727,10596.161,2192.096,5088.789,-2896.693,2533.237,2533.237,8580.605,7780.732,7042.473,738.259,799.873,13305.938,,2372.004,657.793,33.815,,1680.396,347.142,347.142,,,2171.836,1210.207,,0.0,4890.982,3018.242,3018.242,,,2069.2,,,430.11,428.883,5087.442,9978.424,0.0,2910.009,20.13,2889.879,0.0,10865.281,-200.459,13574.831,348.844,13923.675,23902.099,
06/30/2009,24487.332,7258.25,6422.76,835.49,1855.986,1855.986,0.0,773.528,25.534,441.744,306.25,0.0,798.498,,,341.305,10686.262,2229.053,5251.631,-3022.578,2765.946,2765.946,8806.071,7807.745,7109.565,698.18,998.326,13801.07,,2510.063,697.389,,,1812.674,260.125,260.125,,,2137.173,1208.825,,0.0,4907.361,3045.022,3045.022,,,2086.588,,,454.516,423.247,5131.61,10038.971,0.0,3125.937,20.22,3105.717,0.0,11070.513,-141.487,14054.963,393.398,14448.361,24487.332,
09/30/2009,25551.744,6135.894,5518.359,617.535,1864.121,1864.121,0.0,810.925,23.718,456.283,330.924,0.0,817.625,,,287.875,9628.565,2218.632,5348.284,-3129.652,2291.672,2291.672,11412.875,10468.172,9222.725,1245.447,944.703,15923.179,,2654.716,819.204,13.378,,1822.134,0.0,0.0,,,2263.36,1257.876,,0.0,4918.076,3072.505,3072.505,,,2294.895,,,582.633,454.386,5367.4,10285.476,0.0,3557.076,20.398,3536.678,0.0,11368.693,-118.369,14807.4,458.868,15266.268,25551.744,
12/31/2009,26812.003,6695.338,6302.499,392.839,2108.575,2108.575,0.0,886.289,73.612,469.901,342.776,0.0,848.1,,232.32,283.926,10538.302,2224.346,5317.632,-3093.286,2692.323,2692.323,11357.032,10396.008,9210.376,1185.632,728.704,16273.701,,2885.199,899.298,41.691,0.0,1944.21,0.0,0.0,0.0,0.0,2262.968,1373.798,,0.0,5148.167,3100.29,3100.29,0.0,0.0,2503.072,0.0,32.8,708.378,388.096,5603.362,10751.529,0.0,3896.315,20.524,3875.791,0.0,11759.289,-105.722,15549.882,510.592,16060.474,26812.003,
03/31/2010,27467.963,6898.202,6256.626,641.576,1735.043,1735.043,0.0,851.501,40.111,485.83,325.56,0.0,890.379,,,309.534,10375.125,2226.238,5407.713,-3181.475,3254.641,3254.641,11611.959,10596.955,9402.851,1194.104,1015.004,17092.838,,2742.471,796.688,49.595,,1896.188,0.0,0.0,,,2502.646,1495.602,,0.0,5245.117,3128.079,3128.079,,,2550.7,,,631.649,423.449,5678.779,10923.896,0.0,3953.68,20.556,3933.124,0.0,12131.993,-109.689,15975.984,568.083,16544.067,27467.963,
06/30/2010,28011.451,6799.955,5784.812,1015.143,1976.311,1976.311,0.0,813.756,21.354,512.442,279.96,0.0,956.281,,,372.856,10546.303,2286.042,5547.116,-3261.074,3539.361,3539.361,11639.745,10579.441,9434.792,1144.649,1060.304,17465.148,,2869.469,824.579,85.55,,1959.34,0.0,,,,2541.03,1551.084,,0.0,5410.499,3156.376,3156.376,,,2542.35,,,568.455,422.811,5698.726,11109.225,0.0,3849.968,20.535,3829.433,0.0,12558.209,-144.859,16263.318,638.908,16902.226,28011.451,
09/30/2010,28926.908,6653.002,4940.592,1712.41,2120.679,2120.679,0.0,838.622,15.559,536.517,286.546,0.0,983.93,,,387.362,10596.233,2430.679,5813.103,-3382.424,3860.062,3860.062,12039.934,11001.001,9787.321,1213.68,1038.933,18330.675,,2907.026,827.181,46.055,,2033.79,0.0,0.0,,,2641.559,1628.473,,0.0,5548.585,3185.417,3185.417,,,2673.07,,,605.4,439.197,5858.487,11407.072,0.0,3907.019,20.604,3886.415,0.0,13030.725,-120.268,16817.476,702.36,17519.836,28926.908,
12/31/2010,30833.284,5375.313,4119.138,1256.175,2569.523,2569.523,0.0,856.405,0.0,508.426,347.979,0.0,982.081,0.0,250.174,372.249,9783.322,2528.432,6071.811,-3543.379,4170.742,4170.742,14350.788,13396.917,11772.65,1624.267,703.697,21049.962,,3315.491,1062.6,199.735,,2053.156,3214.771,3214.771,0.0,0.0,2847.752,1853.263,0.0,0.0,9378.014,235.229,235.229,0.0,0.0,3053.265,0.0,47.6,717.004,435.398,3288.494,12666.508,0.0,3837.373,20.692,3816.681,0.0,13659.284,-92.617,17404.04,762.736,18166.776,30833.284,
03/31/2011,31187.432,5593.786,4102.332,1491.454,2379.175,2379.175,0.0,921.004,0.0,574.152,346.852,0.0,1278.493,,,646.684,10172.458,2565.263,6254.755,-3689.492,3876.569,3876.569,14573.142,13346.766,11790.048,1556.718,1226.376,21014.974,,2958.726,913.773,0.0,,2044.953,3244.134,3244.134,,,3155.651,2065.026,,0.0,9358.511,205.866,205.866,,,3290.461,,,710.474,514.961,3496.327,12854.838,0.0,3447.298,20.576,3426.722,0.0,14136.432,-56.903,17526.827,805.767,18332.594,31187.432,
06/30/2011,32331.862,5332.659,3896.369,1436.29,2620.448,2620.448,0.0,1005.69,0.0,513.402,492.288,0.0,1274.613,,,640.43,10233.41,2701.797,6539.701,-3837.904,4180.205,4180.205,15216.45,13980.382,12108.156,1872.226,1236.068,22098.452,,3237.918,983.589,0.0,,2254.329,3271.865,3271.865,,,3205.297,2204.553,,0.0,9715.08,175.907,175.907,,,3347.62,,,631.014,512.053,3523.527,13238.607,,3614.092,20.649,3593.443,0.0,14682.926,-93.597,18203.421,889.834,19093.255,32331.862,
09/30/2011,32430.671,4761.143,3125.61,1635.533,2650.392,2650.392,0.0,1104.143,0.0,555.343,548.8,0.0,1432.045,,,789.329,9947.723,2756.003,6681.479,-3925.476,4499.373,4499.373,15227.572,14005.618,12153.651,1851.967,1221.954,22482.948,,3365.253,1007.805,0.0,,2357.448,3280.957,3280.957,,,3325.466,2398.596,,0.0,9971.676,144.862,144.862,,,3508.952,,,624.183,486.173,3653.814,13625.49,,2838.923,20.4,2818.523,0.0,15288.575,-220.302,17907.196,897.985,18805.181,32430.671,
12/31/2011,34469.267,6318.023,4531.036,1786.987,2937.499,2937.499,0.0,1009.968,0.0,492.064,517.904,0.0,1436.733,0.0,558.056,583.885,11702.223,2833.149,6873.295,-4040.146,4525.106,4525.106,15408.789,13921.085,12154.97,1766.115,929.648,22767.044,,3561.584,1101.659,155.909,0.0,2304.016,3304.974,3304.974,0.0,0.0,3509.652,2715.361,0.0,0.0,10376.21,119.325,119.325,0.0,0.0,3694.029,0.0,86.8,451.905,439.963,3813.354,14189.564,0.0,3426.002,20.489,3405.513,0.0,16120.621,-235.009,19311.614,968.089,20279.703,34469.267,
03/31/2012,33985.248,6338.955,4671.175,1667.78,2661.923,2661.923,0.0,1034.25,0.0,512.119,522.131,0.0,1265.122,,,514.95,11300.25,2879.264,7069.339,-4190.075,4539.588,4539.588,15266.146,13930.539,12216.71,1713.829,1335.607,22684.998,,3152.945,922.624,24.253,,2206.068,1620.721,1620.721,,,4113.458,2723.353,,0.0,8887.124,103.646,103.646,,,3859.14,,,605.32,530.467,3962.786,12849.91,0.0,3533.582,20.997,3512.585,0.0,16707.463,-185.692,20055.353,1079.985,21135.338,33985.248,
06/30/2012,34958.908,5653.244,3993.018,1660.226,2973.743,2973.743,0.0,1029.483,0.0,509.865,519.618,0.0,1278.064,,,486.045,10934.534,2942.11,7241.182,-4299.072,5252.834,5252.834,15829.43,14412.959,12654.827,1758.132,1416.471,24024.374,,3312.244,880.286,187.641,,2244.317,1621.577,1621.577,,,4259.648,2874.551,,0.0,9193.469,88.689,88.689,,,3637.378,,,230.495,532.332,3726.067,12919.536,0.0,3783.554,20.987,3762.567,0.0,17356.977,-203.106,20937.425,1101.947,22039.372,34958.908,
09/30/2012,36505.718,5445.672,4160.817,1284.855,3164.005,3164.005,0.0,1158.262,0.0,595.38,562.882,0.0,1343.478,,,541.263,11111.417,2983.446,7437.037,-4453.591,5134.328,5134.328,17276.527,15781.616,13728.256,2053.36,1494.911,25394.301,,3648.754,1074.079,286.696,,2287.979,1636.907,1636.907,,,4383.079,2884.24,,0.0,9668.74,73.28,73.28,,,3908.428,,,384.444,639.744,3981.708,13650.448,0.0,3875.612,21.067,3854.545,0.0,17983.315,-155.303,21703.624,1151.646,22855.27,36505.718,
12/31/2012,37962.0,6136.0,4714.0,1422.0,3433.0,3433.0,0.0,1201.0,0.0,606.0,595.0,0.0,1249.0,0.0,781.0,465.0,12019.0,3145.0,7733.0,-4588.0,5260.0,5260.0,17538.0,15875.0,13840.0,2035.0,882.0,25943.0,,4007.0,1041.0,514.0,0.0,2452.0,1652.0,1516.601,135.399,135.399,4615.0,2976.0,0.0,0.0,10274.0,58.0,58.0,,,4106.0,0.0,108.6,468.0,553.4,4164.0,14438.0,0.0,3712.0,21.0,3691.0,0.0,18853.0,-208.0,22357.0,1167.0,23524.0,37962.0,
03/31/2013,38234.257,6527.768,5304.305,1223.463,2784.197,2784.197,0.0,1180.011,0.0,612.423,567.588,0.0,1557.032,,,579.03,12049.008,3170.167,7898.92,-4728.753,5480.292,5480.292,17534.79,15931.437,13993.912,1937.525,1603.353,26185.249,,3354.475,939.295,59.167,,2356.013,1653.394,1653.394,,,4947.789,3201.093,,0.0,9955.658,41.615,41.615,,,4398.018,,,548.97,647.955,4439.633,14395.291,0.0,3469.395,21.009,3448.386,0.0,19433.284,-241.971,22660.708,1178.258,23838.966,38234.257,
06/30/2013,44398.0,11146.0,7526.0,3620.0,3204.0,3204.0,0.0,1233.0,0.0,757.0,476.0,0.0,1591.0,,,651.0,17174.0,3291.0,8171.0,-4880.0,6430.0,6430.0,17503.0,15827.0,13994.0,1833.0,1676.0,27224.0,,3811.0,1013.0,159.0,,2639.0,1669.0,1669.0,,,5029.0,3276.0,,0.0,10509.0,5519.0,5519.0,,,4438.0,,,516.0,646.0,9957.0,20466.0,0.0,2967.0,21.0,2946.0,0.0,19922.0,-299.0,22590.0,1342.0,23932.0,44398.0,
09/30/2013,44602.0,10597.0,7155.0,3442.0,2934.0,2934.0,0.0,1375.0,0.0,691.0,684.0,0.0,1541.0,,,555.0,16447.0,3373.0,8417.0,-5044.0,6869.0,6869.0,17913.0,16137.0,14306.0,1831.0,1776.0,28155.0,,3970.0,1108.0,201.0,,2661.0,1658.0,1658.0,,,5131.0,3416.0,,0.0,10759.0,5502.0,5502.0,,,4596.0,,,505.0,675.0,10098.0,20857.0,0.0,2310.0,21.0,2289.0,0.0,20298.0,-291.0,22317.0,1428.0,23745.0,44602.0,
12/31/2013,45849.0,10664.0,7891.0,2773.0,3861.0,3861.0,0.0,1334.0,0.0,696.0,638.0,0.0,1419.0,0.0,859.0,507.0,17278.0,3478.0,8638.0,-5160.0,6924.0,6924.0,18169.0,16204.0,14424.0,1780.0,1106.0,28571.0,,3399.0,,639.0,0.0,2760.0,1665.0,1564.0,101.0,101.0,6735.0,3701.0,0.0,1434.0,11799.0,5494.0,5348.0,146.0,146.0,4770.0,0.0,46.0,421.0,602.0,10264.0,22063.0,0.0,1426.0,20.0,1406.0,0.0,21114.0,-239.0,22301.0,1485.0,23786.0,45849.0,
03/31/2014,44047.0,8255.0,6291.0,1964.0,2981.0,2981.0,0.0,1421.0,0.0,699.0,722.0,0.0,1538.0,,,597.0,14195.0,3568.0,8932.0,-5364.0,7006.0,7006.0,19278.0,17242.0,15301.0,1941.0,2036.0,29852.0,,3792.0,1070.0,71.0,,2651.0,0.0,0.0,,,5573.0,4116.0,,0.0,9365.0,5494.0,5494.0,,,5193.0,,,428.0,649.0,10687.0,20052.0,0.0,1383.0,20.0,1363.0,0.0,21297.0,-228.0,22452.0,1543.0,23995.0,44047.0,
06/30/2014,44438.0,7649.0,5687.0,1962.0,3344.0,3344.0,0.0,1397.0,0.0,721.0,676.0,0.0,1555.0,,,586.0,13945.0,3606.0,9173.0,-5567.0,6985.0,6985.0,19902.0,17949.0,15802.0,2147.0,1953.0,30493.0,,4174.0,1186.0,261.0,,2727.0,0.0,0.0,,,5716.0,4032.0,,0.0,9890.0,5494.0,5494.0,,,5198.0,,,489.0,677.0,10692.0,20582.0,0.0,838.0,20.0,818.0,0.0,21648.0,-165.0,22321.0,1535.0,23856.0,44438.0,
09/30/2014,45028.0,8147.0,6055.0,2092.0,3185.0,3185.0,0.0,1390.0,0.0,694.0,696.0,0.0,1697.0,,,727.0,14419.0,3629.0,9374.0,-5745.0,7233.0,7233.0,19747.0,17928.0,15859.0,2069.0,1819.0,30609.0,,4338.0,1109.0,448.0,,2781.0,0.0,0.0,,,5797.0,4072.0,,0.0,10135.0,5494.0,5494.0,,,5108.0,,,363.0,673.0,10602.0,20737.0,0.0,870.0,20.0,850.0,0.0,21997.0,-198.0,22669.0,1622.0,24291.0,45028.0,
12/31/2014,45585.0,8321.0,6343.0,1978.0,4413.0,4413.0,0.0,1276.0,0.0,627.0,649.0,0.0,653.0,0.0,952.0,653.0,14663.0,3766.0,9543.0,-5777.0,6334.0,6334.0,20822.0,18259.0,16134.0,2125.0,1611.0,30922.0,,2473.0,1696.0,852.0,0.0,-75.0,94.0,0.0,94.0,94.0,9143.0,4144.0,0.0,3047.0,11710.0,5469.0,5335.0,134.0,134.0,4881.0,0.0,68.0,,669.0,10350.0,22060.0,0.0,20.0,20.0,0.0,0.0,22242.0,-366.0,21896.0,1629.0,23525.0,45585.0,
03/31/2015,43293.0,6450.0,4388.0,2062.0,2966.0,2966.0,0.0,1292.0,0.0,609.0,683.0,0.0,1855.0,,,788.0,12563.0,3742.0,9728.0,-5986.0,7022.0,7022.0,19966.0,18215.0,16174.0,2041.0,1751.0,30730.0,,4035.0,1206.0,103.0,,2726.0,0.0,0.0,,,6446.0,4332.0,,0.0,10481.0,5495.0,5495.0,,,5313.0,,,270.0,711.0,10808.0,21289.0,0.0,19.0,19.0,0.0,0.0,20887.0,-457.0,20449.0,1555.0,22004.0,43293.0,
06/30/2015,44867.0,7742.0,5803.0,1939.0,3345.0,3345.0,0.0,1224.0,0.0,551.0,673.0,0.0,1776.0,,,715.0,14087.0,3788.0,9994.0,-6206.0,7041.0,7041.0,19951.0,18138.0,16185.0,1953.0,1813.0,30780.0,,4154.0,1219.0,160.0,,2775.0,1948.0,1948.0,,,6405.0,4344.0,,0.0,12507.0,5472.0,5472.0,,,5326.0,,,230.0,752.0,10798.0,23305.0,0.0,19.0,19.0,0.0,0.0,20516.0,-458.0,20077.0,1485.0,21562.0,44867.0,
09/30/2015,45345.0,7642.0,5324.0,2318.0,3134.0,3134.0,0.0,1224.0,0.0,580.0,644.0,0.0,1737.0,,,649.0,13737.0,3791.0,10180.0,-6389.0,6642.0,6642.0,21175.0,19322.0,17083.0,2239.0,1853.0,31608.0,,4103.0,1115.0,208.0,,2780.0,1970.0,1970.0,,,6238.0,4436.0,,0.0,12311.0,5474.0,5474.0,,,5605.0,,,317.0,852.0,11079.0,23390.0,0.0,19.0,19.0,0.0,0.0,20958.0,-533.0,20444.0,1511.0,21955.0,45345.0,
12/31/2015,46612.0,9275.0,6549.0,2726.0,3977.0,3977.0,0.0,1245.0,0.0,592.0,653.0,0.0,566.0,0.0,1164.0,566.0,15063.0,3850.0,10288.0,-6438.0,5508.0,5508.0,22191.0,19239.0,17090.0,2149.0,1788.0,31549.0,,5294.0,1644.0,609.0,0.0,3041.0,1299.0,1235.0,64.0,64.0,6292.0,4592.0,0.0,0.0,12885.0,5475.0,5392.0,83.0,83.0,5533.0,0.0,72.0,,869.0,11008.0,23893.0,0.0,19.0,19.0,0.0,0.0,21700.0,-579.0,21140.0,1579.0,22719.0,46612.0,
03/31/2016,45703.0,9801.0,7224.0,2577.0,2941.0,2941.0,0.0,1233.0,0.0,590.0,643.0,0.0,625.0,,1173.0,625.0,14600.0,3806.0,10411.0,-6605.0,5169.0,5169.0,22128.0,19158.0,17099.0,2059.0,1797.0,31103.0,,3799.0,1038.0,124.0,,2637.0,925.0,925.0,,,6562.0,4741.0,,0.0,11286.0,5477.0,5477.0,,,5690.0,,,466.0,483.0,11167.0,22453.0,0.0,20.0,20.0,0.0,0.0,22111.0,-558.0,21573.0,1677.0,23250.0,45703.0,
06/30/2016,46745.0,11761.0,9354.0,2407.0,2896.0,2896.0,0.0,1243.0,0.0,676.0,567.0,0.0,650.0,,1169.0,650.0,16550.0,3725.0,10401.0,-6676.0,4387.0,4387.0,22083.0,19135.0,17137.0,1998.0,1779.0,30195.0,,4109.0,1158.0,285.0,,2666.0,800.0,800.0,,,6494.0,4750.0,,0.0,11403.0,5479.0,5479.0,,,5708.0,,,487.0,471.0,11187.0,22590.0,0.0,20.0,20.0,0.0,0.0,22679.0,-561.0,22138.0,2017.0,24155.0,46745.0,
