Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
04/30/1989,91.175003,198.289001,61.154999,5.85,,5.85,-174.119003,,,,-174.119003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1989,-3.539,219.048004,65.710999,4.535,,4.535,-292.833008,,,,-292.833008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/1989,-137.397995,232.701004,71.213997,5.74,,5.74,-447.053009,,,,-447.053009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/1990,916.578979,425.862,71.325996,11.602,,11.602,407.789001,,,,407.789001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/30/1990,36.0,253.442993,76.946999,5.964,,5.964,-300.354004,,,,-300.354004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1990,109.143997,272.931,82.032997,4.448,,4.448,-250.268005,,,,-250.268005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/1990,67.139,282.807007,84.085999,5.716,,5.716,-305.470001,,,,-305.470001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/1991,1083.602051,481.842987,103.547997,1.966,,1.966,496.244995,,,,496.244995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1083.602051,,,
04/30/1991,172.686005,306.953003,100.001999,-4.01,,-4.01,-230.259003,,,,-230.259003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1991,292.792999,345.893005,111.203003,5.178,,5.178,-169.481003,,,,-169.481003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/1991,-241.973999,353.200012,124.460999,5.465,,5.465,-725.099976,,,,-725.099976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/1992,1133.208008,602.429993,139.686005,23.355,,23.355,367.737,,,,367.737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133.208008,,,
04/30/1992,190.460007,386.954987,140.755005,9.326,,9.326,-346.575989,,,,-346.575989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1992,164.643997,420.446991,145.279007,10.066,,10.066,-411.14801,,,,-411.14801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/1992,-541.10498,437.803986,152.628998,9.998,,9.998,-1141.536011,,,,-1141.536011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/1993,1464.277954,749.588013,210.473999,18.459,,18.459,485.756989,,,,485.756989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464.277954,,,
04/30/1993,14.379,450.649994,187.121994,-202.466995,,-202.466995,-420.925995,,,,-420.925995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1993,765.419006,495.875,195.578995,403.446991,,403.446991,-329.481995,,,,-329.481995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/1993,20.174,518.739014,212.003998,-406.212006,,-406.212006,-304.356995,,,,-304.356995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/1994,1395.479004,868.013,254.037003,151.598999,,151.598999,121.830002,,,,121.830002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395.479004,,,
04/30/1994,923.236023,498.455994,230.766006,61.580002,,61.580002,132.434006,,,,132.434006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1994,77.208,564.815002,260.207001,-412.292999,,-412.292999,-335.520996,,,,-335.520996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/1994,136.666,588.085022,266.095001,94.450996,,94.450996,-811.965027,,,,-811.965027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/1995,1768.890015,1029.644043,312.932007,138.261993,,138.261993,288.052002,,,,288.052002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1768.890015,,,
04/30/1995,17.0,553.0,276.0,-278.0,,-278.0,-534.0,,,,-534.0,,-759.0,-759.0,,,,-759.0,,,,,,,,,,0.0,,,,,,,,,,,,-742.0,,,
07/31/1995,836.0,633.0,328.0,-183.0,,-183.0,58.0,,,,58.0,,-951.0,-951.0,,,,-951.0,,,,,,,,,,0.0,,,,,,,,,,,,-115.0,,,
10/31/1995,-309.0,612.0,334.0,-86.0,,-86.0,-1169.0,,,,-1169.0,,-1122.0,-1122.0,,,,-1122.0,,,,,,,,,,0.0,,,,,,,,,,,,-1431.0,,,
01/31/1996,1839.0,942.0,366.0,320.0,,320.0,211.0,,,,211.0,,,-734.0,,,,-734.0,,,,,,,,,,734.0,,,,,,,,,,,,,,,
04/30/1996,1640.0,571.0,348.0,-10.0,,-10.0,731.0,,,,731.0,,-733.0,-733.0,,,,-733.0,,,,,,,,,,0.0,,,,,,,,,,,,907.0,,,
07/31/1996,805.0,706.0,359.0,78.0,,78.0,-338.0,,,,-338.0,,-662.0,-662.0,,,,-662.0,,,,,,,,,,0.0,,,,,,,,,,,,143.0,,,
10/31/1996,518.0,684.0,354.0,-105.0,,-105.0,-415.0,,,,-415.0,,-822.0,-822.0,,,,-822.0,,,,,,,,,,0.0,,,,,,,,,,,,-304.0,,,
01/31/1997,2967.0,1095.0,402.0,-231.0,,-231.0,1701.0,,,,1701.0,,-426.0,-426.0,,,,-426.0,,,,,,,,,,0.0,,,,,,,,,,,,2541.0,,,
04/30/1997,1283.0,652.0,366.0,217.0,,217.0,48.0,,,,48.0,,-681.0,-512.0,0.0,,,-512.0,,,0.0,0.0,0.0,,,,,-169.0,-759.0,-150.0,0.0,,,,-638.0,0.0,-638.0,29.0,,-157.0,,,
07/31/1997,1227.0,795.0,404.0,-261.0,,-261.0,289.0,,,,289.0,,-538.0,-666.0,0.0,,,-666.0,,,0.0,0.0,0.0,,,,,128.0,-485.0,-157.0,-19.0,,,,-399.0,0.0,-399.0,90.0,,204.0,,,
10/31/1997,738.0,792.0,408.0,691.0,,691.0,-1153.0,,,,-1153.0,,-1373.0,-716.0,0.0,,,-716.0,,,0.0,0.0,0.0,,,,,-657.0,433.0,-152.0,1019.0,,,,-330.0,0.0,-330.0,-104.0,,-202.0,,,
01/31/1998,3875.0,1287.0,456.0,-618.0,,-618.0,2750.0,,,,2750.0,,-1829.0,-742.0,0.0,,,-742.0,,,0.0,0.0,0.0,,,,,-1087.0,-1327.0,-152.0,422.0,,,,-202.0,0.0,-202.0,-1395.0,,719.0,,,
04/30/1998,858.0,828.0,441.0,-58.0,,-58.0,-353.0,,,,-353.0,,-726.0,-760.0,0.0,,,-760.0,,,0.0,0.0,0.0,,,,,34.0,-808.0,-174.0,-238.0,,,,-372.0,0.0,-372.0,-24.0,,-676.0,560.0,195.0,
07/31/1998,1347.0,1034.0,444.0,-1.0,,-1.0,-130.0,,,,-130.0,,-1029.0,-866.0,0.0,,,-866.0,,,0.0,0.0,0.0,,,,,-163.0,-205.0,-173.0,135.0,,,,-100.0,0.0,-100.0,-67.0,,113.0,974.0,193.0,
10/31/1998,470.0,1009.0,515.0,-446.0,,-446.0,-608.0,,,,-608.0,,-875.0,-1026.0,0.0,,,-1026.0,,,0.0,0.0,0.0,,,,,151.0,529.0,-173.0,1468.0,,,,-645.0,0.0,-645.0,-121.0,,124.0,693.0,193.0,
01/31/1999,4905.0,1559.0,472.0,-57.0,,-57.0,2931.0,,,,2931.0,,-1788.0,-1082.0,0.0,,,-1082.0,,,0.0,0.0,0.0,,,,,-706.0,-2246.0,-173.0,-2005.0,,,,-85.0,0.0,-85.0,17.0,,871.0,1231.0,224.0,
04/30/1999,1546.0,916.0,530.0,168.0,,168.0,-68.0,,,,-68.0,,-1082.0,-1110.0,0.0,,,-1110.0,,,0.0,0.0,0.0,,,,,28.0,-376.0,-222.0,-39.0,,,,-9.0,0.0,-9.0,-106.0,,88.0,418.0,179.0,
07/31/1999,1172.0,1251.0,526.0,-461.0,,-461.0,-144.0,,,,-144.0,,-3998.0,-1241.0,0.0,,,-1241.0,,,0.0,0.0,0.0,,,,,-2757.0,2367.0,-223.0,2709.0,,,,-92.0,0.0,-92.0,-27.0,,-459.0,189.0,216.0,
10/31/1999,1043.0,1294.0,556.0,903.0,,903.0,-1710.0,,,,-1710.0,,-9765.0,-1662.0,0.0,,,-1662.0,,,0.0,0.0,0.0,,,,,-8103.0,8649.0,-223.0,8956.0,,,,0.0,0.0,0.0,-84.0,,-73.0,1288.0,219.0,
01/31/2000,4433.0,1916.0,763.0,-689.0,,-689.0,2443.0,,,,2443.0,,-2001.0,-2170.0,0.0,,,-2170.0,,,0.0,0.0,0.0,,,,,169.0,-2011.0,-222.0,-2306.0,,,,0.0,0.0,0.0,517.0,,421.0,-1046.0,2166.0,
04/30/2000,881.0,1326.0,656.0,47.0,,47.0,-1148.0,,,,-1148.0,,-2319.0,-1730.0,0.0,,,-1730.0,,,0.0,0.0,0.0,,,,,-589.0,942.0,-267.0,714.0,,,,389.0,582.0,-193.0,106.0,,-496.0,361.0,424.0,
