Date,P/E,Average,High,Low,P/Book,P/Sales,P/Free Cash Flow,Price/Share,Market Cap,Market Cap / Deposits,Enterprise Value,EV/Total Revenues,EV/EBITDA,Source: Bloomberg
09/30/1980,,,,,,,,3.000008,,,,,,
12/31/1980,,,,,,,,4.022232,,,,,,
03/31/1981,,,,,,,,3.822232,,,,,,
06/30/1981,,,,,,,,3.933343,,,,,,
09/30/1981,,,,,,,,2.555562,,,,,,
12/31/1981,,,,,,,,4.4889,,,,,,
03/31/1982,,,,,,,,3.000008,,,,,,
06/30/1982,,,,,,,,2.73334,,,,,,
09/30/1982,,,,,,,,4.088899,,,,,,
12/31/1982,,,,,,,,9.362963,,,,,,
03/31/1983,,,,,,,,11.259259,,,,,,
06/30/1983,,,,,,,,13.244444,,,,,,
09/30/1983,,,,,,,,9.185185,,,,,,
12/31/1983,,,,,,,,8.296296,,,,,,
03/31/1984,,,,,,,,6.992593,,,,,,
06/30/1984,,,,,,,,7.22963,,,,,,
09/30/1984,,,,,,,,6.962963,,,,,,
12/31/1984,,,,,,,,6.518519,,,,,,
03/31/1985,,,,,,,,9.333333,,,,,,
06/30/1985,,,,,,,,8.325926,,,,,,
09/30/1985,,,,,,,,6.874074,,,,,,
12/31/1985,,,,,,,,8.296296,,,,,,
03/31/1986,,,,,,,,10.133333,,,,,,
06/30/1986,,,,,,,,8.088889,,,,,,
09/30/1986,,,,,,,,9.222222,,,,,,
12/31/1986,,,,,,,,9.333333,,,,,,
03/31/1987,,,,,,,,10.555556,,,,,,
06/30/1987,,,,,,,,9.222222,,,,,,
09/30/1987,,,,,,,,9.592593,,,,,,
12/31/1987,,,,,,,,4.259259,,,,,,
03/31/1988,,,,,,,,4.814815,,,,,,
06/30/1988,,,,,,,,5.074074,,,,,,
09/30/1988,,,,,,,,5.222222,,,,,,
12/31/1988,,,,,,,,4.777778,,,,,,
03/31/1989,,,,,,,,5.185185,,,,,,
06/30/1989,,,,,,,,5.444444,,,,,,
09/30/1989,,,,,,,,5.814815,,,,,,
12/31/1989,,,,,,,,5.0,,,,,,
03/31/1990,,,,,0.665451,,,5.185185,435.403523,0.30041,19831.276692,,,
06/30/1990,,,,,0.712764,,,5.592593,471.452922,0.324814,16392.522883,,,
09/30/1990,,,,,0.527499,,,4.148148,349.882961,0.22293,15862.948864,,,
12/31/1990,,11.014817,11.014817,11.014817,0.608211,0.115665,,4.074074,338.868626,0.165171,14554.244481,4.886426,11.011211,
03/31/1991,,11.078599,11.73175,10.965184,1.033904,0.193862,,6.740741,602.910712,0.345951,14934.637183,5.078302,11.765023,
06/30/1991,,11.776059,13.089294,11.697172,0.855198,0.169512,,5.814815,522.973041,0.305586,16369.95531,5.557717,13.091597,
09/30/1991,,13.153593,13.593511,13.081347,1.071597,0.220765,,7.666667,691.172306,0.425283,17575.991612,5.789762,13.594786,
12/31/1991,7.412791,13.690154,15.090003,13.549711,1.387957,0.297094,,10.388889,987.834327,0.573324,19904.934974,6.287301,15.128952,
03/31/1992,5.911176,15.15191,15.857472,15.088802,1.308185,0.300424,,10.5,1019.553519,0.6767,21207.782218,6.415156,15.873305,
06/30/1992,5.116325,15.775528,16.742552,15.695366,1.130389,0.279858,,9.611111,932.614009,0.527913,21928.230922,6.584588,16.742073,
09/30/1992,3.962054,16.766424,20.659627,16.60625,0.879713,0.234022,,7.888889,764.556549,0.451518,26113.342728,7.781402,20.658882,
12/31/1992,5.803572,20.746181,20.897417,18.452463,1.203243,0.332566,,10.833333,1073.180818,0.470133,23042.948931,6.850414,18.471109,
03/31/1993,6.460674,18.547581,22.647848,18.396112,1.1973,0.362065,,11.5,1131.459352,0.530692,28682.395509,8.386393,22.64172,
06/30/1993,6.959379,22.6529,23.069946,22.576998,1.295208,0.410025,,12.944444,1431.425133,0.621359,30928.03614,8.692019,23.188294,
09/30/1993,7.66745,23.240263,23.354111,22.987054,1.443498,0.453129,,14.5,1607.209,0.670776,33237.829907,8.828287,22.98966,
12/31/1993,5.763074,22.822341,23.049289,20.94156,1.160322,0.354501,,12.0,1386.638946,0.505112,32920.58606,8.220453,20.977585,
03/31/1994,5.733295,20.984079,21.544047,20.921941,1.037002,0.320892,,11.25,1293.671293,0.502452,35418.87509,8.521396,21.540214,
06/30/1994,8.430755,21.48418,21.563525,19.976571,0.978907,0.292738,,10.416667,1188.296914,0.42294,31219.566613,7.607335,19.970464,
09/30/1994,10.492701,19.993971,20.688778,19.915735,0.886684,0.275451,,9.583333,1086.304379,0.307836,31929.5928,7.981049,20.68429,
12/31/1994,42.857143,20.68641,20.751602,20.392356,1.01588,0.286605,,10.0,1489.755015,0.513843,31223.252359,7.87655,20.627693,
03/31/1995,,20.699839,24.329193,20.367394,1.079213,0.314755,,10.75,1608.742847,0.368839,40269.904865,9.784843,24.333578,
06/30/1995,,24.453559,24.574719,23.769218,1.360265,0.357073,,12.583333,1868.473939,0.394823,41317.950471,9.089988,23.760806,
09/30/1995,,23.784357,23.876793,22.238884,1.385276,0.36173,,13.166667,1942.274296,0.434427,43207.273655,8.667555,22.232288,
12/31/1995,45.454541,22.264458,22.410794,18.744392,1.397705,0.368293,1.377686,13.333333,1941.47994,0.52494,39836.219274,7.487885,18.732458,
03/31/1996,20.276497,18.790998,20.668924,18.651903,1.470498,0.380927,4.333816,14.666667,2068.087952,0.56131,45190.954437,8.192398,20.63808,
06/30/1996,7.799672,20.594646,20.702173,18.27274,1.511919,0.406681,1.268002,15.833333,2209.79497,0.609817,44757.16231,7.970822,18.263437,
09/30/1996,6.840391,18.181762,18.824327,18.119305,1.281709,0.347642,0.610051,14.0,1938.719994,0.504984,46720.723625,8.326905,18.818203,
12/31/1996,8.259912,18.964225,19.115681,17.712203,1.6679,0.438328,,18.75,2615.399916,0.535576,45980.347395,8.058293,17.719486,
03/31/1997,8.260234,17.889375,19.331851,17.68552,1.601212,0.428967,,18.833333,2588.999605,0.555796,51828.346254,8.930331,19.317679,
06/30/1997,10.324484,19.512269,19.642186,17.812428,1.904186,0.503379,,23.333333,3201.76487,0.678619,50925.746452,8.498622,17.810384,
09/30/1997,12.618084,17.922745,18.214297,17.43023,2.432727,0.635523,,31.166667,4124.518679,0.903586,54042.227861,8.468652,17.381304,
