Date,P/E,Average,High,Low,P/Book,P/Sales,P/Free Cash Flow,Price/Share,Market Cap,Market Cap / Deposits,Enterprise Value,EV/Total Revenues,EV/EBITDA,Source: Bloomberg
12/31/1997,13.396318,17.441049,17.595005,15.737725,2.504084,0.68715,,34.5625,4835.293539,0.957007,51981.161108,7.808553,15.817259,
03/31/1998,14.697802,15.765999,16.405369,15.503663,2.774528,0.778551,,40.125,5590.937147,0.968895,56849.582151,8.198232,16.398864,
06/30/1998,14.436027,16.558002,16.748392,16.361757,2.788372,0.814549,,42.875,6028.182083,1.021771,59317.396896,8.22153,16.376684,
09/30/1998,10.791367,16.337886,16.736832,15.291695,1.892059,0.573613,,30.0,4284.23996,0.696778,56281.474991,7.752721,15.309722,
12/31/1998,14.148352,15.444814,15.865715,13.034204,2.304552,0.750607,,38.625,5620.671267,0.839995,47468.024492,6.547691,13.06302,
03/31/1999,13.425926,13.015076,14.532443,12.81314,2.244339,0.771153,,39.875,5815.369854,0.978599,52666.922604,7.148274,14.535976,
06/30/1999,14.747634,14.686449,14.88889,14.474709,2.515954,0.904926,,46.75,6795.953823,1.076211,52867.79237,7.107341,14.787139,
09/30/1999,10.298296,14.521297,14.762717,14.09787,1.872652,0.702067,,36.25,5262.557354,0.839285,49519.488842,6.611836,14.095868,
12/31/1999,9.801136,14.185528,14.408057,13.929766,1.936968,0.719335,,38.8125,5650.634151,0.729796,52851.897212,6.756176,14.412439,
03/31/2000,10.717959,14.402329,14.734659,14.203085,2.102794,0.768355,,44.050812,6393.35843,0.775984,55380.400849,6.66867,14.19798,
06/30/2000,11.262376,14.222109,14.52129,13.169709,2.092487,0.762576,,45.5,6677.079178,0.561943,54456.424332,6.295532,13.18208,
09/30/2000,17.090571,13.956992,14.152667,12.663342,3.024154,1.086135,13.675108,68.875,10260.653545,0.759208,57352.946774,6.210345,12.681472,
