Date,Returns,Return on Common Equity,Return on Assets,Return on Invested Capital,Margins,Gross Margin,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
09/30/2010,,,,,,15.515499,,4.405323,,-0.012635,-0.012635,-0.012635,-0.012635,,,,,
12/31/2010,,,,,,15.717811,5.820922,3.578038,,-1.29109,-1.061955,-1.061955,-1.061955,,,,,
03/31/2011,,,,,,16.453794,6.728963,4.305973,,-0.145567,-0.19722,-0.19722,-0.19722,,,,,
06/30/2011,,,,,,16.616227,7.42092,5.314871,,-2.205547,-1.442726,-1.442726,-1.442726,,,,,
09/30/2011,,,-0.435515,6.779719,,16.270241,7.395212,5.411792,16.956522,2.119005,1.437205,1.437205,1.437205,,32.175503,,,
12/31/2011,,,0.287554,6.429552,,16.629694,6.550236,4.481104,14.244879,1.205986,0.766345,0.766345,0.766345,,36.454849,0.0,,
03/31/2012,,,0.55298,8.020236,,16.583305,6.730769,4.467058,6.276371,0.651087,0.46999,0.46999,0.46999,,27.81457,,,
06/30/2012,,,1.736163,7.988091,,16.516424,7.335474,5.277208,4.750869,2.309746,1.423763,1.423763,1.423763,,38.358459,,,
09/30/2012,,,1.752287,7.769359,,16.494492,7.360958,5.325354,0.0,2.409179,1.448557,1.448557,1.448557,,39.873418,,,
12/31/2012,,,2.039487,7.767704,,16.355248,6.997309,5.03268,16.269515,1.849289,1.280277,1.280277,1.280277,,30.769231,0.0,,
03/31/2013,,156.422018,2.363112,8.578086,,16.66874,7.136045,4.97989,17.837838,1.845171,1.173446,1.173446,1.173446,,36.404494,0.0,156.422018,
06/30/2013,,112.495194,2.447307,8.833328,,16.248696,7.40834,5.526571,8.838643,2.633757,1.680279,1.680279,1.680279,,36.202186,0.0,112.495194,
09/30/2013,,27.994723,1.764818,8.07821,,16.00391,5.058828,3.243375,,-0.16758,-0.076808,-0.076808,-0.076808,,,,,
12/31/2013,,31.313369,2.280886,8.557321,,16.522316,7.146279,5.23348,9.884239,3.044263,2.211329,2.211329,2.211329,,27.360775,11.970833,27.564898,
03/31/2014,,33.834095,2.648442,8.830895,,16.031369,7.080647,5.120084,6.525353,3.046413,1.919089,1.919089,1.919089,,37.00495,14.341847,28.981661,
06/30/2014,,37.065857,3.237249,9.261916,,15.998068,7.733419,6.05924,10.590756,4.417257,2.788152,2.788152,2.788152,,36.880466,8.352771,33.969831,
09/30/2014,,32.578195,4.167559,10.317091,,15.532286,7.244114,5.655063,22.847188,2.740271,1.702336,1.702336,1.702336,,37.877095,13.129496,28.300842,
12/31/2014,,29.717267,4.07335,10.418005,,16.12734,7.091571,5.386709,6.62114,2.626143,1.698305,1.698305,1.698305,,35.330836,22.586873,23.005066,
03/31/2015,,28.74646,4.14462,10.518548,,16.56867,7.407811,5.502323,15.354713,3.157666,1.985337,1.985337,1.985337,,37.126437,21.389397,22.597766,
06/30/2015,,29.370857,4.396373,10.83017,,16.128546,7.800241,6.213036,8.509615,5.19312,3.264937,3.264937,3.264937,,37.129576,10.667745,26.237649,
09/30/2015,,37.122404,5.69076,10.778492,,16.200623,7.554769,5.843878,8.468085,7.032076,4.310074,4.310074,4.310074,,38.708367,7.586481,34.30612,
12/31/2015,,39.667388,6.271392,10.828926,,16.311725,7.088111,5.262696,4.235677,4.145214,2.612333,2.612333,2.612333,,36.979534,20.284155,31.621194,
03/31/2016,,42.294334,6.655995,10.852271,,16.828697,7.219174,5.16572,2.600277,3.975359,2.49623,2.49623,2.49623,,37.207425,23.116645,32.517303,
06/30/2016,,43.350587,6.629069,11.265758,,16.65939,7.837145,6.098892,5.019966,5.11652,3.206353,3.206353,3.206353,,37.333333,15.086596,36.810459,
09/30/2016,,39.734779,6.075046,11.667334,,16.565989,8.103662,6.404725,15.886045,5.344911,3.395178,3.395178,3.395178,,36.478305,13.840945,34.23511,
12/31/2016,,39.63762,6.193948,11.853647,,16.54736,7.473371,5.646547,23.378378,4.661551,2.954988,2.954988,2.954988,,36.609337,24.821705,29.798887,
03/31/2017,,41.57765,6.000326,12.691227,,16.999386,7.214373,5.242629,6.963388,2.288084,1.787469,1.787469,1.787469,,21.879195,43.821306,23.357781,
06/30/2017,,45.981208,6.148103,13.542864,,16.465812,7.6085,5.93057,3.214443,5.018372,3.620526,3.620526,3.620526,,27.854583,17.714691,37.835779,
09/30/2017,,48.035615,6.221441,13.450175,,16.327672,7.873996,6.2036,2.888889,5.260348,3.2874,3.2874,3.2874,,37.506042,19.031709,38.893616,
12/31/2017,,51.518881,7.519888,15.710989,,16.356174,7.64372,5.8927,9.202926,4.906586,5.191759,5.191759,5.191759,,,16.450719,43.043655,
03/31/2018,,62.178343,8.578094,16.256653,,16.745231,7.5061,5.659383,9.531963,4.59461,3.521517,3.521517,3.521517,,23.355462,25.166929,46.529963,
06/30/2018,,65.078206,8.685124,17.098187,,16.616899,7.926232,6.342419,11.786685,5.489597,4.132725,4.132725,4.132725,,24.717145,18.402312,53.102312,
09/30/2018,,68.981293,9.373359,18.130553,,16.317571,7.788347,6.283728,7.0,5.451386,4.200585,4.200585,4.200585,,22.944631,17.250408,57.081738,
12/31/2018,,65.585475,9.09837,17.702844,,17.026603,7.602827,5.961029,6.7555,5.070187,3.909394,3.909394,3.909394,,22.894482,27.611111,47.476597,
03/31/2019,,69.524997,9.096101,17.708836,,16.981227,7.668208,5.78337,7.055477,4.840951,3.86316,3.86316,3.86316,,20.19833,28.361674,49.806544,
06/30/2019,,69.077307,9.080776,18.317609,,16.713104,8.287436,6.486101,7.84137,5.641591,4.246312,4.246312,4.246312,,24.732006,21.820956,54.003978,
09/30/2019,,67.802271,9.424014,19.121225,,16.637121,8.95939,6.532592,8.568756,5.316136,4.109868,4.109868,4.109868,,22.690686,27.223599,49.344053,
12/31/2019,,76.135366,9.715766,20.036015,,17.137252,8.091428,6.255373,8.850898,5.20179,4.090899,4.090899,4.090899,,21.355932,29.380388,53.7665,
03/31/2020,,82.751789,9.455474,19.492927,,17.235487,7.682493,5.600109,3.918386,4.825481,3.825298,3.825298,3.825298,,20.727101,32.296605,56.02577,
06/30/2020,,74.740172,8.929064,18.210618,,17.115239,9.359324,6.491513,-6.396669,5.621092,4.331493,4.331493,4.331493,,22.942135,57.218403,31.975039,
