Date,Cash From Operating Activities,Net Income,Depreciation Expense,Amortization - Nuclear Fuel,AFC - Debts & Equity,Deferred Income Taxes,Investment Tax Credits,Other Non-Cash Adjustments,Changes In Restricted Bond Proceeds,Accts Receivable & Unbilled Revenue,Changes in Fossil Fuel,Change In Inventories,Prepayments & Others,Accounts Payable & Accruals,Accrued Taxes,Change in Other Working Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Additions to Utility Plant Less AFC,Changes in Decommissioning Funds,Non-Utility Cap Expenditure,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
09/30/2009,1582.0,757,682,0.0,0.0,591,0.0,-407,2.0,49,,-34.0,0.0,-59,1,0.0,,0.0,-859,-808,-51.0,0.0,0.0,0.0,21,-838,-208,-346,95,1502,-1463,9,0,-5,536.0,
12/31/2009,1465.0,581,666,0.0,0.0,16,0.0,-63,0.0,-101,,10.0,0.0,209,147,0.0,,0.0,-1080,-1021,-59.0,0.0,-28.0,41.0,-7,-1074,-755,-347,15,0,-434,14,0,-3,-364.0,
03/31/2010,1861.0,749,718,0.0,0.0,-4,0.0,77,0.0,40,,67.0,0.0,-303,517,0.0,,0.0,-935,-878,-57.0,0.0,0.0,0.0,226,-709,-638,-347,101,0,-403,11,0,0,514.0,
06/30/2010,508.0,445,737,0.0,0.0,-369,0.0,-178,0.0,-269,,-66.0,0.0,64,144,0.0,,0.0,-747,-706,-41.0,0.0,0.0,0.0,-202,-949,-915,-347,33,0,-614,11,0,2,-1356.0,
09/30/2010,1743.0,845,800,0.0,0.0,613,0.0,-354,0.0,57,,-53.0,0.0,186,-351,0.0,,0.0,-808,-798,-10.0,0.0,0.0,0.0,429,-379,203,-348,-224,1398,-616,12,0,-19,1567.0,
12/31/2010,1132.0,524,688,0.0,0.0,741,0.0,-423,0.0,-60,,-10.0,,525,-853,0.0,,0.0,-979,-944,-35.0,0.0,-22.0,28.0,-884,-1857,-398,-347,-65,0,-1,14,0,1,-1123.0,
03/31/2011,-207.0,668,552,0.0,0.0,340,0.0,-2124,0.0,53,,78.0,19.0,-526,733,0.0,,0.0,-1202,-1150,-52.0,0.0,0.0,0.0,23,-1179,261,-348,50,599,-1,8,0,-47,-1125.0,
06/30/2011,1220.0,620,562,0.0,0.0,250,0.0,-115,0.0,-53,,-61.0,19.0,40,-42,0.0,,0.0,-898,-835,-63.0,0.0,0.0,0.0,3,-895,-250,-347,90,0,-1,7,0,1,75.0,
09/30/2011,1904.0,601,588,0.0,0.0,418,0.0,407,0.0,3,,-61.0,21.0,86,-159,0.0,,0.0,-1045,-987,-58.0,0.0,-532.0,0.0,-380,-1957,562,-349,322,600,-1,11,0,-21,509.0,
12/31/2011,1936.0,606,602,0.0,0.0,449,0.0,192,0.0,54,,-14.0,,146,-40,0.0,,0.0,-1090,-1070,-20.0,0.0,-4.0,6.0,516,-572,-1419,-349,-301,0,-786,12,0,5,-55.0,
03/31/2012,994.0,200,776,0.0,0.0,101,0.0,417,0.0,394,,104.0,,-1176,178,0.0,,0.0,-1542,-1496,-46.0,0.0,0.0,0.0,902,-640,-649,-350,141,0,-451,12,0,-1,-295.0,
06/30/2012,1719.0,286,1134,0.0,0.0,126,0.0,26,0.0,20,,-59.0,-8.0,113,81,0.0,,0.0,-1370,-1304,-66.0,0.0,0.0,2.0,40,-1328,237,-474,38,850,-198,30,0,-9,628.0,
09/30/2012,2855.0,296,924,0.0,0.0,137,0.0,1028,0.0,208,,71.0,-114.0,-930,384,0.0,,0.0,-2952,-2858,-94.0,0.0,-13.0,24.0,927,-2014,-785,-803,-177,708,-533,31,0,-11,56.0,
12/31/2012,1557.0,378,1170,0.0,0.0,352,0.0,-644,0.0,15,,14.0,8.0,185,79,0.0,,0.0,-1685,-1627,-58.0,0.0,0.0,2.0,449,-1234,-537,-439,-58,469,-414,11,0,-106,-214.0,
03/31/2013,859.0,-4,1017,0.0,0.0,-610,0.0,335,0.0,-70,,101.0,,-542,632,0.0,,,-1499,-1447,-52.0,0.0,,,28,-1471,-102,-450,233,149,-1,12,0,-45,-714.0,
06/30/2013,1479.0,490,984,0.0,0.0,142,0.0,-241,0.0,201,,-119.0,,-41,73,0.0,,,-1136,-1071,-65.0,0.0,,,58,-1078,-182,-266,429,360,-615,20,-93,-17,219.0,
09/30/2013,2056.0,738,843,,,304,,-137,,-77,,-85.0,-28.0,340,158,,,,-1426,-1369,-57.0,,0.0,16.0,-11,-1421,18,-265,-457,1522,-540,8,0,-250,653.0,
12/31/2013,1949.0,495,935,0.0,0.0,283,0.0,212,0.0,-151,,3.0,-1.0,153,20,0.0,,0.0,-1567,-1508,-59.0,0.0,-1.0,2.0,142,-1424,-560,-268,127,24,-433,7,0,-17,-35.0,
03/31/2014,165.0,90,908,0.0,0.0,-48,0.0,-448,0.0,-606,,80.0,15.0,157,17,0.0,,18.0,-1270,-1217,-53.0,0.0,,335.0,-94,-1011,151,-266,638,950,-1150,7,0,-28,-695.0,
06/30/2014,1586.0,522,1017,0.0,0.0,181,0.0,-16,0.0,654,,-230.0,6.0,-515,-33,0.0,,14.0,-1250,-1284,34.0,0.0,0.0,0.0,60,-1176,38,-267,-345,1150,-41,11,0,-470,448.0,
09/30/2014,1892.0,993,931,0.0,0.0,326,0.0,-466,0.0,150,,-166.0,0.0,36,88,0.0,,628.0,-1680,-1613,-67.0,0.0,-3.0,7.0,-141,-1189,698,-266,-57,1112,-23,7,0,-75,1401.0,
12/31/2014,814.0,18,1012,0.0,0.0,43,0.0,-12,0.0,-516,,-64.0,17.0,531,-215,0.0,,1059.0,-2032,-1963,-69.0,0.0,0.0,0.0,-250,-1223,-476,-266,-114,251,-331,10,0,-26,-885.0,
03/31/2015,1490.0,693,948,0.0,0.0,129,0.0,96,0.0,-270,,291.0,36.0,-607,174,0.0,,142.0,-1850,-1784,-66.0,0.0,0.0,0.0,-43,-1751,208,-269,-141,1206,-580,8,0,-16,-53.0,
06/30/2015,2479.0,638,1009,0.0,0.0,82,0.0,361,0.0,523,,-132.0,-14.0,-61,73,0.0,,3.0,-1733,-1676,-57.0,0.0,0.0,0.0,-65,-1795,3505,-268,235,4701,-1128,8,0,-43,4189.0,
09/30/2015,1705.0,629,973,0.0,0.0,30,0.0,51,0.0,-78,,-94.0,5.0,553,53,-417.0,,0.0,-2046,-1983,-63.0,0.0,0.0,0.0,-97,-2143,1689,-282,136,2,-37,1876,0,-6,1251.0,
12/31/2015,1942.0,309,1057,0.0,0.0,511,0.0,205,0.0,65,,-61.0,31.0,26,-203,0.0,,2.0,-2247,-2181,-66.0,0.0,,0.0,112,-2133,-572,-286,-150,800,-942,8,0,-2,-763.0,
03/31/2016,1473.0,173,1063,0.0,0.0,127,0.0,358,0.0,117,,142.0,17.0,-571,47,0.0,,0.0,-2259,-2202,-57.0,0.0,0.0,0.0,-6289,-8548,1533,-287,1770,151,-116,9,0,6,-5542.0,
06/30/2016,3080.0,267,1333,0.0,0.0,134,0.0,826,0.0,-31,,-53.0,-27.0,208,423,0.0,,45.0,-2347,-2287,-60.0,0.0,0.0,0.0,-27,-2329,-64,-295,-2689,3023,-101,8,0,-10,687.0,
09/30/2016,2810.0,490,1613,0.0,0.0,362,0.0,93,0.0,-382,,-68.0,-14.0,659,57,0.0,,4.0,-1941,-1879,-62.0,0.0,0.0,0.0,-405,-2342,-218,-291,-352,1314,-757,19,-190,39,250.0,
12/31/2016,1148.0,204,1567,0.0,0.0,33,0.0,275,0.0,-136,,-14.0,-42.0,475,49,-1250.0,,12.0,-2248,-2185,-63.0,0.0,0.0,360.0,-355,-2231,-110,-293,696,228,-962,19,0,202,-1193.0,
03/31/2017,1074.0,990,1274,0.0,0.0,185,0.0,-981,0.0,291,,109.0,-6.0,-728,50,-110.0,,0.0,-2075,-2009,-66.0,0.0,0.0,0.0,-208,-2283,1184,-303,781,763,-65,12,0,-4,-25.0,
06/30/2017,1694.0,95,1317,0.0,0.0,-76,0.0,565,0.0,-12,,-132.0,,-187,8,110.0,,211.0,-1791,-1731,-60.0,0.0,0.0,0.0,10,-1570,-201,-304,-293,218,-984,1181,0,-19,-77.0,
09/30/2017,2905.0,823,1408,0.0,0.0,335,0.0,31,0.0,-95,,-64.0,41.0,324,109,0.0,,8.0,-1886,-1816,-70.0,0.0,0.0,0.0,-12,-1890,-282,-314,-1047,1635,-679,18,0,105,733.0,
12/31/2017,1807.0,1880,1428,0.0,0.0,-806,0.0,-383,0.0,-654,,15.0,-7.0,203,132,0.0,,0.0,-2100,-2028,-72.0,0.0,0.0,0.0,-128,-2228,66,-315,219,854,-1012,89,0,231,-355.0,
03/31/2018,1502.0,585,1501,0.0,0.0,-14,0.0,-264,0.0,133,,167.0,-27.0,-451,86,-214.0,,0.0,-1939,-1880,-59.0,0.0,0.0,0.0,82,-1857,264,-333,726,1130,-1241,12,0,-30,-91.0,
06/30/2018,2367.0,539,1499,0.0,0.0,12,0.0,304,0.0,-238,,-107.0,-9.0,109,43,,,89.0,-1970,-1927,-43.0,0.0,0.0,0.0,-108,-1989,-449,-333,-401,358,-68,15,0,-20,-71.0,
09/30/2018,2806.0,733,1511,0.0,0.0,99,0.0,181,0.0,-62,,-84.0,-9.0,426,37,214.0,,1.0,-1762,-1690,-72.0,0.0,0.0,0.0,-2,-1763,250,-333,-418,1176,-171,40,0,-44,1293.0,
12/31/2018,1969.0,152,1460,0.0,0.0,-205,0.0,305,0.0,-398,,-13.0,2.0,467,174,0.0,,1.0,-2158,-2097,-61.0,0.0,0.0,0.0,-68,-2225,-284,-333,-120,451,-306,38,0,-14,-540.0,
03/31/2019,1044.0,907,1460,0.0,0.0,187,0.0,-999,0.0,79,,128.0,6.0,-764,141,-101.0,,8.0,-1826,-1873,47.0,0.0,0.0,0.0,32,-1786,275,-352,540,402,-352,51,0,-14,-467.0,
06/30/2019,1854.0,484,1462,0.0,0.0,97,0.0,-612,0.0,539,,-109.0,42.0,-160,10,,,6.0,-1673,-1699,26.0,0.0,0.0,0.0,-6,-1673,-317,-352,-195,448,-222,24,0,-20,-136.0,
09/30/2019,2501.0,772,1471,0.0,0.0,128,0.0,206,0.0,-173,,-113.0,-35.0,253,-8,101.0,,3.0,-1754,-1687,-67.0,0.0,0.0,0.0,-5,-1756,255,-351,-40,726,-70,19,0,-29,1000.0,
12/31/2019,1260.0,773,1387,0.0,0.0,269,0.0,-485,0.0,-688,,7.0,-42.0,246,-207,0.0,,36.0,-2031,-1989,-42.0,0.0,0.0,0.0,-50,-2045,-271,-353,351,375,-643,18,0,-19,-1056.0,
03/31/2020,1080.0,582,1378,0.0,0.0,-245,0.0,-425,0.0,800,,81.0,-38.0,-976,-56,-21.0,,0.0,-2067,-2016,-51.0,0.0,0.0,0.0,-8,-2075,1865,-373,609,2652,-1032,30,0,-21,870.0,
06/30/2020,1600.0,521,1363,0.0,0.0,278,0.0,-1062,0.0,518,,-95.0,-64.0,178,-58,21.0,,0.0,-1758,-1757,-1.0,0.0,0.0,0.0,1114,-644,-268,-373,-860,3874,-2862,16,0,-63,688.0,
