Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1995,3896.871094,1583.998016,1307.531006,276.46701,253.052994,,,0.0,,,,,56.650002,,,,1893.70105,198.035004,,,1001.583984,,803.551025,,,,803.551025,2003.170013,,67.198997,67.198997,,0.0,,,,,,668.94999,,,668.94999,736.148987,26.188999,,,,,0.0,,,,,,0.0,26.188999,762.337986,0.0,781.58197,,,0.0,,2345.929932,3127.511902,7.021,3134.532902,3896.870888,
12/31/1995,6160.98584,1803.924987,940.109985,863.815002,550.312988,,,0.0,,,,,512.882996,,,,2867.121094,267.652008,417.165985,-149.514008,1274.469971,,1751.743042,,,,1751.743042,3293.865021,,79.795998,79.795998,,0.0,,,,,,2354.200096,,,2354.200096,2433.996094,38.970001,,,,,0.0,,,,,,0.0,38.970001,2472.966095,500.0,824.18103,,,0.0,,2363.839111,3688.020141,,3688.020141,6160.986236,
03/31/1996,6404.391113,1899.832946,1040.491943,859.341003,611.138,,,0.0,,,,,431.480011,,,,2942.450928,258.359985,,,1346.822021,,1856.758057,,,,1856.758057,3461.940063,,75.012001,75.012001,,0.0,,,,,,2360.091026,,,2360.091026,2435.103027,36.251999,,,,,0.0,,,,,,0.0,36.251999,2471.355026,500.0,976.919983,,,0.0,,2456.115967,3933.03595,,3933.03595,6404.390976,
06/30/1996,6495.222168,1735.695007,995.679016,740.015991,618.322998,,,0.0,,,,,506.451996,,,,2860.469971,297.22699,,,1396.56897,,1940.956055,,,,1940.956055,3634.752015,,67.290001,67.290001,,0.0,,,,,,2276.991981,,,2276.991981,2344.281982,47.055,,,,,0.0,,,,,,0.0,47.055,2391.336982,500.0,1111.172974,,,0.0,,2492.711914,4103.884888,,4103.884888,6495.22187,
09/30/1996,6701.278809,1787.955078,732.025024,1055.930054,648.734009,,,0.0,,,,,366.384003,,,,2803.072998,310.269012,,,1530.668945,,2057.268066,,,,2057.268066,3898.206023,,62.942001,62.942001,,0.0,,,,,,2388.076065,,,2388.076065,2451.018066,35.595001,,,,,0.0,,,,,,0.0,35.595001,2486.613067,500.0,1135.251953,,,0.0,,2579.414062,4214.666015,,4214.666015,6701.279082,
12/31/1996,6996.629883,1647.287963,1036.715942,610.572021,605.801025,,,0.0,,,,,486.575012,,,,2739.664062,312.984009,588.338989,-275.355011,1804.973022,,2139.009033,,,,2139.009033,4256.966064,,73.077003,73.077003,,0.0,,,,,,2569.704979,,,2569.704979,2642.781982,30.761,,,,,0.0,,,,,,0.0,30.761,2673.542982,500.0,1149.887939,,,0.0,,2673.198975,4323.086914,,4323.086914,6996.629896,
03/31/1997,7062.60791,1350.327027,903.965027,446.362,681.544983,,,0.0,,,,,497.609009,,,,2529.480957,322.128998,,,2081.403076,,2129.594971,,,,2129.594971,4533.127045,,130.011002,130.011002,,0.0,,,,,,2469.730941,,,2469.730941,2599.741943,28.825001,,,,,0.0,,,,,,0.0,28.825001,2628.566944,500.0,1178.338013,,,0.0,,2755.702881,4434.040894,,4434.040894,7062.607838,
06/30/1997,7125.899902,879.899994,610.299988,269.600006,703.400024,,,0.0,,,,,405.0,,,,1988.300049,333.200012,,,2654.300049,,2150.100098,,,,2150.100098,5137.600159,,46.200001,46.200001,,0.0,,,,,,2433.100048,,,2433.100048,2479.300049,22.700001,,,,,0.0,,,,,,0.0,22.700001,2502.00005,500.0,1237.199951,,,0.0,,2886.699951,4623.899902,,4623.899902,7125.899952,
09/30/1997,7241.299805,927.099976,444.299988,482.799988,731.299988,,,0.0,,,,,465.100006,,,,2123.5,352.200012,667.0,-314.799988,2620.100098,,2145.5,,,,2145.5,5117.80011,,514.599976,514.599976,,0.0,,,,,,1934.599975,,,1934.599975,2449.199951,20.5,,,,,0.0,,,,,,0.0,20.5,2469.699951,500.0,1258.800049,,,0.0,,3012.800049,4771.600098,,4771.600098,7241.300049,
12/31/1997,7623.0,1256.0,750.0,506.0,768.0,,,0.0,0.0,0.0,0.0,,169.0,,,,2193.0,364.0,714.0,-350.0,2785.0,,2281.0,2281.0,,,0.0,5430.0,,495.0,495.0,,0.0,,,,,,2075.0,,,2075.0,2570.0,19.0,,,,,0.0,,,,,,0.0,19.0,2589.0,500.0,1400.0,,,0.0,,3134.0,5034.0,0.0,5034.0,7623.0,
03/31/1998,9104.0,816.0,668.0,148.0,1145.0,,,0.0,0.0,0.0,0.0,,1274.0,,,,3235.0,331.0,,,3182.0,,2356.0,2.356,,,2353.644,5869.0,,642.0,642.0,,0.0,,,,,,3272.0,,,3272.0,3914.0,20.0,,,,,0.0,,,,,,0.0,20.0,3934.0,500.0,1418.0,,,0.0,,3252.0,5170.0,0.0,5170.0,9104.0,
06/30/1998,8888.0,789.0,663.0,126.0,1219.0,,,0.0,0.0,0.0,0.0,,1247.0,,,,3255.0,333.0,727.0,-394.0,3280.0,,2020.0,2.02,,,2017.98,5633.0,,792.0,792.0,,0.0,,,,,,3444.0,,,3444.0,4236.0,21.0,,,,,0.0,,,,,,0.0,21.0,4257.0,500.0,1451.0,,,0.0,,2680.0,4631.0,0.0,4631.0,8888.0,
09/30/1998,8914.0,1189.0,1025.0,164.0,1104.0,,,0.0,0.0,0.0,0.0,,1230.0,,,,3523.0,332.0,751.0,-419.0,2859.0,,2200.0,2.2,,,2197.8,5391.0,,614.0,614.0,,0.0,,,,,,3678.0,,,3678.0,4292.0,22.0,,,,,0.0,,,,,,0.0,22.0,4314.0,500.0,1264.0,,,0.0,,2836.0,4600.0,0.0,4600.0,8914.0,
12/31/1998,9701.0,1814.0,1644.0,170.0,991.0,,,0.0,0.0,0.0,0.0,,1475.0,,,,4280.0,294.0,757.0,-463.0,2610.0,,2517.0,2517.0,,,0.0,5421.0,,739.0,739.0,,459.0,,,,,,4144.0,,,4144.0,5342.0,249.0,,,,,72.0,,,,,,72.0,321.0,5663.0,0.0,1109.0,,,0.0,,2929.0,4038.0,0.0,4038.0,9701.0,
03/31/1999,9490.0,1507.0,1369.0,138.0,1039.0,1039.0,,,,,,,1376.0,,,,3922.0,294.0,,,2765.0,,2509.0,2509.0,,,0.0,5568.0,,3703.0,3703.0,,400.0,,,,,,1124.0,,,1124.0,5227.0,249.0,,,,,66.0,,,,,,66.0,315.0,5542.0,,764.0,,,,3017.0,167.0,3948.0,,3948.0,9490.0,
06/30/1999,9754.0,1403.0,1230.0,173.0,975.0,975.0,,0.0,0.0,0.0,0.0,0.0,1270.0,,,,3648.0,280.0,,,3205.0,,2621.0,2621.0,,,0.0,6106.0,,3756.0,3756.0,,400.0,,,,,,1104.0,,,1104.0,5260.0,249.0,,,,,87.0,,,,,,87.0,336.0,5596.0,0.0,593.0,,,0.0,3146.0,419.0,4158.0,0.0,4158.0,9754.0,
09/30/1999,9785.0,1174.0,973.0,201.0,967.0,967.0,,0.0,0.0,0.0,0.0,0.0,1482.0,,,,3623.0,295.0,,,3050.0,,2817.0,2817.0,,,0.0,6162.0,,3915.0,3915.0,,400.0,,,,,,1154.0,,,1154.0,5469.0,250.0,,,,,96.0,,,,,,96.0,346.0,5815.0,0.0,485.0,,,0.0,3290.0,195.0,3970.0,0.0,3970.0,9785.0,
12/31/1999,10273.0,2151.0,1605.0,546.0,912.0,,,0.0,0.0,0.0,0.0,0.0,1505.0,,,,4568.0,278.0,760.0,-482.0,2568.0,,2859.0,2859.0,,,0.0,5705.0,,1003.0,1003.0,,591.0,,,,,,4298.0,,,4298.0,5892.0,400.0,,,,,118.0,,,,,,118.0,518.0,6410.0,0.0,251.0,,,0.0,,3612.0,3863.0,0.0,3863.0,10273.0,
03/31/2000,10152.0,1624.0,1276.0,348.0,919.0,919.0,,,,,,,1619.0,,,,4162.0,281.0,,,2821.0,,2888.0,2888.0,,,0.0,5990.0,,3996.0,3996.0,,496.0,,,,,,1476.0,,,1476.0,5968.0,400.0,,,,,124.0,,,,,,124.0,524.0,6492.0,,2.0,,,,3562.0,96.0,3660.0,,3660.0,10152.0,
06/30/2000,10313.0,1577.0,1322.0,255.0,914.0,914.0,,0.0,0.0,0.0,0.0,0.0,1669.0,,,,4160.0,267.0,,,2993.0,,2893.0,2893.0,,,0.0,6153.0,,4093.0,4093.0,,474.0,,,,,,1509.0,,,1509.0,6076.0,400.0,,,,,128.0,,,,,,128.0,528.0,6604.0,0.0,2.0,,,0.0,3646.0,61.0,3709.0,0.0,3709.0,10313.0,
09/30/2000,10463.0,1377.0,1103.0,274.0,906.0,906.0,,0.0,0.0,0.0,0.0,0.0,1712.0,,,,3995.0,269.0,,,3308.0,,2891.0,2891.0,,,0.0,6468.0,,4233.0,4233.0,,665.0,,,,,,1383.0,,,1383.0,6281.0,400.0,,,,,125.0,,,,,,125.0,525.0,6806.0,0.0,2.0,,,0.0,3566.0,89.0,3657.0,0.0,3657.0,10463.0,
12/31/2000,11053.0,1619.0,1419.0,200.0,867.0,,,0.0,0.0,0.0,0.0,0.0,1919.0,,,,4405.0,303.0,816.0,-513.0,3434.0,,2911.0,2911.0,,,0.0,6648.0,,4316.0,4316.0,,560.0,560.0,0.0,0.0,,,1695.0,,,1695.0,6571.0,650.0,650.0,0.0,0.0,,145.0,,,,,,145.0,795.0,7366.0,0.0,3.0,,,0.0,,3684.0,3687.0,0.0,3687.0,11053.0,
03/31/2001,11353.0,1499.0,1319.0,180.0,895.0,895.0,,0.0,0.0,0.0,0.0,0.0,1998.0,,,,4392.0,332.0,,,3625.0,,3004.0,3004.0,,,0.0,6961.0,,4472.0,4472.0,,460.0,,,,,,1842.0,,,1842.0,6774.0,650.0,,,,,147.0,,,,,,147.0,797.0,7571.0,0.0,3.0,,,0.0,3687.0,92.0,3782.0,0.0,3782.0,11353.0,
06/30/2001,11632.0,1511.0,1340.0,171.0,876.0,876.0,,0.0,0.0,0.0,0.0,0.0,2091.0,,,,4478.0,365.0,,,3737.0,,3052.0,3052.0,,,0.0,7154.0,,4583.0,4583.0,,702.0,,,,,,1926.0,,,1926.0,7211.0,650.0,,,,,179.0,,,,,,179.0,829.0,8040.0,0.0,3.0,,,0.0,3517.0,72.0,3592.0,0.0,3592.0,11632.0,
09/30/2001,12102.0,1691.0,1525.0,166.0,894.0,894.0,,0.0,0.0,0.0,0.0,0.0,2174.0,,,,4759.0,387.0,,,3878.0,,3078.0,3078.0,,,0.0,7343.0,,4722.0,4722.0,,790.0,,,,,,2047.0,,,2047.0,7559.0,650.0,,,,,178.0,,,,,,178.0,828.0,8387.0,0.0,3.0,,,0.0,3614.0,98.0,3715.0,0.0,3715.0,12102.0,
12/31/2001,12486.0,1810.0,1540.0,270.0,856.0,,,0.0,0.0,0.0,0.0,0.0,2280.0,,,,4946.0,847.0,1517.0,-670.0,3888.0,,2805.0,2750.0,2723.0,27.0,55.0,7540.0,,4669.0,4669.0,,684.0,684.0,0.0,0.0,,,2138.0,,,2138.0,7491.0,900.0,900.0,0.0,0.0,,204.0,,,,,,204.0,1104.0,8595.0,0.0,42.0,,,0.0,,3849.0,3891.0,0.0,3891.0,12486.0,
03/31/2002,12284.0,1673.0,1447.0,226.0,834.0,834.0,,,,,,,2298.0,,,,4805.0,952.0,,,3768.0,,2759.0,2759.0,2221.0,538.0,0.0,7479.0,,4801.0,4801.0,,210.0,,,,,,1908.0,,,1908.0,6919.0,1300.0,,,,,216.0,,,,,,216.0,1516.0,8435.0,,3.0,,,,3816.0,30.0,3849.0,,3849.0,12284.0,
06/30/2002,12838.0,1905.0,1696.0,209.0,898.0,898.0,,0.0,0.0,0.0,0.0,0.0,2410.0,,,,5213.0,963.0,,,3826.0,,2836.0,2836.0,2284.0,552.0,0.0,7625.0,,4992.0,4992.0,,230.0,,,,,,2006.0,,,2006.0,7228.0,1300.0,,,,,329.0,,,,,,329.0,1629.0,8857.0,0.0,3.0,,,0.0,3892.0,86.0,3981.0,0.0,3981.0,12838.0,
09/30/2002,13707.0,1581.0,1066.0,515.0,873.0,873.0,,0.0,0.0,0.0,0.0,0.0,2474.0,,,,4928.0,955.0,,,4420.0,,3404.0,3404.0,2793.0,611.0,0.0,8779.0,,5083.0,5083.0,,374.0,,,,,,2190.0,,,2190.0,7647.0,1300.0,,,,,399.0,,,,,,399.0,1699.0,9346.0,0.0,481.0,,,0.0,3724.0,156.0,4361.0,0.0,4361.0,13707.0,
12/31/2002,14164.0,1831.0,1130.0,701.0,835.0,835.0,,0.0,0.0,0.0,0.0,0.0,2508.0,,,,5174.0,955.0,1411.0,-456.0,4498.0,,3537.0,3485.0,3363.0,122.0,52.0,8990.0,,1459.0,1459.0,,811.0,811.0,0.0,0.0,,,6109.0,,,6109.0,8379.0,950.0,950.0,0.0,0.0,,407.0,,,,,,407.0,1357.0,9736.0,0.0,176.0,,,0.0,4104.0,148.0,4428.0,0.0,4428.0,14164.0,
03/31/2003,14445.0,2040.0,1802.0,238.0,835.0,835.0,,,,,,,2494.0,,,,5369.0,1035.0,,,4555.0,,3486.0,3486.0,3367.0,119.0,0.0,9076.0,,5530.0,5530.0,,402.0,,,,,,2240.0,,,2240.0,8172.0,1400.0,,,,,429.0,,,,,,429.0,1829.0,10001.0,,3.0,,,,4291.0,150.0,4444.0,,4444.0,14445.0,
06/30/2003,14838.0,2484.0,2253.0,231.0,836.0,836.0,,,,,,,2464.0,,,,5784.0,1036.0,,,4470.0,,3548.0,3548.0,3403.0,145.0,0.0,9054.0,,5784.0,5784.0,,350.0,,,,,,2217.0,,,2217.0,8351.0,1400.0,,,,,414.0,,,,,,414.0,1814.0,10165.0,,20.0,,,,4468.0,185.0,4673.0,,4673.0,14838.0,
09/30/2003,14902.0,2440.0,2067.0,373.0,880.0,880.0,,,,,,,2451.0,,,,5771.0,1054.0,,,4514.0,,3563.0,3563.0,3424.0,139.0,0.0,9131.0,,5633.0,5633.0,,350.0,,,,,,2276.0,,,2276.0,8259.0,1400.0,,,,,497.0,,,,,,497.0,1897.0,10156.0,,6.0,,,,4584.0,156.0,4746.0,,4746.0,14902.0,
12/31/2003,17634.0,2748.0,2262.0,486.0,745.0,745.0,,0.0,0.0,0.0,0.0,0.0,2627.0,,,,6120.0,1032.0,1570.0,-538.0,6729.0,,3753.0,3736.0,3509.0,227.0,17.0,11514.0,,5727.0,5727.0,,229.0,,,,,,2812.0,,,2812.0,8768.0,1750.0,,,,,1988.0,,,,,,1988.0,3738.0,12506.0,0.0,64.0,,,0.0,4915.0,149.0,5128.0,0.0,5128.0,17634.0,
03/31/2004,20852.0,2930.0,2714.0,216.0,873.0,873.0,,,,,,,2641.0,,,,6444.0,1182.0,,,7249.0,,5977.0,5977.0,5446.0,531.0,0.0,14408.0,,6253.0,6253.0,,150.0,,,,,,2736.0,,,2736.0,9139.0,2250.0,,,,,2236.0,,,,,,2236.0,4486.0,13625.0,,1564.0,,,,5469.0,194.0,7227.0,,7227.0,20852.0,
06/30/2004,20883.0,3509.0,3100.0,409.0,836.0,836.0,,,,,,,2683.0,,,,7028.0,1162.0,,,6684.0,,6009.0,6009.0,5479.0,530.0,0.0,13855.0,,6669.0,6669.0,,150.0,,,,,,2553.0,,,2553.0,9372.0,2250.0,,,,,2143.0,,,,,,2143.0,4393.0,13765.0,,1035.0,,,,6046.0,37.0,7118.0,,7118.0,20883.0,
09/30/2004,27897.0,4409.0,3635.0,774.0,910.0,910.0,,,,,,,2877.0,,,,8196.0,1196.0,,,8091.0,,10414.0,10414.0,9165.0,1249.0,0.0,19701.0,,7690.0,7690.0,,150.0,,,,,,2727.0,,,2727.0,10567.0,3750.0,,,,,2513.0,,,,,,2513.0,6263.0,16830.0,,4186.0,,,,6745.0,136.0,11067.0,,11067.0,27897.0,
12/31/2004,27879.0,4505.0,3991.0,514.0,906.0,906.0,,0.0,,,,,2830.0,,,,8241.0,1139.0,1799.0,-660.0,7748.0,,10751.0,10675.0,9470.0,1205.0,76.0,19638.0,,7647.0,7647.0,,673.0,673.0,0.0,0.0,,,3009.0,,,3009.0,11329.0,3350.0,3350.0,0.0,0.0,,2483.0,,,,,,2483.0,5833.0,17162.0,0.0,3101.0,,,,7484.0,132.0,10717.0,0.0,10717.0,27879.0,
12/31/2005,41288.0,6011.0,5421.0,590.0,1207.0,1207.0,,0.0,0.0,0.0,0.0,0.0,3919.0,,,,10547.0,1647.0,2613.0,-966.0,8971.0,,20123.0,18258.0,16238.0,2020.0,1865.0,30741.0,,10547.0,10547.0,,3261.0,3261.0,0.0,0.0,,,2845.0,,,2845.0,16653.0,3834.0,3834.0,0.0,0.0,,2986.0,,,,,,2986.0,6820.0,23473.0,0.0,7524.0,,,0.0,10258.0,33.0,17815.0,0.0,17815.0,41288.0,
