Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1999,30,-205,48,271,,,271,-84,,,-84,,-50,-29,0.0,,,-29,,,,,,,,,,-21,20,0.0,-27,,,,0,0,0.0,47,,0,,,
06/30/1999,-75,55,46,-67,,,-67,-109,,,-109,,-816,-46,0.0,,,-46,,,,,,,,,,-770,902,0.0,1757,,,,0,0,0.0,-855,,11,,,
09/30/1999,52,12,47,3,,78.0,-75,-10,-64.0,-45.0,99,,-39,-39,0.0,,,-39,,,,,,,,,,0,-7,0.0,-7,,,,0,0,0.0,0,,6,28.0,3.0,
12/31/1999,-38,-206,43,63,,,63,62,81.0,15.0,-34,,-89,-59,0.0,,,-59,,,0.0,0.0,0.0,,,,,-30,115,0.0,801,,,,0,0,0.0,-686,,-12,25.0,18.0,
03/31/2000,-2,163,45,-140,,14.0,-154,-70,,,-70,,400,-38,0.0,,,-38,,,,,,,,,,438,-399,0.0,-386,,,,-12,4,-16.0,-1,,-1,,,
06/30/2000,14,39,45,-8,,34.0,-42,-62,,,-62,,-35,-35,0.0,,,-35,,,,,,,,,,0,20,0.0,80,,,,-61,3,-64.0,1,,-1,,,
09/30/2000,141,38,46,-16,,52.0,-68,73,,,73,,-28,-29,0.0,,,-29,,,,,,,,,,1,-100,0.0,-88,,,,-12,4,-16.0,0,,13,,,
12/31/2000,137,7,49,52,,,52,29,,,29,,-35,-33,0.0,,,-33,,,0.0,0.0,0.0,,,,,-2,-99,0.0,-99,,,,0,4,-4.0,0,,3,,,
03/31/2001,55,33,45,-3,,12.0,-15,-20,,,-20,,41,-30,0.0,,,-30,,,,,,,,,,71,-108,0.0,-111,,,,4,4,0.0,-1,,-12,,,
06/30/2001,105,69,43,-35,,38.0,-73,28,,,28,,41,-34,0.0,,,-34,,,,,,,,,,75,-145,0.0,-149,,,,4,4,0.0,0,,1,,,
09/30/2001,124,45,16,26,,62.0,-36,37,,,37,,-42,-34,0.0,,,-34,,,,,,,,,,-8,-76,0.0,-80,,,,4,4,0.0,0,,6,,,
