Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
03/31/1990,649,199,320,95,,,95,35,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,649,384,309,222,,,222,-266,,,,-266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,1129,-206,325,539,,,539,471,,,,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,83,326,355,-766,,,-766,168,,,,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,
03/31/1991,174,178,335,-49,,,-49,-290,,,,-290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,449,357,354,232,,,232,-494,,,,-494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,814,-118,378,419,,,419,135,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,1120,-400,410,-393,,,-393,1503,,,,1503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120.0,
03/31/1992,201,297,362,-134,,,-134,-324,,,,-324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,186,361,212,-246,,,-246,-141,,,,-141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,946,189,316,-92,,,-92,533,,,,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,1690,299,312,792,,,792,287,,,,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690.0,
03/31/1993,-29,-2019,352,1993,,,1993,-355,,,,-355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,146,371,199,-31,,,-31,-393,,,,-393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,1107,-68,88,189,,,189,898,,,,898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,1130,201,207,386,,,386,336,,,,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.0,
