Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,638.299988,-445.399994,192.899994,-121.099998,71.800003,-8.0,,26.299999,90.100002,-32.400002,57.700001,7.5,,65.199997,-4.9,,60.299997,,,52.800001,1.26,1.26,1.45,41.599998,1.26,1.26,1.45,41.599998,
06/30/1990,652.099976,-461.399994,190.699982,-118.699997,72.0,-8.7,,12.8,76.1,-24.9,51.200001,-6.4,,44.799999,-4.8,,39.999999,,,46.400001,1.17,1.17,1.01,39.799999,1.17,1.17,1.01,39.799999,
09/30/1990,639.5,-467.399994,172.100006,-115.699997,56.400002,-10.0,,-6.0,40.400002,-12.1,28.299999,-2.0,,26.299999,-4.9,,21.399999,,,23.400001,0.63,0.63,0.58,37.200001,0.63,0.63,0.58,37.200001,
12/31/1990,601.400024,-452.600006,148.800018,-113.400002,35.400002,-10.8,,-12.7,11.900002,-5.9,6.0,-1.3,,4.7,-4.9,,-0.2,,,1.100002,0.03,0.03,-0.005,37.200001,0.03,0.03,-0.005,37.200001,
03/30/1991,596.099976,-445.0,151.099976,-117.699997,33.400002,-12.4,,3.2,24.200002,-8.4,15.8,-1.0,,14.8,-4.9,,9.9,,,10.900002,0.3,0.3,0.27,37.200001,0.3,0.3,0.27,37.200001,
06/30/1991,627.799988,-454.5,173.299988,-116.699997,56.599998,-11.8,,-7.0,37.799998,-13.4,24.4,-1.0,,23.4,-4.8,,18.599999,,,19.599998,0.53,0.53,0.5,37.200001,0.53,0.53,0.5,37.200001,
09/30/1991,632.400024,-459.799988,172.600037,-114.599998,58.0,-10.8,,-4.4,42.8,-19.799999,23.0,-1.0,,22.0,-4.9,,17.1,,,18.1,0.49,0.49,0.46,37.200001,0.49,0.49,0.46,37.200001,
12/31/1991,583.0,-441.799988,141.200012,-119.300003,21.9,-10.8,,-15.6,-4.5,1.9,-2.6,-9.4,,-12.0,-4.8,,-16.8,,,-7.4,-0.2,-0.2,-0.45,37.200001,-0.2,-0.2,-0.45,37.200001,
03/31/1992,638.400024,-469.600006,168.800018,-128.399994,40.400002,-10.1,,-4.2,26.100001,-10.6,15.5,-172.599991,,-157.100006,-4.9,,-162.000006,,,10.600001,0.32,0.32,-4.32,37.200001,0.32,0.32,-4.32,37.200001,
06/30/1992,651.700012,-475.899994,175.800018,-129.5,46.299999,-10.1,,-5.9,30.299999,-10.7,19.6,0.0,,19.6,-4.8,,14.8,,,14.799999,0.44,0.44,0.44,37.200001,0.44,0.44,0.44,37.200001,
