Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1989,60.887001,,,,,,,,,,,,,,,,,,,,,,,,,,6.046,,,6.046,6.046,,102.944253,0.059259,0.059259,,102.944253,0.059259,0.059259,0.059259,
03/31/1990,60.428001,,,,,,,-46.085999,,,,14.342,-3.611,,6.309,,0.0,-2.698,10.731,-3.979,6.752,0.0,,,6.752,0.0,6.752,-0.031,,6.721,6.721,,105.026623,0.065185,0.065185,,105.026623,0.065185,0.065185,0.065185,
06/30/1990,60.731998,,,,,,,-46.358002,,,,14.374,-0.528,,6.117,,0.0,-5.589,13.846,-5.154,8.692,0.0,,,8.692,0.0,8.692,-0.031,,8.661,8.661,,105.0705,0.082963,0.082963,,105.0705,0.082963,0.082963,0.082963,
09/30/1990,62.845001,,,,,,,-47.006001,,,,15.839,-3.986,,5.946,,0.0,-1.96,11.853,-4.385,7.468,0.0,,,7.467999,0.0,7.468,-0.006,,7.462,7.462,,105.516,0.071111,0.071111,,105.516,0.071111,0.071111,0.071111,
12/31/1990,64.751999,,,,,,,-48.206001,,,,16.546,-4.482,,5.76,,0.0,-1.278,12.064,-3.878,8.186,0.0,,,8.186,0.0,8.186,-0.014,,8.172,8.172,,102.32325,0.08,0.08,0.08,102.32325,0.08,0.08,0.08,
03/31/1991,64.806,,,,,,,-49.624001,,,,15.182,-4.518,,5.721,,0.0,-1.203,10.664,-3.813,6.851,0.0,,,6.851,0.0,6.851,-0.008,,6.843,6.843,,105.931122,0.065185,0.065185,,105.931122,0.065185,0.065185,0.065185,
06/30/1991,69.063004,,,,,,,-51.564999,,,,17.497999,-4.55,,5.816,,0.0,-1.266,12.947999,-4.589,8.359,0.0,,,8.358999,0.0,8.359,-0.008,,8.351,8.351,,106.062752,0.08,0.08,,106.062752,0.08,0.08,0.08,
09/30/1991,72.372002,,,,,,,-52.501999,,,,19.870001,-4.647,,5.56,,0.0,-0.913,15.223001,-5.221,10.002,0.0,,,10.002001,0.0,10.002,-0.008,,9.994,9.994,,106.592626,0.094815,0.094815,,106.592626,0.094815,0.094815,0.094815,
12/31/1991,74.786,,,,,,,-52.249,,,,22.537,-3.883,,5.407,,0.0,-1.524,18.654,-6.447,12.207,0.0,,,12.207,0.0,12.207,-0.008,,12.199,12.199,,105.694868,0.115556,0.115556,0.115556,105.694868,0.115556,0.115556,0.115556,
03/31/1992,75.277,,,,,,,-52.592999,,,,22.684,-4.37,,5.843,,0.0,-1.473,18.314,-6.861,11.453,0.0,,,11.453,0.0,11.453,-0.008,,11.445,11.445,,108.36112,0.106667,0.106667,,108.36112,0.106667,0.106667,0.106667,
